# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 04:22:40 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_strict/
# Percentages of genes of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/percs/strict_random_perc.txt 
# Columns= Group name
# Rows= Random set
	AccB_neg	AcrR_neg	Ada_neg	Ada_pos	AdiY_pos	AgaR_neg	AidB_neg	AlaS_neg	AllR_neg	AllS_pos	AlsR_neg	AppY_pos	AraC_neg	AraC_pos	ArgP_neg	ArgP_pos	ArgR_neg	ArgR_pos	ArsR_neg	AscG_neg	AsnC_neg	AsnC_pos	AtoC_pos	BaeR_pos	BasR_neg	BasR_pos	BetI_neg	BirA_neg	BluR_neg	BolA_neg	BolA_pos	CadC_pos	CaiF_pos	Cbl_pos	CdaR_pos	CecR_neg	ChbR_neg	ChbR_pos	ComR_neg	CpxR_neg	CpxR_pos	Cra_neg	Cra_pos	CreB_neg	CreB_pos	CsgD_neg	CsgD_pos	CsiR_neg	CspA_pos	CueR_neg	CueR_pos	CusR_pos	CynR_neg	CynR_pos	CysB_neg	CysB_pos	CytR_neg	Dan_pos	DcuR_pos	DeoR_neg	DhaR_neg	DhaR_pos	DicA_neg	DinJ-YafQ_neg	DnaA_neg	DnaA_pos	DpiA_neg	DpiA_pos	DsdC_neg	DsdC_pos	EbgR_neg	EnvR_neg	EnvY_pos	EvgA_pos	ExuR_neg	FabR_neg	FadR_neg	FadR_pos	FeaR_pos	FhlA_pos	FlhDC_neg	FlhDC_pos	FliZ_neg	FucR_pos	Fur_neg	Fur_pos	GadE-RcsB_pos	GadE_pos	GadW_neg	GadW_pos	GadX_neg	GadX_pos	GalR_neg	GalR_pos	GalS_neg	GalS_pos	GatR_neg	GcvA_neg	GcvA_pos	GlcC_neg	GlcC_pos	GlpR_neg	GlrR_pos	GntR_neg	GutM_pos	GutR_neg	HU_neg	HU_pos	HcaR_neg	HcaR_pos	HdfR_neg	HdfR_pos	HigA_neg	HigB-HigA_neg	HipAB_neg	HipB_neg	HyfR_pos	HypT_neg	HypT_pos	IclR_neg	IdnR_neg	IdnR_pos	IlvY_neg	IlvY_pos	IscR_neg	IscR_pos	KdgR_neg	KdpE_pos	LacI_neg	LeuO_neg	LeuO_pos	LexA_neg	LldR_neg	LldR_pos	LrhA_neg	LrhA_pos	LsrR_neg	LysR_neg	LysR_pos	MalI_neg	MalT_pos	MarA_neg	MarA_pos	MarR_neg	MatA_neg	MatA_pos	MazE-MazF_neg	MazE_neg	McbR_neg	McbR_pos	MelR_neg	MelR_pos	MetJ_neg	MetR_neg	MetR_pos	MhpR_pos	Mlc_neg	MlrA_pos	MngR_neg	MntR_neg	MntR_pos	ModE_neg	ModE_pos	MprA_neg	MqsA_neg	MraZ_neg	MtlR_neg	MurR_neg	MurR_pos	Nac_neg	Nac_pos	NadR_neg	NagC_neg	NagC_pos	NanR_neg	NanR_pos	NarL_neg	NarL_pos	NarP_neg	NarP_pos	NemR_neg	NhaR_pos	NikR_neg	NimR_neg	NorR_neg	NorR_pos	NrdR_neg	NsrR_neg	NtrC_neg	NtrC_pos	OmpR_neg	OmpR_pos	OxyR_neg	OxyR_pos	PaaX_neg	PdeL_pos	PdhR_neg	PdhR_pos	PepA_neg	PgrR_neg	PhoB_neg	PhoB_pos	PhoP_neg	PhoP_pos	PrpR_neg	PrpR_pos	PspF_neg	PspF_pos	PurR_neg	PutA_neg	PuuR_neg	QseB_pos	RbsR_neg	RbsR_pos	RcdA_neg	RcdA_pos	RclR_pos	RcnR_neg	RcsAB_neg	RcsAB_pos	RcsB-BglJ_pos	RcsB_neg	RcsB_pos	RelB-RelE_neg	RelB_neg	RhaR_pos	RhaS_pos	Rob_neg	Rob_pos	RstA_neg	RstA_pos	RtcR_pos	RutR_neg	RutR_pos	SdiA_neg	SdiA_pos	SgrR_neg	SgrR_pos	SlyA_pos	SoxR_neg	SoxR_pos	SoxS_neg	SoxS_pos	StpA_neg	SutR_neg	SutR_pos	TdcA_pos	TdcR_pos	TorR_neg	TorR_pos	TreR_neg	TrpR_neg	TyrR_neg	TyrR_pos	UhpA_pos	UidR_neg	UlaR_neg	UvrY_pos	UxuR_neg	XapR_pos	XylR_neg	XylR_pos	YdeO_neg	YdeO_pos	YedW_neg	YedW_pos	YefM-YoeB_neg	YefM_neg	YehT_pos	YeiL_pos	YiaJ_neg	YjjQ_neg	YpdB_pos	YqhC_pos	YqjI_neg	ZntR_pos	ZraR_pos	Zur_neg
ran_18.txt	NA	4	4	6	3	3	NA	NA	3	5	5	4	3	4	NA	3	3	3	8	4	3	NA	5	3	10	3	9	3	9	NA	9	7	3	4	3	7	4	3	NA	3	3	3	3	3	NA	3	5	4	NA	8	4	4	NA	5	5	3	3	5	4	8	NA	10	3	9	3	3	NA	3	NA	3	NA	NA	4	3	3	NA	3	3	8	3	8	3	5	3	3	3	3	3	4	3	4	4	3	7	3	8	5	3	3	NA	3	3	3	3	4	7	7	NA	NA	5	NA	NA	4	NA	3	4	3	3	4	3	7	3	NA	NA	3	3	NA	8	9	10	3	3	5	NA	7	3	3	NA	NA	NA	3	4	3	3	3	3	3	6	NA	6	4	8	3	NA	7	3	3	3	3	9	NA	3	3	5	3	3	8	3	NA	4	3	6	3	7	5	NA	3	3	3	3	3	3	7	9	NA	4	3	3	3	3	3	5	3	3	3	NA	3	7	6	3	4	3	3	3	NA	5	NA	4	3	5	4	NA	3	NA	NA	4	6	7	3	3	4	NA	3	5	8	NA	3	NA	3	3	3	3	3	NA	4	9	4	3	NA	NA	8	6	3	3	4	NA	5	4	5	3	9	3	3	NA	NA	3	6	4	4	6	NA	4	NA	3	5	7	NA	3	NA	NA	3	3	NA	7	3	NA	3	6
ran_19.txt	9	3	NA	3	3	4	NA	NA	3	4	3	3	3	3	NA	4	3	3	6	5	6	NA	3	3	NA	3	9	3	5	NA	3	3	3	3	4	4	5	3	NA	3	3	3	3	3	9	5	3	3	NA	5	9	3	NA	8	4	3	3	3	3	3	NA	3	3	3	3	4	NA	3	NA	3	3	6	NA	3	4	NA	3	3	NA	3	4	3	3	3	3	3	4	3	3	3	3	4	3	8	4	6	3	4	3	NA	3	3	3	3	3	4	3	NA	NA	3	NA	5	6	6	4	3	3	5	3	3	3	3	NA	NA	5	5	NA	4	10	3	3	3	4	NA	NA	NA	4	NA	NA	NA	3	4	4	7	3	4	5	5	NA	4	7	NA	3	NA	4	3	3	4	9	5	NA	3	3	5	3	3	3	10	NA	3	4	6	3	5	3	NA	3	3	3	3	3	6	5	4	NA	NA	3	3	3	3	3	3	3	3	3	NA	3	6	8	3	3	3	5	3	NA	5	NA	6	3	5	3	7	4	NA	3	3	8	3	3	3	3	7	3	NA	7	4	3	NA	3	3	3	NA	4	4	9	NA	9	3	NA	NA	8	11	3	3	10	NA	5	3	3	3	3	3	3	NA	NA	3	4	6	3	7	NA	6	NA	3	8	5	7	NA	NA	NA	5	3	NA	NA	NA	NA	3	4
ran_2.txt	3	3	NA	4	3	3	NA	NA	3	3	3	3	3	3	NA	3	3	3	NA	3	NA	NA	4	3	NA	3	3	3	8	4	3	6	3	3	3	4	3	5	NA	3	3	3	3	6	NA	3	3	7	8	3	NA	3	NA	9	3	3	3	4	3	3	NA	4	3	9	3	3	NA	5	NA	4	4	NA	9	3	3	4	3	3	9	3	7	3	3	6	3	3	3	3	8	3	5	3	3	3	3	4	4	4	7	NA	3	4	3	4	3	4	3	NA	NA	4	NA	NA	NA	NA	7	3	6	3	3	9	NA	3	NA	NA	3	3	3	7	6	9	3	3	3	9	8	6	4	NA	NA	5	5	5	3	4	5	5	4	7	NA	6	4	5	3	NA	3	5	3	3	4	3	NA	4	3	3	3	3	NA	3	NA	3	3	3	3	10	4	NA	3	3	3	4	7	3	5	5	NA	9	4	3	3	3	3	3	4	3	3	NA	3	4	5	3	3	3	7	3	NA	4	NA	3	3	4	5	3	3	NA	NA	3	9	5	3	3	3	6	3	3	4	8	6	NA	3	4	4	NA	3	8	8	4	5	8	NA	NA	5	NA	3	3	5	NA	6	5	8	3	8	3	4	5	NA	8	7	3	3	7	NA	7	5	3	3	3	5	NA	NA	NA	5	3	NA	7	9	NA	6	3
ran_20.txt	4	3	4	5	3	6	NA	NA	3	8	3	4	3	3	NA	3	3	3	5	4	8	NA	4	4	4	3	5	4	7	NA	7	8	4	3	3	3	4	3	NA	3	3	3	3	7	NA	3	5	3	NA	3	9	3	NA	NA	3	3	4	5	3	4	NA	NA	4	4	4	5	NA	3	NA	NA	NA	NA	3	3	4	4	3	3	8	3	3	3	3	3	3	3	3	3	5	3	3	3	3	5	3	3	3	3	4	NA	3	3	5	4	3	4	3	NA	NA	4	6	3	4	7	3	4	3	6	3	5	3	3	NA	NA	3	3	4	5	4	3	3	3	9	4	NA	5	3	NA	NA	8	3	5	3	3	4	6	4	3	NA	9	3	4	3	6	3	7	4	3	9	8	NA	3	3	3	3	3	6	5	NA	3	3	3	3	NA	3	NA	3	3	3	3	3	3	3	8	NA	9	3	3	3	3	3	3	4	3	3	NA	3	6	NA	8	3	4	3	3	NA	9	NA	7	3	4	3	8	3	NA	3	3	3	NA	3	3	3	8	3	7	5	NA	3	NA	3	5	5	8	3	7	3	3	4	3	NA	NA	8	4	3	3	4	NA	8	8	3	3	NA	3	7	9	NA	3	3	9	3	9	NA	3	7	3	3	5	NA	7	NA	NA	3	4	NA	NA	NA	NA	8	3
ran_21.txt	3	3	NA	6	4	5	NA	NA	3	9	3	3	3	4	NA	3	3	5	8	4	NA	NA	6	5	NA	3	4	4	5	NA	8	6	3	3	3	3	4	7	NA	3	3	3	3	3	4	3	3	8	4	3	NA	3	NA	3	5	3	3	4	3	8	NA	5	3	3	3	8	NA	3	NA	NA	9	4	8	3	5	8	3	3	5	3	5	3	4	5	3	3	5	3	3	3	6	3	3	4	3	3	3	3	4	NA	5	3	3	4	4	3	6	NA	NA	8	9	9	3	NA	5	5	3	3	3	8	8	5	NA	NA	3	3	3	7	3	4	3	3	7	3	8	9	3	NA	NA	7	3	4	3	3	5	7	5	6	NA	6	7	7	3	9	4	3	3	3	4	5	NA	3	3	3	3	3	3	3	NA	3	3	4	3	4	3	NA	3	3	3	3	8	3	3	8	NA	NA	3	3	3	3	3	8	4	3	3	NA	3	9	3	3	3	3	5	3	NA	6	NA	3	3	NA	9	5	3	NA	9	3	4	6	4	3	3	7	3	9	9	8	3	NA	3	5	6	6	3	9	3	5	4	5	NA	NA	4	NA	3	3	3	NA	6	3	4	5	NA	3	3	4	NA	5	3	3	8	3	NA	3	7	3	4	3	6	6	NA	NA	3	3	NA	9	9	NA	5	3
ran_22.txt	4	6	8	3	3	3	NA	NA	3	9	3	3	3	5	NA	3	3	4	NA	3	3	NA	6	3	NA	3	6	4	NA	NA	10	7	3	3	5	5	4	3	NA	3	3	3	3	5	9	3	3	5	NA	5	NA	3	NA	4	3	3	3	7	4	3	NA	3	3	4	3	3	NA	3	NA	9	6	7	3	3	3	4	3	3	NA	3	5	3	3	3	3	3	4	3	4	3	4	3	4	4	3	3	3	7	3	NA	5	3	8	3	3	3	4	NA	NA	3	4	8	7	7	3	4	3	3	3	4	NA	3	NA	NA	3	3	6	5	5	4	3	3	3	4	8	NA	3	NA	NA	6	3	7	3	5	3	8	9	5	NA	8	7	9	4	9	4	3	7	6	3	7	NA	3	3	4	3	3	9	5	NA	3	3	3	3	6	3	NA	3	3	3	3	5	3	4	NA	NA	NA	3	3	3	3	3	3	3	3	3	NA	4	3	5	3	5	3	3	3	NA	3	NA	3	3	9	3	7	3	NA	8	5	4	9	9	6	3	8	3	8	7	6	4	NA	3	5	3	NA	4	NA	3	8	3	3	NA	NA	6	NA	3	8	4	NA	3	8	5	3	9	3	3	3	NA	9	3	3	4	NA	NA	3	3	3	3	4	6	7	NA	NA	4	3	NA	8	7	NA	4	8
ran_23.txt	NA	3	5	4	4	3	NA	NA	3	9	4	3	3	5	NA	3	3	5	8	9	3	NA	4	3	8	3	7	3	4	9	3	9	3	3	3	8	3	3	NA	3	3	3	3	9	NA	3	3	3	NA	3	9	4	NA	8	5	3	3	7	3	3	NA	7	3	10	3	3	NA	3	NA	NA	NA	NA	4	3	3	10	3	4	7	3	7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	NA	6	3	3	3	3	3	3	NA	NA	3	NA	3	NA	3	6	4	3	4	4	6	7	3	NA	NA	3	3	3	3	4	6	3	3	10	3	3	9	3	NA	NA	8	3	3	3	6	6	NA	3	NA	NA	5	NA	5	3	6	5	3	3	3	6	5	NA	3	3	3	3	3	8	4	NA	3	3	3	3	5	3	NA	3	3	3	3	4	4	7	5	NA	NA	3	3	3	3	5	3	4	3	3	NA	3	5	7	6	3	3	3	3	NA	4	NA	4	3	5	3	4	4	NA	7	3	5	4	8	3	3	NA	3	5	4	4	4	NA	3	4	3	9	3	7	6	3	4	3	NA	NA	9	4	3	6	5	NA	3	5	8	3	8	3	3	3	NA	5	3	3	3	5	NA	3	5	3	5	3	5	7	NA	NA	3	5	NA	3	NA	NA	3	3
ran_24.txt	NA	3	7	6	5	3	NA	NA	3	6	3	4	3	3	NA	3	3	4	3	3	5	NA	5	8	7	3	6	3	8	NA	NA	4	4	3	4	4	3	3	NA	3	3	3	3	4	9	3	4	4	NA	6	NA	3	NA	4	5	3	3	5	3	4	NA	5	4	7	4	5	NA	3	NA	NA	5	NA	8	5	3	NA	3	3	4	3	5	3	3	3	3	4	3	3	3	3	3	3	3	7	3	6	3	5	3	NA	8	3	6	3	6	8	3	NA	NA	3	4	NA	8	3	6	3	3	3	4	3	9	3	NA	NA	3	3	3	5	4	4	3	3	5	5	4	6	3	NA	NA	4	3	3	3	5	3	7	3	NA	NA	4	5	9	3	5	3	4	3	3	4	4	NA	3	3	3	3	3	5	6	NA	3	3	7	3	NA	4	NA	3	3	3	3	8	4	5	8	NA	9	5	3	3	3	3	3	3	3	3	NA	3	3	4	4	3	3	3	3	NA	7	NA	3	3	3	3	3	3	NA	NA	5	10	3	3	8	3	5	3	5	7	6	8	NA	3	3	5	NA	3	NA	8	5	3	4	NA	NA	7	3	3	3	3	NA	3	5	7	3	4	3	3	4	NA	6	3	3	3	8	NA	3	NA	3	4	3	NA	4	NA	NA	4	3	NA	NA	6	NA	9	5
ran_25.txt	NA	3	8	4	5	3	NA	NA	3	6	3	3	3	3	NA	3	3	4	7	4	9	NA	4	3	NA	3	4	4	7	NA	NA	9	3	3	3	4	5	4	NA	3	3	3	3	3	NA	3	3	4	NA	4	NA	3	NA	6	5	3	4	3	3	3	NA	9	4	5	3	5	NA	3	NA	3	NA	5	NA	3	4	NA	3	3	9	3	4	3	3	10	3	3	3	3	3	3	10	3	3	3	3	3	3	3	6	NA	4	3	3	3	3	5	4	NA	NA	3	7	8	4	7	3	8	3	8	3	6	7	9	NA	NA	3	3	8	3	9	6	3	3	4	7	10	5	3	NA	NA	4	3	4	4	3	6	4	3	4	NA	NA	8	7	3	8	3	3	3	4	5	4	NA	3	3	3	5	3	9	3	NA	3	3	10	3	8	3	NA	3	3	3	3	6	5	3	9	NA	10	4	3	6	3	3	3	3	3	3	NA	3	7	9	3	5	3	3	3	NA	6	NA	3	3	3	5	3	4	NA	NA	3	8	4	3	3	3	3	3	4	4	8	4	NA	3	3	4	4	4	5	NA	3	3	3	NA	NA	NA	9	5	3	4	NA	3	4	9	3	NA	3	5	5	NA	3	3	5	3	NA	NA	4	7	3	7	3	10	5	NA	NA	3	3	NA	NA	NA	NA	5	3
ran_26.txt	9	4	8	4	4	3	NA	NA	3	4	5	3	3	3	NA	3	3	4	4	4	3	NA	4	3	NA	3	7	3	3	7	9	5	5	3	5	3	6	3	NA	3	3	3	3	4	NA	3	3	4	7	7	5	3	NA	3	3	3	3	4	4	3	NA	5	4	7	3	7	NA	3	NA	5	NA	7	NA	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	4	4	4	3	5	6	3	NA	3	5	5	3	3	3	3	NA	NA	5	10	5	5	8	5	8	4	3	4	3	NA	5	NA	NA	3	5	NA	3	NA	10	3	3	8	6	4	7	3	NA	NA	3	3	3	3	4	4	7	6	4	NA	3	8	NA	3	4	3	4	3	3	5	9	NA	4	3	3	4	3	4	4	NA	3	3	3	3	NA	3	NA	3	3	3	3	8	3	3	NA	NA	8	5	3	3	3	3	3	3	3	3	NA	3	3	NA	3	3	3	3	3	NA	4	NA	5	3	3	6	5	6	NA	NA	3	3	7	4	3	3	7	3	6	10	9	3	NA	3	5	3	9	3	5	3	5	4	4	NA	NA	NA	9	3	3	3	NA	3	3	5	3	4	3	3	8	NA	4	7	5	4	6	NA	6	NA	4	5	7	5	9	NA	NA	3	3	NA	3	3	NA	3	3
ran_27.txt	3	3	3	4	4	4	NA	NA	5	3	4	3	3	3	NA	4	3	3	9	3	5	NA	3	8	9	3	6	4	4	NA	8	5	4	3	3	3	8	5	NA	3	3	3	3	5	8	3	3	5	3	3	4	3	NA	4	3	3	3	5	3	4	NA	4	3	NA	5	3	NA	3	NA	4	NA	NA	9	3	3	7	3	3	6	3	6	3	3	3	3	3	3	3	4	4	3	3	6	5	3	8	5	3	NA	NA	4	3	7	3	3	3	3	NA	NA	3	NA	3	9	5	8	7	3	4	3	3	5	3	NA	NA	3	3	3	3	8	9	3	3	NA	5	9	5	3	NA	NA	3	3	3	3	9	5	NA	3	3	NA	5	3	5	3	9	5	4	8	3	NA	3	NA	4	3	4	3	4	3	6	NA	3	3	6	3	10	3	NA	3	3	3	3	3	3	4	NA	NA	3	4	3	3	3	4	3	4	3	3	NA	3	3	4	3	3	3	3	3	NA	8	NA	3	3	NA	8	3	3	NA	9	4	7	4	3	4	4	8	4	7	6	NA	5	NA	3	3	8	NA	3	NA	3	4	7	3	NA	NA	NA	6	3	3	3	NA	3	3	4	3	NA	4	3	NA	NA	6	3	5	3	9	NA	3	9	3	3	5	NA	NA	NA	NA	3	4	NA	7	7	NA	6	3
ran_28.txt	4	3	10	3	3	3	NA	NA	3	4	6	3	3	3	NA	3	3	4	4	4	3	NA	6	3	6	6	9	4	7	3	5	4	3	3	3	6	3	3	NA	3	3	3	3	7	8	4	3	4	9	5	9	3	NA	4	5	3	3	7	3	5	NA	9	3	8	3	5	NA	3	NA	7	6	7	10	3	5	10	3	3	NA	3	6	3	3	3	3	3	3	3	3	3	4	3	3	3	5	4	4	7	5	NA	4	3	5	3	3	3	4	NA	NA	6	3	5	9	4	5	3	3	6	3	3	4	3	NA	NA	3	5	8	7	5	5	3	3	3	3	3	NA	3	NA	NA	3	3	3	3	4	8	8	5	4	NA	3	3	5	3	NA	3	3	4	3	3	3	NA	3	3	3	3	3	NA	7	NA	3	3	3	3	5	3	NA	3	3	3	3	4	3	6	10	NA	9	3	3	4	3	3	8	3	3	3	NA	3	3	7	4	3	3	3	3	NA	9	NA	5	3	7	5	7	5	NA	NA	6	3	3	8	3	3	3	3	7	7	3	4	NA	3	4	5	8	3	NA	6	3	4	7	NA	NA	10	4	3	8	5	NA	5	4	4	8	3	3	6	7	NA	NA	5	3	3	6	NA	6	9	3	3	7	NA	5	NA	NA	3	4	NA	3	4	NA	8	3
ran_29.txt	3	3	4	3	3	5	NA	NA	3	3	7	3	3	3	NA	3	4	3	9	4	3	NA	4	3	3	3	3	4	3	6	8	8	3	3	7	5	5	5	NA	3	3	3	3	NA	NA	3	7	3	4	6	4	3	NA	9	3	3	3	4	3	4	NA	5	3	7	3	3	NA	3	NA	6	NA	10	3	3	3	3	3	3	6	3	9	3	3	9	3	3	3	3	3	3	3	3	3	NA	3	5	6	3	10	NA	4	4	8	3	3	3	5	NA	NA	7	8	8	3	3	3	3	3	4	3	9	6	5	NA	NA	3	3	4	5	6	NA	3	3	4	8	5	NA	3	NA	NA	3	3	3	3	7	4	7	6	3	NA	5	5	9	3	5	9	3	5	3	4	7	NA	3	3	5	3	3	3	4	NA	8	4	5	3	5	3	NA	3	3	3	3	4	3	3	3	NA	9	3	3	4	3	3	5	3	3	3	NA	3	9	NA	5	3	3	3	3	NA	4	NA	6	3	NA	3	3	3	NA	7	3	NA	9	3	3	3	4	3	4	6	7	7	NA	3	5	3	8	3	7	5	4	3	7	NA	NA	3	7	3	4	3	NA	4	3	7	3	7	3	3	3	NA	7	5	4	3	3	NA	3	NA	3	5	3	3	5	NA	NA	3	3	NA	8	9	NA	3	3
ran_3.txt	5	3	3	5	8	3	NA	NA	3	3	3	3	3	3	NA	6	3	4	4	7	3	NA	5	3	4	8	7	5	7	NA	8	7	4	4	3	3	3	3	NA	3	3	3	3	6	NA	3	3	4	NA	6	8	4	NA	3	5	3	3	3	3	3	NA	9	3	3	3	3	NA	3	NA	NA	NA	NA	NA	3	5	3	3	3	NA	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	NA	6	3	5	3	3	3	5	NA	NA	5	9	7	5	NA	4	4	3	4	5	5	4	6	NA	NA	3	3	7	3	8	3	3	3	6	9	4	8	6	NA	NA	6	3	4	3	5	4	5	4	8	NA	4	5	6	3	NA	4	3	3	8	9	3	NA	3	3	6	3	3	8	5	NA	4	3	3	3	9	3	NA	3	3	3	3	8	3	3	3	NA	NA	3	3	3	3	3	4	3	3	4	NA	3	5	9	3	3	3	6	3	NA	5	NA	4	3	4	4	7	3	NA	4	3	3	6	3	3	3	3	5	8	4	3	3	NA	3	4	6	3	3	3	5	5	6	4	NA	NA	10	9	3	3	3	NA	7	6	5	3	NA	3	3	6	NA	3	3	3	5	8	NA	8	5	3	3	7	NA	9	NA	NA	3	3	NA	7	10	NA	3	3
ran_30.txt	9	3	7	5	3	5	NA	NA	3	5	3	3	4	3	NA	3	3	3	5	3	3	NA	NA	5	10	6	6	3	6	NA	10	6	3	5	3	3	5	4	NA	4	3	3	4	6	7	5	3	4	NA	8	NA	3	NA	5	6	3	3	5	3	3	NA	5	7	4	3	5	NA	3	NA	8	8	9	3	3	3	9	7	3	NA	3	8	3	3	4	3	3	3	3	4	3	5	3	3	8	5	4	3	4	7	NA	5	5	7	4	6	3	3	NA	NA	3	4	8	NA	NA	3	3	3	3	4	6	6	3	NA	NA	3	4	NA	3	5	4	3	3	5	3	NA	NA	4	NA	NA	10	5	3	3	3	3	7	9	NA	NA	7	4	NA	3	8	3	5	4	3	3	3	NA	5	3	5	5	3	NA	5	NA	3	3	4	3	3	4	NA	3	3	3	3	5	4	4	5	NA	NA	4	3	3	3	3	4	3	3	4	NA	3	8	3	4	3	3	5	3	NA	5	NA	3	3	NA	3	3	7	NA	6	4	9	7	3	3	3	4	3	7	6	3	3	NA	3	3	3	4	3	3	4	5	8	6	NA	NA	5	NA	3	5	3	NA	3	5	9	4	NA	3	4	8	NA	7	3	6	3	5	NA	8	5	3	5	3	5	9	NA	NA	3	6	NA	NA	9	NA	4	3
ran_31.txt	3	8	NA	4	3	3	NA	NA	3	4	8	3	3	3	NA	4	3	3	3	5	8	NA	5	3	3	3	4	9	3	5	NA	4	3	3	3	4	3	3	NA	3	3	3	3	4	8	3	3	3	NA	5	9	3	NA	9	3	3	3	3	3	6	NA	3	3	3	3	3	NA	3	NA	3	4	7	3	3	3	7	3	3	6	3	4	3	3	3	3	3	3	3	3	3	6	3	3	7	3	9	3	3	3	NA	4	3	3	3	8	6	3	NA	NA	3	NA	9	NA	7	3	5	3	3	3	7	9	3	NA	NA	3	3	NA	3	3	3	3	3	5	4	5	7	5	NA	NA	3	6	3	3	8	6	6	4	NA	NA	10	10	4	3	6	5	5	3	3	NA	4	NA	3	3	3	3	3	7	7	NA	3	3	4	3	3	3	NA	3	3	3	3	4	6	5	NA	NA	8	3	3	3	3	3	3	3	3	4	NA	3	4	9	5	3	3	3	3	NA	3	NA	4	3	NA	3	3	3	NA	7	3	7	3	3	3	3	6	3	5	3	9	4	NA	3	7	4	8	3	3	10	3	4	8	NA	NA	8	3	3	6	3	NA	8	4	6	4	NA	3	4	6	NA	3	3	3	6	7	NA	6	4	3	6	4	9	NA	NA	NA	3	3	NA	NA	7	NA	3	3
ran_32.txt	6	3	8	3	4	3	NA	NA	4	5	6	3	3	3	NA	3	3	3	8	3	7	NA	3	5	NA	3	8	3	3	4	6	8	3	3	4	3	3	8	NA	3	3	3	3	4	5	3	4	3	10	3	7	3	NA	5	3	3	3	5	3	3	NA	8	3	9	3	8	NA	3	NA	8	NA	4	3	3	3	6	3	3	4	3	7	3	3	3	3	3	3	3	5	3	3	3	3	7	3	4	3	3	4	NA	3	3	9	3	3	5	3	NA	NA	3	NA	3	3	NA	3	4	3	9	5	4	6	3	NA	NA	3	4	7	5	3	9	3	3	7	NA	9	8	8	NA	NA	3	3	3	3	3	3	NA	5	6	NA	11	4	5	3	8	3	3	5	3	3	3	NA	3	3	3	5	3	3	7	NA	3	3	7	3	NA	5	NA	3	3	3	3	8	3	3	8	NA	NA	3	3	3	3	3	3	3	3	3	NA	3	3	7	3	3	3	3	3	NA	3	NA	3	4	9	3	4	3	NA	NA	4	NA	3	4	3	3	8	3	4	5	6	7	NA	3	3	7	NA	3	NA	8	3	3	4	NA	NA	NA	NA	3	9	5	NA	3	8	8	3	NA	3	3	10	NA	5	4	3	3	7	NA	3	3	3	3	3	9	NA	NA	NA	3	3	NA	6	3	NA	9	5
ran_33.txt	5	3	6	9	3	3	NA	NA	3	4	4	4	4	4	NA	3	3	3	3	5	9	NA	3	3	5	4	5	3	3	NA	8	3	3	3	6	4	4	6	NA	3	3	3	3	8	7	3	3	4	8	4	4	4	NA	8	3	3	3	9	3	3	NA	3	3	3	3	3	NA	3	NA	NA	7	NA	NA	3	8	3	3	4	NA	3	5	3	3	6	3	3	3	3	3	3	8	3	6	4	3	5	5	4	8	NA	8	3	3	3	3	3	3	NA	NA	4	NA	4	8	8	3	3	3	5	3	3	NA	4	NA	NA	3	4	3	4	7	5	3	3	8	10	NA	4	3	NA	NA	7	5	3	3	8	3	NA	3	3	NA	9	5	4	3	7	3	3	5	3	9	10	NA	3	3	3	4	4	9	7	NA	3	4	5	3	3	4	NA	3	3	3	3	8	3	3	5	NA	3	3	3	4	3	3	3	3	3	3	NA	3	3	7	3	3	3	3	3	NA	3	NA	6	3	5	3	7	3	NA	8	3	3	4	3	3	3	8	3	5	5	NA	4	NA	3	3	3	8	3	NA	NA	5	7	3	NA	NA	7	4	3	3	4	NA	3	5	7	3	5	3	3	10	NA	6	3	3	5	3	NA	8	10	5	4	5	NA	NA	NA	NA	3	3	NA	3	8	NA	NA	3
