# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 01:53:34 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_conformation_effect/
# Percentages of genes of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/percs/conformationeffect_random_perc.txt 
# Columns= Group name
# Rows= Random set
	Ada-Methylated_neg	Ada-Methylated_pos	AlaS-L-alanine_neg	AllS-allantoin_pos	AraC-L-arabinose_neg	AraC-L-arabinose_pos	ArcA-Phosphorylated_neg	ArcA-Phosphorylated_pos	ArgP-L-arginine_neg	ArgP-L-arginine_pos	ArgR-L-arginine_neg	ArgR-L-arginine_pos	AtoC-phosphorylated_pos	BaeR-Phosphorylated_pos	BirA-bio-5'-AMP_neg	CRP-cAMP_neg	CRP-cAMP_pos	ChbR-Monoacetylchitobiose-6P_neg	ChbR-Monoacetylchitobiose-6P_pos	CpxR-Phosphorylated_neg	CpxR-Phosphorylated_pos	CreB-Phosphorylated_neg	CreB-Phosphorylated_pos	CueR-Ag_neg	CueR-Ag_pos	CueR-Cu+_neg	CueR-Cu+_pos	CuerR-Au_neg	CuerR-Au_pos	CusR-Pasp_pos	CynR-Cyanate_neg	CynR-Cyanate_pos	CysB-N-acetyl-L-serine_neg	CysB-N-acetyl-L-serine_pos	CysB-O-acetyl-L-serine_neg	CysB-O-acetyl-L-serine_pos	DcuR-Phosphorylated_pos	DnaA-ATP_neg	DnaA-ATP_pos	DpiA-Pasp_neg	DpiA-Pasp_pos	DsdC-D-serine_neg	DsdC-D-serine_pos	EvgA-Phosphorylated_pos	FNR-[4Fe-4S]2+ reduced_neg	FNR-[4Fe-4S]2+ reduced_pos	FhlA-Formate_pos	FucR-L-fuculose-1-phosphate_pos	Fur-Fe2+_neg	Fur-Fe2+_pos	Fur-Mn2+_neg	Fur-Mn2+_pos	GlcC-Acetate_neg	GlcC-Acetate_pos	GlcC-Glycolate_neg	GlcC-Glycolate_pos	GlrR-Pasp56_pos	IclR-pyruvate_neg	IdnR-5-ketogluconate_neg	IdnR-5-ketogluconate_pos	IdnR-Idonate_neg	IdnR-Idonate_pos	IlvY-2-acetolactate_neg	IlvY-2-acetolactate_pos	IlvY-Alfa-acetohydroxybutirate_neg	IlvY-Alfa-acetohydroxybutirate_pos	IscR-[2Fe-2S]1+_neg	IscR-[2Fe-2S]1+_pos	LldR-L-lactate_neg	LldR-L-lactate_pos	Lrp-Leucine_neg	Lrp-Leucine_pos	LsrR_neg	MalT-ADP-Maltotriose_pos	MalT-Maltotriose-ATP_pos	MelR-Melibiose_neg	MelR-Melibiose_pos	MetJ-S-adenosylmethionine_neg	MetR-L-homocysteine_neg	MetR-L-homocysteine_pos	MhpR-3-(2,3-dihydroxyphenyl)propionate [DHPP]_pos	MhpR-3HPP_pos	MntR-Cd2+_neg	MntR-Cd2+_pos	ModE-MoO42-_neg	ModE-MoO42-_pos	NarL-Phosphorylated_neg	NarL-Phosphorylated_pos	NarP-Phosphorylated_neg	NarP-Phosphorylated_pos	NhaR-Na+_pos	NikR-Cd2+_neg	NikR-Co2+_neg	NikR-Cu2+_neg	NikR-Ni2+_neg	NikR-Zn2+_neg	NrdR-ATP_neg	NrdR-Zn2+_neg	NrdR-dATP_neg	NsrR-[2Fe-2S]reduced_neg	PhoB-Phosphorylated_neg	PhoB-Phosphorylated_pos	PhoP-Phosphorylated_neg	PhoP-Phosphorylated_pos	PrpR-2-methylcitrate_neg	PrpR-2-methylcitrate_pos	PurR-Guanine_neg	PurR-Hypoxanthine_neg	QseB-Phosphorylated_pos	RhaR-L-rhamnose_pos	RhaS-L-rhamnose_pos	RstA-Phosphorylated_neg	RstA-Phosphorylated_pos	SoxR-[2Fe-2S]3+ oxydized_neg	SoxR-[2Fe-2S]3+ oxydized_pos	TorR-Phosphorylated_neg	TorR-Phosphorylated_pos	TrpR-Tryptophan_neg	TyrR-L-tryptophan_neg	TyrR-L-tryptophan_pos	TyrR-Phenylalanine_neg	TyrR-Phenylalanine_pos	TyrR-Tyrosine_neg	TyrR-Tyrosine_pos	UhpA-Phosphorylated_pos	XapR-xanthosine_pos	XylR-Xylose_pos	ZntR-Cd2+_pos	ZntR-Hg_pos	ZntR-Zn2+_pos	ZraR-Phosphorylated_pos	Zur-Zn2+_neg
ran_18.txt	10	4	NA	8	3	3	3	3	NA	3	3	3	7	3	3	3	3	3	3	3	3	8	3	8	NA	4	9	8	10	3	NA	5	4	3	3	3	4	3	3	NA	3	NA	NA	3	3	3	3	3	3	3	3	3	NA	3	NA	3	NA	8	5	3	NA	4	NA	NA	NA	NA	3	5	8	NA	3	3	3	4	3	3	8	3	NA	5	3	3	3	NA	4	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	NA	4	3	3	9	9	6	4	5	NA	3	NA	3	3	3	6	3	8	3	9	NA	4	3	NA	NA	NA	NA	3
ran_19.txt	6	3	NA	6	3	3	3	3	NA	3	3	4	9	3	4	3	3	3	5	3	3	3	4	6	NA	3	9	4	3	3	NA	8	4	3	3	3	3	3	3	NA	3	NA	5	3	3	3	3	3	3	3	3	3	NA	3	NA	3	NA	5	NA	10	4	3	NA	NA	NA	NA	3	3	3	4	3	3	3	3	4	NA	5	3	4	4	4	3	4	NA	5	3	3	3	3	3	NA	3	3	7	5	3	3	3	3	3	4	3	3	3	NA	8	3	3	4	NA	7	4	5	NA	3	NA	3	3	3	4	3	6	3	9	NA	8	5	NA	NA	NA	8	5
ran_2.txt	9	3	NA	3	3	3	3	3	NA	3	3	3	3	4	5	3	3	6	8	3	3	3	5	3	3	3	NA	6	NA	3	NA	4	3	3	3	3	6	3	3	NA	4	NA	NA	4	3	3	3	3	3	3	3	4	NA	5	NA	5	NA	3	4	3	3	4	NA	NA	NA	NA	3	4	6	3	3	3	3	4	3	9	6	3	5	5	3	5	3	NA	3	3	3	3	3	3	6	5	3	5	4	4	3	4	3	3	3	3	3	3	NA	4	3	3	3	6	4	3	3	NA	7	NA	4	3	8	3	3	4	3	3	NA	3	3	NA	NA	NA	3	3
ran_20.txt	NA	4	NA	9	3	3	3	3	NA	5	3	4	9	3	3	3	3	3	4	3	3	10	4	3	NA	3	9	3	NA	8	NA	6	3	3	3	3	8	4	3	NA	4	NA	8	3	3	3	3	4	3	3	3	3	NA	3	NA	5	NA	3	3	3	5	4	NA	NA	NA	NA	3	3	5	8	3	3	3	3	5	6	8	3	4	3	4	3	3	NA	3	3	3	3	3	3	3	5	3	4	3	3	3	3	3	3	3	3	3	3	NA	4	3	3	6	10	5	6	3	NA	5	NA	3	3	4	3	3	9	3	8	NA	8	7	NA	NA	NA	3	3
ran_21.txt	6	4	NA	5	4	3	3	3	NA	3	3	3	3	3	3	3	3	NA	4	3	3	3	3	5	8	3	NA	3	9	3	NA	8	3	3	3	3	3	3	3	NA	3	NA	3	3	3	3	3	4	3	3	3	3	NA	3	NA	4	NA	5	NA	3	4	4	NA	NA	NA	NA	3	3	3	4	3	3	3	3	3	6	NA	3	NA	5	8	3	3	NA	3	3	3	3	3	3	5	5	3	4	5	8	3	3	3	3	3	3	3	3	NA	9	3	3	4	7	4	6	5	NA	7	NA	3	3	3	7	3	7	5	3	NA	8	3	NA	NA	NA	6	3
ran_22.txt	9	4	NA	6	3	3	3	3	NA	3	3	5	3	3	6	3	3	3	3	3	3	5	3	3	9	6	NA	4	6	3	NA	3	3	3	4	3	3	3	5	NA	4	NA	5	3	3	3	3	3	3	3	3	3	NA	4	NA	3	NA	3	4	3	3	4	NA	NA	NA	NA	4	3	4	9	3	3	5	3	3	3	5	3	NA	4	4	3	9	NA	3	3	3	3	3	3	3	6	7	3	3	5	3	3	3	3	3	3	3	3	NA	3	4	3	3	NA	8	6	6	NA	3	NA	3	3	3	4	3	3	3	5	NA	6	3	NA	NA	NA	3	5
ran_23.txt	10	4	NA	NA	3	4	3	3	NA	3	3	3	3	3	3	3	3	4	4	3	3	8	3	5	NA	8	9	3	9	3	NA	3	3	3	3	3	4	3	3	NA	3	NA	NA	3	3	3	3	3	3	3	3	3	NA	4	NA	4	NA	7	3	9	7	4	NA	NA	NA	NA	3	3	7	11	3	3	3	3	6	8	9	3	NA	10	4	3	3	NA	3	3	3	3	3	3	6	3	3	3	3	4	4	6	3	3	3	3	4	3	NA	3	3	3	4	6	5	6	3	NA	8	NA	4	3	3	4	4	3	3	4	NA	NA	3	NA	NA	NA	4	3
ran_24.txt	5	3	NA	3	3	3	3	3	NA	4	3	3	6	5	4	3	3	6	5	3	3	8	5	4	NA	3	4	3	3	5	NA	3	3	3	4	3	3	5	3	NA	3	NA	NA	3	3	3	3	3	3	3	3	3	NA	3	NA	5	NA	5	4	3	9	4	NA	NA	NA	NA	4	3	4	6	3	3	3	3	3	NA	4	3	NA	4	3	4	3	NA	5	3	3	3	3	3	4	3	3	3	3	5	4	3	3	3	5	3	3	3	NA	9	3	3	7	NA	7	3	4	NA	5	NA	3	3	5	4	3	3	4	9	NA	4	5	NA	NA	NA	5	8
ran_25.txt	NA	4	NA	7	3	3	3	3	NA	3	3	4	3	4	6	3	3	6	3	3	3	6	3	6	NA	8	10	3	5	3	NA	3	3	3	3	3	3	3	4	NA	4	NA	3	3	3	3	3	8	3	3	3	3	NA	4	NA	7	NA	4	6	3	10	3	NA	NA	NA	NA	3	3	3	NA	3	3	5	3	3	3	4	4	NA	9	6	4	9	NA	3	3	3	3	3	3	4	3	4	3	5	3	3	3	3	3	3	3	3	3	NA	3	3	3	6	3	NA	3	3	NA	8	NA	3	3	3	4	3	3	3	4	NA	NA	4	NA	NA	NA	5	3
ran_26.txt	9	10	NA	3	4	3	3	3	NA	3	3	3	3	3	4	3	3	5	3	3	3	4	3	4	10	3	NA	4	3	3	NA	6	3	3	3	3	3	3	4	NA	3	NA	7	3	3	3	3	6	3	3	3	3	NA	3	NA	3	NA	8	7	3	8	8	NA	NA	NA	NA	3	3	6	NA	3	3	3	3	3	7	8	3	NA	3	3	4	5	NA	3	3	3	3	3	3	8	3	3	3	3	7	3	3	3	3	3	3	3	3	NA	4	3	3	3	NA	NA	5	4	NA	6	NA	5	3	3	3	3	9	3	4	NA	4	3	NA	NA	NA	9	3
ran_27.txt	3	3	NA	9	3	6	3	3	NA	3	3	3	4	3	3	3	3	6	6	3	3	5	4	3	7	3	NA	3	8	4	NA	3	3	3	4	3	3	3	7	NA	3	NA	5	3	3	3	3	3	3	3	3	3	NA	5	NA	7	NA	7	9	3	4	3	NA	NA	NA	NA	3	4	5	9	3	3	3	3	3	4	4	3	7	4	4	3	4	NA	3	3	3	3	3	3	8	3	3	7	6	4	3	4	3	3	3	3	3	3	NA	5	3	3	3	4	NA	4	4	NA	NA	NA	4	3	3	NA	3	6	3	3	NA	NA	3	NA	NA	NA	4	3
ran_28.txt	4	4	NA	9	3	3	3	3	NA	3	3	7	3	3	3	3	3	3	3	3	3	9	3	3	NA	3	NA	7	3	3	NA	5	4	3	3	5	6	3	3	NA	3	NA	NA	3	3	3	3	3	3	3	3	3	NA	8	NA	4	NA	8	8	6	NA	3	NA	NA	NA	NA	3	3	9	6	3	3	4	3	4	3	9	3	9	3	8	3	7	NA	3	3	3	3	3	3	3	8	3	5	3	3	3	3	4	3	3	3	3	3	NA	10	3	3	3	8	3	9	3	NA	NA	NA	3	4	3	6	3	4	4	8	NA	NA	3	NA	NA	NA	6	3
ran_29.txt	NA	NA	NA	NA	3	3	3	3	NA	3	3	4	3	3	4	3	3	4	9	3	3	3	5	4	7	3	3	4	6	5	NA	NA	4	3	3	3	3	3	8	NA	3	NA	9	3	3	3	3	4	3	3	3	3	NA	3	NA	3	NA	3	8	4	7	5	NA	NA	NA	NA	3	4	4	9	3	3	4	4	3	9	10	3	10	4	3	8	3	NA	3	3	3	3	3	3	4	4	5	4	3	3	3	3	3	3	3	3	3	3	NA	6	3	3	4	8	3	3	5	NA	3	NA	3	3	3	3	3	7	4	3	NA	9	5	NA	NA	NA	3	4
ran_3.txt	6	3	NA	5	3	3	3	3	NA	3	3	7	3	6	3	3	3	4	4	3	3	4	3	4	3	3	9	5	NA	3	NA	4	3	3	4	3	3	3	5	NA	3	NA	3	3	3	3	3	3	3	3	3	3	NA	6	NA	4	NA	3	5	5	8	6	NA	NA	NA	NA	3	3	3	8	3	3	5	6	3	5	8	3	NA	7	5	4	8	NA	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	NA	5	3	4	3	10	6	5	5	NA	8	NA	3	4	3	5	3	6	3	NA	NA	6	7	NA	NA	NA	6	4
ran_30.txt	NA	8	NA	6	3	5	3	3	NA	3	3	10	3	3	5	3	3	6	3	3	3	3	3	3	8	3	8	3	3	3	NA	3	8	3	3	3	3	4	3	NA	3	NA	9	3	3	3	3	4	3	3	3	3	NA	8	NA	3	NA	3	9	3	10	3	NA	NA	NA	NA	3	3	6	4	3	3	3	4	3	10	3	3	NA	6	3	3	6	NA	4	3	3	3	3	3	6	5	3	3	6	5	3	3	3	3	3	3	3	3	NA	5	3	3	3	NA	NA	3	7	NA	7	NA	3	3	3	4	3	3	3	3	NA	3	4	NA	NA	NA	8	3
ran_31.txt	NA	6	NA	3	6	3	3	3	NA	3	3	3	8	3	4	3	3	4	3	3	3	3	4	7	NA	10	9	4	7	5	NA	NA	8	3	4	3	5	3	4	NA	3	NA	8	3	3	3	3	5	3	3	3	3	NA	3	NA	4	NA	6	5	3	7	3	NA	NA	NA	NA	3	3	9	8	3	3	3	3	4	3	3	3	8	8	3	3	3	NA	3	3	3	3	3	3	4	5	4	4	5	3	3	5	3	3	3	3	4	3	NA	3	3	3	5	NA	4	3	3	NA	8	NA	3	3	5	7	3	3	3	9	NA	NA	5	NA	NA	NA	4	4
ran_32.txt	3	6	NA	9	5	4	3	3	NA	3	3	6	4	3	3	3	3	3	5	3	3	4	4	3	6	3	9	4	3	3	NA	3	3	3	3	3	3	3	5	NA	3	NA	7	3	3	3	3	3	3	3	3	3	NA	3	NA	3	NA	3	NA	3	10	3	NA	NA	NA	NA	3	3	6	3	3	3	4	3	3	6	3	3	NA	4	3	5	8	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	NA	4	3	3	8	8	NA	3	3	NA	8	NA	3	3	3	6	3	3	3	6	NA	3	4	NA	NA	NA	4	5
ran_33.txt	6	9	NA	4	3	3	3	3	NA	4	3	5	7	3	4	3	3	3	3	3	3	5	4	5	NA	4	4	7	NA	3	NA	NA	7	3	3	3	3	3	3	NA	3	NA	3	4	3	3	3	3	3	3	3	4	NA	5	NA	4	NA	7	7	5	7	4	NA	NA	NA	NA	3	3	4	3	3	3	3	3	5	7	3	3	NA	5	3	3	3	NA	3	3	3	3	3	3	3	8	3	3	4	3	3	3	4	3	5	3	3	3	NA	4	3	3	4	8	6	3	5	NA	4	NA	4	3	5	5	3	3	3	6	NA	NA	5	NA	NA	NA	NA	3
ran_34.txt	NA	4	NA	3	4	3	3	3	NA	3	3	8	3	3	3	3	3	3	3	3	3	8	3	4	NA	3	5	7	5	5	NA	8	5	4	3	3	3	5	5	NA	3	NA	NA	3	3	3	3	3	3	3	3	3	NA	3	NA	3	NA	9	NA	3	3	10	NA	NA	NA	NA	3	4	4	3	3	3	3	3	3	3	10	3	NA	5	7	3	4	NA	3	3	3	3	3	4	5	3	3	3	5	6	3	5	3	3	3	3	3	3	NA	9	3	3	5	NA	3	4	4	NA	5	NA	5	3	3	5	5	3	3	5	NA	NA	3	NA	NA	NA	3	3
ran_35.txt	NA	3	NA	NA	3	3	3	3	NA	4	3	3	5	4	3	3	3	7	4	3	3	5	3	4	NA	3	NA	5	7	3	NA	4	4	3	3	3	3	3	5	NA	3	NA	3	3	3	3	3	5	3	3	3	3	NA	8	NA	3	NA	3	6	4	3	3	NA	NA	NA	NA	3	3	4	8	3	3	3	3	3	3	3	3	NA	8	3	3	3	NA	3	3	3	3	3	3	8	3	3	7	3	3	4	8	3	3	3	3	3	3	NA	4	3	3	6	4	5	8	4	NA	8	NA	3	3	3	8	3	8	3	NA	NA	9	3	NA	NA	NA	4	3
ran_36.txt	NA	4	NA	8	3	3	3	3	NA	3	3	9	4	5	3	3	3	4	3	3	3	8	5	3	NA	6	NA	6	NA	3	NA	3	3	3	3	3	3	3	3	NA	3	NA	8	3	3	3	3	3	3	3	3	3	NA	3	NA	3	NA	3	5	4	3	3	NA	NA	NA	NA	3	3	3	3	3	3	3	4	3	3	3	3	3	5	7	6	9	NA	3	3	3	3	3	3	3	3	5	3	5	5	5	3	3	3	3	4	3	3	NA	3	3	3	4	NA	3	9	5	NA	3	NA	6	3	3	3	3	3	3	8	NA	6	3	NA	NA	NA	7	4
ran_37.txt	3	3	NA	5	3	3	3	3	NA	3	3	3	8	3	5	3	3	4	4	3	3	3	3	3	4	3	5	5	5	3	NA	3	7	3	8	3	4	3	5	NA	4	NA	5	3	3	3	3	3	3	3	3	3	NA	3	NA	4	NA	8	3	5	6	4	NA	NA	NA	NA	3	4	7	3	3	3	4	4	3	4	8	3	NA	5	7	5	5	NA	3	3	3	3	3	3	4	5	8	3	3	3	3	5	3	3	4	3	3	3	NA	3	3	3	6	4	3	3	3	NA	8	NA	6	3	4	5	3	9	3	4	NA	4	3	NA	NA	NA	4	3
