# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 00:54:13 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_conformation/
# Percentages of genes of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/percs/conformation_perc_random.txt 
# Columns= Group name
# Rows= Random set
	Ada-Methylated	AlaS-L-alanine	AllS-allantoin	AraC-L-arabinose	ArcA-Phosphorylated	ArgP-L-arginine	ArgR-L-arginine	AtoC-phosphorylated	BaeR-Phosphorylated	BirA-bio-5'-AMP	CRP-cAMP	ChbR-Monoacetylchitobiose-6P	CpxR-Phosphorylated	CreB-Phosphorylated	CueR-Ag	CueR-Cu+	CuerR-Au	CusR-Pasp	CynR-Cyanate	CysB-N-acetyl-L-serine	CysB-O-acetyl-L-serine	DcuR-Phosphorylated	DnaA-ATP	DpiA-Pasp	DsdC-D-serine	EvgA-Phosphorylated	FNR-[4Fe-4S]2+ reduced	FhlA-Formate	FucR-L-fuculose-1-phosphate	Fur-Fe2+	Fur-Mn2+	GlcC-Acetate	GlcC-Glycolate	GlrR-Pasp56	IclR-pyruvate	IdnR-5-ketogluconate	IdnR-Idonate	IlvY-2-acetolactate	IlvY-Alfa-acetohydroxybutirate	IscR-[2Fe-2S]1+	LldR-L-lactate	Lrp-Leucine	LsrR	MalT-ADP-Maltotriose	MalT-Maltotriose-ATP	MelR-Melibiose	MetJ-S-adenosylmethionine	MetR-L-homocysteine	MhpR-3-(2,3-dihydroxyphenyl)propionate [DHPP]	MhpR-3HPP	MntR-Cd2+	ModE-MoO42-	NarL-Phosphorylated	NarP-Phosphorylated	NhaR-Na+	NikR-Cd2+	NikR-Co2+	NikR-Cu2+	NikR-Ni2+	NikR-Zn2+	NrdR-ATP	NrdR-Zn2+	NrdR-dATP	NsrR-[2Fe-2S]reduced	PhoB-Phosphorylated	PhoP-Phosphorylated	PrpR-2-methylcitrate	PurR-Guanine	PurR-Hypoxanthine	QseB-Phosphorylated	RhaR-L-rhamnose	RhaS-L-rhamnose	RstA-Phosphorylated	SoxR-[2Fe-2S]3+ oxydized	TorR-Phosphorylated	TrpR-Tryptophan	TyrR-L-tryptophan	TyrR-Phenylalanine	TyrR-Tyrosine	UhpA-Phosphorylated	XapR-xanthosine	XylR-Xylose	ZntR-Cd2+	ZntR-Hg	ZntR-Zn2+	ZraR-Phosphorylated	Zur-Zn2+
ran_18.txt	3	NA	NA	5	3	3	3	3	4	6	3	3	3	3	3	5	3	3	9	3	3	3	3	3	9	3	3	3	4	3	3	3	5	NA	3	3	3	NA	7	3	3	3	3	3	3	4	3	5	3	3	4	3	3	3	3	3	6	4	4	5	3	3	3	3	3	3	10	3	3	3	NA	3	3	3	3	3	3	3	4	NA	NA	3	NA	NA	NA	8	5
ran_19.txt	3	NA	3	4	3	3	3	4	3	3	3	3	3	3	4	3	3	3	9	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	6	3	3	3	3	9	3	3	3	3	3	3	3	3	3	7	3	3	3	6	3	3	3	3	3	4	3	3	3	3	3	3	3	3	5	7	4	3	3	3	3	6	3	3	NA	4	3	NA	NA	NA	3	4
ran_2.txt	4	NA	3	3	3	3	3	6	5	3	3	8	3	3	3	3	7	3	3	3	3	3	8	3	NA	3	3	4	4	3	3	4	8	NA	4	3	3	NA	7	3	7	3	3	3	3	7	3	8	4	5	4	3	3	3	3	3	4	5	5	3	3	3	3	3	3	3	7	3	3	3	NA	3	3	4	3	3	3	3	3	NA	NA	5	NA	NA	NA	3	3
ran_20.txt	3	NA	10	4	3	3	3	8	5	5	3	5	3	3	4	9	4	3	4	3	3	3	3	3	5	3	3	3	4	3	3	3	7	NA	3	3	4	NA	3	3	3	3	3	3	3	5	4	3	3	4	3	3	3	3	3	3	3	4	3	3	5	3	3	3	3	3	3	3	3	4	8	3	3	4	5	3	3	3	7	NA	NA	3	NA	NA	NA	8	3
ran_21.txt	6	NA	10	3	3	3	3	4	5	5	3	3	3	5	4	3	3	4	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	NA	6	5	3	3	NA	3	7	3	3	6	3	3	3	9	3	3	4	3	3	3	3	5	3	3	4	3	4	3	4	3	3	3	4	3	3	4	7	3	5	9	3	3	3	5	4	NA	9	3	NA	NA	NA	4	3
ran_22.txt	4	NA	8	4	3	3	3	7	3	5	3	3	3	3	5	5	6	5	4	3	3	3	4	3	NA	3	3	3	3	3	3	3	3	NA	4	3	9	NA	9	3	6	3	3	3	3	5	3	4	3	4	5	3	3	3	3	3	3	6	5	3	6	3	3	3	3	3	6	3	4	5	NA	3	3	4	3	4	3	3	3	NA	8	5	NA	NA	NA	3	6
ran_23.txt	6	NA	5	3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	NA	3	3	3	3	3	3	5	3	NA	6	3	3	NA	NA	3	10	3	3	4	3	3	3	3	5	5	3	3	3	3	3	3	3	3	5	3	5	3	3	3	3	3	5	3	3	3	NA	3	3	3	3	5	3	3	3	NA	5	3	NA	NA	NA	7	3
ran_24.txt	3	NA	4	3	3	3	3	6	4	4	3	3	3	3	4	3	3	3	3	3	3	3	4	4	8	3	3	3	10	3	3	4	5	NA	3	3	3	NA	8	3	5	3	3	3	3	7	3	8	NA	9	5	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	6	NA	4	3	3	3	3	3	3	4	NA	3	4	NA	NA	NA	8	3
ran_25.txt	3	NA	4	3	3	3	3	10	3	3	3	3	3	6	5	4	4	3	4	3	3	3	3	3	3	3	3	3	6	3	3	3	3	NA	3	6	3	NA	NA	3	7	3	4	3	3	3	3	3	4	6	6	3	3	3	8	4	6	3	3	4	3	3	8	3	3	3	5	3	3	3	6	6	4	3	5	3	3	3	3	NA	3	5	NA	NA	NA	4	3
ran_26.txt	4	NA	4	5	3	3	3	5	3	4	3	3	3	3	3	9	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	5	NA	4	4	3	7	3	3	6	3	4	3	3	6	3	3	4	6	10	3	3	3	3	3	6	5	7	4	3	4	4	3	3	3	4	3	3	4	7	7	3	6	4	3	3	3	5	NA	NA	3	NA	NA	NA	3	5
ran_27.txt	8	NA	8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	NA	4	3	3	3	3	3	3	3	NA	NA	3	4	4	NA	3	4	3	3	3	3	NA	3	6	3	3	3	3	3	3	3	3	3	4	3	4	5	5	3	3	3	3	4	3	3	6	6	3	3	3	4	3	3	3	3	NA	4	8	NA	NA	NA	3	3
ran_28.txt	5	NA	8	3	3	3	3	3	3	3	3	7	3	3	4	3	3	3	8	3	3	3	3	5	4	3	3	3	3	3	3	4	3	NA	3	3	3	NA	NA	3	7	3	5	3	3	3	3	3	3	3	3	3	3	3	3	4	8	4	3	4	5	5	3	3	3	3	4	3	3	3	NA	3	3	4	3	3	3	3	3	NA	NA	3	NA	NA	NA	6	3
ran_29.txt	3	NA	3	3	3	3	3	8	3	6	3	3	3	3	3	3	3	3	8	3	3	3	5	3	10	3	3	3	7	3	3	3	3	NA	4	4	4	NA	NA	3	8	3	3	4	3	3	3	5	3	4	3	3	3	3	3	3	4	5	6	5	3	3	3	3	3	3	4	3	3	6	NA	3	3	3	3	3	4	3	3	NA	NA	3	NA	NA	NA	3	5
ran_3.txt	7	NA	8	5	3	3	3	5	3	4	3	5	3	5	3	3	4	3	4	3	3	3	3	4	NA	3	3	3	5	3	3	5	7	NA	6	5	3	10	7	3	NA	3	3	3	3	3	4	3	5	3	10	3	3	3	5	3	4	5	3	5	4	3	5	3	3	3	4	3	3	4	NA	3	3	9	3	3	5	3	3	NA	3	3	NA	NA	NA	3	3
ran_30.txt	7	NA	5	3	3	3	3	6	4	4	3	3	3	5	3	6	3	5	5	3	3	3	6	3	8	3	3	3	3	3	3	4	3	NA	3	3	3	5	6	3	5	3	3	3	3	3	3	3	4	3	6	3	3	3	3	3	3	4	3	6	5	4	3	3	3	3	4	3	3	3	7	3	3	6	5	3	4	3	3	NA	3	3	NA	NA	NA	8	3
ran_31.txt	NA	NA	8	3	3	3	3	8	3	9	3	3	3	3	4	3	4	3	4	3	3	5	3	3	4	3	3	3	3	3	3	6	3	NA	4	3	3	6	9	3	5	3	5	3	4	10	3	3	3	3	4	3	3	3	4	5	7	3	3	3	3	3	5	3	3	3	3	3	3	3	NA	4	3	5	3	3	3	3	4	NA	NA	3	NA	NA	NA	8	3
ran_32.txt	3	NA	6	3	3	3	3	8	8	6	3	9	3	3	3	5	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	NA	3	3	3	5	3	3	8	3	3	3	3	NA	3	3	3	3	8	3	3	3	3	5	3	3	8	4	4	3	5	3	3	3	3	3	3	NA	6	5	3	3	3	3	3	3	4	NA	10	6	NA	NA	NA	6	4
ran_33.txt	5	NA	4	3	3	3	3	3	4	4	3	6	3	3	3	3	4	3	4	3	3	3	3	3	NA	3	3	3	6	3	3	3	3	NA	5	3	5	9	7	3	5	3	3	3	3	4	3	3	3	3	9	3	3	3	5	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	NA	3	3	7	3	3	3	3	3	NA	4	3	NA	NA	NA	8	6
ran_34.txt	5	NA	4	3	3	3	3	9	7	3	3	5	3	3	3	4	5	3	5	3	3	3	3	3	9	3	3	3	3	3	3	4	3	NA	3	3	3	8	NA	3	9	3	3	3	3	4	3	3	3	3	3	3	3	3	4	5	3	3	4	3	3	3	3	3	3	3	3	3	3	3	8	3	3	10	5	3	3	4	3	NA	5	3	NA	NA	NA	7	5
ran_35.txt	3	NA	6	7	3	3	3	6	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	8	3	3	3	4	3	3	3	3	NA	9	4	6	7	4	3	6	3	3	3	3	3	3	5	4	5	5	3	3	3	3	4	3	3	3	3	3	5	3	3	3	3	3	3	3	9	9	3	3	3	3	3	3	3	4	NA	10	3	NA	NA	NA	3	7
ran_36.txt	3	NA	9	3	3	3	3	5	3	4	3	3	3	4	3	4	3	3	4	3	3	3	3	3	NA	5	3	3	3	3	3	3	3	NA	3	3	3	5	5	3	10	3	3	4	3	6	3	4	6	3	4	3	3	3	5	5	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	4	3	3	3	3	3	NA	4	3	NA	NA	NA	3	3
ran_37.txt	7	NA	5	3	3	3	3	3	5	9	3	6	3	3	3	5	3	3	4	3	3	3	4	4	5	3	3	3	3	3	3	3	4	NA	3	6	3	5	7	3	4	3	3	3	3	9	3	3	3	5	3	3	3	3	3	3	3	3	3	4	3	3	5	3	3	3	8	3	3	3	NA	3	3	5	3	3	3	3	3	NA	NA	8	NA	NA	NA	4	3
ran_38.txt	8	NA	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	5	5	3	3	8	3	5	3	3	3	3	3	3	3	4	3	NA	7	4	6	7	4	3	3	3	3	3	4	8	3	4	3	3	3	3	3	4	5	4	4	5	4	3	3	3	3	3	3	3	4	3	3	3	9	4	5	3	3	5	3	4	3	NA	NA	3	NA	NA	NA	4	4
ran_39.txt	8	NA	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	4	3	3	3	4	3	3	5	3	3	5	3	3	3	3	NA	5	3	4	NA	8	3	3	3	3	3	6	3	3	7	8	3	5	3	3	3	3	4	3	6	5	3	3	5	5	3	3	3	5	3	3	4	NA	5	5	3	3	3	3	5	3	NA	3	5	NA	NA	NA	5	3
ran_4.txt	4	NA	5	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	5	3	3	3	3	3	3	3	3	NA	NA	7	7	5	NA	3	4	3	3	3	3	NA	3	8	3	5	3	3	3	3	5	3	9	3	3	3	3	5	3	3	3	3	5	3	3	8	NA	5	3	9	3	3	3	3	3	NA	NA	3	NA	NA	NA	8	6
ran_40.txt	4	NA	4	3	3	3	3	3	3	3	3	9	3	3	3	5	5	3	9	3	3	3	4	3	9	3	3	3	3	3	3	4	3	NA	7	3	3	NA	NA	3	3	3	5	3	3	3	3	7	6	3	6	3	3	3	4	6	5	3	3	4	3	3	3	3	3	3	3	3	3	3	NA	3	4	4	3	4	3	4	3	NA	4	6	NA	NA	NA	3	6
ran_41.txt	4	NA	4	3	3	3	3	5	3	3	3	3	3	4	3	3	3	3	7	3	3	3	5	5	NA	3	3	3	5	3	3	3	3	NA	5	3	5	NA	3	3	5	3	3	3	3	4	5	4	3	5	3	3	3	3	3	6	5	3	4	3	3	3	5	3	3	3	3	4	3	6	3	5	3	8	3	3	3	3	3	NA	NA	4	NA	NA	NA	6	4
ran_42.txt	6	NA	6	3	3	3	3	4	8	5	3	5	3	3	3	7	3	3	5	3	3	3	5	3	3	3	3	3	4	3	3	4	3	NA	4	3	3	7	NA	3	8	3	3	3	3	8	3	3	9	4	3	3	3	3	7	3	4	3	6	3	5	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	NA	7	8	NA	NA	NA	8	3
ran_43.txt	3	NA	4	3	3	3	3	7	3	3	3	6	3	3	5	3	5	3	4	3	3	3	5	3	3	3	3	3	3	3	3	3	3	NA	5	5	5	5	3	3	9	3	3	3	3	6	3	3	8	6	3	3	3	3	5	3	3	3	5	3	8	5	3	3	3	3	7	3	3	NA	10	3	3	3	6	3	5	3	3	NA	NA	3	NA	NA	NA	NA	3
ran_44.txt	3	NA	5	3	3	3	3	3	6	3	3	3	3	6	3	4	3	4	9	3	3	3	3	3	8	3	3	3	5	3	3	3	4	NA	4	3	6	8	NA	3	9	3	3	4	4	4	3	3	4	3	4	3	3	3	3	3	3	4	3	5	8	3	3	3	3	3	3	3	3	NA	10	3	4	6	4	3	3	3	3	NA	10	8	NA	NA	NA	8	3
ran_45.txt	3	NA	4	3	3	3	3	4	3	5	3	4	3	3	5	3	3	3	3	3	3	3	3	3	6	3	3	3	3	3	3	3	4	NA	NA	3	3	5	NA	3	6	3	3	3	3	10	3	7	4	3	3	3	3	3	8	3	3	3	5	4	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	4	3	3	3	5	NA	7	4	NA	NA	NA	3	4
ran_46.txt	3	NA	9	3	3	3	3	4	3	4	3	3	3	3	3	3	6	4	3	3	3	3	3	5	3	3	3	3	3	3	3	5	3	NA	3	3	3	NA	NA	3	3	3	3	3	5	8	7	3	5	4	7	3	3	3	4	7	5	3	8	3	6	3	4	3	3	3	3	3	3	8	7	3	3	5	3	3	3	3	3	NA	7	3	NA	NA	NA	3	3
ran_47.txt	9	NA	9	3	3	3	3	7	4	4	3	3	3	5	3	3	3	3	5	3	3	3	3	3	8	3	3	3	3	3	3	4	3	NA	5	3	4	NA	9	3	NA	3	3	3	3	5	3	4	5	5	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	7	8	4	4	5	5	3	3	4	3	NA	4	5	NA	NA	NA	NA	4
ran_48.txt	4	NA	6	3	3	3	3	4	3	3	3	5	3	3	3	5	3	5	4	3	3	3	3	3	9	3	3	3	4	3	3	6	5	NA	3	6	3	NA	9	3	8	3	4	3	5	5	3	3	6	4	3	3	3	3	3	NA	5	3	3	5	3	3	3	3	3	3	3	3	3	6	4	4	3	6	3	3	4	3	3	NA	NA	3	NA	NA	NA	5	3
ran_49.txt	5	NA	9	3	3	3	3	4	3	4	3	3	3	3	8	3	3	3	6	3	3	3	3	5	3	3	3	3	3	3	3	4	3	NA	3	4	5	5	4	3	7	3	3	3	3	4	3	4	3	3	5	3	3	3	3	7	5	4	4	3	3	3	3	3	3	3	8	3	3	4	8	4	3	5	3	3	3	3	3	NA	3	4	NA	NA	NA	6	3
ran_5.txt	4	NA	11	3	3	3	3	4	4	3	3	3	3	3	3	5	3	3	5	3	3	3	3	3	4	3	3	3	3	3	3	3	4	NA	5	3	3	4	NA	3	3	3	3	3	3	7	3	3	3	5	3	3	3	3	5	3	5	3	3	3	3	7	3	3	3	3	3	3	3	3	NA	3	5	8	3	3	3	3	4	NA	5	5	NA	NA	NA	NA	5
ran_50.txt	3	NA	3	3	3	3	3	4	4	5	3	3	3	3	3	3	3	4	7	3	3	3	3	3	3	4	3	3	3	3	3	3	3	NA	4	3	3	3	6	3	5	3	3	3	3	3	3	4	3	5	5	3	3	3	3	3	3	7	6	3	3	3	3	3	3	3	3	3	3	9	4	3	3	5	5	3	3	3	3	NA	5	4	NA	NA	NA	8	3
ran_51.txt	3	NA	8	4	3	3	3	3	3	4	3	3	3	3	3	3	4	3	4	3	3	3	3	3	5	3	3	3	3	3	3	3	5	NA	3	5	3	6	5	3	5	3	4	3	3	3	4	3	3	4	4	3	3	3	10	3	4	3	6	4	3	9	3	3	3	3	3	3	3	3	9	3	3	5	3	3	3	3	3	NA	4	3	NA	NA	NA	3	3
ran_52.txt	4	NA	8	3	3	3	3	5	9	5	3	5	3	3	3	3	3	3	8	3	3	3	3	3	5	3	3	3	3	3	3	3	3	NA	4	3	3	NA	NA	3	10	3	4	3	4	3	3	6	5	3	3	3	3	3	5	4	8	4	3	3	4	3	3	3	3	3	3	3	3	3	9	4	3	9	3	3	3	3	3	NA	NA	5	NA	NA	NA	9	3
ran_53.txt	6	NA	3	3	3	3	3	6	3	4	3	4	3	3	5	5	3	3	4	3	3	3	3	3	5	3	3	3	3	3	3	3	3	NA	8	3	3	3	NA	3	6	3	3	3	3	7	3	4	6	3	6	3	3	3	5	5	6	3	3	5	3	5	3	3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	NA	6	5	NA	NA	NA	4	3
ran_54.txt	NA	NA	4	3	3	3	3	5	3	3	3	3	3	3	3	6	6	3	4	3	3	3	3	5	4	5	3	4	5	3	3	4	3	NA	4	3	3	NA	NA	3	5	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	3	9	NA	3	3	4	3	3	3	3	3	NA	5	3	NA	NA	NA	7	7
ran_55.txt	7	NA	5	3	3	3	3	3	5	6	3	5	3	3	3	4	5	7	7	3	4	4	3	3	5	3	3	3	5	3	3	3	3	NA	5	3	3	3	NA	3	9	3	3	3	7	3	3	3	3	3	3	3	3	3	5	4	4	4	3	4	5	3	5	3	3	3	3	3	3	5	4	6	3	5	4	3	3	3	3	NA	9	3	NA	NA	NA	NA	6
ran_56.txt	3	NA	6	3	3	3	3	6	3	3	3	6	3	3	3	3	3	3	6	3	3	3	3	3	4	4	3	3	3	3	3	3	3	NA	8	4	3	7	8	3	3	3	4	3	4	6	3	3	5	4	3	3	3	3	3	3	4	3	3	3	5	3	4	3	3	3	4	3	3	4	NA	4	3	5	3	3	3	3	3	NA	5	5	NA	NA	NA	4	3
ran_57.txt	4	NA	6	3	3	3	3	6	3	3	3	5	3	3	3	5	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	6	5	NA	3	5	3	9	NA	3	3	3	3	5	5	5	3	6	6	6	4	3	3	3	5	7	3	3	4	5	3	3	3	3	3	3	3	3	3	6	3	3	3	3	3	3	5	3	3	NA	NA	3	NA	NA	NA	6	3
ran_58.txt	7	NA	3	3	3	3	3	3	3	3	3	6	3	3	5	3	5	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	NA	7	3	4	3	10	3	NA	3	3	3	3	5	3	5	3	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	3	8	4	3	5	7	3	3	4	4	3	NA	4	3	NA	NA	NA	7	4
ran_59.txt	3	NA	3	3	3	3	3	3	4	7	3	3	3	4	3	3	5	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	7	3	3	5	8	3	4	3	3	3	3	8	3	5	3	4	NA	3	3	3	5	3	5	3	5	6	3	5	3	3	3	3	3	3	3	3	9	3	3	3	3	3	3	4	3	NA	NA	4	NA	NA	NA	NA	3
ran_6.txt	5	NA	3	3	3	3	3	9	4	4	3	4	3	3	3	3	4	3	8	3	3	4	3	3	NA	3	3	3	3	3	3	4	3	NA	4	3	3	NA	3	3	3	3	3	3	3	NA	3	5	3	5	5	3	3	3	3	3	3	7	3	3	3	3	3	3	3	3	5	3	3	5	8	3	3	3	3	4	3	3	4	NA	6	3	NA	NA	NA	8	5
ran_60.txt	3	NA	4	3	3	4	3	NA	3	3	3	3	3	5	3	3	3	3	3	4	3	3	3	5	7	3	3	4	3	3	3	5	3	NA	10	4	3	5	NA	3	6	3	3	3	3	9	3	3	6	8	3	3	3	3	3	4	5	4	3	3	3	3	3	3	3	3	3	3	3	6	3	5	3	4	3	3	3	3	3	NA	10	6	NA	NA	NA	5	3
ran_61.txt	3	NA	NA	5	3	3	3	3	5	3	3	4	3	7	3	4	3	3	8	3	3	3	3	3	3	3	3	3	3	3	3	3	4	NA	7	3	4	9	8	3	NA	3	3	3	3	3	3	7	3	5	3	3	3	3	3	3	3	3	4	3	3	7	3	3	3	3	4	3	3	8	3	4	3	3	3	3	3	3	4	NA	3	4	NA	NA	NA	3	4
ran_62.txt	8	NA	9	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	3	5	3	5	4	3	3	3	4	3	3	3	5	NA	3	3	5	3	9	3	8	3	3	3	3	3	3	3	3	5	3	3	3	3	4	3	3	3	3	4	9	3	4	3	3	3	3	3	3	3	5	4	3	3	3	3	3	3	3	NA	8	3	NA	NA	NA	4	3
