#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Mon Jun  4 20:37:35 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/strict_regulons.txt
AccB_neg	wzb//ilvY//
Fur_pos	puuC//phnF//cdaR//pgm//ygaC//moeB//fucP//ttdR//yeaE//ycgZ//artQ//kbaZ//ulaG//flgF//uxuA//soxS//yhiD//yefM//speB//trpE//metE//
GadE-RcsB_pos	nirB//gltK//dinB//mhpT//deoD//acrB//ddpF//trxC//yciW//
GadE_pos	betT//flgB//rtcB//speB//flgG//kbp//ccmD//flu//cysK//asnB//fhuF//kbp//galM//ptsG//hyfR//alkA//caiC//lpd//lexA//rffC//wecC//murD//hyfC//yhbS//gltL//hycC//metL//deoA//melA//
GadW_neg	paaD//deoC//tynA//fumC//hyfF//glpC//sucC//tsgA//ftsW//dinI//pspG//
GadW_pos	oppC//hycF//phnJ//prpR//cas2//yiaO//glnL//gdhA//glpB//lon//metK//
GadX_neg	uxuR//nemR//metN//ompC//trpC//hybA//
GadX_pos	paaD//fucP//ydhX//sufE//dps//efeU_2//gadE//melB//modA//gltB//cyoC//rhaR//potG//mtlA//napA//uxaC//cspI//ttdB//rpiR//pdeR//mglA//recN//ymiA//appY//yeaE//purC//exuR//
GalR_neg	rbsK//xylH//rpsU//yiaJ//lsrA//phoE//gadW//cysM//gcvB//umpH//
GalR_pos	sdhA//rseA//recD//iscS//
GalS_neg	cas1//napG//kbp//nohA//dicB//hcaE//aceE//poxB//zinT//chbR//
GalS_pos	sroC//dapD//flgK//hyaC//
GatR_neg	asnB//glcG//tauB//iscR//ompT//dkgB//
GcvA_neg	rybA//gntU//sucA//hisM//
GcvA_pos	relB//ada//purR//yqhD//
GlcC_neg	ihfA//
GlcC_pos	leuC//ecnB//pepD//ybfE//tyrP//lsrC//
GlpR_neg	rdoA//yafQ//hflD//mtlR//yafQ//ybbW//yefM//yhcH//qseC//
GlrR_pos	flhE//flgA//nemR//bglB//treC//
GntR_neg	rutE//phnJ//lpd//yqaE//mhpC//lsrG//fabG//ptsI//yegZ//nanE//flhA//nrdF//
GutM_pos	araD//fliM//nagC//malI//dmsD//glnH//rbfA//
GutR_neg	yhdW//oxc//phnG//nikB//hdeA//infB//ygdB//
HU_neg	fruK//fucU//hyfG//metI//ruvA//ugpB//nrdD//cvpA//
HU_pos	lhgO//
HcaR_neg	paaY//
HcaR_pos	lrhA//lhgO//rfe//pitB//fliJ//
HdfR_neg	lysR//dhaR//
HdfR_pos	tauD//cusF//nagC//
HigA_neg	allA//kdpC//
HigB-HigA_neg	agaW//degP//
HipAB_neg	guaA//pdeR//lysC//flgB//araG//
HipB_neg	sodB//acnB//dkgB//fecA//nfsA//yoaG//
HyfR_pos	hycI//add//yiaM//agaB//cadB//metY//entE//lysP//intQ//kbp//fhuC//frdC//
HypT_neg	flhC//sucD//gspL//paaB//metF//
HypT_pos	mazG//pgpC//lsrR//creA//gltJ//pspA//rclC//pepD//
IclR_neg	rpmI//mprA//entE//hcr//
IdnR_neg	lamB//purK//
IdnR_pos	nikR//ulaG//oppA//potH//melR//
IlvY_neg	frdD//
IlvY_pos	sgrT//
IscR_neg	phoE//sulA//mraZ//asnC//ompF//tsr//epd//rplT//ppdA//fliQ//ptrA//pyrD//waaY//idnO//mazE//folE//cydB//mlc//rhaS//ibaG//metF//
IscR_pos	sgbU//sdhB//sufC//phoB//rtcB//purB//mdtB//cheA//fabZ//bglB//rybA//
KdgR_neg	sufD//araG//
KdpE_pos	casD//dapD//mhpC//lrp//
LacI_neg	ybhR//alsA//hyfC//
LeuO_neg	mdtA//sroD//caiT//
LeuO_pos	tehA//uvrB//alaC//fecB//hyfI//gltB//ydiV//gatA//yeaG//alkA//alsB//sulA//phnH//napA//recC//kbp//aceE//fadB//
LexA_neg	galE//poxB//murQ//glnA//yefM//purH//sgbU//hisM//tehA//iclR//ruvA//rffM//sroC//yncE//infC//csgD//ybbY//chbC//phnH//ppiA//creA//focB//narH//fucK//flgL//mtlR//patA//nrfB//atoE//fliI//gabP//yefM//potF//alkA//flhC//yeaG//srlR//yeaG//inaA//fhlA//ycjG//yiaL//glnL//flgM//hokD//gspC//yqhD//glgP//glcG//caiD//bioC//psd//treB//murP//ftsZ//cecR//caiC//hyaC//flhE//
LldR_neg	pspB//aceE//rhaD//
LldR_pos	citC//cysA//purL//
LrhA_neg	glcA//torD//
LrhA_pos	pyrD//accC//
LsrR_neg	xapA//murD//ydeN//hybD//srlA//flgK//phnE_1//arsB//rdoA//
LysR_neg	garL//
LysR_pos	xylR//
MalI_neg	ptrA//mhpA//malE//
MalT_pos	fucU//arsR//chbB//flhA//flgN//zwf//omrB//ygeA//wecC//ftsW//
MarA_neg	tolC//glnL//araG//argH//gpmM//acrB//potH//
MarA_pos	yeaE//cspI//ydfH//rhaR//glmY//asnC//rob//caiE//grxD//sutR//bdm//ygbK//dctR//entF//ompF//araG//agaD//lacA//flgH//ugpA//fepC//rarA//trpL//ycjY//nrfB//fucU//rob//mqsA//rpoE//creD//bhsA//
MarR_neg	ccmA//wzc//melB//
MatA_neg	allC//lexA//entA//nirD//uidB//dinI//
MatA_pos	ygaC//fliH//
MazE-MazF_neg	mglC//cysI//norR//
MazE_neg	allB//ddlB//glcG//
McbR_neg	lsrD//
McbR_pos	allD//prpD//sufA//
MelR_neg	paaD//cysC//hypE//
MelR_pos	flgB//ulaG//obgE//
MetJ_neg	dnaG//yhdZ//paaB//purF//gpmA//ybhG//alsB//paaX//hyfB//xapB//csgF//yecT//mntH//glgB//evgA//
MetR_neg	fadR//thiQ//
MetR_pos	flhC//hipA//ynfK//yqhG//
MhpR_pos	ybhG//ygaC//pgaC//fau//allC//fliL//
Mlc_neg	rbsD//sbmA//dacC//dpiB//manZ//ssb//wzyE//mhpC//cysI//araH//
MlrA_pos	iscS//argI//hyfE//tdcA//nagA//cyaR//argO//fecC//rhaR//lhgO//
MngR_neg	gabT//araG//envC//
MntR_neg	araE//feoB//ugpE//alaC//
MntR_pos	cpxQ//
ModE_neg	treR//ttdR//astB//ymgA//ybfE//puuD//hyaF//ubiC//pheS//luxS//nrdF//ybbY//ppdC//ftsA//yjbH//
ModE_pos	emrB//nrdG//emrK//metY//napA//hypA//yecR//metE//torR//hyaF//hyaF//yjeV//treB//gltL//rbsD//alsB//lsrD//hisM//mnmG//ilvC//fliN//cbl//caiE//garL//codB//yeiB//sgbU//casB//srlD//potG//glpQ//
MprA_neg	tfaQ//phoH//ydeO//bdcA//gspE//csgG//
MqsA_neg	yjhB//fepG//treB//envC//mepH//tktB//acrA//lolA//
MraZ_neg	deoA//cytR//recA//cas2//xylR//hypF//yidL//fucP//ssuD//gspC//gabP//rcnB//artP//ebgA//ecnB//tynA//rutR//
MtlR_neg	patA//fumB//tyrB//
MurR_neg	glmU//soxS//tehB//
MurR_pos	malK//
Nac_neg	xylH//katE//emrA//rpiR//glxR//fhuB//tisB//citE//yciW//
Nac_pos	rhaB//relA//ubiC//cpxA//nuoN//hyi//rcnB//purL//hycI//udp//ymjD//srlA//
NadR_neg	pykF//decR//hyfH//glcA//
NagC_neg	gyrA//crp//aroM//hyaE//hemL//pstS//pdeL//nanA//entA//hyfB//hemL//glmY//tsr//prpC//aroM//moaB//ydhY//recX//mhpB//argR//fecI//ynfK//allA//crl//cdd//ilvC//wrbA//purE//argR//deoC//mpaA//recD//truB//
NagC_pos	csiD//gfcA//lldD//
NanR_neg	gspM//glgP//rtcB//glpT//recN//xylH//glcG//ydfN//yjbG//arsC//
NanR_pos	efeU_1//
NarL_neg	rstB//sgrR//yeaH//nrfF//tauB//dgcZ//argP//truB//kbp//cysW//ecpA//uxaC//gspL//rhaB//galS//dkgA//fhuD//fhuB//ilvY//gdhA//acrD//ybjG//obgE//gadF//moaA//torD//carB//tnaB//aroF//metJ//putA//rpmA//mazF//cysD//talA//csgG//oxc//dsbC//ybhL//ugpQ//mprA//tnaB//wecC//gcvB//grxA//yecT//dinG//nimR//waaY//norR//lldD//rseB//aroM//metE//zraR//dinQ//intQ//murQ//pdeL//feaB//rcnB//glgA//stpA//ydeP//mdtE//ppdC//kbaY//fadR//yqjA//malG//pheT//mtlA//glxR//yhcH//pflB//prpR//astB//agaS//hypA//deoB//yafO//amtB//alsE//rcnR//fecI//yqjH//gatY//
NarL_pos	trpD//sdhA//gor//mntH//feaR//dinF//dgcN//rpiR//aldA//gcvA//pstA//murC//manY//rybB//argT//appX//yebE//leuA//exuR//dcuB//symE//ykgO//rnlB//dsrA//fhuA//hybC//ldtB//rpmI//gadC//acnA//adiC//rpoE//fliN//pdeL//evgA//glcA//rutR//cysE//flgM//nfuA//fixC//flgD//ccmA//
NarP_neg	yoaC//ihfA//cas2//fadI//hypA//caiT//deoB//sucB//mhpE//sgrR//lgoR//nrfA//dhaL//codA//hokE//sulA//nrfG//aceF//evgA//ydfN//aroL//yjjQ//nemA//znuB//cysD//dinB//galE//ddpX//puuC//mltF//sdhC//qseB//flgJ//
NarP_pos	yefM//ung//phnN//yccJ//allS//glnA//hypA//pspB//nanM//hcaC//sgbU//rhaA//dtpA//prpB//agaA//ascF//lolA//emrB//lgoR//bdm//glpF//envC//murC//yjjZ//mngA//patD//pspC//ydiU//nfo//uof//pgpC//marA//
NemR_neg	gspF//fecC//hyfI//
NhaR_pos	rclC//ssrS//cynR//paaI//sdhC//iraM//rhaS//
NikR_neg	hemL//argI//astB//astD//torC//gatD//
NimR_neg	accD//astB//
NorR_neg	zraS//
NorR_pos	nrfF//sdhB//
NrdR_neg	relE//argR//dcuR//exbB//tauB//fucI//ybjC//malE//rhaS//
NsrR_neg	dtpA//kbp//luxS//ybaS//nuoG//ybaT//mtlA//nuoG//purR//marA//asnC//rpmA//znuA//efeU_2//hyaC//ycjF//malY//nagB//ddpC//cspD//bglB//glcD//pykF//pnuC//pncB//iscA//hycC//intQ//ydhU//dctA//rffC//nikB//degP//aroG//glgX//csiD//fliA//mntH//fadB//nrfA//idnR//appY//rbfA//rimK//phoH//isrC//ydeI//efeU_1//glcB//yecT//nanE//hybE//glmU//fhuC//gabP//ykgO//uidR//flgE//ompT//tam//hycH//dcuD//ppdA//flgM//cydC//gadC//fpr//yiaO//xylB//hyi//nemA//wecE//fadB//pheT//ubiA//ttdB//gspJ//sutR//speB//nuoI//oxyS//ynbC//aspA//
NtrC_neg	ftsK//umuD//efeU_2//oppC//paaY//ompW//
NtrC_pos	yccA//glpQ//aroG//glcB//phoE//yfdV//garR//iclR//nanS//nuoH//fruA//kdpB//ymjD//phoB//nuoI//rutE//ycjY//galK//cirA//sufA//rcnR//idnK//creB//sufA//yhdZ//creA//yiaK//exuT//leuB//uvrY//yegH//ydcT//cysC//gltK//ygiB//pspA//yegZ//malE//borD//entF//allA//fliL//rutD//sroA//cra//osmY//mglB//fabB//pnuC//
OmpR_neg	tyrB//pspC//melR//caiC//gatD//rhaT//hokE//cecR//tdcA//yjbH//oppA//tfaQ//
OmpR_pos	ydfX//narI//yhjX//zwf//yfbR//dcuA//edd//agaB//yqjA//purN//
OxyR_neg	ybjC//rffM//slp//slyB//fliH//lacA//adiC//araD//fhuC//recF//cvpA//mraY//
OxyR_pos	symE//fliE//tisB//appX//sgbE//tehA//yhcH//artM//fecD//pspE//cdd//speA//yqjI//puuD//fadI//paaK//mdtB//glpF//yiaJ//oppD//omrB//alaC//
PaaX_neg	hyfA//gltI//gspD//tyrR//dpiA//araD//mscM//gutM//glcB//argA//kdpF//ftnB//yrbL//argD//
PdeL_pos	lpd//
PdhR_neg	cydA//dsbC//rffG//cusF//oppC//dinQ//ccmE//torC//ybjG//hycI//rsmH//tehA//rhaT//crp//gatY//yciG//csgD//umuC//hslJ//malG//fucK//metE//murG//flhC//add//ycjY//setA//nfuA//lacZ//chbC//rutG//idnO//mazG//sucA//lsrR//creB//
PdhR_pos	pstS//torC//uvrD//bluF//carB//
PepA_neg	paaI//melA//ulaE//
PgrR_neg	patA//ihfA//yhiD//kdpC//efeU_1//hcaE//ogt//pspB//
PhoB_neg	pqiB//hyfF//mazF//fumC//hyfG//ynfF//gltJ//psiE//creB//yjbH//gpmA//sdhA//
PhoB_pos	eda//ycjF//rffM//ompW//hycC//yjiY//dnaA//metL//ybhG//focA//ccmB//ynbC//lrp//dmsC//glpK//puuE//torC//copA//atoA//kdpC//dicB//fliR//sodB//iscA//mhpE//araH//moaE//bdm//mdtF//tehB//flhA//moaC//glxK//phnH//rutE//speA//flhA//folE//hyfA//erpA//yhiM//borD//pyrD//argT//napH//nrdE//nirB//narL//thiP//csgE//yhdW//garP//fliN//
PhoP_neg	hypB//yiaJ//ulaF//cpxR//prpD//dhaK//aslB//dacC//deoA//ygaC//setA//
PhoP_pos	emrK//paaI//glxK//galK//narI//napF//fixX//phnP//micF//waaZ//pstS//mioC//manY//hflD//kbaZ//caiC//cysI//ibaG//epd//cas2//citG//paaI//nadA//nagB//phoP//ebgA//grxD//amn//ogt//yafQ//phnF//glnH//lsrR//gntX//yfbR//nanM//malP//cusF//cadA//nikC//caiD//metA//uvrB//ykgO//ydhW//yhdZ//ogt//tdcG//
PrpR_neg	ydfW//
PrpR_pos	nhaR//phnN//bacA//yqjA//
PspF_neg	paaY//
PspF_pos	infB//cspD//malZ//cra//ydeP//uvrB//
PurR_neg	fliS//zntA//wzxE//srlB//dsdA//epd//nadB//ampC//rcsA//kdpC//gabD//ssuE//ftsA//purD//manZ//cysB//sroD//argG//ychF//uidB//codB//dtpA//glpA//ssrS//ydeM//nhaR//yhjA//tbpA//emrK//rutD//ulaB//
PutA_neg	ppdB//tauA//
PuuR_neg	nikE//ssrS//acrZ//cadC//accB//nrfF//hns//
QseB_pos	pstA//molR_1//ppdB//dinJ//
RbsR_neg	lsrA//nikA//fbaA//dsbA//phnE_2//uxuA//ugpE//hycD//
RbsR_pos	ompW//
RcdA_neg	metC//hokE//
RcdA_pos	paaF//nikD//leuL//sucC//gntK//citF//cysI//
RclR_pos	psiE//grxD//gabD//
RcnR_neg	hha//yhiD//nadB//
RcsAB_neg	tdcG//iraP//cpxA//ykgM//rnpB//mqsA//
RcsAB_pos	appY//wzc//fumC//osmB//udp//nanK//nadA//argO//ynjI//fadB//
RcsB-BglJ_pos	isrC//rsmH//treB//yoaG//safA//yjeV//lysA//fixX//nanA//dicB//hyfH//accA//yjjQ//gatA//dnaN//isrC//
RcsB_neg	rhaT//gspF//
RcsB_pos	nrdI//nanA//aceK//aroP//appX//dapB//aroH//dnaN//mdh//murP//udp//rutG//yeaG//pspF//lsrF//tcyP//fhuC//pyrC//ymjC//isrC//potG//speB//iscU//
RelB-RelE_neg	marB//metQ//rutE//
RelB_neg	garR//phoP//recA//
RhaR_pos	gabT//ompN//
RhaS_pos	sufA//rpmA//nrdF//ynbA//phnF//yhdY//
Rob_neg	ygiA//
Rob_pos	paaF//caiE//argR//lpd//mraZ//cyoC//nirD//cydA//gntP//sgbH//oppC//tynA//puuB//phnK//gltK//agaV//potH//fadJ//araA//ppiD//wcaA//ptsI//alkA//aceE//hyfG//
RstA_neg	adiA//appB//nrdD//malS//rutR//
RstA_pos	gudD//asr//fecD//lsrR//ftsL//
RtcR_pos	adiC//phnO//
RutR_neg	dicC//aroH//skp//gcvB//mngA//glcB//galE//hflD//alsA//cyoA//mepH//entE//pnuC//fdnG//idnK//
RutR_pos	torR//tnaC//
SdiA_neg	umuC//rpiB//fepE//
SdiA_pos	caiD//rbfA//fliC//
SgrR_neg	thiQ//csiD//pgaD//ygaC//sgbH//
SgrR_pos	ilvC//hybC//ompT//tauD//
SlyA_pos	emrA//
SoxR_neg	rutD//
SoxR_pos	arsB//ymiA//
SoxS_neg	ynfF//relA//
SoxS_pos	higA//relE//melB//metL//zinT//yeiB//fliL//fruA//glnH//hycB//fliD//glpA//ddpB//ampC//pgpC//yiaK//cadB//aceF//hycC//ftnB//flgA//dpiA//tpiA//mscM//tsr//cyoA//rfe//ydfN//hyfA//gspI//fliQ//glmU//recA//omrA//sucC//znuA//rbsA//fruK//
StpA_neg	ygiA//ygiZ//pepA//dpiA//ydiV//murE//fadI//
SutR_neg	recN//fhuA//exbD//yafO//yaiW//
SutR_pos	tdcC//
TdcA_pos	cusS//rpoE//metL//lsrC//treB//ung//leuC//
TdcR_pos	relE//rsmH//fliK//hypD//bglB//metE//fabZ//
TorR_neg	ydfX//appA//ulaD//
TorR_pos	csgB//puuD//yhbS//melB//rbsA//hcaC//cpxR//xylF//xapB//
TreR_neg	amtB//marA//
TrpR_neg	dinB//waaZ//phnJ//csgF//trpA//fepB//lysO//mazF//cyaR//argB//sulA//hcaD//
TyrR_neg	ybfN//wzc//ccmF//dsbG//mscM//flgH//trpD//dicC//mnmG//ydhV//
TyrR_pos	hflD//phnF//fliI//
UhpA_pos	cas1//
UidR_neg	yqaE//grcA//ssuE//emrY//
UlaR_neg	ydeN//recF//ybdZ//fecB//hisQ//araD//yeaG//
UvrY_pos	aspC//mscM//dctA//fecA//kdpB//
UxuR_neg	hipA//pnuC//nusA//yeaG//tdcF//zraS//pgm//cspI//idnT//
XapR_pos	ynjI//psiF//
XylR_neg	zwf//
XylR_pos	ompT//alaS//wecE//marA//soxR//ybaT//
YdeO_neg	nadB//crr//
YdeO_pos	kbaY//phnG//yncE//paaF//borD//dcuB//gadW//glpA//accB//agaB//nhaR//mgtL//bioB//modA//purF//ssuD//manX//fucI//bdcA//
YedW_neg	agaC//cydD//murC//feaB//phnH//
YedW_pos	uxuA//nupG//ribA//yneM//rpoH//yafQ//spy//
YefM-YoeB_neg	melR//ybhF//
YefM_neg	mscM//pitB//
YehT_pos	hyi//
YeiL_pos	ydfW//
YiaJ_neg	ygiC//lsrB//rtcA//feaR//gnd//hybG//mgtA//narH//glnK//wzb//
YjjQ_neg	araE//guaB//cyoB//nac//rpmA//cysA//purB//phoQ//ybjC//artQ//
YpdB_pos	fabG//
YqhC_pos	nfuA//nrfE//
YqjI_neg	dapD//yhjC//
ZntR_pos	fabB//
ZraR_pos	fliT//ydiV//fliR//
Zur_neg	ygbA//ibaG//gntU//sroD//nemR//treC//
