# From /Users/Daniela/Documents/CCG/GUs_analysis/random_connectivity/scripts/conn_of_random_sets_v4.pl on Sat Nov 24 05:21:33 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/simple_regulons/random_regulons/
# Columns= GU
# Rows= Random set
	AcrR	Ada	AgaR	AlaS	AllR	AllS	AlsR	ArcA	ArgP	ArgR	ArsR	AscG	AsnC	BasR	BirA	BluR	BolA	CRP	CdaR	CecR	CpxR	Cra	CreB	CsgD	CueR	CynR	CysB	DhaR	DicA	DnaA	EvgA	FNR	FadR	FeaR	Fis	FlhDC	FliZ	Fur	GadX	GcvA	H-NS	HU	HcaR	IHF	IlvY	IscR	KdpE	LeuO	LexA	LrhA	Lrp	LysR	MalT	MarA	MatA	McbR	MetJ	MlrA	MngR	MntR	MprA	MqsA	MurR	Nac	NadR	NagC	NanR	NimR	NsrR	NtrC	OmpR	OxyR	PaaX	PepA	PgrR	PhoB	PhoP	PspF	PurR	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	Rob	RutR	SdiA	SgrR	SoxS	SutR	TorR	TrpR	TtdR	TyrR	UidR	UvrY	XapR	YdeO	YhaJ	YjjQ	YpdB	YqhC	ZntR	ZraR	Zur
rn_cluster_23.txt	NA	0.0	NA	NA	0.2	0.2	0.0	NA	0.4	0.1	0.0	NA	NA	NA	0.3	NA	0.0	0.7	0.5	NA	0.2	0.3	NA	0.3	0.2	0.0	0.7	NA	NA	NA	0.0	0.3	0.4	NA	0.4	0.0	NA	0.4	0.4	NA	0.1	NA	0.0	1.0	NA	0.3	NA	0.2	0.3	NA	0.4	NA	NA	NA	NA	NA	0.3	NA	0.0	NA	NA	NA	NA	0.3	0.3	0.3	NA	NA	0.2	0.2	NA	0.1	NA	NA	0.0	0.4	0.1	NA	0.2	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	1.0	0.2	NA	NA	0.2	0.3	0.2	NA	NA	0.0	NA	NA	NA	NA	0.7	NA	NA	NA
rn_cluster_24.txt	NA	0.4	NA	NA	0.1	0.2	0.0	1.0	0.2	0.4	0.0	NA	NA	NA	0.3	NA	0.3	0.2	0.5	NA	0.3	0.3	NA	0.0	0.3	0.0	0.1	NA	NA	NA	0.0	0.4	0.2	NA	0.0	0.2	NA	0.0	0.5	NA	0.0	NA	0.0	0.0	NA	0.2	NA	0.0	0.5	NA	0.3	NA	NA	NA	NA	NA	0.1	NA	0.0	NA	NA	NA	NA	0.3	0.0	0.2	NA	NA	0.8	0.3	NA	0.3	NA	NA	0.1	0.3	0.2	NA	0.1	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.0	0.1	NA	NA	0.3	0.3	0.0	NA	NA	0.0	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_25.txt	NA	0.2	NA	1.0	0.2	0.3	0.2	NA	0.0	0.3	0.0	NA	NA	NA	0.4	NA	0.0	0.3	0.6	NA	0.2	0.2	NA	0.2	0.7	0.0	0.0	NA	NA	NA	0.2	0.4	0.1	NA	0.2	0.6	NA	0.3	0.1	NA	0.1	NA	0.3	0.7	NA	0.0	NA	0.2	0.4	NA	0.3	NA	NA	NA	NA	NA	0.2	NA	0.0	NA	NA	NA	NA	1.0	0.0	0.0	NA	NA	0.3	0.2	NA	0.1	NA	NA	0.0	0.1	0.2	NA	0.5	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.0	0.1	NA	NA	0.3	0.0	0.2	NA	NA	0.0	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_26.txt	NA	0.0	NA	1.0	0.4	0.2	0.0	NA	0.0	0.4	0.0	NA	NA	NA	0.2	NA	0.0	0.2	0.0	NA	0.3	0.1	NA	0.0	0.0	0.2	0.2	NA	NA	NA	0.4	0.3	0.4	NA	0.0	0.4	NA	0.1	0.2	NA	0.0	NA	0.7	0.0	NA	0.4	NA	0.1	0.3	NA	0.4	NA	NA	NA	NA	NA	0.2	NA	0.0	NA	NA	NA	NA	0.0	1.0	0.3	NA	NA	0.3	0.4	NA	0.2	NA	NA	0.0	0.4	0.6	NA	0.4	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.3	0.0	NA	NA	0.2	0.0	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rn_cluster_27.txt	NA	0.2	NA	NA	0.4	0.0	0.0	NA	0.2	0.4	0.0	NA	NA	NA	0.2	NA	0.0	0.4	0.0	NA	0.4	0.1	NA	0.0	0.0	0.4	0.0	NA	NA	NA	0.0	0.2	0.2	NA	0.4	0.3	NA	0.1	0.4	NA	0.2	NA	1.0	0.3	NA	0.0	NA	0.0	0.4	NA	0.3	NA	NA	NA	NA	NA	0.3	NA	0.0	NA	NA	NA	NA	0.3	0.2	1.0	NA	0.2	0.6	0.1	NA	0.1	NA	NA	1.0	0.2	0.2	NA	0.4	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.0	0.0	NA	NA	0.1	0.7	0.5	NA	NA	0.7	NA	NA	NA	NA	0.5	NA	NA	NA
rn_cluster_28.txt	NA	0.5	NA	NA	0.2	0.1	0.0	NA	0.5	0.1	0.3	NA	NA	NA	0.5	NA	0.5	0.4	0.2	NA	0.1	0.4	NA	0.4	0.3	0.2	0.1	NA	NA	NA	0.2	0.4	0.2	NA	0.2	0.0	NA	0.4	0.2	NA	0.2	NA	0.3	0.0	NA	0.3	NA	0.2	0.4	NA	0.3	NA	NA	NA	NA	NA	0.0	NA	1.0	NA	NA	NA	NA	0.0	0.0	0.0	NA	NA	0.4	0.1	NA	0.0	NA	NA	0.3	0.1	0.2	NA	0.5	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.0	0.1	NA	NA	0.3	0.0	0.8	NA	NA	0.0	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_29.txt	NA	0.5	NA	NA	0.2	0.5	0.2	NA	0.4	0.2	0.0	NA	NA	NA	0.2	NA	0.0	0.4	0.4	NA	0.4	0.1	NA	0.0	0.5	1.0	0.0	NA	NA	NA	0.4	0.3	0.5	NA	0.7	0.0	NA	0.1	0.3	NA	0.0	NA	0.5	0.3	NA	0.1	NA	0.4	0.4	NA	0.3	NA	NA	NA	NA	NA	0.2	NA	0.0	NA	NA	NA	NA	0.3	0.0	NA	NA	NA	0.4	0.6	NA	0.6	NA	NA	0.3	0.3	0.1	NA	0.1	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	1.0	0.4	NA	NA	0.6	0.0	0.2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_3.txt	NA	0.2	NA	NA	0.1	0.0	0.0	NA	0.0	0.1	0.0	NA	NA	NA	0.4	NA	0.0	0.4	0.2	NA	0.6	0.3	NA	0.4	1.0	0.0	0.4	NA	NA	NA	0.7	0.6	0.2	NA	0.2	0.6	NA	0.9	0.0	NA	0.1	NA	0.0	0.0	NA	0.4	NA	0.0	0.3	NA	0.3	NA	NA	NA	NA	NA	0.3	NA	0.0	NA	NA	NA	NA	0.3	0.0	0.3	NA	NA	0.4	0.0	NA	0.1	NA	NA	0.0	0.2	0.3	NA	0.4	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.0	0.1	NA	NA	0.3	0.0	0.4	NA	NA	0.0	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_30.txt	NA	0.0	NA	NA	0.4	0.0	0.2	NA	0.0	0.0	NA	NA	NA	NA	0.4	NA	0.2	0.2	0.2	NA	0.3	0.1	NA	0.0	1.0	0.0	0.2	NA	NA	NA	0.2	0.3	0.1	0.2	0.4	0.3	NA	0.4	0.2	NA	0.4	NA	0.3	0.0	NA	0.2	NA	0.7	0.3	NA	0.2	NA	NA	NA	NA	NA	0.2	NA	0.0	NA	NA	NA	NA	0.2	0.0	0.7	NA	NA	0.3	0.1	NA	0.1	NA	NA	0.5	0.3	0.1	NA	0.2	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.3	0.3	NA	NA	0.3	0.0	0.2	NA	NA	0.2	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_31.txt	NA	0.0	NA	NA	0.6	0.4	0.2	NA	0.0	0.5	NA	NA	NA	NA	0.3	NA	1.0	0.7	0.0	NA	0.1	0.5	NA	0.2	0.3	0.2	0.1	NA	NA	NA	0.2	0.4	0.4	NA	0.2	0.0	NA	0.3	0.4	NA	0.7	NA	0.0	0.7	NA	0.2	NA	0.1	0.3	NA	0.3	NA	0.2	NA	NA	NA	0.5	NA	0.0	NA	NA	NA	NA	0.3	0.2	0.0	NA	NA	0.2	0.1	NA	0.0	NA	NA	0.0	0.3	0.2	NA	0.3	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.0	0.2	NA	NA	0.2	0.3	0.1	NA	NA	0.0	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_32.txt	NA	0.2	NA	NA	0.3	0.8	0.0	NA	0.2	0.6	0.3	NA	NA	NA	0.4	NA	0.0	0.3	0.0	NA	0.1	0.5	NA	0.5	0.3	0.2	0.2	NA	NA	NA	0.2	0.4	0.3	NA	0.4	0.2	NA	0.4	0.1	NA	0.5	NA	1.0	1.0	NA	0.0	NA	0.2	0.5	NA	0.6	NA	NA	NA	NA	NA	0.3	NA	0.0	NA	NA	NA	NA	0.2	0.0	0.0	NA	NA	0.4	0.1	NA	0.4	0.2	NA	0.0	0.5	0.3	NA	0.4	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.0	0.4	NA	NA	0.1	0.7	0.2	NA	NA	0.0	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_33.txt	NA	0.4	NA	NA	0.6	0.0	0.2	NA	0.0	0.2	0.0	NA	NA	NA	0.2	NA	0.1	0.4	0.1	1.0	0.1	0.3	NA	0.0	0.3	0.3	0.1	NA	NA	NA	0.0	0.2	0.6	NA	0.3	0.2	NA	0.2	0.5	NA	0.6	NA	1.0	0.0	NA	0.4	NA	0.4	0.4	NA	0.6	NA	NA	NA	NA	NA	0.1	NA	0.3	NA	NA	NA	NA	0.0	1.0	0.0	NA	NA	0.5	0.1	NA	0.5	NA	NA	0.2	0.2	0.2	NA	0.4	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.0	0.5	NA	NA	0.1	1.0	0.0	NA	NA	0.3	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_34.txt	NA	0.0	NA	NA	0.3	0.1	0.5	NA	0.2	0.5	0.3	NA	NA	NA	0.3	NA	0.3	0.3	0.2	NA	0.1	0.2	NA	0.8	0.3	0.7	0.3	NA	NA	NA	0.3	0.4	0.1	NA	0.2	0.3	NA	0.2	0.2	NA	0.2	NA	NA	0.0	NA	0.2	NA	0.0	0.4	NA	0.3	NA	NA	NA	NA	NA	0.5	NA	0.3	NA	NA	NA	NA	0.0	0.4	0.0	NA	NA	0.5	1.0	NA	0.1	NA	NA	0.0	0.1	0.5	NA	0.2	0.2	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	0.3	NA	NA	0.2	0.0	0.5	NA	NA	0.0	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_35.txt	NA	0.0	NA	NA	0.2	0.4	0.4	NA	0.6	0.1	0.0	NA	NA	NA	0.1	NA	1.0	0.2	0.2	NA	0.1	0.2	NA	0.4	0.3	0.1	0.1	NA	NA	NA	0.2	0.4	0.4	NA	0.3	0.8	NA	0.2	0.0	NA	0.1	NA	0.0	0.0	NA	0.0	NA	0.3	0.2	NA	0.3	NA	NA	NA	NA	NA	0.1	NA	0.0	NA	NA	NA	NA	0.0	1.0	0.0	NA	NA	0.6	0.0	NA	0.6	NA	NA	0.3	0.3	0.1	NA	0.3	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.0	0.0	NA	NA	0.2	0.3	0.2	NA	NA	0.3	NA	NA	NA	NA	0.2	NA	NA	NA
rn_cluster_36.txt	NA	0.0	NA	NA	0.2	0.0	0.0	NA	0.3	0.1	0.0	NA	NA	NA	0.3	NA	1.0	0.4	0.5	NA	0.4	0.3	NA	0.2	0.3	NA	0.1	NA	NA	NA	0.2	0.6	0.5	NA	0.3	0.1	NA	0.2	0.2	NA	0.4	NA	NA	0.0	NA	0.2	NA	0.0	0.2	NA	0.4	NA	NA	NA	NA	NA	0.0	NA	0.0	NA	NA	NA	NA	0.0	0.3	0.0	NA	NA	0.3	0.0	NA	0.8	NA	NA	0.3	0.2	0.2	NA	0.1	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.0	0.2	NA	NA	0.1	0.0	0.0	NA	NA	0.3	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_37.txt	NA	0.2	NA	NA	0.3	0.0	0.2	NA	0.2	0.2	0.0	NA	NA	NA	0.3	NA	0.0	0.2	0.2	NA	0.5	0.4	NA	0.0	NA	0.4	0.1	NA	NA	NA	0.0	0.7	0.1	NA	0.4	0.0	NA	0.0	0.2	NA	0.2	NA	0.0	0.3	NA	0.2	NA	0.2	0.1	NA	0.4	NA	NA	NA	NA	NA	0.2	NA	1.0	NA	NA	NA	NA	0.0	0.2	0.7	NA	NA	0.5	0.3	NA	0.1	NA	NA	NA	0.0	0.6	NA	0.5	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.3	0.2	NA	NA	0.2	0.3	0.8	NA	NA	0.0	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_38.txt	NA	0.0	NA	NA	0.5	0.2	0.2	NA	0.2	0.2	0.0	NA	NA	NA	0.5	NA	0.2	0.3	0.5	NA	0.3	0.3	NA	0.0	0.5	0.2	0.1	NA	NA	NA	0.5	0.3	0.1	NA	0.2	0.4	NA	0.3	0.0	NA	0.0	NA	0.0	NA	NA	0.2	NA	0.6	0.2	NA	0.3	NA	NA	NA	NA	NA	0.2	NA	0.0	NA	NA	NA	NA	1.0	0.2	1.0	NA	NA	0.5	0.6	NA	0.5	NA	NA	0.0	0.4	0.1	NA	0.1	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.7	0.3	NA	NA	0.2	1.0	0.2	NA	NA	0.0	NA	NA	NA	NA	0.0	NA	NA	NA
