# From /Users/Daniela/Documents/CCG/GUs_analysis/random_connectivity/scripts/conn_of_random_sets_v4.pl on Fri Nov 23 00:39:20 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/general_regulons/random_regulons/
# Columns= GU
# Rows= Random set
	AcrR	Ada	AdiY	AgaR	AidB	AlaS	AllR	AllS	AlsR	AppY	AraC	ArgP	ArgR	ArsR	AscG	AsnC	AtoC	BCCP	BaeR	BasR	BetI	BirA	BluR	BolA	BtsR	CadC	CaiF	Cbl	CdaR	CecR	ChbR	ComR	CpxR	Cra	CreB	CsgD	CsiR	CspA	CueR	CusR	CynR	CysB	CytR	DcuR	DeoR	DhaR	DicA	DinJ-YafQ	DnaA	DpiA	DsdC	EbgR	EnvR	EnvY	EvgA	ExuR	FabR	FadR	FeaR	FhlA	FlhDC	FliZ	FucR	Fur	GadE	GadE-RcsB	GadW	GadX	GalR	GalS	GatR	GcvA	GlcC	GlpR	GlrR	GntR	GutM	HU	HcaR	HdfR	HigA	HigB-HigA	HipAB	HipB	HprR	HyfR	HypT	IclR	IdnR	IlvY	IscR	KdgR	KdpE	LacI	LeuO	LexA	LldR	LrhA	Lrp	LsrR	LysR	MalI	MalT	MarA	MarR	MatA	MazE	MazE-MazF	McbR	MelR	MetJ	MetR	MhpR	Mlc	MlrA	MngR	MntR	ModE	MprA	MqsA	MraZ	MurR	Nac	NadR	NagC	NanR	NarL	NarP	NemR	NhaR	NikR	NimR	NorR	NrdR	NsrR	NtrC	OmpR	OxyR	PaaX	PdeL	PdhR	PepA	PgrR	PhoB	PhoP	PrpR	PspF	PurR	PutA	PuuR	QseB	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	RelB	RelB-RelE	RhaR	RhaS	Rob	RstA	RtcR	RutR	SdiA	SgrR	SlyA	SoxR	SoxS	SrlR	StpA	SutR	TdcA	TdcR	TorR	TreR	TrpR	TtdR	TyrR	UhpA	UidR	UlaR	UvrY	UxuR	XapR	XylR	YdeO	YefM	YefM-YoeB	YeiL	YhaJ	YiaJ	YjjQ	YpdB	YqhC	YqjI	ZntR	ZraR	Zur
rn_cluster_18.txt	0.0	0.3	0.1	NA	NA	NA	0.6	0.2	0.2	1.0	0.3	0.2	0.4	0.0	0.2	0.3	0.2	NA	0.0	0.3	0.4	0.0	NA	0.3	NA	0.5	0.4	0.2	0.4	NA	0.2	NA	0.5	0.5	0.7	0.5	0.7	NA	0.2	0.1	0.2	0.4	0.1	0.0	0.6	NA	NA	1.0	0.4	0.0	0.6	NA	1.0	NA	0.2	0.0	0.4	0.1	0.0	0.3	0.4	0.5	0.5	0.6	0.3	0.2	0.3	0.5	0.5	0.2	1.0	0.2	0.0	0.1	NA	0.2	0.2	0.3	0.0	NA	NA	NA	0.3	0.0	0.1	NA	0.4	0.5	0.4	NA	0.3	NA	NA	0.8	0.6	0.3	0.5	NA	0.4	0.6	NA	0.3	0.0	0.2	NA	NA	NA	NA	NA	0.0	0.4	0.4	0.2	0.1	NA	0.0	0.0	0.6	0.2	0.2	0.2	0.6	0.5	0.2	0.3	0.4	0.5	0.1	0.7	0.1	NA	NA	NA	0.1	0.4	0.5	0.1	0.3	0.1	NA	0.5	0.3	0.0	0.5	0.3	0.2	NA	0.5	0.0	0.1	NA	0.5	NA	NA	NA	0.2	0.1	0.7	NA	NA	NA	0.2	0.3	0.4	0.0	0.1	NA	1.0	0.2	NA	0.3	0.2	0.3	0.0	0.1	0.0	0.2	0.7	0.3	0.1	0.2	NA	0.0	0.4	0.3	0.5	0.3	0.2	0.2	NA	NA	NA	NA	0.1	0.2	NA	0.0	NA	NA	NA	NA
rn_cluster_19.txt	0.7	0.0	0.0	1.0	NA	NA	0.0	0.2	0.3	0.3	0.3	0.1	0.5	0.0	0.7	0.3	0.0	NA	0.0	0.0	0.0	0.2	NA	0.8	NA	0.4	0.1	0.2	0.4	NA	0.0	NA	0.4	0.6	NA	0.1	0.6	NA	0.2	0.4	0.8	0.1	0.5	0.2	0.1	NA	NA	NA	0.2	0.1	NA	NA	0.3	0.0	0.8	0.2	0.5	0.6	0.0	0.5	0.4	0.1	0.2	0.5	0.3	0.4	0.5	0.5	0.2	0.1	0.0	0.0	0.4	0.3	NA	0.3	0.3	0.5	0.3	NA	NA	NA	0.0	0.0	0.5	NA	0.5	0.3	0.3	NA	0.0	0.2	NA	0.2	0.2	0.4	0.0	NA	0.7	0.2	NA	0.3	0.4	0.4	NA	NA	NA	NA	NA	0.0	0.2	0.3	0.7	0.6	NA	0.0	0.0	0.2	0.2	0.0	0.2	0.0	0.1	0.4	0.4	0.0	0.7	0.2	0.2	0.3	NA	NA	NA	0.2	0.5	0.4	0.4	0.4	0.1	NA	0.3	0.2	0.0	0.4	0.5	0.1	NA	0.6	0.0	0.2	NA	0.2	NA	NA	NA	0.0	0.5	0.0	NA	NA	NA	0.4	0.3	0.2	0.2	0.3	NA	0.0	0.3	NA	0.4	0.0	0.0	0.0	0.3	0.1	0.0	0.0	0.2	0.0	0.4	NA	0.8	0.3	0.3	0.4	0.8	0.2	0.0	NA	NA	NA	NA	0.3	NA	NA	0.3	NA	NA	NA	NA
rn_cluster_2.txt	0.0	0.1	0.1	NA	NA	NA	0.3	0.0	0.0	0.3	0.3	0.1	0.4	0.4	0.0	1.0	0.0	NA	0.3	0.0	0.8	0.0	NA	0.0	NA	0.7	0.6	0.3	0.4	NA	0.2	NA	0.3	0.6	0.0	0.1	0.3	NA	0.2	0.3	0.6	0.1	0.2	0.2	0.1	NA	NA	NA	0.4	0.4	0.0	NA	0.0	0.3	0.3	0.3	0.3	0.4	0.0	0.3	0.3	0.1	0.3	0.7	0.1	0.4	0.0	0.2	0.6	0.1	0.5	0.0	0.2	0.3	NA	0.5	0.6	0.1	0.0	NA	NA	NA	0.7	0.0	0.3	NA	0.2	0.0	0.2	NA	0.0	1.0	NA	0.0	0.3	0.3	0.5	NA	0.5	0.1	NA	0.0	0.1	0.4	NA	NA	NA	NA	NA	0.0	0.3	0.3	0.1	0.5	NA	0.0	0.0	0.4	0.2	0.3	0.4	0.1	0.5	0.2	0.3	0.2	0.5	0.2	NA	0.4	NA	NA	NA	0.3	0.5	0.3	0.2	0.6	0.3	NA	0.6	0.3	0.3	0.5	0.4	0.4	NA	0.3	0.0	0.0	NA	0.2	NA	NA	NA	0.2	0.3	0.3	NA	NA	NA	0.1	0.4	0.0	0.7	0.5	NA	0.4	0.1	NA	0.5	0.2	0.4	0.3	0.1	0.1	0.2	0.3	0.2	0.2	0.2	NA	0.2	0.1	0.3	0.0	0.3	0.2	0.4	NA	NA	NA	NA	0.2	0.5	NA	0.3	NA	NA	NA	NA
rn_cluster_20.txt	0.0	0.3	0.1	NA	NA	NA	0.3	0.3	0.4	0.3	0.2	0.3	0.3	0.0	0.0	0.7	0.5	NA	0.0	0.0	0.4	0.5	NA	0.0	NA	0.0	0.1	0.4	0.3	NA	0.6	NA	0.5	0.4	0.3	0.1	0.0	NA	0.4	0.1	0.2	0.5	0.2	0.0	0.3	NA	NA	NA	0.6	0.4	0.3	NA	0.2	0.0	0.5	0.2	0.2	0.3	0.3	0.3	0.5	0.1	0.0	0.5	0.3	0.3	0.1	0.2	0.2	0.0	1.0	0.3	0.0	0.2	NA	0.3	0.2	0.1	0.0	NA	NA	NA	0.0	0.2	0.0	NA	0.3	0.4	0.4	NA	0.2	0.3	NA	0.5	0.3	0.3	0.0	NA	0.5	0.0	NA	0.3	0.2	0.3	NA	NA	NA	NA	NA	0.0	0.4	0.3	0.4	0.3	NA	0.0	0.3	0.4	0.4	0.3	0.2	0.0	0.5	0.2	0.2	0.2	0.4	0.4	0.3	0.1	NA	NA	1.0	0.2	0.5	0.4	0.2	0.3	0.1	NA	0.5	0.5	0.0	0.5	0.6	0.1	NA	0.3	0.0	0.3	NA	0.1	NA	NA	NA	0.2	0.1	1.0	NA	NA	NA	0.1	0.2	0.3	0.7	0.3	NA	0.5	0.3	NA	0.5	0.4	0.4	0.2	0.3	0.0	0.2	0.3	0.2	0.0	0.2	NA	0.1	0.4	0.0	0.3	0.0	0.1	0.0	NA	NA	NA	NA	0.4	0.3	NA	0.3	NA	NA	NA	NA
rn_cluster_21.txt	NA	0.6	0.3	NA	NA	NA	0.1	0.4	0.4	0.5	0.6	0.4	0.3	0.7	1.0	0.3	0.0	NA	0.5	0.0	0.5	0.2	NA	0.3	NA	0.0	0.0	0.0	0.4	NA	0.3	NA	0.2	0.5	NA	0.2	0.0	NA	0.3	0.1	0.0	0.7	0.1	0.0	0.1	NA	NA	NA	0.4	0.5	0.1	NA	0.3	0.3	0.3	0.0	0.5	0.5	0.0	0.3	0.3	0.3	0.2	0.7	0.1	0.0	0.3	0.3	0.2	0.3	0.4	0.0	0.2	0.2	NA	0.4	0.1	0.2	0.0	NA	NA	NA	0.3	0.5	0.1	NA	0.6	0.6	0.4	NA	0.5	0.0	NA	0.0	0.1	0.7	0.2	NA	0.4	0.1	NA	0.8	0.2	0.5	NA	NA	NA	NA	NA	0.0	0.4	0.3	0.7	0.1	NA	1.0	0.2	0.4	0.3	0.0	0.2	0.2	0.2	0.1	0.4	0.5	0.4	0.4	0.0	0.2	NA	NA	NA	0.1	0.3	0.4	0.8	0.4	0.1	NA	0.5	NA	0.0	0.3	0.6	0.3	NA	0.4	0.3	0.2	NA	0.2	NA	NA	NA	0.3	0.5	NA	NA	NA	NA	0.0	0.2	0.0	0.3	0.5	NA	0.3	0.3	NA	0.2	0.7	0.2	0.5	0.3	0.2	0.2	0.0	0.4	NA	0.2	NA	0.3	0.2	0.0	0.0	0.3	0.1	0.2	NA	NA	NA	NA	0.2	0.0	NA	0.0	NA	NA	NA	NA
rn_cluster_22.txt	0.0	0.4	0.1	NA	NA	NA	0.2	0.3	0.0	0.3	0.7	0.3	0.5	0.3	0.0	0.0	0.5	NA	0.0	0.2	0.5	0.5	NA	NA	NA	0.2	0.6	0.4	0.4	NA	0.0	NA	0.2	0.5	0.0	0.1	0.0	NA	0.4	0.0	0.0	0.4	0.2	0.1	0.4	NA	NA	1.0	0.2	0.2	0.0	NA	0.3	0.0	0.1	0.2	0.2	0.2	0.3	0.2	0.3	0.5	0.4	0.6	0.1	0.3	0.4	0.3	0.0	0.2	0.1	0.4	0.0	0.5	NA	0.3	0.2	0.3	0.1	NA	NA	NA	0.0	0.5	0.0	NA	0.3	0.0	0.4	NA	0.3	0.3	NA	0.2	0.3	0.6	0.7	NA	0.6	0.2	NA	0.0	0.6	0.2	NA	NA	NA	NA	NA	0.0	0.4	0.3	0.2	0.3	NA	0.0	0.0	0.4	0.0	0.3	0.4	0.0	0.5	0.1	0.4	0.3	0.5	0.6	0.0	0.2	NA	NA	NA	0.4	0.5	0.5	0.4	0.2	0.3	NA	0.5	0.0	0.0	0.3	0.5	0.3	NA	0.3	0.3	0.8	NA	0.2	NA	NA	NA	0.0	0.5	0.0	NA	NA	NA	0.5	0.4	0.0	0.0	0.3	NA	0.8	0.4	NA	0.5	0.2	0.2	0.3	0.6	0.1	0.3	0.0	0.3	0.5	0.1	NA	0.0	0.2	0.0	0.3	0.0	0.5	0.4	NA	NA	NA	NA	0.2	0.5	NA	0.2	NA	NA	NA	NA
rn_cluster_23.txt	0.0	0.5	0.2	NA	NA	NA	0.1	0.2	0.2	0.2	0.1	0.4	0.4	0.7	0.0	0.0	0.0	NA	0.5	0.3	0.3	0.6	NA	0.0	NA	0.4	0.4	0.5	0.4	NA	0.2	NA	0.3	0.5	1.0	0.4	0.3	NA	0.0	0.0	0.5	0.5	0.5	0.0	0.4	NA	NA	NA	0.1	0.1	0.3	NA	NA	1.0	0.5	0.2	0.5	0.2	0.0	0.4	0.4	0.3	0.4	0.6	0.1	0.2	0.6	0.3	0.3	0.5	0.2	0.0	0.0	0.2	NA	0.3	0.4	0.2	0.0	NA	NA	NA	0.0	0.0	0.4	NA	0.1	0.2	0.1	NA	0.3	0.0	NA	0.0	0.4	0.7	NA	NA	0.5	0.2	NA	0.8	0.6	0.3	NA	NA	NA	NA	NA	1.0	0.6	0.3	0.4	0.4	NA	0.0	0.3	0.2	0.0	0.4	0.1	0.1	0.1	0.1	0.4	0.4	0.5	0.2	0.2	0.1	NA	NA	NA	0.1	0.6	0.2	0.2	0.2	0.1	NA	0.5	0.3	0.0	0.5	0.3	0.0	NA	0.4	0.0	0.1	NA	0.2	NA	NA	NA	0.8	0.2	0.0	NA	NA	NA	0.0	0.6	0.3	0.7	0.4	NA	0.0	0.3	NA	0.3	0.2	0.2	0.0	0.2	0.1	0.1	0.2	0.2	0.0	0.4	NA	NA	0.4	0.2	0.4	NA	0.4	0.2	NA	NA	NA	NA	0.3	NA	NA	0.0	NA	NA	NA	NA
rn_cluster_24.txt	0.3	0.1	0.1	NA	NA	NA	0.3	0.0	0.4	0.0	0.3	0.3	0.2	0.0	0.0	0.3	0.3	NA	0.0	0.2	0.3	0.0	NA	0.3	NA	0.0	0.1	0.2	0.4	NA	0.2	NA	0.4	0.7	0.3	0.1	0.0	NA	0.1	0.7	0.0	0.1	0.4	0.3	0.2	NA	NA	NA	0.3	0.4	0.1	NA	0.7	0.0	0.1	0.7	0.5	0.2	0.3	0.2	0.4	0.2	0.5	0.5	0.2	0.4	0.4	0.2	0.2	0.3	0.4	0.7	0.0	0.3	NA	0.2	0.0	0.4	0.0	NA	NA	NA	0.0	0.2	0.2	NA	0.1	0.5	0.2	NA	0.3	0.2	NA	0.0	0.3	0.4	0.0	NA	0.5	0.1	NA	0.3	0.1	0.3	NA	NA	NA	NA	NA	0.3	0.2	0.5	0.5	0.0	NA	0.5	0.0	0.2	0.8	0.0	0.3	0.8	0.2	0.7	0.5	0.5	0.6	0.3	0.0	0.8	NA	NA	NA	0.2	0.4	0.4	0.3	0.4	0.2	NA	0.4	0.3	0.8	0.4	0.5	0.1	NA	0.5	0.0	0.7	NA	0.3	NA	NA	NA	0.2	0.1	0.3	NA	NA	NA	0.5	0.3	0.3	0.0	0.2	NA	0.3	0.2	NA	0.6	0.0	0.4	0.0	0.4	0.1	0.5	0.3	0.2	0.0	0.5	NA	0.3	0.2	0.0	0.4	0.5	0.4	0.2	NA	NA	NA	NA	0.2	0.0	NA	0.0	NA	NA	NA	NA
rn_cluster_25.txt	NA	0.1	0.4	NA	NA	NA	0.4	0.3	0.2	0.0	0.5	0.3	0.5	0.3	0.6	0.3	0.8	NA	0.3	0.2	0.2	0.3	NA	0.0	NA	0.5	0.4	0.1	0.2	NA	0.0	NA	0.5	0.6	0.2	0.1	0.1	NA	0.1	0.0	0.3	0.2	0.1	0.6	0.2	NA	NA	NA	0.2	0.3	0.7	NA	0.0	0.0	0.1	0.3	0.1	0.3	0.0	0.1	0.2	0.4	0.2	0.5	0.6	0.3	0.3	0.4	0.2	0.2	0.2	0.2	0.0	0.5	NA	0.3	0.2	0.4	1.0	NA	NA	NA	0.5	0.2	0.2	NA	0.4	0.2	0.2	NA	0.2	0.0	NA	0.2	0.3	0.3	0.5	NA	0.6	0.0	NA	0.0	0.1	0.5	NA	NA	NA	NA	NA	0.0	0.3	0.0	0.3	0.1	NA	0.5	0.3	0.3	0.6	0.5	0.4	0.0	0.3	0.1	0.3	0.3	0.6	0.3	0.3	0.5	NA	NA	NA	0.0	0.4	0.2	0.0	0.2	0.3	NA	0.3	0.0	0.3	0.4	0.4	0.0	NA	0.3	0.4	0.3	NA	0.1	NA	NA	NA	0.3	0.0	0.3	NA	NA	NA	0.1	0.3	0.4	0.5	0.6	NA	0.5	0.5	NA	0.5	0.3	0.0	0.7	0.1	0.5	0.2	0.0	0.4	0.0	0.2	NA	NA	0.1	0.3	0.0	0.0	0.5	0.2	NA	NA	NA	NA	0.0	0.3	NA	0.0	NA	NA	NA	NA
rn_cluster_26.txt	0.0	0.4	0.0	NA	NA	NA	0.3	0.8	0.7	0.3	0.2	0.7	0.2	0.6	0.0	0.5	0.4	NA	0.0	0.1	0.3	0.1	NA	0.0	NA	0.3	0.4	0.2	0.2	NA	0.1	NA	0.2	0.7	0.0	0.0	0.2	NA	0.3	0.0	0.4	0.5	0.4	0.8	0.3	NA	NA	NA	0.3	0.1	0.0	NA	0.3	0.0	0.2	0.2	0.1	0.5	0.0	0.1	0.4	0.3	0.2	0.6	0.3	0.4	0.3	0.1	0.2	0.5	0.4	0.4	0.6	0.1	NA	0.4	0.2	0.2	NA	NA	NA	NA	0.0	0.4	0.7	NA	0.4	0.8	0.2	NA	0.2	0.3	NA	0.3	0.1	0.3	0.3	NA	0.4	0.2	NA	0.0	0.2	0.4	NA	NA	NA	NA	NA	0.0	0.5	0.2	0.2	0.1	NA	0.0	0.0	0.3	0.6	0.2	0.3	0.4	0.1	0.4	0.4	0.0	0.4	0.3	0.0	0.3	NA	NA	NA	0.4	0.3	0.4	0.1	0.5	0.2	NA	0.2	0.5	0.0	0.5	0.5	0.3	NA	0.4	0.2	0.2	NA	0.4	NA	NA	NA	0.2	0.4	0.3	NA	NA	NA	0.0	0.4	0.0	0.0	0.3	NA	0.2	0.4	0.0	0.4	0.3	0.0	0.7	0.2	0.2	0.4	0.3	0.3	0.0	0.6	NA	0.3	0.1	0.0	0.4	0.0	0.3	0.2	NA	NA	NA	NA	0.2	0.2	NA	0.0	NA	NA	NA	NA
rn_cluster_27.txt	0.3	0.1	0.2	NA	NA	NA	0.7	0.2	0.4	0.0	0.1	0.4	0.3	0.7	0.0	0.3	0.0	NA	0.2	0.4	0.3	0.1	NA	0.3	NA	0.2	0.0	0.0	0.1	NA	0.2	NA	0.4	0.5	0.2	0.1	0.1	NA	0.1	0.4	0.2	0.7	0.2	0.4	0.1	NA	NA	NA	0.3	0.4	0.0	NA	0.0	0.2	0.1	0.1	0.2	0.4	0.0	0.1	0.2	0.0	0.2	0.6	0.3	0.2	0.0	0.2	0.3	0.2	0.0	0.2	0.0	0.0	NA	0.1	0.1	0.3	0.0	NA	NA	NA	0.0	0.2	0.2	NA	0.1	0.2	0.2	NA	0.2	0.0	NA	0.2	0.1	0.3	0.0	NA	0.4	0.0	NA	0.0	0.2	0.4	NA	NA	NA	NA	NA	0.7	0.4	0.1	0.0	0.1	NA	0.5	0.0	0.2	0.6	NA	0.1	0.4	0.3	0.0	0.3	0.3	0.4	0.5	0.0	0.3	NA	NA	NA	0.2	0.7	0.5	0.3	0.2	0.2	NA	0.2	1.0	0.2	0.4	0.5	0.5	NA	0.5	0.7	0.5	NA	0.3	NA	NA	NA	0.2	0.1	0.0	NA	NA	NA	0.1	0.5	0.4	0.0	0.1	NA	0.2	0.2	NA	0.6	0.2	0.2	0.5	0.1	0.4	0.1	0.0	0.3	NA	0.2	NA	0.7	0.2	0.2	0.5	0.3	0.0	0.4	NA	NA	NA	NA	0.2	0.3	NA	0.0	NA	NA	NA	NA
rn_cluster_28.txt	0.0	0.0	0.6	NA	NA	NA	0.0	0.5	0.2	0.2	0.2	0.2	0.4	NA	0.2	0.3	0.4	NA	0.0	0.2	0.4	0.5	NA	0.0	NA	0.0	0.1	0.1	0.5	NA	0.0	NA	0.3	0.6	0.0	0.0	0.5	NA	0.3	0.1	0.1	0.4	0.3	0.4	0.2	NA	NA	NA	0.3	0.1	0.0	NA	0.3	0.3	0.1	0.4	0.0	0.3	0.0	0.2	0.4	0.5	0.2	0.6	0.4	0.4	0.3	0.6	0.0	0.2	0.0	0.0	0.0	0.5	NA	0.2	0.2	0.1	0.3	NA	NA	NA	0.3	0.0	0.1	NA	0.2	0.0	0.6	NA	0.2	0.7	NA	0.0	0.4	0.3	0.3	NA	0.5	0.3	NA	0.3	0.0	0.4	NA	NA	NA	NA	NA	0.3	0.2	0.0	0.2	0.1	NA	0.3	0.3	0.3	0.0	0.3	0.2	0.4	0.3	0.5	0.3	0.2	0.4	0.3	0.0	0.6	NA	NA	NA	0.4	0.5	0.4	0.2	0.4	0.5	NA	0.3	0.0	0.0	0.5	0.3	0.0	NA	0.5	0.0	0.0	NA	0.2	NA	NA	NA	0.2	0.1	0.3	NA	NA	NA	0.0	0.2	0.0	0.3	0.1	NA	0.4	0.3	NA	0.4	0.0	0.0	0.0	0.5	0.1	0.4	0.0	0.3	0.3	0.2	NA	0.3	0.3	0.0	0.1	0.0	0.0	0.2	1.0	NA	NA	NA	0.2	0.3	NA	0.0	NA	NA	NA	NA
rn_cluster_29.txt	0.7	0.1	0.3	NA	NA	NA	0.3	0.2	0.0	0.0	0.4	0.4	0.5	0.0	0.0	0.0	0.0	NA	0.0	0.8	0.8	0.0	NA	0.0	NA	0.2	0.1	0.2	0.3	NA	0.0	NA	0.6	0.4	0.3	0.4	0.0	NA	0.2	0.0	0.2	0.5	0.3	0.8	0.1	NA	NA	NA	0.4	0.6	0.0	NA	0.2	0.2	0.1	0.2	0.0	0.3	0.0	0.1	0.3	0.1	0.5	0.8	0.2	0.3	0.4	0.1	0.2	0.6	0.3	0.5	0.2	0.1	NA	0.1	0.4	0.4	0.0	NA	NA	NA	0.0	0.2	0.3	NA	0.3	0.8	0.1	NA	0.2	0.0	NA	0.0	0.0	0.4	0.0	NA	0.4	0.0	1.0	0.0	0.1	0.4	NA	NA	NA	NA	NA	0.3	0.1	0.2	0.2	0.1	NA	0.5	0.5	0.4	0.2	0.0	0.3	0.2	0.5	0.6	0.3	0.5	0.4	0.5	0.7	0.3	NA	NA	0.0	0.0	0.5	0.4	0.4	0.3	0.3	NA	0.4	0.0	1.0	0.4	0.5	0.2	NA	0.5	0.0	0.4	NA	0.3	NA	NA	NA	0.2	0.1	0.5	NA	NA	NA	0.2	0.4	0.0	0.3	0.4	NA	0.2	0.2	NA	0.6	0.0	0.3	0.7	0.5	0.0	0.4	0.5	0.2	0.0	0.5	NA	0.0	0.0	0.3	0.6	0.0	0.2	0.2	NA	NA	NA	NA	0.2	0.2	NA	0.0	NA	NA	NA	NA
rn_cluster_3.txt	0.0	0.3	0.2	NA	NA	NA	0.3	0.3	0.2	0.2	0.3	0.2	0.4	0.3	0.0	0.3	0.2	NA	0.7	0.2	0.3	0.4	NA	0.0	NA	0.2	0.0	0.6	0.1	NA	0.0	NA	0.3	0.5	0.0	0.8	0.3	NA	0.1	0.8	0.3	0.2	0.5	0.2	0.3	NA	NA	NA	0.4	0.4	0.5	NA	0.3	0.3	0.3	0.3	0.5	0.3	0.2	0.2	0.2	0.4	0.2	0.5	0.2	0.1	0.1	0.2	0.2	0.6	0.2	0.8	0.8	0.3	NA	0.4	0.1	0.2	0.0	NA	NA	NA	NA	NA	0.1	NA	0.3	0.0	0.2	0.0	0.2	0.3	NA	0.5	0.4	0.6	0.3	NA	0.4	0.1	NA	0.3	0.4	0.5	NA	NA	NA	NA	NA	0.3	0.1	0.4	0.2	0.5	NA	0.0	0.0	0.5	0.3	0.0	0.1	0.0	0.4	0.3	0.6	0.2	0.5	0.3	NA	0.0	NA	NA	NA	0.2	0.3	0.3	0.1	0.4	0.2	NA	0.3	1.0	0.0	0.4	0.7	0.0	NA	0.4	0.7	0.5	NA	0.2	NA	NA	1.0	0.2	0.4	0.3	NA	1.0	NA	0.3	0.3	0.2	0.0	0.4	NA	0.2	0.4	NA	0.6	0.5	0.0	0.0	0.0	0.6	0.2	1.0	0.3	0.0	0.4	NA	0.0	0.3	0.3	0.1	0.3	0.0	0.2	1.0	0.0	NA	NA	0.4	0.5	NA	0.8	NA	NA	NA	NA
rn_cluster_30.txt	NA	0.6	0.1	NA	NA	NA	0.4	0.1	0.5	0.0	0.1	0.3	0.3	0.0	0.3	0.3	0.5	NA	NA	0.5	0.0	0.2	NA	0.0	NA	0.0	0.1	0.5	0.2	NA	0.8	NA	0.4	0.5	0.0	0.0	0.1	NA	0.2	0.7	0.5	0.4	0.3	0.2	0.3	NA	NA	NA	0.5	0.2	0.1	NA	NA	0.0	0.2	0.1	0.5	0.6	0.7	0.3	0.2	0.2	0.5	0.8	0.1	0.1	0.3	0.2	0.2	0.3	0.0	0.2	0.0	0.3	NA	0.5	0.8	0.2	0.3	NA	NA	1.0	0.7	0.0	0.3	NA	0.3	0.2	0.4	NA	0.5	NA	NA	0.3	0.3	0.4	0.0	NA	0.4	0.0	NA	0.7	0.1	0.2	NA	NA	NA	NA	NA	0.0	0.4	0.3	0.0	0.1	NA	0.0	1.0	0.5	0.2	0.3	0.3	0.0	0.5	0.3	0.4	0.3	0.4	0.2	0.3	0.2	NA	NA	NA	0.4	0.5	0.4	0.3	0.3	0.1	NA	0.5	NA	0.0	0.4	0.8	0.1	NA	0.3	0.7	0.0	NA	0.0	NA	NA	NA	0.7	0.3	0.0	NA	NA	NA	0.3	0.2	0.5	0.5	0.3	NA	0.3	0.1	NA	0.4	0.6	0.1	0.0	0.6	0.6	0.7	0.0	0.3	0.3	0.1	NA	0.5	0.4	0.3	0.6	1.0	0.3	0.5	NA	NA	NA	NA	0.3	0.3	NA	1.0	NA	NA	NA	NA
rn_cluster_31.txt	0.0	0.5	0.3	NA	NA	NA	0.3	0.2	0.2	1.0	0.4	0.5	0.6	0.0	0.0	0.2	0.4	NA	0.7	0.2	1.0	0.1	NA	0.0	NA	0.2	0.1	0.4	0.3	NA	0.7	NA	0.4	0.6	0.5	0.1	0.0	NA	0.1	0.0	0.0	0.3	0.2	0.4	0.1	NA	NA	NA	0.2	0.4	0.0	NA	0.0	0.3	0.2	0.5	0.0	0.3	0.3	0.1	0.2	0.1	0.3	0.5	0.3	0.2	0.6	0.4	0.2	0.4	0.0	0.4	0.4	0.3	NA	0.1	0.0	0.4	0.3	NA	NA	NA	0.0	0.0	0.0	NA	0.1	0.2	0.2	NA	0.2	0.0	NA	0.2	0.4	0.3	0.0	NA	0.4	0.7	NA	0.3	0.2	0.5	NA	NA	NA	NA	NA	0.0	0.3	0.1	0.6	0.6	NA	0.3	1.0	0.5	0.0	0.3	0.3	0.2	0.4	0.4	0.3	0.0	0.4	0.6	0.0	0.5	NA	NA	NA	0.4	0.4	0.3	0.3	0.5	0.3	NA	0.4	0.0	0.5	0.4	0.5	0.1	NA	0.3	0.0	0.0	NA	0.5	NA	NA	NA	0.0	1.0	NA	NA	NA	NA	0.1	0.4	0.0	NA	0.3	NA	0.4	0.2	NA	0.4	0.0	0.0	0.0	0.2	0.1	0.6	0.0	0.4	0.4	0.1	NA	0.0	0.5	0.3	0.4	0.0	0.2	0.2	NA	NA	NA	NA	0.5	0.7	NA	0.3	NA	NA	NA	NA
