# From /Users/Dany/Desktop/Temporal/conn_of_random_sets_v4.pl on Sun Feb 10 13:46:24 2019
# Using: /Users/Dany/Documents/Carmina/GU_art_2/v22/connectivity/regulons_by_conformation/random_regulons/
# Columns= GU
# Rows= Random set
	AcrR	Ada	AdiY	AgaR	AidB	AlaS-L-alanine	AllR-allantoin	AllS-allantoin	AlsR	AppY	AraC	AraC-arabinose	ArgP	ArgP-arginine	ArgR-L-arginine	ArsR	AscG	AsnC	AtoC-Phosphorylated	BCCP	BaeR-Phosphorylated	BasR-Phosphorylated	BetI	BirA-biotinyl-5-adenylate	BluR	BolA	BtsR-Phosphorylated	CadC	CaiF-L-carnitine	Cbl	CdaR	CecR	ChbR	ChbR-N-monoacetylchitobiose-6-phosphate	ComR	CpxR-Phosphorylated	Cra	CreB-Phosphorylated	CsgD	CsiR	CspA	CueR-Cu	CusR-Pasp	CynR	CynR-cyanate	CysB	CysB-O-acetyl-L-serine	CytR	Dan-L-tartrate	DcuR-Phosphorylated	DeoR	DhaR	DicA	DinJ-YafQ	DnaA-ATP	DpiA-Pasp	DsdC-D-serine	EbgR	EnvR	EnvY	EvgA-Phosphorylated	ExuR	ExuR-alpha-D-galacturonate	FabR	FadR	FadR-acyl-CoA	FeaR	FhlA-formate	FlhDC	FliZ	FucR-L-fuculose-1-P	Fur-Fe2	GadE	GadE-RcsB	GadW	GadX	GalR	GalR-beta-D-galactose	GalS	GalS-beta-D-galactose	GatR	GcvA	GlcC-glycolate	GlpR	GlrR-Pasp56	GntR	GutM	HU	HcaR	HcaR-HCA	HdfR	HigA	HigB-HigA	HipAB	HipB	HprR-Phosphorylated	HyfR	HypT-Met-oxidized	IclR-pyruvate	IdnR-5-ketogluconate	IlvY	IlvY-S-2-acetolactate	IscR	IscR-2Fe-2S	KdgR	KdpE-Phosphorylated	LacI	LeuO	LexA	LldR	LldR-S-lactate	LrhA	Lrp	Lrp-leucine	LsrR	LysR	MalI	MalT-maltotriose-ATP	MarA	MarR	MatA	MazE	MazE-MazF	McbR	MelR	MelR-melibiose	MetJ-adenosylmethionine	MetR	MetR-L-homocysteine	MhpR-3HPP	Mlc	MlrA	MngR	MntR-Mn2+	ModE-MoO42-	MprA	MqsA	MraZ	MurR	Nac	NadR	NagC	NanR	NarL-Phosphorylated	NarP-Phosphorylated	NemR	NhaR-Na+	NikR-Ni2+	NimR	NorR	NrdR-Zn2+	NsrR	NtrC-Phosphorylated	OmpR-Phosphorylated	OxyR	PaaX	PdeL	PdhR	PepA	PgrR	PhoB-Phosphorylated	PhoP-Phosphorylated	PrpR-2S3S-2-methylcitrate	PspF	PurR-hypoxanthine	PutA	PuuR	QseB-Phosphorylated	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB-BglJ	RcsB-Pasp56	RelB	RelB-RelE	RhaR-alpha-L-rhamnopyranose	RhaS	RhaS-alpha-L-rhamnopyranose	Rob	RstA-Phosphorylated	RtcR	RutR	SdiA	SgrR	SlyA	SoxR	SoxS	SrlR	StpA	SutR	TdcA	TdcR	TorR-Phosphorylated	TorR-TorI	TreR	TrpR-tryptophan	TyrR	TyrR-phenylalanine	TyrR-tyrosine	UhpA-Phosphorylated	UidR	UlaR	UvrY-Phosphorylated	UxuR	XapR-xanthosine	XylR-xylose	YdeO	YefM	YefM-YoeB	YeiL	YhaJ	YiaJ	YjjQ	YpdB-Phosphorylated	YqhC	YqjI	ZntR-Zn2	ZntR-Zn2+	ZraR-Phosphorylated	Zur-Zn2	Zur-Zn2+
rn_cluster_18.txt	0.0	0.1	0.0	NA	NA	NA	0.3	0.2	0.2	0.0	0.8	0.0	0.1	NA	0.4	0.0	0.3	0.3	0.2	NA	1.0	0.2	0.4	0.3	NA	0.0	NA	0.2	0.2	0.3	0.4	NA	0.0	0.2	NA	0.4	0.5	0.0	0.3	0.5	NA	0.1	0.0	NA	0.0	0.0	0.4	0.1	0.0	0.3	0.2	NA	NA	NA	0.2	0.1	0.2	NA	0.0	0.0	0.2	0.2	NA	0.6	0.4	NA	0.3	0.4	0.4	0.2	0.0	0.7	0.5	0.3	0.1	0.2	0.1	0.5	0.2	0.2	0.2	0.3	0.0	0.3	NA	0.2	0.6	0.1	NA	0.0	NA	NA	NA	0.3	0.0	0.1	NA	0.2	0.5	0.1	NA	NA	0.3	0.0	0.8	NA	0.4	0.1	0.5	0.3	0.0	NA	0.5	0.2	0.1	1.0	0.3	0.0	0.2	NA	NA	NA	NA	NA	0.0	0.0	0.1	0.0	0.0	0.3	0.0	NA	0.3	1.0	0.2	0.0	0.0	0.3	1.0	0.2	0.5	0.4	0.5	0.5	0.3	0.0	0.1	NA	NA	NA	0.3	0.6	0.3	0.3	0.2	0.5	NA	0.4	0.3	0.2	0.3	0.4	0.1	NA	0.4	0.0	0.2	NA	0.2	NA	NA	NA	0.8	0.7	0.1	NA	NA	NA	NA	0.0	0.6	0.0	0.0	0.3	NA	0.0	0.2	0.3	0.4	0.0	0.3	NA	0.4	0.2	0.5	NA	0.0	0.3	1.0	0.0	0.3	1.0	0.0	0.1	0.0	0.2	0.3	0.2	0.0	NA	NA	NA	NA	0.2	0.3	NA	0.7	NA	NA	NA	NA	NA	NA
rn_cluster_19.txt	0.5	0.5	0.0	NA	NA	NA	0.1	0.3	0.0	0.2	0.0	0.3	0.3	NA	0.4	0.0	0.0	0.0	0.2	NA	1.0	0.0	0.7	0.1	NA	0.2	NA	0.0	0.5	0.3	0.2	NA	0.2	0.2	NA	0.4	0.6	0.3	0.3	0.1	NA	0.6	0.3	NA	0.0	0.7	0.5	0.3	0.3	0.0	0.2	NA	NA	NA	0.1	0.1	0.0	NA	0.3	0.3	0.1	0.4	NA	0.0	0.4	NA	0.3	0.1	0.4	0.2	0.2	0.5	0.2	0.6	0.3	0.5	0.4	0.4	0.6	0.1	0.5	0.0	0.0	0.3	NA	0.6	0.2	0.4	NA	0.0	NA	NA	0.0	0.3	0.0	0.4	NA	0.1	0.2	0.0	NA	NA	0.3	0.3	0.0	NA	0.0	0.1	0.4	0.3	0.4	NA	0.5	0.6	0.3	NA	0.7	0.0	0.3	NA	NA	NA	NA	NA	0.2	0.0	0.2	0.0	0.0	0.1	0.3	NA	0.3	1.0	0.4	1.0	0.0	0.5	0.2	0.3	0.1	0.3	0.2	0.4	0.5	0.3	0.2	NA	NA	NA	0.1	0.3	0.3	0.3	0.4	0.2	NA	0.4	0.3	0.0	0.4	0.5	0.1	NA	0.3	1.0	0.5	NA	0.1	NA	NA	NA	0.0	0.5	0.0	NA	NA	NA	NA	0.0	0.5	0.0	0.7	0.3	NA	0.0	0.2	0.8	0.5	0.0	NA	0.0	0.6	0.6	0.2	NA	0.0	0.7	NA	0.0	0.4	NA	0.0	0.2	0.3	0.0	NA	0.2	0.2	NA	1.0	NA	NA	0.5	1.0	NA	1.0	NA	NA	NA	NA	NA	NA
rn_cluster_2.txt	0.0	0.1	0.1	NA	NA	NA	0.6	0.2	0.2	0.0	0.0	0.5	0.3	NA	0.4	0.3	0.7	0.0	0.3	NA	0.0	0.2	0.0	0.0	NA	0.3	1.0	0.2	0.3	0.1	0.1	NA	0.6	0.2	NA	0.2	0.5	0.0	0.0	0.3	NA	0.1	0.1	NA	0.0	0.5	0.3	0.3	0.0	0.4	0.2	NA	NA	NA	0.2	0.3	NA	NA	0.0	0.5	0.2	0.5	NA	0.4	0.4	NA	0.0	0.2	0.2	0.2	0.1	0.6	0.4	0.2	0.4	0.4	0.1	0.3	0.0	0.0	0.3	0.4	0.5	0.4	NA	0.2	0.3	0.2	NA	NA	NA	NA	NA	0.0	0.2	0.2	NA	0.2	0.3	0.6	NA	NA	0.6	0.3	0.0	NA	0.0	0.3	0.4	0.7	0.3	NA	0.4	0.3	0.2	NA	0.0	0.2	0.4	NA	NA	NA	NA	NA	0.3	0.5	0.7	0.0	0.5	0.2	0.1	NA	0.0	0.3	0.6	0.3	0.2	0.3	0.2	0.3	0.1	0.4	0.2	0.4	0.4	0.0	0.2	NA	NA	NA	0.1	0.5	0.5	0.2	0.3	0.4	NA	0.3	0.0	0.2	0.5	0.5	0.4	NA	0.8	1.0	0.3	NA	0.2	NA	NA	NA	0.2	NA	0.3	NA	NA	NA	NA	0.0	0.5	0.2	0.0	0.4	NA	0.0	0.4	0.1	0.4	0.0	0.5	0.0	0.3	0.5	0.2	NA	0.0	0.3	NA	0.0	0.1	NA	0.0	0.4	0.8	0.0	0.0	0.7	0.0	NA	NA	NA	NA	0.1	0.0	NA	0.0	NA	NA	NA	NA	NA	NA
rn_cluster_20.txt	0.0	0.4	0.3	NA	NA	NA	0.0	0.0	0.0	0.3	0.4	0.1	0.1	NA	0.3	0.5	0.3	0.0	0.1	NA	0.0	0.0	0.3	0.1	NA	0.8	NA	0.0	0.3	0.2	0.4	NA	0.4	0.0	NA	0.5	0.5	0.5	0.0	0.0	NA	0.3	0.4	NA	0.0	1.0	0.1	0.4	0.5	0.2	0.3	1.0	NA	NA	0.3	0.0	0.3	NA	0.0	0.0	0.0	0.3	NA	0.0	0.4	NA	0.3	0.3	0.3	0.1	0.1	0.6	0.5	0.0	0.0	0.2	0.5	0.2	0.4	0.2	0.8	0.2	0.4	0.4	NA	0.2	0.3	0.1	NA	0.0	NA	NA	1.0	0.7	0.5	0.3	NA	0.5	0.3	0.5	NA	NA	0.2	0.0	0.2	NA	0.5	0.3	0.4	0.0	NA	NA	0.4	0.2	0.3	NA	0.3	0.3	0.5	NA	NA	NA	1.0	NA	1.0	0.0	0.3	0.0	0.0	0.3	0.3	NA	0.0	0.3	0.2	0.4	0.0	0.3	0.0	0.6	0.5	0.4	0.2	0.4	0.2	0.7	0.3	NA	NA	NA	0.1	0.7	0.3	0.1	0.3	0.3	NA	0.6	0.2	0.3	0.4	0.6	0.2	NA	0.7	0.3	0.2	NA	0.0	NA	NA	NA	0.3	0.0	0.0	NA	1.0	NA	NA	0.3	0.4	0.4	0.0	0.4	NA	0.0	0.4	0.4	0.4	0.0	0.5	0.3	0.4	0.2	0.4	NA	NA	0.4	NA	0.3	0.2	NA	0.3	0.2	0.7	0.1	0.0	0.2	0.0	NA	NA	NA	NA	0.3	1.0	NA	0.0	1.0	NA	NA	NA	NA	NA
rn_cluster_21.txt	0.0	0.0	0.3	NA	0.7	NA	0.3	0.4	0.2	0.0	0.3	0.6	0.2	NA	0.4	0.0	0.5	0.0	0.2	NA	0.0	0.2	0.5	0.4	NA	0.3	NA	0.0	0.0	0.1	0.5	NA	0.3	0.4	NA	0.3	0.6	1.0	0.1	0.4	NA	0.0	0.0	NA	0.2	0.0	0.5	0.2	0.0	0.4	0.1	NA	NA	NA	0.2	0.6	0.0	NA	0.5	0.3	0.2	0.2	NA	0.0	0.5	NA	0.3	0.3	0.4	0.3	0.4	0.5	0.3	0.2	0.4	0.3	0.3	0.2	0.3	0.9	0.3	0.0	0.3	0.4	NA	0.4	0.3	0.1	NA	0.0	NA	NA	NA	0.7	0.5	0.1	NA	0.2	0.3	0.2	NA	NA	0.0	0.3	NA	NA	0.2	0.5	0.4	0.0	0.0	NA	0.4	0.2	0.5	NA	0.2	0.2	0.5	NA	NA	NA	1.0	NA	0.0	0.3	0.3	NA	0.3	0.3	0.2	NA	0.7	0.2	0.4	0.4	0.7	0.3	0.5	0.4	0.2	0.3	0.6	0.5	0.3	0.3	0.2	NA	NA	NA	0.0	0.5	0.5	0.2	0.5	0.2	NA	0.4	1.0	0.4	0.4	0.6	0.0	NA	0.5	0.0	0.2	NA	0.0	NA	NA	NA	0.0	0.0	0.0	NA	NA	NA	NA	0.5	0.1	0.0	0.0	0.2	NA	0.0	0.3	0.4	0.4	0.4	0.2	0.0	0.2	0.2	0.3	NA	0.2	0.3	NA	0.0	0.3	NA	0.3	0.3	0.3	0.2	0.3	0.2	0.5	NA	NA	NA	NA	0.3	0.4	NA	0.3	1.0	NA	NA	NA	NA	1.0
rn_cluster_22.txt	0.3	0.3	0.3	1.0	NA	NA	0.2	0.2	0.0	0.3	0.3	0.1	0.4	NA	0.3	0.3	0.3	0.0	0.4	NA	0.0	0.0	0.8	0.1	NA	0.3	NA	0.0	0.4	0.0	0.2	NA	0.0	0.4	NA	0.3	0.7	0.3	0.3	0.0	NA	0.5	0.0	NA	0.0	0.8	0.1	0.2	0.2	0.1	0.1	NA	NA	NA	0.2	0.2	0.0	NA	0.7	0.0	0.2	0.3	NA	0.6	0.5	NA	0.3	0.2	0.4	0.2	0.1	0.6	0.5	0.2	0.2	0.4	0.5	0.8	0.2	0.0	0.6	0.2	0.2	0.0	NA	0.1	0.4	0.0	NA	0.3	NA	NA	NA	0.3	0.2	0.7	NA	0.1	0.0	0.3	NA	NA	0.3	0.0	0.0	NA	0.3	0.4	0.3	1.0	0.0	NA	0.7	0.3	0.6	0.7	0.3	0.7	0.4	NA	NA	NA	NA	NA	0.0	0.3	0.3	0.0	0.3	0.1	0.2	NA	NA	0.0	0.5	0.4	0.7	0.1	0.2	0.5	0.4	0.4	0.2	0.6	0.5	0.3	0.2	NA	NA	NA	0.0	0.5	0.5	0.1	0.3	0.2	NA	0.5	0.0	0.3	0.5	0.5	0.5	NA	0.5	0.2	0.3	NA	0.2	NA	NA	NA	0.2	0.0	0.3	NA	NA	NA	NA	0.0	0.5	0.0	0.3	0.3	NA	0.2	0.1	0.2	0.6	0.2	0.2	0.3	0.1	0.2	0.5	NA	0.0	0.1	NA	0.2	0.2	NA	0.0	0.1	0.0	0.2	1.0	0.4	0.2	NA	NA	NA	NA	0.5	0.8	NA	0.3	NA	NA	NA	NA	NA	NA
rn_cluster_23.txt	0.0	0.5	0.1	NA	NA	NA	0.1	0.0	0.5	0.0	0.2	0.1	0.1	NA	0.6	0.0	0.3	0.0	0.2	NA	0.0	0.5	0.0	0.2	NA	0.0	NA	0.0	0.0	0.5	0.5	NA	0.2	0.1	NA	0.4	0.6	0.3	0.2	0.2	NA	0.4	0.4	NA	0.2	0.0	0.2	0.7	0.2	0.4	0.2	NA	NA	NA	0.3	0.5	0.5	NA	0.3	0.0	0.2	0.2	NA	0.2	0.2	NA	0.0	0.1	0.1	0.2	0.3	0.6	0.2	0.2	0.5	0.4	0.3	0.7	0.2	0.2	0.0	0.0	0.0	0.3	NA	0.1	0.2	0.3	NA	0.0	NA	NA	NA	0.7	0.2	0.2	NA	0.4	0.0	0.2	NA	NA	0.1	0.0	0.5	NA	0.5	0.5	0.6	0.0	0.3	NA	0.4	0.4	0.2	NA	0.3	0.1	0.3	NA	NA	NA	NA	NA	0.0	0.0	0.2	0.0	0.0	0.1	0.4	NA	0.4	0.0	0.4	0.0	0.3	0.4	0.0	0.2	0.1	0.4	0.3	0.6	0.3	0.5	0.6	NA	NA	NA	0.1	0.6	0.4	0.1	0.5	0.2	NA	0.4	0.2	0.5	0.4	0.6	0.0	NA	0.5	0.7	0.3	NA	0.3	NA	NA	NA	0.3	0.3	0.1	NA	NA	NA	NA	0.1	0.6	0.8	0.2	0.3	NA	0.0	0.1	0.2	0.4	0.2	0.2	1.0	0.3	0.5	0.1	NA	0.2	0.2	NA	0.0	0.1	NA	0.3	0.2	0.3	0.0	0.0	0.2	0.0	NA	NA	NA	NA	0.3	0.3	NA	0.0	NA	NA	NA	NA	NA	NA
rn_cluster_24.txt	0.0	0.1	0.3	NA	NA	1.0	0.8	0.2	0.5	0.3	0.0	0.6	0.3	NA	0.6	0.3	0.0	1.0	0.0	NA	0.3	0.2	0.8	0.4	NA	0.0	NA	0.5	0.5	0.1	0.1	NA	0.0	0.2	NA	0.5	0.6	0.3	0.3	0.6	NA	0.5	0.1	NA	0.2	0.5	0.3	0.6	0.5	0.1	0.5	NA	NA	NA	0.2	0.4	0.0	NA	NA	0.2	0.4	0.2	NA	0.4	0.3	NA	0.3	0.3	0.4	0.2	0.2	0.6	0.2	0.2	0.4	0.5	0.4	0.1	0.2	0.1	0.8	0.0	0.3	0.4	NA	0.6	0.7	0.3	NA	0.0	NA	NA	NA	0.0	0.3	0.0	NA	0.1	0.1	0.3	NA	NA	0.6	0.0	0.0	NA	0.0	0.2	0.4	0.3	0.0	NA	0.3	0.5	0.0	NA	0.0	0.0	0.5	NA	1.0	NA	NA	NA	0.5	0.0	0.3	1.0	NA	0.3	0.0	NA	0.0	0.2	0.5	0.0	0.3	0.2	0.2	0.1	0.3	0.3	0.3	0.4	0.3	0.3	0.1	NA	NA	NA	0.3	0.6	0.4	0.2	0.5	0.3	NA	0.4	0.3	0.0	0.5	0.5	0.1	NA	0.4	0.0	0.2	NA	0.8	NA	NA	NA	0.2	1.0	0.1	NA	NA	NA	NA	0.4	0.2	0.0	0.3	0.2	NA	0.4	0.3	0.2	0.6	0.3	0.0	NA	0.1	0.0	0.5	NA	0.0	0.2	NA	0.3	0.2	NA	0.0	0.1	0.0	0.4	0.3	0.5	0.0	NA	NA	NA	NA	0.4	0.3	NA	0.3	NA	NA	NA	NA	NA	NA
rn_cluster_25.txt	0.0	0.1	0.0	NA	NA	NA	0.3	0.2	0.0	0.7	0.2	0.5	0.3	NA	0.3	0.3	0.1	0.7	0.3	NA	0.0	0.5	0.8	0.1	NA	0.0	NA	0.2	0.1	0.2	0.4	NA	0.2	0.0	NA	0.4	0.5	0.0	0.5	0.0	NA	0.2	0.1	NA	0.0	0.0	0.3	0.3	0.5	0.4	0.2	NA	NA	NA	0.4	0.1	0.3	NA	0.0	NA	0.2	0.2	NA	0.0	0.5	NA	0.3	0.4	0.4	0.3	0.6	0.6	0.1	0.6	1.0	0.3	0.2	0.3	0.2	0.5	0.0	0.2	0.2	0.1	NA	0.0	0.2	0.0	NA	0.0	NA	NA	NA	0.0	0.0	0.1	NA	0.1	1.0	0.2	NA	NA	0.2	0.8	0.0	NA	0.0	0.4	0.5	0.0	0.3	NA	0.6	0.5	0.3	NA	0.3	0.2	0.3	NA	NA	1.0	NA	NA	0.0	0.0	0.2	0.5	0.0	0.6	0.0	NA	0.0	0.0	0.5	0.0	0.0	0.3	0.0	0.3	0.1	0.4	0.4	0.5	0.4	0.2	0.2	NA	NA	NA	0.2	0.6	0.4	0.2	0.3	0.3	NA	0.5	0.2	0.7	0.5	0.4	0.5	NA	0.4	0.3	0.3	NA	0.1	NA	NA	NA	0.2	0.5	0.0	NA	NA	NA	NA	0.0	0.2	0.0	0.3	0.6	NA	0.2	0.2	0.2	0.4	0.2	0.0	0.0	0.5	0.1	0.1	NA	0.7	0.4	NA	0.7	0.2	NA	0.0	0.3	0.7	0.0	0.3	0.5	0.2	NA	NA	NA	NA	0.3	0.2	NA	0.3	NA	NA	NA	NA	NA	NA
rn_cluster_26.txt	0.3	0.4	0.6	NA	NA	NA	0.2	0.5	0.2	0.0	0.0	0.5	0.3	NA	0.2	0.0	0.8	0.3	0.0	NA	0.3	0.2	0.0	0.5	NA	0.3	NA	0.0	0.3	0.3	0.2	NA	0.0	0.0	NA	0.4	0.6	0.0	0.0	0.1	NA	0.3	0.0	NA	0.4	1.0	0.5	0.2	0.0	0.2	0.1	NA	NA	NA	0.2	0.2	0.0	NA	0.2	0.0	0.3	0.4	NA	0.5	0.3	NA	0.3	0.1	0.4	0.2	0.1	0.6	0.2	0.4	0.3	0.2	0.3	0.0	0.2	0.4	0.4	0.0	0.1	0.2	NA	0.1	0.0	0.7	NA	0.0	NA	NA	NA	0.3	0.8	0.0	NA	0.1	0.0	0.6	NA	NA	0.5	0.5	0.0	NA	0.2	0.4	0.2	0.3	NA	NA	0.6	0.2	0.1	NA	0.0	0.6	0.2	NA	NA	NA	NA	NA	0.7	0.0	0.2	0.5	0.0	0.5	0.1	NA	0.0	0.0	0.5	0.3	0.3	0.3	0.6	0.1	0.3	0.2	0.2	0.5	0.3	0.3	0.1	NA	NA	NA	0.6	0.4	0.3	0.2	0.2	0.4	NA	0.4	0.1	0.0	0.4	0.6	0.8	NA	0.3	0.0	0.2	NA	0.2	NA	NA	NA	0.5	0.0	0.3	NA	NA	NA	NA	0.3	0.3	0.0	0.0	0.3	NA	0.2	0.3	0.1	0.5	0.3	0.1	1.0	0.2	0.4	0.0	1.0	0.0	0.4	NA	1.0	0.2	NA	0.3	0.2	0.2	0.1	0.3	0.2	0.3	NA	NA	NA	NA	0.1	0.3	NA	0.3	NA	NA	NA	NA	NA	NA
rn_cluster_27.txt	0.0	0.2	0.1	NA	NA	NA	0.3	0.2	0.2	0.1	0.2	0.4	0.4	NA	0.1	NA	0.0	0.5	0.3	NA	0.0	0.5	0.0	0.4	NA	0.0	NA	0.3	0.2	0.1	0.1	NA	0.5	0.5	NA	0.4	0.6	0.3	0.4	0.4	NA	0.1	0.1	NA	0.4	0.3	0.4	0.2	0.3	0.4	0.4	NA	NA	NA	0.1	0.2	0.0	NA	0.0	0.3	0.3	0.4	NA	0.0	0.5	NA	0.3	0.2	0.3	0.4	0.1	0.7	0.3	0.1	0.1	0.5	0.0	0.1	0.5	0.2	0.3	0.2	0.0	0.3	NA	0.2	0.2	0.5	NA	0.0	NA	NA	NA	0.2	0.0	0.2	NA	0.2	0.3	0.5	NA	NA	0.3	0.0	1.0	NA	0.0	0.0	0.3	0.3	0.3	NA	0.6	0.3	0.0	NA	0.7	0.3	0.5	NA	NA	NA	NA	NA	0.0	0.0	0.2	0.5	0.0	0.0	0.5	NA	0.0	0.0	0.4	0.3	0.0	0.4	0.5	0.1	0.8	0.5	0.4	0.6	0.5	0.0	0.1	NA	0.0	NA	0.0	0.5	0.5	0.1	0.3	0.2	NA	0.5	1.0	0.3	0.3	0.4	0.0	NA	0.6	0.0	0.4	NA	0.1	NA	NA	NA	0.3	0.0	0.3	NA	NA	NA	NA	0.0	0.6	0.0	0.0	0.1	NA	0.2	0.4	0.1	0.4	0.8	0.0	0.0	0.3	0.1	0.0	NA	1.0	0.2	NA	0.3	0.3	NA	0.5	0.3	0.0	0.1	0.0	0.3	0.5	NA	NA	NA	NA	0.1	0.8	NA	0.0	NA	NA	NA	NA	NA	NA
rn_cluster_28.txt	0.0	0.0	0.0	NA	NA	NA	0.7	0.2	0.0	0.3	0.2	0.1	0.5	NA	0.3	0.0	0.0	0.0	0.6	NA	0.0	0.2	0.3	0.1	NA	0.2	NA	0.2	0.4	0.2	0.4	NA	0.0	0.5	NA	0.5	0.7	NA	0.2	0.4	NA	0.4	0.5	NA	0.0	0.3	0.2	0.2	0.0	0.0	0.4	NA	NA	NA	0.4	0.4	0.3	NA	0.3	0.3	0.1	0.5	NA	0.0	0.5	NA	NA	0.3	0.5	0.2	0.2	0.6	0.3	0.2	0.5	0.3	0.4	0.1	0.3	0.0	0.0	0.7	0.5	0.2	NA	0.2	0.2	0.3	NA	1.0	NA	NA	NA	0.0	1.0	0.1	NA	0.5	0.3	0.1	NA	NA	0.4	0.0	0.0	NA	0.5	0.4	0.4	0.5	0.4	NA	0.4	0.4	0.4	NA	0.0	0.1	0.4	NA	NA	NA	NA	NA	1.0	0.3	0.2	1.0	0.0	0.1	0.3	NA	0.0	0.0	0.2	0.5	0.7	0.1	0.2	0.2	0.2	0.2	0.2	0.5	0.5	0.7	0.2	NA	NA	NA	0.0	0.4	0.5	0.2	0.5	0.1	NA	0.5	NA	0.2	0.3	0.4	0.2	NA	0.4	0.3	0.1	NA	0.3	1.0	NA	NA	0.0	0.3	0.2	NA	NA	NA	NA	0.5	0.4	0.8	0.0	0.1	NA	0.3	0.2	0.4	0.4	0.5	0.2	0.1	0.1	0.5	0.4	NA	0.3	0.2	NA	0.3	0.2	NA	0.7	0.6	0.0	0.1	0.3	0.0	0.0	NA	NA	NA	NA	0.4	0.3	NA	0.3	NA	NA	NA	NA	NA	NA
rn_cluster_29.txt	0.0	0.1	0.2	NA	NA	NA	0.1	0.0	0.8	0.0	0.5	0.1	0.2	NA	0.4	0.0	0.0	0.2	0.5	NA	0.3	0.4	0.1	0.2	NA	0.2	NA	0.6	0.0	0.1	0.6	NA	0.0	0.0	NA	0.3	0.5	0.0	0.2	0.7	NA	0.0	0.6	NA	0.5	0.0	0.2	0.2	0.2	0.5	0.0	NA	NA	NA	0.0	0.1	0.0	NA	0.0	0.7	0.2	0.3	NA	0.0	0.1	NA	0.0	0.1	0.4	0.4	0.4	0.5	0.3	0.5	0.3	0.4	0.2	0.1	0.2	0.2	0.0	0.8	0.8	0.1	NA	0.4	0.3	0.2	NA	0.3	NA	NA	NA	0.7	0.5	0.0	NA	0.1	0.0	0.2	NA	NA	0.1	0.0	0.0	NA	0.3	0.4	0.3	0.0	0.0	NA	0.5	0.4	0.1	NA	0.3	0.1	0.3	NA	NA	NA	NA	NA	0.0	0.3	0.2	0.0	0.0	0.2	0.1	NA	0.0	0.3	0.4	0.2	0.0	0.1	0.2	0.3	0.5	0.3	0.6	0.5	0.4	0.0	0.0	NA	NA	NA	0.3	0.3	0.2	0.4	0.4	0.1	NA	0.4	0.2	0.3	0.3	0.5	0.1	NA	0.6	0.2	0.4	NA	0.5	NA	NA	NA	0.4	0.3	0.6	NA	NA	NA	NA	0.5	0.2	0.4	1.0	0.2	NA	0.5	0.2	0.2	0.3	0.3	0.6	NA	0.3	0.3	0.1	NA	0.3	0.2	NA	0.3	0.2	NA	0.0	0.5	0.0	0.4	0.0	0.6	0.2	NA	NA	NA	NA	0.2	0.3	NA	0.0	NA	NA	NA	NA	NA	NA
rn_cluster_3.txt	0.0	0.0	0.3	NA	NA	NA	0.1	0.6	0.2	0.5	0.2	0.2	0.4	NA	0.4	0.7	0.3	0.0	0.2	NA	0.0	0.1	0.2	0.5	NA	0.0	NA	0.5	0.0	0.0	0.2	NA	0.4	0.2	NA	0.2	0.6	0.0	0.5	0.3	NA	0.2	0.0	NA	0.0	0.0	0.4	0.2	0.5	0.1	0.5	NA	NA	NA	0.2	0.4	0.3	NA	0.0	0.3	0.7	0.0	NA	0.6	0.3	NA	0.0	0.1	0.5	0.2	0.3	0.6	0.3	0.4	0.1	0.3	0.2	0.1	0.2	0.2	0.2	0.0	0.1	0.1	NA	0.3	0.3	0.4	NA	0.0	NA	NA	NA	0.0	0.6	0.1	NA	0.5	0.2	0.2	NA	NA	0.5	1.0	0.0	NA	0.2	0.2	0.3	0.3	0.3	NA	0.4	0.4	0.1	NA	0.2	0.4	0.4	NA	NA	NA	NA	NA	0.0	0.0	0.1	0.5	0.3	0.2	0.2	NA	0.0	0.3	0.5	0.2	0.0	0.3	0.0	0.1	0.0	0.4	0.1	0.6	0.3	0.0	0.4	NA	NA	NA	0.0	0.5	0.5	0.4	0.3	0.0	NA	0.6	0.3	0.3	0.4	0.5	0.1	NA	0.4	0.8	0.3	NA	0.1	NA	NA	NA	0.1	0.3	0.4	NA	NA	NA	NA	0.5	0.6	0.5	0.5	0.3	NA	0.2	0.2	0.1	0.4	0.0	0.5	0.3	0.6	0.4	0.4	NA	0.0	0.1	NA	0.3	0.2	NA	0.3	0.2	0.5	0.2	0.0	0.4	0.3	NA	NA	NA	NA	0.1	0.3	NA	0.0	NA	NA	NA	NA	NA	NA
