#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	obgE//queD//csiD//nlpE//
GO_0000270_7	kdgK//arcB//malS//ybgP//sdhC//rclC//mgsA//fryC//gsiC//arnD//ssuB//ykgO//rutE//fadA//ycgV//ybbY//yicJ//astB//cstA//panC//chaA//hmp//ybeY//moaE//osmF//nth//pyrC//fdhF//gshA//lsrB//dauA//ybiA//oxc//aslB//yfaU//rplQ//nanA//hdeA//dppF//tcyN//ydjJ//insI3//udk//ddpX//atpH//elaD//rpoE//bssR//rimK//insI4//frc//yobF//pta//ftsY//udp//smrA//rffH//ibsA//mug//flgE//nrfE//speD//uhpB//
GO_0000271_6	rimO//norR//lsrB//dfp//frc//dgoD//fepG//yihW//yneE//yccX//tatA//pyrC//trpS//mntP//ilvA//aroE//lptE//rutG//elaA//ycdY//dtpB//ybgI//yfbU//rayT//torC//fryA//ftsN//hlyE//lptG//ycaO//arnA//ybcQ//fadJ//tnaA//secD//amyA//manZ//ygbN//phoB//rlmF//yjcO//dapD//srkA//aceA//msrA//mepA//bsmA//phr//lpxM//mqsR//
GO_0000272_6	mdtM//narX//yjhC//ssuD//ybdM//paaF//
GO_0000302_5	aroA//treF//gutM//mdtJ//proX//fklB//aaeA//nrfA//glk//yghW//nagK//metK//ynfE//araC//yedA//trpR//thiG//cyoC//selU//ybbY//hyfR//mhpC//mutM//msrC//yhhZ//mfd//gntP//sucB//waaQ//dbpA//pheA//
GO_0000303_6	hdeD//tdh//
GO_0000305_5	oppA//rpsR//napB//
GO_0000372_11	yadI//
GO_0000375_9	feaR//
GO_0000376_10	nanR//
GO_0000413_9	fadE//tldD//yebS//tldD//yedA//opgB//yeiE//rstB//
GO_0000451_7	kdsD//prpB//bssS//rsfS//ygcW//
GO_0000453_8	tpiA//lysO//acs//yjbG//araE//
GO_0000455_9	yfcQ//fbp//menA//mtnN//purN//fdhE//gyrB//
GO_0000462_11	hsdR//fecA//
GO_0000469_8	cyoA//
GO_0000470_10	perR//
GO_0000478_9	tdcB//
GO_0000715_6	guaA//
GO_0000716_7	barA//
GO_0000724_8	ddlB//
GO_0000725_7	fumB//slmA//yggF//yegV//flgB//ygiB//
GO_0000726_7	tmk//
GO_0000731_7	yiaJ//fryC//ccmG//fumA//rimO//feaB//cynX//
GO_0000737_7	wcaC//
GO_0000738_7	mcrB//cyoA//lysC//
GO_0000746_4	glmU//
GO_0000820_7	glnD//
GO_0000902_5	abpB//
GO_0000910_4	infC//zur//hybC//luxS//pinE//manY//tcyJ//eco//yihT//ycjR//narU//kch//acrE//yobF//yfeR//caiB//rpsO//chpB//
GO_0000917_6	minC//osmY//topA//yfjR//ilvL//
GO_0000918_6	rcsD//gadX//uhpB//ygbL//
GO_0000920_3	yedL//lolE//eptA//rlmE//nanA//
GO_0000921_6	ybjL//
GO_0000966_8	yidQ//alsE//yphD//chaC//
GO_0000967_10	rna//mnaT//cysG//
GO_0001101_4	pyrF//alsK//pgi//deoC//gmd//recJ//mrcA//yjjV//nusG//bioD//umpG//pyrD//envR//yedF//hemE//rnlA//mnmG//epmA//yegT//rpsB//yjiA//ugpE//metQ//baeR//fetB//nlpE//
GO_0001121_7	arcA//dnaB//
GO_0001123_8	plsC//
GO_0001124_8	kduI//
GO_0001407_7	yraN//yoaB//minC//gntR//
GO_0001505_4	radA//lldR//murA//caiB//rlmN//nudG//chbG//ygaZ//nanA//feoC//gloA//yejE//hofQ//citC//alaA//narL//
GO_0001510_5	purU//frwD//alaS//nrdG//patZ//yfdS//bamE//lptA//pfkA//waaB//tauD//ppiA//rssB//rlmA//lsrD//ynaI//treR//fdx//trmD//rclR//norR//tatB//gntP//tnaC//dgcM//fieF//yqiG//yeiL//pgpB//dtpC//sdhA//priC//acrZ//tmk//glpX//waaZ//aroA//yjiA//ubiF//yrdA//
GO_0001514_8	cas2//
GO_0001522_7	yaaJ//glxK//glcC//sgcB//glnP//hisF//panB//tatA//mazG//luxS//satP//tsaD//rclC//
GO_0001539_4	trmJ//ldrB//ydjL//rpsM//yecS//cheY//btuB//dps//spy//yhdH//tadA//agaW//macB//rplA//lpxK//yehT//hcaF//narJ//glcE//nikR//sgcC//rpnD//ydeT//fdhF//waaA//yjjU//cyoE//ycdY//ydjH//nrfC//putP//
GO_0001558_5	insA-1//mtlR//gpt//yejF//cyoB//ispH//ftsN//kefC//
GO_0001561_6	phnP//
GO_0001666_4	fhuC//
GO_0001676_6	yciE//wecA//yhjV//
GO_0001680_11	napF//
GO_0001682_11	thiM//
GO_0001731_7	sdhC//
GO_0001762_6	oppD//
GO_0001887_4	ilvN//envC//hmp//
GO_0001896_5	casB//manZ//helD//yejF//
GO_0001907_5	envC//ampE//sulA//hemB//
GO_0001932_8	rhtA//yidH//
GO_0001934_9	msrA//
GO_0002047_6	ymdB//bluF//
GO_0002097_8	ubiJ//atpG//ilvL//garL//glcC//hisC//glpA//polA//lasT//ampG//erpA//mzrA//yehD//ygfA//ynbB//mgsA//yqeA//ybdH//appB//
GO_0002098_9	hemC//mdtL//aspS//rcdA//narK//ykfM//envY//ybjN//ybcQ//ybdZ//yqgF//lptB//rfaQ//
GO_0002099_9	guaB//bdcR//
GO_0002100_9	hemE//
GO_0002101_9	idi//hcp//
GO_0002128_7	sapF//napB//ptrA//sfsB//
GO_0002130_8	kdgK//
GO_0002131_9	yiaU//
GO_0002132_9	rplB//
GO_0002136_10	yqaB//
GO_0002143_9	ilvB//nuoF//yfcP//elfG//ytfP//cysN//
GO_0002181_7	trmD//kefF//
GO_0002183_5	yjhH//
GO_0002184_8	tnaB//
GO_0002188_6	yjhG//
GO_0002190_6	ydhQ//
GO_0002192_8	cfa//
GO_0002252_3	nuoI//mutT//glgS//intQ//dsdA//lpoB//wrbA//cmoB//ykfI//rlmL//
GO_0002790_6	ghoT//mdtB//spoT//kdpB//sufB//mdtK//hyfA//
GO_0002937_9	opgH//
GO_0002938_8	dsdC//
GO_0002939_7	rssA//
GO_0002943_8	cysI//
GO_0002949_8	paaE//yraR//lgoD//serS//
GO_0003333_7	torD//ybdZ//gmd//prmB//nfi//thiD//ibpB//cbpM//alaE//tsaD//hemG//dgkA//pspG//rfaH//accB//pgl//torI//grpE//yegV//treR//mglC//cdgI//waaH//yobF//dnaN//rarD//malG//mnmE//rpmB//dgkA//rpoS//lptF//yccX//yehY//yieE//add//aldB//ttdA//yjiY//yhdZ//bdcA//bglF//yddG//insH-6//rclR//opgE//ymjB//rraB//rbsK//
GO_0005975_4	ydhQ//cobU//lpxL//wecA//aceK//mpaA//trmI//sgcE//ttdA//ybhS//mscM//galE//cysI//phnC//yahD//mscK//yciA//cpsG//yfeO//rsmG//dicA//pnp//dppB//flgH//pgaA//nuoE//yojI//osmC//era//scpB//glpK//lldP//lptA//acrB//ttdA//ybaQ//ycjU//dsbB//alsB//rnr//opgB//dsdX//yciH//tolQ//agaA//rusA//ydeP//hemA//crl//hxpA//lldP//yieE//rpmF//ybaO//nikC//bssR//secE//qseB//wecA//ogrK//ulaG//pinQ//malK//mltB//gpp//ybcL//cas2//tilS//nlpA//pstS//hxpA//appB//feaR//csiR//ydfD//nfi//citT//rpmF//fadR//nanA//yfaL//chaA//ligB//pyrF//hsrA//arsC//treF//mtr//ycfL//rhtC//sapD//araB//dusB//tesB//gadB//yicJ//trg//dadA//hyfA//ptrA//gltB//ligB//puuR//codB//fixB//trxC//fucK//ascF//rmf//kefC//pgaA//yihW//glrK//waaS//hycH//tusC//ybaL//kefC//sbp//mscK//dcyD//narK//rplK//yjbE//mgtA//mepA//prmB//cynX//dppF//metN//gyrB//acrD//erpA//yjfP//scpB//cptB//atpC//spoT//yebC//yaaA//mdtL//pyrE//casE//fis//menD//pdxH//queA//ynfL//waaA//scpC//rhtC//tusE//yciV//ftnA//ygbI//rplE//queG//lgoT//dicA//sufC//ada//alaA//leuA//rcdA//norW//yfcF//ligA//metB//sfmC//uxaB//yihQ//yafC//rfbD//rpnB//galT//decR//ygbL//sgcX//dnaB//ybhF//tolR//trpE//bamC//tdcB//yojI//udk//mhpB//coaE//tqsA//pphB//yehU//rbn//rzoR//yqeG//flgF//ybiA//lipA//pmbA//spoT//abgB//yjhP//sodB//uvrC//lspA//melB//ftsE//paaX//gutQ//hyfC//alsC//yqcC//narL//glyA//dsdA//glpC//rfe//ispB//yhjB//acrZ//kdpE//rssB//rlmJ//citE//ispU//bacA//umpH//atpH//thiD//yoaA//yebQ//lhr//fbp//tauC//bioC//tktA//chbB//yoeB//trmB//secM//proA//rimP//insH-5//rpsL//pldB//ybdZ//panE//dgoD//rhsD//apaH//trkH//frr//zntA//dcuD//yigB//
GO_0005976_5	sgcC//rcsA//yajD//dicB//holA//manA//ftsB//hscA//sdhC//insI-2//mgsA//mepM//ymdB//ansA//frvA//edd//rpnC//rnlA//polB//lipA//pepN//glpA//folX//yhdJ//trmA//preA//rlmD//gloB//panE//rbn//feoC//fdrA//lon//ilvL//ptsN//gudX//cysE//insB-4//mhpT//yihX//phnH//rbsC//tbpA//ydiR//crp//yejB//lolE//mepS//mraZ//fucI//rluA//cheR//hslJ//waaP//yggN//potI//hslR//cmtA//codA//
GO_0005977_6	dgcZ//asmA//nlpE//puuE//cobC//galM//sgcX//tsaE//
GO_0005978_7	narQ//ispH//sufA//rffC//
GO_0005979_8	tcyL//
GO_0005980_7	norV//yejA//upp//
GO_0005981_7	rnt//
GO_0005984_5	yahO//alpA//glvC//ffh//garK//mgtL//fliD//yohC//yicJ//prpC//alpA//
GO_0005985_6	seqA//
GO_0005986_7	mlaC//
GO_0005988_6	dhaM//lldR//
GO_0005990_7	pepB//fucP//
GO_0005991_6	tehB//yadC//allD//insI1//fhuB//
GO_0005992_7	rpsT//ytfT//
GO_0005993_7	cusC//mltA//tisB//
GO_0005994_6	yqcG//
GO_0005995_7	nhaR//
GO_0005996_4	yfaL//uhpC//clpA//sppA//der//hdeB//panD//hflX//yafO//dcuS//sgrR//ebgR//yeeJ//afuB//mlaC//yafN//bdcR//fabD//potG//yqiH//ulaD//ribC//hyaA//intZ//kgtP//ycbV//frwD//yagG//mhpC//yebG//atoC//kdpD//rnt//dgoA//fadJ//rbsR//clpA//purL//rfbD//rpsB//yegD//narK//borD//tnaB//hybG//zntR//yddA//glcE//rluA//murB//mnmG//ydeM//greB//ilvM//dgcF//aceA//yehW//lptG//dctA//zraS//pgi//puuD//yoeE//hypB//araH//wza//ygcW//yhdX//sfsA//lysU//rplI//mlaD//citX//sgbE//gpp//arnF//intS//fdhE//ampG//putP//rplO//insI-2//
GO_0005997_6	pphB//
GO_0005998_7	flhE//
GO_0006000_6	queF//agaI//recC//
GO_0006001_7	thiI//znuC//
GO_0006002_5	rplD//araF//uxuR//
GO_0006004_6	tsaC//yihW//holC//acrZ//gpr//mlaD//
GO_0006006_6	flgB//thiQ//ytfQ//hcaC//pdxB//hypA//lldP//dgoD//gntP//mlaE//rpsR//ompW//yiiM//yjhI//hofM//btuD//rsmD//nuoE//rnr//yhjR//thrB//yehY//mdtB//
GO_0006007_7	yccA//yggW//sgcE//
GO_0006011_5	yhhZ//
GO_0006012_6	cirA//hha//dinJ//yagJ//yahN//recD//alkA//yaaA//betA//
GO_0006013_6	prpR//fkpB//
GO_0006014_6	hybC//mltA//hisH//
GO_0006015_7	mdtC//ushA//
GO_0006020_5	insB-4//
GO_0006022_5	thiM//yhdJ//opgH//aceB//rplK//bioC//yheT//mgrB//mmuP//yjiR//abgA//relA//kdgK//narI//aroD//alaS//wzyE//sdaA//dsbD//yiaL//ygeA//marR//ldtD//rpsT//nikE//cysU//feoC//glpA//umuC//cysC//fepB//ibsD//ybjC//accC//purA//ilvA//fabA//glnD//tar//fumC//bipA//arfA//hisQ//rutC//rhlE//fdnH//ushA//murC//yhhT//hrsA//pppA//yahK//gspF//ada//yidZ//acpP//ttdA//hybC//phnO//menD//ybjD//ettA//ihfA//
GO_0006023_6	ribA//yjhH//ygdG//btuB//dinQ//hybE//ycdY//pheT//glmU//potI//fkpA//tpx//ycdY//frmA//zraR//umuD//zwf//ssb//ascF//mdh//nagD//yceD//ibsB//rzoR//hdfR//mqsR//clcA//yjtD//yiaA//codB//trmH//argB//yihP//hdeB//ccmH//mlaF//fabI//yceK//tadA//
GO_0006024_7	rapA//sbmA//ibpA//btuC//lolA//gpt//dcuR//ybdH//elaA//pspC//kduD//mltA//ansB//fabD//ynjD//yajD//msrQ//fdhF//sspB//puuR//pgm//yphD//ssb//mreD//yghG//agaV//frwB//feaR//elfC//udk//dapA//hokE//mtlD//ybbW//coaE//queA//yhbS//gldA//yejA//
GO_0006026_6	glnB//yggF//dbpA//murD//nemA//dcyD//dtpD//fimE//tauD//idnT//
GO_0006027_7	nhaA//metB//sapA//fabA//ubiG//trkG//rcnB//uxaC//rfaG//frmA//
GO_0006040_5	pitB//cpoB//ribE//artP//yddA//fadR//yhaC//ibaG//argA//fepA//lon//rpsG//eutA//phoE//ycjY//yjhB//gltK//
GO_0006044_7	ulaA//ruvA//ydcR//ileS//yadI//
GO_0006046_8	yraJ//frdC//ldrA//lsrD//
GO_0006047_5	lsrA//degQ//moaD//recC//asnS//eutB//mocA//
GO_0006048_6	betI//groS//mazF//add//argS//arnT//
GO_0006050_6	uhpB//
GO_0006051_7	hldE//
GO_0006053_8	puuB//
GO_0006054_6	frlB//ycjY//aspA//acrE//cyoB//argK//xylA//
GO_0006056_6	ymfA//
GO_0006057_7	pyrB//
GO_0006059_6	garD//yciA//ubiA//wza//
GO_0006060_7	ftsY//
GO_0006062_8	ugpA//
GO_0006063_5	ruvA//obgE//yfjR//setC//prlC//fes//glpT//yqjI//csgF//
GO_0006064_6	mazF//yjiX//miaB//ynbC//rplQ//hofP//
GO_0006066_4	copA//iscR//aroB//ybbW//murJ//idnO//gdhA//fkpB//bsmA//purA//rluF//yjhG//ilvM//pyrC//htrE//frmR//cutA//ynhF//dhaM//ftsA//cusF//hisH//cyoA//tsaD//eutK//yiiM//yiaU//mnmG//yjfP//cspE//kefG//gpmA//
GO_0006067_6	sixA//garP//cmtA//
GO_0006071_6	plaP//pinQ//panC//hcaR//scpC//potE//rcsB//
GO_0006072_6	yphF//gpmA//leuE//sufS//nlpE//
GO_0006073_6	cusF//rplA//glrR//rhmR//rpsS//yoaA//agaS//ampD//potG//hrsA//ybcJ//kefG//yqaB//fadJ//mdoD//nanT//fabB//ybhS//serC//lnt//
GO_0006081_4	ygiV//cnu//sfmA//rsfS//yeeA//waaH//ykgF//msrC//citG//btuR//yaaY//yifB//adiA//ade//mgrB//minE//yohD//ybjI//ybdG//rpoD//blr//cyaA//sixA//ygfX//folP//thrL//nadA//metE//ridA//rsmD//rbsA//gabD//metQ//trmB//ftsA//cpsG//fklB//nanA//sugE//metN//entC//yiaN//tesB//rnc//def//aroA//hyaB//rlmH//torS//sgcC//argD//hha//ahr//hrsA//yraI//ibsD//adeQ//pncB//gppA//dsdA//livK//fadA//amiA//cysE//gldA//potF//basS//
GO_0006082_4	dhaK//dxs//ybeQ//amiB//ais//pflC//atpD//yjfF//ghxQ//xylF//atpH//yejF//yejE//puuB//ybiT//glpG//coaD//hypA//rapZ//mepM//gabT//pitA//yidQ//btuE//envC//cspI//pheA//yhaJ//lyxK//ubiI//macA//hns//tamB//nlpA//cca//mdtN//tmcA//rfaF//ybdZ//rfaG//ybaT//hemF//agp//envZ//mtfA//ghrB//fliS//galP//mdoD//dnaX//paaC//sgcX//proA//nuoL//efeO//ydfK//fepD//yiaU//ytfR//umpG//pdhR//ytfT//leuE//lsrG//deoC//rzpD//lolE//pppA//abgR//pitA//sanA//citT//yijO//wcaC//nfsB//ychH//yoaA//mhpT//ftp//rplN//pheS//araC//udp//rseB//intA//tolA//acrZ//truC//fetA//pinQ//fliL//nagB//rsuA//yihP//nupX//tusE//ydjH//rpsI//cdaR//ypdF//ybjC//sbcB//rplK//pgpA//nth//tsr//dppD//pepA//ydjM//malZ//degQ//gatC//cdsA//prlC//flhD//nfsB//trkH//sdhE//xisR//ybjI//yegT//pspA//intF//rfe//dppC//umpH//djlC//eamB//gapC//mdtB//nhaR//caiF//mrcA//lysS//cheB//nikC//arnF//wzzB//hslJ//rimO//rplJ//yrbG//rep//paaJ//cydA//manA//purB//hcaR//mltD//lgoT//galP//citE//ygeV//uspF//plsB//rpnC//flgM//fhlA//elaA//cpsG//mdtA//mdtF//hslO//groL//arnF//yihV//hemD//yegS//cheY//alaA//serB//lpxM//yhgF//flhE//hycA//ubiC//atpG//rlmG//ydcP//yiaT//ybjC//trmH//pgaB//ybhF//entF//phoQ//norV//nrdD//srlA//gpr//ddpX//ackA//fruB//pbpC//hpf//yadN//yciH//narW//xapB//wzb//gadC//argB//tsaC//luxS//ybiV//ydhQ//xanQ//cmk//cusB//csrA//putA//ygfX//dcuC//xdhB//yhcF//hdfR//glcB//csgE//mioC//dxs//rhsD//uraA//sstT//yobA//cysI//ibpB//pbpG//abpA//moaD//radD//caiE//ssuA//srlB//dgoK//yjtD//rbbA//carA//ydhJ//mdh//yebS//ortT//uvrA//prkB//pgk//gcl//frwD//rpnD//crfC//preA//ogrK//rfaC//lptG//treF//pepA//recB//hipA//pgk//cas2//napC//sppA//lgt//ydbD//ampH//ybdO//exbB//thrS//ribA//gatA//adhP//yggF//yieE//chaA//sseA//yfiR//malZ//glpR//purN//clcA//mhpB//emrY//mraY//adhP//yhhY//ycgV//rppH//epmC//trmH//gudD//alsA//mltB//frmA//umuC//psuT//qorA//alsE//tatA//prs//mutS//btuR//chbC//rayT//cheZ//surE//cfa//mrdA//rplS//ccmG//ftsY//creC//frr//rpsI//pitB//nadD//yeaD//mprA//fhuF//umpG//glsA1//yfbS//qseB//rnpA//metK//argG//idi//rng//ulaD//sgcX//rpoE//ygfX//ppiD//kdgT//arnF//atoS//aceA//waaY//nrfC//rpsK//artJ//amtB//parE//murB//rpsK//ydjE//murG//ompG//soxR//cbeA//xthA//galM//ydeT//nrdA//rutB//ppx//cobC//yghB//mdtM//clcA//caiE//lacZ//folD//yebG//yeeY//yciK//appB//recC//oxyR//fucI//bcsA//yeaE//leuC//deoA//setC//rhtB//hpt//acpH//fnr//ymgF//soxR//baeR//yghG//csgF//yhjA//glnQ//alpA//mscS//rbsA//yejE//dacC//yggP//nhaB//nuoF//lysC//tisB//paaH//yiaB//plsB//rrrD//aes//sufC//ybgP//dmsC//syd//nanA//pgk//tauC//dinI//glvB//yiaM//livJ//uacT//iscA//hsrA//tgt//cpsG//dmsA//nth//eco//sbcD//sapA//aes//holA//wecA//rpsG//mngB//mocA//ydiQ//nupC//clcA//mdtB//rusA//clsA//cynT//epmB//yadM//lacI//rnb//rlpA//yagE//proW//paaD//yiiM//citC//ydeI//proA//cdh//gntU//waaS//sapD//atpH//trkH//aroA//bolA//bamC//ykgA//nadK//fepG//minD//yqaB//yjbE//cvrA//
GO_0006083_6	glgS//epmC//ychO//fryB//ogrK//lolC//
GO_0006084_6	livK//cmk//
GO_0006085_7	opgG//rnlA//
GO_0006086_8	mhpC//
GO_0006089_5	pdhR//ygeR//glcD//cpoB//rcsC//ldtB//cusS//bglF//ybaE//purA//fliL//gudX//frvA//yhjR//dinB//pspF//msrC//yeeJ//diaA//rpsA//yjfP//hisF//lysR//feaR//csgD//cspB//clsB//yjiA//dgt//
GO_0006090_8	sgbE//yfcA//rpoS//plsB//yahD//dinI//sdiA//srlE//ttdB//mazG//pspD//wzzE//ebgR//trmH//yihI//dedD//dacD//ycfJ//arnA//kefG//cheB//ybiA//rsmB//glsA1//gatZ//ybaM//roxA//pepA//rihB//pheT//dsbC//
GO_0006091_4	argG//nrfE//rssA//waaP//hemH//glmS//grpE//aslB//mdtB//queC//sdhB//gcd//glxK//qseC//gntP//der//basS//ypdA//yaaJ//acrB//bglJ//ompR//yciF//bfr//argK//malE//infC//dppA//mtfA//frlR//glpG//ybcL//ydaN//yihX//sufS//rep//aidB//pspC//yoaB//infB//gpmA//rpsM//ispH//artI//galK//thiI//ugpE//zur//purA//ydfD//suhB//caiF//hycI//menD//gltI//kduD//bhsA//lgoR//bioA//rplB//gltP//maa//ppiD//ydjE//rtcR//galF//yciA//ptsH//yjeH//galU//dnaK//pcnB//ftsL//bacA//yjiX//serS//bcr//nagK//znuB//arnD//ubiE//ybhF//nrfD//sapA//nfsB//trxA//rzpD//rnr//yigB//narP//yagF//fabR//rpsK//rhaR//glgA//sgbH//acrA//rhaT//potI//rsuA//srlD//fabA//nuoE//parC//iscX//hisC//ygdG//ydiZ//ygaH//rsmB//mdtJ//malP//
GO_0006094_7	rlmN//frdA//yhjG//cysZ//yfbS//tdk//etp//galP//fimD//tnaB//
GO_0006096_6	hcaD//ybhI//menH//atpC//flgA//rluE//alr//sufC//malY//mlaB//guaD//priB//fucO//cadA//phnP//dgcE//gadB//yqiG//
GO_0006097_5	argO//lgoD//mltG//yoeE//ychO//
GO_0006098_6	minC//puuA//orn//queD//shoB//
GO_0006099_4	hisD//mdtI//xylF//ygbL//nirC//arcB//yehA//glsA//gntK//arfB//ompR//rfbB//fadE//bamC//eutA//hybA//hyfA//
GO_0006101_6	atpD//yfjR//fabD//frdD//fabI//glvB//prpB//xylE//xapR//yebZ//cysN//ldcA//dinB//nrfF//yfdR//lysC//sdhC//
GO_0006103_5	tsaE//asnB//lsrK//
GO_0006104_6	hslR//dppA//uspF//
GO_0006105_5	speG//mscL//ycaO//entH//yagJ//frvR//potG//dtpB//
GO_0006106_8	yieE//
GO_0006107_8	rrrQ//
GO_0006108_8	ychH//ftsZ//narU//setB//ybaM//
GO_0006109_6	yoaB//rbsD//mpaA//mreB//rplP//flgC//nuoN//yfbV//fecB//
GO_0006112_5	wzzE//dhaL//recJ//sapC//cspB//hisI//hisC//yjjW//
GO_0006113_5	ftsX//bioP//sucC//yjiY//wbbK//cmoB//envY//casB//ilvM//cydC//dppB//gudP//ampD//
GO_0006115_6	tehA//
GO_0006117_5	diaA//
GO_0006124_6	metB//
