#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	kdpB//fiu//narV//hmp//
GO_0000256_6	yciA//uidA//cobB//atpB//ygfX//
GO_0000270_7	eco//ilvH//yfeW//ygeA//mreB//fliA//deoA//hofC//ldtB//menH//hisC//yibT//fre//yejA//waaL//lysO//tomB//mdtI//thiD//ydcO//hybD//yoeB//nuoM//dnaG//oxyR//citG//rpnB//fhuD//speD//ispH//yebK//narU//yggT//mnaT//chpS//emrB//ydcZ//ybjX//gatA//fimH//ypjD//speG//rpmC//yejA//aldA//dppB//ydjM//allB//yfaV//yhdJ//mltF//pth//nrdF//melR//hflK//ulaG//zapC//ppsR//kbaY//spoT//glnS//yagU//ackA//
GO_0000271_6	norV//nfsB//purB//ygeR//envY//ybbY//rpsK//tsr//gltD//rpsP//yfcP//sthA//yiaJ//flgD//sufD//yfgI//ruvB//yjaZ//fadI//zapB//insF-1//yjbG//dnaT//rnlA//sapC//maoP//hdeA//bolA//corA//rbsD//mcrB//torA//rraB//mog//ygiN//pgpB//sodC//mreB//yajO//mrcA//mscS//mipA//psd//tusD//priA//yidQ//rutB//fadI//prpR//selB//
GO_0000272_6	fabB//rpsR//prfA//yjbF//uxaC//znuB//
GO_0000302_5	yhjG//rsmD//ilvD//yhbO//uxuR//pspA//emrK//yiaO//cdgI//betB//yhaC//rfaG//fadI//cobT//hemH//hisB//arnT//clpX//paaE//glyS//metB//sgbH//phnN//gnd//aroA//gadA//torI//pdxK//endA//msrQ//pyrD//
GO_0000303_6	ybeY//ynaI//
GO_0000305_5	cysA//arsC//pykA//
GO_0000372_11	rbn//
GO_0000375_9	lgoT//
GO_0000376_10	smrA//
GO_0000413_9	secE//waaU//rbsA//hprR//gsiA//narU//frvR//gfcE//
GO_0000451_7	casD//basR//rpsJ//ispA//ftsZ//
GO_0000453_8	sapD//cspI//yjhI//bsmA//mdlB//
GO_0000455_9	chbA//napC//lptE//cutA//fepD//ygiS//pckA//
GO_0000462_11	cysH//aas//
GO_0000469_8	acrD//
GO_0000470_10	rcsD//
GO_0000478_9	zntR//
GO_0000715_6	glgP//
GO_0000716_7	csdE//
GO_0000724_8	yjbB//
GO_0000725_7	rpoS//yciA//clpP//cynS//rffH//yebG//
GO_0000726_7	aroH//
GO_0000731_7	aroL//rep//napF//minC//yadV//carA//rplQ//
GO_0000737_7	malP//
GO_0000738_7	pheP//ptrA//ycbX//
GO_0000746_4	mscL//
GO_0000820_7	paaC//
GO_0000902_5	osmE//
GO_0000910_4	yhaO//metR//nikE//actP//dinQ//mlaC//yjfP//dhaM//ygeX//yafS//asd//yafS//ssuD//hemA//narG//malK//cynT//sulA//
GO_0000917_6	fumB//sdhB//ynfL//thrC//murC//
GO_0000918_6	yiaT//matP//gshA//cadC//
GO_0000920_3	rsuA//chpB//gadW//ydcP//fimD//
GO_0000921_6	osmY//
GO_0000966_8	lldP//cspE//rfe//ompL//
GO_0000967_10	lldD//pdeF//ibsD//
GO_0001101_4	aspA//tmk//yhjC//argS//cra//lldR//wcaJ//flgE//csrA//glnL//phoU//erpA//murF//cutC//ybiW//sgrR//cysW//marR//yhbX//yqhC//nudG//pflC//ibsC//mfd//accB//mfd//
GO_0001121_7	recA//nepI//
GO_0001123_8	pdxY//
GO_0001124_8	rpoH//
GO_0001407_7	ampD//betB//agaA//ycfL//
GO_0001505_4	pepT//arnF//rpsI//rlmC//mdtK//yggT//nmpC//syd//cho//artP//uspB//mhpC//ldcC//uraA//wcaC//ispB//
GO_0001510_5	lysO//cbl//nrdB//recD//amiC//ydiZ//sutR//pdeL//hyfR//phoP//aidB//ybjX//rfaD//bamE//ygeW//ybhR//trpD//flhC//ulaA//yjhI//ybaK//insE-1//yhaV//soxS//alsK//cbtA//yedP//cadB//hchA//rrrQ//aas//glgA//pmbA//iclR//elbB//tcyP//carB//kdpB//tamA//phnM//
GO_0001514_8	atpG//
GO_0001522_7	dosP//gsiB//yihV//rzoR//trpD//dgcJ//cpxP//yeaG//ampG//elfG//rpsD//lpp//ygcW//
GO_0001539_4	gloA//araH//rzoD//yjjX//yciK//nanT//ycaO//galP//yggT//iraP//opgE//ptrA//galR//rhtA//intA//insK//intQ//fdhE//yccA//sbcC//higB//yggP//bglX//ndk//truC//znuB//ribC//ydiO//ssb//fnr//yedF//
GO_0001558_5	yccX//yfbU//iraD//csiR//pdeF//emrK//gudD//fdnI//
GO_0001561_6	ycaO//
GO_0001666_4	wecC//
GO_0001676_6	pyrC//grpE//crp//
GO_0001680_11	cysN//
GO_0001682_11	rmf//
GO_0001731_7	nuoI//
GO_0001762_6	yehD//
GO_0001887_4	nagK//pncB//dhaR//
GO_0001896_5	fimA//speA//rfbC//ytfP//
GO_0001907_5	mtfA//yfaX//metQ//srlB//
GO_0001932_8	mog//glyS//
GO_0001934_9	ychF//
GO_0002047_6	mgtL//ppc//
GO_0002097_8	gloC//mrp//tabA//fpr//malY//glxK//insA-2//dnaE//yagE//dnaG//yidK//cysP//grpE//cysE//atpB//nikE//yajD//clpA//yagI//
GO_0002098_9	mppA//ygfI//chbC//paaK//waaF//rlmF//acrE//yecS//casB//tolC//murJ//cyoE//pykA//
GO_0002099_9	ldtA//yihI//
GO_0002100_9	paaB//
GO_0002101_9	lit//yciV//
GO_0002128_7	nemA//pdeL//narQ//ycdX//
GO_0002130_8	lpoA//
GO_0002131_9	yagG//
GO_0002132_9	gspE//
GO_0002136_10	sbp//
GO_0002143_9	mscM//tyrR//hdeA//deoB//proB//yejE//
GO_0002181_7	ilvC//yehB//
GO_0002183_5	pdxK//
GO_0002184_8	narU//
GO_0002188_6	yihL//
GO_0002190_6	abgA//
GO_0002192_8	mrp//
GO_0002252_3	bhsA//yjhP//yggW//trxC//marR//mhpR//gyrB//ygiN//ulaF//aaeA//
GO_0002790_6	rplC//ydcO//macA//malE//recR//yfaV//metH//
GO_0002937_9	envR//
GO_0002938_8	hemC//
GO_0002939_7	queF//
GO_0002943_8	rlmD//
GO_0002949_8	rhoL//fhuF//mutS//ompT//
GO_0003333_7	dacD//cbpM//ytfP//rlmC//elfA//rpmE//acrA//truA//ydjH//yjiA//lipA//lacY//fliD//prs//hchA//yobA//yeiG//pckA//pcm//flgE//kdgT//yhhZ//rpsQ//fimD//yabI//yieK//tcyP//kdsB//atoS//maeA//tdcF//lamB//recG//oxc//hemA//minE//chbG//ygiW//yibH//hypA//hldE//pncB//rplC//mtnN//trkH//mukB//fre//ybgP//torR//
GO_0005975_4	ydhQ//bglA//mntR//narG//yghU//pphA//mppA//yjcO//mpaA//coaE//gadE//mdtM//purN//yqaE//srkA//dcm//yqeG//nagD//clsC//pflC//dcuD//ypdB//priC//ybdO//ymgC//flgM//yjcO//mobA//cusF//ulaD//yghU//rsmE//sseA//lptC//mraZ//hcaD//rpsN//rhaM//mlaC//cptB//lolD//ybjG//speG//eutD//yiaA//feaR//scpB//flgI//pepA//fumC//glnA//fkpB//lptF//grxD//cbl//yjjQ//ybhI//idi//gsiC//lexA//yqiJ//fruB//yecS//aas//hyfR//fsr//pcnB//torA//mcbA//rlmH//deaD//lpp//dbpA//dcp//idnD//fruB//hyaC//nei//rsmF//evgA//ybjG//ybdO//ychF//hsrA//trkH//rbsC//kgtP//cysP//xdhB//mdtQ//yibT//gcvR//narG//lpcA//dnaN//rlmH//yjiM//pstB//yajD//dapF//narU//sufD//yohD//lpxM//dgcN//ade//amiB//adhP//yedP//fdrA//secY//potG//chbG//iraD//fnr//paaX//yhhY//nmpC//aroE//glgB//ftsL//fabG//umpH//fdnI//hisS//htrE//hfq//wecB//coaD//frlC//mtr//surA//sppA//sbmC//nikA//yhhY//recN//hofO//yedP//yraR//fabH//fruK//yeaG//dinQ//msrC//moeA//tcyN//yajQ//cysS//ftsH//tktB//ppiC//insH-6//lolC//aes//treR//cbl//tauA//gltX//yjiM//sdaB//ybhJ//hyaB//aspA//ispA//scpC//atpH//ribC//nagC//argF//smrA//xerC//arfA//pspA//gluQ//ydjM//mltC//dppF//ydjL//msrC//yfdC//ykgF//dnaT//feoA//lsrK//ibpA//uraA//torI//hofM//hicB//ilvN//argO//dnaN//umuC//sufE//ydeI//queG//yhaJ//potA//ybdN//menF//hybG//purA//rsuA//alsE//oxyR//nrfD//araA//glmM//rfaC//ydhK//ybeF//patA//ymjB//cusS//mrdB//pabC//tcdA//rimL//fdhD//ymgF//yehD//cysC//fbaA//paaF//selB//cmoA//yehD//zupT//mcrA//galS//ppiD//iaaA//waaP//tehA//asd//ilvI//putA//sfsB//moaE//nanK//phoA//torD//ugpC//yhjC//hicA//accC//caiE//yfgJ//crcB//ynfK//kdgK//yeiL//ptsP//
GO_0005976_5	perR//yceK//chbG//xylF//nadD//yiaB//speD//afuC//yaaY//speA//bioC//mdlB//cobU//iscX//ybaK//mnmE//rplL//opgC//feaR//menE//lsrG//glgS//yjcO//ydiB//pspG//waaO//sxy//bglJ//roxA//citT//srmB//iap//cysI//helD//pspG//fucP//clsC//psuG//tehB//fsr//rbfA//aspA//znuB//tatA//yjaA//crfC//wzc//pagP//rpsN//gsiC//ygiS//rutR//narK//cpoB//malK//atpE//paaX//nikE//higA//
GO_0005977_6	yegT//gloA//yghW//torA//flgM//frdB//yfaV//dsbC//
GO_0005978_7	yddL//znuB//mukB//nagC//
GO_0005979_8	cynS//
GO_0005980_7	opgB//glnP//plsC//
GO_0005981_7	waaH//
GO_0005984_5	fepA//umuD//bdcA//betI//cspI//torI//paaD//idnO//menH//dppF//rluC//
GO_0005985_6	yhjD//
GO_0005986_7	ydaN//
GO_0005988_6	sodB//dcm//
GO_0005990_7	pbpG//udk//
GO_0005991_6	glnP//npr//dut//yajR//hflX//
GO_0005992_7	sgcC//potB//
GO_0005993_7	folD//dnaN//yieL//
GO_0005994_6	osmF//
GO_0005995_7	ppsA//
GO_0005996_4	mutT//yejA//gatZ//narQ//gnsB//metG//yhdX//dppA//hisD//amyA//dcm//atoC//yahO//feoB//ptsG//prc//rapA//araB//aldB//yafQ//yadN//yjaA//gcvR//lpxD//bglA//yphB//cas1//secY//cyoC//ascB//katE//yfgO//acnA//hpt//sthA//fdnG//trmD//atpG//amiB//rbsA//yneJ//glgB//arnD//ftnB//tap//yedX//gdhA//yjaA//basS//lsrC//pfkA//allS//nfsB//ppx//tynA//yihS//yhjB//rseB//alsK//fadR//kdsC//yhdJ//proQ//nudG//fabA//entF//cecR//treA//gspF//creC//araB//tdcR//gltD//bioP//fucP//entD//serS//phnC//carB//ydeT//acrR//fdnH//
GO_0005997_6	ycgR//
GO_0005998_7	lsrR//
GO_0006000_6	phnC//ndk//lptB//
GO_0006001_7	btuB//dsdX//
GO_0006002_5	kdgT//adhP//ssuB//
GO_0006004_6	corA//lptF//yhjR//lsrA//holE//yobA//
GO_0006006_6	sgcA//flhD//prpR//lapB//csdE//ldtE//bsmA//ygcW//idnD//rne//eamA//malZ//rcsC//alaS//narX//yceK//yidD//solA//radD//ygjH//gcvH//yrfG//lpd//
GO_0006007_7	ygiS//rpsN//tdk//
GO_0006011_5	dmsA//
GO_0006012_6	kduD//rplF//pmbA//hybC//garD//ddlA//hycB//bcsA//paaZ//
GO_0006013_6	gloB//gpmM//
GO_0006014_6	yfbU//citG//rpnD//
GO_0006015_7	sdaA//yidH//
GO_0006020_5	ydcZ//
GO_0006022_5	yiaL//nanR//menA//modC//glnQ//cvrA//rzpR//speA//yjjU//perR//rplI//macA//pyrD//mgtL//allS//torD//glgB//ygiW//glnS//ybcF//nupC//ackA//nmpC//tsaE//hcaC//greB//uxaA//ssuA//fdx//dppB//lgoT//treR//yhhT//speB//yihL//gyrA//cyoA//ycjU//dsdC//bamB//fsr//citX//malP//frmA//fetA//dppD//gnd//secM//gsiC//ycdY//glgC//pabA//rssB//arnF//trmH//hsdM//hisG//rcdA//sohB//bglX//waaH//ygcW//nrdH//
GO_0006023_6	lsrB//yadM//trmA//lon//rlmI//rtcR//yddL//rpsH//opgB//murA//fliS//fadJ//ydjE//cycA//yidD//cspI//ppc//tdh//dnaG//lpcA//bioD2//thiH//greA//ihfA//glvB//feoA//nikC//yahB//lsrG//rzoR//allB//aldB//gnd//ivy//yfcA//gfcE//lsrC//trkA//hicA//
GO_0006024_7	fdoI//acpT//pntB//ydcR//thiD//bioC//ydhK//rfbC//ccmA//kdgK//yoaA//norR//yehP//yihL//nagC//csiR//fliS//rsmE//brnQ//qseC//cydB//gatB//puuR//yibF//ccmE//mltC//hypA//casC//bcp//degS//fecD//lpxC//ssuA//yjbH//nemA//aceF//agaD//fetB//raiA//
GO_0006026_6	manX//zupT//fixB//nudF//mukB//rfaH//yihW//fliD//iscS//torR//
GO_0006027_7	cspC//tilS//rbsK//acpT//tig//yqeA//rseP//hofP//rplE//emrK//
GO_0006040_5	wbbK//gloC//yciV//ada//melB//ydfD//rsmH//aphA//glpB//fucP//fimI//ompR//minE//acrZ//moaB//fliS//rfaC//
GO_0006044_7	arfB//alaC//yciH//opgD//yoeE//
GO_0006046_8	flhE//rluF//sgcR//arsR//
GO_0006047_5	luxS//recG//yfbS//dcp//endA//crr//narL//
GO_0006048_6	cspE//glrK//arnB//aaeB//tufB//rlmA//
GO_0006050_6	glcE//
GO_0006051_7	fumC//
GO_0006053_8	sapB//
GO_0006054_6	crl//livJ//galU//tdcC//zapE//melB//arnF//
GO_0006056_6	lgt//
GO_0006057_7	intQ//
GO_0006059_6	tar//flgG//ybaT//yeeL//
GO_0006060_7	amiC//
GO_0006062_8	tcyJ//
GO_0006063_5	lysR//dinG//fecC//cueO//relE//amtB//tdcB//ybjX//zapE//
GO_0006064_6	btuC//dmlR//paaA//narX//ydcR//serB//
GO_0006066_4	dhaR//opgC//ydiZ//tdcB//mntH//yfhM//rpmF//mngB//uhpC//endA//ftsA//rpmJ//casC//cydD//cdh//rutC//gudP//dtpC//rihB//yeeO//lon//rpsM//srlE//gstB//ybjG//tolB//htrE//iscX//rapZ//ydgA//metI//cadA//
GO_0006067_6	nrfF//betB//fadI//
GO_0006071_6	rcsF//alr//pheT//cheY//gspJ//dinI//cysD//
GO_0006072_6	yejE//bssS//gpr//pstB//yfgI//
GO_0006073_6	pgaD//nanC//mgtA//ybjL//mdoD//otsA//gspI//yheT//ycjD//napA//ulaR//nemA//yabI//yfhM//kbaY//blc//ygiV//hybA//hcaD//sdhB//
GO_0006081_4	mlaB//rplK//trmA//ybiY//yehX//pinQ//ygaV//intZ//iap//rimI//livJ//opgC//rimM//rpoE//eutR//fis//citT//rpsJ//tdcD//pgm//ccmC//rplN//rihB//chpS//fimB//ybjL//hisM//clsB//pyrG//srlE//fliD//fucO//yfdG//ydiP//oppC//yidP//adeQ//menA//yqiJ//nhaA//purB//minE//seqA//ydiB//holD//hldE//cpxP//rpnB//gcvP//gapC//paaC//mrp//appY//csiD//mngA//menH//dpiB//secY//dgcE//bamE//yjiA//bcp//gmhB//sdaA//mdtJ//hprR//intZ//
GO_0006082_4	era//dxs//pspG//ssuA//dctA//tsr//ulaB//menF//rluD//arnD//rmuC//bipA//ydeM//aroP//ogrK//csgD//leuD//udp//argK//queC//mioC//ybbY//ubiH//sufB//aaeR//mngA//dppC//yfeD//fadD//abgT//kdsD//ivy//ybjG//pgm//rhtA//gntR//yadN//yibH//treA//coaA//lyxK//cusF//sbmC//rayT//tabA//prpB//ybhG//yidL//malP//rhaA//cysZ//nadK//citT//pdxB//basR//cspC//nagE//scpB//intA//dinQ//yhhT//smpB//mlaB//eutR//iaaA//gatB//glxK//gph//fdoI//yqiG//codB//patZ//dxs//sohB//yraJ//fliS//ddpX//nrfD//rlmN//pstS//gloB//npr//yqiG//radA//tufB//ugpC//glnK//puuE//waaY//mgsA//rpiR//ycfJ//fryC//ompF//mog//gshA//torZ//yjjU//umuC//mrr//ydcT//hcaT//acpT//atpB//ftnA//lpxH//entD//lepB//btuR//stpA//phnP//iraD//glpB//lit//agaR//yjhB//iclR//cvpA//ubiI//recC//ybcQ//nuoL//dgcZ//tcyN//mqsR//dapF//lsrB//agaR//gshA//hdeA//frlA//gltK//parC//moeB//roxA//mhpC//arcA//ytfP//orn//yafO//pgaD//pphA//rplF//fadK//metR//slt//ydeM//pepA//nlpI//emrB//nanR//yidL//rpoD//glsA1//pstA//menF//dnaT//rpmH//ybhA//dmlA//ligA//cyoE//gfcE//dgoK//lgoR//nagK//cyaY//rdgB//yhdX//rsuA//yoeE//evgA//argF//sxy//amiD//ycbB//hlyE//pnuC//ymfA//ybdO//yhjB//ydiK//hybA//mlaE//menH//uidA//rpsP//wecA//malK//cvpA//cpsB//cas3//mfd//fur//kdsD//dapA//hdfR//satP//entF//deoA//aqpZ//yejF//pstS//allR//lldR//trmJ//flgB//waaJ//maeA//lysS//waaU//mcrB//yjhI//frwB//lacZ//metH//arcA//mepS//pitB//kduI//aroB//caiT//atpA//yjhB//bioD//atoS//yddL//treC//thiC//elaD//ybiO//mdfA//yiaJ//kduD//ygeR//sdaA//oppA//mukB//pphB//bioH//eamB//cusC//ybeF//aceF//cas1//fdhF//rdgB//rof//yphB//galR//priC//yfbV//pth//galU//narZ//sfmD//ltaE//mliC//nanR//nanA//lplA//mtn//fetA//elaD//ulaF//yhdJ//mglA//infC//fruK//sbcD//yebC//gmd//plsC//pepQ//rihC//chbB//ychF//rpsI//paaJ//clpP//yihS//xerC//oppC//waaC//hemL//ybhG//ydaC//mprA//yrbG//rplR//codA//fdhE//gntT//solA//yfjR//hxpA//torD//recG//proW//rplE//treR//tnaC//aroE//dnaJ//rpmF//csgB//narQ//prmB//yoeE//ratA//topB//asnC//mdlA//npr//clpX//artP//yqeF//kup//recJ//sthA//pabA//yjjQ//ppx//hdeA//rffT//csgD//nupG//sdhD//pspC//htpX//holD//insA-1//rcsC//gntK//gadB//hypA//crl//mhpD//arsC//pdxH//moeB//yddM//pbpC//fimF//pspD//yqhD//rpsO//pgk//essD//tehA//phnH//rzoR//creC//fsr//zwf//blr//glnQ//arsB//srlD//trmI//epd//pfkB//rfaG//ybfA//ybgI//rfaF//ybiA//dpiB//dbpA//rstB//ybgP//tdcA//nth//mrcA//hsdM//treA//yhhZ//yibH//ykfM//hflD//speF//nudB//yehZ//ptsN//yjiX//fepE//deoD//nagZ//ygjK//nagB//fdoG//ulaF//lptA//ygiB//creC//cyaA//glgX//groL//fucI//yehX//prfB//rppH//yraJ//aaeR//tilS//ybaM//yqiI//hchA//btuC//gadX//ybiX//xylG//norW//yfbV//trg//pstS//sdaC//arfB//bisC//norR//murP//fiu//ppiA//murD//rhmD//alkB//trmA//yjiA//scpB//birA//fliA//hinT//waaH//pheA//yfiR//ccmA//higB//ybiW//ssuD//lhr//sbcC//recE//ycgV//gadA//ydeO//kup//yqcC//ydiB//uspE//yciT//waaG//ytfE//ispG//atpB//ampE//def//hflK//abpA//yihW//recT//
GO_0006083_6	elfC//pgsA//rapA//yahI//xapR//deoR//
GO_0006084_6	lsrD//mioC//
GO_0006085_7	nrfD//glxK//
GO_0006086_8	yjjQ//
GO_0006089_5	greB//parE//ttcA//ydiP//pta//yiiE//ptsI//ubiI//sfsB//acrR//surA//ydfG//dnaA//trmB//pldB//csgG//dgcN//wcaB//uup//yobF//csdE//edd//alsK//hdeD//glrR//nuoL//selB//sodB//guaD//
GO_0006090_8	carB//prmC//amiC//uacT//trpL//murA//umpG//gltI//asr//yrbG//fliT//lolB//yiaJ//rodZ//pgaB//yggT//btuR//fruB//gntU//mdoD//ppc//zwf//csdA//polA//citX//recR//gnd//rcnB//fkpA//prkB//ggt//
GO_0006091_4	ruvA//gspJ//nrdE//dtpC//nhaR//pinR//puuE//yfbS//cas1//cdaR//chpB//yeaD//yqjA//frmB//yehT//truD//cobU//lgoD//asnA//sugE//fabR//fecA//fadL//ptrA//insF-1//yefM//sufS//zur//dmlA//thiQ//nimT//tbpA//cas2//hrsA//rihA//mdtP//pdxY//dgoK//priB//yfcU//ynfF//gstA//dtd//fbp//yeeA//rpnD//ybiO//entB//pstS//pfkA//rsmA//ycgR//curA//uspC//sutR//elaD//yiaA//prfB//ddpX//entE//yfeW//murB//mhpR//livJ//gdhA//fbaA//yfeO//yafC//arsR//grpE//ivy//casA//pstC//rluC//fhlA//mdlA//fecD//stpA//cdaR//pgaD//ytfR//fimF//speF//agaD//yjhP//flgI//ais//yeiL//amiC//pntB//tpiA//panB//kefB//ydcP//mdoD//lptB//codB//yjjQ//zinT//rpsT//mipA//tsf//rsmB//scpC//fhlA//erfK//ilvC//nrfC//ybiV//crr//priA//rclA//
GO_0006094_7	stpA//rihC//ais//rutD//tdcE//norV//kbp//lgoR//mdtK//moaE//
GO_0006096_6	hyfA//mqsR//yagE//glpF//groL//tamA//rpmJ//flhD//ttcA//epmB//ynjA//rnlB//rlmF//ydaV//ldrB//truB//puuR//entC//
GO_0006097_5	yjbE//mltF//yagI//kdsA//gntU//
GO_0006098_6	yegV//ftsZ//rpiB//modB//eutK//
GO_0006099_4	creC//frlC//ugpB//rpsH//purR//pyrC//cpxP//rhtB//nfuA//rpsD//ynfF//essD//yidC//flgG//yafQ//yraI//yjjW//
GO_0006101_6	ssuC//yfgO//ybfE//hcaB//ybhG//ybjL//tusA//yjjI//ptrA//fliG//ettA//ybdR//dcuR//rluF//psd//ftsI//aroA//
GO_0006103_5	selA//yddG//ydjH//
GO_0006104_6	rclC//cheR//alsB//
GO_0006105_5	ygaV//hha//prfB//gudD//crl//tolB//mglB//preT//
GO_0006106_8	yhjV//
GO_0006107_8	mdtP//
GO_0006108_8	serB//ydcM//folE//dhaM//mtn//
GO_0006109_6	entB//idnK//ydhJ//pstC//rph//mzrA//rplN//lepA//cpoB//
GO_0006112_5	era//entD//yjjG//ampG//nikE//polB//yafS//mdtL//
GO_0006113_5	gyrB//ydiZ//fabD//fau//leuC//lolD//yihO//caiF//ypdI//aroK//gltX//ybcQ//yfdK//
GO_0006115_6	menC//
GO_0006117_5	fimI//
GO_0006124_6	nlpI//
