#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xapA//yjcE//insF-1//ytfQ//
GO_0000910_4	glgS//murF//sbcC//hexR//cspD//rpsH//dadA//dgt//hyfC//nirC//flgB//yedA//tdh//ynaE//btuD//pgaD//plsC//srmB//
GO_0000917_6	mmuM//ygcW//menA//mlaE//bglA//
GO_0000918_6	lpxC//hypB//trpE//wzc//
GO_0000920_3	atpF//kdpB//ibpA//priC//yiaL//
GO_0000921_6	frdA//
GO_0000966_8	hycH//adhE//ibpA//fucP//
GO_0000967_10	torY//zapB//bioD//
GO_0001101_4	phr//uxaB//yidC//trmH//focA//gsiD//nanT//prpR//surE//folM//hdfR//crp//obgE//lpoA//fryB//mdoD//sbcD//mlaC//rffC//aroC//livF//yqiI//dcuB//moaA//intZ//tnaB//
GO_0001121_7	garK//yceO//
GO_0001123_8	ydjE//
GO_0001124_8	narW//
GO_0001407_7	cynT//hyaC//gcvT//lsrG//
GO_0001505_4	tdcD//mcrB//mlaD//tehB//fucA//rlmG//priA//tcyN//fhuD//cyoE//bhsA//priA//hybF//azoR//recO//paaF//
GO_0001510_5	rsgA//ydiP//sthA//cobC//cutA//paaH//cydD//menA//rzoR//cas1//rrrD//recD//ulaC//wzb//envR//dsbC//uspG//mutL//napC//idnT//truC//glnB//ihfB//tusC//hslU//yraR//hisC//ybgI//guaD//rplT//pdxJ//rpoS//sdiA//galS//ftsQ//mzrA//nuoL//pphA//yeeJ//fdnH//
GO_0001514_8	fcl//
GO_0001522_7	rpsM//frlR//mtlD//flgG//ybdG//agaV//pinQ//gadX//hcaB//clpX//feoC//galR//ppiA//
GO_0001539_4	opgB//tehA//ychO//nagK//lolE//caiE//narJ//pstC//recA//tusE//setA//mog//ligB//alaE//yggF//yehW//galK//rpoE//yjhI//murQ//acrE//dgoT//deoD//ilvH//galT//sdhE//leuC//miaA//tsf//der//cas1//
GO_0001558_5	waaO//hybG//yddG//ibpB//ompT//nrdE//csgF//flhC//
GO_0001561_6	yoaB//
GO_0001666_4	hipA//
GO_0001676_6	mpaA//queD//bsmA//
GO_0001680_11	trmB//
GO_0001682_11	ribC//
GO_0001731_7	rfaE//
GO_0001762_6	rhtA//
GO_0001887_4	yiaM//rnpA//elfC//
GO_0001896_5	lrp//lptA//envY//gapA//
GO_0001907_5	yccA//elaA//tktA//bfr//
GO_0001932_8	prpB//glpX//
GO_0001934_9	cysK//
GO_0002047_6	yjcO//dnaN//
GO_0002097_8	nfuA//uup//accC//puuC//tehB//appB//atpH//hybD//tus//ydcR//mntH//glpD//rof//gmhB//fieF//acs//paaF//fepC//yhfK//
GO_0002098_9	ssuC//mlaC//idi//dacC//fdhE//ybiV//csgF//rbbA//csdE//ybhF//yhjV//nanR//allR//
GO_0002099_9	rseB//rseB//
GO_0002100_9	xseB//
GO_0002101_9	yidL//casD//
GO_0002128_7	mngA//kdgT//ynfL//hcaR//
GO_0002130_8	tcyL//
GO_0002131_9	yccA//
GO_0002132_9	iscS//
GO_0002136_10	yiaL//
GO_0002143_9	ddlB//betT//rnb//gltS//ycbB//ddlA//
GO_0002181_7	rffM//alsB//
GO_0002183_5	patZ//
GO_0002184_8	ibsD//
GO_0002188_6	yodD//
GO_0002190_6	ytfQ//
GO_0002192_8	tauA//
GO_0002252_3	grpE//rihA//comR//deoR//nfuA//ackA//wecB//yraH//nrfE//nudG//
GO_0002790_6	tar//hemE//tsaB//rhmR//yajL//yihR//xseB//
GO_0002937_9	yifB//
GO_0002938_8	patA//
GO_0002939_7	uxuA//
GO_0002943_8	fbaA//
GO_0002949_8	rtcR//pal//agaD//uvrA//
GO_0003333_7	sdhE//frwB//hsdM//waaJ//yhcF//yebZ//alaC//btuF//glrR//yfbV//fhlA//truC//cpxR//ykfM//abgB//rplT//ampG//yadM//mukB//mtlA//ansB//yggN//abgT//rne//guaB//nusG//nanR//ftnA//rcsA//purR//ptsI//adeD//nagE//csgG//nanR//hslV//rbfA//xapR//yhjB//aceB//kdsA//paaA//cysH//bamC//pta//elbB//trpA//phnM//ycjQ//
GO_0005975_4	phnK//yhhZ//glmS//osmF//artJ//yoeB//hns//ytfR//torS//apaH//ghoS//yrfG//lipB//yjcO//pdeK//rpsM//livH//ybaQ//murG//hprR//ftsY//yqhD//uacT//yfcP//yhcD//wzzB//ftsK//citE//ynhF//yeiE//gpmM//udk//murJ//fdhF//fabH//mgrB//ygjR//menE//hofC//nudB//insA-2//pdxA//coaE//envR//yadG//moaE//yneL//dcm//mutH//prfB//metC//amtB//elyC//ygbN//yejB//yihL//yibH//pabA//prpD//rbsA//mtnN//yhdJ//phnP//rplL//yagF//sthA//fumA//yagI//adhE//gor//narH//hisP//pgi//htpX//ltaE//yneJ//dut//sodA//pdeF//ymgA//feoB//yihW//mdtA//tag//nanC//cbrC//fecA//yahB//dmsA//frwC//wcaC//yebQ//arcB//yhcF//hypA//miaA//ybdZ//ilvM//gpmM//rpnC//ihfB//btuF//torC//yhgF//cpxA//ruvB//sufB//uxuA//frdA//rplY//hypA//ycfS//yjiM//iscU//cpsG//patZ//atpD//rnr//norR//bamC//gppA//nanE//agaA//ulaD//tnaB//rnc//ogt//pspF//yggX//ycfS//trmI//ftsN//dedD//iscU//rne//yjtD//ydiR//ftsA//metN//nac//ada//agaB//kdpF//tcyL//galM//gpmM//nadK//msrC//proP//torR//rhaR//ynaE//argI//mcbA//gcvR//waaB//yjbH//fryA//hdeB//yjeH//phoP//lgt//dtpA//hofP//tyrB//hypF//tynA//ygfX//yfaU//hflC//tatC//xanP//ydjL//baeR//moaC//osmY//mngA//malQ//ccmH//ssuC//uidC//ycjY//ynbC//hypF//csrA//ydeP//recD//purL//purF//pepQ//tatA//yebK//rstB//ykfM//cysA//mreC//yqiI//dctR//ssuE//ilvE//metC//ldtD//yghO//bglX//galM//ybaQ//hycB//cspD//lamB//fryB//sucA//dnaE//nrdD//erpA//rlmL//ybcL//murB//ybcM//lrhA//soxR//feoC//nth//sfmA//yaaJ//yahI//bluF//rhaR//mnmA//mdtQ//metH//pnp//pdxJ//mhpT//pitA//syd//yfaV//arcA//tsgA//speA//glgS//mdaB//epmC//hslU//tusD//wzyE//recC//ivbL//nudC//tdcB//trmO//yhaC//mdtQ//cusC//araE//
GO_0005976_5	mdfA//yrdA//deoC//waaG//rraA//sbp//aphA//alsE//macA//rhaB//aroE//hsdM//glpT//hisP//lsrK//fiu//fruB//qseC//frmR//htpX//pncB//blr//fdhF//tamB//cycA//minE//fimF//rutF//moaA//nlpE//yhcD//fepE//gntP//ibsB//essD//rayT//mltB//hcp//grxD//ybdR//yaaJ//yqhC//pldB//prc//gudP//dusB//ytfE//yfhM//fic//rppH//nrfB//rpmH//yhcF//zupT//putP//rfaD//mhpR//secA//tcyP//
GO_0005977_6	yafS//yfiC//insI4//ytfE//yfcV//ybiS//yadM//pyrB//
GO_0005978_7	agaV//arsC//yehP//livG//
GO_0005979_8	sad//
GO_0005980_7	ftsK//yaaA//envR//
GO_0005981_7	tig//
GO_0005984_5	tus//ftsW//tcdA//argB//accC//rutG//livM//holB//wecE//ralR//rhtC//
GO_0005985_6	pphB//
GO_0005986_7	roxA//
GO_0005988_6	intE//insE-1//
GO_0005990_7	ivy//fau//
GO_0005991_6	glvC//zapC//yfcA//yacG//ebgA//
GO_0005992_7	trpGD//tolA//
GO_0005993_7	actP//alaC//argA//
GO_0005994_6	sppA//
GO_0005995_7	xylH//
GO_0005996_4	argE//rimM//gpmM//glgB//sdhA//lplA//msbA//wzc//ynaE//yajL//mukB//rplW//ada//hcaD//psuT//glvC//abgA//waaY//trmD//fadA//pdeF//soxR//miaB//ttdB//ybfE//dnaG//fliG//bdcA//ldtE//yihO//entC//mreB//galF//yihW//bamA//ariR//frvB//fruK//pyrE//paaJ//mhpC//cobC//clpA//pgaC//yehD//ygaV//torZ//yadN//glgC//flgJ//exoX//murF//ddpX//yieL//dam//yahK//rtcB//ynfH//aroC//ycaN//tufA//flgE//rpsM//yihV//yheT//yghU//yagE//yeiL//sspA//ispU//hybG//rspB//yidP//katG//nhaA//topB//mdtK//ftsB//hslU//ftsE//rclC//ilvM//
GO_0005997_6	hldE//
GO_0005998_7	bdm//
GO_0006000_6	degQ//ycgV//rplA//
GO_0006001_7	rodZ//qorA//
GO_0006002_5	rimP//sgcE//efeO//
GO_0006004_6	fucO//hypT//cas1//sohB//thiI//fimB//
GO_0006006_6	murD//rbsA//nfsB//proQ//dctR//nac//ttcA//glsA//ampG//groL//yphC//mutT//rutA//alkA//sfmF//fecA//oxc//proV//gltD//rpiA//lpxC//rdgC//rplT//
GO_0006007_7	rarA//tatC//rplB//
GO_0006011_5	yfeX//
GO_0006012_6	betB//rpsQ//chbC//yphC//mngB//ebgR//rlmM//luxS//secF//
GO_0006013_6	kefB//lptA//
GO_0006014_6	efp//greA//kdpB//
GO_0006015_7	elaD//yciF//
GO_0006020_5	potA//
GO_0006022_5	ccmE//paaG//rsmB//fdx//ynaE//gcvH//hupA//nagK//rimK//ilvL//pepD//menH//yjhP//yfjV//mgtL//yidE//dapA//gph//aroL//ubiG//melB//wcaJ//yigL//ybjG//yidK//ade//clcA//proV//cdgI//yafQ//ydcM//asnA//mazG//pgaB//cstA//rcdA//secG//yihV//yebQ//ispG//entH//lepB//yfdS//allB//yiiE//tcyJ//mscM//ybiJ//cpxA//trxC//rpsE//yhdJ//pagP//hemF//hyaB//yibF//galR//gatA//nuoI//lptE//napF//tas//mutT//
GO_0006023_6	tmk//higA//cueO//dmsC//yjtD//rlmN//borD//prpC//prkB//yahB//holB//ruvB//puuC//feaR//pdxY//arnE//ribE//yfiR//fdhD//wcaJ//rclB//nrdI//erfK//paoC//gspI//minD//kdpA//fabR//gadW//yfgO//priC//tauA//murD//ulaB//dicB//yeiG//yfdR//nfi//mdaB//
GO_0006024_7	hybA//tdcC//ybdM//queF//queF//sthA//gatY//cobB//miaB//ligB//yihS//yaaY//sdhD//chaA//waaY//ygfA//rnlB//rplS//cobB//malI//flgK//cspI//dtpD//guaB//ydhQ//pntA//nudF//yebG//gsiB//zapA//xthA//rpmC//aas//pyrE//phnO//dusB//wzzB//ybhJ//tar//
GO_0006026_6	etp//nanT//alaS//cysU//gcl//rfaD//hokB//lsrK//mdtF//pflB//
GO_0006027_7	topA//lolB//ykgM//codA//mdtQ//uidA//priA//yieF//dcuD//greB//
GO_0006040_5	arnT//dcyD//mmuM//ldtC//zapC//gluQ//ada//syd//cnu//rplD//intE//purF//sutR//uhpB//cysN//mdh//manX//
GO_0006044_7	rbsK//cheB//ldcC//wecE//caiT//
GO_0006046_8	creB//fhuC//entH//luxS//
GO_0006047_5	efeO//folE//amiA//tauD//mraY//tusC//rarD//
GO_0006048_6	gshB//csgE//yohC//kdpF//yoeE//manA//
GO_0006050_6	ydhK//
GO_0006051_7	entB//
GO_0006053_8	infC//
GO_0006054_6	yedL//prkB//ybdZ//ung//bioC//recJ//fimE//
GO_0006056_6	malZ//
GO_0006057_7	tdcF//
GO_0006059_6	pgpC//ppiC//acrE//lacY//
GO_0006060_7	dcuD//
GO_0006062_8	yahI//
GO_0006063_5	recN//hfq//ybeF//mrcA//cheW//rhlE//galT//ybhJ//mdfA//
GO_0006064_6	pstS//yfbR//dxr//cobB//cnu//hlyE//
GO_0006066_4	deoD//hybF//ddlB//aroG//secB//rluE//recO//dacB//tdcC//rpmJ//thiD//pyrF//ptsI//manY//mrdA//chaA//lamB//blc//cbl//dnaB//manZ//yihI//ydfG//lolE//yfiF//hofN//ispH//yiaN//dgcJ//ybjC//lptD//mntS//
GO_0006067_6	torY//speB//ybcF//
GO_0006071_6	pyrC//speB//dcp//insA-1//ftsX//queG//speG//
GO_0006072_6	bglH//mdtE//hisI//yciE//hupB//
GO_0006073_6	yrfG//nudB//lplA//murJ//rayT//plsX//ygcW//nupG//secB//trkA//cas1//pckA//amtB//panB//glcB//nrfC//ssuE//frwC//cca//yneJ//
GO_0006081_4	rutG//rutR//ccmG//atpA//glcA//dld//rseB//bioA//pflB//sapA//nrdR//tsaB//rsmG//sfsA//prfA//rpsI//tar//trpC//nei//yqjH//msrQ//thrS//yfdO//mliC//hscA//truC//mutH//hslR//nanR//yhcD//rpiA//fdrA//agaB//rfaH//pyrH//gatA//degP//puuA//tatA//nanT//hemA//yebQ//oppF//sfmA//chpB//melB//gntT//dxs//hokB//plsC//ycgR//fumC//kdpA//cpdB//panC//lpoB//yhjC//cysK//ygeX//thiM//yiaM//hypT//cspE//malS//pntA//narP//ybiT//
GO_0006082_4	btuC//yeaE//pstA//atoB//ynjD//uraA//yafC//xisE//alsK//phoA//sdaB//ydiQ//elbB//gntK//accC//ygeX//yihV//ssuE//norV//yjhH//sgrT//ydfK//fixB//rsgA//nadC//agaW//miaB//arnE//bioC//yjeI//srmB//tatD//gcvA//gadE//mtfA//glpC//ulaD//atpE//recN//purC//nupG//kdsA//bepA//ydhQ//hyfF//tdh//phoR//trpGD//ascF//sfmF//fklB//rhaR//pyrC//frdB//bisC//yhjX//yciF//citE//ybaM//yfgJ//tcyP//zur//hcaT//panE//hinT//puuD//fadD//mgsA//ytfR//mngB//yohC//pykA//ldcC//cpxP//cbeA//gltX//manZ//chaA//waaU//purC//dadA//paaC//mazF//yhhY//rpsE//mutT//yihW//hrpA//crr//holC//gadE//pinQ//tsf//rseB//fliM//prpB//fsr//agaD//yejF//nemA//thiE//dinG//napA//acrE//glgS//btuR//betT//tesB//chbR//glnS//yjjU//cstA//dmlA//malI//hscA//yafQ//yagJ//fruB//lysS//cynS//lgoR//gabT//bssS//bluR//yfcU//mdtC//malE//rplQ//rffC//fimC//hsdR//yfaU//adeD//yeaK//rcsD//rsmJ//recN//sutR//malP//iscU//murB//ygcR//glgP//rnlB//crr//cmtB//araF//hisP//betT//zur//minD//yfjR//dsdA//clpA//ugd//narK//gltI//uidA//mtlD//cbtA//rplT//ydcT//kdgT//flgF//menC//opgD//gsiA//ugpB//mqsR//patD//glgS//nth//yeaD//higA//yedF//insI3//lolD//rluE//ygiW//flgG//ulaB//trxA//chbR//rpsH//hrpA//yfeR//gmhB//lolE//wzyE//gshB//lyxK//ettA//yceK//yiaA//wecB//cadA//rpsH//sufB//rimO//yhgF//fixB//sfmD//queA//tolR//alsK//ldrB//gltX//yihR//dinQ//pntB//betI//zinT//mdtI//menH//ldrD//idnD//slmA//mdlA//ygjK//frmA//rplF//yafO//ybjD//fepB//sucD//dnaX//srmB//yafE//mdtJ//lptG//ampH//rcsC//hflD//deoR//aldB//smpB//narQ//yagG//mutS//purB//sulA//xseA//zapE//ftp//hdeD//waaB//dld//poxB//yidL//hcaB//rutF//agaB//blc//thrB//mhpB//yebC//hypE//serS//pyrD//ycjR//opgE//nuoL//ydcR//frlR//rcnA//rpsD//ytfP//rutA//pstS//glpC//dgcQ//yghB//yajQ//lpxC//arnE//sbcC//glgB//secF//epd//yhfS//adeP//arfB//dsdA//holB//wzyE//yjiQ//mraZ//pheT//cadA//folD//hisQ//ecpR//livM//lsrR//ibaG//pdeD//zntA//rpoS//rcnA//narY//prpR//yfjR//epd//tus//ftsA//mrp//fdx//rpsK//gpsA//yfcP//queF//arcB//rplY//ligB//ebgA//chbG//menD//recB//iraD//narL//tsaB//gudX//greB//mdtK//murD//yhaV//rnhA//yhaC//msbA//sapC//treR//yihQ//yfaX//aroP//ilvC//menC//yjjU//ddpX//acs//ccmD//secM//srlA//hlyE//lepB//hprR//sxy//cusS//rnhA//aroK//ligB//rpsM//ydjM//lapA//rhoL//yedA//ycjY//mutS//actP//curA//hipB//yqjI//ydjJ//pheT//atpF//ompG//xylF//dps//diaA//fhuD//rihB//ade//agaD//nanE//pinR//thiL//dppF//glvC//iclR//mhpD//flgH//sspB//hrpA//yrfG//asnA//dgcZ//ecpR//allB//intS//bsmA//ilvE//hemD//symE//dppD//cobS//gntR//rsmB//glnD//hemL//dinB//hyi//glpX//gfcE//rpoS//yjjQ//alaC//ssuB//gluQ//wecA//alaC//thrA//pgaC//cheY//ushA//pyrF//ftsN//glnH//ulaE//waaL//iclR//ada//rsfS//ygbL//eutN//glvC//proW//yigL//dapB//panE//elfA//argG//feaB//sgrT//fixC//ygbI//fhuF//ybjX//aer//tag//lsrK//sufC//dapB//adhP//hdeA//hyfC//pspD//msrA//kdgR//tmk//paaC//galS//fabH//mrcA//menA//ygaZ//rpsA//bglB//mhpA//nlpD//dut//ybaQ//
GO_0006083_6	intQ//ascG//nrfA//hslR//gyrA//uxaB//
GO_0006084_6	hslU//mngR//
GO_0006085_7	rimM//hypB//
GO_0006086_8	rdgC//
GO_0006089_5	atoS//yjiM//rpoH//uhpA//arnB//yhjD//dgoT//puuP//blc//hha//ttdA//deoB//yoeB//purB//gapA//dhaL//grpE//sutR//hycA//ybhJ//ydjE//rpmJ//chpS//ybcJ//paaE//iclR//mdtQ//hemF//ebgR//
GO_0006090_8	rcsA//yhhY//cdgI//yhaJ//ydcZ//lplT//thrL//kdgK//acnB//gspF//ddlA//rne//yfgJ//pncB//pdxJ//argO//cbtA//prmC//zntA//tatE//ycgR//livF//yiaU//argB//ldtE//ggt//rpnA//cysK//appC//xylR//bioD1//
GO_0006091_4	cusC//nsrR//yhbX//sgbU//waaG//flgB//ydhC//insB-2//rssA//ydeE//frc//miaA//yihI//narU//glnE//thiD//pinQ//citC//sbmA//pdeL//ydeO//metF//citX//gadX//ybiX//ghrB//xseA//hcaE//rplA//etp//hlyE//alsA//agaR//torZ//ybdO//metK//yiaB//cusR//rhlE//ptsP//hemE//zinT//argB//opgH//rhoL//puuE//sapB//ansA//htrE//nfsB//dgcF//ybdH//mltA//guaC//setC//rsuA//phnK//yaiW//adk//ybhJ//lolC//comR//sdaC//rhaT//cecR//pinE//cysQ//sdaC//wcaB//hyaD//bacA//mdfA//luxS//dsdA//iraM//yiiD//ftsX//nuoE//dsbC//astC//rnhA//prpC//yfcA//glrR//rpnD//ygfX//torY//rimJ//fhlA//tusB//frlB//ybhP//gabT//ihfB//prkB//dtpC//gspJ//potC//yjaA//ybiY//yrfG//ybgI//ybaL//tsaB//yjcO//dmsC//adiY//ghoT//crcB//gloC//deaD//cynT//
GO_0006094_7	dhaL//artP//alaE//rseC//ccmH//ilvE//gltS//chbA//rluC//hisB//
GO_0006096_6	tauD//ffh//crfC//dmlA//surE//yddM//yhbQ//ttcA//mnaT//rutE//pgsA//rzpD//dnaQ//cdgI//phr//pmbA//glnL//mgtL//
GO_0006097_5	fliM//ybaE//rpsK//ybhF//acrD//
GO_0006098_6	fur//mobA//yagE//arnT//narK//
GO_0006099_4	ygcW//ybiA//gatC//nadC//fklB//rlmA//fadM//pdhR//patZ//thiC//rho//trxA//trkH//ascG//ynbB//glvB//potD//
GO_0006101_6	moeA//fklB//appY//yraJ//ycfL//lpd//waaC//ssuD//corA//alr//torI//yihR//purA//ulaR//allB//manY//yhbX//
GO_0006103_5	eptA//pgi//yejB//
GO_0006104_6	phnC//xylF//udk//
GO_0006105_5	sbcB//lgoR//dinD//ycgR//yehY//amtB//rpsN//ung//
GO_0006106_8	yehZ//
GO_0006107_8	cpxA//
GO_0006108_8	asnC//pckA//mgsA//nrdB//sbp//
GO_0006109_6	rhaT//bluR//rlmG//pgm//rpoA//parE//pcnB//fdhD//sgcB//
GO_0006112_5	yneL//yraI//rrrQ//hofQ//pgaD//yejB//arcC//xylH//
GO_0006113_5	yijO//rsmG//glvC//ccmE//serC//ygjR//mak//cspI//insA-1//phnI//xapR//hofM//bioH//
GO_0006115_6	yehZ//
GO_0006117_5	qseC//
GO_0006124_6	dmlA//
