#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mutL//appY//ybcL//katE//
GO_0006063_5	acpP//hybE//ydiR//yceD//rplR//nagC//hypE//agaC//sgbH//
GO_0006064_6	setC//mzrA//cobT//mpaA//rfe//lpxH//
GO_0006066_4	tisB//kduD//yodD//yhcF//dxr//tar//lldD//rfaF//purU//crr//yieK//nikR//glnH//ydbD//uhpB//psd//dsbA//atpC//lptD//hslO//pinR//envY//topB//yhjC//yieF//mog//ydhK//ampG//proS//ynbC//mlaC//yahN//
GO_0006067_6	uvrY//malY//murA//
GO_0006071_6	rcnA//ypdA//puuD//ribE//gsiC//argT//tomB//
GO_0006072_6	waaZ//nuoB//mtfA//fliA//mdtA//
GO_0006073_6	araH//cheB//fryA//bcr//iscA//rhmR//glgB//mlaE//dgoA//bipA//aqpZ//gfcE//cyoE//phr//yfbV//narV//lptF//speF//mlc//rcnA//
GO_0006081_4	yjjQ//srlB//ettA//selA//recR//prfC//treR//atpH//yfcS//eutB//ackA//mdtA//sodA//sapC//tufB//ompT//dsbD//cysI//nemA//cysU//thrA//mepS//slt//ymgC//tus//hisD//fdhD//nudG//sgcR//waaF//polA//truC//fdhF//hns//yaiP//pppA//kdsD//aldB//uxaC//idnD//yhfK//glnB//secE//pyrF//glmU//mntH//frvA//paaJ//rhaS//alr//mutY//dacB//pspG//recE//ibpB//mscS//tesB//ygiS//lptD//nudB//argC//rimL//psuG//rnpA//rpnB//yohD//feoA//
GO_0006082_4	trmH//fsr//der//aceB//ratA//kgtP//araD//aceB//wcaC//cysZ//rhtC//nadE//fetB//viaA//fcl//lpoA//rfaF//cobU//pdxJ//artQ//xerC//yeaV//paaZ//kdpE//btuF//ftsI//metG//dmsA//fliZ//sapF//acpT//yheT//dmlR//yjcO//mcrB//zinT//pntA//ccmF//fbp//entE//glpG//plaP//rzoD//glcE//holC//fklB//yfdR//argG//murI//pcm//tolQ//lexA//psuT//pcm//uxuA//mazF//iap//gltK//idi//baeR//garP//tdcE//entS//gyrB//sapA//hflK//hmp//ampH//proA//pdxJ//galM//rimM//argH//atpB//citE//cobU//mhpR//fau//ftsI//cpxP//ansB//dmsC//ubiC//chpB//rplQ//nrdI//ydiP//agaR//pheS//yebZ//sbmC//setB//acpH//nadD//gppA//ptsI//ymdB//nadB//sseA//recE//trpA//chbR//yhaJ//tonB//rzpR//yaiP//lysO//ansA//prlF//tdcG//pheA//nupC//mpaA//clsB//chaA//dadA//galU//yraJ//btuF//purC//rssA//moaE//narU//yqiJ//yneE//trxA//tonB//hofC//mreB//scpC//agaR//sgcB//rpmC//pepQ//trmI//bcr//tmk//ycjP//acrA//gcvT//eamB//xapR//tsf//yiaJ//recA//fepB//yihU//mntP//ibsD//yihX//arcA//casE//rplX//truD//purT//hicB//mpaA//nmpC//insE-1//osmY//hmp//narQ//kgtP//setA//nadB//potA//mngR//rhmR//csgE//pepA//gcvP//asmA//mltA//ettA//cpdA//ogrK//fruB//gltB//yggN//frsA//tatB//proW//ymfK//ybhA//clpB//galU//aslB//bluR//fucI//sdhC//fadE//elfC//potE//rfbB//gor//yajQ//elyC//csrD//sad//ytfT//yceD//cdsA//yeeL//pgi//atoC//glxK//srlE//xapB//mreD//rpsK//dgoR//lpoA//trmO//hemL//psd//ftsH//nlpI//zur//ygfA//yahN//hyfC//fliT//dmsB//pepQ//wecB//wzzE//tusB//waaJ//murJ//speC//rseC//ynaE//ccmD//rplX//moeB//gloA//citC//uxaA//slmA//fepC//cyoC//rpsR//idnK//cydC//puuE//cbrA//glmM//lspA//nimT//mhpB//artI//hypA//hisP//elaD//pepT//hemH//aes//ycbB//phoE//narX//guaC//mglB//ralR//yceK//tcdA//rnc//envC//mltC//menF//minD//livM//ilvC//pdhR//cadC//pstS//ortT//cdd//fecD//recA//tdcC//citE//parC//dcd//hisG//yhcN//gntT//ompN//aldA//kefG//yadN//metH//yraK//ftsZ//amiA//dnaE//ynbB//dsbC//ygiV//cecR//allC//dtpC//ycgV//ybiI//ydiF//kduI//ybcF//cueR//envY//ycjQ//yafN//yidZ//hcaT//fadE//araH//crp//tmk//chbB//atpF//hisS//secA//sgrT//yeiL//gcvH//garR//cspD//kdsB//cheR//cspE//uspG//uidC//ugpC//pdeF//tap//tusB//yedX//acpH//proQ//phnG//ahpC//elfG//flgB//ddlA//rlmH//csgD//secF//relB//aceF//znuA//gshB//yedL//torD//nikB//artQ//trkA//glnK//glpG//phnM//yciE//ompT//nrdI//ugpA//hscB//mutM//rsmB//ligB//rapA//csrD//torS//araD//fhlA//prmB//insA-2//yfdO//tolC//tonB//arfB//bioA//ppiD//cysW//katE//sbcD//lacY//lamB//mreD//yeeJ//recC//tsaC//ileS//ybhF//ytfT//fdoI//mrdA//yihR//rlmM//udk//flhD//argF//truA//pinR//thrC//mreB//aroL//nuoF//trpR//ugpA//mngB//yqeA//fucP//pstS//lpxK//waaC//bluR//ulaC//rnhA//serB//hyfR//cecR//nikA//yhjR//tgt//fecD//tdcG//rluB//yjaZ//speD//mraZ//ribA//pyrE//fimA//casB//argE//csgE//cvrA//deoR//ymgC//slyA//yjiY//yfeO//iscU//acpT//leuD//norW//mdtI//fkpA//yhcN//panZ//rssB//ompG//gsiB//yibT//fhlA//rlmI//recQ//lapA//betI//yefM//yagE//tdk//rhaM//lpxD//
GO_0006083_6	fadD//mdtB//fadE//dnaE//argF//norV//
GO_0006084_6	dinQ//gltS//
GO_0006085_7	slyD//arfA//
GO_0006086_8	bioB//
GO_0006089_5	yafQ//fdnG//idnT//ssb//dcuB//hsdR//waaQ//waaJ//shoB//fepA//sucC//rplC//pdhR//galM//yrbG//modA//baeR//tnaC//glpD//purL//cpsB//mtlD//glsA2//katE//rpnC//yagF//pdxH//decR//rhoL//
GO_0006090_8	ubiB//cysM//argK//yhdZ//dnaE//yaiW//frlA//ydaV//cbtA//focB//mprA//ftsX//zipA//wcaJ//yidZ//gpsA//ihfA//hisQ//tsaB//hdeD//galP//nanC//yciG//sufE//xseA//pspG//hipB//ghxP//mngA//ecpR//bisC//
GO_0006091_4	mdtJ//pgk//treR//ftp//sppA//rsuA//glpX//argB//patD//bioD//mcbR//thrB//ygbM//yiaA//fadE//yafN//ycbB//ydcS//hscC//rzpR//efp//rplW//mnmG//ykfM//aceB//nusG//dgcF//thiD//ycbV//polA//glsA//srlD//pphB//tauB//yccS//hisP//tonB//pdeF//narW//dgcN//dppF//gspF//yciG//narY//nlpI//nagK//atpE//arnE//rpsN//lysS//hypA//glpC//mnmE//fimB//frmA//dgkA//erfK//xseA//yieK//araH//rzoD//ppiC//ligB//hisQ//cysH//mnaT//insI3//nfo//aroF//fimI//yieL//pdxA//dppF//hicA//pgaB//tehA//paaE//tilS//cyoC//hxpB//poxB//yieK//nusG//yieE//cmtB//fabB//yqjI//mhpD//bolA//yggW//sfmD//patZ//rclC//speD//flgK//hrsA//gnsB//narZ//frvB//gltX//ycgR//ilvB//hycB//yeaG//hybD//yraJ//hupB//idnT//speD//yaaY//yagI//bcp//
GO_0006094_7	hybG//ghoS//sbcC//hldE//waaS//mltG//hrsA//yiaA//thiP//dmsC//
GO_0006096_6	acpS//pspA//ygfI//sgcC//ydcZ//baeR//yefM//mepH//rplD//arcC//yieF//casB//mlaF//yajL//insI3//yeeY//hisS//eutR//
GO_0006097_5	mreD//lpxD//betB//secB//crl//
GO_0006098_6	ydjE//arfB//norR//ushA//menC//
GO_0006099_4	insI3//yahK//ppx//ttdB//adiY//livK//ycgR//rapA//rimJ//citX//arcB//seqA//trpR//sapC//nanT//acrD//fumC//
GO_0006101_6	pgpC//malZ//rpsM//panZ//rlmG//dgkA//add//nfuA//tbpA//yeeL//panF//nth//ydiQ//rlmM//fhuD//rpmH//ftsA//
GO_0006103_5	argH//glnQ//dsdA//
GO_0006104_6	rrrD//recD//hisM//
GO_0006105_5	wecB//tolA//mgtL//cysS//yeeJ//rfaG//rlmM//intS//
GO_0006106_8	ydaN//
GO_0006107_8	yqiG//
GO_0006108_8	fimG//queE//relE//secG//aroG//
GO_0006109_6	tnaB//yigB//insK//mtlR//ais//etk//yrdA//yqgF//fetB//
GO_0006112_5	mntP//ybjL//lpxH//cbtA//recD//ptrA//atpD//gyrA//
GO_0006113_5	osmF//yfhH//minD//ruvB//rpoE//yagF//yihR//gudD//dnaQ//cpxA//hycB//luxS//nlpA//
GO_0006115_6	cheZ//
GO_0006117_5	ydaN//
GO_0006124_6	parC//
