# From /Users/Daniela/Documents/CCG/GU_art_2/v22/original_datasets/scripts/create_datasets_v2.pl on Thu Nov 22 14:59:17 2018
# Input = /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_gene.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_active.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_inactive.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/tu_links.txt
#GU name	Genes
BaeR-Phosphorylated_pos	acrD//baeR//baeS//mdtA//mdtB//mdtC//mdtD//spy//
BasR-Phosphorylated_neg	putA//yrbL//
BasR-Phosphorylated_pos	csgD//csgE//csgF//csgG//cspI//dgkA//fimB//hha//qseB//qseC//tomB//
BetI_neg	betA//betB//betI//betT//
BirA-biotinyl-5-adenylate_neg	bioA//bioB//bioC//bioD//bioF//
BluR_neg	ariR//ycgZ//ymgA//ymgC//
BolA_neg	ampC//dacC//
BolA_pos	ampC//dacC//
BtsR-Phosphorylated_pos	btsT//
CadC_pos	cadA//cadB//cadC//
CaiF-L-carnitine_pos	caiA//caiB//caiC//caiD//caiE//caiT//fixA//fixB//fixC//fixX//
Cbl_pos	ssuA//ssuB//ssuC//ssuD//ssuE//tauA//tauB//tauC//tauD//
CdaR_pos	cdaR//garD//garK//garL//garP//garR//gudD//gudP//gudX//rnpB//
CecR_neg	cecR//ybhF//ybhG//ybhR//ybhS//
ChbR-N-monoacetylchitobiose6-phosphate_neg	chbA//chbB//chbC//chbF//chbG//chbR//
ChbR-N-monoacetylchitobiose6-phosphate_pos	chbA//chbB//chbC//chbF//chbG//chbR//
ChbR_neg	chbA//chbB//chbC//chbF//chbG//chbR//
ChbR_pos	chbA//chbB//chbC//chbF//chbG//chbR//
ComR_neg	bhsA//
CpxR-Phosphorylated_neg	bamE//cheA//cheW//csgA//csgB//csgC//csgD//csgE//csgF//csgG//cyaR//efeU_1//efeU_2//motA//motB//mscM//ompF//psd//rpoE//rseA//rseB//rseC//rseD//tsr//ung//
CpxR-Phosphorylated_pos	acrD//aroG//bacA//baeR//baeS//cpxA//cpxP//cpxQ//cpxR//degP//dgcZ//dsbA//dsbC//fabZ//ftnB//hha//kbp//ldtC//ldtD//lpxA//lpxD//marA//marB//marR//mdtA//mdtB//mdtC//mdtD//mzrA//ompC//ppiA//ppiD//rpoH//rprA//sbmA//skp//slt//spy//srkA//tomB//yaiW//yccA//yebE//yidQ//yqaE//yqjA//
Cra_neg	aceE//aceF//acnB//adhE//crr//cyoA//cyoB//cyoC//cyoD//cyoE//cysG//eda//edd//eno//envC//epd//fbaA//fbaB//fruA//fruB//fruK//gapA//glcC//glk//gpmM//hypF//lpd//manX//manY//manZ//marA//marB//marR//mpl//mtlA//mtlD//mtlR//nirB//nirC//nirD//pdeL//pdhR//pfkA//pgk//ppc//prpB//prpC//prpD//prpE//ptsH//ptsI//pykF//setA//sgrS//sgrT//tpiA//yeaD//yibQ//zwf//
Cra_pos	aceA//aceB//aceK//acnA//aroP//betA//betB//betI//betT//crp//crr//csgD//csgE//csgF//csgG//cydA//cydB//icd//pck//poxB//ppsA//ptsH//ptsI//
CreB-Phosphorylated_neg	malE//malF//malG//
CreB-Phosphorylated_pos	creD//talA//
CsgD_neg	flgM//flgN//fliA//fliE//fliF//fliG//fliH//fliI//fliJ//fliK//fliZ//pepD//tcyJ//yhbS//yhbT//
CsgD_pos	csgA//csgB//csgC//csgD//csgE//csgF//csgG//dgcC//iraP//nlpA//wrbA//yccJ//yccT//
CsiR_neg	csiD//gabD//gabP//gabT//lhgO//
CspA_pos	gyrA//hns//
CueR-Cu_neg	moaA//moaB//moaC//moaD//moaE//
CueR-Cu_pos	copA//cueO//
CusR-Pasp_pos	cusA//cusB//cusC//cusF//cusR//cusS//cyoA//cyoB//cyoC//cyoD//cyoE//yedX//
CynR-cyanate_pos	cynS//cynT//cynX//
CynR_neg	cynR//
CysB-O-acetyl-L-serine_neg	hslJ//ssuA//ssuB//ssuC//ssuD//ssuE//
CysB-O-acetyl-L-serine_pos	cbl//cysA//cysC//cysD//cysH//cysI//cysJ//cysK//cysM//cysN//cysP//cysU//cysW//dgcZ//tauA//tauB//tauC//tauD//ybdN//yciW//ygeH//yoaC//
CysB_neg	cysB//
CysB_pos	tcyJ//tcyP//
CytR_neg	cdd//cytR//deoA//deoB//deoC//deoD//nupC//nupG//ppiA//rpoH//tsx//udp//ycdZ//
Dan-L-tartrate_pos	ttdA//ttdB//ttdR//ttdT//
DcuR-Phosphorylated_pos	dctA//dcuB//dpiA//dpiB//frdA//frdB//frdC//frdD//fumB//
DeoR_neg	deoA//deoB//deoC//deoD//nupG//tsx//
DhaR_neg	dhaR//
DhaR_pos	dhaK//dhaL//dhaM//
DicA_neg	dicB//dicC//insD-7//intQ//ydfD//ydfE//ydfW//ydfX//
DinJ-YafQ_neg	cspE//dinJ//yafQ//
DnaA-ATP_neg	aldA//dnaA//dnaN//guaA//guaB//nrdA//nrdB//recF//rpoH//yfaE//yjeV//
DnaA-ATP_pos	dnaA//dnaN//nrdA//nrdB//polA//recF//yfaE//
DpiA-Pasp_neg	appY//
DpiA-Pasp_pos	citC//citD//citE//citF//citG//citX//dpiA//dpiB//exuT//mdh//
DsdC-D-serine_neg	dsdC//
DsdC-D-serine_pos	dsdA//dsdX//
EbgR_neg	ebgA//ebgC//
EnvR_neg	acrA//acrB//
EnvY_pos	ompC//ompF//
EvgA-Phosphorylated_pos	acrD//emrK//emrY//evgA//evgS//frc//gadE//gadF//mdtE//mdtF//oxc//safA//ydeO//ydeP//yegR//yegZ//yfdE//yfdV//yfdX//
ExuR-alpha-D-galacturonate_neg	lgoR//
ExuR_neg	exuR//exuT//uxaA//uxaB//uxaC//uxuA//uxuB//uxuR//
FabR_neg	fabA//fabB//
FadR-acyl-CoA_pos	fadR//
FadR_neg	fadA//fadB//fadD//fadE//fadH//fadI//fadJ//fadL//fadM//sroD//uspA//
FadR_pos	accA//accB//accC//accD//fabA//fabB//fabD//fabG//fabH//fabI//iclR//
FeaR_pos	feaB//tynA//
FhlA-formate_pos	fdhF//fhlA//focB//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//hydN//hyfA//hyfB//hyfC//hyfD//hyfE//hyfF//hyfG//hyfH//hyfI//hyfJ//hyfR//hypA//hypB//hypC//hypD//hypE//hypF//
FlhDC_neg	mdh//mglA//mglB//mglC//
FlhDC_pos	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//flgA//flgB//flgC//flgD//flgE//flgF//flgG//flgH//flgI//flgJ//flgK//flgL//flgM//flgN//flhA//flhB//flhE//fliA//fliD//fliE//fliF//fliG//fliH//fliI//fliJ//fliK//fliL//fliM//fliN//fliO//fliP//fliQ//fliR//fliS//fliT//fliZ//glpA//glpB//glpC//gltI//gltJ//gltK//gltL//hydN//hypF//napA//napB//napC//napD//napF//napG//napH//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//pdeH//ppdA//ppdB//ppdC//recC//sroC//tcyJ//ycgR//yecR//ygbK//ygdB//
FliZ_neg	csgA//csgB//csgC//csgD//csgE//csgF//csgG//flhC//flhD//gadB//gadC//gadE//gadF//hdeA//hdeB//mdtE//mdtF//mlrA//osmY//pdeR//yhiD//
FucR-L-fuculose-1-P_pos	fucA//fucI//fucK//fucO//fucP//fucR//fucU//
Fur-Fe2_neg	amtB//aspC//cirA//crl_1//cyoA//cyoB//cyoC//cyoD//cyoE//entA//entB//entC//entD//entE//entF//entH//entS//exbB//exbD//fecA//fecB//fecC//fecD//fecE//fecI//fecR//feoA//feoB//feoC//fepA//fepB//fepC//fepD//fepE//fepG//fes//fhuA//fhuB//fhuC//fhuD//fhuE//fhuF//fiu//flhC//flhD//fnr//fumC//fur//garK//garL//garP//garR//gdhA//glnD//glnK//gltB//gltD//gltF//gnd//gpmA//grcA//gspC//gspD//gspE//gspF//gspG//gspH//gspI//gspJ//gspK//gspL//gspM//gspO//hmp//lpd//metH//metJ//mntH//nac//ndh//nohA//nrdE//nrdF//nrdH//nrdI//oppA//oppB//oppC//oppD//oppF//purR//pyrC//rcnA//rcnB//rnpB//rpoS//ryhB//sodA//soxR//soxS//sufA//sufB//sufC//sufD//sufE//sufS//tfaQ//tonB//ybdZ//ydfN//ygaC//yhhY//yjjZ//yqjH//zwf//
Fur-Fe2_pos	amtB//entS//ftnA//fumB//gdhA//glnK//katE//katG//lpd//mntP//ompF//sdhA//sdhB//sdhC//sdhD//sucA//sucB//sucC//sucD//tonB//zinT//
GadE-RcsB_pos	adiC//aslB//cadA//cadB//dctR//gadA//gadX//slp//yhiM//
GadE_pos	cyoA//cyoB//cyoC//cyoD//cyoE//fabZ//fliC//gadB//gadC//gadE//gadF//gadW//gadX//gltB//gltD//gltF//gnd//hdeA//hdeB//hdeD//lpxA//lpxD//lrp//mdtE//mdtF//purA//rcsA//skp//yhiD//
GadW_neg	dctR//gadA//gadB//gadC//gadW//gadX//gadY//hdeA//hdeB//slp//yhiD//
GadW_pos	gadA//gadB//gadC//gadE//gadF//gadX//hdeA//hdeB//mdtE//mdtF//yhiD//
GadX_neg	btuB//gadW//hdeA//hdeB//murI//speG//ydeM//ydeN//yhiD//ynfB//
GadX_pos	amtB//asnB//cadA//cadB//dctR//gadA//gadB//gadC//gadE//gadF//gadW//gadX//gadY//glnK//glsA//hdeA//hdeB//hdeD//hns//lon//mdtE//mdtF//rpoS//slp//uspE//ybaT//yhiD//
GalR-beta-D-galactose_neg	galE//galK//galM//galP//galR//galT//
GalR-beta-D-galactose_pos	galE//galK//galM//galT//
GalR_neg	galE//galK//galM//galP//galS//galT//mglA//mglB//mglC//
GalR_pos	galE//galK//galM//galT//
GalS-beta-D-galactose_neg	galE//galK//galM//galP//galR//galT//
GalS-beta-D-galactose_pos	galE//galK//galM//galT//
GalS_neg	galE//galK//galM//galP//galS//galT//mglA//mglB//mglC//
GalS_pos	galE//galK//galM//galT//
GatR_neg	gatA//gatB//gatC//gatD//gatY//gatZ//
GcvA_neg	gcvA//gcvH//gcvP//gcvT//
GcvA_pos	gcvB//gcvH//gcvP//gcvT//
GlcC-glycolate_neg	glcC//
GlcC-glycolate_pos	glcA//glcB//glcD//glcE//glcF//glcG//
GlpR_neg	glpA//glpB//glpC//glpD//glpF//glpK//glpQ//glpT//glpX//
GlrR-Pasp56_pos	glmY//rpoE//rseA//rseB//rseC//rseD//
GntR_neg	eda//edd//gntK//gntT//gntU//idnD//idnK//idnO//idnR//idnT//nfuA//yhgH//
GutM_pos	gutM//gutQ//srlA//srlB//srlD//srlE//srlR//
HU_neg	galE//galK//galM//galT//mtr//pgm//seqA//tyrP//
HU_pos	micF//
HcaR-HCA_pos	hcaB//hcaC//hcaD//hcaE//hcaF//
HcaR_neg	hcaR//
HdfR_neg	flhC//flhD//
HdfR_pos	gltB//gltD//gltF//
HigA_neg	higA//higB//
HigB-HigA_neg	higA//higB//
HipAB_neg	hipA//hipB//mazE//mazF//relA//
HipB_neg	fadH//hipA//hipB//mazE//mazF//relA//
HprR-Phosphorylated_neg	cyoA//cyoB//cyoC//cyoD//cyoE//
HprR-Phosphorylated_pos	cusA//cusB//cusC//cusF//cusR//cusS//yedX//
HyfR_pos	focB//hyfA//hyfB//hyfC//hyfD//hyfE//hyfF//hyfG//hyfH//hyfI//hyfJ//hyfR//
HypT-Met-oxidized_neg	fecA//fecB//fecC//fecD//fecE//
HypT-Met-oxidized_pos	cydA//cydB//cysH//metB//metI//metL//metN//metQ//
IclR-pyruvate_neg	aceA//aceB//aceK//iclR//
IdnR-5-ketogluconate_neg	gntK//gntU//
IdnR-5-ketogluconate_pos	idnD//idnO//idnR//idnT//
IlvY-2-acetolactate_pos	ilvC//
IlvY_neg	ilvY//
IscR-2Fe-2S_neg	iscA//iscR//iscS//iscU//
IscR_neg	erpA//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//napA//napB//napC//napD//napF//napG//napH//nfuA//rnlA//rnlB//
IscR_pos	nrdE//nrdF//nrdH//nrdI//sufA//sufB//sufC//sufD//sufE//sufS//ydiU//
KdgR_neg	eda//edd//
KdpE-Phosphorylated_pos	kdpA//kdpB//kdpC//kdpF//
LacI_neg	lacA//lacY//lacZ//
LeuO_neg	cadC//dsrA//leuO//
LeuO_pos	bglB//bglF//bglG//bglJ//cas1//cas2//casA//casB//casC//casD//casE//leuA//leuB//leuC//leuD//leuL//leuO//yjjQ//
LexA_neg	cho//ddlB//dinB//dinD//dinF//dinG//dinI//dinJ//dinQ//dnaG//ftsA//ftsI//ftsK//ftsL//ftsQ//ftsW//ftsZ//hokE//insK//lexA//lpxC//molR_1//mraY//murC//murD//murE//murF//murG//phr//polB//ptrA//recA//recB//recD//recN//recQ//recX//rpoD//rpsU//ruvA//ruvB//sbmC//ssb//sulA//symE//tisB//umuC//umuD//uvrA//uvrB//uvrC//uvrD//uvrY//yafN//yafO//yafP//yafQ//ybfE//ybiB//ydjM//yebG//
LldR-lactate_neg	lldD//lldP//lldR//
LldR-lactate_pos	lldD//lldP//lldR//
LldR_neg	lldD//lldP//lldR//
LldR_pos	lldD//lldP//lldR//
LrhA_neg	flhC//flhD//
LrhA_pos	fimE//leuO//lrhA//
LsrR_neg	lsrA//lsrB//lsrC//lsrD//lsrF//lsrG//lsrK//lsrR//tam//
LysR_neg	lysR//
LysR_pos	lysA//
MalI_neg	malI//malX//malY//
MalT-maltotriose-ATP_pos	lamB//malE//malF//malG//malK//malM//malP//malQ//malS//malZ//
MarA_neg	dctR//hdeA//hdeB//purA//rob//slp//yhiD//
MarA_pos	acnA//acrA//acrB//acrZ//aldA//decR//fpr//fumC//inaA//marA//marB//marR//micF//mlaB//mlaC//mlaD//mlaE//mlaF//nfo//nfsA//nfsB//poxB//pqiA//pqiB//pqiC//putA//rimK//sodA//tolC//waaY//waaZ//xseA//ybjC//ybjN//ygiA//ygiB//ygiC//yncE//zwf//
MarR_neg	marA//marB//marR//
MatA_neg	flhC//flhD//fliA//fliC//fliZ//tcyJ//
MatA_pos	ecpA//ecpR//
MazE-MazF_neg	mazE//mazF//mazG//
MazE_neg	mazE//mazF//mazG//
McbR_neg	mcbA//
McbR_pos	yciE//yciF//yciG//
MelR-melibiose_neg	melA//melB//melR//
MelR-melibiose_pos	melA//melB//melR//
MelR_neg	melA//melB//melR//
MelR_pos	melA//melB//
MetJ-adenosylmethionine_neg	ahpC//ahpF//folE//metA//metB//metC//metE//metF//metI//metK//metL//metN//metQ//metR//yeiB//
MetR-L-homocysteine_neg	glyA//metR//
MetR-L-homocysteine_pos	glyA//metE//
MetR_pos	hmp//metH//
MhpR-3HPP_pos	mhpA//mhpB//mhpC//mhpD//mhpE//mhpF//
Mlc_neg	crr//malT//manX//manY//manZ//mlc//ptsG//ptsH//ptsI//ynfK//
MlrA_pos	cadC//csgD//csgE//csgF//csgG//ibaG//obgE//rplU//rpmA//yhbE//
MngR_neg	mngA//mngB//mngR//
MntR-Mn2_neg	dps//mntH//mntS//rybA//
MntR-Mn2_pos	mntP//
ModE-MoO42-_neg	deoA//deoB//deoC//deoD//dmsA//dmsB//dmsC//modA//modB//modC//oppA//oppB//oppC//oppD//oppF//
ModE-MoO42-_pos	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//moaA//moaB//moaC//moaD//moaE//napA//napB//napC//napD//napF//napG//napH//narL//narX//
MprA_neg	acrA//acrB//emrA//emrB//mprA//nmpC//
MqsA_neg	csgD//csgE//csgF//csgG//cspD//mqsA//mqsR//rpoS//
MraZ_neg	ddlB//ftsA//ftsI//ftsL//ftsQ//ftsW//ftsZ//lpxC//mioC//mraY//mraZ//murC//murD//murE//murF//murG//rsmH//
MurR_neg	murP//murQ//murR//
MurR_pos	murR//
Nac_neg	asnC//gdhA//gltB//gltD//gltF//mioC//mnmG//nac//serA//
Nac_pos	codA//codB//feaR//gabD//gabP//gabT//nupC//patD//ydcS//ydcT//ydcU//ydcV//
NadR_neg	nadA//nadB//pncB//pnuC//
NagC_neg	chbA//chbB//chbC//chbF//chbG//chbR//chiP//chiQ//creA//creB//creC//creD//crr//dinI//galP//glmS//glmU//manX//manY//manZ//nagA//nagB//nagC//nagE//nanC//nanM//nanS//ptsH//ptsI//umpH//ydeM//ydeN//ydeP//
NagC_pos	fimB//glmS//glmU//
NanR_neg	nanA//nanC//nanE//nanK//nanM//nanS//nanT//yhcH//yjhB//yjhC//
NanR_pos	fimB//
NarL-Phosphorylated_neg	adhE//aspA//caiF//ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//citC//citD//citE//citF//citG//citX//dcuA//dcuB//dcuR//dcuS//dmsA//dmsB//dmsC//dmsD//dpiA//dpiB//fdhF//focA//frdA//frdB//frdC//frdD//fumB//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//hybA//hybB//hybC//hybD//hybE//hybF//hybG//hybO//napA//napB//napC//napD//napF//napG//napH//nikA//nikB//nikC//nikD//nikE//nikR//norV//norW//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//ompW//pflB//torA//torC//torD//ubiA//ubiC//ydhT//ydhU//ydhV//ydhW//ydhX//ydhY//ynfE//ynfF//ynfG//ynfH//
NarL-Phosphorylated_pos	cydC//cydD//cysG//fdnG//fdnH//fdnI//hcp//hcr//moeA//moeB//narG//narH//narI//narJ//narK//nirB//nirC//nirD//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//nuoA//nuoB//nuoC//nuoE//nuoF//nuoG//nuoH//nuoI//nuoJ//nuoK//nuoL//nuoM//nuoN//ogt//poxB//ydeP//yeaR//yoaG//ytfE//
NarP-Phosphorylated_neg	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//fdnG//fdnH//fdnI//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//napA//napB//napC//napD//napF//napG//napH//norV//norW//ydeP//ydhT//ydhU//ydhV//ydhW//ydhX//ydhY//
NarP-Phosphorylated_pos	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//cysG//fdhF//hcp//hcr//napA//napB//napC//napD//napF//napG//napH//nirB//nirC//nirD//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//poxB//yeaR//yoaG//ytfE//
NemR_neg	gloA//nemA//nemR//
NhaR-Na_pos	nhaA//nhaR//osmC//pgaA//pgaB//pgaC//pgaD//
NikR-Ni2_neg	nikA//nikB//nikC//nikD//nikE//nikR//
NimR_neg	nimR//nimT//
NorR_neg	norR//
NorR_pos	norV//norW//
NrdR-Zn2_neg	nrdA//nrdB//nrdD//nrdE//nrdF//nrdG//nrdH//nrdI//yfaE//
NsrR_neg	aceE//aceF//bamE//bdcA//cdd//dkgB//dsdC//feaB//feaR//fhlA//fliA//fliZ//grxD//hcp//hcr//hmp//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//hypA//hypB//hypC//hypD//hypE//ihfA//infC//lrp//mepH//mhpT//ndh//norR//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//pgpC//pheM//pheS//pheT//poxB//rfe//rffC//rffG//rffH//rffM//rffT//rplT//rpmI//rybB//sodB//sufA//sufB//sufC//sufD//sufE//sufS//tadA//tcyJ//tehA//tehB//thrS//tsgA//waaH//wecB//wecC//wecE//wzxE//wzyE//wzzE//ydbD//yeaE//yeaR//ygbA//yoaG//ytfE//
NtrC-Phosphorylated_neg	glnA//glnG//glnH//glnL//glnP//glnQ//
NtrC-Phosphorylated_pos	amtB//argT//astA//astB//astC//astD//astE//cbl//ddpA//ddpB//ddpC//ddpD//ddpF//ddpX//glnA//glnG//glnH//glnK//glnL//glnP//glnQ//hisJ//hisM//hisP//hisQ//nac//patA//potF//potG//potH//potI//relA//rpoE//rseA//rseB//rseC//rseD//rutA//rutB//rutC//rutD//rutE//rutF//rutG//yeaG//yeaH//yhdW//yhdX//yhdY//yhdZ//
OmpR-Phosphorylated_neg	bolA//ecnB//fadL//flhC//flhD//nmpC//ompF//pgaA//pgaB//pgaC//pgaD//sra//
OmpR-Phosphorylated_pos	csgD//csgE//csgF//csgG//dtpA//micF//ompC//ompF//omrA//omrB//
OxyR_neg	fhuF//flu//gntP//isrC//nfsA//oxyR//rimK//uxuA//uxuB//ybjC//ybjN//ychF//
OxyR_pos	ahpC//ahpF//ccp//dps//dsbG//fur//gor//grxA//hcp//hcr//hemH//katG//mntH//oxyS//poxB//sufA//sufB//sufC//sufD//sufE//sufS//trxC//uof//
PaaX_neg	paaA//paaB//paaC//paaD//paaE//paaF//paaG//paaH//paaI//paaJ//paaK//paaX//paaY//paaZ//
PdeL_pos	pdeL//
PdhR_neg	aceE//aceF//cyoA//cyoB//cyoC//cyoD//cyoE//ddlB//ftsA//ftsI//ftsL//ftsQ//ftsW//ftsZ//glcA//glcB//glcD//glcE//glcF//glcG//grcA//hemL//hha//lpd//lpxC//mraY//mraZ//murC//murD//murE//murF//murG//ndh//pdhR//rsmH//tomB//
PdhR_pos	fecA//fecB//fecC//fecD//fecE//
PepA_neg	carA//carB//pepA//
PgrR_neg	mpaA//tyrR//ycjF//ycjG//ycjX//ycjY//ymjC//ymjD//
PhoB-Phosphorylated_neg	cra//eda//feaR//pitB//prpR//sbcC//sbcD//ugpA//ugpB//ugpC//ugpE//ugpQ//
PhoB-Phosphorylated_pos	adiC//amn//argP//asr//cusA//cusB//cusC//cusF//cusR//cusS//gadW//gadX//mipA//ompF//phnC//phnD//phnE_1//phnE_2//phnF//phnG//phnH//phnI//phnJ//phnK//phnL//phnM//phnN//phnO//phnP//phoA//phoB//phoE//phoH//phoQ//phoR//phoU//psiE//psiF//pstA//pstB//pstC//pstS//tktB//ugpA//ugpB//ugpC//ugpE//ugpQ//waaH//ydfH//yedX//yegH//yhjC//ytfK//
PhoP-Phosphorylated_neg	acrA//acrB//argD//dcuD//phoP//phoQ//safA//slyB//treR//ydeO//ydeP//
PhoP-Phosphorylated_pos	borD//cysB//fadL//gadE//gadF//gadW//glgA//glgB//glgC//glgP//glgX//hdeA//hdeB//hdeD//hemL//iraM//malS//metB//metL//mgrB//mgrR//mgtA//mgtL//mgtS//nagA//ompT//pagP//phoP//phoQ//purD//purH//rstA//rstB//rutA//rutB//rutC//rutD//rutE//rutF//rutG//slyB//tolC//ybjG//ygiA//ygiB//ygiC//yhiD//yrbL//
PrpR-2S3S-2-methylcitrate_neg	prpR//
PrpR-2S3S-2-methylcitrate_pos	prpB//prpC//prpD//prpE//
PspF_neg	pspF//
PspF_pos	pspA//pspB//pspC//pspD//pspE//pspG//
PurR-hypoxanthine_neg	carA//carB//codA//codB//cvpA//gcvH//gcvP//gcvT//glnB//glyA//guaA//guaB//hflD//prs//purA//purB//purC//purD//purE//purF//purH//purK//purL//purM//purN//purR//pyrC//pyrD//speA//speB//ubiX//
PutA_neg	putA//putP//
PuuR_neg	puuA//puuB//puuC//puuD//puuE//puuP//puuR//
QseB-Phosphorylated_neg	feaR//
QseB-Phosphorylated_pos	feaR//flhC//flhD//qseB//qseC//
RbsR_neg	purD//purH//rbsA//rbsB//rbsC//rbsD//rbsK//rbsR//
RcdA_neg	sulA//yagK//
RcdA_pos	asr//bluF//csgD//csgE//csgF//csgG//ydeI//
RclR_pos	rclA//rclB//rclC//
RcnR_neg	rcnA//rcnB//rcnR//
RcsAB_neg	csgD//csgE//csgF//csgG//flhC//flhD//
RcsAB_pos	rcsA//wcaA//wcaB//wza//wzb//wzc//yjbE//yjbF//yjbG//yjbH//
RcsB-BglJ_pos	bglB//bglF//bglG//leuO//molR_1//sfsB//yecT//ygiZ//yidL//ykiA//ynbA//ynbB//ynbC//ynbD//ynjI//yqhG//
RcsB-Pasp56_neg	gadA//gadX//
RcsB-Pasp56_pos	bdm//ftsA//ftsZ//gadB//gadC//gadY//hdeA//hdeB//hdeD//lolA//osmB//osmC//rarA//rpoE//rprA//rseA//rseB//rseC//rseD//safA//sra//ydeO//ydeP//yhiD//
RelB-RelE_neg	hokD//relB//relE//
RelB_neg	hokD//relB//relE//
RhaR-alpha-L-rhamnopyranose_pos	rhaR//rhaS//
RhaS-alpha-L-rhamnopyranose_pos	rhaA//rhaB//rhaD//rhaR//rhaS//rhaT//
Rob_neg	rob//
Rob_pos	acnA//acrA//acrB//acrZ//aldA//aslB//fumC//inaA//ldtB//marA//marB//marR//micF//mltF//nfo//nfsA//nfsB//rimK//sodA//tolC//ybjC//ybjN//ygiA//ygiB//ygiC//zwf//
RstA-Phosphorylated_neg	csgD//csgE//csgF//csgG//ompF//
RstA-Phosphorylated_pos	asr//narG//narH//narI//narJ//
RtcR_pos	rtcA//rtcB//
RutR_neg	fepB//gadW//gadX//gloA//nemA//nemR//pdeR//rutA//rutB//rutC//rutD//rutE//rutF//rutG//rutR//
RutR_pos	carA//carB//
SdiA_neg	ftsA//ftsQ//ftsZ//
SdiA_pos	ftsQ//gadW//ydiV//
SgrR_neg	sgrR//sroA//tbpA//thiP//thiQ//
SgrR_pos	alaC//setA//sgrS//sgrT//
SlyA_neg	fecI//fecR//
SlyA_pos	cas1//cas2//casA//casB//casC//casD//casE//gspC//gspD//gspE//gspF//gspG//gspH//gspI//gspJ//gspK//gspL//gspM//gspO//hlyE//leuO//paaA//paaB//paaC//paaD//paaE//paaF//paaG//paaH//paaI//paaJ//paaK//
SoxR_neg	soxR//
