# From /Users/Daniela/Documents/CCG/GU_art_2/v22/original_datasets/scripts/create_datasets_v2.pl on Thu Nov 22 14:59:17 2018
# Input = /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_gene.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_active.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_inactive.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/tu_links.txt
#GU name	Genes
DnaA	aldA//dnaA//dnaN//guaA//guaB//nrdA//nrdB//polA//recF//yfaE//yjeV//
DpiA	citC//citD//citE//citF//citG//citX//dpiA//dpiB//exuT//mdh//
EnvR	acrA//acrB//
EvgA	emrK//emrY//evgA//evgS//frc//gadE//gadF//mdtE//mdtF//oxc//safA//ydeO//ydeP//yegR//yegZ//yfdE//yfdV//yfdX//
ExuR	exuR//lgoR//
FabR	fabA//fabB//
FadR	accA//accB//accC//accD//fabB//fabD//fabG//fabH//fabI//fadD//fadE//fadH//fadI//fadJ//fadL//iclR//sroD//uspA//
FeaR	feaB//tynA//
FhlA	fdhF//fhlA//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//hydN//hypA//hypB//hypC//hypD//hypE//hypF//
FlhDC	flgB//flgC//flgD//flgE//flgF//flgG//flgH//flgI//flgJ//flgK//flgL//flhA//flhB//flhE//fliA//fliD//fliE//fliF//fliG//fliH//fliI//fliJ//fliK//fliL//fliM//fliN//fliO//fliP//fliQ//fliR//fliS//fliT//fliZ//gltI//gltJ//gltK//gltL//sroC//tcyJ//yecR//
FliZ	csgD//csgE//csgF//csgG//flhC//flhD//gadB//gadC//gadE//gadF//hdeA//hdeB//mdtE//mdtF//mlrA//osmY//pdeR//yhiD//
Fur	cirA//crl_1//entA//entB//entC//entD//entE//entF//entH//entS//exbB//exbD//fecA//fecB//fecC//fecD//fecE//fecI//fecR//fepA//fepB//fepC//fepD//fepE//fepG//fes//fhuA//fhuB//fhuC//fhuD//fhuF//ftnA//fur//garK//garL//garP//garR//gpmA//gspC//gspD//gspE//gspF//gspG//gspH//gspI//gspJ//gspK//gspL//gspM//gspO//nohA//oppA//oppB//oppC//oppD//oppF//pyrC//rnpB//ryhB//sodA//sufA//sufB//sufC//sufD//sufE//sufS//tfaQ//tonB//ybdZ//ydfN//yjjZ//
GadE	gadB//gadC//gadE//gadF//gadW//gadX//gltB//gltD//gltF//hdeA//hdeB//hdeD//mdtE//mdtF//rcsA//yhiD//
GadE-RcsB	adiC//aslB//cadA//cadB//dctR//gadA//gadX//slp//yhiM//
GadW	gadA//gadB//gadC//gadX//hdeA//hdeB//yhiD//
GadX	btuB//dctR//gadA//gadB//gadC//gadE//gadF//gadX//hdeA//hdeB//hdeD//murI//slp//yhiD//
GalR	galE//galK//galM//galP//galR//galT//
GalS	galE//galK//galM//galP//galT//
GcvA	gcvA//gcvB//gcvH//gcvP//gcvT//
GlcC	glcA//glcB//glcC//glcD//glcE//glcF//glcG//
GlpR	glpA//glpB//glpC//glpD//glpF//glpK//glpQ//glpT//glpX//
GlrR	glmY//rpoE//rseA//rseB//rseC//rseD//
GntR	eda//edd//gntK//gntT//gntU//
HU	galE//galK//galM//galT//
HcaR	hcaB//hcaC//hcaD//hcaE//hcaF//hcaR//
HdfR	flhC//flhD//gltB//gltD//gltF//
HigA	higA//higB//
HigB-HigA	higA//higB//
HipAB	hipA//hipB//mazE//mazF//relA//
HipB	fadH//hipA//hipB//mazE//mazF//relA//
HprR	cusA//cusB//cusC//cusF//cusR//cusS//yedX//
HypT	cydA//cydB//metI//metN//metQ//
IclR	aceA//aceB//aceK//iclR//
IlvY	ilvC//ilvY//
IscR	erpA//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//iscA//iscR//iscS//iscU//napA//napB//napC//napD//napF//napG//napH//nfuA//rnlA//rnlB//sufA//sufB//sufC//sufD//sufE//sufS//ydiU//
KdgR	eda//
KdpE	kdpA//kdpB//kdpC//kdpF//
LacI	lacA//lacY//lacZ//
LeuO	bglB//bglF//bglG//bglJ//cas1//cas2//casA//casB//casC//casD//casE//leuO//yjjQ//
LexA	dinF//dinG//dinI//dnaG//ftsK//lexA//polB//ptrA//recA//recB//recD//recN//recX//rpoD//rpsU//ruvA//ruvB//symE//umuC//umuD//uvrB//ybiB//ydjM//
LldR	lldD//lldP//lldR//
LrhA	fimE//flhC//flhD//leuO//lrhA//
LsrR	lsrA//lsrB//lsrC//lsrD//lsrF//lsrG//lsrK//lsrR//tam//
MalI	malI//malX//malY//
MalT	lamB//malE//malF//malG//malK//malM//malP//malQ//
MarA	acnA//acrA//acrB//fpr//fumC//hdeA//hdeB//inaA//marA//marB//marR//micF//mlaB//mlaC//mlaD//mlaE//mlaF//nfsA//nfsB//pqiA//pqiB//pqiC//purA//rimK//rob//sodA//xseA//ybjC//ybjN//yhiD//zwf//
MarR	marA//marB//marR//
MatA	ecpA//ecpR//flhC//flhD//fliA//fliC//fliZ//tcyJ//
MazE	mazE//mazF//mazG//
MazE-MazF	mazE//mazF//mazG//
McbR	mcbA//yciE//yciF//yciG//
MelR	melA//melB//melR//
MetJ	folE//metA//metC//metE//metF//metR//yeiB//
MetR	glyA//hmp//metE//metR//
MhpR	mhpA//mhpB//mhpC//mhpD//mhpE//mhpF//
Mlc	crr//ptsG//ptsH//ptsI//
MlrA	cadC//csgD//csgE//csgF//csgG//ibaG//obgE//rplU//rpmA//yhbE//
MngR	mngA//mngB//mngR//
MntR	mntH//
ModE	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//deoA//deoB//deoC//deoD//dmsA//dmsB//dmsC//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//moaA//moaB//moaC//moaD//moaE//modA//modB//modC//napA//napB//napC//napD//napF//napG//napH//narL//narX//
MprA	emrA//emrB//mprA//
MqsA	csgD//csgE//csgF//csgG//cspD//mqsA//mqsR//rpoS//
MraZ	ddlB//ftsA//ftsI//ftsL//ftsQ//ftsW//ftsZ//lpxC//mioC//mraY//mraZ//murC//murD//murE//murF//murG//rsmH//
MurR	murP//murQ//
Nac	codA//codB//nac//patD//ydcS//ydcT//ydcU//ydcV//
NadR	nadB//
NagC	chbA//chbB//chbC//chbF//chbG//chbR//chiP//chiQ//fimB//galP//glmS//glmU//nagA//nagB//nagC//nagE//nanC//nanM//nanS//umpH//
NanR	fimB//nanA//nanC//nanE//nanK//nanM//nanS//nanT//yhcH//yjhB//yjhC//
NarL	aspA//ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//cysG//dcuA//dcuR//dcuS//dmsA//dmsB//dmsC//dmsD//fdhF//fdnG//fdnH//fdnI//focA//frdA//frdB//frdC//frdD//hcp//hcr//napA//napB//napC//napD//napF//napG//napH//narG//narH//narI//narJ//narK//nirB//nirC//nirD//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//ogt//ompW//pflB//poxB//ydeP//ydhT//ydhU//ydhV//ydhW//ydhX//ydhY//yeaR//ynfE//ynfF//ynfG//ynfH//yoaG//
NarP	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//cysG//fdnG//fdnH//fdnI//napA//napB//napC//napD//napF//napG//napH//nirB//nirC//nirD//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//ydeP//ydhT//ydhU//ydhV//ydhW//ydhX//ydhY//
NemR	gloA//nemA//nemR//
NhaR	nhaA//nhaR//osmC//pgaA//pgaB//pgaC//pgaD//
NikR	nikA//nikB//nikC//nikD//nikE//nikR//
NimR	nimR//nimT//
NorR	norR//norV//norW//
NrdR	nrdA//nrdB//nrdD//nrdE//nrdF//nrdG//nrdH//nrdI//yfaE//
NsrR	fliA//fliZ//hcp//hcr//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//poxB//tcyJ//ytfE//
NtrC	astA//astB//astC//astD//astE//glnA//glnG//glnH//glnL//glnP//glnQ//relA//rpoE//rseA//rseB//rseC//rseD//
OmpR	bolA//csgD//csgE//csgF//csgG//dtpA//fadL//micF//nmpC//ompC//ompF//pgaA//pgaB//pgaC//pgaD//
OxyR	ahpC//ahpF//ccp//dsbG//fhuF//flu//fur//grxA//hcp//hcr//hemH//isrC//katG//mntH//nfsA//oxyR//oxyS//poxB//rimK//sufA//sufB//sufC//sufD//sufE//sufS//trxC//uof//ybjC//ybjN//ychF//
PaaX	paaA//paaB//paaC//paaD//paaE//paaF//paaG//paaH//paaI//paaJ//paaK//paaX//paaY//paaZ//
PdeL	pdeL//
PdhR	aceE//aceF//cyoA//cyoB//cyoC//cyoD//cyoE//ddlB//ftsA//ftsI//ftsL//ftsQ//ftsW//ftsZ//glcA//glcB//glcD//glcE//glcF//glcG//lpd//lpxC//mraY//mraZ//murC//murD//murE//murF//murG//ndh//pdhR//rsmH//
PepA	carA//carB//pepA//
PgrR	mpaA//tyrR//ycjF//ycjG//ycjX//ycjY//ymjC//ymjD//
PhoB	cusA//cusB//cusC//cusF//cusR//cusS//eda//feaR//mipA//phnC//phnD//phnE_1//phnE_2//phnF//phnG//phnH//phnI//phnJ//phnK//phnL//phnM//phnN//phnO//phnP//phoA//phoB//phoE//phoH//phoR//phoU//prpR//psiE//psiF//pstA//pstB//pstC//pstS//sbcC//sbcD//ugpA//ugpB//ugpC//ugpE//ugpQ//ydfH//yedX//yegH//yhjC//
PhoP	borD//gadW//hdeA//hdeB//hdeD//hemL//iraM//mgrB//mgtA//mgtL//nagA//phoP//phoQ//rstA//rstB//safA//slyB//treR//ydeO//yhiD//yrbL//
PspF	pspA//pspB//pspC//pspD//pspE//pspF//pspG//
PurR	carA//carB//cvpA//glyA//hflD//purA//purB//purC//purD//purF//purH//purM//purN//purR//pyrC//ubiX//
PutA	putA//putP//
PuuR	puuA//puuB//puuC//puuD//puuE//puuP//puuR//
QseB	qseB//qseC//
RbsR	add//purD//purH//rbsA//rbsB//rbsC//rbsD//rbsK//rbsR//
RcdA	asr//bluF//csgD//csgE//csgF//csgG//sulA//yagK//ydeI//
RclR	rclA//rclB//rclC//
RcnR	rcnA//rcnB//rcnR//
RcsAB	flhC//flhD//rcsA//wcaA//wcaB//wza//wzb//wzc//
RcsB	bdm//ftsA//ftsZ//gadA//gadX//osmC//rpoE//rprA//rseA//rseB//rseC//rseD//sra//ydeP//
RcsB-BglJ	bglB//bglF//bglG//leuO//
RelB	hokD//relB//relE//
RelB-RelE	hokD//relB//relE//
RhaR	rhaR//rhaS//
RhaS	rhaA//rhaB//rhaD//rhaR//rhaS//rhaT//
Rob	acrA//acrB//fumC//inaA//marA//marB//marR//micF//rob//zwf//
RstA	asr//csgD//csgE//csgF//csgG//
RutR	carA//carB//fepB//gadW//gadX//gloA//nemA//nemR//rutA//rutB//rutC//rutD//rutE//rutF//rutG//rutR//
SdiA	ftsA//ftsQ//ftsZ//ydiV//
SgrR	alaC//setA//sgrR//sgrS//sgrT//sroA//tbpA//thiP//thiQ//
SlyA	cas1//cas2//casA//casB//casC//casD//casE//fecI//fecR//gspC//gspD//gspE//gspF//gspG//gspH//gspI//gspJ//gspK//gspL//gspM//gspO//hlyE//leuO//paaA//paaB//paaC//paaD//paaE//paaF//paaG//paaH//paaI//paaJ//paaK//
SoxR	fumC//soxR//soxS//
SoxS	acnA//acrA//acrB//fldA//fpr//fumC//fur//inaA//marA//marB//marR//micF//nfsA//nfsB//ompN//pqiA//pqiB//pqiC//ptsG//ribA//rimK//rob//sodA//soxS//uof//waaY//waaZ//ybjC//ybjN//ydbK//zwf//
StpA	fau//ssrS//
SutR	cysE//fliA//fliZ//sutR//tcyJ//
TdcA	tdcA//tdcB//tdcC//tdcD//tdcE//tdcF//tdcG//
TdcR	tdcA//tdcB//tdcC//tdcD//tdcE//tdcF//tdcG//
TorR	tnaA//tnaB//tnaC//torA//torC//torD//torR//
TreR	treB//treC//
TrpR	aroH//aroL//aroM//mtr//trpA//trpB//trpC//trpD//trpE//trpL//trpR//yaiA//
TtdR	ttdA//ttdB//ttdR//ttdT//
TyrR	aroF//aroG//aroL//aroM//aroP//folA//mtr//tyrA//tyrB//tyrP//yaiA//
UhpA	uhpT//
UlaR	ulaA//ulaB//ulaC//ulaD//ulaE//ulaF//ulaG//
UvrY	csrB//csrC//luxS//uhpT//ydeP//
UxuR	exuR//gntP//lgoR//uxuA//uxuB//
XylR	araC//xylA//xylB//xylF//xylG//xylH//xylR//
YdeO	appA//appB//appC//appX//dctR//gadE//gadF//gadW//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//mdtE//mdtF//slp//uspD//yiiS//
YefM	yefM//yoeB//
YefM-YoeB	yefM//yoeB//
YhaJ	bssS//
YjjQ	flhC//flhD//gfcA//
YpdB	yhjX//
YqhC	dkgA//yqhD//
YqjI	yqjH//yqjI//
ZntR	zntA//
ZraR	zraP//zraR//zraS//
Zur	znuA//znuB//znuC//
