# From /Users/Daniela/Documents/CCG/GU_art_2/v22/original_datasets/scripts/create_datasets_v2.pl on Thu Nov 22 14:59:17 2018
# Input = /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_gene.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_active.txt
# /Users/Daniela/Documents/CCG/datasets/gu_library_v10/TF_inactive.txt
#GU name	Genes
ArcA_neg	aceA//aceB//aceE//aceF//aceK//acnA//acnB//aldA//arcZ//betA//betB//betI//betT//cadA//cadB//citC//citD//citE//citF//citG//citX//cyoA//cyoB//cyoC//cyoD//cyoE//dctA//fadA//fadB//fadD//fadE//fadH//fadI//fadJ//fadL//fnr//fumA//fumC//gatA//gatB//gatC//gatD//gatY//gatZ//glcA//glcB//glcD//glcE//glcF//glcG//glpA//glpB//glpC//glpD//gltA//hybA//hybB//hybC//hybD//hybE//hybF//hybG//hybO//icd//lldD//lldP//lldR//lpd//mdh//ndh//nuoA//nuoB//nuoC//nuoE//nuoF//nuoG//nuoH//nuoI//nuoJ//nuoK//nuoL//nuoM//nuoN//ompW//oppA//oppB//oppC//oppD//oppF//ptsG//puuA//puuB//puuC//puuD//puuE//puuP//puuR//rhaT//rplB//rplC//rplD//rplP//rplV//rplW//rpmC//rpoS//rpsC//rpsJ//rpsQ//rpsS//sdhA//sdhB//sdhC//sdhD//sodA//sroD//ssb//sucA//sucB//sucC//sucD//tpx//ubiA//ubiC//uvrA//ydeA//
ArcA_pos	ackA//appA//appB//appC//appX//appY//caiA//caiB//caiC//caiD//caiE//caiT//cydA//cydB//cydC//cydD//dcuC//dpiA//dpiB//focA//fumB//gadA//gadE//gadF//gadX//grcA//hemA//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//iraM//moeA//moeB//pflB//prfA//prmC//rutA//rutB//rutC//rutD//rutE//rutF//rutG//sdhA//sdhB//sdhC//sdhD//sucA//sucB//sucC//sucD//treB//treC//xylR//ybdN//
ArgP_neg	argP//
ArgP_pos	argO//dapB//dapD//dnaA//dnaN//gdhA//lysA//lysC//lysP//nrdA//nrdB//recF//yfaE//
ArgR_neg	argA//argB//argC//argD//argE//argF//argG//argH//argI//argR//artI//artJ//artM//artP//artQ//carA//carB//gltB//gltD//gltF//hisJ//hisM//hisP//hisQ//infB//lysO//metY//nusA//pnp//rbfA//rimP//rpsO//truB//
ArgR_pos	astA//astB//astC//astD//astE//
ArsR_neg	arsB//arsC//arsR//
AscG_neg	ascB//ascF//htpG//prpR//ybiT//
AsnC_neg	asnC//mioC//mnmG//
AsnC_pos	asnA//
AtoC_pos	atoA//atoB//atoD//atoE//
BCCP_neg	accB//accC//
BaeR_pos	acrD//baeR//baeS//mdtA//mdtB//mdtC//mdtD//spy//
BasR_neg	putA//yrbL//
BasR_pos	csgD//csgE//csgF//csgG//cspI//dgkA//fimB//hha//qseB//qseC//tomB//
BetI_neg	betA//betB//betI//betT//
BirA_neg	bioA//bioB//bioC//bioD//bioF//
BluR_neg	ariR//ycgZ//ymgA//ymgC//
BolA_neg	ampC//dacC//
BolA_pos	ampC//dacC//
BtsR_pos	btsT//
CRP_neg	aaeR//aceA//aceB//aceK//ampD//ampE//araJ//arfB//aroA//azuC//bhsA//cas1//cas2//casA//casB//casC//casD//casE//cdd//citC//citD//citE//citF//citG//citX//comR//crp//crr//csrC//cyaA//cysG//cytR//dadA//dadX//deoA//deoB//deoC//deoD//dpiA//dpiB//dusB//envZ//exuR//fis//gadA//gadB//gadC//gadE//gadF//gadX//galE//galK//galM//galT//gcd//gdhA//glnA//glnG//glnL//gltB//gltD//gltF//hflC//hflK//hflX//hfq//infB//lacA//lacY//lacZ//ldtB//lpd//malI//manA//mdtE//mdtF//metK//metY//mlc//nagA//nagB//nagC//nagE//narQ//nirB//nirC//nirD//nlpE//nupG//nusA//ompR//ompW//osmY//pck//pncB//pnp//ppiA//proP//psiE//ptsH//ptsI//putP//puuB//puuC//puuD//puuE//puuR//rbfA//rimP//rof//rplM//rpoH//rpsI//rpsO//serC//sodB//sohB//speC//spf//treB//treC//truB//trxA//tsx//udp//umpH//xseA//yaeP//yaeQ//ybiT//ycdZ//yhfA//yiaJ//
CRP_pos	aaeA//aaeB//aaeX//aceE//aceF//acnA//acnB//acs//actP//aer//agaA//agaV//agaW//agp//aldA//aldB//ansB//araA//araB//araC//araD//araE//araF//araG//araH//araJ//argG//ascB//ascF//aspA//bglB//bglF//bglG//btsT//caiA//caiB//caiC//caiD//caiE//caiF//caiT//cdd//chbA//chbB//chbC//chbF//chbG//chbR//chiP//chiQ//cirA//cpdB//crp//crr//csgD//csgE//csgF//csgG//csiD//csiE//cspD//cspE//cstA//cyaR//cyoA//cyoB//cyoC//cyoD//cyoE//cytR//dadA//dadX//dctA//dcuA//dcuB//dcuR//deoA//deoB//deoC//deoD//dksA//dsdA//dsdX//dusB//ebgA//ebgC//entA//entB//entC//entD//entE//entH//envZ//epd//exuT//fadD//fadH//fadL//fbaA//feaB//feaR//fecA//fecB//fecC//fecD//fecE//fepA//fis//fiu//fixA//fixB//fixC//fixX//flhC//flhD//focA//focB//fucA//fucI//fucK//fucO//fucP//fucR//fucU//fumA//fumB//fumC//fur//gabD//gabP//gabT//galE//galK//galM//galP//galS//galT//gapA//gatA//gatB//gatC//gatD//gatY//gatZ//gcvH//gcvP//gcvT//glcC//glgA//glgC//glgP//glgS//glnA//glnG//glnL//glpA//glpB//glpC//glpD//glpE//glpF//glpG//glpK//glpQ//glpR//glpT//glpX//gltA//gntK//gntP//gntT//gntU//gpsA//grcA//grpE//guaA//guaB//gutM//gutQ//gyrA//hlyE//hofB//hofC//hofM//hofN//hofO//hofP//hpt//hupA//hupB//hyfA//hyfB//hyfC//hyfD//hyfE//hyfF//hyfG//hyfH//hyfI//hyfJ//hyfR//idnD//idnK//idnO//idnR//idnT//ilvB//ilvN//ivbL//kbaZ//lacA//lacI//lacY//lacZ//lamB//ldtB//lgoR//lhgO//lpd//lsrA//lsrB//lsrC//lsrD//lsrF//lsrG//lsrK//lsrR//lyxK//malE//malF//malG//malI//malK//malM//malS//malT//malX//malY//manA//manX//manY//manZ//marA//marB//marR//mazE//mazF//mcaS//mdh//melA//melB//melR//mglA//mglB//mglC//mhpA//mhpB//mhpC//mhpD//mhpE//mhpF//mhpR//mlc//modA//modB//modC//mpl//mtlA//mtlD//mtlR//murP//murQ//nadC//nagA//nagB//nagC//nagE//nanA//nanC//nanE//nanK//nanM//nanS//nanT//nfuA//nmpC//nrdA//nrdB//nupC//nupG//ompA//ompF//ompR//oxyR//paaA//paaB//paaC//paaD//paaE//paaF//paaG//paaH//paaI//paaJ//paaK//paaZ//patZ//pck//pdhR//pflB//pgk//ppdD//ppiA//preA//preT//priB//proP//prpB//prpC//prpD//prpE//prpR//ptsG//ptsH//ptsI//raiA//rbsA//rbsB//rbsC//rbsD//rbsK//rbsR//relA//rhaA//rhaB//rhaD//rhaR//rhaS//rhaT//rmf//rplI//rpoE//rpoH//rpoS//rpsF//rpsR//rseA//rseB//rseC//rseD//sbmC//sdhA//sdhB//sdhC//sdhD//secB//serA//sfsA//sgbE//sgbH//sgbU//sodA//srlA//srlB//srlD//srlE//srlR//sroD//sucA//sucB//sucC//sucD//sxy//tam//tdcA//tdcB//tdcC//tdcD//tdcE//tdcF//tdcG//tnaA//tnaB//tnaC//trg//tsx//ubiG//udp//ugpA//ugpB//ugpC//ugpE//ugpQ//uhpT//uidA//uidB//uidC//ulaA//ulaB//ulaC//ulaD//ulaE//ulaF//umpH//uxaA//uxaB//uxaC//uxuA//uxuB//uxuR//xylA//xylB//xylF//xylG//xylH//xylR//ybiT//ycdZ//ychH//yeiP//yeiW//yfaE//ygeA//yhcH//yhfA//yhgH//yiaK//yiaL//yiaM//yiaN//yiaO//yjcH//ykgR//ynfK//zraR//zraS//
CadC_pos	cadA//cadB//cadC//
CaiF_pos	caiA//caiB//caiC//caiD//caiE//caiT//fixA//fixB//fixC//fixX//
Cbl_pos	ssuA//ssuB//ssuC//ssuD//ssuE//tauA//tauB//tauC//tauD//
CdaR_pos	cdaR//garD//garK//garL//garP//garR//gudD//gudP//gudX//rnpB//
CecR_neg	cecR//ybhF//ybhG//ybhR//ybhS//
ChbR_neg	chbA//chbB//chbC//chbF//chbG//chbR//
ChbR_pos	chbA//chbB//chbC//chbF//chbG//chbR//
ComR_neg	bhsA//
CpxR_neg	bamE//cheA//cheW//csgA//csgB//csgC//csgD//csgE//csgF//csgG//cyaR//efeU_1//efeU_2//motA//motB//mscM//ompF//psd//rpoE//rseA//rseB//rseC//rseD//tsr//ung//
CpxR_pos	acrD//aroG//bacA//baeR//baeS//cpxA//cpxP//cpxQ//cpxR//degP//dgcZ//dsbA//dsbC//fabZ//ftnB//hha//kbp//ldtC//ldtD//lpxA//lpxD//marA//marB//marR//mdtA//mdtB//mdtC//mdtD//mzrA//ompC//ppiA//ppiD//rpoH//rprA//sbmA//skp//slt//spy//srkA//tomB//yaiW//yccA//yebE//yidQ//yqaE//yqjA//
Cra_neg	aceE//aceF//acnB//adhE//crr//cyoA//cyoB//cyoC//cyoD//cyoE//cysG//eda//edd//eno//envC//epd//fbaA//fbaB//fruA//fruB//fruK//gapA//glcC//glk//gpmM//hypF//lpd//manX//manY//manZ//marA//marB//marR//mpl//mtlA//mtlD//mtlR//nirB//nirC//nirD//pdeL//pdhR//pfkA//pgk//ppc//prpB//prpC//prpD//prpE//ptsH//ptsI//pykF//setA//sgrS//sgrT//tpiA//yeaD//yibQ//zwf//
Cra_pos	aceA//aceB//aceK//acnA//aroP//betA//betB//betI//betT//crp//crr//csgD//csgE//csgF//csgG//cydA//cydB//icd//pck//poxB//ppsA//ptsH//ptsI//
CreB_neg	malE//malF//malG//
CreB_pos	creD//talA//
CsgD_neg	flgM//flgN//fliA//fliE//fliF//fliG//fliH//fliI//fliJ//fliK//fliZ//pepD//tcyJ//yhbS//yhbT//
CsgD_pos	csgA//csgB//csgC//csgD//csgE//csgF//csgG//dgcC//iraP//nlpA//wrbA//yccJ//yccT//
CsiR_neg	csiD//gabD//gabP//gabT//lhgO//
CspA_pos	gyrA//hns//
CueR_neg	moaA//moaB//moaC//moaD//moaE//
CueR_pos	copA//cueO//
CusR_pos	cusA//cusB//cusC//cusF//cusR//cusS//cyoA//cyoB//cyoC//cyoD//cyoE//yedX//
CynR_neg	cynR//
CynR_pos	cynS//cynT//cynX//
CysB_neg	cysB//hslJ//ssuA//ssuB//ssuC//ssuD//ssuE//
CysB_pos	cbl//cysA//cysC//cysD//cysH//cysI//cysJ//cysK//cysM//cysN//cysP//cysU//cysW//dgcZ//tauA//tauB//tauC//tauD//tcyJ//tcyP//ybdN//yciW//ygeH//yoaC//
CytR_neg	cdd//cytR//deoA//deoB//deoC//deoD//nupC//nupG//ppiA//rpoH//tsx//udp//ycdZ//
DcuR_pos	dctA//dcuB//dpiA//dpiB//frdA//frdB//frdC//frdD//fumB//
DeoR_neg	deoA//deoB//deoC//deoD//nupG//tsx//
DhaR_neg	dhaR//
DhaR_pos	dhaK//dhaL//dhaM//
DicA_neg	dicB//dicC//insD-7//intQ//ydfD//ydfE//ydfW//ydfX//
DinJ-YafQ_neg	cspE//dinJ//yafQ//
DnaA_neg	aldA//dnaA//dnaN//guaA//guaB//nrdA//nrdB//recF//rpoH//yfaE//yjeV//
DnaA_pos	dnaA//dnaN//nrdA//nrdB//polA//recF//yfaE//
DpiA_neg	appY//
DpiA_pos	citC//citD//citE//citF//citG//citX//dpiA//dpiB//exuT//mdh//
DsdC_neg	dsdC//
DsdC_pos	dsdA//dsdX//
EbgR_neg	ebgA//ebgC//
EnvR_neg	acrA//acrB//
EnvY_pos	ompC//ompF//
EvgA_pos	acrD//emrK//emrY//evgA//evgS//frc//gadE//gadF//mdtE//mdtF//oxc//safA//ydeO//ydeP//yegR//yegZ//yfdE//yfdV//yfdX//
ExuR_neg	exuR//exuT//lgoR//uxaA//uxaB//uxaC//uxuA//uxuB//uxuR//
FNR_neg	aceE//aceF//acnA//aldA//amtB//arcA//aspC//citC//citD//citE//citF//citG//citX//cydA//cydB//cyoA//cyoB//cyoC//cyoD//cyoE//dpiA//dpiB//dppA//dppB//dppC//dppD//dppF//fdnG//fdnH//fdnI//fnr//focB//fumA//fumC//gadA//gadW//gadX//glnD//glnK//gltB//gltD//gltF//gnd//grcA//hemA//hmp//hyfA//hyfB//hyfC//hyfD//hyfE//hyfF//hyfG//hyfH//hyfI//hyfJ//hyfR//lpd//moeA//moeB//nac//narL//narX//ndh//norV//norW//nuoA//nuoB//nuoC//nuoE//nuoF//nuoG//nuoH//nuoI//nuoJ//nuoK//nuoL//nuoM//nuoN//ompW//ompX//pdhR//pheM//prfA//prmC//purM//purN//puuA//puuP//rimM//rplM//rplS//rplT//rpsI//rpsP//sdhA//sdhB//sdhC//sdhD//sodA//soxR//soxS//sucA//sucB//sucC//sucD//tpx//trmD//ubiA//ubiC//ychO//yeiL//ygbA//ysgA//ytfE//zwf//
FNR_pos	aceE//aceF//ackA//acrE//acrF//adhE//aer//amtB//ansB//arcA//aspA//aspC//bcsB//bcsZ//cadC//caiA//caiB//caiC//caiD//caiE//caiF//caiT//ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//ccp//cheB//cheR//cheY//cheZ//cydA//cydB//cydC//cydD//cysG//dcuA//dcuB//dcuC//dcuR//dcuS//dmsA//dmsB//dmsC//dmsD//emrK//emrY//entF//fdhF//fdnG//fdnH//fdnI//feoA//feoB//feoC//fepE//fes//fhlA//fixA//fixB//fixC//fixX//fnrS//focA//frdA//frdB//frdC//frdD//fumB//garK//garL//garP//garR//gcvH//gcvP//gcvT//gdhA//glnD//glnK//glpA//glpB//glpC//glpQ//glpT//grcA//hcp//hcr//hlyE//hypB//hypC//hypD//hypE//idlP//iraD//iraM//katG//lpd//malP//malQ//moaA//moaB//moaC//moaD//moaE//napA//napB//napC//napD//napF//napG//napH//narG//narH//narI//narJ//narK//nikA//nikB//nikC//nikD//nikE//nikR//nirB//nirC//nirD//nrdD//nrdG//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//ompW//pdeF//pdhR//pepT//pflB//phoU//pitA//poxB//pstA//pstB//pstC//pstS//ravA//rnpB//rplB//rplC//rplD//rplP//rplV//rplW//rpmC//rpsC//rpsJ//rpsQ//rpsS//ssuA//ssuB//ssuC//ssuD//ssuE//tap//tar//tdcA//tdcB//tdcC//tdcD//tdcE//tdcF//tdcG//upp//uraA//uxaA//uxaC//viaA//xdhA//xdhB//xdhC//ybdN//ybdZ//ydeJ//ydhT//ydhU//ydhV//ydhW//ydhX//ydhY//yecR//ynfE//ynfF//ynfG//ynfH//yqjI//
FabR_neg	fabA//fabB//
FadR_neg	fadA//fadB//fadD//fadE//fadH//fadI//fadJ//fadL//fadM//sroD//uspA//
FadR_pos	accA//accB//accC//accD//fabA//fabB//fabD//fabG//fabH//fabI//fadR//iclR//
FeaR_pos	feaB//tynA//
FhlA_pos	fdhF//fhlA//focB//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//hydN//hyfA//hyfB//hyfC//hyfD//hyfE//hyfF//hyfG//hyfH//hyfI//hyfJ//hyfR//hypA//hypB//hypC//hypD//hypE//hypF//
Fis_neg	acnB//acs//actP//aldB//ansB//bglB//bglF//bglG//cbpA//cbpM//crp//cspI//cysG//dmsA//dmsB//dmsC//dps//dusB//fau//fis//fumB//gadA//gadB//gadC//gadX//glcC//glnQ//gltX//guaA//guaB//gyrA//gyrB//hlyE//hupB//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//katE//mglA//mglC//msrA//mtlA//mtlD//mtlR//nanA//nanE//nanK//nanT//narG//narH//narI//narJ//narK//ndh//nirB//nirC//nirD//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//ogt//osmE//osmY//pflB//ptsG//pyrD//rnpB//rplM//rpsI//ssrS//topA//xylF//xylG//xylH//xylR//yeaR//yhcH//yjcH//yoaG//
Fis_pos	adhE//alaT//alaU//alaV//alaW//alaX//apaG//apaH//argU//argW//argX//aspV//carA//carB//cspA//cyoA//cyoB//cyoC//cyoD//cyoE//deoA//deoB//deoC//deoD//fadA//fadB//fau//flxA//glnA//glnG//glnL//glnU//glnV//glnW//glnX//glpA//glpB//glpC//glpQ//glpT//gltT//gltU//gltV//gltW//glyT//glyU//grcA//hisR//hns//hupA//ileT//ileU//ileV//infB//leuP//leuQ//leuT//leuV//leuW//leuX//lpd//lysT//lysV//lysW//malE//malF//malG//marA//marB//marR//mazE//mazF//mazG//metT//metU//metY//ndh//nrdA//nrdB//nuoA//nuoB//nuoC//nuoE//nuoF//nuoG//nuoH//nuoI//nuoJ//nuoK//nuoL//nuoM//nuoN//nusA//pdxA//pheU//pheV//pnp//proK//proL//proM//proP//ptsG//queA//rbfA//rimP//rnpB//rpsO//rrfA//rrfB//rrfC//rrfD//rrfE//rrfF//rrfG//rrfH//rrlA//rrlB//rrlC//rrlD//rrlE//rrlG//rrlH//rrsA//rrsB//rrsC//rrsD//rrsE//rrsG//rrsH//rsmA//serT//serX//sra//ssrS//thrT//thrU//thrV//thrW//topA//tpr//trg//trmA//truB//tufB//tyrT//tyrU//tyrV//valT//valU//valX//valY//yfaE//
FlhDC_neg	mdh//mglA//mglB//mglC//
FlhDC_pos	ccmA//ccmB//ccmC//ccmD//ccmE//ccmF//ccmG//ccmH//flgA//flgB//flgC//flgD//flgE//flgF//flgG//flgH//flgI//flgJ//flgK//flgL//flgM//flgN//flhA//flhB//flhE//fliA//fliD//fliE//fliF//fliG//fliH//fliI//fliJ//fliK//fliL//fliM//fliN//fliO//fliP//fliQ//fliR//fliS//fliT//fliZ//glpA//glpB//glpC//gltI//gltJ//gltK//gltL//hydN//hypF//napA//napB//napC//napD//napF//napG//napH//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//pdeH//ppdA//ppdB//ppdC//recC//sroC//tcyJ//ycgR//yecR//ygbK//ygdB//
FliZ_neg	csgA//csgB//csgC//csgD//csgE//csgF//csgG//flhC//flhD//gadB//gadC//gadE//gadF//hdeA//hdeB//mdtE//mdtF//mlrA//osmY//pdeR//yhiD//
FucR_pos	fucA//fucI//fucK//fucO//fucP//fucR//fucU//
Fur_neg	amtB//aspC//cirA//crl_1//cyoA//cyoB//cyoC//cyoD//cyoE//entA//entB//entC//entD//entE//entF//entH//entS//exbB//exbD//fecA//fecB//fecC//fecD//fecE//fecI//fecR//feoA//feoB//feoC//fepA//fepB//fepC//fepD//fepE//fepG//fes//fhuA//fhuB//fhuC//fhuD//fhuE//fhuF//fiu//flhC//flhD//fnr//fumC//fur//garK//garL//garP//garR//gdhA//glnD//glnK//gltB//gltD//gltF//gnd//gpmA//grcA//gspC//gspD//gspE//gspF//gspG//gspH//gspI//gspJ//gspK//gspL//gspM//gspO//hmp//lpd//metH//metJ//mntH//nac//ndh//nohA//nrdE//nrdF//nrdH//nrdI//oppA//oppB//oppC//oppD//oppF//purR//pyrC//rcnA//rcnB//rnpB//rpoS//ryhB//sodA//soxR//soxS//sufA//sufB//sufC//sufD//sufE//sufS//tfaQ//tonB//ybdZ//ydfN//ygaC//yhhY//yjjZ//yqjH//zwf//
Fur_pos	amtB//entS//ftnA//fumB//gdhA//glnK//katE//katG//lpd//mntP//ompF//sdhA//sdhB//sdhC//sdhD//sucA//sucB//sucC//sucD//tonB//zinT//
GadE-RcsB_pos	adiC//aslB//cadA//cadB//dctR//gadA//gadX//slp//yhiM//
GadE_pos	cyoA//cyoB//cyoC//cyoD//cyoE//fabZ//fliC//gadB//gadC//gadE//gadF//gadW//gadX//gltB//gltD//gltF//gnd//hdeA//hdeB//hdeD//lpxA//lpxD//lrp//mdtE//mdtF//purA//rcsA//skp//yhiD//
GadW_neg	dctR//gadA//gadB//gadC//gadW//gadX//gadY//hdeA//hdeB//slp//yhiD//
GadW_pos	gadA//gadB//gadC//gadE//gadF//gadX//hdeA//hdeB//mdtE//mdtF//yhiD//
GadX_neg	btuB//gadW//hdeA//hdeB//murI//yhiD//
GadX_pos	amtB//asnB//cadA//cadB//dctR//gadA//gadB//gadC//gadE//gadF//gadW//gadX//gadY//glnK//glsA//hdeA//hdeB//hdeD//hns//lon//mdtE//mdtF//rpoS//slp//uspE//ybaT//yhiD//
GalR_neg	galE//galK//galM//galP//galR//galS//galT//mglA//mglB//mglC//
GalR_pos	galE//galK//galM//galT//
GalS_neg	galE//galK//galM//galP//galR//galS//galT//mglA//mglB//mglC//
GalS_pos	galE//galK//galM//galT//
GatR_neg	gatA//gatB//gatC//gatD//gatY//gatZ//
GcvA_neg	gcvA//gcvH//gcvP//gcvT//
GcvA_pos	gcvB//gcvH//gcvP//gcvT//
GlcC_neg	glcC//
GlcC_pos	glcA//glcB//glcD//glcE//glcF//glcG//
GlpR_neg	glpA//glpB//glpC//glpD//glpF//glpK//glpQ//glpT//glpX//
GlrR_pos	glmY//rpoE//rseA//rseB//rseC//rseD//
GntR_neg	eda//edd//gntK//gntT//gntU//idnD//idnK//idnO//idnR//idnT//nfuA//yhgH//
GutM_pos	gutM//gutQ//srlA//srlB//srlD//srlE//srlR//
H-NS_neg	acrE//acrF//adeD//adiA//adiY//alaU//alaV//appY//asr//bglB//bglF//bglG//bglJ//bolA//cadA//cadB//cadC//caiA//caiB//caiC//caiD//caiE//caiF//caiT//cas1//cas2//casA//casB//casC//casD//casE//chiA//csgD//csgE//csgF//csgG//cspA//cydA//cydB//cysA//cysG//cysM//cysP//cysU//cysW//dctR//degP//dps//evgA//evgS//fau//fimB//fimE//ftnA//gadA//gadE//gadF//gadW//gadX//galE//galK//galM//galT//garK//garL//garP//garR//gltT//gltU//gltW//gspA//gspB//gspC//gspD//gspE//gspF//gspG//gspH//gspI//gspJ//gspK//gspL//gspM//gspO//hchA//hdeA//hdeB//hdeD//hdfR//hlyE//hns//ileU//ileV//ilvH//ilvI//lacA//lacY//lacZ//leuO//lrp//mdtE//mdtF//mdtI//mdtJ//micF//nhaA//nhaR//nirB//nirC//nirD//nrdA//nrdB//nrdD//nrdG//osmC//proV//proW//proX//rcsA//rcsB//rcsD//rnpB//rrfB//rrfC//rrfD//rrfF//rrfG//rrfH//rrlB//rrlC//rrlD//rrlG//rrlH//rrsB//rrsC//rrsD//rrsG//rrsH//slp//ssrS//stpA//thrV//yciE//yciF//yciG//ydeO//ydeP//yfaE//yhiD//yhiM//yjjP//yjjQ//
H-NS_pos	cmoM//csiD//csiE//cspD//entF//fepE//fes//fimA//fimC//fimD//fimF//fimG//fimH//fimI//flhC//flhD//fliA//fliC//fliZ//gabD//gabP//gabT//gutM//gutQ//hisJ//hisM//hisP//hisQ//hlyE//lhgO//mazE//mazF//mukB//mukE//mukF//relA//srlA//srlB//srlD//srlE//srlR//tcyJ//ybdZ//
HU_neg	galE//galK//galM//galT//mtr//pgm//seqA//tyrP//
HU_pos	micF//
HcaR_neg	hcaR//
HcaR_pos	hcaB//hcaC//hcaD//hcaE//hcaF//
HdfR_neg	flhC//flhD//
HdfR_pos	gltB//gltD//gltF//
HigA_neg	higA//higB//
HigB-HigA_neg	higA//higB//
HipAB_neg	hipA//hipB//mazE//mazF//relA//
HipB_neg	fadH//hipA//hipB//mazE//mazF//relA//
HprR_neg	cyoA//cyoB//cyoC//cyoD//cyoE//
HprR_pos	cusA//cusB//cusC//cusF//cusR//cusS//yedX//
HyfR_pos	focB//hyfA//hyfB//hyfC//hyfD//hyfE//hyfF//hyfG//hyfH//hyfI//hyfJ//hyfR//
HypT_neg	fecA//fecB//fecC//fecD//fecE//
HypT_pos	cydA//cydB//cysH//metB//metI//metL//metN//metQ//
IHF_neg	acs//actP//amiA//carA//carB//cysG//dmsA//dmsB//dmsC//envZ//flhC//flhD//fliA//fliZ//glpQ//glpT//hemF//hpt//ihfA//ihfB//ilvA//ilvD//ilvE//ilvG_1//ilvG_2//ilvL//ilvM//ilvX//micF//mtr//ndh//nirB//nirC//nirD//nmpC//norV//norW//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//nuoA//nuoB//nuoC//nuoE//nuoF//nuoG//nuoH//nuoI//nuoJ//nuoK//nuoL//nuoM//nuoN//ompC//ompF//ompR//osmE//osmY//rpoE//rseA//rseB//rseC//rseD//sodA//sodB//ssuA//ssuB//ssuC//ssuD//ssuE//sucA//sucB//sucC//sucD//tcyJ//tyrP//ubiA//ubiC//ulaA//ulaB//ulaC//ulaD//ulaE//ulaF//ulaG//uspB//yiaJ//yjcH//
IHF_pos	aceA//aceB//aceK//adiA//atoA//atoB//atoD//atoE//carA//carB//csgD//csgE//csgF//csgG//csrB//cysG//cysH//cysI//cysJ//dcuD//dppA//dppB//dppC//dppD//dppF//dps//dusB//fhlA//fimA//fimB//fimC//fimD//fimF//fimG//fimH//fimI//fis//fnr//focA//folA//gcd//glcA//glcB//glcD//glcE//glcF//glcG//glmY//glnH//glnP//glnQ//gltA//gltB//gltD//gltF//hemA//hipA//hipB//htrE//hycA//hycB//hycC//hycD//hycE//hycF//hycG//hycH//hycI//hypA//hypB//hypC//hypD//hypE//ibpB//ilvA//ilvD//ilvE//ilvG_1//ilvG_2//ilvL//ilvM//ilvX//lyxK//narG//narH//narI//narJ//narK//nirB//nirC//nirD//norV//norW//nrfA//nrfB//nrfC//nrfD//nrfE//nrfF//nrfG//ompF//paaA//paaB//paaC//paaD//paaE//paaF//paaG//paaH//paaI//paaJ//paaK//paaZ//pflB//phoU//prfA//prmC//proV//proW//proX//pspA//pspB//pspC//pspD//pspE//pspG//pstA//pstB//pstC//pstS//rpoH//rtcA//rtcB//sgbE//sgbH//sgbU//sra//ssuA//ssuB//ssuC//ssuD//ssuE//sufA//sufB//sufC//sufD//sufE//sufS//tdcA//tdcB//tdcC//tdcD//tdcE//tdcF//tdcG//uspA//yadV//yeiL//yiaK//yiaL//yiaM//yiaN//yiaO//yjbE//yjbF//yjbG//yjbH//
IclR_neg	aceA//aceB//aceK//iclR//
IdnR_neg	gntK//gntU//
IdnR_pos	idnD//idnK//idnO//idnR//idnT//
IlvY_neg	ilvY//
IlvY_pos	ilvC//
IscR_neg	erpA//hyaA//hyaB//hyaC//hyaD//hyaE//hyaF//iscA//iscR//iscS//iscU//napA//napB//napC//napD//napF//napG//napH//nfuA//rnlA//rnlB//
IscR_pos	nrdE//nrdF//nrdH//nrdI//sufA//sufB//sufC//sufD//sufE//sufS//ydiU//
KdgR_neg	eda//edd//
