# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Mon Nov 26 08:19:22 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/regulons_by_conformation_effect//complete_gus/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
AscG_neg	2	AscF,AscB,	2	AscF,AscB,	1	*re10,re11,re12,re8,re7,*	5	3	1.0
AsnC_neg	1	MnmE-MnmG,	1	MnmE-MnmG,	1	*re10,re8,re9,*	3	0	1.0
AsnC_pos	1	AsnA,	0		1	*re3,*	1	0	0.0
AtoC-Phosphorylated_pos	3	AtoB,AtoE,AtoA-AtoD,	3	AtoB,AtoE,AtoA-AtoD,	1	*re12,re7,re9,*	3	1	1.0
BCCP_neg	1	AccC,	0		1	*re6,*	1	0	0.0
BaeR-Phosphorylated_pos	2	AcrD-AcrA-TolC,TolC-MdtC-MdtB-MdtA,	0		3	*re17,*re16,*re11,*	3	3	0.0
BasR-Phosphorylated_neg	1	PutA,	1	PutA,	1	*re4,re7,re5,*	2	0	1.0
BasR-Phosphorylated_pos	2	CsgE-CsgG,DgkA,	0		2	*re20,*re15,*	2	1	0.0
BetI_neg	3	BetT,BetB,BetA,	3	BetB,BetA,BetT,	1	*re10,re6,re13,re7,re8,*	5	1	1.0
BirA-biotinyl-5-adenylate_neg	5	BioB,BioD,BioA,BioC,BioF,	5	BioA,BioC,BioB,BioF,BioD,	1	*re10,re11,re13,re19,re7,re15,re17,re18,re9,*	8	0	1.0
BluR_neg	0		0		0	*	0	0	-0.0
BolA_neg	2	AmpC,DacC,	1	DacC,	2	*re4,*re6,re7,re8,re9,*	5	0	0.3
BolA_pos	2	AmpC,DacC,	1	DacC,	2	*re4,*re6,re7,re8,re9,*	5	0	0.3
BtsR-Phosphorylated_pos	1	BtsT,	0		1	*re3,*	1	1	0.0
CadC_pos	3	CadA,LdcI,CadB,	3	CadA,LdcI,CadB,	1	*re5,re8,re9,*	3	2	1.0
CaiF-L-carnitine_pos	5	CaiC,CaiB,CaiA,CaiD,CaiT,	5	CaiA,CaiB,CaiC,CaiT,CaiD,	1	*re12,re14,re16,re18,re21,*	5	1	1.0
Cbl_pos	5	SsuA-SsuC-SsuB,SsuD,TauD,TauA-TauC-TauB,SsuE,	4	TauD,SsuD,SsuE,TauA-TauC-TauB,	2	*re16,re17,re18,re19,re21,re28,re24,*re12,*	8	2	0.7
CdaR_pos	9	GarR,GudP,GarD,GarL,GarP,GudD,RnpB,GarK,RNA:RnpB,	9	GarK,GarR,GudD,GudP,RnpB,GarD,GarL,GarP,RNA:RnpB,	2	*re13,re17,re23,re15,re19,re24,re26,re20,re27,re21,*re31,re32,*	12	3	0.9
CecR_neg	1	YbhS-YbhR-YbhF,	0		1	*re9,*	1	1	0.0
ChbR-N-monoacetylchitobiose6-phosphate_neg	3	ChbA-ChbC-ChbB,ChbF,ChbG,	3	ChbF,ChbA-ChbC-ChbB,ChbG,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
ChbR-N-monoacetylchitobiose6-phosphate_pos	3	ChbA-ChbC-ChbB,ChbG,ChbF,	3	ChbG,ChbF,ChbA-ChbC-ChbB,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
ChbR_neg	3	ChbF,ChbG,ChbA-ChbC-ChbB,	3	ChbF,ChbA-ChbC-ChbB,ChbG,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
ChbR_pos	3	ChbA-ChbC-ChbB,ChbF,ChbG,	3	ChbG,ChbA-ChbC-ChbB,ChbF,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
ComR_neg	0		0		0	*	0	0	-0.0
CpxR-Phosphorylated_neg	3	CsgE-CsgG,Ung,OmpF,	0		41	*re63,*re72,*re64,*re69,*re53,*re62,*re59,*re38,*re57,*re61,*re68,*re60,*re66,*re48,*re52,*re84,*re81,*re47,*re78,*re80,*re55,*re74,*re77,*re51,*re50,*re79,*re82,*re71,*re54,*re75,*re49,*re67,*re56,*re73,*re83,*re85,*re76,*re65,*re58,*re97,*re70,*	41	40	0.0
CpxR-Phosphorylated_pos	18	DegP,SbmA,Dsf,LdtD,Slt,LpxD,AroG,LdtC,LpxA,OmpC,TolC-MdtC-MdtB-MdtA,FabZ,DsbC,SrkA,BacA,AcrD-AcrA-TolC,DgcZ,PpiA,	5	LdtC,LpxD,LdtD,FabZ,LpxA,	58	*re160,*re66,*re110,*re125,*re140,*re134,*re133,*re111,*re135,*re132,*re159,*re115,*re164,*re53,*re69,*re147,*re117,*re126,*re62,*re116,*re119,*re144,*re145,*re128,*re150,*re64,*re131,*re124,*re118,*re120,*re123,*re114,*re88,re89,re90,re92,re93,*re127,*re142,*re136,*re143,*re104,*re138,*re71,re172,re72,*re103,*re54,*re137,*re49,*re113,*re73,re173,re174,re74,re175,re75,re176,re180,re78,re178,re83,re95,re179,re183,re79,re97,re77,re80,re181,re81,re182,re82,re177,re76,*re148,*re141,*re130,*re121,*re139,*re146,*re51,*re112,*re129,*re122,*re161,*re156,*	75	43	0.1
Cra_neg	45	Mpl,CyoD-CyoA-CyoB-CyoC,Zwf,FruK,PykF,MurP-Crr,ManZ-ManY-ManX,PtsG-Crr,GpmM,FbaB,Lpd,AceF,HypF,PrpE,PfkA,MtlD,Epd,CyoE,FbaA,CysG,NirC,PrpC,Ppc,AcnB,AdhE,TpiA,AceE-AceF-Lpd,Pgk,AceE,MtlA,PrpD,Eno,PdeL,TreB-Crr,NirD-NirB,Eda,Edd,SucA-SucB-Lpd,SetA,PrpB,Glk,FruB-FruA,EIIMtl,GapA,Lpd-GcvP-GcvH-GcvT,	42	MtlA,PrpD,Eno,AceE-AceF-Lpd,Pgk,AceE,Edd,SucA-SucB-Lpd,PrpB,TreB-Crr,NirD-NirB,Eda,FruB-FruA,Glk,EIIMtl,GapA,Lpd-GcvP-GcvH-GcvT,PtsG-Crr,ManZ-ManY-ManX,GpmM,Mpl,FruK,PykF,Zwf,MurP-Crr,PrpE,FbaB,Lpd,HypF,AceF,NirC,PrpC,MtlD,PfkA,FbaA,CyoE,Epd,CysG,Ppc,AdhE,AcnB,TpiA,	10	*re164,re165,*re204,*re140,*re181,*re74,*re95,re96,re97,re98,re99,*re88,*re75,*re101,re102,re103,re142,re143,re139,re144,re193,re189,re107,re131,re187,re125,re113,re114,re111,re184,re208,re123,re120,re118,re119,re156,re151,re152,re153,re154,re129,re155,re167,re168,re80,re128,re212,re216,re81,re83,re85,re171,re185,re217,re202,re191,re215,re61,re146,re147,re138,re148,re176,re178,re62,re63,re66,re194,re198,re133,re134,re135,re93,re65,re77,re76,re213,re218,re71,re70,re214,re67,re72,re196,re105,*re137,*	80	18	0.8
Cra_pos	17	BetT,Pck,PpsA,CsgE-CsgG,AcnA,AceA,CydA-CydB-CydX,AceB,TreB-Crr,PtsG-Crr,AroP,MurP-Crr,BetA,BetB,PoxB,AceK,Icd,	15	BetT,Pck,PpsA,AceB,TreB-Crr,CydA-CydB-CydX,AcnA,AceA,BetB,PoxB,MurP-Crr,BetA,PtsG-Crr,Icd,AceK,	8	*re29,re30,*re39,re40,re41,re43,re46,*re51,re52,re54,re56,*re25,re27,re81,re32,re33,re82,re83,re68,re69,re70,re72,re74,re65,re75,re77,*re36,*re35,*re37,*re60,*	27	10	0.6
CreB-Phosphorylated_neg	1	MalK-MalF-MalG-MalE,	0		3	*re8,*re6,*re7,*	3	3	0.0
CreB-Phosphorylated_pos	1	TalA,	0		1	*re5,*	1	0	0.0
CsgD_neg	2	PepD,TcyN-TcyL-TcyJ,	2	TcyN-TcyL-TcyJ,PepD,	8	*re32,*re42,*re39,*re41,*re33,*re40,*re34,re38,*re37,*	9	6	0.2
CsgD_pos	3	CsgE-CsgG,WrbA,DgcC,	0		5	*re28,*re20,*re30,*re29,*re24,*	5	1	0.0
CsiR_neg	4	GabD,GabT,LhgO,GabP,	4	GabD,GabT,LhgO,GabP,	1	*re10,re12,re13,re15,re8,*	5	1	1.0
CspA_pos	1	GyrA-GyrB,	0		1	*re5,*	1	0	0.0
CueR-Cu_neg	3	MoaD-MoaE,MoaC,MoaA,	3	MoaA,MoaC,MoaD-MoaE,	1	*re10,re13,re7,*	3	0	1.0
CueR-Cu_pos	2	CopA,CueO,	2	CopA,CueO,	1	*re4,re6,re7,re8,re9,*	5	1	1.0
CusR-Pasp_pos	4	CyoD-CyoA-CyoB-CyoC,CyoE,CusC-CusB-CusF-CusA,YedX,	0		5	*re31,*re16,*re29,*re24,*re15,*	5	3	0.0
CynR-cyanate_pos	3	CynT,CynS,CynX,	3	CynT,CynX,CynS,	1	*re5,re10,re7,re9,*	3	1	1.0
CynR_neg	0		0		0	*	0	0	-0.0
CysB-O-acetyl-L-serine_neg	3	SsuA-SsuC-SsuB,SsuD,SsuE,	2	SsuE,SsuD,	2	*re14,re15,re16,re17,re19,*re10,*	6	1	0.5
CysB-O-acetyl-L-serine_pos	12	CysM,CysJ,CysH,CysA-CysW-CysU-CysP,CysC,TauA-TauC-TauB,CysK,CysD-CysN,DgcZ,CysJ-CysI,Sbp-CysW-CysU-CysA,TauD,	11	TauD,Sbp-CysW-CysU-CysA,CysJ-CysI,DgcZ,CysD-CysN,CysK,TauA-TauC-TauB,CysC,CysA-CysW-CysU-CysP,CysH,CysM,	4	*re42,*re29,*re26,re35,re32,re37,re40,re44,re45,re46,re49,re27,re62,re58,re55,*re28,*	16	5	0.7
CysB_neg	0		0		0	*	0	0	-0.0
CysB_pos	2	TcyP,TcyN-TcyL-TcyJ,	0		7	*re9,*re8,*re10,*re7,*re12,*re6,*re5,*	7	7	0.0
CytR_neg	10	PpiA,Cdd,NupG,Udp,DeoB,NupC,DeoA,DeoD,DeoC,Tsx,	8	DeoC,DeoA,DeoD,NupG,NupC,Udp,DeoB,Cdd,	3	*re45,*re15,re16,re20,re19,re22,re25,re29,re28,re23,re27,re30,re31,re33,re32,re43,re56,re53,re37,re55,re41,re35,re36,re38,re39,re40,re42,re46,*re48,*	27	11	0.7
Dan-L-tartrate_pos	2	TtdA-TtdB,TtdT,	2	TtdT,TtdA-TtdB,	1	*re11,re7,*	2	1	1.0
DcuR-Phosphorylated_pos	4	FrdA-FrdB-FrdC-FrdD,FumB,DcuB,DctA,	4	FrdA-FrdB-FrdC-FrdD,FumB,DcuB,DctA,	3	*re11,*re16,*re12,re20,re13,re18,re14,re26,re19,re15,re31,re21,re32,*	13	10	0.7
DeoR_neg	6	DeoB,NupG,DeoD,DeoA,Tsx,DeoC,	5	DeoC,DeoA,DeoD,NupG,DeoB,	5	*re25,*re24,*re32,*re11,re14,re18,re17,re12,re16,re19,re20,re22,re21,re33,re37,re36,re31,re8,re26,re9,re28,re29,re27,re34,*re30,*	23	11	0.5
DhaR_neg	0		0		0	*	0	0	-0.0
DhaR_pos	1	DhaK-DhaL-DhaM,	1	DhaK-DhaL-DhaM,	1	*re6,re7,*	2	0	1.0
DicA_neg	0		0		0	*	0	0	-0.0
DinJ-YafQ_neg	1	YafQ,	0		1	*re8,*	1	0	0.0
DnaA-ATP_neg	5	GuaA,GuaB,NrdA-NrdB,RecF-RecR-RecO,AldA,	3	GuaB,GuaA,NrdA-NrdB,	4	*re34,*re19,re20,re21,re23,re39,re26,re27,re28,re29,re30,*re14,*re13,*	12	0	0.4
DnaA-ATP_pos	3	PolA,NrdA-NrdB,RecF-RecR-RecO,	2	PolA,NrdA-NrdB,	4	*re21,re22,*re20,*re25,*re13,re14,re15,re16,re17,*	9	0	0.3
DpiA-Pasp_neg	0		0		0	*	0	0	-0.0
DpiA-Pasp_pos	5	Mdh,CitC,CitX,CitG,ExuT,	3	CitG,CitX,CitC,	4	*re12,re20,re18,*re27,*re24,*re25,*	6	2	0.4
DsdC-D-serine_neg	0		0		0	*	0	0	-0.0
DsdC-D-serine_pos	2	DsdX,DsdA,	2	DsdA,DsdX,	1	*re4,re5,re7,*	3	1	1.0
EbgR_neg	0		0		0	*	0	0	-0.0
EnvR_neg	2	AcrD-AcrA-TolC,AcrA-TolC-AcrB,	0		6	*re5,*re7,*re10,*re11,*re8,*re9,*	6	6	0.0
EnvY_pos	2	OmpF,OmpC,	0		39	*re8,*re27,*re29,*re24,*re23,*re30,*re11,*re39,*re21,*re42,*re32,*re18,*re15,*re9,*re4,*re25,*re36,*re20,*re12,*re35,*re6,*re41,*re5,*re40,*re33,*re14,*re13,*re31,*re17,*re16,*re28,*re10,*re38,*re26,*re34,*re37,*re7,*re22,*re19,*	39	39	0.0
EvgA-Phosphorylated_pos	6	YfdE,AcrD-AcrA-TolC,TolC-MdtE-MdtF,Frc,Oxc,EmrK-EmrY-TolC,	3	Frc,YfdE,Oxc,	2	*re21,*re28,re36,re42,*	4	1	0.4
ExuR-alpha-D-galacturonate_neg	0		0		0	*	0	0	-0.0
ExuR_neg	6	UxaB,UxaC,ExuT,UxaA,UxuA,UxuB,	5	UxuA,UxaC,UxaB,UxaA,UxuB,	3	*re14,re16,re19,re21,re23,re18,*re12,*re11,*	8	2	0.6
FabR_neg	3	KASI,FabB,FabA,	3	FabA,FabB,KASI,	1	*re10,re11,re12,re14,re15,re16,re17,re18,re19,re20,re21,re22,re23,re24,re25,re26,re27,re29,re42,re43,re44,re46,re5,re32,re30,re31,re41,re38,re37,re34,re33,re36,re35,re40,re39,re45,re9,re4,re6,re7,re8,*	24	0	1.0
FadR-acyl-CoA_pos	0		0		0	*	0	0	-0.0
FadR_neg	9	FadH,FadD,FadA,FadJ,FadM,FadE,FadI,FadL,FadB,	7	FadB,FadI,FadE,FadJ,FadM,FadA,FadD,	3	*re64,*re59,*re13,re14,re15,re16,re17,re18,re19,re20,re26,re34,re41,re53,re50,re31,re23,re42,re39,re40,re44,re45,re46,re47,re48,re55,re36,re28,re51,re32,re24,re52,re33,re25,re54,re35,re27,re56,re37,re29,re57,re38,re30,re66,*	44	5	0.6
FadR_pos	10	FabD,FabI,AccA-AccD,FabH,FabG,FabB,FabA,KASI,KASIII,AccC,	10	FabI,FabD,FabH,AccA-AccD,FabB,FabA,FabG,KASIII,KASI,AccC,	1	*re14,re18,re48,re22,re27,re28,re29,re26,re55,re35,re31,re32,re33,re34,re36,re37,re38,re39,re40,re41,re42,re43,re44,re46,re56,re57,re62,re64,re65,re71,re78,re50,re21,re68,re70,re84,re77,re25,re54,re76,re81,re23,re52,re80,re24,re53,re79,re59,re88,re73,re87,re58,re60,re89,re75,re90,re82,re61,re74,re51,re85,re86,re69,re72,*	57	0	1.0
FeaR_pos	2	FeaB,TynA,	2	TynA,FeaB,	1	*re4,re7,re6,re8,re9,*	5	0	1.0
FhlA-formate_pos	8	HycI,FdhF,HypF,HypE,HypB,FdhF-HycE-HycB-HycG-HycF-HycC-HycD,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,HycD-HycC-HycF-HycG-HycB-HycE,	6	FdhF,HycD-HycC-HycF-HycG-HycB-HycE,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,FdhF-HycE-HycB-HycG-HycF-HycC-HycD,HypE,HypF,	4	*re33,re34,re35,re41,re53,*re72,re74,re75,re76,*re49,*re67,*	11	0	0.5
FlhDC_neg	2	MglA-MglC-MglB,Mdh,	0		3	*re9,*re10,*re6,*	3	2	0.0
FlhDC_pos	12	RecD-RecC-RecB,NapG-NapH,GltI-GltK-GltJ-GltL,HypF,NapC,GlpA-GlpB-GlpC,PdeH,TcyN-TcyL-TcyJ,CcmD-CcmB-CcmA-CcmE-CcmC,NrfA,NrfD-NrfC,NapB-NapA,	8	NapB-NapA,NrfD-NrfC,NrfA,GlpA-GlpB-GlpC,NapC,HypF,NapG-NapH,RecD-RecC-RecB,	14	*re185,*re145,re146,re147,*re184,*re81,*re133,re153,re166,re162,re150,re158,*re189,*re188,*re179,re180,*re187,*re139,*re138,*re186,*re172,*re178,*	22	9	0.3
FliZ_neg	5	GadC,TolC-MdtE-MdtF,GadB,PdeR,CsgE-CsgG,	2	GadC,GadB,	4	*re28,*re35,re37,*re45,*re50,*	5	3	0.2
FucR-L-fuculose-1-P_pos	6	FucK,FucU,FucP,FucO,FucI,FucA,	5	FucA,FucU,FucK,FucO,FucI,	4	*re21,*re23,*re22,*re10,re16,re13,re18,re9,re15,re12,re26,re19,*	12	3	0.6
Fur-Fe2_neg	53	RcnA,EntB-EntD-EntF-EntE,SucA-SucB-Lpd,EntH,GarK,SodA,AceE-AceF-Lpd,GdhA,Fiu,FecE-FecC-FecD-FecB,Lpd-GcvP-GcvH-GcvT,GarR,GlnD,FeoB,FhuE-ExbD-ExbB-TonB,ExbD-ExbB-TonB-FhuA,GarL,GarP,AspC,MntH,CirA,GpmA,Fes,Lpd,FumC,RnpB,Ndh,Gnd,FhuC-FhuB-FhuD,EntA,Zwf,CyoD-CyoA-CyoB-CyoC,PyrC,EntE,EntS,NrdE-NrdF,MetH,RNA:RnpB,EntD,AmtB,EntC,Hmp,EntB,GspO,FecA-ExbD-ExbB-TonB,OppB-OppC-OppD-OppF-MppA,ExbD-ExbB-TonB-FepA,FepC-FepD-FepG-FepB,YqjH,EntF,OppC-OppD-OppF-OppB-OppA,CyoE,SufS,	43	Ndh,Gnd,Lpd,CirA,Fes,GpmA,RnpB,FumC,NrdE-NrdF,MetH,EntD,RNA:RnpB,CyoD-CyoA-CyoB-CyoC,Zwf,EntA,EntS,EntE,EntB,AmtB,EntC,Hmp,FepC-FepD-FepG-FepB,ExbD-ExbB-TonB-FepA,SufS,YqjH,EntF,CyoE,SucA-SucB-Lpd,EntH,GarK,EntB-EntD-EntF-EntE,GdhA,Fiu,AceE-AceF-Lpd,SodA,FeoB,GarR,Lpd-GcvP-GcvH-GcvT,GlnD,GarP,GarL,MntH,AspC,	24	*re264,*re299,*re200,*re259,*re262,*re290,*re221,*re317,*re117,re227,re119,re120,re121,re122,re123,re270,re149,re143,re142,re134,re140,re136,re138,re147,re218,re224,re216,re220,re225,re240,re242,re241,re243,re244,re359,re360,re278,re150,re141,re144,re145,re155,re152,re153,re157,re229,re230,re231,re160,re191,re192,re193,re194,re351,re125,re190,re182,re178,re352,re158,re272,re267,re271,re238,re274,re275,re265,re276,re282,re283,re355,re362,re279,re266,re280,re361,re358,re357,re356,re338,re339,re340,re341,re342,re268,re213,re354,*re315,*re291,*re307,*re201,*re318,*re286,*re197,*re305,*re261,re328,*re222,*re321,re322,*re167,*re295,re296,re297,re298,*re129,re289,*re306,*	100	19	0.6
Fur-Fe2_pos	16	FtnA,Lpd-GcvP-GcvH-GcvT,AceE-AceF-Lpd,SucD-SucC,KatE,SucA,MntP,GdhA,SucA-SucB-Lpd,AmtB,SucB,OmpF,EntS,Lpd,KatG,FumB,	13	AmtB,SucB,Lpd,KatG,FumB,FtnA,Lpd-GcvP-GcvH-GcvT,KatE,AceE-AceF-Lpd,SucD-SucC,GdhA,SucA,SucA-SucB-Lpd,	44	*re68,*re86,*re81,*re99,*re110,re115,re48,re116,re117,re34,re23,re52,re49,re45,re50,re56,re53,re43,re54,re57,re44,re58,re31,*re84,*re60,*re66,*re92,*re64,*re96,*re72,*re63,*re87,*re90,*re62,*re69,*re73,*re25,*re67,*re75,*re71,*re97,*re70,*re91,*re65,*re76,*re85,*re83,*re88,*re94,*re27,re28,re29,re37,re38,re40,re46,*re95,*re80,*re78,*re89,*re79,*re82,*re32,*re42,*re93,*re77,*re98,*re74,*	65	41	0.2
GadE-RcsB_pos	5	CadB,AdiC,GadA,LdcI,CadA,	4	CadA,LdcI,GadA,CadB,	2	*re14,re17,re18,re21,*re11,*	5	3	0.7
GadE_pos	10	GadB,LpxA,CyoE,GadC,FabZ,PurA,CyoD-CyoA-CyoB-CyoC,LpxD,TolC-MdtE-MdtF,Gnd,	6	LpxA,GadB,LpxD,Gnd,GadC,FabZ,	7	*re41,re88,re89,re42,re90,re43,re46,re51,re73,re47,re75,re91,re94,re95,re98,re93,re45,re48,re96,re49,re97,re50,re92,re44,*re37,*re32,*re82,*re39,re87,re40,*re79,*re55,re57,re68,*	22	3	0.4
GadW_neg	3	GadC,GadB,GadA,	3	GadA,GadB,GadC,	1	*re14,re17,*	2	1	1.0
GadW_pos	4	GadB,GadA,TolC-MdtE-MdtF,GadC,	3	GadA,GadB,GadC,	2	*re25,*re13,re16,*	3	2	0.6
GadX_neg	3	BtuB-ExbD-ExbB-TonB,MurI,SpeG,	1	SpeG,	4	*re21,re22,re23,*re19,*re14,*re13,*	6	2	0.2
GadX_pos	11	GadC,AsnB,AmtB,GlsA,LdcI,CadA,TolC-MdtE-MdtF,Lon,GadB,GadA,CadB,	9	GadB,GadA,CadB,GadC,AsnB,AmtB,LdcI,CadA,GlsA,	3	*re62,*re59,*re29,re32,re31,re33,re42,re35,re38,re39,re45,*	11	5	0.7
GalR-beta-D-galactose_neg	5	GalT,GalE,GalM,GalK,GalP,	4	GalK,GalT,GalM,GalE,	3	*re15,*re10,re12,re18,re8,*re14,*	6	2	0.6
GalR-beta-D-galactose_pos	4	GalE,GalM,GalT,GalK,	4	GalK,GalT,GalE,GalM,	1	*re10,re8,re12,re6,*	4	0	1.0
GalR_neg	6	MglA-MglC-MglB,GalM,GalE,GalT,GalP,GalK,	4	GalK,GalM,GalE,GalT,	4	*re18,*re11,re21,re13,re15,*re24,*re17,*	7	3	0.4
GalR_pos	4	GalT,GalE,GalM,GalK,	4	GalE,GalM,GalT,GalK,	1	*re10,re8,re12,re6,*	4	0	1.0
GalS-beta-D-galactose_neg	5	GalT,GalE,GalM,GalK,GalP,	4	GalK,GalE,GalM,GalT,	3	*re14,*re10,re12,re18,re8,*re15,*	6	2	0.6
GalS-beta-D-galactose_pos	4	GalT,GalE,GalM,GalK,	4	GalE,GalM,GalT,GalK,	1	*re10,re8,re12,re6,*	4	0	1.0
GalS_neg	6	GalP,GalK,MglA-MglC-MglB,GalE,GalM,GalT,	4	GalK,GalM,GalE,GalT,	4	*re24,*re11,re21,re13,re15,*re18,*re17,*	7	3	0.4
GalS_pos	4	GalK,GalM,GalE,GalT,	4	GalT,GalM,GalE,GalK,	1	*re10,re8,re12,re6,*	4	0	1.0
GatR_neg	3	GatY-GatZ,GatC-GatB-GatA,GatD,	3	GatC-GatB-GatA,GatY-GatZ,GatD,	3	*re10,*re17,re19,*re14,re9,*	4	2	0.6
GcvA_neg	3	GcvT,Lpd-GcvP-GcvH-GcvT,GcvP,	3	GcvP,GcvT,Lpd-GcvP-GcvH-GcvT,	1	*re10,re11,re9,re8,*	4	0	1.0
GcvA_pos	3	GcvT,Lpd-GcvP-GcvH-GcvT,GcvP,	3	GcvP,GcvT,Lpd-GcvP-GcvH-GcvT,	1	*re10,re11,re9,re8,*	4	0	1.0
GlcC-glycolate_neg	0		0		0	*	0	0	-0.0
GlcC-glycolate_pos	3	GlcB,GlcA,GlcD-GlcE-GlcF,	3	GlcD-GlcE-GlcF,GlcA,GlcB,	3	*re12,re15,re16,re8,*re10,*re9,*	6	3	0.6
GlpR_neg	7	GlpX,GlpK,GlpF,GlpQ,GlpA-GlpB-GlpC,GlpD,GlpT,	6	GlpK,GlpD,GlpA-GlpB-GlpC,GlpT,GlpF,GlpQ,	8	*re21,*re18,*re24,*re23,*re20,*re33,*re12,re16,re26,re19,re29,re28,re31,*re22,*	14	8	0.4
GlrR-Pasp56_pos	0		0		0	*	0	0	-0.0
GntR_neg	9	IdnD,GntU,GntK,IdnK,Edd,Eda,GntT,IdnT,IdnO,	9	GntT,IdnO,IdnT,GntK,IdnD,GntU,Eda,Edd,IdnK,	1	*re14,re15,re16,re18,re20,re22,re28,re25,re31,re35,re32,*	10	3	1.0
