# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Wed May  9 22:37:24 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/connectivity/conformation/GUs_SRs/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
ChbR-Monoacetylchitobiose-6P	3	ChbG,ChbA-ChbC-ChbB,ChbF,	3	ChbG,ChbA-ChbC-ChbB,ChbF,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
CpxR-Phosphorylated	22	DgcZ,SbmA,PpiA,OmpF,BacA,RdoA,AroG,DegP,OmpC,LpxA,LdtC,Slt,DnaE,LpxB,RnhB,CsgE-CsgG,Ung,FabZ,LpxD,AcrD-AcrA-TolC,DsbA,TolC-MdtC-MdtB-MdtA,	7	DgcZ,LpxA,LdtC,DnaE,LpxB,FabZ,LpxD,	32	*re102,re105,*re113,re203,re204,re114,re205,re115,re117,re122,re131,re121,re135,re133,re214,re206,re208,re212,re213,re209,re118,re210,re119,re207,re211,re120,re123,re116,*re154,*re127,re128,re129,*re75,*re161,*re156,*re164,*re160,*re95,*re73,*re163,*re71,*re111,re202,re112,*re195,*re169,*re150,*re157,*re155,*re100,*re174,*re162,*re153,*re107,*re165,*re190,*re158,*re151,*re187,*re152,*re159,*re176,*	49	19	0.1
CreB-Phosphorylated	3	TalA,MalK-MalF-MalG-MalE,TktB,	2	TalA,TktB,	4	*re18,*re23,re25,re26,*re17,*re19,*	6	3	0.3
CRP-cAMP	290	Pck,IdnT,SgbE,PaaZ,NanE,GyrA-GyrB,FumC,DeoD,AscF,TnaA,GalE,RbsA-RbsC-RbsB,GabP,ActP,MelA,MhpE,PrpC,PaaF,Mpl,NanT,IlvB-IlvN,GlgB,AscB,XylB,FocA,LsrB-LsrD-LsrC-LsrA,EntB,FucA,ChbA-ChbC-ChbB,GlpD,IdnK,GlpX,GuaA,LacA,AraA,Fiu,TdcE,ManA,PaaE-PaaA-PaaC-PaaB,GatC-GatB-GatA,FecE-FecC-FecD-FecB,CitC,TreC,PutP,AraE,UgpC-UgpA-UgpE-UgpB,ManZ-ManY-ManX,RbsK,GabT,Pgk,MhpB,AsnII,UlaC-UlaB-UlaA,SerA,XseA-XseB,NagE,YfeW,MhpF,BglF,DctA,CitX,FucP,FecA-ExbD-ExbB-TonB,PaaJ,MelB,MiaA,SodB,MltC,YiaK,NanK,GpsA,DadA,GlpK,DeoA,YiaO-YiaN-YiaM,UxaC,DusB,Hpt,GntP,PuuE,AcnB,GlgA,FucK,AspA,AraB,PaaI,EntH,Acs,GcvP,PpiA,AmiB,Lpd,PuuD,NanA,MalS,Cdd,PrpD,EntE,PPII,UhpT,MutL-MutS-MutH,RbsD,SodA,GlgP,CpdB,GltA,NadC,NagA,Tam,GlgC,XylG-XylH-XylF,IdnO,GcvT,NirC,ChbF,RhaA,GlpA-GlpB-GlpC,EntB-EntD-EntF-EntE,MglA-MglC-MglB,AcnA,GlpG,FbaA,LsrF,SerC,AceE-AceF-Lpd,TdcB,FeaB,GutQ,UlaD,SrlD,SrlA-SrlB-SrlE,UbiG,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,SucA-SucB-Lpd,EntA,CaiT,Lpd-GcvP-GcvH-GcvT,NagB,PtsG-Crr,DcuB,NanC,UxaB,PNPase,UgpQ,CaiA,CaiC,GapA,CyoD-CyoA-CyoB-CyoC,MalX,PaaK,MtlD,KbaY-KbaZ,GntT,PflB,GabD,AroA,CysG,TdcG,FucI,FadL,PatZ,ChiP,MurQ,NanM,SpeC,GalK,FucO,MutY,MhpA,LamB,Tsx,DsdA,Gcd,ProP,DeoB,FadD,ArgG,SgbH,GatD,TsaE-TsaD-TsaB,UlaE,AceA,GlgX,FumA,MalK-MalF-MalG-MalE,MhpC,AceE,PrpE,PaaH,LyxK,GalP,PncB,PuuB,TdcC,AceK,CsgE-CsgG,SucD-SucC,HflX,AmpD,LdtB,MurP-Crr,ExbD-ExbB-TonB-FepA,CirA,EntD,MurP,RhaT,AnsB,Agp,DcuA,UidB,LsrG,AceF,GntK,RhaB,ExuT,IdnD,SucA,BglB,MetK,Pnp,GadB,AceB,AldB,MhpD,FumB,UlaF,Udp,NrdA-NrdB,ChbG,PreT-PreA,LacY,MalY,UxaA,LsrK,PrpB,EIIMtl,GadC,ModC-ModB-ModA,PaaG,UmpH,GatY-GatZ,FucU,OmpF,YjeF,EIINag,CaiB,GlpQ,GlpT,GlpF,DsdX,GalT,DeoC,CaiD,UxuA,NirD-NirB,DadX,SgbU,TdcD,UxuB,AaeA-AaeB,GuaB,Epd,PuuC,GlnA,GlpE,CyoE,LacZ,Mdh,AraG-AraH-AraF,SucB,TruB,GalM,NupC,NupG,UidA,LhgO,MtlA,CitG,XylA,TnaB,GntU,RhaD,AraD,TreB-Crr,ArfB,FadH,AldA,GdhA,CasA-CasB-CasC-CasD-CasE,EntC,	259	Pck,IdnT,SgbE,PaaZ,NanE,FumC,DeoD,AscF,TnaA,GalE,RbsA-RbsC-RbsB,GabP,ActP,MelA,MhpE,PaaF,PrpC,Mpl,NanT,IlvB-IlvN,GlgB,AscB,XylB,FocA,EntB,FucA,ChbA-ChbC-ChbB,GlpD,IdnK,GlpX,GuaA,LacA,AraA,TdcE,ManA,PaaE-PaaA-PaaC-PaaB,GatC-GatB-GatA,CitC,TreC,PutP,AraE,UgpC-UgpA-UgpE-UgpB,ManZ-ManY-ManX,RbsK,Pgk,GabT,MhpB,AsnII,UlaC-UlaB-UlaA,SerA,XseA-XseB,NagE,YfeW,MhpF,BglF,DctA,CitX,PaaJ,MelB,MiaA,SodB,YiaK,NanK,GpsA,DadA,DeoA,GlpK,YiaO-YiaN-YiaM,UxaC,Hpt,AcnB,PuuE,GntP,GlgA,AspA,FucK,PaaI,AraB,EntH,Acs,GcvP,Lpd,PuuD,NanA,MalS,Cdd,PrpD,EntE,PPII,UhpT,RbsD,SodA,GlgP,CpdB,GltA,Tam,NagA,NadC,GlgC,IdnO,GcvT,NirC,RhaA,ChbF,GlpA-GlpB-GlpC,EntB-EntD-EntF-EntE,MglA-MglC-MglB,AcnA,FbaA,SerC,LsrF,TdcB,AceE-AceF-Lpd,FeaB,SrlD,UlaD,UbiG,SrlA-SrlB-SrlE,SucA-SucB-Lpd,EntA,CaiT,Lpd-GcvP-GcvH-GcvT,NagB,PtsG-Crr,DcuB,NanC,UxaB,PNPase,UgpQ,CaiA,CaiC,GapA,CyoD-CyoA-CyoB-CyoC,MalX,PaaK,MtlD,KbaY-KbaZ,GntT,PflB,GabD,TdcG,AroA,CysG,FucI,PatZ,ChiP,MurQ,NanM,SpeC,GalK,FucO,MhpA,Tsx,DsdA,Gcd,ProP,DeoB,FadD,ArgG,SgbH,GatD,UlaE,AceA,GlgX,FumA,MalK-MalF-MalG-MalE,MhpC,PrpE,AceE,PaaH,LyxK,GalP,PncB,TdcC,PuuB,AceK,SucD-SucC,HflX,AmpD,LdtB,MurP-Crr,EntD,RhaT,AnsB,Agp,DcuA,LsrG,AceF,GntK,RhaB,IdnD,SucA,BglB,MetK,Pnp,GadB,AceB,AldB,MhpD,FumB,UlaF,Udp,ChbG,NrdA-NrdB,PreT-PreA,LacY,MalY,UxaA,LsrK,PrpB,EIIMtl,GadC,GatY-GatZ,PaaG,UmpH,FucU,OmpF,YjeF,EIINag,CaiB,GlpQ,GlpT,GlpF,DsdX,GalT,DeoC,CaiD,UxuA,NirD-NirB,DadX,SgbU,TdcD,UxuB,GuaB,Epd,PuuC,GlnA,GlpE,CyoE,LacZ,AraG-AraH-AraF,Mdh,SucB,GalM,NupC,NupG,UidA,LhgO,MtlA,CitG,XylA,TnaB,GntU,RhaD,AraD,TreB-Crr,AldA,GdhA,EntC,	66	*re1038,*re929,*re692,*re999,*re528,*re1432,*re1236,*re1234,*re806,*re1238,*re1039,*re1231,*re1047,*re722,*re559,*re1347,*re1495,*re1239,*re790,*re1148,*re1230,*re1168,*re1531,re1532,*re574,*re1055,*re1237,*re1232,*re1533,re1534,*re1161,*re1289,*re1233,*re567,*re794,*re635,*re1073,*re1228,*re841,*re546,re547,*re1428,*re1498,*re1166,*re1227,*re789,*re725,*re1011,re1014,re1017,re1558,re953,re956,re1018,*re935,*re657,*re1112,*re932,*re1318,*re1222,re1470,re1490,re670,re671,*re1269,*re977,*re974,*re1328,re1332,re1569,re1334,*re1283,*re1452,*re596,*re814,*re1459,*re1145,*re931,*re1021,re1022,re1050,re1029,re1052,re1048,re1051,re1045,re1126,re1127,re1129,re1130,re1132,re1133,re1554,re1563,re609,re1174,re1087,re1095,re1090,re1091,re1092,re1093,re1094,re1155,re1158,re1454,re1552,re945,re1551,re1553,re798,re1060,re1062,re1063,re1065,re1139,re1137,re1135,re1179,re1180,re1183,re1189,re1187,re1185,re1163,re1172,re554,re1115,re1142,re1170,re1235,re1273,re1105,re1303,re1259,re1246,re1255,re1267,re1268,re1262,re1253,re1257,re1263,re1260,re1265,re1271,re1276,re1277,re1402,re1301,re1567,re533,re1541,re1542,re535,re1555,re541,re1380,re1068,re1338,re1346,re1492,re1494,re587,re1382,re584,re582,re589,re833,re836,re830,re1342,re1340,re1570,re570,re829,re799,re787,re1550,re887,re1557,re744,re572,re557,re651,re645,re1463,re605,re603,re1035,re1033,re1036,re1107,re1032,re1109,re1110,re1111,re1121,re1313,re1298,re1525,re1521,re1069,re1122,re1424,re566,re870,re890,re704,re924,re1446,re1447,re920,re937,re933,re940,re939,re1441,re1457,re1572,re943,re962,re756,re1084,re1085,re1418,re1420,re926,re1205,re1206,re1207,re1208,re1209,re1559,re982,re1564,re1284,re927,re1562,re758,re769,re1281,re555,re1314,re1413,re1566,re542,re537,re1388,re1556,re1568,re538,re539,re543,re718,re1041,re1042,re1043,re1513,re720,re893,re1196,re1198,re1316,re1319,re1321,re1375,re1371,re1373,re1376,re1377,re857,re853,re727,re729,re723,re846,re726,re731,re730,re579,re598,re1545,re623,re621,re619,re625,re629,re659,re652,re655,re667,re665,re751,re1220,re1549,re673,re676,re1438,re1214,re1472,re641,re1219,re1473,re675,re677,re642,re1216,re739,re1292,re738,re1215,re1293,re741,re748,re747,re1471,re674,re679,re967,re709,re770,re765,re767,re777,re1547,re783,re771,re774,re773,re772,re792,re779,re775,re780,re784,re947,re550,re549,re847,re849,re733,re907,re874,re864,re866,re868,re871,re909,re905,re1080,re903,re912,re1072,re969,re717,re895,re894,re860,re855,re862,re858,re900,re914,re968,re896,re930,re971,re1474,re1213,re749,re1548,re1560,re742,re746,re750,re1212,re752,re1218,re993,re992,re1217,re672,re678,re724,re1372,re1279,re1565,re876,re1384,re686,re606,re607,re602,re1455,re612,re615,re614,re684,re688,re1543,re879,re880,re1394,re884,re649,re835,re832,re844,re839,re569,re558,re838,re552,re1305,re1561,re826,re801,re600,re1546,re1406,re1435,re1436,re1571,re711,re712,re713,re714,re1182,re1453,re1152,re1153,re1544,re576,re1223,re1337,re1409,re1411,re1477,re1479,re1482,re1484,re1486,re1481,re955,*re760,*re1229,*re796,*	416	119	0.7
CueR-Ag	4	MoaD-MoaE,CueO,MoaA,CopA,	4	MoaD-MoaE,CueO,MoaA,CopA,	2	*re15,re20,*re11,re12,re13,re9,*	6	1	0.8
CueR-Cu+	4	MoaD-MoaE,CueO,MoaA,CopA,	4	MoaD-MoaE,CueO,MoaA,CopA,	2	*re15,re20,*re11,re12,re13,re9,*	6	1	0.8
CuerR-Au	4	MoaD-MoaE,CueO,MoaA,CopA,	4	MoaD-MoaE,CueO,MoaA,CopA,	2	*re15,re20,*re11,re12,re13,re9,*	6	1	0.8
CusR-Pasp	3	CyoD-CyoA-CyoB-CyoC,CusC-CusB-CusF-CusA,CyoE,	0		4	*re24,*re15,*re16,*re29,*	4	3	0.0
CynR-Cyanate	3	CynS,CynX,CynT,	3	CynS,CynX,CynT,	1	*re11,re7,re12,re9,*	3	1	1.0
CysB-N-acetyl-L-serine	16	SsuE,YfbR,TauD,DgcZ,CysK,CysA-CysW-CysU-CysP,CysD-CysN,CysJ,CysM,CysC,SsuA-SsuC-SsuB,CysJ-CysI,TauA-TauC-TauB,SsuD,CysH,Sbp-CysW-CysU-CysA,	13	SsuE,TauD,DgcZ,CysK,CysA-CysW-CysU-CysP,CysD-CysN,CysM,CysC,CysJ-CysI,TauA-TauC-TauB,SsuD,CysH,Sbp-CysW-CysU-CysA,	12	*re89,*re86,*re37,*re35,*re36,*re34,re44,re41,re46,re49,re53,re54,re70,re71,re72,re73,re75,re82,re78,re62,*re88,*re91,*re87,*re90,*re66,*re51,*	26	6	0.5
CysB-O-acetyl-L-serine	17	SsuE,YfbR,TauD,DgcZ,CysK,CysA-CysW-CysU-CysP,CysD-CysN,CysJ,CysM,CysC,SsuA-SsuC-SsuB,CysJ-CysI,TauA-TauC-TauB,AlaA,SsuD,CysH,Sbp-CysW-CysU-CysA,	14	SsuE,TauD,DgcZ,CysK,CysA-CysW-CysU-CysP,CysD-CysN,CysM,CysC,CysJ-CysI,TauA-TauC-TauB,AlaA,SsuD,CysH,Sbp-CysW-CysU-CysA,	12	*re89,*re38,*re94,*re39,*re40,*re33,re85,re49,re44,re47,re37,re65,re52,re56,re57,re73,re74,re75,re76,re78,re81,*re93,*re92,*re69,*re91,*re54,*re90,*	27	6	0.5
DcuR-Phosphorylated	4	DctA,DcuB,FrdA-FrdB-FrdC-FrdD,FumB,	4	DctA,DcuB,FrdA-FrdB-FrdC-FrdD,FumB,	3	*re14,*re12,re19,re16,re18,re20,re13,re21,re15,re26,re31,re32,*re11,*	13	10	0.7
DnaA-ATP	6	GuaA,RecF-RecR-RecO,PolA,NrdA-NrdB,GuaB,AldA,	4	GuaA,PolA,NrdA-NrdB,GuaB,	5	*re14,*re15,*re39,*re34,*re20,re21,re22,re24,re36,re35,re44,re27,re28,re29,re30,re31,*	15	0	0.4
DpiA-Pasp	5	CitC,CitX,ExuT,Mdh,CitG,	3	CitC,CitX,CitG,	4	*re14,re22,re20,*re27,*re26,*re29,*	6	2	0.4
DsdC-D-serine	2	DsdA,DsdX,	2	DsdA,DsdX,	1	*re5,re8,*	2	1	1.0
EvgA-Phosphorylated	5	Frc,EmrK-EmrY-TolC,AcrD-AcrA-TolC,YfdE,Oxc,	3	Frc,YfdE,Oxc,	2	*re24,re26,re32,*re17,*	4	1	0.5
FhlA-Formate	7	HypB,HycI,HypF,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,FdhF,FdhF-HycE-HycB-HycG-HycF-HycC-HycD,HycD-HycC-HycF-HycG-HycB-HycE,	5	HypF,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,FdhF,FdhF-HycE-HycB-HycG-HycF-HycC-HycD,HycD-HycC-HycF-HycG-HycB-HycE,	4	*re73,re74,re75,*re33,re34,re35,re41,re53,*re49,*re67,*	10	0	0.5
FNR-Fe_reduced	127	FumC,SsuE,GarR,DapD,EntF,MoaD-MoaE,FocA,NikD-NikE-NikB-NikC-NikA,MalP,RnpB,TdcE,Gnd,CitC,DcuC,HypB,CcmD-CcmB-CcmA-CcmE-CcmC,NapB-NapC-NapH-NapG-NapA,AsnII,EmrK-EmrY-TolC,CitX,NarK,Tpx,UbiA,AmtB,NrdD,FeoB,UxaC,AdhE,Ndh,AspA,PepT,Zwf,GcvP,UraA,CheB,Lpd,SodA,PdeF,MoeB,MoeA,DppD-DppF-DppB-DppC-DppA,Pta,NirC,GcvT,UbiC,GlpA-GlpB-GlpC,EntB-EntD-EntF-EntE,AcnA,TdcB,AceE-AceF-Lpd,BcsB-BcsA,SucA-SucB-Lpd,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,PurN,RNA:RnpB,CaiT,Lpd-GcvP-GcvH-GcvT,PuuA,NorW,Hcr,FdhF,DcuB,CaiA,CaiC,KatG,CyoD-CyoA-CyoB-CyoC,GarK,PrmC,PflB,TdcG,CysG,SsuA-SsuC-SsuB,NrfD-NrfC-NrfB-NrfA,CheR,DmsA-DmsB-DmsC,FrdA-FrdB-FrdC-FrdD,FumA,Fes,AceE,NarG-NarH-NarI,XdhA-XdhB-XdhC,CydD-CydC,TdcC,SucD-SucC,Hmp,SsuD,AspC,AnsB,DcuA,AceF,TrmD,GarL,AckA,GarP,BcsZ,SucA,CydA-CydB-CydX,PurM,FumB,YnfE-YnfF-YnfG-YnfH,UxaA,FdhF-HycE-HycB-HycG-HycF-HycC-HycD,CaiB,GlpQ,GlpT,NuoA-NuoH-NuoJ-NuoK-NuoL-NuoM-NuoN-NuoI-NuoG-NuoF-NuoE-NuoC-NuoB,CaiD,NirD-NirB,Map,NrdG,AcrE-AcrF-TolC,TdcD,GlnD,PitA,PheS-PheT,MoaA,MalQ,CyoE,SucB,CitG,Upp,HemA,Hcp,PuuP,AldA,GdhA,ThrS,	119	FumC,SsuE,GarR,DapD,EntF,MoaD-MoaE,FocA,MalP,RnpB,Gnd,TdcE,CitC,DcuC,HypB,CcmD-CcmB-CcmA-CcmE-CcmC,NapB-NapC-NapH-NapG-NapA,AsnII,CitX,NarK,Tpx,UbiA,AmtB,NrdD,FeoB,UxaC,AdhE,Ndh,AspA,PepT,Zwf,GcvP,UraA,Lpd,CheB,SodA,MoeA,MoeB,DppD-DppF-DppB-DppC-DppA,Pta,NirC,GcvT,UbiC,GlpA-GlpB-GlpC,EntB-EntD-EntF-EntE,AcnA,TdcB,AceE-AceF-Lpd,BcsB-BcsA,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,SucA-SucB-Lpd,PurN,CaiT,RNA:RnpB,Lpd-GcvP-GcvH-GcvT,PuuA,FdhF,DcuB,CaiA,CaiC,KatG,CyoD-CyoA-CyoB-CyoC,GarK,PrmC,PflB,TdcG,CysG,NrfD-NrfC-NrfB-NrfA,CheR,DmsA-DmsB-DmsC,FrdA-FrdB-FrdC-FrdD,FumA,Fes,AceE,NarG-NarH-NarI,XdhA-XdhB-XdhC,CydD-CydC,TdcC,SucD-SucC,Hmp,SsuD,AnsB,AspC,DcuA,AceF,TrmD,GarL,AckA,GarP,BcsZ,SucA,CydA-CydB-CydX,PurM,FumB,YnfE-YnfF-YnfG-YnfH,UxaA,FdhF-HycE-HycB-HycG-HycF-HycC-HycD,CaiB,GlpQ,GlpT,NuoA-NuoH-NuoJ-NuoK-NuoL-NuoM-NuoN-NuoI-NuoG-NuoF-NuoE-NuoC-NuoB,CaiD,NirD-NirB,Map,NrdG,TdcD,GlnD,PitA,PheS-PheT,MoaA,CyoE,MalQ,SucB,CitG,Upp,Hcp,PuuP,AldA,GdhA,ThrS,	29	*re519,*re728,*re602,re603,re604,re605,re606,re607,re610,re609,re611,re612,re877,*re560,*re658,*re786,*re558,*re752,re753,*re350,re354,*re712,*re415,*re655,*re727,*re333,*re834,*re452,re715,*re672,*re432,*re838,re839,*re307,re308,re309,re312,re311,re329,re328,re361,re359,re357,re363,re473,re471,re472,re498,re717,re430,re598,re343,re337,re335,re341,re388,re389,re380,re381,re382,re383,re384,re385,re386,re387,re394,re391,re392,re393,re395,re425,re426,re681,re614,re733,re822,re427,re428,re480,re525,re526,re527,re528,re532,re344,re345,re346,re347,re414,re599,re553,re876,re596,re600,re718,re740,re316,re399,re407,re405,re423,re370,re462,re463,re464,re467,re466,re465,re534,re535,re828,re536,re616,re581,re675,re674,re676,re677,re678,re880,re881,re621,re626,re722,re818,re809,re812,re882,re824,re826,re515,re521,re513,re517,re522,re872,re878,re879,re830,re808,re811,re468,re485,re486,re487,re488,re868,re741,re317,re800,re433,re434,re435,re437,re502,re444,re540,re544,re545,re547,re820,re631,re563,re592,re593,re556,re643,re730,re858,re666,re630,re410,re642,re641,re648,re649,re684,re654,re695,re685,re653,re694,re781,re790,re327,re791,re792,re793,re332,re795,re507,re871,re875,re510,re508,re873,re874,re867,re870,re747,re749,re745,re883,re567,re367,re313,re319,re320,re869,re624,re743,re866,*re595,*re484,*re564,*re323,*re832,re884,re835,*re326,*re729,*re518,*re726,*	205	36	0.8
FucR-L-fuculose-1-phosphate	6	FucA,FucP,FucK,FucI,FucO,FucU,	5	FucA,FucK,FucI,FucO,FucU,	2	*re21,*re10,re16,re13,re18,re9,re15,re12,re24,re19,*	10	1	0.7
