# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Sat Nov 24 05:21:29 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/simple_regulons//complete_gus/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
McbR	0		0		0	*	0	0	-0.0
MetJ	4	MetF,MetC,FolE,MetA,	2	MetA,MetC,	3	*re7,*re16,*re11,re12,re14,re13,re18,re9,*	7	0	0.3
MlrA	0		0		0	*	0	0	-0.0
MngR	2	MngB,MngA,	2	MngB,MngA,	1	*re5,re7,*	2	1	1.0
MntR	0		0		0	*	0	0	-0.0
MprA	1	EmrA-EmrB-TolC,	0		1	*re6,*	1	1	0.0
MqsA	1	MqsR,	0		1	*re6,*	1	0	0.0
MurR	0		0		0	*	0	0	-0.0
Nac	2	PatD,YdcS,	0		2	*re7,*re10,*	2	0	0.0
NadR	3	PnuC,NadA,NadB,	2	NadA,NadB,	2	*re5,re7,re8,*re10,*	4	1	0.5
NagC	2	GlmU,GlmS,	2	GlmU,GlmS,	1	*re11,re15,re13,re14,*	3	0	1.0
NanR	0		0		0	*	0	0	-0.0
NimR	1	NimT,	0		2	*re6,*re5,*	2	2	0.0
NsrR	20	RffH,PgpC,TehB,MhpT,WzxE,Rfe,RffT,RffC,WecC,RffM,WecB,RffG,WecE,DkgB,TadA,ThrS,TehA,PheS-PheT,MepH,YeaE,	12	ThrS,WzxE,WecE,WecB,RffG,RffH,RffM,PheS-PheT,WecC,RffC,Rfe,RffT,	11	*re67,*re69,*re44,*re43,*re46,*re33,*re41,*re34,*re35,*re49,re58,re56,re80,re54,re62,re60,re52,re76,re78,re83,re73,*re71,*	22	4	0.4
NtrC	4	HisQ-HisP-HisM-ArgT,PotG-PotH-PotI-PotF,YeaG,DdpX,	0		6	*re19,*re29,*re37,*re20,*re21,*re32,*	6	4	0.0
OmpR	1	DtpA,	0		2	*re7,*re6,*	2	2	0.0
OxyR	4	Gor,GrxA,DsbG,HemH,	0		5	*re15,*re19,*re12,*re17,*re11,*	5	0	0.0
PaaX	1	PaaY,	0		1	*re5,*	1	0	0.0
PepA	1	PepA,	0		2	*re3,*re4,*	2	0	0.0
PgrR	2	YcjG,MpaA,	2	MpaA,YcjG,	1	*re12,re9,*	2	0	1.0
PhoB	12	SbcC-SbcD,PhnC-NP-Phn,PitB,PhnP,PhnM,PhnL-PhnH-PhnG-PhnI,PhnN,PhoA,PhnO,PhoE,TktB,PhnJ,	9	TktB,PhnN,PhnL-PhnH-PhnG-PhnI,PhnJ,PhnM,PhnP,PhoE,PhnO,PhoA,	82	*re63,*re137,*re35,*re149,*re138,*re113,re169,re170,re176,re86,re89,*re104,re105,*re122,*re108,*re162,*re121,*re103,*re130,*re111,*re102,*re75,re76,re77,*re151,*re98,*re128,*re78,*re119,*re83,*re147,*re100,re94,re95,*re125,*re66,*re129,*re110,*re135,*re36,*re101,*re64,*re82,*re124,*re131,*re90,*re150,*re143,*re85,*re118,*re153,*re97,*re146,*re107,re87,*re88,*re123,re96,re126,*re132,*re166,*re71,re72,re73,*re136,*re156,*re127,*re144,*re145,*re70,*re99,*re69,*re155,*re80,re81,*re154,*re68,*re141,*re142,*re160,*re148,*re65,*re134,*re114,*re79,*re112,*re109,*re67,*re152,*re120,*re139,*re133,*re161,*re106,*re41,re42,re52,re47,re46,re51,re92,re93,re61,re54,re175,re56,re57,re58,re59,re84,*re74,*re91,*re140,*	111	44	0.1
PhoP	6	YbjG,PagP,GlgB,MgtA,GlgX,OmpT,	0		6	*re31,*re19,*re29,*re21,*re25,*re40,*	6	1	0.0
PspF	0		0		0	*	0	0	-0.0
PurR	10	UbiX,PurE,PurC,PurK,PurB,SpeA,PurF,Prs,SpeB,PurL,	9	PurL,PurF,PurC,Prs,SpeB,SpeA,PurE,PurB,PurK,	3	*re34,re36,*re19,re28,re32,re41,re42,re39,re21,re22,re24,re26,re30,re40,*re38,*	11	0	0.8
RbsR	1	Add,	1	Add,	1	*re3,re4,*	2	0	1.0
RcdA	0		0		0	*	0	0	-0.0
RclR	0		0		0	*	0	0	-0.0
RcnR	0		0		0	*	0	0	-0.0
RcsAB	2	Wzb,Wzc,	2	Wzb,Wzc,	1	*re11,re13,*	2	0	1.0
RcsB	0		0		0	*	0	0	-0.0
RcsB-BglJ	0		0		0	*	0	0	-0.0
Rob	1	MltF,	0		2	*re3,*re4,*	2	0	0.0
RutR	0		0		0	*	0	0	-0.0
SdiA	0		0		0	*	0	0	-0.0
SgrR	2	ThiQ-ThiP-TbpA,AlaC,	0		2	*re8,*re12,*	2	1	0.0
SoxS	4	YdbK,Pgi,OmpN,RibA,	0		4	*re16,*re10,*re12,*re14,*	4	1	0.0
SutR	1	CysE,	0		1	*re4,*	1	0	0.0
TorR	0		0		0	*	0	0	-0.0
TrpR	7	TrpE-TrpD,TrpC,TrpD,TrpA,AroH,TrpB,TrpA-TrpB,	7	TrpC,TrpB,AroH,TrpE-TrpD,TrpA,TrpA-TrpB,TrpD,	1	*re10,re27,re13,re14,re15,re18,re19,re23,re22,*	8	0	1.0
TtdR	2	TtdT,TtdA-TtdB,	2	TtdA-TtdB,TtdT,	1	*re11,re7,*	2	1	1.0
TyrR	3	TyrA,TyrB,AroF,	3	TyrB,AroF,TyrA,	1	*re10,re11,re12,re13,re15,re8,re7,re14,re5,*	7	0	1.0
UidR	0		0		0	*	0	0	-0.0
UvrY	1	LuxS,	0		1	*re3,*	1	0	0.0
XapR	2	XapA,XapB,	2	XapA,XapB,	1	*re4,re5,re6,re7,re9,*	5	1	1.0
YdeO	0		0		0	*	0	0	-0.0
YhaJ	0		0		0	*	0	0	-0.0
YjjQ	1	DgcN,	0		1	*re9,*	1	0	0.0
YpdB	0		0		0	*	0	0	-0.0
YqhC	2	YqhD,DkgA,	0		10	*re10,*re4,*re13,*re7,*re11,*re5,*re14,*re12,*re9,*re6,*	10	0	0.0
ZntR	1	ZntA,	0		1	*re3,*	1	1	0.0
ZraR	0		0		0	*	0	0	-0.0
Zur	1	ZnuC-ZnuB-ZnuA,	0		1	*re10,*	1	1	0.0
