# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Wed May  9 22:37:30 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/connectivity/conformation_effect/GUs_SRs/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
CreB-Phosphorylated_pos	2	TalA,TktB,	2	TktB,TalA,	1	*re13,re15,re16,*	3	0	1.0
CRP-cAMP_neg	78	Pck,CysG,AroA,Udp,DeoD,DusB,LacY,GalE,PuuE,PpiA,GadC,AmiB,Lpd,UmpH,SpeC,YjeF,GalK,EIINag,MutY,PuuD,Tsx,Cdd,Gcd,GalT,DeoC,ProP,PPII,DeoB,NirD-NirB,LacA,MutL-MutS-MutH,DadX,TsaE-TsaD-TsaB,AceA,ManA,NagA,AceE,NirC,PutP,CitC,SerC,PuuC,AceE-AceF-Lpd,PncB,GlnA,PuuB,AceK,LacZ,SucA-SucB-Lpd,HflX,TruB,AmpD,LdtB,MurP-Crr,GalM,Lpd-GcvP-GcvH-GcvT,NupG,NagB,XseA-XseB,PtsG-Crr,NagE,PNPase,CitG,AceF,CitX,MetK,Pnp,GadB,MiaA,AceB,SodB,MltC,TreB-Crr,ArfB,GdhA,DadA,CasA-CasB-CasC-CasD-CasE,DeoA,	65	Pck,CysG,AroA,Udp,DeoD,GalE,LacY,PuuE,GadC,Lpd,UmpH,SpeC,GalK,YjeF,EIINag,PuuD,Tsx,Cdd,Gcd,GalT,DeoC,ProP,PPII,DeoB,NirD-NirB,LacA,DadX,AceA,ManA,NagA,AceE,NirC,PutP,CitC,SerC,AceE-AceF-Lpd,PuuC,PncB,GlnA,PuuB,AceK,LacZ,SucA-SucB-Lpd,AmpD,LdtB,MurP-Crr,GalM,Lpd-GcvP-GcvH-GcvT,NupG,NagB,XseA-XseB,PtsG-Crr,NagE,CitG,AceF,CitX,MetK,GadB,AceB,MiaA,TreB-Crr,SodB,GdhA,DadA,DeoA,	26	*re149,re150,*re136,re138,re144,re140,re141,re142,re145,re146,re264,re280,re232,re234,re246,re174,re175,re205,re206,re208,re272,re273,re274,re284,re248,re286,re277,re285,re281,re278,re282,re419,re338,re160,re387,re427,re428,re367,re365,re363,re360,re308,re289,re306,re177,re185,re183,re223,re214,re218,re219,re220,re210,re211,re213,re216,re222,re221,re326,re403,re426,re397,re324,re401,re425,re224,re330,re328,re327,re325,re400,re332,re291,re199,re200,re201,re202,re296,re341,re311,re191,re192,re194,re196,re312,re424,re317,re319,re384,re380,re381,re382,re422,re423,re329,re331,re402,re421,re420,re154,re333,*re302,*re350,*re362,*re394,*re390,*re323,re399,re406,*re158,*re351,re357,*re244,re269,re267,re270,*re416,re417,*re344,*re304,*re299,*re228,*re152,*re276,*re260,*re414,re415,*re348,*re236,re242,re238,re240,*re168,*re358,*re343,*re266,*	126	25	0.6
CRP-cAMP_pos	243	IdnT,Pck,GabD,PflB,TdcG,PaaZ,NanE,GyrA-GyrB,DeoD,AscF,TnaA,GalE,RbsA-RbsC-RbsB,FucI,GabP,ActP,FadL,PatZ,MelA,MhpE,PrpC,PaaF,Mpl,ChiP,MurQ,IlvB-IlvN,NanT,GlgB,AscB,NanM,XylB,GalK,FucO,MutY,FocA,MhpA,LamB,LsrB-LsrD-LsrC-LsrA,Tsx,EntB,DsdA,FucA,ChbA-ChbC-ChbB,ProP,FadD,DeoB,GlpD,IdnK,ArgG,GlpX,LacA,GuaA,GatD,AraA,Fiu,UlaE,TdcE,ManA,GlgX,MalK-MalF-MalG-MalE,PaaE-PaaA-PaaC-PaaB,MhpC,PrpE,AceE,PaaH,GatC-GatB-GatA,FecE-FecC-FecD-FecB,AraE,GalP,UgpC-UgpA-UgpE-UgpB,ManZ-ManY-ManX,TdcC,CsgE-CsgG,RbsK,SucD-SucC,MhpB,GabT,Pgk,MurP-Crr,AsnII,UlaC-UlaB-UlaA,ExbD-ExbB-TonB-FepA,EntD,CirA,MurP,SerA,RhaT,AnsB,Agp,NagE,DcuA,UidB,YfeW,LsrG,MhpF,AceF,GntK,ExuT,RhaB,BglF,DctA,IdnD,FucP,FecA-ExbD-ExbB-TonB,PaaJ,SucA,MelB,BglB,MltC,NanK,GpsA,AldB,MhpD,DadA,GlpK,DeoA,FumB,UlaF,Udp,UxaC,NrdA-NrdB,ChbG,PreT-PreA,DusB,LacY,Hpt,GntP,AcnB,MalY,GlgA,UxaA,LsrK,PrpB,FucK,AspA,EIIMtl,PaaI,AraB,EntH,Acs,GcvP,PpiA,ModC-ModB-ModA,Lpd,GatY-GatZ,PaaG,UmpH,FucU,OmpF,EIINag,NanA,MalS,CaiB,GlpQ,Cdd,GlpT,PrpD,GlpF,GalT,DsdX,EntE,DeoC,PPII,CaiD,UxuA,UhpT,RbsD,DadX,SodA,GlgP,TdcD,CpdB,GltA,NagA,NadC,Tam,UxuB,IdnO,GlgC,XylG-XylH-XylF,AaeA-AaeB,GcvT,RhaA,ChbF,GlpA-GlpB-GlpC,MglA-MglC-MglB,EntB-EntD-EntF-EntE,GuaB,AcnA,GlpG,FbaA,Epd,LsrF,TdcB,AceE-AceF-Lpd,FeaB,GutQ,GlnA,GlpE,SrlD,UlaD,CyoE,LacZ,SrlA-SrlB-SrlE,UbiG,SucA-SucB-Lpd,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,Mdh,AraG-AraH-AraF,SucB,EntA,GalM,CaiT,Lpd-GcvP-GcvH-GcvT,NupC,NupG,NagB,UidA,LhgO,PtsG-Crr,NanC,DcuB,MtlA,UgpQ,UxaB,XylA,CaiA,TnaB,CaiC,GntU,GapA,RhaD,CyoD-CyoA-CyoB-CyoC,AraD,MalX,TreB-Crr,FadH,PaaK,AldA,MtlD,KbaY-KbaZ,EntC,GntT,	216	IdnT,Pck,GabD,PflB,TdcG,PaaZ,NanE,DeoD,AscF,TnaA,RbsA-RbsC-RbsB,GalE,FucI,GabP,ActP,PatZ,MelA,MhpE,PrpC,PaaF,Mpl,ChiP,MurQ,IlvB-IlvN,NanT,GlgB,AscB,NanM,XylB,GalK,FucO,FocA,MhpA,Tsx,DsdA,EntB,FucA,ChbA-ChbC-ChbB,DeoB,FadD,GlpD,IdnK,ArgG,GlpX,LacA,GuaA,GatD,AraA,UlaE,TdcE,GlgX,ManA,MalK-MalF-MalG-MalE,PaaE-PaaA-PaaC-PaaB,MhpC,AceE,PrpE,PaaH,GatC-GatB-GatA,AraE,GalP,UgpC-UgpA-UgpE-UgpB,ManZ-ManY-ManX,TdcC,RbsK,SucD-SucC,MhpB,GabT,Pgk,MurP-Crr,AsnII,UlaC-UlaB-UlaA,EntD,RhaT,SerA,AnsB,Agp,NagE,DcuA,YfeW,LsrG,MhpF,AceF,GntK,RhaB,BglF,DctA,IdnD,PaaJ,SucA,MelB,BglB,NanK,GpsA,AldB,MhpD,DadA,GlpK,DeoA,FumB,UlaF,UxaC,Udp,NrdA-NrdB,ChbG,PreT-PreA,LacY,Hpt,GntP,AcnB,UxaA,GlgA,MalY,LsrK,PrpB,FucK,AspA,EIIMtl,PaaI,AraB,EntH,Acs,GcvP,Lpd,PaaG,GatY-GatZ,UmpH,FucU,OmpF,EIINag,NanA,MalS,CaiB,GlpQ,Cdd,PrpD,GlpT,DsdX,GalT,GlpF,DeoC,EntE,CaiD,UxuA,UhpT,RbsD,DadX,SodA,GlgP,TdcD,CpdB,GltA,Tam,UxuB,NagA,NadC,IdnO,GlgC,GcvT,RhaA,ChbF,GlpA-GlpB-GlpC,MglA-MglC-MglB,EntB-EntD-EntF-EntE,AcnA,GuaB,FbaA,Epd,LsrF,TdcB,AceE-AceF-Lpd,FeaB,GlnA,GlpE,SrlD,UlaD,CyoE,UbiG,SrlA-SrlB-SrlE,LacZ,SucA-SucB-Lpd,Mdh,AraG-AraH-AraF,SucB,EntA,GalM,CaiT,NupC,Lpd-GcvP-GcvH-GcvT,NupG,NagB,UidA,PtsG-Crr,LhgO,NanC,DcuB,MtlA,UxaB,UgpQ,XylA,CaiA,TnaB,CaiC,GntU,GapA,RhaD,CyoD-CyoA-CyoB-CyoC,AraD,TreB-Crr,MalX,PaaK,AldA,MtlD,KbaY-KbaZ,EntC,GntT,	58	*re1000,re1006,re997,re1004,re1002,re524,re526,re450,re1065,re1052,re1061,re1073,re1074,re1068,re1059,re1063,re1069,re1066,re1071,re1077,re1082,re1083,re1102,re1079,re1042,re1222,re1224,re1301,re475,re473,re480,re689,re692,re686,re1127,re1125,re1300,re1284,re466,re685,re654,re1285,re1286,re602,re468,re453,re527,re530,re520,re1218,re492,re490,re462,re719,re869,re867,re870,re934,re866,re936,re937,re938,re943,re944,re723,re713,re715,re717,re720,re752,re451,re1166,re1100,re1287,re1298,re436,re437,re438,re441,re440,re508,re487,re1281,re470,re496,re516,re1022,re1193,re1091,re597,re1024,re517,re1025,re575,re576,re1265,re578,re623,re621,re625,re1201,re1202,re765,re655,re643,re736,re1289,re725,re1085,re1150,re1296,re769,re567,re782,re778,re785,re784,re1196,re1212,re1303,re788,re803,re890,re635,re629,re628,re572,re626,re627,re630,re631,re636,re640,re648,re792,re1288,re446,re445,re1279,re1280,re703,re591,re585,re587,re581,re702,re584,re589,re588,re582,re706,re710,re1149,re1151,re711,re759,re740,re741,re742,re743,re809,re808,re1228,re1291,re538,re543,re605,re1282,re1292,re1295,re600,re604,re607,re1021,re1231,re1283,re812,re810,re827,re606,re596,re1023,re1092,re599,re608,re1020,re610,re1026,re609,re1028,re537,re540,re828,re987,re856,re1293,re857,re880,re863,re882,re878,re881,re875,re1153,re948,re949,re951,re952,re954,re1294,re955,re961,re959,re957,re996,re999,re991,re1209,re790,re914,re922,re493,re494,re489,re1210,re498,re501,re500,re548,re550,re552,re728,re729,re1158,re917,re1208,re918,re919,re920,re921,re975,re978,re983,re989,re733,re775,re708,re932,re639,re612,re1182,re1184,re911,re912,re771,re1013,re1014,re1015,re1016,re1017,re772,re614,re892,re893,re895,re633,re1229,re536,re542,re1027,re1230,re539,re541,re506,re504,re510,re514,re442,re448,re1104,re1177,re1297,re748,re750,re754,re757,re899,re907,re691,re688,re700,re695,re465,re454,re694,re478,re1248,re1123,re1131,re1246,re682,re657,re1031,re1122,re1173,re1175,re1234,re1236,re1239,re1241,re1243,re1238,re796,*re697,*re1132,*re532,*re1038,*re985,*re818,*re777,*re650,*re616,*re1170,re1190,re1191,re1302,*re463,*re662,*re583,*re834,*re885,*re1037,*re1034,*re1045,*re815,*re1030,re1227,re534,re535,*re872,*re1044,*re1039,*re1113,re1117,re1299,re1119,*re774,*re432,*re1207,*re645,*re981,*re1088,*re455,*re1040,*re1046,*re939,*re776,*re1035,*re646,*re900,*re1075,*re1036,*re780,*re965,*re1043,*re580,*re652,*re877,*re794,re1290,re797,re849,re846,re852,re853,*re556,*re1249,*re1214,*re1041,*re1097,*re670,*re972,re973,*re1252,*re873,*re968,*	361	114	0.7
CueR-Ag_neg	2	MoaD-MoaE,MoaA,	2	MoaD-MoaE,MoaA,	1	*re12,re7,*	2	0	1.0
CueR-Ag_pos	2	CueO,CopA,	2	CueO,CopA,	1	*re4,re6,re7,re8,*	4	1	1.0
CueR-Cu+_neg	2	MoaD-MoaE,MoaA,	2	MoaD-MoaE,MoaA,	1	*re12,re7,*	2	0	1.0
CueR-Cu+_pos	2	CueO,CopA,	2	CueO,CopA,	1	*re4,re6,re7,re8,*	4	1	1.0
CuerR-Au_neg	2	MoaD-MoaE,MoaA,	2	MoaD-MoaE,MoaA,	1	*re12,re7,*	2	0	1.0
CuerR-Au_pos	2	CueO,CopA,	2	CueO,CopA,	1	*re4,re6,re7,re8,*	4	1	1.0
CusR-Pasp_pos	3	CusC-CusB-CusF-CusA,CyoE,CyoD-CyoA-CyoB-CyoC,	0		4	*re16,*re29,*re24,*re15,*	4	3	0.0
CynR-Cyanate_neg	0		0		0	*	0	0	-0.0
CynR-Cyanate_pos	3	CynS,CynX,CynT,	3	CynS,CynX,CynT,	1	*re5,re10,re7,re9,*	3	1	1.0
CysB-N-acetyl-L-serine_neg	3	SsuE,SsuA-SsuC-SsuB,SsuD,	2	SsuE,SsuD,	2	*re16,re17,re18,re19,re21,*re12,*	6	1	0.5
CysB-N-acetyl-L-serine_pos	13	YfbR,CysJ-CysI,TauD,TauA-TauC-TauB,DgcZ,CysK,CysA-CysW-CysU-CysP,CysH,CysD-CysN,Sbp-CysW-CysU-CysA,CysJ,CysM,CysC,	11	CysJ-CysI,TauD,TauA-TauC-TauB,DgcZ,CysK,CysA-CysW-CysU-CysP,CysH,CysD-CysN,Sbp-CysW-CysU-CysA,CysM,CysC,	11	*re70,*re29,*re69,*re28,*re67,*re30,*re66,*re65,*re43,*re27,re36,re33,re38,re41,re45,re46,re61,re57,re54,*re68,*	20	5	0.5
CysB-O-acetyl-L-serine_neg	3	SsuE,SsuA-SsuC-SsuB,SsuD,	2	SsuE,SsuD,	2	*re16,re17,re18,re19,re21,*re12,*	6	1	0.5
CysB-O-acetyl-L-serine_pos	14	YfbR,CysJ-CysI,TauD,TauA-TauC-TauB,AlaA,DgcZ,CysK,CysA-CysW-CysU-CysP,CysH,CysD-CysN,Sbp-CysW-CysU-CysA,CysJ,CysM,CysC,	12	CysJ-CysI,TauD,TauA-TauC-TauB,AlaA,DgcZ,CysK,CysA-CysW-CysU-CysP,CysH,CysD-CysN,Sbp-CysW-CysU-CysA,CysM,CysC,	11	*re70,*re72,*re46,*re33,*re73,*re71,*re69,*re32,*re31,*re26,re64,re41,re36,re39,re30,re57,re44,re48,re49,re60,*re68,*	21	5	0.5
DcuR-Phosphorylated_pos	4	FrdA-FrdB-FrdC-FrdD,DctA,FumB,DcuB,	4	FrdA-FrdB-FrdC-FrdD,DctA,FumB,DcuB,	3	*re14,*re12,re19,re16,re18,re20,re13,re21,re15,re26,re31,re32,*re11,*	13	10	0.7
DnaA-ATP_neg	5	GuaA,RecF-RecR-RecO,NrdA-NrdB,GuaB,AldA,	3	GuaA,NrdA-NrdB,GuaB,	4	*re13,*re14,*re34,*re19,re20,re21,re23,re39,re26,re27,re28,re29,re30,*	12	0	0.4
DnaA-ATP_pos	3	RecF-RecR-RecO,PolA,NrdA-NrdB,	2	PolA,NrdA-NrdB,	4	*re25,*re21,re22,*re13,re14,re15,re16,re17,*re20,*	9	0	0.3
DpiA-Pasp_neg	0		0		0	*	0	0	-0.0
DpiA-Pasp_pos	5	CitC,ExuT,CitX,Mdh,CitG,	3	CitC,CitX,CitG,	4	*re25,*re12,re20,re18,*re24,*re27,*	6	2	0.4
DsdC-D-serine_neg	0		0		0	*	0	0	-0.0
DsdC-D-serine_pos	2	DsdA,DsdX,	2	DsdA,DsdX,	1	*re4,re6,*	2	1	1.0
EvgA-Phosphorylated_pos	5	Frc,EmrK-EmrY-TolC,AcrD-AcrA-TolC,Oxc,YfdE,	3	Frc,Oxc,YfdE,	2	*re24,re26,re32,*re17,*	4	1	0.5
FhlA-Formate_pos	7	HypB,HycI,HypF,FdhF-HycE-HycB-HycG-HycF-HycC-HycD,HycD-HycC-HycF-HycG-HycB-HycE,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,FdhF,	5	HypF,FdhF-HycE-HycB-HycG-HycF-HycC-HycD,HycD-HycC-HycF-HycG-HycB-HycE,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,FdhF,	4	*re33,re34,re35,re41,re53,*re73,re74,re75,*re49,*re67,*	10	0	0.5
FNR-Fe_neg	47	FumC,DapD,Gnd,FumA,AceE,CitC,SucD-SucC,Hmp,AspC,AceF,TrmD,CitX,SucA,CydA-CydB-CydX,Tpx,PurM,UbiA,AmtB,Ndh,Zwf,Lpd,NuoA-NuoH-NuoJ-NuoK-NuoL-NuoM-NuoN-NuoI-NuoG-NuoF-NuoE-NuoC-NuoB,Map,SodA,MoeB,MoeA,DppD-DppF-DppB-DppC-DppA,UbiC,GlnD,AcnA,AceE-AceF-Lpd,PheS-PheT,CyoE,SucA-SucB-Lpd,HyfG-HyfI-HyfA-HyfB-HyfC-HyfD-HyfE-HyfF-HyfH,SucB,PurN,Lpd-GcvP-GcvH-GcvT,PuuA,NorW,CitG,HemA,PuuP,CyoD-CyoA-CyoB-CyoC,PrmC,AldA,ThrS,	40	FumC,DapD,Gnd,FumA,AceE,CitC,SucD-SucC,Hmp,AspC,AceF,TrmD,CitX,SucA,CydA-CydB-CydX,PurM,UbiA,AmtB,Ndh,Zwf,Lpd,NuoA-NuoH-NuoJ-NuoK-NuoL-NuoM-NuoN-NuoI-NuoG-NuoF-NuoE-NuoC-NuoB,SodA,MoeA,MoeB,UbiC,GlnD,AcnA,AceE-AceF-Lpd,PheS-PheT,CyoE,SucA-SucB-Lpd,SucB,PurN,Lpd-GcvP-GcvH-GcvT,PuuA,CitG,PuuP,CyoD-CyoA-CyoB-CyoC,PrmC,ThrS,	16	*re135,*re172,*re201,*re207,*re245,*re204,*re244,re253,*re234,*re157,re243,re252,*re203,re300,*re134,*re312,*re276,re314,*re222,*re249,*re122,re123,re124,re127,re126,re167,re226,re140,re141,re142,re143,re144,re227,re198,re230,re137,re232,re223,re231,re280,re334,re332,re224,re228,re307,re331,re328,re282,re284,re272,re146,re154,re152,re165,re189,re190,re191,re238,re310,re316,re318,re333,re186,re330,re326,re128,re131,re132,re327,re329,re185,re236,re278,re325,*	65	6	0.6
