# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	btuE//
go_0002943_8	mog//
go_0002949_8	miaB//lpd//galT//
go_0003333_7	trmL//hinT//nadD//ychF//cyoE//yfiC//gltD//ldtC//hyi//adiA//yieH//oxc//miaB//
go_0005975_4	putA//adhP//hisS//rluF//ubiG//gcl//wecB//paaC//queA//tktB//mutH//tnaA//queA//yjhG//ybjG//yieH//
go_0005976_5	clsB//
go_0005977_6	hemD//
go_0005978_7	ada//argK//gloA//gcvT//
go_0005980_7	metH//yidA//murE//
go_0005986_7	nrfB//
go_0005990_7	mtgA//
go_0005992_7	frdD//panC//
go_0005993_7	tdk//bcsA//paaJ//
go_0005995_7	pyrD//
go_0005998_7	bioA//
go_0006000_6	phoA//
go_0006001_7	upp//yfcF//
go_0006002_5	ppsA//bcsA//pgsA//
go_0006006_6	guaB//ddlB//yqjH//iscS//treC//
go_0006007_7	dkgA//kduI//
go_0006011_5	add//
go_0006012_6	curA//
go_0006013_6	ulaD//
go_0006014_6	mgsA//
go_0006015_7	patA//uvrA//
go_0006020_5	trmA//
go_0006044_7	fabD//
go_0006046_8	trpC//nfi//
go_0006047_5	nfsB//entC//
go_0006048_6	lpxK//asd//sucB//rlmB//
go_0006053_8	frlB//
go_0006062_8	sthA//
go_0006071_6	sodC//citG//
go_0006072_6	lysS//
go_0006082_4	amiD//
go_0006083_6	trpC//puuA//nth//
go_0006086_8	ushA//tnaA//
go_0006090_8	thrB//yihX//argK//yfiC//mug//xapA//ldhA//
go_0006094_7	yajO//rutC//panE//ybiV//cyaA//paaA//pgpA//gmd//metE//
go_0006096_6	citE//hisA//asnS//ftsI//ilvI//rfbB//rsmE//rhaA//murG//opgE//menD//treC//kduD//
go_0006097_5	sodB//prmC//ydiF//hemE//fadH//
go_0006098_6	apt//hisA//slyD//yghU//dapD//
go_0006099_4	dkgB//pdxA//psuG//metC//argS//rluC//hisC//purB//yhdH//rutC//tilS//nanA//rlmM//
go_0006103_5	tdk//hflX//fes//entC//
go_0006104_6	mutS//
go_0006105_5	yciV//
go_0006106_8	tdcD//
go_0006107_8	
go_0006108_8	rffC//wrbA//argH//pyrC//
go_0006113_5	gshB//yagF//
go_0006115_6	murC//
go_0006124_6	
go_0006144_6	
go_0006145_7	rutD//
go_0006146_8	phoA//
go_0006148_9	gatZ//
go_0006149_9	gntK//
go_0006150_9	phnM//
go_0006152_7	dam//trmO//etp//fabA//carB//
go_0006154_6	gpmA//
go_0006161_9	dhaM//
go_0006163_6	nanE//
go_0006164_7	def//entE//def//malS//
go_0006166_6	nirB//
go_0006168_7	ilvE//yfiC//
go_0006171_9	
go_0006172_9	slt//
go_0006177_9	nudG//
go_0006178_7	torC//
go_0006183_9	otsB//
go_0006189_10	rsmE//folM//
go_0006203_8	pphB//ahr//
go_0006206_6	ltaE//selA//dmsA//
go_0006207_8	alkB//glcD//entB//menI//nrfC//
go_0006208_7	gcvP//ndh//purN//aes//hisF//ldcC//
go_0006209_6	hemE//
go_0006210_8	appA//
go_0006212_6	sucA//bacA//iaaA//allD//murF//murF//alaA//lplA//waaA//kdsA//
go_0006217_9	metF//
go_0006218_9	fabZ//
go_0006220_6	ymdB//
go_0006221_7	alkA//ribD//yjiA//
go_0006222_9	
go_0006225_9	polA//
go_0006226_9	gmd//psuG//
go_0006227_9	hemE//
go_0006231_9	recG//
go_0006233_9	eda//
go_0006235_9	carB//
go_0006241_9	fabI//
go_0006259_5	gmhB//pgpC//gpp//
go_0006260_6	relA//rhaM//ulaE//lpxD//amiD//galK//yjcS//
go_0006261_7	purN//xdhB//ghrB//
go_0006265_6	rne//fbp//
go_0006266_6	galU//patZ//gcvT//
go_0006267_5	
go_0006268_9	yegS//lldD//
go_0006269_6	glcE//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	avtA//betB//
go_0006281_6	purF//rutC//cheB//yieH//ndk//nadK//gcvT//abgB//astB//ushA//rfaD//rbsK//ugd//ribD//dmsC//der//waaS//
go_0006283_8	
go_0006284_7	deoC//gatZ//purC//fabI//waaO//ilvE//
go_0006285_6	rlmD//aroC//zwf//folA//
go_0006288_8	pdeH//sucA//
go_0006289_7	
go_0006298_7	thrB//paaA//speB//btuE//
go_0006301_7	
go_0006302_7	mrcA//waaQ//
go_0006307_8	rbn//yajO//maeA//ppiA//astB//
go_0006308_6	ppk//sucB//speC//ispG//
go_0006310_6	uidA//sbcB//yfiC//preA//aldB//
go_0006313_4	amiD//
go_0006351_6	cobC//yidA//
go_0006352_7	
go_0006353_7	
go_0006354_7	nth//
go_0006355_7	patD//
go_0006357_8	
go_0006364_9	lplA//dfp//gcvT//deoA//
go_0006378_8	nrdB//
go_0006396_7	folP//pgaD//ycaO//epmC//acs//
go_0006397_8	prpD//
go_0006399_8	cysD//gatY//
go_0006400_7	truB//fabG//hyi//mcrA//glgC//
go_0006401_6	rsmD//putA//relA//paaH//galK//epmB//
go_0006402_7	mnmG//rsmE//pyrC//purC//nemA//cdh//cdd//
go_0006412_6	phnI//mltA//pbpC//slt//adhE//
go_0006413_4	pflB//
go_0006414_6	
go_0006415_7	sseA//queG//
go_0006417_7	treA//citG//
go_0006418_7	leuA//carB//hyaC//phnO//thrS//hisH//cobS//uvrA//fadJ//fruK//iscS//
go_0006419_8	cobT//
go_0006420_8	kefF//
go_0006421_8	yigB//
go_0006422_8	hemB//
go_0006423_8	clsC//
go_0006424_8	rsmF//lpoA//
go_0006425_8	arnA//
go_0006427_8	mug//
go_0006428_8	galK//
go_0006429_8	aroD//
go_0006430_8	ldtD//ppsA//
go_0006431_8	narV//
go_0006432_8	otsA//
go_0006433_8	yieH//
go_0006434_8	lldD//
go_0006435_8	yjjG//
go_0006436_8	pgm//
go_0006437_8	hflX//
go_0006438_8	aroA//
go_0006448_8	
go_0006450_4	cpsB//dgoA//lpxK//ssuE//waaC//trpE//
go_0006457_3	bacA//sdhB//slt//guaA//ulaF//rlmH//avtA//
go_0006458_4	
go_0006464_6	gmk//deoD//rluD//folP//menB//cysQ//etp//dxs//
go_0006465_6	sucD//nrdF//yihV//
go_0006468_7	pdxA//
go_0006470_7	pdxH//yjhG//xdhB//dgcM//rfe//
go_0006473_8	yeaG//
go_0006474_6	ldtD//rhaB//uxuA//
go_0006476_8	malS//
go_0006479_5	bglA//frlC//ispF//menE//aceB//rrrD//
go_0006486_5	galU//
go_0006490_5	gpmM//
go_0006508_5	suhB//pdxH//cadA//truD//ribF//glk//yieH//fabG//astB//abgB//mhpB//sdhB//fabB//mutY//lsrG//sthA//aroE//pgpA//lysS//dgkA//gpmM//icd//appA//pnp//tehB//tyrS//hemD//pgaC//frdD//frlC//ravA//waaP//opgB//
go_0006515_7	mnmE//eno//aroL//ilvD//hdhA//frlC//dhaL//
go_0006517_6	ileS//treF//
go_0006518_5	alkB//leuB//
go_0006523_8	purL//abgA//
go_0006524_8	
go_0006526_8	pgl//aldB//folC//arnA//glpD//xthA//pyrF//
go_0006527_8	iscS//truC//cysK//bacA//puuB//
go_0006529_7	rfbD//recF//
go_0006530_7	gnd//frdD//nadA//thrB//
go_0006531_7	umpG//
go_0006532_8	rfbB//yfbR//nirB//
go_0006535_8	betB//mltF//hchA//
go_0006537_8	cysC//
go_0006538_8	lacZ//speA//
go_0006541_7	menC//queD//dxs//ybcF//ppiC//
go_0006542_8	nanE//fabB//
go_0006543_8	
go_0006545_6	ubiC//
go_0006546_6	gntK//torA//paoC//
go_0006554_8	tesB//gshB//rhaM//
go_0006556_5	hpt//
go_0006559_6	kbaZ//
go_0006561_6	malS//fabA//
go_0006563_7	ldtE//
go_0006564_8	paaK//rluA//tsaB//dgcM//
go_0006565_8	fumA//surA//mazG//ydiF//argA//
go_0006566_7	glgX//
go_0006567_8	yihX//rfbC//lacZ//fre//tsaE//aroH//cobB//
go_0006569_7	thiL//
go_0006571_7	yjjG//pagP//
go_0006593_7	metC//
go_0006598_8	citG//sdaA//glk//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	pykF//rnt//
go_0006631_5	yeaE//pflB//tsaE//ymdB//fucA//
go_0006633_6	hemC//tdk//acpS//deoA//argF//queG//ogt//speA//rnpA//clsA//sdhD//
go_0006635_6	umpH//lpxB//preA//gltD//panE//valS//dgcM//edd//ubiI//pdeH//gloC//ddlA//
go_0006636_7	
go_0006637_5	murD//mltA//xapA//panD//ttdA//
go_0006646_7	
go_0006650_6	
go_0006654_7	ilvC//
go_0006655_7	rlmC//treF//
go_0006725_4	dnaQ//
go_0006729_6	fes//nrdE//
go_0006730_4	ybhA//dcm//yfiC//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	tsaD//carA//fbaA//alaS//aes//rlmA//mpaA//nudG//sgbH//thiM//argK//mngB//
go_0006749_5	ilvI//thiE//
go_0006750_6	purU//purA//
go_0006751_6	rsmC//
go_0006757_5	purD//
go_0006760_5	waaF//
go_0006761_7	mltA//
go_0006771_5	edd//
go_0006772_6	metK//fdhF//
go_0006777_5	xylA//aroG//miaA//glmS//tehB//
go_0006779_6	trmO//menB//nfsB//rhaM//phnN//
go_0006780_7	def//
go_0006782_7	ahr//nudG//waaF//rph//
go_0006783_5	tadA//dinB//pnp//rsmF//pyrG//eutD//thiH//
go_0006790_4	wrbA//entC//tig//dgcZ//lpxP//phoA//pagP//ydiF//rnb//accD//
go_0006791_2	glxR//yeaE//hyaA//
go_0006793_4	def//aspA//
go_0006798_5	phnO//
go_0006799_5	dnaE//
go_0006801_5	yrfG//pyrE//fadM//
go_0006805_4	tsaD//fabB//ampD//adhP//
go_0006807_3	rbsK//dosP//rbsD//
go_0006808_4	pdeL//
go_0006810_4	trmO//xthA//sucB//opgE//tdk//clsB//nirD//nrfC//rimK//menB//truB//truB//nrfD//dcm//pyrG//dmsA//relA//aphA//aroG//lsrG//glxR//ssuE//treF//tyrA//cobB//rfaD//der//fadM//ybiV//phoA//gloB//dgoD//agp//aroG//dacA//dnaE//kbaY//pdeR//araD//ppiA//ldcA//yihX//ldtC//ribD//guaC//purA//plsB//murG//glxR//rffT//hchA//phr//yidA//nth//fau//paaF//rfaD//dgcM//mepS//waaO//dfp//dgkA//gor//thiG//cpsB//garK//pyrD//entA//rhaA//waaG//gstA//wzc//ygeX//xapA//cof//tsaC//yagE//
go_0006811_5	hemG//mrdA//sad//icd//dapA//lgoD//lgoD//idnD//ackA//apt//hemB//
go_0006812_6	murF//hemC//
go_0006813_8	tig//moaD//rlmA//fdhF//aspC//panE//lpxB//bioC//
go_0006814_8	queA//trmJ//pfkB//fcl//
go_0006817_8	waaY//
go_0006820_6	valS//hyaB//ilvE//phnO//gudD//
go_0006821_8	curA//
go_0006824_8	menA//betA//napC//preA//
go_0006825_9	serS//
go_0006826_9	pyrD//
go_0006828_9	arnA//
go_0006829_9	sucB//argA//rsmB//sgbH//lpoA//
go_0006833_6	
go_0006835_8	truD//wzb//
go_0006847_8	pgaB//
go_0006855_6	gutQ//ubiF//fcl//dld//ubiX//waaA//ndk//waaP//mmuM//yrfG//thiC//argE//sseA//codA//
go_0006857_7	fes//mnmG//btuE//
go_0006863_7	pyrB//
go_0006865_6	fabH//paaB//glcD//adiA//ppc//valS//asd//murB//aceF//nagB//lpxL//nhoA//pta//yjjG//narY//yihS//rihA//fcl//rlmB//rsmF//waaF//
go_0006868_7	leuB//
go_0006869_6	glk//
go_0006874_8	
go_0006876_8	accC//
go_0006878_9	alaS//
go_0006879_9	gmd//paaH//
go_0006880_4	waaF//rsmG//
go_0006882_8	rffC//
go_0006883_8	allB//icd//ileS//
go_0006884_4	
go_0006885_9	paaK//
go_0006886_5	
go_0006928_3	aroD//
go_0006935_4	thyA//srlD//accB//cyaA//rffM//
go_0006970_4	tmk//gstA//ubiH//wrbA//icd//dcyD//
go_0006972_5	purB//arnA//gabD//rne//nanE//
go_0006974_5	sdhC//wzc//truD//tdcB//rihB//tsaB//lacZ//torY//tsaC//lsrK//glxK//tpiA//icd//trpA//pbpC//ruvB//idnO//udp//glyS//glnA//ampD//valS//folE//gor//valS//ligA//sodB//wrbA//putA//aroG//nadC//ndk//torY//guaC//hemH//paaH//wecC//phnN//trpC//purD//trpC//ravA//sdhB//edd//folE//kdsD//rnpA//garD//metF//yhdJ//frdA//lyxK//phnO//guaB//argE//mpaA//glmU//ppx//mltF//rsmE//cysQ//amyA//puuD//gmk//mcrA//chbF//xapA//metC//argD//puuC//gstB//yeaG//rlmE//glcE//dfp//hisD//galM//hchA//abgA//citE//yidA//paaB//eutB//rsmF//cpsB//ilvI//serS//ppiC//glcE//deoD//ldtB//rhaA//ubiH//lpxC//xthA//
go_0006979_4	napC//galM//dnaE//tdcG//ispB//scpC//abgA//lldD//lyxK//waaY//rutD//ribB//cpsG//cpsB//pyrD//tsaE//mltD//thiH//mrdA//acpT//ileS//aldA//bacA//menB//oxc//yfbR//
go_0006986_5	pheA//
go_0006995_6	glyS//ansB//
go_0007059_3	dkgA//ttdA//
go_0007062_4	
go_0007155_3	sdhC//
go_0007165_3	guaC//dinB//
go_0007234_5	
go_0007584_4	
go_0008033_9	mltB//alaA//mmuM//fadI//uvrB//waaS//sdaA//speD//
go_0008104_4	
go_0008152_2	hemC//ilvM//wrbA//paoC//arnB//puuC//gloC//accC//epd//mrdA//ugd//phnP//maa//rluB//gloA//dkgB//truC//
go_0008156_8	
go_0008219_3	
go_0008272_6	rsmA//guaA//
go_0008295_6	hcaD//rhaA//mutL//
go_0008299_5	frlB//
go_0008360_4	phnJ//coaD//pabB//hyaB//fabH//ispG//aroC//mocA//phoA//argS//aspS//
go_0008610_5	betA//ttdA//bglA//rutA//
go_0008615_6	dld//fumA//ubiA//recR//gltB//tdcD//mhpB//
go_0008616_8	pbpC//mcrB//folA//dgcM//glpD//cobU//
go_0008643_6	proS//garR//hcp//rnt//ldtD//tehB//yigB//menD//yfbR//rnb//pphA//rhaB//dxr//entA//rutD//azoR//rpe//fadD//
go_0008652_5	argB//ahr//yfbR//rluE//tyrS//mdh//hyaB//fadE//
go_0008653_5	
go_0008654_5	yciV//mtlD//yfaU//puuA//
go_0009050_6	icd//lpoA//
go_0009052_6	tatD//gmd//waaA//pdxJ//dhaM//cysK//
go_0009056_3	glnE//
go_0009058_3	tsaC//tgt//purL//aspS//
go_0009060_6	pgaC//purL//nemA//queC//rdgB//mrcB//gmd//
go_0009061_6	glcD//proS//waaJ//arnT//hyaB//deoC//hemA//thiC//ttdB//preA//ahr//valS//opgB//napB//umuC//nth//sdaB//pheS//deoB//prmB//hemD//
go_0009062_6	folC//
go_0009063_5	thiC//mobA//rhaD//
go_0009070_7	tmk//
go_0009073_6	aceA//argK//pdxH//yghU//ispF//menH//cobB//hyi//pgpC//ilvD//leuD//
go_0009081_5	dusB//menI//
go_0009082_6	asnS//paaE//azoR//ygeX//rsmH//trpS//ulaD//
go_0009085_8	aroK//
go_0009086_7	ilvE//nrdE//cynT//rlmH//rluC//
go_0009088_8	yfeW//bioA//
go_0009089_6	phnL//otsA//dgoD//yciA//hemC//rlmA//
go_0009090_8	relA//aes//rlmH//dbpA//
go_0009092_7	mnaT//
go_0009093_7	
go_0009094_6	yqaB//citC//kduI//
go_0009097_7	ubiE//oxc//moeA//frdD//gcvT//
go_0009098_7	menD//yahK//gloA//eptA//sbcB//relA//
go_0009099_7	narV//waaF//cysI//hisD//waaO//mnmA//mnmA//
go_0009102_6	thiD//caiD//gltD//tig//araB//guaD//etk//hisH//gpmM//
go_0009103_6	yihX//wecC//fklB//tktB//prpC//waaF//proB//hisF//rihA//
go_0009106_5	rhaD//
go_0009107_6	pphB//sdaA//
go_0009108_6	gstA//
go_0009116_5	dam//lyxK//
go_0009142_7	aceB//
go_0009143_7	idnO//
go_0009152_8	fumC//
go_0009157_8	bglX//
go_0009166_7	glmU//mnaT//
go_0009168_9	thrA//
go_0009220_8	fruK//ppc//
go_0009224_9	paaK//
go_0009226_6	thyA//pgk//
go_0009228_7	lysU//paoC//glk//kduI//ycjU//bioA//alsE//mtlD//tdh//
go_0009229_6	yfcG//bglB//
go_0009231_6	ahpC//lacZ//iaaA//gloC//selA//ada//recO//
go_0009234_7	nadC//gcvT//ruvB//atoB//yajO//trmI//rnd//lplA//cysM//
go_0009236_6	carA//hemC//idi//speC//speD//gltD//
go_0009237_4	tdh//leuD//
go_0009239_6	truC//fkpA//pgpB//hyaB//gloB//ydiB//cmk//yjiA//
go_0009240_6	purC//
go_0009242_6	rlmA//rffG//rsuA//allC//yeaG//queA//waaU//ydiF//
go_0009243_7	amiD//
go_0009244_7	dusC//phnP//rsmB//pdxJ//treF//tsaD//waaA//glyA//miaB//betA//mhpC//hmp//trmL//birA//yciV//coaE//narV//cpsG//zwf//yihT//dbpA//menF//
go_0009245_6	glcD//waaU//pbpC//pgm//sdhB//waaY//ravA//hisH//narY//
go_0009246_6	fabD//yahK//ydiO//ltaE//tpiA//alkA//
go_0009249_6	puuD//yfcG//avtA//
go_0009250_7	
go_0009251_7	dmsC//
go_0009252_7	fumB//purU//rhaD//wrbA//rhaA//serA//aroC//moaE//speF//folD//rbn//glgB//speA//yeaE//glgC//purB//garL//nadE//thiH//fadH//nfi//asnB//pdxJ//tdcG//dapB//
go_0009253_8	trpC//phoA//rluB//rlmG//garR//betB//metL//lpxK//idnK//yfeX//
go_0009254_8	rutD//fau//oxc//clsB//hemF//yhdH//ubiC//rsmJ//tdcB//tauD//yagF//
go_0009257_8	nagB//sgbU//menB//icd//
go_0009263_6	clsA//prpC//
go_0009264_6	cpdA//rne//
go_0009265_7	trmH//
go_0009266_4	ascB//bfr//speD//tktB//gapA//lgoD//
go_0009267_5	rutB//bcsA//
go_0009268_4	pgpB//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	tdk//
go_0009297_6	
go_0009298_7	metG//tynA//trpC//
go_0009305_7	tilS//
go_0009306_4	
go_0009311_5	
go_0009314_4	dld//gcvH//icd//cadA//ldhA//psd//mutS//hemC//sdhB//gph//hisI//torC//ftnA//yccX//sodB//hisC//guaC//
go_0009372_5	ymdB//glpK//folC//
go_0009396_6	napB//umpH//
go_0009398_7	pdxK//
go_0009401_7	fabD//wecC//yghU//sgbH//menA//kdsC//acpH//clsA//gatY//waaH//trmI//folD//glpB//purF//recJ//hcaB//thrC//atoB//torZ//yggF//
go_0009403_5	
go_0009405_4	
go_0009407_3	ltaE//
go_0009408_4	ilvE//hemD//speE//rihC//dapD//garL//katE//caiD//prmB//rutB//deoB//rsmA//cysN//phnG//rbn//nudC//treF//uvrB//prpC//purC//wzb//slyD//hemC//xylB//garL//uvrA//
go_0009409_4	aspA//yieF//
go_0009410_4	pphA//
go_0009411_6	rbsK//glgP//rlmB//pdxB//fklB//def//nrfC//mpaA//nanA//
go_0009416_5	lsrK//ymdB//
go_0009423_8	hcp//fadB//waaQ//ahr//
go_0009432_5	frmA//glcE//purN//rfaE//rlmJ//
go_0009435_9	gntK//ilvD//metK//fucO//dhaM//
go_0009436_6	mhpA//rbsK//pdeR//dgcT//
go_0009437_5	
go_0009438_5	
go_0009440_6	selA//metH//dhaK//
go_0009442_7	lpxT//menH//rne//coaA//rsmH//
go_0009443_5	rffT//murG//rsmH//
go_0009446_6	fucO//kdsA//
go_0009447_6	pagP//tig//metH//frdB//argB//trpB//phnJ//gpmM//
go_0009450_6	rlmE//galE//acs//bioC//
go_0009451_6	lpxP//nadK//mhpD//glpA//
go_0009593_4	
go_0009597_5	
go_0009636_4	ldtE//dcd//panD//alsE//nrdE//
go_0009637_6	
go_0009651_5	
go_0009697_5	rlmI//
go_0009758_2	frc//
go_0009785_5	
go_0009970_6	sodB//idnD//rlmB//
go_0009972_10	ltaE//
go_0009992_5	thiD//cynS//mocA//
go_0010033_4	
go_0010038_5	
go_0010039_6	rpe//
go_0010041_7	rfbB//umpH//
go_0010042_6	ubiG//
go_0010043_6	yahK//phnL//
go_0010045_6	slt//
go_0010106_6	
go_0010124_4	nanA//proC//asnB//argK//glpK//ldtA//thiL//hemB//
go_0010133_7	alkB//
go_0010139_7	prpC//
go_0010165_6	gapA//narI//rlmC//pfkB//nrfA//pdeH//araA//ltaE//
go_0010212_5	yfbR//
go_0010226_6	ssuE//
go_0010243_5	
go_0010272_6	gph//
go_0010273_4	mltA//folC//cmk//
go_0010312_3	ubiH//
go_0010332_6	
go_0010350_6	
go_0010438_6	rluF//trpS//
go_0010447_5	rluD//ruvA//
go_0010468_6	hemL//
go_0010498_6	waaZ//glgA//ldtE//yciV//
go_0010501_7	thiI//yjhH//
go_0010557_7	
go_0010608_7	waaF//
go_0010628_7	
go_0010629_7	rnd//
go_0010676_7	
go_0010699_4	ascB//yfeW//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	lpxM//glcB//lpxM//dsdA//accD//panC//yhdH//truB//ydiB//
go_0015031_5	folX//ubiH//fbp//insI-2//kdsC//aceA//opgE//frdD//
go_0015074_6	
go_0015628_5	
go_0015670_6	cfa//
go_0015673_9	adiA//
go_0015675_9	hycB//
go_0015679_10	ada//
go_0015682_8	ybjG//
go_0015684_9	cobS//dacA//etp//pepD//
go_0015685_8	dxr//hisS//
go_0015687_7	rph//
go_0015688_6	lipB//dapD//
go_0015689_8	malZ//
go_0015691_9	mcrA//thiI//
go_0015692_8	gadB//
go_0015693_9	tktB//
go_0015696_6	hemN//
go_0015698_7	rlmH//
go_0015699_8	dusB//
go_0015700_8	rffC//
go_0015706_6	yhdH//apaH//yigB//
go_0015707_6	ispA//entF//gmd//rdgB//
go_0015709_6	deoB//
go_0015710_8	waaC//paaK//
go_0015712_7	sbcB//
go_0015718_8	der//
go_0015721_7	dxs//pgaD//alsK//
go_0015724_7	tpiA//
go_0015726_8	tauD//
go_0015733_7	rluA//
go_0015734_6	rlmC//
go_0015736_9	rfbD//
go_0015739_7	hdhA//
go_0015740_9	insI-2//rlmM//rfbC//
go_0015741_10	deoC//nrdF//
go_0015747_6	ldhA//
go_0015748_6	sdaB//
go_0015749_7	pheT//dgoD//glmU//plsB//rsgA//purA//dut//
go_0015751_9	pabA//dgoD//
go_0015752_9	psuG//katG//
go_0015753_9	nrfA//ruvA//
go_0015754_9	entE//
go_0015755_9	rffT//paaK//umuC//
go_0015756_9	ynfH//ilvA//
go_0015757_9	puuD//kduI//clsB//queF//
go_0015760_8	ispU//
go_0015761_9	gudD//
go_0015762_9	argA//
go_0015764_7	tauD//rihA//fabZ//
go_0015765_8	ispG//uvrB//
go_0015767_9	dhaL//tdcB//solA//
go_0015768_9	coaA//agp//gmhB//
go_0015769_9	pinE//
go_0015771_9	nadK//insI-1//prmB//
go_0015772_7	prpC//cyoE//chbF//
go_0015774_7	dacA//
go_0015778_7	dfp//
go_0015793_7	luxS//waaQ//
go_0015794_7	rne//rutC//
go_0015795_7	hisF//cpsG//
go_0015796_7	fkpB//
go_0015797_7	aspC//rrrD//yfaU//
go_0015803_7	waaZ//plsC//speC//
go_0015804_7	menF//queA//
go_0015806_6	pgpC//
go_0015807_7	garR//tag//entE//rsgA//pflB//ldcC//
go_0015808_8	nanA//speA//
go_0015809_7	mrcB//
go_0015810_8	murB//lyxK//
go_0015811_7	rffH//ssuE//
go_0015813_6	dmsA//sodA//pta//
go_0015814_7	lysS//
go_0015816_6	hinT//
go_0015817_7	pgaB//paaK//
go_0015818_7	truA//yccX//
go_0015820_7	malZ//trmL//murB//tdcB//gph//
go_0015821_7	sdhB//dmlA//
go_0015822_7	serC//
go_0015823_7	thiC//pyrD//rrrD//thiL//umpG//
go_0015824_7	iaaA//rph//agp//
go_0015825_8	tyrA//
go_0015826_7	nadE//trmL//yajO//
go_0015827_7	rpiA//frlC//glpA//
go_0015828_7	miaA//thyA//
go_0015829_7	narG//rfe//rutB//
go_0015830_7	waaB//
go_0015833_6	rpe//purL//serA//selD//waaG//rnd//menD//trmL//nadB//gatY//
go_0015834_7	gatY//pphA//
go_0015835_6	nrdD//
go_0015836_7	maeA//glgX//
go_0015839_7	ttdB//
go_0015846_6	sdaA//recJ//
go_0015847_7	caiD//relA//pck//proC//folD//
go_0015848_7	adeD//mutT//
go_0015851_6	
go_0015853_8	rnpA//carB//
go_0015856_8	tktB//
go_0015857_6	paaH//dacA//
go_0015858_7	ribB//mutH//mrcA//
go_0015860_7	nirB//glnA//
go_0015861_9	fcl//mak//
go_0015862_9	phnJ//purT//
go_0015863_8	xylA//
go_0015864_8	azoR//
go_0015871_6	truB//pabA//bacA//patA//
go_0015878_6	
go_0015879_9	oxc//
go_0015882_7	yrfG//
go_0015886_6	yigB//mug//
go_0015887_7	tdcE//
go_0015888_6	otsA//
go_0015889_6	yfeX//frlB//nirB//
go_0015891_6	ogt//
go_0015906_6	ndk//
go_0015909_8	lyxK//
