# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gloC//
go_0006212_6	lysC//insI-1//tdcE//yidA//cysS//nrfA//phnJ//entE//rnpA//fbaA//
go_0006217_9	argS//
go_0006218_9	patA//
go_0006220_6	mmuM//
go_0006221_7	paaH//sbcB//ydiO//
go_0006222_9	
go_0006225_9	dmsA//
go_0006226_9	pyrF//metC//
go_0006227_9	edd//
go_0006231_9	rfe//
go_0006233_9	pheT//
go_0006235_9	lpxC//
go_0006241_9	fabD//
go_0006259_5	uvrA//atoB//panD//
go_0006260_6	ribB//nhoA//folX//cpsG//fadB//pgpB//cheB//
go_0006261_7	cheB//mltD//adk//
go_0006265_6	lyxK//menI//
go_0006266_6	hisF//uxaA//murG//
go_0006267_5	
go_0006268_9	clsB//lacZ//
go_0006269_6	galU//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	nrdE//avtA//
go_0006281_6	srlD//trmO//murQ//dadA//cpsB//dusB//dsdA//pykA//ushA//gatD//ubiH//insI-1//thiD//nrdA//ddlB//dapF//pgk//
go_0006283_8	
go_0006284_7	def//phr//gldA//rnd//eutB//recO//
go_0006285_6	hisS//recG//metH//hemH//
go_0006288_8	ftsI//rbsD//
go_0006289_7	
go_0006298_7	ssuE//guaA//rsmH//bglX//
go_0006301_7	
go_0006302_7	umpH//apaH//
go_0006307_8	alkA//mnmA//leuC//kbaZ//pgpB//
go_0006308_6	ynfF//torY//sdhB//malY//
go_0006310_6	paaZ//gatY//truB//adiA//mltF//
go_0006313_4	rsmG//
go_0006351_6	mltD//ftnA//
go_0006352_7	
go_0006353_7	
go_0006354_7	hemA//
go_0006355_7	murE//
go_0006357_8	
go_0006364_9	ppx//waaL//kdsC//prmC//
go_0006378_8	mdh//
go_0006396_7	murG//fumA//gdhA//ldhA//fadI//
go_0006397_8	fbaA//
go_0006399_8	entA//sucC//
go_0006400_7	prmC//rsmA//folX//hemC//fabZ//
go_0006401_6	idnD//yciA//csdA//tktA//fkpB//dapB//
go_0006402_7	waaA//dhaM//mug//murG//xylB//rfaE//miaB//
go_0006412_6	mngB//cysC//yjiA//pdxH//ubiH//
go_0006413_4	trpE//
go_0006414_6	
go_0006415_7	clsC//tnaA//
go_0006417_7	dgoK//luxS//
go_0006418_7	nirD//lpxC//srlD//rbn//pgk//ubiI//guaA//cysQ//ilvB//bioD//rlmJ//
go_0006419_8	rbn//
go_0006420_8	rlmI//
go_0006421_8	alsE//
go_0006422_8	purF//
go_0006423_8	fadE//
go_0006424_8	ubiC//mhpD//
go_0006425_8	lysA//
go_0006427_8	fruK//
go_0006428_8	lgoD//
go_0006429_8	kdsD//
go_0006430_8	yihV//tyrS//
go_0006431_8	serC//
go_0006432_8	ispH//
go_0006433_8	cyaA//
go_0006434_8	ubiG//
go_0006435_8	leuC//
go_0006436_8	sdaB//
go_0006437_8	hemA//
go_0006438_8	ymdB//
go_0006448_8	
go_0006450_4	dfp//gloB//btuE//alkA//pncB//purA//
go_0006457_3	alaC//mcrB//glyS//asd//rluB//hmp//ispA//
go_0006458_4	
go_0006464_6	trmD//pta//betA//hdhA//sufS//entE//thrB//surA//
go_0006465_6	dkgB//leuA//mtlD//
go_0006468_7	puuA//
go_0006470_7	trpA//argF//codA//mhpB//mltD//
go_0006473_8	rlmG//
go_0006474_6	ydiF//pepD//gpmM//
go_0006476_8	leuB//
go_0006479_5	recG//kbaZ//cysH//tesB//wrbA//ilvD//
go_0006486_5	gpp//
go_0006490_5	paaZ//
go_0006508_5	serC//pgpC//hflX//uidA//murA//gltD//fre//ynfE//rph//ruvA//puuC//dapF//sdaA//suhB//etk//fabA//waaQ//pphA//ynfF//araB//rffM//lpxH//ppx//yeaG//leuD//ftsI//ilvN//speD//fadE//torY//hisF//pdxB//menC//
go_0006515_7	hinT//yqaB//lyxK//paaC//fabG//proC//pykA//
go_0006517_6	cheB//pncB//
go_0006518_5	yeaG//yeaE//
go_0006523_8	pncB//pnp//
go_0006524_8	
go_0006526_8	lysU//hcaE//rlmF//yfeX//fabB//gudD//lpxK//
go_0006527_8	sdhC//ribF//garK//accC//serB//
go_0006529_7	mrdA//apt//
go_0006530_7	lpxL//rfaD//argA//ilvB//
go_0006531_7	pgpB//
go_0006532_8	yjcS//hycB//ppiC//
go_0006535_8	tdcE//rhaD//hpt//
go_0006537_8	hisC//
go_0006538_8	menI//argI//
go_0006541_7	nadK//rutC//yjcS//paaC//nfi//
go_0006542_8	trmL//rlmF//
go_0006543_8	
go_0006545_6	carB//
go_0006546_6	cobU//lpxT//tdcE//
go_0006554_8	glpK//rlmE//malZ//
go_0006556_5	thiC//
go_0006559_6	rlmE//
go_0006561_6	ppsA//fbaA//
go_0006563_7	ilvD//
go_0006564_8	yeiG//yjcS//frdC//sodC//
go_0006565_8	ansB//glgP//nemA//mltD//dapD//
go_0006566_7	lpxD//
go_0006567_8	dinB//aphA//trpS//tsaB//oxc//lysU//malS//
go_0006569_7	speB//
go_0006571_7	mltB//epmB//
go_0006593_7	murQ//
go_0006598_8	pdxJ//entD//dcd//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	dadA//trpE//
go_0006631_5	pgaB//aceF//pgaD//eptA//fruK//
go_0006633_6	gdhA//entH//glpA//yihU//argK//mrdA//ssuE//ravA//paaK//patA//der//
go_0006635_6	dapB//yjjG//nadA//gpt//hemC//tsaD//gor//sdaB//rlmD//hmp//sthA//cdd//
go_0006636_7	
go_0006637_5	serC//xdhB//lpoB//purD//dadA//
go_0006646_7	
go_0006650_6	
go_0006654_7	arsC//
go_0006655_7	nagA//pdxH//
go_0006725_4	cysN//
go_0006729_6	rnb//fadM//
go_0006730_4	cpdA//queG//hcp//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	amiD//ilvB//rsmG//mrcA//kefF//alsK//ilvI//yjjX//ltaE//gloC//guaA//aroK//
go_0006749_5	rbn//menC//
go_0006750_6	plsC//fadI//
go_0006751_6	ltaE//
go_0006757_5	fadE//
go_0006760_5	entB//
go_0006761_7	fadE//
go_0006771_5	rffG//
go_0006772_6	pgsA//gstB//
go_0006777_5	thrA//pyrC//mrcB//iscS//fabZ//
go_0006779_6	aroA//pdxK//hyi//dusC//truB//
go_0006780_7	ygjK//
go_0006782_7	luxS//yggF//moeA//eptB//
go_0006783_5	ndk//pgk//fadE//araD//galM//uxuA//fucA//
go_0006790_4	proC//ribA//malP//mtgA//ahr//rlmI//sad//rbsD//gph//accC//
go_0006791_2	umuD//cysG//etk//
go_0006793_4	fadA//yjjG//
go_0006798_5	ychF//
go_0006799_5	sgbE//
go_0006801_5	betA//aroL//sodC//
go_0006805_4	mutY//lacZ//entF//asnB//
go_0006807_3	ppc//rihC//ravA//
go_0006808_4	cdd//
go_0006810_4	asnS//hinT//phr//murE//bacA//fabZ//ygjK//glxK//wecB//thiI//caiD//ribD//hypB//glgX//lysS//yidA//ubiD//pyrF//ribA//pbpC//lsrG//trmI//eptB//fbp//deoA//rluA//lpxB//spoT//hisH//puuC//rutE//ribE//accB//epd//codA//waaU//malS//argK//uxaC//hinT//murC//pgk//waaL//cobU//galM//ispU//carA//sucA//menE//gatY//recR//rlmE//cof//mltC//dusC//hemA//recG//phr//murI//purC//speF//ltaE//pphB//yihV//cysE//gpt//patD//wecC//ygeX//umpG//menF//purF//nadE//eptC//alkA//bglA//uxaC//
go_0006811_5	cobU//ulaF//udp//sucB//miaB//mhpA//tilS//scpC//yieH//phnH//putA//
go_0006812_6	ppiC//tpiA//
go_0006813_8	uxuB//nrfD//recO//rpiA//agp//dusB//panD//recF//
go_0006814_8	murC//waaH//adhE//accC//
go_0006817_8	cysH//
go_0006820_6	glpA//fbp//chbF//pdeF//rnt//
go_0006821_8	nudG//
go_0006824_8	xthA//frc//pdeH//wrbA//
go_0006825_9	mltF//
go_0006826_9	ydiB//
go_0006828_9	cynS//
go_0006829_9	aldB//araA//mltC//ubiD//bglX//
go_0006833_6	
go_0006835_8	glpB//ilvA//
go_0006847_8	pnp//
go_0006855_6	mltC//ldhA//torC//waaP//glgB//argD//kbaY//lysC//glgC//cheR//murF//ispF//entD//rutD//
go_0006857_7	talB//mrcB//fabZ//
go_0006863_7	citG//
go_0006865_6	thrC//sgbH//thrB//dgoA//glpB//leuD//rhaA//kdsA//ilvM//gudD//gshA//dapD//glcE//glpK//trpS//folM//asnA//tyrS//yjhH//nth//sodB//
go_0006868_7	rffC//
go_0006869_6	ulaG//
go_0006874_8	
go_0006876_8	pgaC//
go_0006878_9	cfa//
go_0006879_9	wrbA//slt//
go_0006880_4	slt//accA//
go_0006882_8	idnO//
go_0006883_8	moeB//thiG//icd//
go_0006884_4	
go_0006885_9	gltX//
go_0006886_5	
go_0006928_3	tsaE//
go_0006935_4	cpsG//treC//dgoK//ulaE//idnK//
go_0006970_4	yeaE//rfbB//ribF//frc//proA//glgX//
go_0006972_5	lipB//speG//rsuA//metH//moaA//
go_0006974_5	selA//caiD//ligB//lacZ//rrrD//metK//accA//hisA//pcm//gabD//dusB//glnS//katE//gmk//mraY//frdB//menD//gutQ//mutT//nfi//rutD//rlmC//nirB//ybcF//recJ//napA//glgC//metF//yjiA//paaJ//murI//araD//gntK//rimK//thrA//cobT//glgC//hcaE//tyrB//maeA//tktB//ydfG//argE//hcaE//thiE//dinB//hpt//dsdA//rlmI//leuC//glxR//hdhA//adhP//narY//yjhG//bfr//pykA//dxs//fumA//ghrB//fabA//avtA//allB//coaA//dusB//argI//fkpB//prpD//cysE//tdcE//aspS//rfaE//glgB//pnp//yhdJ//gcl//yfeX//dxr//kbaZ//aspS//bioD//hisB//thyA//speD//ldcA//cysK//gutQ//fbp//aroH//waaB//chbF//tsaE//purU//purT//rnpA//
go_0006979_4	icd//abgB//nanE//trmJ//nirB//hcaF//gcvH//hpt//rbsK//acs//hisB//gltB//idnO//glcB//iscS//ung//trmH//kduD//tgt//arnB//asd//mnmA//cysG//citX//fucI//thiG//
go_0006986_5	gpt//
go_0006995_6	hyaB//ispU//
go_0007059_3	melA//gluQ//
go_0007062_4	
go_0007155_3	cpsB//
go_0007165_3	paaH//tnaA//
go_0007234_5	
go_0007584_4	
go_0008033_9	lpxB//trpA//pabA//pdxJ//tcdA//folE//nfsB//frdA//
go_0008104_4	
go_0008152_2	pgsA//dacC//recJ//ampH//lacZ//rfbC//selD//hisG//moeB//yggF//lpcA//cpsG//argA//pyrF//umpG//cmoB//ttdA//
go_0008156_8	
go_0008219_3	
go_0008272_6	pgpC//lpoB//
go_0008295_6	umuD//rsmB//mngB//
go_0008299_5	murQ//
go_0008360_4	dgkA//hcaE//lpxB//lplA//rnb//folX//speD//yieF//nagA//umpG//mcrA//
go_0008610_5	panB//narI//ldhA//lsrK//
go_0008615_6	fkpB//adhE//glnS//bglX//caiD//yigB//fabA//
go_0008616_8	sodC//aroF//oxc//dmsC//glnS//alkB//
go_0008643_6	surA//narY//rbn//uxaA//nagK//cdh//hisF//sgbU//ribC//mhpC//yqaB//ribA//thrA//ada//pdeF//entC//cadA//gntK//
go_0008652_5	ligB//citE//fkpB//puuA//pdxK//ulaE//mltB//dgcZ//
go_0008653_5	
go_0008654_5	polA//paaK//yihS//sdhA//
go_0009050_6	cysH//gapA//
go_0009052_6	gmhB//ruvA//nudG//pdxH//aceF//gdhA//
go_0009056_3	hinT//
go_0009058_3	hemD//rffG//waaF//gnd//
go_0009060_6	mdh//ulaD//lsrG//cysD//recG//dut//panE//
go_0009061_6	adk//paaB//otsA//mraY//ushA//argG//lpxL//serA//frdB//ndh//recR//rlmG//aspC//entD//clsB//dgkA//glcE//ulaF//entD//mutT//kdsA//
go_0009062_6	dnaE//
go_0009063_5	xdhB//bglA//xylB//
go_0009070_7	astB//
go_0009073_6	lysU//mutH//thiL//sdaB//manA//rffH//selB//uxaC//rffG//ravA//fkpB//
go_0009081_5	gdhA//lpxB//
go_0009082_6	umuD//aroB//yqaB//cobS//gpt//gcvP//caiD//
go_0009085_8	paaC//
go_0009086_7	pgaC//btuE//gdhA//curA//ppc//
go_0009088_8	hemD//fkpB//
go_0009089_6	pabB//proC//pgl//entB//glpA//ada//
go_0009090_8	sdaB//gltD//kdsA//entA//
go_0009092_7	queA//
go_0009093_7	
go_0009094_6	suhB//frdB//sseA//
go_0009097_7	umpG//mhpA//mtgA//argA//yagE//
go_0009098_7	ubiF//slt//guaC//hinT//thiC//dgcM//
go_0009099_7	rlmE//gutQ//rihA//acnA//kdsB//murC//glgP//
go_0009102_6	nagA//araD//idnD//umuD//pinE//fadJ//apaH//ubiH//galU//
go_0009103_6	moaE//adhP//uvrC//guaC//hyaC//ldtC//murE//cpdB//tesB//
go_0009106_5	glnA//
go_0009107_6	rsmD//tmcA//
go_0009108_6	fabI//
go_0009116_5	truB//dapF//
go_0009142_7	bioH//
go_0009143_7	uvrB//
go_0009152_8	rpiB//
go_0009157_8	ldtE//
go_0009166_7	sgbE//napB//
go_0009168_9	purA//
go_0009220_8	ogt//ldtE//
go_0009224_9	pgsA//
go_0009226_6	glcE//nrfD//
go_0009228_7	paaC//ulaE//curA//pgi//gltD//lpoB//hemF//ushA//thiE//
go_0009229_6	sodB//panE//
go_0009231_6	rhaD//paaH//argE//dhaK//glpA//eno//metH//
go_0009234_7	fadB//ydfG//serS//puuB//cyoE//tdcD//appA//mltB//phnP//
go_0009236_6	sdhD//pphA//tmcA//cof//sucC//rhaD//
go_0009237_4	gcvP//napB//
go_0009239_6	ushA//cmoA//narI//hisC//sad//prmB//bioB//ribA//
go_0009240_6	tyrA//
go_0009242_6	gstB//add//mutL//nadD//hyi//hcaB//hcaE//proA//
go_0009243_7	argK//
go_0009244_7	mnmC//gdhA//tyrB//rbn//gltD//etp//yciV//ssuD//ppc//abgB//panB//ltaE//etp//aceA//ansB//nrdE//aroE//amiD//ghrB//dbpA//rfe//lgoD//
go_0009245_6	panC//gph//wrbA//rlmG//scpB//metE//trmO//paaG//ybjG//
go_0009246_6	gcvT//fcl//ddlB//ascB//mhpD//coaD//
go_0009249_6	otsB//hemC//frmB//
go_0009250_7	
go_0009251_7	gatD//
go_0009252_7	hpt//etk//rlmL//ispH//ascB//idnO//rsmH//dgcM//glpK//mltA//aroL//lpxH//selB//paaZ//cysK//hemE//waaP//coaE//hemD//frdC//metG//hflX//gudD//accD//rsmA//
go_0009253_8	sbcB//truA//kdsA//nadK//ubiG//idnK//waaF//scpB//mak//fadA//
go_0009254_8	rpiB//oxc//yghU//trpE//icd//fabB//hflX//ada//mug//thiH//lysS//
go_0009257_8	rsmI//serS//waaJ//kbaY//
go_0009263_6	cueO//plsC//
go_0009264_6	alsE//yeiG//
go_0009265_7	mltA//
go_0009266_4	mtn//fadA//cobT//thrC//acpT//yjjG//
go_0009267_5	tesB//dut//
go_0009268_4	sgbH//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	prs//
go_0009297_6	
go_0009298_7	argD//guaC//rutE//
go_0009305_7	ldtD//
go_0009306_4	
go_0009311_5	
go_0009314_4	tnaA//talB//pgsA//epd//tdcE//ppx//narV//alkB//psd//cpdB//aes//ydiB//yfcF//thyA//rsmD//selD//nirD//
go_0009372_5	aceB//mtgA//glgX//
go_0009396_6	epmB//acpH//
go_0009398_7	ybjI//
go_0009401_7	patD//lpd//rpiA//yihU//deoA//ruvA//menA//bfr//menH//yeaE//arsC//trmA//xthA//napA//malZ//accB//preA//nrfA//lpxP//rsmA//
go_0009403_5	
go_0009405_4	
go_0009407_3	mtn//
go_0009408_4	rrrD//tdh//nadE//gpmA//aes//cpdB//lpxP//mutY//lacZ//phnN//yieF//lpxC//asnA//panB//gmhB//ldtD//frmA//glxK//tdcB//yajO//narZ//plsB//gcvH//cyoE//polB//ubiH//
go_0009409_4	sthA//clsA//
go_0009410_4	cheB//
go_0009411_6	menA//tauD//fbp//betA//ybjI//galK//ruvB//katG//glxK//
go_0009416_5	uvrC//speE//
go_0009423_8	wzc//trpA//mutM//carB//
go_0009432_5	phnI//ddlB//tig//dgkA//rlmA//
go_0009435_9	hisC//clsC//umuD//glgC//rbsD//
go_0009436_6	bglX//rsmF//rsmB//purC//
go_0009437_5	
go_0009438_5	
go_0009440_6	yagE//clsA//nrfA//
go_0009442_7	aceF//dnaQ//yagF//birA//fabD//
go_0009443_5	dcyD//malP//cyoE//
go_0009446_6	thrS//deoD//
go_0009447_6	hemB//lipB//cyaA//katG//lpxK//roxA//pgaD//waaO//
go_0009450_6	mltC//aroH//entF//paaC//
go_0009451_6	gudD//thiD//gldA//sgbH//
go_0009593_4	
go_0009597_5	
go_0009636_4	surA//speB//galK//tadA//maeA//
go_0009637_6	
go_0009651_5	
go_0009697_5	uvrB//
go_0009758_2	ada//
go_0009785_5	
go_0009970_6	pgsA//speB//mdh//
go_0009972_10	serB//
go_0009992_5	fabD//rpiA//cheR//
go_0010033_4	
go_0010038_5	
go_0010039_6	accA//
go_0010041_7	yeiG//yeaE//
go_0010042_6	dkgA//
go_0010043_6	ndk//hmp//
go_0010045_6	serB//
go_0010106_6	
go_0010124_4	mug//lpoB//murE//puuB//eptC//cobU//truC//pgpA//
go_0010133_7	sucC//
go_0010139_7	garL//
go_0010165_6	citE//fucI//pdeF//rlmC//dnaQ//ribF//nadC//ppx//
go_0010212_5	dhaM//
go_0010226_6	nudB//
go_0010243_5	
go_0010272_6	ileS//
go_0010273_4	selA//murA//hisF//
go_0010312_3	mutS//
go_0010332_6	
go_0010350_6	
go_0010438_6	trmI//phnP//
go_0010447_5	pdxA//paaF//
go_0010468_6	hyi//
go_0010498_6	narZ//allC//pabA//ung//
go_0010501_7	pyrG//deoB//
go_0010557_7	
go_0010608_7	mraY//
go_0010628_7	
go_0010629_7	murG//
go_0010676_7	
go_0010699_4	narV//purL//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	garD//phnG//alkA//ycjU//ulaF//acnB//recR//cheB//fabD//
go_0015031_5	murB//argF//cysK//agp//ygeX//yihS//yfdR//paaF//
go_0015074_6	
go_0015628_5	
go_0015670_6	rihB//
go_0015673_9	nemA//
go_0015675_9	dacD//
go_0015679_10	nrfB//
go_0015682_8	kdsC//
go_0015684_9	paaH//aroB//hcaF//galM//
go_0015685_8	tag//tig//
go_0015687_7	ulaD//
go_0015688_6	yhdH//alkB//
go_0015689_8	torC//
go_0015691_9	ispU//ispB//
go_0015692_8	tig//
go_0015693_9	aroF//
go_0015696_6	rluC//
go_0015698_7	yjiA//
go_0015699_8	ldtA//
go_0015700_8	metE//
go_0015706_6	hcaE//ispF//selB//
go_0015707_6	melA//hyi//ycjU//murA//
go_0015709_6	nudF//
go_0015710_8	narG//dapF//
go_0015712_7	tsaE//
go_0015718_8	lpd//
go_0015721_7	nrdB//metG//murQ//
go_0015724_7	murA//
go_0015726_8	deoA//
go_0015733_7	acpT//
go_0015734_6	tsaC//
go_0015736_9	nrdE//
go_0015739_7	codA//
go_0015740_9	epmB//folM//purU//
go_0015741_10	napA//upp//
go_0015747_6	mnmG//
go_0015748_6	kdsC//
go_0015749_7	serB//waaL//thiC//araD//fabA//rlmG//ybcF//
go_0015751_9	hemH//queD//
go_0015752_9	astC//ybcF//
go_0015753_9	narH//argD//
go_0015754_9	nudC//
go_0015755_9	dmsC//rfbB//ileS//
go_0015756_9	ilvD//purF//
go_0015757_9	glgA//talB//pyrH//preA//
go_0015760_8	ligA//
go_0015761_9	citX//
go_0015762_9	argK//
go_0015764_7	gloB//glcB//dgoD//
go_0015765_8	leuC//accC//
go_0015767_9	narY//pdeR//yjjX//
go_0015768_9	pgl//acpS//yhdJ//
go_0015769_9	yihV//
go_0015771_9	ssuD//mazG//azoR//
go_0015772_7	purC//ribD//lgoD//
go_0015774_7	rlmM//
go_0015778_7	aceA//
go_0015793_7	ruvA//rsgA//
go_0015794_7	rluC//yieH//
go_0015795_7	polB//hemE//
go_0015796_7	yjcS//
go_0015797_7	pinE//folX//ada//
go_0015803_7	sgbE//cmk//chbG//
go_0015804_7	uxaA//ppc//
go_0015806_6	lpxC//
go_0015807_7	dfp//pgm//ppsA//cobT//mutL//kdsD//
go_0015808_8	pyrG//alkA//
go_0015809_7	ybjG//
go_0015810_8	ymdB//moaA//
go_0015811_7	cobU//asnB//
go_0015813_6	pyrE//dbpA//dnaQ//
go_0015814_7	queA//
go_0015816_6	fcl//
go_0015817_7	murA//uvrB//
go_0015818_7	hemH//hflX//
go_0015820_7	ilvB//frlB//lpxM//yfaU//accC//
go_0015821_7	prpB//recO//
go_0015822_7	rsmD//
go_0015823_7	thrS//hemC//ribD//cysC//nirB//
go_0015824_7	hcp//ppx//cyoE//
go_0015825_8	glnE//
go_0015826_7	pepD//menI//gpmM//
go_0015827_7	fadI//lsrG//gluQ//
go_0015828_7	pck//sodB//
go_0015829_7	avtA//mmuM//recG//
go_0015830_7	idi//
go_0015833_6	rbsD//pdxY//cmk//fadB//tag//tcdA//nrdA//lacZ//ygeX//araD//
go_0015834_7	serS//hemH//
go_0015835_6	purF//
go_0015836_7	gntK//selB//
go_0015839_7	leuC//
go_0015846_6	ttdB//cfa//
go_0015847_7	menE//rhaD//hcaF//trpE//rsmH//
go_0015848_7	mltB//nrdE//
go_0015851_6	
go_0015853_8	rluA//plsC//
go_0015856_8	astC//
go_0015857_6	thiI//ycjU//
go_0015858_7	cysQ//cobU//ulaF//
go_0015860_7	tesB//metF//
go_0015861_9	rfaD//araA//
go_0015862_9	feaB//glpB//
go_0015863_8	paaC//
go_0015864_8	sucA//
go_0015871_6	glgP//nanK//ldtD//pyrE//
go_0015878_6	
go_0015879_9	prs//
go_0015882_7	phr//
go_0015886_6	patA//cdsA//
go_0015887_7	mhpC//
go_0015888_6	thrB//
