# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	araB//
go_0006265_6	fabD//entE//
go_0006266_6	thiL//glmM//thyA//
go_0006267_5	
go_0006268_9	proS//cpsG//
go_0006269_6	thiG//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	pabB//hisH//
go_0006281_6	speB//dgt//umpG//aspC//tnaA//trpB//dld//ddlB//uidA//malY//pfkB//gntK//pdeR//umuC//aphA//ybhA//ribE//
go_0006283_8	
go_0006284_7	mutY//mutS//speC//recF//gmhB//mutM//
go_0006285_6	plsC//gor//aroH//gstA//
go_0006288_8	gstA//hemH//
go_0006289_7	
go_0006298_7	slt//lpxC//ynfF//ybjG//
go_0006301_7	
go_0006302_7	dusC//uvrB//
go_0006307_8	mug//melA//umpG//rlmI//allB//
go_0006308_6	appA//kdsB//rffM//etp//
go_0006310_6	phnM//wzc//pheS//ravA//gdhA//
go_0006313_4	moaE//
go_0006351_6	recO//hemA//
go_0006352_7	
go_0006353_7	
go_0006354_7	asd//
go_0006355_7	waaL//
go_0006357_8	
go_0006364_9	mnmE//mnmA//aspC//dfp//
go_0006378_8	cdsA//
go_0006396_7	mnmG//arnB//proB//katG//serB//
go_0006397_8	sucA//
go_0006399_8	phnI//btuE//
go_0006400_7	ybjI//pyrF//umuC//fumC//sthA//
go_0006401_6	murC//eptB//eda//paaH//amyA//gluQ//
go_0006402_7	rfaE//manA//carB//wzb//mepS//ubiX//gcvH//
go_0006412_6	waaJ//fadJ//mpaA//tyrS//mhpD//
go_0006413_4	gshA//
go_0006414_6	
go_0006415_7	rffC//queD//
go_0006417_7	abgB//dnaE//
go_0006418_7	hyaC//rhaB//apaH//aroE//dapF//melA//gshB//opgE//chbG//garK//waaF//
go_0006419_8	uvrA//
go_0006420_8	mhpD//
go_0006421_8	glnA//
go_0006422_8	alaA//
go_0006423_8	fes//
go_0006424_8	preA//pgaB//
go_0006425_8	miaB//
go_0006427_8	tnaA//
go_0006428_8	rnt//
go_0006429_8	yfcG//
go_0006430_8	tdcG//etk//
go_0006431_8	rlmA//
go_0006432_8	mtgA//
go_0006433_8	rlmB//
go_0006434_8	cpdB//
go_0006435_8	ldcC//
go_0006436_8	cueO//
go_0006437_8	fadJ//
go_0006438_8	scpC//
go_0006448_8	
go_0006450_4	metK//ilvI//purL//mhpC//tdcE//yieH//
go_0006457_3	leuB//aspC//fau//insI-2//glpB//ppx//ldtB//
go_0006458_4	
go_0006464_6	maa//ftnA//astC//moaA//uxuA//azoR//sodC//rihA//
go_0006465_6	sseA//adk//yigL//
go_0006468_7	pta//
go_0006470_7	thiH//ndk//garR//etp//malZ//
go_0006473_8	pdxH//
go_0006474_6	gpt//mhpD//ftsI//
go_0006476_8	dmlA//
go_0006479_5	gpp//hdhA//rsmF//ilvD//ulaF//aroE//
go_0006486_5	narZ//
go_0006490_5	pgaC//
go_0006508_5	ubiG//pncB//sbcB//avtA//queF//rutB//nudG//pyrF//xylA//gdhA//ispF//mltC//rlmG//mazG//katE//glcF//dgoA//pabA//hemN//gadB//carA//mltD//torC//ispU//bioA//nrfA//menD//dcm//hemF//iscS//rlmH//gatY//garK//
go_0006515_7	glcB//alaA//garD//puuA//tynA//malQ//bioD//
go_0006517_6	thiG//cpdB//
go_0006518_5	yfdR//lacZ//
go_0006523_8	fkpB//lipA//
go_0006524_8	
go_0006526_8	narZ//galK//ppsA//uxaC//selD//uxaB//azoR//
go_0006527_8	truA//ulaD//ung//sdaA//rsmG//
go_0006529_7	rfaE//katG//
go_0006530_7	ycaO//pdxK//yidA//fadE//
go_0006531_7	yeaG//
go_0006532_8	eptA//epmA//aceF//
go_0006535_8	cheB//glmS//torA//
go_0006537_8	rhaA//
go_0006538_8	malS//ispB//
go_0006541_7	proA//frdD//kdgK//hypB//mobA//
go_0006542_8	sgbU//cysG//
go_0006543_8	
go_0006545_6	cfa//
go_0006546_6	yqaB//mutM//menB//
go_0006554_8	glpX//kdsA//ulaG//
go_0006556_5	fes//
go_0006559_6	preT//
go_0006561_6	opgE//nagA//
go_0006563_7	ppsA//
go_0006564_8	prpD//acpH//gpmA//polA//
go_0006565_8	nudC//ppiC//pyrG//frmB//fes//
go_0006566_7	murE//
go_0006567_8	metL//folE//cpdB//rsmJ//truB//folP//murF//
go_0006569_7	metB//
go_0006571_7	narV//scpC//
go_0006593_7	pyrB//
go_0006598_8	rpe//thiM//maa//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	entE//yqjH//
go_0006631_5	pabA//purL//hemG//nadA//betA//
go_0006633_6	phnN//uxaA//citE//aroF//dmlA//waaL//malQ//ndk//idnD//rpiB//bglX//
go_0006635_6	mutT//ilvA//nrdB//yciA//rhaB//ribE//trpS//wecC//bfr//aceA//proB//rhaB//
go_0006636_7	
go_0006637_5	mrcB//rimK//glgC//leuD//nadA//
go_0006646_7	
go_0006650_6	
go_0006654_7	gstB//
go_0006655_7	bacA//murE//
go_0006725_4	ribD//
go_0006729_6	eptC//rlmC//
go_0006730_4	kefF//waaF//cysC//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	trpA//dgcM//ribD//cdsA//cmk//ruvA//frlB//bglX//argD//nanE//arnB//prmB//
go_0006749_5	dapB//purC//
go_0006750_6	mazG//dgcZ//
go_0006751_6	speG//
go_0006757_5	citG//
go_0006760_5	malQ//
go_0006761_7	argF//
go_0006771_5	fucO//
go_0006772_6	cyoE//ycjU//
go_0006777_5	lpxT//pyrF//glpD//nfi//maa//
go_0006779_6	idnK//trmO//glgA//miaB//moeA//
go_0006780_7	hisA//
go_0006782_7	thiM//narZ//dacA//tmcA//
go_0006783_5	nudG//udp//ubiC//prpC//entD//glgC//glcE//
go_0006790_4	aldB//folM//tktB//mog//dgcT//proA//def//pdxJ//trmH//ubiD//
go_0006791_2	serB//paaB//yeaE//
go_0006793_4	ldtA//trpC//
go_0006798_5	iscS//
go_0006799_5	lpxH//
go_0006801_5	aspC//folE//dkgA//
go_0006805_4	sseA//lsrK//hemH//ribD//
go_0006807_3	thiD//serB//aldB//
go_0006808_4	pcm//
go_0006810_4	mug//rsmG//accB//pgaB//hemN//moeA//cpdA//leuC//pykA//hemB//phnN//psuG//add//ybhA//dgcM//sucC//ndk//rutE//serS//dld//leuS//nadB//rsmE//speC//ribD//apaH//hdhA//metK//pgsA//queF//thiH//ygjK//gadB//pdeF//ndk//nadB//mrdA//fumB//ispH//araA//pdxA//gloA//aroG//pnp//waaG//cdsA//glmS//gabD//sgbE//patZ//yeiG//dacC//purL//astB//pdeF//tsaC//nudC//ymdB//trmJ//avtA//fabH//uvrC//fbp//cdd//cysD//yggF//aroF//eda//rutD//glgB//dusB//folC//waaA//hyaB//orn//psuG//frlB//
go_0006811_5	ygjK//yihS//gnd//ycaO//mraY//mtgA//folE//ycjU//hypF//mhpA//ilvN//
go_0006812_6	leuB//gcl//
go_0006813_8	leuC//arnA//mog//sdhA//aroF//ruvA//glgA//valS//
go_0006814_8	gatY//paaZ//alr//fklB//
go_0006817_8	glxK//
go_0006820_6	mrdA//ycjU//hemB//paaJ//dgkA//
go_0006821_8	umuC//
go_0006824_8	mngB//mutY//waaG//waaZ//
go_0006825_9	menF//
go_0006826_9	lacZ//
go_0006828_9	fabD//
go_0006829_9	cof//folE//ppiA//clsB//hisC//
go_0006833_6	
go_0006835_8	ycjU//psd//
go_0006847_8	rluB//
go_0006855_6	pgsA//chbF//purA//rhaM//frdA//fcl//hemA//rluA//ileS//yagE//cfa//mog//dgcZ//lpoA//
go_0006857_7	maeA//cobC//otsB//
go_0006863_7	menE//
go_0006865_6	pcm//yciA//cynT//fabD//glpB//ubiE//mocA//alkA//aroH//deoB//phnG//nrdD//tatD//hcaF//tsaD//uvrC//frdD//hcaE//murQ//cdh//citG//
go_0006868_7	paaH//
go_0006869_6	tcdA//
go_0006874_8	
go_0006876_8	fkpB//
go_0006878_9	tyrA//
go_0006879_9	dxs//ldtD//
go_0006880_4	argH//bioA//
go_0006882_8	hemG//
go_0006883_8	ubiE//ppc//bfr//
go_0006884_4	
go_0006885_9	rsmC//
go_0006886_5	
go_0006928_3	suhB//
go_0006935_4	gstA//rutC//uidA//ubiG//dcm//
go_0006970_4	tesB//carB//dinB//ilvD//kdsB//tmk//
go_0006972_5	dapF//napC//rhaB//rlmG//gcl//
go_0006974_5	rfbB//lysU//recF//panB//deoC//nrdE//gcd//lgoD//pldB//pheT//hemB//lgoD//azoR//rnpA//nudG//thyA//pabB//tag//gmk//mnmE//ldhA//gpsA//xapA//ilvA//yfaU//yjhG//torZ//lipB//phr//waaC//entA//gcvP//speG//tdcE//mutL//argI//btuE//bioA//asnA//xthA//mrcB//sdaB//ldtB//gcvH//alaS//glk//nrdE//hcaD//torZ//phnP//trpA//spoT//paaC//gmhB//ygjK//ligB//acnA//hemD//tcdA//mcrB//aspA//glpD//prpB//mnmA//hcaE//purL//pgm//lipA//yfbR//fkpB//rpiA//mutH//murB//cdsA//lpxT//yihS//menE//frc//pdeR//cysE//nhoA//mltB//leuA//leuA//eptA//aroE//epd//nanK//proC//ampD//moaE//rhaM//hypB//hyaC//oxc//
go_0006979_4	purD//pykF//ybhA//gloC//mgsA//pepD//mngB//alaS//pagP//rutC//aspC//fklB//betA//tsaE//rutC//ssuD//murQ//argF//rfbB//phnJ//yhdJ//murF//puuD//rutB//folC//uxuA//
go_0006986_5	nirD//
go_0006995_6	phr//queD//
go_0007059_3	metF//hemN//
go_0007062_4	
go_0007155_3	aroA//
go_0007165_3	ubiH//menB//
go_0007234_5	
go_0007584_4	
go_0008033_9	nagK//ada//trmD//wecC//frdB//waaJ//glmU//rsmA//
go_0008104_4	
go_0008152_2	mocA//thiG//serA//trmJ//cobU//yfiC//nrdD//folA//rnpA//yfbR//betA//hyaB//acs//sdaB//narZ//ldcC//waaY//
go_0008156_8	
go_0008219_3	
go_0008272_6	aroL//mhpC//
go_0008295_6	glmM//fadI//purT//
go_0008299_5	putA//
go_0008360_4	menI//uxuA//tdh//ldtB//hyaB//phoA//frmA//mutL//murD//sodC//nrdB//
go_0008610_5	cadA//etk//nadK//hchA//
go_0008615_6	ybjI//bioF//fdhF//sthA//maeA//idi//malZ//
go_0008616_8	pyrG//fadH//yccX//pykF//appA//puuC//
go_0008643_6	nadK//ddlA//hyaB//entB//aceB//tsaD//alsE//adiA//gpmA//arnT//aroG//eptA//tig//nadK//xthA//serS//ssuD//sodB//
go_0008652_5	dapD//polB//speC//metK//dadA//dnaE//hypF//xylB//
go_0008653_5	
go_0008654_5	mraY//rutE//metE//moaD//
go_0009050_6	phoA//dacA//
go_0009052_6	putA//fabA//feaB//napC//glgX//bioH//
go_0009056_3	rbn//
go_0009058_3	garR//nrdF//ppiA//treA//
go_0009060_6	sucC//tktB//alaA//aspC//torC//sufS//frdB//
go_0009061_6	pgaC//trmL//ilvH//aroF//menA//citG//rhaD//lplA//hinT//pdxJ//hyaA//thiH//ulaG//rffH//recG//wecB//glcF//pdeL//queG//wzc//kdsB//
go_0009062_6	speA//
go_0009063_5	otsA//dgcM//coaA//
go_0009070_7	cpdA//
go_0009073_6	tyrS//nrdE//treC//sdhC//rfaE//nanA//ubiI//tyrB//hemC//cof//astC//
go_0009081_5	mtgA//dgoD//
go_0009082_6	truB//mhpD//yfcF//agp//purC//deoB//gloC//
go_0009085_8	fadM//
go_0009086_7	uvrC//yhdH//lysA//ftnA//nanA//
go_0009088_8	aroE//allC//
go_0009089_6	serS//coaA//add//hemG//trpD//rlmM//
go_0009090_8	pgpB//hdhA//waaO//ribC//
go_0009092_7	malZ//
go_0009093_7	
go_0009094_6	thrA//yrfG//dgoA//
go_0009097_7	ubiD//ubiE//mnmA//sad//eno//
go_0009098_7	murC//gnd//carA//rnb//aroE//hdhA//
go_0009099_7	mcrB//glnA//dhaM//truC//pyrH//mnmC//dkgA//
go_0009102_6	dut//udk//leuB//arnB//hcaF//mutH//panD//purT//narG//
go_0009103_6	nfsB//kdgK//gntK//malP//folM//waaJ//glmM//lpxC//gshA//
go_0009106_5	fdhF//
go_0009107_6	eno//cpsG//
go_0009108_6	deoD//
go_0009116_5	astB//folE//
go_0009142_7	ycjU//
go_0009143_7	bglA//
go_0009152_8	asnS//
go_0009157_8	ssuE//
go_0009166_7	pyrB//uvrC//
go_0009168_9	rrrD//
go_0009220_8	pflB//yjjX//
go_0009224_9	thiM//
go_0009226_6	hisB//tdcD//
go_0009228_7	nagZ//ispA//fcl//ldcA//ispB//garD//narZ//ycjU//sodB//
go_0009229_6	allD//rdgB//
go_0009231_6	betB//ssuD//dusB//waaZ//hdhA//fklB//nemA//
go_0009234_7	ansA//paaK//phr//pdxJ//rnt//deoB//dgkA//ampD//malQ//
go_0009236_6	cpdA//aceA//hemB//katG//guaD//apaH//
go_0009237_4	mltD//alaS//
go_0009239_6	gpt//rihB//hisB//recF//glcF//gudD//lysC//lpxT//
go_0009240_6	nrfB//
go_0009242_6	cysI//dacA//trpC//fbp//paaG//ribE//kdgK//ydiB//
go_0009243_7	hyaC//
go_0009244_7	yciA//aes//slyD//uvrB//uxuA//gnd//dusB//rluD//proS//deoC//cysE//wzb//glmU//galT//argG//lsrG//allC//acnB//pcm//alaA//aspS//moaA//
go_0009245_6	ygjK//cyaA//ftnA//nagK//miaB//nadB//lipA//dcm//lpoA//
go_0009246_6	nrfA//pdeH//ycaO//ubiH//waaF//ahr//
go_0009249_6	feaB//gabD//roxA//
go_0009250_7	
go_0009251_7	gatY//
go_0009252_7	kbaZ//rsmB//ilvC//fbaA//thiG//yagE//nudF//malS//tmcA//mtn//ileS//rph//murG//ahpC//cysG//acnB//gutQ//maeA//dusC//fumB//hemE//insI-1//cysS//xapA//sdaB//
go_0009253_8	yfeW//mug//murD//rrrD//yhdH//rhaB//yihU//nadC//pldB//ackA//
go_0009254_8	gstB//agp//tktA//dmsB//metF//rsmC//mltD//murQ//moaE//menB//pdxA//
go_0009257_8	garR//cysK//murB//alkB//
go_0009263_6	yfaU//ychF//
go_0009264_6	glgA//lpxB//
go_0009265_7	waaZ//
go_0009266_4	torY//dacC//purF//ulaF//argH//umpH//
go_0009267_5	hemC//tsaD//
go_0009268_4	waaC//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	murG//
go_0009297_6	
go_0009298_7	ampH//spoT//wzc//
go_0009305_7	pbpC//
go_0009306_4	
go_0009311_5	
go_0009314_4	rluC//idnK//folX//yihT//menA//gnd//pphA//rsmG//luxS//rffG//glyA//puuA//ynfF//thrC//yjhG//narV//aphA//
go_0009372_5	gloA//yfaU//speC//
go_0009396_6	hpt//aspA//
go_0009398_7	paaE//
go_0009401_7	fcl//nudF//aes//trpA//phnO//ulaD//hflX//paaJ//rihB//dxs//yagE//kdsD//paoC//puuA//gpp//pinE//ttdA//ubiX//rsmI//waaY//
go_0009403_5	
go_0009405_4	
go_0009407_3	argB//
go_0009408_4	cmoB//nirB//entC//cof//hemA//hcaC//adhE//pdeF//abgB//aroH//lsrK//cadA//ulaE//ppk//gabT//yjjG//glyS//ascB//ascB//mnmE//ldcA//poxB//gcvT//aphA//rfaD//mrdA//
go_0009409_4	phr//adk//
go_0009410_4	mhpB//
go_0009411_6	metF//cmoA//alsE//waaQ//rfbB//aroE//fadB//torY//yjcS//
go_0009416_5	hisA//murE//
go_0009423_8	srlD//kbaZ//ruvC//fabH//
go_0009432_5	ribE//mocA//tdcE//moeA//truA//
go_0009435_9	gmk//glnA//aphA//rluB//mdh//
go_0009436_6	plsB//ynfF//gstB//metG//
go_0009437_5	
go_0009438_5	
go_0009440_6	pphA//katG//ispA//
go_0009442_7	sdhA//waaC//citG//fadE//mltB//
go_0009443_5	ddlA//proB//azoR//
go_0009446_6	coaE//luxS//
go_0009447_6	glyS//ascB//mtn//metG//mhpB//dgcT//ldtB//ygjK//
go_0009450_6	gadA//hisH//cdd//cynT//
go_0009451_6	metC//rluD//ansA//tmk//
go_0009593_4	
go_0009597_5	
go_0009636_4	nrdF//cdh//purT//nadK//rutB//
go_0009637_6	
go_0009651_5	
go_0009697_5	ampD//
go_0009758_2	gcvT//
go_0009785_5	
go_0009970_6	lpxH//maeA//clsC//
go_0009972_10	speA//
go_0009992_5	tehB//ushA//thiE//
go_0010033_4	
go_0010038_5	
go_0010039_6	speG//
go_0010041_7	ruvC//katG//
go_0010042_6	sdhD//
go_0010043_6	pabB//pyrC//
go_0010045_6	pfkA//
go_0010106_6	
go_0010124_4	tgt//btuR//hemG//fucA//rsgA//yrfG//frlB//lldD//
go_0010133_7	ubiE//
go_0010139_7	ubiD//
go_0010165_6	narH//rsmF//waaA//folC//yidA//abgB//fadM//thrB//
go_0010212_5	paaG//
go_0010226_6	citC//
go_0010243_5	
go_0010272_6	paaA//
go_0010273_4	narG//selB//tmk//
go_0010312_3	melA//
go_0010332_6	
go_0010350_6	
go_0010438_6	tag//folD//
go_0010447_5	argI//ahr//
go_0010468_6	glgC//
go_0010498_6	aspS//tatD//citC//gapA//
go_0010501_7	plsB//dcd//
go_0010557_7	
go_0010608_7	eda//
go_0010628_7	
go_0010629_7	dacA//
go_0010676_7	
go_0010699_4	prmC//purB//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	lsrG//gntK//pfkA//folM//mrdA//murD//fumC//tig//coaA//
go_0015031_5	thrS//tdcB//rlmC//sucB//lpoA//yagF//epmA//gmhB//
go_0015074_6	
go_0015628_5	
go_0015670_6	pyrC//
go_0015673_9	mhpD//
go_0015675_9	gph//
go_0015679_10	panE//
go_0015682_8	lpoB//
go_0015684_9	gatY//lpxL//yieF//speG//
go_0015685_8	yfiC//ulaE//
go_0015687_7	appA//
go_0015688_6	ahr//pdeR//
go_0015689_8	nadA//
go_0015691_9	oxc//leuB//
go_0015692_8	rlmG//
go_0015693_9	argD//
go_0015696_6	gluQ//
go_0015698_7	fruK//
go_0015699_8	slt//
go_0015700_8	asd//
go_0015706_6	yigL//torZ//uvrA//
go_0015707_6	lsrK//idnD//waaJ//surA//
go_0015709_6	lgoD//
go_0015710_8	araA//trpD//
go_0015712_7	cyaA//
go_0015718_8	cfa//
go_0015721_7	nhoA//paaH//gmhB//
go_0015724_7	gatY//
go_0015726_8	paaK//
go_0015733_7	ldtC//
go_0015734_6	galU//
go_0015736_9	speD//
go_0015739_7	prpB//
go_0015740_9	alaS//birA//gnd//
go_0015741_10	mgsA//chbG//
go_0015747_6	yihX//
go_0015748_6	menH//
go_0015749_7	yegS//trpS//apaH//add//rhaD//phr//aroG//
go_0015751_9	umpG//ycaO//
go_0015752_9	entC//ilvE//
go_0015753_9	umpG//umuD//
go_0015754_9	waaQ//
go_0015755_9	valS//araA//cobU//
go_0015756_9	yieH//hemE//
go_0015757_9	mutH//aphA//cynT//leuA//
go_0015760_8	yigB//
go_0015761_9	add//
go_0015762_9	gcvP//
go_0015764_7	alkA//dapA//speE//
go_0015765_8	polA//astC//
go_0015767_9	nhoA//pgsA//pta//
go_0015768_9	appA//pphA//araD//
go_0015769_9	phr//
go_0015771_9	pdeH//speG//puuE//
go_0015772_7	aphA//clsC//adhP//
go_0015774_7	argK//
go_0015778_7	rnd//
go_0015793_7	nanK//cpsB//
go_0015794_7	purF//purD//
go_0015795_7	pfkA//ndh//
go_0015796_7	aldA//
go_0015797_7	frdD//kbaZ//mnmG//
go_0015803_7	dxs//leuD//upp//
go_0015804_7	uidA//mtlD//
go_0015806_6	roxA//
go_0015807_7	tsaB//nrdA//hyaC//cysI//fes//katE//
go_0015808_8	sucD//cheB//
go_0015809_7	curA//
go_0015810_8	entF//preT//
go_0015811_7	napA//fumC//
go_0015813_6	kdsD//glpK//iaaA//
go_0015814_7	bglB//
go_0015816_6	accC//
go_0015817_7	ligA//tdcG//
go_0015818_7	menC//ldhA//
go_0015820_7	hisH//gloA//lpd//yfdR//pyrF//
go_0015821_7	rlmH//gloC//
go_0015822_7	menB//
go_0015823_7	hcaD//cdd//rutC//mazG//gcd//
go_0015824_7	glgX//lysS//glmS//
go_0015825_8	mnmG//
go_0015826_7	waaQ//fadI//dhaL//
go_0015827_7	yccX//citE//preA//
go_0015828_7	thiH//ubiG//
go_0015829_7	dapD//bioC//ttdA//
go_0015830_7	oxc//
go_0015833_6	pgaB//ltaE//sseA//alkA//dgoA//hemF//carA//hemN//yjhG//dnaE//
go_0015834_7	aldB//paaG//
go_0015835_6	gph//
go_0015836_7	pck//kbaY//
go_0015839_7	gcl//
go_0015846_6	fadK//rnt//
go_0015847_7	lpxM//argA//bglB//dcyD//gpp//
go_0015848_7	chbF//recF//
go_0015851_6	
go_0015853_8	ycaO//glcB//
go_0015856_8	mhpB//
go_0015857_6	entF//fabZ//
go_0015858_7	rdgB//queF//metB//
go_0015860_7	phr//paaZ//
go_0015861_9	sodC//ispF//
go_0015862_9	serS//waaH//
go_0015863_8	leuC//
go_0015864_8	opgE//
go_0015871_6	rffM//adiA//roxA//dgoD//
go_0015878_6	
go_0015879_9	rbsD//
go_0015882_7	suhB//
go_0015886_6	ada//dacA//
go_0015887_7	narY//
go_0015888_6	yihS//
go_0015889_6	cobU//rlmB//rutB//
go_0015891_6	lpxT//
go_0015906_6	ppiA//
