# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	narZ//
go_0006148_9	mltB//
go_0006149_9	fbp//
go_0006150_9	rsmG//
go_0006152_7	argF//tdcB//yajO//gatY//polB//
go_0006154_6	wcaJ//
go_0006161_9	fbp//
go_0006163_6	mcrB//
go_0006164_7	lpcA//fadI//torY//rdgB//
go_0006166_6	fucI//
go_0006168_7	folC//acnB//
go_0006171_9	
go_0006172_9	coaE//
go_0006177_9	ilvH//
go_0006178_7	lipA//
go_0006183_9	tsaC//
go_0006189_10	xdhB//dcyD//
go_0006203_8	mnmE//acs//
go_0006206_6	hemG//cysM//hisI//
go_0006207_8	ybjI//accD//dfp//yigB//tktA//
go_0006208_7	gdhA//fadH//phr//recG//adhE//yfbR//
go_0006209_6	pdxK//
go_0006210_8	sgbH//
go_0006212_6	paaF//ppiA//hemG//hemD//guaA//aroG//hisG//polA//aroG//sucA//
go_0006217_9	surA//
go_0006218_9	pyrB//
go_0006220_6	cpsG//
go_0006221_7	paaE//cysI//fbp//
go_0006222_9	
go_0006225_9	lacZ//
go_0006226_9	phnJ//leuA//
go_0006227_9	ygeX//
go_0006231_9	xapA//
go_0006233_9	fes//
go_0006235_9	ispG//
go_0006241_9	tatD//
go_0006259_5	menA//rne//fucI//
go_0006260_6	gluQ//queG//rlmC//rph//pdxY//fumC//astB//
go_0006261_7	sdaB//yjcS//phnL//
go_0006265_6	yggF//glpD//
go_0006266_6	der//ribC//rlmB//
go_0006267_5	
go_0006268_9	lldD//dfp//
go_0006269_6	umuD//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	nrfB//nrfA//
go_0006281_6	folM//mutY//sufS//queG//citG//lpoB//tmcA//metE//ung//hcaD//pyrF//phr//gldA//cysD//nrdE//lpoB//mutM//
go_0006283_8	
go_0006284_7	betA//gpsA//mltC//frlB//thrS//fbp//
go_0006285_6	gcvP//thrS//dhaL//lacZ//
go_0006288_8	glpC//recO//
go_0006289_7	
go_0006298_7	thrC//pdxJ//pabC//pgsA//
go_0006301_7	
go_0006302_7	kdsB//sucA//
go_0006307_8	ssuE//mnmC//cpsB//fadA//napB//
go_0006308_6	ybcF//tdcB//tadA//argF//
go_0006310_6	mtn//frdB//clsB//yigB//sucD//
go_0006313_4	lpoB//
go_0006351_6	upp//torC//
go_0006352_7	
go_0006353_7	
go_0006354_7	prpD//
go_0006355_7	hyaC//
go_0006357_8	
go_0006364_9	phoA//pheT//nrfB//cmoB//
go_0006378_8	tadA//
go_0006396_7	hemF//aroE//arnA//entH//pfkB//
go_0006397_8	yfbR//
go_0006399_8	lpxC//rsmD//
go_0006400_7	fabI//phnI//yahK//rrrD//frdA//
go_0006401_6	idi//trmH//entF//folX//proS//ilvH//
go_0006402_7	rlmB//speD//rffM//ansA//otsB//galU//rsmF//
go_0006412_6	fklB//ycjU//pgaB//ispF//coaA//
go_0006413_4	pgl//
go_0006414_6	
go_0006415_7	nrfB//rnb//
go_0006417_7	yeiG//citG//
go_0006418_7	thiG//rlmG//adeD//ldcA//mrcB//hemL//mltF//mpaA//lpxC//pgsA//alr//
go_0006419_8	pgpC//
go_0006420_8	ispH//
go_0006421_8	waaZ//
go_0006422_8	glgP//
go_0006423_8	fucK//
go_0006424_8	rbn//dcyD//
go_0006425_8	sdaA//
go_0006427_8	hinT//
go_0006428_8	menB//
go_0006429_8	purF//
go_0006430_8	ispF//hisD//
go_0006431_8	dgoA//
go_0006432_8	ushA//
go_0006433_8	arsC//
go_0006434_8	fadA//
go_0006435_8	hinT//
go_0006436_8	cysK//
go_0006437_8	fre//
go_0006438_8	purL//
go_0006448_8	
go_0006450_4	tktA//paoC//pabA//paaE//pgpA//nrfC//
go_0006457_3	cyoE//waaA//dld//waaF//suhB//rlmE//nadE//
go_0006458_4	
go_0006464_6	dkgA//malQ//gntK//maeA//rnpA//sgbH//dut//murC//
go_0006465_6	mltB//argC//rsmH//
go_0006468_7	pheT//
go_0006470_7	galK//paaA//leuA//asnS//folC//
go_0006473_8	clsB//
go_0006474_6	gltD//sdhD//ftnA//
go_0006476_8	cmoA//
go_0006479_5	pdxY//tsaB//ravA//fucK//ribA//malY//
go_0006486_5	hisS//
go_0006490_5	arnT//
go_0006508_5	ppsA//ansB//rlmI//alaA//phnH//recJ//pgaC//ubiE//uxaB//rpiA//yqaB//wecC//pfkA//yqhD//tdcE//fadK//fbaA//uxuB//murE//clsA//yfbR//rlmL//menI//dadA//rlmJ//glcB//tdcD//pagP//umpG//ychF//luxS//purD//waaA//
go_0006515_7	cpsB//queF//pdeH//selA//dgcT//tsaD//gpp//
go_0006517_6	sucA//asnS//
go_0006518_5	mutT//murA//
go_0006523_8	eutD//metH//
go_0006524_8	
go_0006526_8	galU//apt//lpxD//ppiA//cmoB//rnpA//ligA//
go_0006527_8	yqhD//hisA//phnO//paaK//atoB//
go_0006529_7	alaS//der//
go_0006530_7	fadJ//fumA//hisB//fadM//
go_0006531_7	kdsB//
go_0006532_8	ruvA//mazG//yihS//
go_0006535_8	arsC//sdaA//cobU//
go_0006537_8	aroH//
go_0006538_8	cobS//sgbE//
go_0006541_7	ldcA//ddlB//adhP//paaH//menF//
go_0006542_8	alaA//deoB//
go_0006543_8	
go_0006545_6	waaC//
go_0006546_6	rutC//gmd//pgpA//
go_0006554_8	ilvN//menI//leuC//
go_0006556_5	pdxK//
go_0006559_6	malY//
go_0006561_6	lyxK//argI//
go_0006563_7	dacC//
go_0006564_8	tktB//nadB//dmsA//hflX//
go_0006565_8	ispG//pldB//opgB//dapB//waaA//
go_0006566_7	ubiI//
go_0006567_8	mog//rlmM//speE//bioD//citG//rdgB//tmcA//
go_0006569_7	acpS//
go_0006571_7	thiC//bglB//
go_0006593_7	nadA//
go_0006598_8	moaA//rutE//napA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	umuC//garL//
go_0006631_5	lpxH//yfdR//oxc//pck//katE//
go_0006633_6	sdhA//malQ//dxr//orn//lpxD//glgP//galM//tesB//alsK//trmJ//gltD//
go_0006635_6	rluD//ldcC//tdk//glgA//puuE//uvrC//gudD//tktA//entH//gabT//nirB//thiL//
go_0006636_7	
go_0006637_5	mutM//cfa//eutD//mhpD//lpxK//
go_0006646_7	
go_0006650_6	
go_0006654_7	gcd//
go_0006655_7	dgoK//waaQ//
go_0006725_4	ldhA//
go_0006729_6	wecB//eda//
go_0006730_4	fbaA//puuB//lpxD//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	ilvN//sdhD//pheS//glcF//pdxH//tyrB//murG//trmO//recF//accD//eutB//fucA//
go_0006749_5	leuC//yfbR//
go_0006750_6	adeD//pgm//
go_0006751_6	entE//
go_0006757_5	pdxA//
go_0006760_5	trmI//
go_0006761_7	acnB//
go_0006771_5	pheA//
go_0006772_6	ung//pdeL//
go_0006777_5	lpxL//pncB//napC//ligA//fumA//
go_0006779_6	glk//yghU//rph//xylB//glk//
go_0006780_7	kbaZ//
go_0006782_7	acnA//paaJ//caiD//plsB//
go_0006783_5	ycaO//dnaQ//mhpC//tesB//rluB//rsmD//narY//
go_0006790_4	ldtD//eutD//folM//yggF//rlmC//selD//mog//yfcG//fumA//dosP//
go_0006791_2	ravA//ubiC//gpt//
go_0006793_4	dgcM//thiH//
go_0006798_5	ampH//
go_0006799_5	serS//
go_0006801_5	gloB//fklB//glgX//
go_0006805_4	waaG//hisG//mak//mltB//
go_0006807_3	acnA//yciA//waaJ//
go_0006808_4	rfbD//
go_0006810_4	xthA//pabB//citX//hisH//tmcA//deoD//pgaC//lpd//waaB//ilvE//hemN//pta//fbp//sgbE//umuD//thrA//yghU//gatZ//ligB//hisG//sodA//etk//mutM//frlC//rsmD//pdeR//sdaA//yciA//polA//eutB//nirB//ldtA//dusC//thrC//dgoD//sdaA//bioF//miaA//torY//astC//cobB//yfeX//paaF//dgcM//glnA//hchA//purL//hisA//cobU//waaF//def//dam//argE//proA//rluC//mltD//ackA//mhpB//codA//glyS//gmhB//dxs//gmd//rpiA//lipB//kdgK//yjhG//yfcF//guaD//menF//queC//recG//fadK//dkgA//adk//rluD//ybhA//
go_0006811_5	ubiX//codA//pta//serB//lysS//pgm//trmD//purU//mepS//aroL//yqjH//
go_0006812_6	fumB//glgB//
go_0006813_8	dhaM//hmp//wzb//hflX//rsmB//kdgK//sucC//mhpA//
go_0006814_8	sucC//fadJ//rbn//mobA//
go_0006817_8	nemA//
go_0006820_6	uxaC//lpoB//fucK//phnG//napC//
go_0006821_8	sdhD//
go_0006824_8	ubiI//insI-1//hycB//metE//
go_0006825_9	dcd//
go_0006826_9	entA//
go_0006828_9	ldcA//
go_0006829_9	thiH//bcsA//gmk//narH//dacA//
go_0006833_6	
go_0006835_8	xthA//glgC//
go_0006847_8	recJ//
go_0006855_6	gloC//adk//pta//glgX//gcvP//pta//umpG//leuC//uxuB//thiM//katE//pfkA//fadD//fbaA//
go_0006857_7	ftnA//btuR//amiD//
go_0006863_7	sucC//
go_0006865_6	selA//gpmA//mutS//guaD//solA//waaO//ulaE//ravA//rhaD//opgB//betB//napB//cadA//mutS//paaF//purC//yegS//kdsD//ilvM//purT//rfaE//
go_0006868_7	adhP//
go_0006869_6	patZ//
go_0006874_8	
go_0006876_8	yqhD//
go_0006878_9	rpe//
go_0006879_9	accB//amyA//
go_0006880_4	uxaA//idnD//
go_0006882_8	prs//
go_0006883_8	otsB//menI//metE//
go_0006884_4	
go_0006885_9	paaA//
go_0006886_5	
go_0006928_3	cysE//
go_0006935_4	rfaD//yjjG//rimK//pdeH//selB//
go_0006970_4	sodC//yieH//aceF//argA//mobA//tatD//
go_0006972_5	hchA//argB//melA//nrfD//yihV//
go_0006974_5	aspC//tmk//mmuM//malY//rffH//uxaB//alsK//aspC//deoB//trmI//purL//lipA//sseA//fes//rnpA//selA//trpS//glcF//solA//hcaC//hypB//hisI//iscS//panB//arnA//frlB//guaA//fadJ//serA//tehB//rdgB//rluF//hisH//ackA//accB//argD//frmB//nrfB//ispA//tcdA//thiH//hemF//serC//dnaE//murF//arnB//ppc//rutC//gatD//menE//mog//recF//moeA//waaB//mhpC//sdhD//fabZ//alr//tktB//hcaF//wecC//pcm//ahpC//accC//trpD//fruK//thrS//purB//gapA//cysG//fabB//frdD//der//dadA//cadA//mltB//speB//hflX//menC//uvrC//yciA//mcrB//nrdF//rhaB//ldtE//trmJ//hemB//mepS//rpiB//paaG//glgB//ybjI//rutD//fdhF//yegS//
go_0006979_4	selD//dadA//recO//fabB//roxA//fabA//wcaJ//surA//aroH//eptC//tag//glpK//etk//nadC//rlmE//fabH//paoC//citX//sdhA//dusC//yagE//ligA//ubiI//rsmJ//bcsA//ispU//
go_0006986_5	sufS//
go_0006995_6	nrfC//wzc//
go_0007059_3	aroG//cysI//
go_0007062_4	
go_0007155_3	hemC//
go_0007165_3	tktB//paaJ//
go_0007234_5	
go_0007584_4	
go_0008033_9	purF//xdhB//deoB//atoB//rrrD//mnaT//abgB//preT//
go_0008104_4	
go_0008152_2	glxR//gpmA//fkpB//yjhH//rsmJ//yidA//allB//pgaC//cpsB//glpD//sthA//suhB//dgoD//fabD//recG//rutA//bioH//
go_0008156_8	
go_0008219_3	
go_0008272_6	fabH//ulaF//
go_0008295_6	dfp//aroG//pdxA//
go_0008299_5	dgcT//
go_0008360_4	rnpA//ubiF//orn//fbp//garR//trpB//sgbE//ilvH//phnL//patZ//astC//
go_0008610_5	ubiG//aspC//uxuB//ppsA//
go_0008615_6	deoB//recR//dhaM//solA//rhaM//pykF//citG//
go_0008616_8	cmoB//uvrC//tilS//abgA//astB//truD//
go_0008643_6	queG//dhaK//rne//yfdR//gltX//glk//hypB//lysU//eno//rlmE//rlmF//waaY//kdsD//ogt//rluA//entF//lpoA//ligB//
go_0008652_5	puuD//rluB//aroC//rsmC//waaB//yhdJ//gpt//ynfF//
go_0008653_5	
go_0008654_5	pgaD//fadJ//yeaE//leuA//
go_0009050_6	alaA//cysC//
go_0009052_6	tnaA//patA//dusB//yihX//gabT//nagB//
go_0009056_3	pgaC//
go_0009058_3	tdcD//pnp//uvrC//serC//
go_0009060_6	dusB//clsB//yigL//paaH//solA//dmlA//rihA//
go_0009061_6	frdA//mutH//ddlA//paaG//pfkB//dacA//garL//yciV//fumA//pdeF//psuG//ppk//hchA//fucA//mcrA//dgoA//aroF//alsE//slyD//cmoA//aroF//
go_0009062_6	fabH//
go_0009063_5	narH//thiD//moaD//
go_0009070_7	curA//
go_0009073_6	ugd//ung//katG//dut//menI//nhoA//tesB//recG//umuC//add//argC//
go_0009081_5	lsrG//purT//
go_0009082_6	dgkA//ydiF//upp//ydiB//arnA//ftsI//yajO//
go_0009085_8	phr//
go_0009086_7	pgpB//amyA//ldtC//patD//ltaE//
go_0009088_8	lgoD//etk//
go_0009089_6	pncB//accB//ddlA//gmd//aroK//mnmA//
go_0009090_8	lpxL//yfeW//uxuA//rutC//
go_0009092_7	tmk//
go_0009093_7	
go_0009094_6	mnaT//dhaM//rfaD//
go_0009097_7	lldD//suhB//yggF//phnJ//lpxK//
go_0009098_7	glmU//ulaF//eda//dgoK//tktB//cysN//
go_0009099_7	malY//lpxK//moeA//ispF//mepS//entA//murQ//
go_0009102_6	gph//queC//queF//ansB//nudB//citE//maeA//rihB//moeB//
go_0009103_6	lysS//hemG//puuD//mtn//lysC//cpsB//glpD//trpC//recG//
go_0009106_5	asnB//
go_0009107_6	adk//sucD//
go_0009108_6	slt//
go_0009116_5	yihV//uxaC//
go_0009142_7	rffC//
go_0009143_7	glcB//
go_0009152_8	puuB//
go_0009157_8	accA//
go_0009166_7	galK//phnG//
go_0009168_9	asnS//
go_0009220_8	adeD//rbn//
go_0009224_9	proS//
go_0009226_6	rnb//lgoD//
go_0009228_7	fabG//pdxK//suhB//dcm//lpxK//nfsB//kdgK//nhoA//pabC//
go_0009229_6	arnA//preT//
go_0009231_6	ppk//glyA//pyrB//gshA//torZ//folC//metG//
go_0009234_7	glnS//proA//slt//paaZ//hcaD//tyrB//queD//purU//pdeH//
go_0009236_6	hemF//rutE//tsaE//lacZ//uxuA//ahr//
go_0009237_4	ribD//gatY//
go_0009239_6	rsuA//cobB//yahK//panD//acpH//panC//leuS//bglB//
go_0009240_6	moaD//
go_0009242_6	ubiX//tktB//dapF//menH//ttdA//cadA//etp//nrfC//
go_0009243_7	thrA//
go_0009244_7	malP//selA//chbF//folE//frmB//rsmC//argK//edd//sucD//mutM//gcl//gntK//ubiI//bglA//alr//recO//spoT//tnaA//kdgK//uidA//gabT//thiG//
go_0009245_6	insI-1//ushA//ubiA//rlmE//ubiD//ydiO//gmk//miaB//yagE//
go_0009246_6	waaH//mhpC//gltB//ampH//waaC//mngB//
go_0009249_6	ribB//gatZ//queG//
go_0009250_7	
go_0009251_7	rsmC//
go_0009252_7	mutT//hisF//sseA//maeA//prs//argI//glyS//cmoB//epmB//alaS//pgl//fadK//ybjI//yfeX//ispG//nanE//waaU//araB//yjiA//glk//nudF//ynfF//metL//ilvC//ycjU//
go_0009253_8	ilvC//miaA//caiD//narI//ftsI//cdsA//gstA//deoB//acpT//hcaC//
go_0009254_8	amyA//paaZ//menE//pgsA//sodC//galK//mnmC//mmuM//panD//cmoA//udk//
go_0009257_8	bioB//queF//glgB//guaD//
go_0009263_6	rdgB//curA//
go_0009264_6	pykF//acpS//
go_0009265_7	speF//
go_0009266_4	ligA//rlmF//patA//yfbR//pfkA//ampH//
go_0009267_5	bglB//ybiV//
go_0009268_4	alkB//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	ddlA//
go_0009297_6	
go_0009298_7	hcaC//aroF//yfeX//
go_0009305_7	tesB//
go_0009306_4	
go_0009311_5	
go_0009314_4	kdsD//mutM//recJ//bioF//tyrS//narG//yegS//suhB//ilvB//pgsA//mog//garD//guaC//hemH//nrfA//torY//ydfG//
go_0009372_5	adk//dusB//cmoA//
go_0009396_6	entF//pykA//
go_0009398_7	pdeR//
go_0009401_7	codA//yciA//btuE//zwf//nanK//gabT//cmoA//ybhA//lsrK//dsdA//murI//der//mobA//eutD//cmoA//fumB//thiL//cmk//rnt//pabC//
go_0009403_5	
go_0009405_4	
go_0009407_3	waaO//
go_0009408_4	cobS//recO//aspC//pyrE//rutE//waaO//glpD//mtlD//nrdD//ygjK//tag//gmhB//fbaA//preA//thiH//mazG//ahr//garD//puuB//fadI//adiA//gltB//fkpB//yahK//pncB//fdhF//
go_0009409_4	pfkB//suhB//
go_0009410_4	gntK//
go_0009411_6	paaJ//torA//fadK//xylB//torC//oxc//aphA//speF//patZ//
go_0009416_5	sucC//dapD//
go_0009423_8	asd//nudG//idnO//trpD//
go_0009432_5	folC//lpxL//serS//trmJ//tatD//
go_0009435_9	rsmD//ybcF//adk//ruvA//folA//
go_0009436_6	waaF//queA//citE//proS//
go_0009437_5	
go_0009438_5	
go_0009440_6	pgm//rsuA//lpxC//
go_0009442_7	mepS//rbsK//argE//allB//speF//
go_0009443_5	arsC//mraY//ppk//
go_0009446_6	gpmM//azoR//
go_0009447_6	proS//kdsD//sbcB//metB//gudD//yahK//pepD//narY//
go_0009450_6	tyrB//uxaA//menB//agp//
go_0009451_6	ldcA//nagK//murA//icd//
go_0009593_4	
go_0009597_5	
go_0009636_4	lsrG//kduI//ppx//gluQ//yihV//
go_0009637_6	
go_0009651_5	
go_0009697_5	rsmH//
go_0009758_2	rnb//
go_0009785_5	
go_0009970_6	pdeL//yhdH//pgpC//
go_0009972_10	fumA//
go_0009992_5	nagB//pdxY//nfsB//
go_0010033_4	
go_0010038_5	
go_0010039_6	slt//
go_0010041_7	yjjG//acnA//
go_0010042_6	dacC//
go_0010043_6	tag//upp//
go_0010045_6	iscS//
go_0010106_6	
go_0010124_4	speE//paaJ//betA//hyaB//ubiA//prpC//mnmE//pldB//
go_0010133_7	eptC//
go_0010139_7	ahpC//
go_0010165_6	argF//ldtB//argE//gmk//cobC//yfbR//rffT//yidA//
go_0010212_5	cadA//
go_0010226_6	hmp//
go_0010243_5	
go_0010272_6	dgcT//
go_0010273_4	nrdB//dacD//mnmE//
go_0010312_3	kdsC//
go_0010332_6	
go_0010350_6	
go_0010438_6	phnH//paaK//
go_0010447_5	cmoB//pabC//
go_0010468_6	dam//
go_0010498_6	maa//waaS//phnM//narZ//
go_0010501_7	fes//cheR//
go_0010557_7	
go_0010608_7	malQ//
go_0010628_7	
go_0010629_7	prmB//
go_0010676_7	
go_0010699_4	yeaG//sucD//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	dcd//dmsB//maa//yjhH//acpH//argG//mtgA//upp//guaA//
go_0015031_5	sucC//dam//sgbE//mog//ampD//rluE//plsC//purD//
go_0015074_6	
go_0015628_5	
go_0015670_6	pgaB//
go_0015673_9	aroF//
go_0015675_9	tktA//
go_0015679_10	rluA//
go_0015682_8	napC//
go_0015684_9	tmk//recG//metB//hemN//
go_0015685_8	mog//glgB//
go_0015687_7	thiI//
go_0015688_6	trmD//hemB//
go_0015689_8	tmcA//
go_0015691_9	dgcZ//mltF//
go_0015692_8	glnA//
go_0015693_9	sdhD//
go_0015696_6	ahpC//
go_0015698_7	uvrB//
go_0015699_8	uvrB//
go_0015700_8	gpp//
go_0015706_6	panC//paaB//rfbD//
go_0015707_6	aroB//umpG//uxuB//cobS//
go_0015709_6	surA//
go_0015710_8	arsC//hyaA//
go_0015712_7	malQ//
go_0015718_8	bglB//
go_0015721_7	yfcG//queG//purU//
go_0015724_7	dapD//
go_0015726_8	cpdA//
go_0015733_7	cadA//
go_0015734_6	ppiA//
go_0015736_9	otsA//
go_0015739_7	lpxP//
go_0015740_9	agp//deoD//rhaB//
go_0015741_10	rffG//entD//
go_0015747_6	lpcA//
go_0015748_6	clsB//
go_0015749_7	ppiA//pdeL//argG//coaA//queG//ychF//psuG//
go_0015751_9	trmO//rlmE//
go_0015752_9	plsC//hemN//
go_0015753_9	rph//rrrD//
go_0015754_9	mgsA//
go_0015755_9	menC//bioD//ubiX//
go_0015756_9	yjjG//avtA//
go_0015757_9	ispA//leuB//gcvP//panD//
go_0015760_8	hyaC//
go_0015761_9	hypB//
go_0015762_9	lpxD//
go_0015764_7	scpB//fadI//ychF//
go_0015765_8	kduI//pagP//
go_0015767_9	argG//thrC//coaA//
go_0015768_9	cysE//entA//epmB//
go_0015769_9	psuG//
go_0015771_9	rbn//adhP//metL//
go_0015772_7	dxr//yjhG//rfbB//
go_0015774_7	tadA//
go_0015778_7	sodB//
go_0015793_7	glpB//treF//
go_0015794_7	puuB//fbp//
go_0015795_7	aroC//alaA//
go_0015796_7	gor//
go_0015797_7	glnS//ubiD//torZ//
go_0015803_7	murI//gabT//glgA//
go_0015804_7	tig//moaE//
go_0015806_6	aspC//
go_0015807_7	yjjX//glpB//cmoB//argK//miaA//argS//
go_0015808_8	gloA//glpD//
go_0015809_7	rsmC//
go_0015810_8	nrdB//dkgA//
go_0015811_7	hypF//ascB//
go_0015813_6	ribD//rrrD//aceA//
go_0015814_7	rnt//
go_0015816_6	rhaM//
go_0015817_7	deoA//xylA//
go_0015818_7	uvrB//uxaC//
go_0015820_7	murI//sufS//gmk//trpA//thiD//
go_0015821_7	sucA//menD//
go_0015822_7	thiI//
go_0015823_7	galU//kefF//mnmE//gloC//aceF//
go_0015824_7	pyrG//yfaU//galU//
go_0015825_8	ansB//
go_0015826_7	glgA//ribF//rhaD//
go_0015827_7	abgA//rsmI//spoT//
go_0015828_7	tynA//adiA//
go_0015829_7	alaC//trmJ//argA//
go_0015830_7	rimK//
go_0015833_6	hisF//torA//phr//truC//dinB//ada//sdaA//bioA//waaS//sucA//
go_0015834_7	frc//ugd//
go_0015835_6	mmuM//
go_0015836_7	glcB//mutL//
go_0015839_7	recF//
go_0015846_6	dacC//lpoA//
go_0015847_7	tgt//gstB//yjhH//dnaQ//purA//
go_0015848_7	sdhD//rfaD//
go_0015851_6	
go_0015853_8	entD//yjjG//
go_0015856_8	murC//
go_0015857_6	miaA//frc//
go_0015858_7	folE//glpK//tdcE//
go_0015860_7	dxr//ubiH//
go_0015861_9	mtlD//rluF//
go_0015862_9	ycaO//ansA//
go_0015863_8	rsmF//
go_0015864_8	ispB//
go_0015871_6	yccX//rsmF//pgsA//ldtA//
go_0015878_6	
go_0015879_9	ubiX//
go_0015882_7	allC//
go_0015886_6	cpsB//rlmL//
go_0015887_7	feaB//
go_0015888_6	dbpA//
