# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nudF//
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	dacD//tdh//
go_0006281_6	bioF//ulaG//ulaD//asnB//maa//menD//garR//glpK//birA//menH//gldA//hyaB//dgoA//ansA//kefF//solA//hemE//
go_0006283_8	
go_0006284_7	rlmM//proS//nudB//waaU//ulaE//fumB//
go_0006285_6	phnL//waaF//leuA//tdh//
go_0006288_8	yeaE//mug//
go_0006289_7	
go_0006298_7	yqaB//fbaA//yahK//lsrK//
go_0006301_7	
go_0006302_7	nrdA//fdhF//
go_0006307_8	ruvB//sdhD//yjhG//epmC//tmk//
go_0006308_6	gloA//murE//patA//serA//
go_0006310_6	hypB//cpsB//serS//gstB//cobS//
go_0006313_4	mpaA//
go_0006351_6	wecB//ynfF//
go_0006352_7	
go_0006353_7	
go_0006354_7	uxaC//
go_0006355_7	bglB//
go_0006357_8	
go_0006364_9	malS//pta//aspA//tktB//
go_0006378_8	nadE//
go_0006396_7	coaE//glcD//yghU//asd//gcl//
go_0006397_8	yqaB//
go_0006399_8	sdaA//truD//
go_0006400_7	rlmG//glmM//aldB//ndh//kbaY//
go_0006401_6	torA//ilvB//fau//gloA//frmB//hisB//
go_0006402_7	wzc//mltD//thrA//ispH//mnmE//alkA//rsmD//
go_0006412_6	hyaC//eda//deoB//preA//yeiG//
go_0006413_4	def//
go_0006414_6	
go_0006415_7	gadA//trmI//
go_0006417_7	entH//pepD//
go_0006418_7	waaZ//sbcB//tsaD//ispG//ispA//dnaQ//glnS//guaA//hflX//sucD//purL//
go_0006419_8	trpS//
go_0006420_8	sdhD//
go_0006421_8	ulaG//
go_0006422_8	ileS//
go_0006423_8	nagK//
go_0006424_8	glmM//ravA//
go_0006425_8	menF//
go_0006427_8	lpxP//
go_0006428_8	prpB//
go_0006429_8	rne//
go_0006430_8	ruvA//paaZ//
go_0006431_8	cueO//
go_0006432_8	fes//
go_0006433_8	ssuD//
go_0006434_8	fdhF//
go_0006435_8	asd//
go_0006436_8	torY//
go_0006437_8	fabH//
go_0006438_8	sdhB//
go_0006448_8	
go_0006450_4	murC//ulaF//nudB//nfi//miaB//frdD//
go_0006457_3	miaA//hemL//aroC//ribC//edd//xdhB//treA//
go_0006458_4	
go_0006464_6	pykF//opgB//gabT//mhpD//mltF//nadD//trmO//ushA//
go_0006465_6	nrdA//narY//sthA//
go_0006468_7	mhpB//
go_0006470_7	proB//srlD//bglB//patZ//rfaE//
go_0006473_8	torY//
go_0006474_6	cyaA//rsuA//miaA//
go_0006476_8	rlmF//
go_0006479_5	queG//yjhH//mngB//xylB//frlB//zwf//
go_0006486_5	rsmD//
go_0006490_5	rlmD//
go_0006508_5	mcrA//plsC//bacA//nrdA//fadK//tsaD//lipB//lpxK//aroF//glpK//metH//trmL//thrA//fkpB//gcvH//dadA//metB//gltD//yfiC//sdhB//lpxL//yggF//fadI//nanK//argD//def//nrdA//phnM//menB//ydiB//uxaB//tdh//dxr//
go_0006515_7	rlmC//yigL//glmS//mutY//yfcF//gadA//rluF//
go_0006517_6	aceB//hemH//
go_0006518_5	murC//rph//
go_0006523_8	alsK//yqjH//
go_0006524_8	
go_0006526_8	sdhA//paaF//waaQ//cysE//rbn//tag//nrfC//
go_0006527_8	galE//azoR//hdhA//rsmF//lpxB//
go_0006529_7	thrB//hyi//
go_0006530_7	sodC//idnD//guaA//miaA//
go_0006531_7	mrdA//
go_0006532_8	dld//rlmJ//araA//
go_0006535_8	phr//gltB//nadE//
go_0006537_8	ribC//
go_0006538_8	tgt//nagA//
go_0006541_7	valS//epmA//mngB//patD//epd//
go_0006542_8	paaZ//rnpA//
go_0006543_8	
go_0006545_6	moeA//
go_0006546_6	sufS//nrdD//cysE//
go_0006554_8	slt//uxaA//dld//
go_0006556_5	dsdA//
go_0006559_6	slyD//
go_0006561_6	mtlD//sbcB//
go_0006563_7	glpX//
go_0006564_8	rimK//bioC//yccX//yqhD//
go_0006565_8	caiB//pyrF//sodB//mltB//gpsA//
go_0006566_7	citG//
go_0006567_8	mnmG//hisG//cdsA//dam//fadD//eutB//pyrE//
go_0006569_7	rnd//
go_0006571_7	nemA//rluA//
go_0006593_7	opgE//
go_0006598_8	btuR//dmsA//narG//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	pgk//malY//
go_0006631_5	ydiO//ligB//torY//cdsA//pnp//
go_0006633_6	metE//treC//glpA//lysC//glnA//yghU//yfcG//phnN//aroH//ruvB//dhaM//
go_0006635_6	add//speA//lpxB//panE//sodC//bioH//glyS//nrdF//phnL//mhpA//serC//waaU//
go_0006636_7	
go_0006637_5	tsaD//argD//rluD//glmM//proA//
go_0006646_7	
go_0006650_6	
go_0006654_7	ispA//
go_0006655_7	truD//gltD//
go_0006725_4	argK//
go_0006729_6	trmJ//ybjG//
go_0006730_4	rsmD//pykF//bfr//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	lgoD//tesB//cysI//pdeR//idnO//argS//phnL//pgaC//icd//yeaE//folX//nagK//
go_0006749_5	rhaD//dacC//
go_0006750_6	yqaB//ispF//
go_0006751_6	paaF//
go_0006757_5	hemF//
go_0006760_5	rlmI//
go_0006761_7	gdhA//
go_0006771_5	nhoA//
go_0006772_6	yihX//rpiB//
go_0006777_5	waaS//waaQ//yfeW//metE//folE//
go_0006779_6	gpp//waaB//ydiF//pheT//waaA//
go_0006780_7	rne//
go_0006782_7	citC//pgaD//gatD//fbp//
go_0006783_5	speE//fadD//gstA//mocA//glgX//citG//argS//
go_0006790_4	mnmA//mrdA//luxS//rlmM//umuC//dapF//cysE//phnM//nadC//tyrA//
go_0006791_2	moaD//metC//arnT//
go_0006793_4	curA//rnd//
go_0006798_5	yihU//
go_0006799_5	ubiF//
go_0006801_5	pdxA//valS//cfa//
go_0006805_4	cof//rlmJ//galT//sthA//
go_0006807_3	waaG//mcrA//yjjG//
go_0006808_4	edd//
go_0006810_4	gadB//dmsB//glgA//thiE//pagP//scpC//add//bioA//gabD//oxc//fadI//tynA//tnaA//nadC//patA//tyrA//fabI//acpS//tesB//mcrB//hcp//pgpC//etk//metF//ppx//yqjH//waaY//nrfA//cysI//rffT//rfaE//wrbA//aroD//purL//argC//ascB//otsB//trpA//xthA//rihA//ltaE//fkpA//kdsC//rnb//pabC//abgB//phnM//rlmJ//sdhD//moaD//pgm//glxK//galT//dgoD//dsdA//ushA//fabI//pbpC//tnaA//entH//btuE//tag//xapA//bioD//eno//yihS//cmoB//melA//selA//waaL//galM//etk//uidA//pyrB//nagA//csdA//srlD//
go_0006811_5	rsmF//umuD//curA//glpX//lysS//ileS//gntK//pabB//hyaC//pgaD//aspC//
go_0006812_6	thyA//nfi//
go_0006813_8	dacA//nirB//glcD//plsB//aroA//rluB//ribB//paaZ//
go_0006814_8	nudF//dcyD//paaZ//ilvH//
go_0006817_8	proB//
go_0006820_6	galT//rph//moaA//ygjK//glcE//
go_0006821_8	ubiH//
go_0006824_8	gmk//glnA//folC//surA//
go_0006825_9	eptA//
go_0006826_9	recG//
go_0006828_9	wrbA//
go_0006829_9	dadA//prpC//dmlA//dusB//serC//
go_0006833_6	
go_0006835_8	argA//rlmI//
go_0006847_8	sad//
go_0006855_6	yqjH//srlD//clsC//rlmG//idnO//ascB//napB//ispF//pck//cobT//etk//rbsK//glpD//nrdB//
go_0006857_7	murB//pyrC//uvrA//
go_0006863_7	waaO//
go_0006865_6	paaH//thiL//fabB//ribA//yfdR//truB//rlmL//waaF//yieH//eptB//yfdR//ydiB//sthA//deoD//pdeL//iaaA//metE//glk//ileS//frdA//thiH//
go_0006868_7	rluD//
go_0006869_6	ampH//
go_0006874_8	
go_0006876_8	dgt//
go_0006878_9	gpmM//
go_0006879_9	srlD//ulaG//
go_0006880_4	ubiH//rluD//
go_0006882_8	ldtD//
go_0006883_8	apaH//nagB//mtlD//
go_0006884_4	
go_0006885_9	idnD//
go_0006886_5	
go_0006928_3	ackA//
go_0006935_4	ribC//yjiA//lpxB//ribA//gatZ//
go_0006970_4	mak//nrfC//purA//yagE//dsdA//frdB//
go_0006972_5	gatD//polB//lpd//murA//glyS//
go_0006974_5	umuC//cysC//acpS//yihV//sthA//uvrB//phnO//purA//ubiD//phnP//dapF//ubiD//icd//mutY//chbG//gltX//aes//hisF//lpxP//thrC//sdhD//ilvA//plsC//guaD//paaC//ulaE//insI-2//dxs//gudD//eptC//aroC//agp//rsmB//accD//umpH//trmA//menB//fadI//accB//ychF//mltD//rutD//iscS//glgA//allC//mhpA//ung//dhaL//entF//rluB//sdhC//phnG//idnD//etk//queA//frdB//lldD//pldB//phnP//fabI//coaA//ltaE//pdxK//nudB//yfdR//dacC//dgoD//murF//dcd//alsE//mltA//dkgB//ahpC//aroF//yagF//fucK//mhpB//narH//pabA//hisF//nrfC//pldB//cyoE//udp//tsaC//paoC//rsmD//hisC//iaaA//ribF//fdhF//caiD//phnM//eutB//queC//
go_0006979_4	kdgK//ilvH//pbpC//phnJ//frdA//hemL//fadE//murD//torA//hemG//dusC//etk//dmsA//umuD//entB//mltA//amyA//tsaB//sdhA//dmsB//proB//preA//clsB//pncB//ddlA//relA//
go_0006986_5	eda//
go_0006995_6	mutT//speD//
go_0007059_3	eptC//tdcE//
go_0007062_4	
go_0007155_3	phnH//
go_0007165_3	glnE//yihS//
go_0007234_5	
go_0007584_4	
go_0008033_9	cheB//folE//kdsB//opgE//lpxH//mazG//rutD//queC//
go_0008104_4	
go_0008152_2	aroK//rlmJ//ampD//gstA//arnB//yfeX//alr//metH//sodC//cdsA//fadM//dmsA//aroG//oxc//truD//mltC//frdB//
go_0008156_8	
go_0008219_3	
go_0008272_6	ygeX//rfaE//
go_0008295_6	lpxC//alsK//rsmC//
go_0008299_5	argE//
go_0008360_4	btuE//ilvI//mutL//cobT//phoA//suhB//rsmF//speC//lysC//mnmA//frdC//
go_0008610_5	hcaC//purL//pyrH//metK//
go_0008615_6	sufS//hcp//cynS//maa//glyS//mltB//gpmA//
go_0008616_8	rutE//slt//icd//dgt//fucA//ydfG//
go_0008643_6	tdk//sgbH//apt//tpiA//moeB//speF//cysS//glpC//malQ//cpdB//yfcF//rsmH//ltaE//cmk//ftsI//phr//narZ//asnS//
go_0008652_5	citX//puuE//clsA//alaS//purT//menD//ispF//accD//
go_0008653_5	
go_0008654_5	glk//hcaD//yccX//fadE//
go_0009050_6	hcp//torA//
go_0009052_6	orn//gatD//prpD//purA//wzc//pdxH//
go_0009056_3	tyrB//
go_0009058_3	yjjX//ilvE//ubiA//hcaC//
go_0009060_6	adhP//metG//yfbR//trpS//aspC//kdgK//oxc//
go_0009061_6	xthA//dgt//arnT//yahK//hyaB//mnmE//tilS//pta//opgE//ldtE//rluF//dadA//cadA//mraY//pgaD//sdaA//mltD//yfaU//dgcZ//trmH//cpdB//
go_0009062_6	aroG//
go_0009063_5	glnE//dacD//nhoA//
go_0009070_7	sgbH//
go_0009073_6	btuR//waaU//lplA//dam//cmoB//ybhA//argB//coaD//pphB//mnmG//ilvB//
go_0009081_5	fklB//yfcF//
go_0009082_6	alsE//alaS//mnmC//ndh//fucI//fkpB//rnb//
go_0009085_8	ushA//
go_0009086_7	dsdA//dnaQ//hemA//rsmA//gltB//
go_0009088_8	waaJ//trpA//
go_0009089_6	rutC//fkpB//paaA//garK//kduI//phnG//
go_0009090_8	rsgA//gltD//tmcA//allB//
go_0009092_7	dacC//
go_0009093_7	
go_0009094_6	hemN//frdB//kdsC//
go_0009097_7	gltB//waaZ//garL//miaA//pgpC//
go_0009098_7	gmk//rsmD//trmI//yeiG//nadC//mtgA//
go_0009099_7	nadK//rlmL//idnK//nadK//ogt//nudB//mnaT//
go_0009102_6	accB//alaS//aceB//nadD//nudC//rlmD//pyrF//rbsD//cdsA//
go_0009103_6	amyA//nudB//dld//queG//ilvA//recG//argE//hisG//alaA//
go_0009106_5	lpxC//
go_0009107_6	nudF//trpB//
go_0009108_6	argI//
go_0009116_5	gcvP//guaC//
go_0009142_7	fadE//
go_0009143_7	tyrS//
go_0009152_8	rsmB//
go_0009157_8	hypF//
go_0009166_7	lpxP//btuR//
go_0009168_9	nanA//
go_0009220_8	nhoA//rluC//
go_0009224_9	murI//
go_0009226_6	yfeX//bioF//
go_0009228_7	cdd//yjiA//ravA//yjhG//polB//mdh//moeA//eptB//dmsC//
go_0009229_6	gcvT//bioD//
go_0009231_6	hmp//argD//epmC//rluC//malZ//hemC//menD//
go_0009234_7	pabB//curA//tnaA//ydfG//lysA//lpxD//cfa//ilvD//gltD//
go_0009236_6	glnE//hisI//hyaC//phnL//epmB//nrdE//
go_0009237_4	xylB//cobS//
go_0009239_6	thrC//epmC//nrdA//rhaA//hypF//yagF//uxuB//pabB//
go_0009240_6	phnP//
go_0009242_6	bglX//mutT//dgcZ//gapA//phnM//dhaK//ldtA//opgB//
go_0009243_7	trmJ//
go_0009244_7	nadE//nadB//rlmD//thiI//btuE//lysU//bioH//nadC//glyA//hcaD//pcm//eda//gcl//queC//rhaA//paaF//rlmC//ssuD//hemC//pldB//fabH//hcaD//
go_0009245_6	garR//ynfH//puuC//lpxB//iaaA//sucD//opgE//menE//frdC//
go_0009246_6	hisH//galT//rnt//trpD//dgcZ//gcvH//
go_0009249_6	abgB//paaE//nudC//
go_0009250_7	
go_0009251_7	tdk//
go_0009252_7	galK//phnG//fumB//cysS//nagB//dapF//ribC//sgbE//pabA//ydiF//rsmE//yfcG//sucA//kduD//gatD//gor//cysI//menA//gshB//fau//ssuD//gpt//mutH//sucC//pyrC//
go_0009253_8	paaG//gltB//yihV//entD//torZ//guaB//prmB//tpiA//hycB//glgB//
go_0009254_8	moeA//dkgB//menF//rfaE//abgB//panB//murC//mocA//rbsD//paaB//dgoD//
go_0009257_8	tmcA//rrrD//uxuB//rihC//
go_0009263_6	asd//adk//
go_0009264_6	dacA//roxA//
go_0009265_7	trmI//
go_0009266_4	mtn//cysQ//tnaA//rlmJ//queA//kdsC//
go_0009267_5	gpmM//gudD//
go_0009268_4	ruvA//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	nirB//
go_0009297_6	
go_0009298_7	yfiC//pgl//menC//
go_0009305_7	serB//
go_0009306_4	
go_0009311_5	
go_0009314_4	pyrC//gltB//fklB//aroF//lipA//alkB//hemH//yagE//manA//hemF//cdh//amyA//wrbA//arnB//rfaD//dsdA//dcm//
go_0009372_5	cueO//mhpB//ygjK//
go_0009396_6	gutQ//arsC//
go_0009398_7	mnaT//
go_0009401_7	lpd//dld//dmsB//apaH//hisD//ada//aceB//paaH//lpxL//paaG//gmd//proC//yihX//glyA//argH//pabB//hcaE//trmL//argK//rluA//
go_0009403_5	
go_0009405_4	
go_0009407_3	gmd//
go_0009408_4	epmB//mocA//gntK//pyrF//argB//mtgA//gmk//hemN//rsmJ//frdA//eutB//psd//glmM//bioB//yfdR//treC//puuE//fdhF//nanE//fbp//tsaC//nadB//phnJ//rrrD//narI//mhpD//
go_0009409_4	yciA//carA//
go_0009410_4	ahpC//
go_0009411_6	tdcD//pyrC//epmB//preA//katE//accB//cdsA//thiG//fucO//
go_0009416_5	ileS//araD//
go_0009423_8	rsmB//lpxP//metF//gmd//
go_0009432_5	paaZ//wcaJ//alsK//pgaC//aroA//
go_0009435_9	paoC//nadD//nagA//glmU//otsA//
go_0009436_6	prs//rfbB//leuD//puuA//
go_0009437_5	
go_0009438_5	
go_0009440_6	idnD//puuE//fadB//
go_0009442_7	torY//entA//rfe//cheB//proB//
go_0009443_5	frdA//dmsB//rsgA//
go_0009446_6	ushA//asnA//
go_0009447_6	ahpC//prpD//lipA//yeaG//amyA//idnD//dhaM//galU//
go_0009450_6	lysC//aes//apaH//pdeH//
go_0009451_6	rsmC//serB//hemN//curA//
go_0009593_4	
go_0009597_5	
go_0009636_4	gpsA//frc//panD//aroB//nadD//
go_0009637_6	
go_0009651_5	
go_0009697_5	pyrF//
go_0009758_2	puuC//
go_0009785_5	
go_0009970_6	ribB//ldcA//gluQ//
go_0009972_10	adiA//
go_0009992_5	thiG//ilvC//gcvT//
go_0010033_4	
go_0010038_5	
go_0010039_6	selA//
go_0010041_7	ubiI//nudB//
go_0010042_6	mpaA//
go_0010043_6	puuB//rlmG//
go_0010045_6	glxR//
go_0010106_6	
go_0010124_4	selD//glyS//waaS//glk//speA//carA//trpD//tehB//
go_0010133_7	ushA//
go_0010139_7	arnB//
go_0010165_6	kduD//pcm//clsC//hinT//ligA//oxc//trpB//umpH//
go_0010212_5	nrdD//
go_0010226_6	arnA//
go_0010243_5	
go_0010272_6	hemH//
go_0010273_4	dapD//aldB//hemL//
go_0010312_3	garD//
go_0010332_6	
go_0010350_6	
go_0010438_6	gabD//garD//
go_0010447_5	rihC//mltA//
go_0010468_6	dnaE//
go_0010498_6	purT//fadJ//menD//mltD//
go_0010501_7	caiD//rlmF//
go_0010557_7	
go_0010608_7	nadA//
go_0010628_7	
go_0010629_7	treC//
go_0010676_7	
go_0010699_4	accB//gstB//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	argI//lpxK//mnmG//mutM//fau//queA//aceB//lpxB//argK//
go_0015031_5	lsrG//guaA//paaB//tig//thiC//narH//wrbA//idnK//
go_0015074_6	
go_0015628_5	
go_0015670_6	malQ//
go_0015673_9	adeD//
go_0015675_9	hycB//
go_0015679_10	allB//
go_0015682_8	nadA//
go_0015684_9	mltA//bioF//sufS//rsmD//
go_0015685_8	proC//metG//
go_0015687_7	lpxD//
go_0015688_6	folX//aceA//
go_0015689_8	yigB//
go_0015691_9	mltB//umpH//
go_0015692_8	pyrF//
go_0015693_9	ssuD//
go_0015696_6	csdA//
go_0015698_7	purT//
go_0015699_8	yeiG//
go_0015700_8	entF//
go_0015706_6	talB//ubiA//luxS//
go_0015707_6	asd//glgC//pyrF//pyrC//
go_0015709_6	dgcT//
go_0015710_8	entE//epmC//
go_0015712_7	garR//
go_0015718_8	deoA//
go_0015721_7	accB//nadD//dgoD//
go_0015724_7	ileS//
go_0015726_8	trmI//
go_0015733_7	xdhB//
go_0015734_6	truB//
go_0015736_9	rluA//
go_0015739_7	fau//
go_0015740_9	kbaZ//queC//cpdB//
go_0015741_10	hemH//ssuE//
go_0015747_6	dxr//
go_0015748_6	yhdJ//
go_0015749_7	dam//scpB//guaC//gpmM//fabI//glmU//nemA//
go_0015751_9	acnB//argE//
go_0015752_9	dxs//sdaB//
go_0015753_9	galE//mrcB//
go_0015754_9	puuC//
go_0015755_9	cdh//pdxJ//miaB//
go_0015756_9	gcvH//relA//
go_0015757_9	nfsB//gudD//phnG//nrfC//
go_0015760_8	pagP//
go_0015761_9	waaS//
go_0015762_9	mazG//
go_0015764_7	maa//gldA//pheA//
go_0015765_8	trpS//yccX//
go_0015767_9	yihT//acpH//speG//
go_0015768_9	adiA//ushA//pyrG//
go_0015769_9	cobT//
go_0015771_9	pabC//selD//yagE//
go_0015772_7	epmA//wrbA//dmsB//
go_0015774_7	gabT//
go_0015778_7	citC//
go_0015793_7	preT//yjiA//
go_0015794_7	truD//hemC//
go_0015795_7	curA//rlmH//
go_0015796_7	ssuD//
go_0015797_7	rdgB//manA//hisF//
go_0015803_7	hisD//nudC//guaC//
go_0015804_7	aspA//deoC//
go_0015806_6	rutD//
go_0015807_7	bioD//rffH//frlC//ydiO//nth//nrfA//
go_0015808_8	ispU//phnL//
go_0015809_7	alaS//
go_0015810_8	insI-2//gadB//
go_0015811_7	dcd//insI-1//
go_0015813_6	yhdH//pdxJ//alkA//
go_0015814_7	tatD//
go_0015816_6	dusB//
go_0015817_7	gpp//cmk//
go_0015818_7	paaZ//torC//
go_0015820_7	argE//hisI//hisD//nagK//nrdF//
go_0015821_7	ispB//allD//
go_0015822_7	nrdA//
go_0015823_7	maeA//tdh//ubiH//def//glcE//
go_0015824_7	dusB//yidA//hisG//
go_0015825_8	cadA//
go_0015826_7	spoT//ilvB//ilvN//
go_0015827_7	fau//tsaC//wecC//
go_0015828_7	yfbR//entC//
go_0015829_7	alaA//hyaB//preA//
go_0015830_7	yjjG//
go_0015833_6	tig//prmB//iaaA//garR//mutS//frlB//astB//ulaD//ligB//aroF//
go_0015834_7	rihC//phnM//
go_0015835_6	dmsB//
go_0015836_7	narY//glnE//
go_0015839_7	serA//
go_0015846_6	ileS//udk//
go_0015847_7	mltC//gcd//ilvE//aroH//fumB//
go_0015848_7	hemE//rpiB//
go_0015851_6	
go_0015853_8	kdsC//hisC//
go_0015856_8	waaO//
go_0015857_6	moeA//fcl//
go_0015858_7	cheB//truA//lsrK//
go_0015860_7	mrdA//rsgA//
go_0015861_9	argG//trmL//
go_0015862_9	mutM//thiG//
go_0015863_8	ushA//
go_0015864_8	rfbD//
go_0015871_6	aroA//ybjG//hemN//allD//
go_0015878_6	
go_0015879_9	cobS//
go_0015882_7	pdxB//
go_0015886_6	fkpA//deoB//
go_0015887_7	glcF//
go_0015888_6	ubiI//
