# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tyrS//
go_0002101_9	ydiB//
go_0002128_7	dut//
go_0002131_9	iscS//
go_0002132_9	menI//
go_0002136_10	astB//
go_0002143_9	ansB//
go_0002181_7	
go_0002184_8	
go_0002188_6	
go_0002192_8	
go_0002937_9	rlmI//
go_0002938_8	recF//
go_0002939_7	hmp//
go_0002943_8	yccX//
go_0002949_8	paaF//codA//preA//
go_0003333_7	sufS//mhpA//otsB//yeaE//ahr//rsmD//speC//hisB//pcm//prpD//hisI//glpX//glcF//
go_0005975_4	sdhA//metH//gloA//alsK//prs//lldD//rfaE//glk//rihA//cdd//thiL//waaQ//fucA//ada//folX//trmO//
go_0005976_5	glpC//
go_0005977_6	purN//
go_0005978_7	dacD//pdxY//tilS//srlD//
go_0005980_7	ssuE//slyD//eda//
go_0005986_7	torZ//
go_0005990_7	slt//
go_0005992_7	trpD//paaH//
go_0005993_7	frc//nadD//nagZ//
go_0005995_7	btuR//
go_0005998_7	patD//
go_0006000_6	dgt//
go_0006001_7	tmk//dgoD//
go_0006002_5	carA//yjcS//mrdA//
go_0006006_6	ldcC//ppc//aroC//argD//pgk//
go_0006007_7	uxaC//ileS//
go_0006011_5	waaF//
go_0006012_6	cmk//
go_0006013_6	entF//
go_0006014_6	slt//
go_0006015_7	ubiH//bioH//
go_0006020_5	yjjX//
go_0006044_7	patZ//
go_0006046_8	azoR//gmhB//
go_0006047_5	metK//pyrC//
go_0006048_6	dcd//ilvN//ruvB//tag//
go_0006053_8	pphA//
go_0006062_8	yciA//
go_0006071_6	bglB//frlB//
go_0006072_6	trpS//
go_0006082_4	aroD//
go_0006083_6	recO//menE//rsmH//
go_0006086_8	fkpB//waaG//
go_0006090_8	recJ//mtgA//mnmC//eutD//queC//hypB//dld//
go_0006094_7	yihT//murD//dam//dosP//alaS//lpxM//lldD//feaB//ndh//
go_0006096_6	tesB//ldcA//hcp//nth//uvrC//ligA//dgcZ//rhaB//pyrE//nhoA//mhpB//rlmB//tcdA//
go_0006097_5	thrB//rpiB//ribD//serB//dacC//
go_0006098_6	fkpB//birA//codA//narZ//galK//
go_0006099_4	ulaD//argK//abgA//yihT//prpB//dgoD//cysG//umpH//napA//mraY//rsmE//garR//rnt//
go_0006103_5	rph//sucA//ppk//torC//
go_0006104_6	selA//
go_0006105_5	frmB//
go_0006106_8	eutD//
go_0006107_8	
go_0006108_8	gdhA//mrdA//selA//purF//
go_0006113_5	rdgB//pinE//
go_0006115_6	hflX//
go_0006124_6	
go_0006144_6	
go_0006145_7	bioC//
go_0006146_8	araB//
go_0006148_9	rihA//
go_0006149_9	nanA//
go_0006150_9	pagP//
go_0006152_7	thiM//pncB//trpC//ldtC//preA//
go_0006154_6	avtA//
go_0006161_9	acnB//
go_0006163_6	glnE//
go_0006164_7	amiD//alkA//ilvE//fkpA//
go_0006166_6	ubiX//
go_0006168_7	speE//recO//
go_0006171_9	
go_0006172_9	phnL//
go_0006177_9	bglA//
go_0006178_7	idnD//
go_0006183_9	hisF//
go_0006189_10	nadC//aldA//
go_0006203_8	kduI//narZ//
go_0006206_6	gntK//glnE//pgpC//
go_0006207_8	yjjX//pagP//speB//menE//nagZ//
go_0006208_7	tdcD//ligA//uvrC//mnmE//nadC//rihC//
go_0006209_6	epmA//
go_0006210_8	arsC//
go_0006212_6	yggF//rlmM//metC//cpdA//glyA//ada//pgaC//tcdA//aroG//prs//
go_0006217_9	hyaC//
go_0006218_9	ftnA//
go_0006220_6	mnmE//
go_0006221_7	fadJ//dgcM//rsmI//
go_0006222_9	
go_0006225_9	glcD//
go_0006226_9	entE//ulaE//
go_0006227_9	btuE//
go_0006231_9	lpxC//
go_0006233_9	tehB//
go_0006235_9	solA//
go_0006241_9	rsmH//
go_0006259_5	glcE//idnK//hisI//
go_0006260_6	cpdA//hemG//upp//cysS//csdA//wcaJ//yfiC//
go_0006261_7	hcaC//speD//betB//
go_0006265_6	gutQ//yfiC//
go_0006266_6	waaF//waaL//cysE//
go_0006267_5	
go_0006268_9	ulaD//rihC//
go_0006269_6	trmD//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	dhaL//mrcB//
go_0006281_6	ruvA//waaH//kdsC//betB//puuD//gmd//rffC//dut//dosP//pykF//umpH//fadB//preT//pdxH//fadA//cpdA//azoR//
go_0006283_8	
go_0006284_7	pagP//lpxD//suhB//clsB//rluE//ynfH//
go_0006285_6	gpt//alsK//hemA//aroH//
go_0006288_8	thrA//rlmH//
go_0006289_7	
go_0006298_7	argH//ulaD//pphB//cpdA//
go_0006301_7	
go_0006302_7	trpB//bioD//
go_0006307_8	waaQ//glpA//argG//paaC//ybhA//
go_0006308_6	xylA//adeD//hypB//pgpB//
go_0006310_6	adhP//cynT//frc//leuS//adhE//
go_0006313_4	scpC//
go_0006351_6	mltD//hypF//
go_0006352_7	
go_0006353_7	
go_0006354_7	tsaE//
go_0006355_7	fbp//
go_0006357_8	
go_0006364_9	rffT//phnJ//pyrD//mltF//
go_0006378_8	folX//
go_0006396_7	ldtE//lpcA//mltB//nagB//rutD//
go_0006397_8	ampH//
go_0006399_8	gldA//ispG//
go_0006400_7	gloC//hflX//pcm//arnT//cheB//
go_0006401_6	gpp//pdeH//appA//glk//rlmC//gcd//
go_0006402_7	opgB//proA//phnP//cysK//dhaM//lpxM//sdhA//
go_0006412_6	acnA//sodC//frdD//rfe//cdd//
go_0006413_4	lacZ//
go_0006414_6	
go_0006415_7	ldcC//yfcF//
go_0006417_7	thrB//rluE//
go_0006418_7	galK//purL//phnI//yegS//cobT//rlmB//pgm//hcaF//xylA//trmA//menB//
go_0006419_8	arnA//
go_0006420_8	yegS//
go_0006421_8	tauD//
go_0006422_8	sucB//
go_0006423_8	adhP//
go_0006424_8	thiI//mhpC//
go_0006425_8	phnP//
go_0006427_8	fes//
go_0006428_8	ilvI//
go_0006429_8	pdxA//
go_0006430_8	mmuM//tdcB//
go_0006431_8	dsdA//
go_0006432_8	hinT//
go_0006433_8	rsmH//
go_0006434_8	mtlD//
go_0006435_8	galE//
go_0006436_8	ansA//
go_0006437_8	dgcT//
go_0006438_8	galK//
go_0006448_8	
go_0006450_4	kdgK//patA//etp//ycjU//nhoA//yjjG//
go_0006457_3	bcsA//trmI//fumB//gabT//pgl//wzc//cmk//
go_0006458_4	
go_0006464_6	mug//aroC//napB//rffT//panB//cdh//asd//speD//
go_0006465_6	paaZ//hisC//fcl//
go_0006468_7	allB//
go_0006470_7	kbaZ//dgt//allD//etk//rsmG//
go_0006473_8	preT//
go_0006474_6	gph//gshA//pgpC//
go_0006476_8	rdgB//
go_0006479_5	torC//yihX//tag//proB//yciA//curA//
go_0006486_5	menB//
go_0006490_5	gutQ//
go_0006508_5	lpxB//murI//hmp//rlmM//mtn//kdsC//lacZ//cfa//mug//speG//gmk//wcaJ//caiD//argH//pyrB//leuD//ynfF//frdD//lpxL//mak//hemH//treC//maeA//rffC//kdsA//paoC//kefF//gabD//rlmJ//suhB//arnT//caiD//nagB//
go_0006515_7	mltB//argE//pepD//nth//fucK//pgsA//pldB//
go_0006517_6	argF//ribB//
go_0006518_5	nth//yjjX//
go_0006523_8	hemC//galT//
go_0006524_8	
go_0006526_8	ppk//mrcB//garK//lpcA//yciA//rsmG//ilvN//
go_0006527_8	dgcZ//lpxP//eptA//rne//dmsC//
go_0006529_7	lacZ//dnaQ//
go_0006530_7	sgbU//glxK//folM//dinB//
go_0006531_7	tmk//
go_0006532_8	dgt//purL//fdhF//
go_0006535_8	ybhA//epmC//ilvD//
go_0006537_8	tilS//
go_0006538_8	wecB//gatY//
go_0006541_7	mltB//gabD//trmH//solA//ilvB//
go_0006542_8	yrfG//hisH//
go_0006543_8	
go_0006545_6	ycaO//
go_0006546_6	pgk//waaQ//paaJ//
go_0006554_8	yajO//pdxK//truB//
go_0006556_5	aes//
go_0006559_6	tnaA//
go_0006561_6	dmsA//slyD//
go_0006563_7	frdB//
go_0006564_8	pfkB//cysQ//pncB//trmH//
go_0006565_8	recO//pphB//dcyD//gph//sucC//
go_0006566_7	ispA//
go_0006567_8	ydiB//gcvH//leuB//rsuA//sbcB//tnaA//fumB//
go_0006569_7	pcm//
go_0006571_7	glgB//purC//
go_0006593_7	rlmM//
go_0006598_8	guaB//dgkA//rlmD//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	argS//gcvT//
go_0006631_5	malZ//uxaC//fumA//rdgB//ulaD//
go_0006633_6	gldA//lpoA//yfdR//avtA//glgX//narV//uidA//slyD//insI-1//tdcG//yghU//
go_0006635_6	panD//nudC//opgB//mltC//nrdB//lsrK//fadM//menH//hisF//ligB//tdcE//nanA//
go_0006636_7	
go_0006637_5	yfdR//puuA//cynT//dsdA//wzb//
go_0006646_7	
go_0006650_6	
go_0006654_7	rlmI//
go_0006655_7	rfe//nudG//
go_0006725_4	hemB//
go_0006729_6	eutB//pyrE//
go_0006730_4	psuG//ribB//panB//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	nirB//ilvC//dbpA//hyi//lpxH//dgcZ//udp//ygeX//argH//acpT//cysQ//ispH//
go_0006749_5	gapA//speG//
go_0006750_6	folC//arnT//
go_0006751_6	dxr//
go_0006757_5	dgoK//
go_0006760_5	arnA//
go_0006761_7	aceB//
go_0006771_5	nudG//
go_0006772_6	dapA//chbG//
go_0006777_5	ppk//truB//rlmL//rfbC//thrB//
go_0006779_6	dusC//hisI//yieF//ppiA//mnmG//
go_0006780_7	argG//
go_0006782_7	menA//murA//insI-1//tynA//
go_0006783_5	proA//gltX//frdB//deoD//maeA//rsmB//fre//
go_0006790_4	fadA//dgt//ddlB//rutC//ilvD//miaA//rfbC//folD//apaH//fumB//
go_0006791_2	cysC//yigB//ndk//
go_0006793_4	lgoD//dnaE//
go_0006798_5	rdgB//
go_0006799_5	dkgB//
go_0006801_5	cobB//adk//trmA//
go_0006805_4	ygjK//gltD//thyA//panD//
go_0006807_3	dbpA//gshB//apt//
go_0006808_4	yihS//
go_0006810_4	dnaE//glnS//ldcC//accB//yqhD//hisH//bglX//betA//ada//nadD//tpiA//fucA//rsmI//tsaB//alkA//glk//mngB//phnG//waaA//codA//aroE//yfiC//nadK//proS//mutL//pyrC//cysS//ybjI//metG//nagZ//frdD//bcsA//gstB//phnP//mocA//glyS//recO//murA//btuR//lipB//sgbU//gabT//ldtB//purT//aroC//arsC//sucA//tehB//lysA//metF//tnaA//mepS//acnA//tatD//atoB//fadB//sodC//yfiC//kbaZ//acnA//alkA//metB//phnM//nadB//cysI//fau//yqhD//ampD//trpC//aceB//gmhB//yjhH//nadB//yagF//allD//ispH//tdcE//
go_0006811_5	cueO//panB//yhdH//lysA//dinB//napA//speE//polB//hemA//patA//rbsK//
go_0006812_6	fkpA//gpt//
go_0006813_8	deoD//sucB//ubiI//nagK//rsmB//ppk//ilvD//argH//
go_0006814_8	alaS//lsrK//acpT//frdB//
go_0006817_8	cheR//
go_0006820_6	galK//purU//patA//yfiC//fucO//
go_0006821_8	pheA//
go_0006824_8	mdh//tmcA//citC//ulaE//
go_0006825_9	allC//
go_0006826_9	nadC//
go_0006828_9	gntK//
go_0006829_9	galT//yeaE//selA//glgA//mltD//
go_0006833_6	
go_0006835_8	tdcB//lsrK//
go_0006847_8	dxr//
go_0006855_6	rsmE//ravA//alsK//ligB//xylB//tig//nth//malP//pflB//fucO//hyaA//otsB//recR//paaJ//
go_0006857_7	speF//lysS//rsmB//
go_0006863_7	mutT//
go_0006865_6	murQ//mobA//gph//cysM//lysS//citX//pyrC//adiA//gabT//eda//leuB//rsgA//frlB//sbcB//lpd//purU//malS//nrfD//ilvE//tnaA//ddlA//
go_0006868_7	gatD//
go_0006869_6	aldB//
go_0006874_8	
go_0006876_8	recR//
go_0006878_9	ssuD//
go_0006879_9	lpxC//pphA//
go_0006880_4	waaJ//thyA//
go_0006882_8	tdcD//
go_0006883_8	eutB//malP//argH//
go_0006884_4	
go_0006885_9	waaL//
go_0006886_5	
go_0006928_3	guaB//
go_0006935_4	galM//paaZ//arnB//sodC//ybjG//
go_0006970_4	fucK//torZ//glk//glcB//rlmI//glcE//
go_0006972_5	acnA//paaH//gdhA//pdeF//coaE//
go_0006974_5	ldtC//tynA//puuA//ndk//prs//fes//ruvC//purT//purU//nth//mrcB//sucB//ribA//alkA//chbF//yrfG//waaU//hisH//bioA//purN//ilvB//sdhB//gnd//glmM//acpH//suhB//glk//cdh//ygjK//argE//mraY//frdC//thiG//dacA//lysC//nrfD//ribB//nfi//tag//feaB//aroL//recR//gcvT//hisH//sdhA//rfaE//yagE//btuE//rsmH//tdcG//nfi//glcB//ygjK//rlmG//yihU//rfe//pyrD//napA//treC//rffH//pdeH//gloB//tsaC//ynfH//metH//hcaF//acnB//sgbE//fadJ//entF//rlmH//deoB//ydiB//murG//mocA//yjjX//phnJ//sdhA//pdxY//cobU//tilS//ydiO//trmH//ymdB//cueO//sodC//epmC//phnJ//purA//napB//iaaA//narG//fumC//rluE//paaH//
go_0006979_4	rlmI//argA//thiI//pdxK//yrfG//cheB//cfa//yfeX//bacA//curA//gcvH//prs//leuD//rihA//selB//opgB//cmoB//aroA//umpG//rsmB//pfkB//trmJ//icd//hcaF//puuD//rnd//
go_0006986_5	trpD//
go_0006995_6	argE//fucA//
go_0007059_3	napB//phnI//
go_0007062_4	
go_0007155_3	ghrB//
go_0007165_3	clsA//pdeL//
go_0007234_5	
go_0007584_4	
go_0008033_9	lpxT//caiD//napB//aceA//napA//pabB//fucA//mnmA//
go_0008104_4	
go_0008152_2	cpdA//gltB//rlmE//proC//panE//dusB//ubiF//ugd//tag//hisB//rluE//asnB//hemG//zwf//citE//clsB//alsK//
go_0008156_8	
go_0008219_3	
go_0008272_6	rlmM//allB//
go_0008295_6	malY//srlD//hyaC//
go_0008299_5	yjcS//
go_0008360_4	mobA//fkpA//yjiA//phnH//mltB//yihX//ndk//gabD//lpxB//eptB//gstB//
go_0008610_5	dhaK//dcm//mutS//mhpC//
go_0008615_6	ruvC//hinT//entE//fklB//hchA//glpK//arnA//
go_0008616_8	wzb//thiM//hemF//tgt//menE//slyD//
go_0008643_6	tsaD//pdxY//pyrC//entF//ilvC//dhaK//kdsB//pdxH//deoA//hemH//ruvC//glmS//ispB//mtlD//gph//hemN//queA//trmO//
go_0008652_5	yqaB//nadC//trpS//purC//metL//add//nrfD//hemG//
go_0008653_5	
go_0008654_5	mobA//rsgA//pheA//fucI//
go_0009050_6	hisC//bglB//
go_0009052_6	wrbA//rnt//sad//ilvD//wecB//mnmC//
go_0009056_3	wecC//
go_0009058_3	murC//glyA//rsmG//moaA//
go_0009060_6	bglB//galK//murD//yidA//uxaC//argC//aroC//
go_0009061_6	cpdA//pbpC//apt//rnb//patZ//astC//ribA//dusB//tag//aroG//puuC//polA//gpmM//purU//malQ//aroH//epmC//paaZ//add//ispB//cobU//
go_0009062_6	menA//
go_0009063_5	speA//ansB//mhpB//
go_0009070_7	alsK//
go_0009073_6	yagF//ldcA//gadB//prmC//fadD//sodC//cobU//prmB//folE//gutQ//citG//
go_0009081_5	pyrE//glmM//
go_0009082_6	yjhH//rbsD//lyxK//fabZ//yigB//yigB//argC//
go_0009085_8	icd//
go_0009086_7	sucC//sdaB//recG//truA//trmI//
go_0009088_8	rlmE//pyrH//
go_0009089_6	citG//phnP//mnmC//trpD//mrcB//idnD//
go_0009090_8	hemF//murF//pdxB//panB//
go_0009092_7	tilS//
go_0009093_7	
go_0009094_6	murG//malP//ycjU//
go_0009097_7	gor//napB//carA//fadB//garD//
go_0009098_7	argS//ndh//miaB//ybjG//lpxD//hyaB//
go_0009099_7	aroD//kduD//mltB//yfeX//rsmI//xdhB//rnb//
go_0009102_6	polA//roxA//rfe//rbsK//nagK//cobU//uvrC//murG//rutA//
go_0009103_6	dkgB//ppx//rnd//galT//tadA//tsaC//frdA//ygeX//tdcG//
go_0009106_5	ilvD//
go_0009107_6	pdxA//speC//
go_0009108_6	ftnA//
go_0009116_5	astC//dkgA//
go_0009142_7	fadD//
go_0009143_7	entH//
go_0009152_8	dhaK//
go_0009157_8	nrdA//
go_0009166_7	rlmM//fes//
go_0009168_9	trmO//
go_0009220_8	gpp//yqaB//
go_0009224_9	sdaB//
go_0009226_6	bglX//ldcA//
go_0009228_7	gstB//ogt//glk//opgB//dgoA//rhaA//eno//thiI//ssuE//
go_0009229_6	nudG//nrdA//
go_0009231_6	eda//argD//sodA//galU//rffC//yeaG//epmB//
go_0009234_7	puuD//fadB//fadE//caiD//murI//caiD//leuC//hisB//mltF//
go_0009236_6	dgcZ//hypF//selD//kdsB//yfcF//menB//
go_0009237_4	idnD//sodB//
go_0009239_6	araB//xylA//leuB//recO//scpC//aroB//acpS//yagF//
go_0009240_6	roxA//
go_0009242_6	dgoK//selA//tcdA//iaaA//yjjX//mtgA//folC//ppiA//
go_0009243_7	scpB//
go_0009244_7	asnS//fkpB//patD//waaF//gcd//speB//recR//sseA//pdxJ//murQ//ulaG//xapA//tehB//ilvD//tilS//rfbD//argK//rpiA//coaA//citX//cobC//mhpA//
go_0009245_6	mhpC//adhP//murE//paaZ//ahpC//lpxD//metG//cof//mutL//
go_0009246_6	serS//waaG//tag//pdxH//leuC//aspS//
go_0009249_6	arnB//ilvN//pyrB//
go_0009250_7	
go_0009251_7	mnmC//
go_0009252_7	rutA//nudB//mltC//tyrA//waaP//ada//yieF//fadM//dapD//rihA//ligA//yfeW//wrbA//argF//menA//aroC//amiD//uxaB//ribF//lpoB//cadA//bioF//malZ//citC//melA//
go_0009253_8	serB//ruvB//fabG//spoT//mmuM//pncB//aspC//hflX//queD//pyrF//
go_0009254_8	ispB//hisI//asnB//slyD//gpsA//nirB//fadH//queG//fucI//pdeL//gpsA//
go_0009257_8	thrB//apt//truC//purT//
go_0009263_6	aceF//menB//
go_0009264_6	ybhA//rihC//
go_0009265_7	pykA//
go_0009266_4	argD//phnP//ulaG//garK//selB//cyoE//
go_0009267_5	fadH//waaF//
go_0009268_4	gmd//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	ilvH//
go_0009297_6	
go_0009298_7	idnD//adk//puuA//
go_0009305_7	yjhH//
go_0009306_4	
go_0009311_5	
go_0009314_4	glgX//lpxP//coaE//tehB//fadJ//glk//proB//yciV//yieH//kbaZ//mutY//zwf//cobC//carA//dapD//aldA//glpC//
go_0009372_5	spoT//hyaC//metB//
go_0009396_6	ilvA//pinE//
go_0009398_7	leuB//
go_0009401_7	alkB//hypB//napC//kduI//waaL//paaJ//torA//mocA//ribB//pdxB//rluF//zwf//asnA//rutD//glyA//prpC//aroK//aspS//gdhA//epd//
go_0009403_5	
go_0009405_4	
go_0009407_3	umuD//
go_0009408_4	ybcF//ssuE//ldtA//ldhA//selB//sbcB//btuE//yfdR//thrA//rffG//lacZ//argB//nadC//argD//betB//ispG//entA//gcvT//dapB//ychF//carA//ahr//phnH//narH//thiM//waaF//
go_0009409_4	sucC//rlmA//
go_0009410_4	glgX//
go_0009411_6	ligB//trmL//paaF//phnJ//rfbC//garD//bioD//ruvB//dapB//
go_0009416_5	coaA//ulaD//
go_0009423_8	mrdA//sad//cpdB//folP//
go_0009432_5	cof//preT//tehB//fabA//tatD//
go_0009435_9	leuA//arnT//paaA//hisG//uvrA//
go_0009436_6	yrfG//carA//rbsD//thyA//
go_0009437_5	
go_0009438_5	
go_0009440_6	dxr//putA//glmU//
go_0009442_7	recO//glpD//cadA//leuS//cysM//
go_0009443_5	cueO//dkgB//trmH//
go_0009446_6	eptC//ampH//
go_0009447_6	truB//hyaC//rluF//rimK//dkgA//ybiV//adhE//entD//
go_0009450_6	panB//tilS//speA//purD//
go_0009451_6	nanA//hmp//ssuE//cpsB//
go_0009593_4	
go_0009597_5	
go_0009636_4	tyrA//rlmH//ulaE//paaK//hflX//
go_0009637_6	
go_0009651_5	
go_0009697_5	rlmG//
go_0009758_2	ruvA//
go_0009785_5	
go_0009970_6	paaB//ileS//nudC//
go_0009972_10	fumB//
go_0009992_5	pdeR//pta//metC//
go_0010033_4	
go_0010038_5	
go_0010039_6	cpsG//
go_0010041_7	pgi//chbG//
go_0010042_6	idnO//
go_0010043_6	trmD//coaA//
go_0010045_6	hchA//
go_0010106_6	
go_0010124_4	folP//glmM//adhE//metE//argG//cysH//mepS//gpp//
go_0010133_7	rffT//
go_0010139_7	folA//
go_0010165_6	hemB//yjjX//glpK//murA//rlmH//nirD//lyxK//napA//
go_0010212_5	mazG//
go_0010226_6	murQ//
go_0010243_5	
go_0010272_6	yjjG//
go_0010273_4	cobT//ybhA//kduD//
go_0010312_3	rnpA//
go_0010332_6	
go_0010350_6	
go_0010438_6	scpC//mgsA//
go_0010447_5	azoR//lpxC//
go_0010468_6	rne//
go_0010498_6	cmk//phnN//tyrS//puuC//
go_0010501_7	nudC//lpxB//
go_0010557_7	
go_0010608_7	sufS//
go_0010628_7	
go_0010629_7	curA//
go_0010676_7	
go_0010699_4	pdeR//eptB//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	clsA//waaB//nanA//pabB//asnA//fucA//guaB//sad//mug//
go_0015031_5	gmk//speE//mhpC//dnaE//abgB//dmsB//rnd//uvrC//
go_0015074_6	
go_0015628_5	
go_0015670_6	pgpA//
go_0015673_9	hcaE//
go_0015675_9	atoB//
go_0015679_10	mog//
go_0015682_8	glk//
go_0015684_9	trmI//cynT//dbpA//prmB//
go_0015685_8	deoD//lacZ//
go_0015687_7	hisI//
go_0015688_6	gpmM//torA//
go_0015689_8	sgbH//
go_0015691_9	ddlB//pdeL//
go_0015692_8	carA//
go_0015693_9	accB//
go_0015696_6	trmD//
go_0015698_7	udp//
go_0015699_8	prmC//
go_0015700_8	pdxY//
go_0015706_6	truB//sgbU//codA//
go_0015707_6	cpdA//trmL//dsdA//katG//
go_0015709_6	paaJ//
go_0015710_8	btuR//cobU//
go_0015712_7	nagB//
go_0015718_8	rhaA//
go_0015721_7	cysM//abgA//ubiI//
go_0015724_7	roxA//
go_0015726_8	pyrF//
go_0015733_7	uxuB//
go_0015734_6	speC//
go_0015736_9	epmA//
go_0015739_7	ispH//
go_0015740_9	glgC//glmM//pcm//
go_0015741_10	rlmH//mpaA//
go_0015747_6	queG//
go_0015748_6	cysH//
go_0015749_7	yjhH//sdhD//paaK//codA//ilvE//paaE//ymdB//
go_0015751_9	rffM//ubiX//
go_0015752_9	galE//idi//
go_0015753_9	frmA//insI-1//
go_0015754_9	phnG//
go_0015755_9	frdD//purU//pyrF//
go_0015756_9	glmM//slt//
go_0015757_9	luxS//frlC//patZ//coaE//
go_0015760_8	aspS//
go_0015761_9	puuD//
go_0015762_9	clsA//
go_0015764_7	katG//gpmA//ppx//
go_0015765_8	glgC//pgsA//
go_0015767_9	sbcB//kefF//patD//
go_0015768_9	cysS//menI//lysS//
go_0015769_9	sdaB//
go_0015771_9	gmd//waaF//ydfG//
go_0015772_7	prmC//fabZ//garL//
go_0015774_7	serB//
go_0015778_7	bglA//
go_0015793_7	yieH//tilS//
go_0015794_7	prmB//argE//
go_0015795_7	spoT//pbpC//
go_0015796_7	murA//
go_0015797_7	rlmL//suhB//gadB//
go_0015803_7	paaG//menI//lpd//
go_0015804_7	cdh//narV//
go_0015806_6	hinT//
go_0015807_7	rihC//galU//cueO//kdgK//aroE//sucA//
go_0015808_8	fucA//wcaJ//
go_0015809_7	valS//
go_0015810_8	dhaL//mnaT//
go_0015811_7	tnaA//speB//
go_0015813_6	arnB//mutT//rsmE//
go_0015814_7	tmcA//
go_0015816_6	wcaJ//
go_0015817_7	lplA//tig//
go_0015818_7	mazG//btuE//
go_0015820_7	miaA//cysK//ppc//ribC//tyrA//
go_0015821_7	waaS//rpiB//
go_0015822_7	malS//
go_0015823_7	garD//treF//phnJ//lpxK//nanA//
go_0015824_7	pdxY//umpG//ynfE//
go_0015825_8	nanE//
go_0015826_7	alsK//waaJ//tdcG//
go_0015827_7	glgA//narZ//umuD//
go_0015828_7	dfp//glpD//
go_0015829_7	slt//ydiB//thiD//
go_0015830_7	lpxM//
go_0015833_6	nrfA//purA//ynfF//ldtD//hisS//aspC//alaC//scpC//sufS//hisH//
go_0015834_7	ndk//menC//
go_0015835_6	mazG//
go_0015836_7	dgt//entF//
go_0015839_7	mog//
go_0015846_6	hemG//lysA//
go_0015847_7	rph//dxs//uxuA//galK//tatD//
go_0015848_7	waaB//yhdJ//
go_0015851_6	
go_0015853_8	trpB//tauD//
go_0015856_8	psd//
go_0015857_6	serB//hemN//
go_0015858_7	trpD//metH//gadB//
go_0015860_7	alkA//orn//
go_0015861_9	wrbA//alaA//
go_0015862_9	tesB//panC//
go_0015863_8	bioF//
go_0015864_8	napC//
go_0015871_6	hcaF//sucB//rluA//metG//
go_0015878_6	
go_0015879_9	ubiX//
go_0015882_7	leuA//
go_0015886_6	ilvI//xthA//
go_0015887_7	rsmH//
go_0015888_6	sodA//
go_0015889_6	ansA//dmsA//tyrB//
go_0015891_6	nudB//
go_0015906_6	sgbU//
