# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	mdh//
go_0006011_5	cysS//
go_0006012_6	rsmE//
go_0006013_6	bioD//
go_0006014_6	ubiA//
go_0006015_7	bioF//cueO//
go_0006020_5	tauD//
go_0006044_7	thiL//
go_0006046_8	entF//mutT//
go_0006047_5	frlC//allD//
go_0006048_6	ynfE//cpdB//kdsD//psd//
go_0006053_8	mutS//
go_0006062_8	panB//
go_0006071_6	cysK//epmA//
go_0006072_6	iscS//
go_0006082_4	selD//
go_0006083_6	nfsB//ygeX//fadB//
go_0006086_8	betB//acpS//
go_0006090_8	tynA//pgsA//argF//fadJ//curA//lpd//pgm//
go_0006094_7	cheB//fbp//lpxB//tdcG//manA//ilvN//tdcB//ulaE//garD//
go_0006096_6	yjhH//accD//pagP//glmU//guaC//luxS//idnD//panB//paaA//lpxM//recF//selD//aes//
go_0006097_5	hcaE//bglA//waaF//malP//glk//
go_0006098_6	gdhA//ddlA//epmB//proC//rph//
go_0006099_4	udp//yrfG//edd//mltF//rpiB//thiE//glnE//pgsA//guaC//aspA//tehB//rnt//waaJ//
go_0006103_5	uxaA//aroB//gpp//chbF//
go_0006104_6	ravA//
go_0006105_5	yciA//
go_0006106_8	fucA//
go_0006107_8	
go_0006108_8	selD//tdcB//glnE//phnP//
go_0006113_5	rsgA//aroH//
go_0006115_6	dnaQ//
go_0006124_6	
go_0006144_6	
go_0006145_7	guaB//
go_0006146_8	insI-1//
go_0006148_9	roxA//
go_0006149_9	pgi//
go_0006150_9	eptC//
go_0006152_7	dmlA//rlmJ//aroF//fabB//etp//
go_0006154_6	nadE//
go_0006161_9	hisS//
go_0006163_6	purB//
go_0006164_7	proA//bioD//patA//fruK//
go_0006166_6	yciA//
go_0006168_7	kdsA//uxuB//
go_0006171_9	
go_0006172_9	gabD//
go_0006177_9	bioA//
go_0006178_7	ubiX//
go_0006183_9	arsC//
go_0006189_10	alaC//ravA//
go_0006203_8	rlmG//moeA//
go_0006206_6	idnO//rsmI//dgoK//
go_0006207_8	tsaC//ttdA//aspA//nadB//gshB//
go_0006208_7	gstA//pdeL//puuB//paaZ//glcD//rsmF//
go_0006209_6	metF//
go_0006210_8	hyaC//
go_0006212_6	rrrD//pyrF//fdhF//recJ//rlmB//dsdA//glgC//nagB//waaH//guaB//
go_0006217_9	adeD//
go_0006218_9	xthA//
go_0006220_6	nrdF//
go_0006221_7	yfdR//treF//sseA//
go_0006222_9	
go_0006225_9	garR//
go_0006226_9	adeD//cysN//
go_0006227_9	torY//
go_0006231_9	waaO//
go_0006233_9	lysC//
go_0006235_9	torA//
go_0006241_9	rlmH//
go_0006259_5	murB//metC//gshB//
go_0006260_6	ileS//uvrC//pgaB//mnmA//sodC//speB//nanA//
go_0006261_7	gcvH//astC//lsrG//
go_0006265_6	yigL//gmk//
go_0006266_6	wrbA//rutA//pdeR//
go_0006267_5	
go_0006268_9	mnaT//accD//
go_0006269_6	yghU//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	waaO//pyrG//
go_0006281_6	astC//polB//glk//cyaA//dfp//dgoA//pfkA//rffH//coaA//psuG//nagB//accA//argA//tdcB//dkgB//garK//waaZ//
go_0006283_8	
go_0006284_7	dut//gluQ//mnmG//dfp//napA//leuS//
go_0006285_6	cysG//glmU//argH//tag//
go_0006288_8	waaY//gshA//
go_0006289_7	
go_0006298_7	paaG//pdxH//rhaB//ligB//
go_0006301_7	
go_0006302_7	coaA//gpt//
go_0006307_8	hemN//garD//ribE//gcvT//hemL//
go_0006308_6	nrfB//waaL//galM//allD//
go_0006310_6	aceB//coaD//pykF//ubiH//tsaC//
go_0006313_4	adeD//
go_0006351_6	dmsA//glgC//
go_0006352_7	
go_0006353_7	
go_0006354_7	menA//
go_0006355_7	waaO//
go_0006357_8	
go_0006364_9	ndh//carA//folM//nrfC//
go_0006378_8	hisG//
go_0006396_7	rsgA//katG//dam//yggF//garR//
go_0006397_8	menA//
go_0006399_8	ygjK//yqjH//
go_0006400_7	tdcG//fau//nudC//accD//upp//
go_0006401_6	lsrK//hcp//ddlA//puuD//thyA//entA//
go_0006402_7	guaA//queF//phnN//miaB//tcdA//opgE//paaC//
go_0006412_6	dacD//leuB//garD//yagF//nrdB//
go_0006413_4	yggF//
go_0006414_6	
go_0006415_7	ldtE//thrB//
go_0006417_7	add//rsmE//
go_0006418_7	glgC//fbp//dnaQ//trmD//gatD//ldtC//rutD//hemL//yjjG//pinE//metC//
go_0006419_8	yihU//
go_0006420_8	aspC//
go_0006421_8	uxuB//
go_0006422_8	solA//
go_0006423_8	yihU//
go_0006424_8	folP//rhaD//
go_0006425_8	rlmL//
go_0006427_8	ogt//
go_0006428_8	ahpC//
go_0006429_8	metE//
go_0006430_8	clsB//glmS//
go_0006431_8	dusC//
go_0006432_8	proS//
go_0006433_8	nanE//
go_0006434_8	manA//
go_0006435_8	yrfG//
go_0006436_8	ldcC//
go_0006437_8	waaH//
go_0006438_8	gshA//
go_0006448_8	
go_0006450_4	ddlB//nemA//dgoK//glpA//maeA//phoA//
go_0006457_3	paaK//sodA//hcaF//gabT//phr//dhaK//mltC//
go_0006458_4	
go_0006464_6	talB//pphB//eutB//ynfH//frlB//rsmC//pykA//yhdH//
go_0006465_6	napC//phoA//rluB//
go_0006468_7	betB//
go_0006470_7	wecC//ada//nanK//pgaC//ilvB//
go_0006473_8	thrB//
go_0006474_6	queD//ftsI//narG//
go_0006476_8	rbsD//
go_0006479_5	galE//rutC//manA//lpd//hmp//recJ//
go_0006486_5	truD//
go_0006490_5	gstA//
go_0006508_5	kdsB//eno//tilS//galK//miaA//glpK//gpmA//gcvP//ppc//dapA//tig//folD//fucA//yieF//yjcS//miaA//bglX//tnaA//mltB//xthA//rrrD//kbaZ//glyA//lacZ//ahr//gloA//dgoD//guaC//cmk//tnaA//nrdD//mltF//glyS//
go_0006515_7	rbsK//hcp//waaJ//rlmB//nfsB//btuE//fadM//
go_0006517_6	mutT//fabI//
go_0006518_5	garR//curA//
go_0006523_8	purD//ilvC//
go_0006524_8	
go_0006526_8	kduD//fadI//alr//paaA//argK//eptA//umpH//
go_0006527_8	pyrB//yihU//rsmB//waaA//pyrD//
go_0006529_7	nagA//xylB//
go_0006530_7	nth//epd//dbpA//rpiA//
go_0006531_7	speA//
go_0006532_8	fkpB//idnO//rhaA//
go_0006535_8	dhaK//nanE//pheT//
go_0006537_8	yieH//
go_0006538_8	roxA//pgsA//
go_0006541_7	rlmA//trmL//dhaM//proB//yfaU//
go_0006542_8	rsmB//nagZ//
go_0006543_8	
go_0006545_6	paaF//
go_0006546_6	asnB//rimK//hyaC//
go_0006554_8	phnG//nagA//ada//
go_0006556_5	hemF//
go_0006559_6	dnaQ//
go_0006561_6	ppsA//metL//
go_0006563_7	frdD//
go_0006564_8	surA//hisB//treF//tmk//
go_0006565_8	dgoK//metL//rfbB//aceB//metF//
go_0006566_7	folE//
go_0006567_8	acnA//entC//rluD//mdh//metC//phnN//carB//
go_0006569_7	dut//
go_0006571_7	tyrB//aes//
go_0006593_7	pyrC//
go_0006598_8	serA//glmS//glpK//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	phnH//gmk//
go_0006631_5	argG//bioD//rsmF//pgaB//pgaB//
go_0006633_6	pdxJ//nrfD//icd//pflB//serB//araB//cmoB//dacA//galM//aphA//insI-2//
go_0006635_6	rsmC//gpmA//truA//hflX//ulaD//trpB//ilvD//folX//thrA//rutC//cobT//nrfB//
go_0006636_7	
go_0006637_5	aphA//dcyD//moeA//menA//dcyD//
go_0006646_7	
go_0006650_6	
go_0006654_7	fadD//
go_0006655_7	sgbE//fucK//
go_0006725_4	narV//
go_0006729_6	ilvM//mrdA//
go_0006730_4	folC//pcm//acpT//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	pta//ydiF//aes//tmk//aroB//thiM//nrdA//uxuB//ligB//fkpA//thiI//tsaE//
go_0006749_5	malP//rsmH//
go_0006750_6	gph//aroF//
go_0006751_6	dgcM//
go_0006757_5	bioD//
go_0006760_5	patZ//
go_0006761_7	aceA//
go_0006771_5	fumC//
go_0006772_6	prpD//entF//
go_0006777_5	dcd//ligA//ogt//yagF//aspS//
go_0006779_6	rdgB//def//yfeX//lysA//rrrD//
go_0006780_7	apt//
go_0006782_7	prs//speA//rbsK//gstA//
go_0006783_5	lgoD//mazG//fkpA//pabC//fucA//hemA//rutE//
go_0006790_4	rutA//nadD//dxs//etp//glyS//tsaB//clsB//serA//glcF//rlmF//
go_0006791_2	accD//fklB//pyrD//
go_0006793_4	serS//rph//
go_0006798_5	glgB//
go_0006799_5	gmk//
go_0006801_5	yqaB//roxA//kduD//
go_0006805_4	suhB//phnI//rsmH//fbaA//
go_0006807_3	acs//rffH//rffH//
go_0006808_4	yeaG//
go_0006810_4	mutL//metH//chbG//kduD//hisC//ddlA//ybiV//rihA//rsmE//plsC//accA//hyaB//hisC//hemH//talB//zwf//ppx//rutC//mutH//feaB//sdaA//dkgB//guaB//cmk//ybjI//sucB//murD//rbsK//adhP//sodB//mnmG//ansA//hdhA//edd//rlmD//fau//moaE//yjjX//yfiC//folD//ldcA//lpoB//pgl//rsgA//appA//napA//moaA//pabB//fcl//proB//glpA//hemN//nadA//argG//xthA//ribA//glpX//serC//lpxK//recR//waaG//ycjU//sgbE//yigL//bglX//paaJ//yciV//pta//paaZ//hisD//entC//tsaD//argI//yccX//rutC//yqjH//fabG//
go_0006811_5	ribF//hcp//betA//gatZ//serA//mltD//moaD//nagZ//hmp//patA//clsB//
go_0006812_6	katG//lpxD//
go_0006813_8	waaQ//hemB//aroE//puuA//pyrC//paoC//waaJ//bioA//
go_0006814_8	cysI//chbG//murG//ulaG//
go_0006817_8	lpd//
go_0006820_6	pheS//yfcG//dmsA//ribF//pheS//
go_0006821_8	thiD//
go_0006824_8	metF//waaQ//mak//gabD//
go_0006825_9	tig//
go_0006826_9	gstA//
go_0006828_9	lyxK//
go_0006829_9	recG//purC//tpiA//edd//eptC//
go_0006833_6	
go_0006835_8	glyA//argB//
go_0006847_8	tyrA//
go_0006855_6	arnA//folA//wrbA//lpxC//hdhA//hypF//napC//valS//abgA//prpC//cheB//udk//recR//ddlB//
go_0006857_7	glcE//mdh//btuE//
go_0006863_7	gabD//
go_0006865_6	ung//waaQ//argS//rffM//fadI//yjcS//cobT//ubiH//cysM//fadE//ndk//icd//araA//rlmD//pdxA//pabA//pgsA//lpxB//gldA//psd//argI//
go_0006868_7	phnM//
go_0006869_6	aldA//
go_0006874_8	
go_0006876_8	ydiF//
go_0006878_9	pheT//
go_0006879_9	hemN//pheT//
go_0006880_4	nhoA//pyrG//
go_0006882_8	amyA//
go_0006883_8	ribF//putA//trpC//
go_0006884_4	
go_0006885_9	fucK//
go_0006886_5	
go_0006928_3	tig//
go_0006935_4	aceB//alsE//ansB//bglB//roxA//
go_0006970_4	dxr//fumA//sucB//ydiF//pdeL//puuD//
go_0006972_5	aroF//entA//trpS//betB//poxB//
go_0006974_5	nth//phnJ//pabB//hyaA//dhaK//acs//yfiC//rrrD//waaC//mnmC//nemA//hisH//acpS//xdhB//dmlA//gatD//rnb//cobB//cmoB//dapA//menA//xthA//phnL//yeaG//fcl//panB//wrbA//yfiC//pdxA//caiB//opgB//pykF//add//adhE//caiD//frmB//nrdE//lacZ//torY//deoD//cysQ//cpsG//dapB//arnB//aldB//yajO//truD//murC//glpX//acs//yieF//purL//araB//thrA//otsA//kdgK//lpcA//yggF//moaE//solA//dhaL//fabB//dcyD//waaY//pphB//trmI//cobS//ruvC//wrbA//pgpB//rnpA//rluB//rsmI//deoB//eptB//murE//cynT//kdsA//alaC//puuD//yahK//rffM//betB//waaY//metF//glpC//carA//clsC//rsmC//cmk//epd//ispH//nrfD//purN//mrcB//
go_0006979_4	eutD//nadA//gutQ//rpe//caiB//rsmC//nirB//edd//hyi//cpdA//purA//trpE//deoB//gph//pta//fbaA//rlmL//insI-2//cysH//psuG//aphA//lpxB//entA//gabD//glmS//btuE//
go_0006986_5	ybiV//
go_0006995_6	rffH//ilvE//
go_0007059_3	hyi//waaS//
go_0007062_4	
go_0007155_3	pdeF//
go_0007165_3	orn//recF//
go_0007234_5	
go_0007584_4	
go_0008033_9	aes//pgpB//mobA//paaZ//udp//avtA//rbsD//ldhA//
go_0008104_4	
go_0008152_2	tsaB//lsrG//mrdA//mutY//thiL//aroK//araB//puuE//psuG//narV//curA//thyA//rihC//gstB//rimK//otsA//ubiD//
go_0008156_8	
go_0008219_3	
go_0008272_6	talB//chbG//
go_0008295_6	moaE//yieF//tyrA//
go_0008299_5	cysG//
go_0008360_4	yigL//mutY//phnN//mltC//fre//adeD//rlmH//aceA//pdxH//lpxD//narG//
go_0008610_5	rrrD//guaA//fkpB//yihS//
go_0008615_6	astB//fre//ppc//aroG//moaA//gpp//ribE//
go_0008616_8	rlmM//hinT//speB//paaB//treC//accA//
go_0008643_6	selB//cdh//waaP//ackA//hypF//nrdF//dbpA//sdhC//chbF//pfkB//deoC//rsmH//rpe//rsmF//trmI//mrdA//prmC//pdeL//
go_0008652_5	waaY//glyS//gloB//uvrB//sthA//fadJ//trmA//recF//
go_0008653_5	
go_0008654_5	clsB//napC//rffG//rsmG//
go_0009050_6	argA//hcaC//
go_0009052_6	guaD//yhdH//dhaL//trpS//rnt//icd//
go_0009056_3	lacZ//
go_0009058_3	bglA//fcl//dfp//purL//
go_0009060_6	btuE//speB//rsgA//cysG//ansB//mepS//thiG//
go_0009061_6	bacA//pgpC//dnaQ//clsB//dcd//aldB//ttdB//gmd//aroE//pgaB//opgB//ghrB//pck//fucK//dxs//dgoA//lpxP//abgB//thrB//ubiX//menH//
go_0009062_6	nadD//
go_0009063_5	cysM//mepS//ribA//
go_0009070_7	agp//
go_0009073_6	entB//entF//cheB//yihU//ilvM//arnB//astB//waaJ//rnt//ycjU//guaA//
go_0009081_5	ansA//dfp//
go_0009082_6	mnmG//argD//tsaD//solA//mnmG//rihA//astC//
go_0009085_8	gloB//
go_0009086_7	gpmM//sucA//rbn//ynfF//waaS//
go_0009088_8	arnB//fadH//
go_0009089_6	mraY//mobA//adhP//citX//clsA//rhaD//
go_0009090_8	hisS//rihB//ahpC//ascB//
go_0009092_7	fbaA//
go_0009093_7	
go_0009094_6	pbpC//ynfE//kbaZ//
go_0009097_7	yihU//mraY//cysD//cysG//yqjH//
go_0009098_7	ubiE//eptC//gstB//tdh//dgcZ//rlmM//
go_0009099_7	nagK//aldB//pepD//pyrD//kdsC//glpX//caiB//
go_0009102_6	fkpB//glyS//uxaB//hcaB//panC//gcvT//folX//hisS//sdaA//
go_0009103_6	waaF//glcE//dadA//pyrD//phnI//umpH//nadC//cdd//srlD//
go_0009106_5	frmA//
go_0009107_6	tgt//rhaD//
go_0009108_6	epd//
go_0009116_5	murB//hmp//
go_0009142_7	purU//
go_0009143_7	serC//
go_0009152_8	ddlB//
go_0009157_8	dgoA//
go_0009166_7	aroL//serS//
go_0009168_9	curA//
go_0009220_8	entE//purD//
go_0009224_9	ilvH//
go_0009226_6	rlmB//yrfG//
go_0009228_7	gpmA//acpH//rfbD//dmsB//speA//yajO//lpoA//ulaD//dacD//
go_0009229_6	yahK//aspA//
go_0009231_6	rpiB//nagB//preT//pdxK//acs//otsA//argB//
go_0009234_7	puuB//yihU//rutA//ubiI//glcE//paaA//waaH//rffT//tgt//
go_0009236_6	thiI//paaF//rlmM//phnM//thrC//ubiE//
go_0009237_4	rlmF//ndh//
go_0009239_6	ychF//def//plsC//cobB//rpiB//ygeX//bcsA//lpxM//
go_0009240_6	ampH//
go_0009242_6	cpsG//mltA//kdgK//hypF//rlmE//rsmB//moaE//carB//
go_0009243_7	pyrG//
go_0009244_7	alkA//gpmA//proB//speD//cysM//gloC//recG//glmS//miaB//yjhH//ldcA//dgkA//gltB//rhaM//ushA//cysG//rsmE//thrC//acnA//argH//avtA//ldtD//
go_0009245_6	proA//yjhH//ruvC//glcD//upp//tyrB//waaF//purF//rdgB//
go_0009246_6	aroH//ligA//hemC//galM//udp//rph//
go_0009249_6	nanK//cdsA//clsB//
go_0009250_7	
go_0009251_7	ilvA//
go_0009252_7	pyrG//rimK//mhpB//csdA//rlmE//pnp//pheT//mltD//rimK//thiM//add//torC//tpiA//pdeF//argD//proB//sucC//fadJ//rlmF//rhaA//mazG//dnaE//betB//lsrG//hisB//
go_0009253_8	pgpA//cdsA//ahr//hyi//fkpA//rsmH//citE//pdeL//narG//tdk//
go_0009254_8	lysA//idnK//pabC//caiD//purN//arnB//galE//nadD//moeA//cadA//bglB//
go_0009257_8	dut//ddlA//rutB//amyA//
go_0009263_6	eptA//gpsA//
go_0009264_6	folD//rlmH//
go_0009265_7	idnD//
go_0009266_4	glxR//dacD//ribE//ftnA//galM//frdC//
go_0009267_5	yeiG//hycB//
go_0009268_4	aroG//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	adk//
go_0009297_6	
go_0009298_7	carA//prmC//folE//
go_0009305_7	uidA//
go_0009306_4	
go_0009311_5	
go_0009314_4	fabH//nadD//rutA//thrB//yagE//adeD//ybiV//pheA//nagK//mltA//fumB//hyaB//rlmF//speA//dgoD//paaB//murD//
go_0009372_5	pgaB//katG//glgP//
go_0009396_6	betB//garD//
go_0009398_7	rrrD//
go_0009401_7	glxK//glmS//dcyD//yeaE//umpH//mazG//rffH//clsC//fumB//umuD//serC//hemB//menI//fadD//rutB//folP//bioB//pheA//rlmJ//btuE//
go_0009403_5	
go_0009405_4	
go_0009407_3	nrfB//
go_0009408_4	lipA//rrrD//prpD//hisB//gatY//torA//thiI//udk//dgcM//sodC//frdB//rsmG//pgi//ppiC//alaC//hemN//dmsC//hinT//speE//rbsK//murB//alkB//panD//bacA//dcd//thiM//
go_0009409_4	thrS//trpD//
go_0009410_4	yfdR//
go_0009411_6	pgl//purN//xthA//mepS//cobS//dapA//trpE//torA//dacA//
go_0009416_5	kbaY//ldcA//
go_0009423_8	ppc//astB//dosP//aroD//
go_0009432_5	eutB//coaD//mtlD//abgA//gloB//
go_0009435_9	xylB//rlmG//aes//amiD//cobS//
go_0009436_6	suhB//hflX//epmA//rlmC//
go_0009437_5	
go_0009438_5	
go_0009440_6	pyrC//pinE//nagA//
go_0009442_7	fabB//tag//serB//thrA//aceB//
go_0009443_5	def//mutY//fklB//
go_0009446_6	sufS//argA//
go_0009447_6	ybiV//rhaB//ppiA//mltC//menB//phoA//queC//tgt//
go_0009450_6	rffC//phnJ//paoC//rutB//
go_0009451_6	sdhD//nudC//glpA//rffM//
go_0009593_4	
go_0009597_5	
go_0009636_4	malQ//miaB//preA//nudG//cueO//
go_0009637_6	
go_0009651_5	
go_0009697_5	pcm//
go_0009758_2	gloA//
go_0009785_5	
go_0009970_6	leuA//rutD//fabZ//
go_0009972_10	tauD//
go_0009992_5	aspS//nagZ//gltD//
go_0010033_4	
go_0010038_5	
go_0010039_6	gutQ//
go_0010041_7	aroC//tyrA//
go_0010042_6	glxR//
go_0010043_6	umuD//accA//
go_0010045_6	acs//
go_0010106_6	
go_0010124_4	cobC//galU//speA//rffT//talB//glk//nhoA//miaA//
go_0010133_7	pyrG//
go_0010139_7	cysH//
go_0010165_6	thiD//bglB//araA//yidA//ahpC//dcyD//purA//deoC//
go_0010212_5	yagE//
go_0010226_6	metE//
go_0010243_5	
go_0010272_6	dmsC//
go_0010273_4	narZ//fadM//proB//
go_0010312_3	talB//
go_0010332_6	
go_0010350_6	
go_0010438_6	pdeH//ldtA//
go_0010447_5	gadB//uxuB//
go_0010468_6	menC//
go_0010498_6	fruK//nrdF//rhaD//murF//
go_0010501_7	yagE//allD//
go_0010557_7	
go_0010608_7	tdcD//
go_0010628_7	
go_0010629_7	fruK//
go_0010676_7	
go_0010699_4	leuC//insI-2//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	ldtB//tpiA//ascB//guaA//rfbD//fadM//otsB//cpdA//pgaD//
go_0015031_5	tsaE//kdsB//tdh//ftnA//menA//waaG//puuE//pphB//
go_0015074_6	
go_0015628_5	
go_0015670_6	metG//
go_0015673_9	pncB//
go_0015675_9	gltB//
go_0015679_10	fcl//
go_0015682_8	rfe//
go_0015684_9	pykA//rsmD//yihT//oxc//
go_0015685_8	cysD//panD//
go_0015687_7	cpdA//
go_0015688_6	rutE//pyrF//
go_0015689_8	trpC//
go_0015691_9	glnA//scpC//
go_0015692_8	clsB//
go_0015693_9	yfcF//
go_0015696_6	mnaT//
go_0015698_7	gatZ//
go_0015699_8	hemE//
go_0015700_8	tyrB//
go_0015706_6	ilvD//rlmL//coaA//
go_0015707_6	lysS//gatY//panD//ribA//
go_0015709_6	thiG//
go_0015710_8	melA//clsB//
go_0015712_7	umuC//
go_0015718_8	thiE//
go_0015721_7	hyaA//hisG//bioD//
go_0015724_7	poxB//
go_0015726_8	otsA//
go_0015733_7	fabI//
go_0015734_6	fadA//
go_0015736_9	ldtA//
go_0015739_7	purU//
go_0015740_9	folD//mnaT//acs//
go_0015741_10	hemE//paaH//
go_0015747_6	speA//
go_0015748_6	treA//
go_0015749_7	slt//puuC//pykF//cdd//pdeR//hisI//rluD//
go_0015751_9	lipB//trmO//
go_0015752_9	yhdH//mnmE//
go_0015753_9	treC//mutS//
go_0015754_9	waaZ//
go_0015755_9	preT//trpC//astC//
go_0015756_9	nrdA//uvrC//
go_0015757_9	dut//asnA//argC//entH//
go_0015760_8	deoA//
go_0015761_9	yahK//
go_0015762_9	trpS//
go_0015764_7	phnI//yfaU//guaA//
go_0015765_8	ubiF//glmS//
go_0015767_9	rlmI//pdxH//dnaQ//
go_0015768_9	tktB//trmA//dusB//
go_0015769_9	kefF//
go_0015771_9	mrdA//dacD//rffT//
go_0015772_7	argB//queC//ppc//
go_0015774_7	gpp//
go_0015778_7	recF//
go_0015793_7	mltB//uvrA//
go_0015794_7	alaS//tpiA//
go_0015795_7	acnA//lsrK//
go_0015796_7	pheS//
go_0015797_7	lysU//pykA//accC//
go_0015803_7	purU//alkB//waaH//
go_0015804_7	trmI//mutY//
go_0015806_6	nadB//
go_0015807_7	hyi//malP//phr//hemD//xdhB//plsB//
go_0015808_8	menA//murQ//
go_0015809_7	phnJ//
go_0015810_8	argF//gcvT//
go_0015811_7	purN//rpiA//
go_0015813_6	ulaD//fre//argB//
go_0015814_7	lpxH//
go_0015816_6	maa//
go_0015817_7	nagA//pyrB//
go_0015818_7	cdsA//nudC//
go_0015820_7	rnb//adhP//ribC//yccX//rlmH//
go_0015821_7	citG//alaS//
go_0015822_7	katE//
go_0015823_7	ubiD//rlmH//asnA//murG//mazG//
go_0015824_7	aceF//ilvA//kdsD//
go_0015825_8	mnaT//
go_0015826_7	birA//azoR//rph//
go_0015827_7	otsA//citG//hycB//
go_0015828_7	pyrB//deoB//
go_0015829_7	waaQ//ycaO//dhaL//
go_0015830_7	truD//
go_0015833_6	rlmM//frdA//hyaB//purN//rbsK//ydfG//ybiV//phnM//ribA//cdsA//
go_0015834_7	ampH//ldhA//
go_0015835_6	rsmG//
go_0015836_7	mltB//moaE//
go_0015839_7	scpC//
go_0015846_6	fabA//polB//
go_0015847_7	avtA//ldtD//frdD//trmH//patD//
go_0015848_7	phnJ//ackA//
go_0015851_6	
go_0015853_8	glgB//manA//
go_0015856_8	yeiG//
go_0015857_6	rnd//glgP//
go_0015858_7	dusC//miaA//kdsA//
go_0015860_7	gloA//truD//
go_0015861_9	ribC//nadD//
go_0015862_9	yfcF//bioA//
go_0015863_8	uxaC//
go_0015864_8	rsmD//
go_0015871_6	trmI//mnmG//pagP//gabT//
go_0015878_6	
go_0015879_9	argE//
go_0015882_7	galT//
go_0015886_6	mgsA//rihB//
go_0015887_7	rluF//
go_0015888_6	ldtC//
go_0015889_6	ycaO//glxR//mltB//
go_0015891_6	fadM//
go_0015906_6	phnG//
