# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	fabG//
go_0006048_6	ribA//kdsB//scpC//dcd//
go_0006053_8	pinE//
go_0006062_8	entC//
go_0006071_6	pykA//trpB//
go_0006072_6	ulaF//
go_0006082_4	pdxB//
go_0006083_6	yajO//argH//waaQ//
go_0006086_8	relA//ybjI//
go_0006090_8	ycjU//fabA//hyaA//hpt//deoC//dsdA//allC//
go_0006094_7	gmhB//argB//nfsB//puuA//pgl//treF//nadK//clsA//lpoA//
go_0006096_6	sdaA//queF//opgE//rluC//murE//trpB//pgl//rfbC//deoC//katG//idnO//phnI//garK//
go_0006097_5	fucK//rdgB//relA//alkA//metH//
go_0006098_6	umuC//gutQ//yfiC//panE//phnL//
go_0006099_4	pdeL//speC//galT//speF//yfcG//plsB//gnd//eutB//ilvM//fabZ//recF//valS//ppc//
go_0006103_5	gshB//thiL//lpoA//trmD//
go_0006104_6	yfcG//
go_0006105_5	kdsA//
go_0006106_8	ispF//
go_0006107_8	
go_0006108_8	panD//dgt//hisH//sucB//
go_0006113_5	speF//dapD//
go_0006115_6	tdcG//
go_0006124_6	
go_0006144_6	
go_0006145_7	gatY//
go_0006146_8	rsmH//
go_0006148_9	yrfG//
go_0006149_9	rnpA//
go_0006150_9	hcaF//
go_0006152_7	pagP//torA//gstB//folC//der//
go_0006154_6	purF//
go_0006161_9	phnL//
go_0006163_6	proB//
go_0006164_7	pabC//sufS//trmI//gcvP//
go_0006166_6	opgE//
go_0006168_7	tauD//hcaD//
go_0006171_9	
go_0006172_9	ubiX//
go_0006177_9	yciV//
go_0006178_7	apaH//
go_0006183_9	truB//
go_0006189_10	gloB//mcrB//
go_0006203_8	rne//guaA//
go_0006206_6	eda//fumA//slyD//
go_0006207_8	frc//mutS//asnB//alaC//pdeR//
go_0006208_7	ymdB//phnI//rlmH//truB//prmC//queG//
go_0006209_6	ung//
go_0006210_8	polB//
go_0006212_6	patA//maeA//cobB//ribE//tnaA//mhpD//nhoA//allC//yegS//trmI//
go_0006217_9	solA//
go_0006218_9	rsgA//
go_0006220_6	otsB//
go_0006221_7	selA//nadA//ldtB//
go_0006222_9	
go_0006225_9	xthA//
go_0006226_9	entC//edd//
go_0006227_9	udk//
go_0006231_9	hisS//
go_0006233_9	rlmD//
go_0006235_9	tdh//
go_0006241_9	fbp//
go_0006259_5	plsB//lysA//rsmA//
go_0006260_6	rluC//ppiA//hycB//rlmA//folP//hyaB//sucD//
go_0006261_7	puuD//alaA//dusC//
go_0006265_6	tdcB//ahr//
go_0006266_6	pabA//cysS//fabG//
go_0006267_5	
go_0006268_9	prs//ugd//
go_0006269_6	pyrB//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	zwf//edd//
go_0006281_6	dfp//bglB//pabB//gloC//alaC//uxaB//tsaB//pyrH//cobS//rpiB//paaE//accA//sucD//speE//wrbA//napA//aphA//
go_0006283_8	
go_0006284_7	spoT//wzc//fucO//dnaQ//trpS//manA//
go_0006285_6	epmB//wzb//bioH//truC//
go_0006288_8	mobA//mutY//
go_0006289_7	
go_0006298_7	leuC//cueO//carB//ubiD//
go_0006301_7	
go_0006302_7	murI//hemL//
go_0006307_8	psd//garD//nrfC//otsA//ribC//
go_0006308_6	gutQ//rihC//rsmE//rutC//
go_0006310_6	mngB//accC//hemG//rfaD//katG//
go_0006313_4	nemA//
go_0006351_6	opgE//accD//
go_0006352_7	
go_0006353_7	
go_0006354_7	epd//
go_0006355_7	rbn//
go_0006357_8	
go_0006364_9	rph//insI-2//caiD//bglA//
go_0006378_8	paaB//
go_0006396_7	ispB//appA//purF//aroL//murC//
go_0006397_8	pyrG//
go_0006399_8	menF//truC//
go_0006400_7	pgi//sodA//aroH//leuC//mrdA//
go_0006401_6	cysQ//rluA//uxaC//narV//arnB//nanA//
go_0006402_7	pgi//tmcA//trmD//mobA//leuD//slyD//amyA//
go_0006412_6	puuC//bioB//aceA//gpmA//glcE//
go_0006413_4	ispF//
go_0006414_6	
go_0006415_7	kdgK//frc//
go_0006417_7	ycjU//kdgK//
go_0006418_7	gstA//speB//mrcB//hemD//glpX//cysI//adhE//puuE//ycjU//frmA//puuE//
go_0006419_8	paaF//
go_0006420_8	guaD//
go_0006421_8	bioC//
go_0006422_8	kduD//
go_0006423_8	pdxA//
go_0006424_8	adk//gstB//
go_0006425_8	tgt//
go_0006427_8	scpB//
go_0006428_8	glmS//
go_0006429_8	rnb//
go_0006430_8	gdhA//relA//
go_0006431_8	mraY//
go_0006432_8	mdh//
go_0006433_8	hemD//
go_0006434_8	nanK//
go_0006435_8	tdk//
go_0006436_8	rfaD//
go_0006437_8	rluA//
go_0006438_8	rsmA//
go_0006448_8	
go_0006450_4	nfsB//wecB//rsmJ//murF//thiI//proA//
go_0006457_3	coaA//glpD//ribB//ldtC//tyrB//waaQ//argH//
go_0006458_4	
go_0006464_6	yfeX//ispG//aroL//waaP//tyrA//btuR//garL//queC//
go_0006465_6	dacD//xapA//paaB//
go_0006468_7	frdB//
go_0006470_7	pabC//prmB//alsK//arnT//trpS//
go_0006473_8	bioH//
go_0006474_6	hcaC//apt//dnaE//
go_0006476_8	ulaE//
go_0006479_5	aroA//clsA//yegS//pck//ychF//yihU//
go_0006486_5	otsB//
go_0006490_5	hcaF//
go_0006508_5	napB//ppiC//scpB//epmC//aceA//selA//mnaT//queG//rutA//hcaD//garD//pyrC//gltX//tig//pagP//roxA//menH//glcB//moaA//yfeX//fadH//orn//gpmM//accD//ybjG//hisH//mepS//hinT//yeaE//ybjI//metB//sdaB//truD//
go_0006515_7	menB//argH//queF//rsgA//yegS//hyaC//menB//
go_0006517_6	rffH//murD//
go_0006518_5	uxuB//leuD//
go_0006523_8	ilvC//fau//
go_0006524_8	
go_0006526_8	rffM//guaA//murC//pgaC//glnS//nrfA//nudF//
go_0006527_8	yagF//paaK//leuS//fabI//ubiG//
go_0006529_7	frdC//acs//
go_0006530_7	cpsB//kbaY//mrcB//galT//
go_0006531_7	gpp//
go_0006532_8	rluC//glcE//eptA//
go_0006535_8	maeA//cysK//thiE//
go_0006537_8	ilvI//
go_0006538_8	miaB//udp//
go_0006541_7	trmO//yihU//ribB//hisF//argF//
go_0006542_8	ilvD//fadH//
go_0006543_8	
go_0006545_6	ampH//
go_0006546_6	panE//xthA//alsK//
go_0006554_8	nfsB//mnaT//menH//
go_0006556_5	valS//
go_0006559_6	ribB//
go_0006561_6	hypF//iaaA//
go_0006563_7	paaF//
go_0006564_8	ftsI//rph//ppsA//aroF//
go_0006565_8	frdA//tesB//der//yigB//gmd//
go_0006566_7	fucO//
go_0006567_8	psuG//chbG//wecC//paaG//amiD//narZ//patZ//
go_0006569_7	folP//
go_0006571_7	appA//metL//
go_0006593_7	guaA//
go_0006598_8	speF//roxA//hchA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	ilvH//nrdA//
go_0006631_5	paaJ//xylB//pdxJ//rfe//panB//
go_0006633_6	galK//glnA//folD//cysM//arnA//dacA//lpd//cheB//gshA//astB//dacA//
go_0006635_6	aroK//cysN//folD//pfkA//rhaM//ravA//tatD//argB//gadB//ilvH//serC//dkgA//
go_0006636_7	
go_0006637_5	tesB//hemL//xylB//entC//tsaE//
go_0006646_7	
go_0006650_6	
go_0006654_7	paaB//
go_0006655_7	thiI//ilvE//
go_0006725_4	pyrF//
go_0006729_6	sgbU//udk//
go_0006730_4	ilvH//purL//dnaQ//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	ldtD//purN//cadA//kdsC//mmuM//pphA//rlmH//mnaT//cpdB//rhaB//umpH//rffG//
go_0006749_5	cysH//cdsA//
go_0006750_6	menI//rffG//
go_0006751_6	galM//
go_0006757_5	lpxD//
go_0006760_5	rihB//
go_0006761_7	prmC//
go_0006771_5	pepD//
go_0006772_6	dnaQ//tehB//
go_0006777_5	rutA//frc//tpiA//maeA//tynA//
go_0006779_6	ispA//cobS//hcaC//argC//hcaE//
go_0006780_7	dusC//
go_0006782_7	narH//rutE//hemE//idnO//
go_0006783_5	glmU//pgm//yihU//thiH//queC//paaG//thrB//
go_0006790_4	ftnA//pphA//nanE//trmL//waaJ//uvrA//gloC//trpA//nadB//fadB//
go_0006791_2	argH//ynfE//fucO//
go_0006793_4	sucD//aspC//
go_0006798_5	arnT//
go_0006799_5	proS//
go_0006801_5	tsaC//alkA//ydiB//
go_0006805_4	selA//bglX//ubiH//dkgA//
go_0006807_3	ubiH//pldB//opgE//
go_0006808_4	ubiA//
go_0006810_4	nemA//pyrE//menF//purT//pheT//dkgA//leuB//glpC//nrfA//amyA//otsB//eno//menF//mnaT//mog//galM//fabA//wrbA//fau//hemF//hisD//ilvA//gcl//eptC//metC//ulaD//dxr//ldtC//lysC//preT//sad//rsgA//ybhA//lsrK//fabZ//rutA//leuA//kdsD//poxB//puuD//nudG//nagB//lpxT//malS//bglX//pgaB//ugd//yajO//yihT//acpS//gpmM//deoC//purD//metL//cheR//ydiO//allC//patA//torZ//mcrA//gcvT//spoT//recR//sdaB//phnH//kdgK//yihX//nadC//narZ//yjhG//hyi//aldB//rsmJ//murC//kdsB//sodC//lipB//
go_0006811_5	sodB//ansA//kdsB//waaZ//pphA//glcD//trpB//dsdA//adiA//ulaF//nirB//
go_0006812_6	rihB//ahr//
go_0006813_8	prpD//ribF//trmD//thiL//rdgB//citE//xapA//pyrD//
go_0006814_8	dgoK//uidA//hcaB//alaC//
go_0006817_8	ldcC//
go_0006820_6	yeaG//birA//cyaA//edd//gutQ//
go_0006821_8	wcaJ//
go_0006824_8	pgk//trpA//ruvA//preT//
go_0006825_9	ansB//
go_0006826_9	dmsC//
go_0006828_9	nrdE//
go_0006829_9	hemE//gshB//surA//murE//psd//
go_0006833_6	
go_0006835_8	caiB//metG//
go_0006847_8	alsK//
go_0006855_6	ispU//nudB//glgP//ychF//torY//fabG//rnd//murI//pncB//caiB//rffC//gltX//nirB//arnB//
go_0006857_7	plsC//fadB//frc//
go_0006863_7	aspC//
go_0006865_6	ldcC//trmO//feaB//nrfD//argK//truD//hcaF//gpt//sdaB//deoA//speF//entC//citX//bioB//lipA//mmuM//fumB//rfbB//deoD//hisB//ubiH//
go_0006868_7	fabI//
go_0006869_6	uxaB//
go_0006874_8	
go_0006876_8	torY//
go_0006878_9	pgk//
go_0006879_9	fucI//cobT//
go_0006880_4	lpd//trmA//
go_0006882_8	frmA//
go_0006883_8	rsmD//mltC//cheR//
go_0006884_4	
go_0006885_9	cysS//
go_0006886_5	
go_0006928_3	hisC//
go_0006935_4	alkB//menA//slyD//icd//iaaA//
go_0006970_4	trpS//talB//cmk//glyA//mraY//ampD//
go_0006972_5	ghrB//tdcG//frc//pabA//acs//
go_0006974_5	tesB//entB//purB//cysM//nrdD//fadK//murB//tsaB//hisI//tatD//yqhD//katG//nanE//maeA//yjhH//insI-1//amyA//solA//selA//gmd//cueO//frmB//ruvA//rbsD//sodA//metG//malP//dnaE//yieH//yqaB//psd//glnS//proC//uvrA//argK//malS//waaU//otsA//ybjI//argF//lpxK//ubiH//der//leuS//coaD//puuE//nrdD//coaD//proB//glpD//aspA//paaG//adk//rph//miaA//waaP//suhB//alaA//citX//lysA//cheR//ugd//yfbR//mug//ydiF//deoD//lpxH//ulaF//waaJ//uxaA//pdeF//ssuE//ynfF//mnmG//arsC//slt//rsmH//lldD//panC//waaC//accB//glxR//hemD//purT//dhaL//ybiV//yjhG//thiL//amyA//aroK//mnmC//lpxT//yfcF//xylA//folM//
go_0006979_4	yihT//rlmB//yahK//rhaB//mutT//yrfG//frlC//atoB//ahr//glpK//sucB//fumC//chbG//alaS//gapA//queG//yagE//phoA//mog//ddlB//glpB//murC//cobU//lpxM//fabA//lipA//
go_0006986_5	hemL//
go_0006995_6	fabZ//aspC//
go_0007059_3	trmD//zwf//
go_0007062_4	
go_0007155_3	hcaD//
go_0007165_3	eptA//waaS//
go_0007234_5	
go_0007584_4	
go_0008033_9	murE//yihV//waaQ//queA//thrS//folA//rsmE//sgbH//
go_0008104_4	
go_0008152_2	yfdR//glnE//gmk//aroL//entH//kbaZ//ldcA//pldB//mgsA//galU//hisD//nrdA//sodB//cdsA//bioC//fbp//rsmE//
go_0008156_8	
go_0008219_3	
go_0008272_6	lpxM//ldtE//
go_0008295_6	umpG//purT//malZ//
go_0008299_5	araA//
go_0008360_4	gabT//aroD//kdsB//bglB//yqjH//hemN//metK//ygeX//prpC//ogt//glcF//
go_0008610_5	paaF//ttdB//garR//alkB//
go_0008615_6	alsE//entD//glcB//fabH//allC//moaD//lpcA//
go_0008616_8	gpmA//ybiV//fabI//torC//nemA//tyrB//
go_0008643_6	puuB//waaL//sdhC//ilvC//cobB//abgB//aroB//nagA//dapD//fadE//lysA//folX//pbpC//metK//ymdB//hemD//rlmF//puuD//
go_0008652_5	glmU//hcp//ligA//lldD//mhpC//tsaE//adk//garD//
go_0008653_5	
go_0008654_5	nrfD//waaB//waaJ//pfkA//
go_0009050_6	pgaB//gcl//
go_0009052_6	leuS//rfbD//torZ//dacC//manA//glpC//
go_0009056_3	glcE//
go_0009058_3	clsC//trmH//trmH//entF//
go_0009060_6	eptA//eptB//caiB//adhE//dosP//lplA//yqhD//
go_0009061_6	fadH//fabD//rluD//ispG//metL//hisB//metG//oxc//epd//aroK//tdcG//yciV//alkA//yajO//rfbC//tauD//gntK//ydiF//entF//nrfB//pdeF//
go_0009062_6	betB//
go_0009063_5	surA//umpH//tsaD//
go_0009070_7	menD//
go_0009073_6	ada//rhaA//idi//polA//trmA//hemG//prpD//deoA//rsmG//mpaA//dmsA//
go_0009081_5	speB//sodB//
go_0009082_6	uvrB//rsmJ//cueO//dgkA//hyaB//pyrC//citG//
go_0009085_8	lipB//
go_0009086_7	pcm//guaA//nrdA//torA//adhP//
go_0009088_8	prpD//rnt//
go_0009089_6	yihU//bglX//acs//alr//caiD//proB//
go_0009090_8	mltB//menD//mtlD//dacC//
go_0009092_7	fadB//
go_0009093_7	
go_0009094_6	ilvD//truC//tdcE//
go_0009097_7	ddlB//idi//argA//rfbD//panD//
go_0009098_7	rihB//trpB//acnB//nirD//mocA//codA//
go_0009099_7	pdxJ//gutQ//gmd//sgbH//ndh//metE//malZ//
go_0009102_6	glnS//leuC//ansB//deoD//patA//sdaB//metG//trpA//otsB//
go_0009103_6	alr//azoR//rsmF//fklB//iaaA//hemA//pgsA//dgcT//glnE//
go_0009106_5	pfkB//
go_0009107_6	rihA//dacA//
go_0009108_6	rffT//
go_0009116_5	dacD//rbn//
go_0009142_7	glk//
go_0009143_7	nagA//
go_0009152_8	rfbB//
go_0009157_8	bfr//
go_0009166_7	torC//pyrG//
go_0009168_9	trpB//
go_0009220_8	nanE//ackA//
go_0009224_9	purD//
go_0009226_6	thiH//nrfD//
go_0009228_7	avtA//mnaT//phnG//lsrG//yqjH//rsmB//bioF//hyaA//trpS//
go_0009229_6	deoC//dkgA//
go_0009231_6	alr//puuA//insI-2//yjjG//hisI//preT//nrdA//
go_0009234_7	nanA//etp//rnd//ldhA//dcm//tdcB//pdxY//mrcA//aes//
go_0009236_6	sdhC//lpxT//gltB//yjhG//cpdA//ahr//
go_0009237_4	dgt//xylB//
go_0009239_6	ogt//prpC//frc//uxuB//garR//paaZ//ydiF//trpC//
go_0009240_6	fucK//
go_0009242_6	ldtE//nrfC//nrdD//purU//yihV//thiG//pgi//ribF//
go_0009243_7	nadD//
go_0009244_7	fabD//uvrC//argK//mrcA//rsmD//dbpA//rihA//recO//carB//galK//dmsA//cobU//murI//atoB//uxaB//waaU//plsC//ahpC//pepD//dgcZ//trmL//gloB//
go_0009245_6	gntK//sucD//pdxY//opgB//sthA//yihT//thiD//talB//mepS//
go_0009246_6	yjjX//treC//proS//scpC//lpxL//torC//
go_0009249_6	truC//lpoB//ispH//
go_0009250_7	
go_0009251_7	waaZ//
go_0009252_7	cysM//torC//cysM//garL//mnmE//ybhA//manA//glpA//lacZ//rnb//malQ//opgB//araD//sodB//hemL//ybjI//ppk//rph//ssuE//rutB//bacA//glnA//ldtC//glgA//yeaG//
go_0009253_8	sgbE//rlmH//mnmA//gadB//waaA//ygeX//phnO//hpt//dmsB//lysA//
go_0009254_8	sgbE//maeA//yjcS//accB//yfaU//waaU//fklB//dcm//ilvH//recG//dgoK//
go_0009257_8	pphA//talB//tesB//clsB//
go_0009263_6	idnD//waaF//
go_0009264_6	lsrG//cfa//
go_0009265_7	argB//
go_0009266_4	nanE//wecC//nrdA//udk//mutS//dadA//
go_0009267_5	pabA//solA//
go_0009268_4	leuD//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	ppsA//
go_0009297_6	
go_0009298_7	nagB//ndh//pabC//
go_0009305_7	gstB//
go_0009306_4	
go_0009311_5	
go_0009314_4	rluD//rluC//alaS//yeaE//lpxB//murE//nirD//clsB//dapB//trpA//spoT//pfkA//thiM//pgaD//acnA//cpsG//fadH//
go_0009372_5	chbF//cyoE//cysM//
go_0009396_6	nudB//ubiD//
go_0009398_7	abgA//
go_0009401_7	purN//pabB//malP//trmH//ycaO//lipA//hypB//mhpB//cysK//yhdJ//kdgK//rsmA//wecB//acnA//hemA//speC//frdA//pyrD//torC//tatD//
go_0009403_5	
go_0009405_4	
go_0009407_3	treA//
go_0009408_4	pbpC//speG//aroK//trmO//fabD//rlmA//carA//phnL//mtgA//rsmJ//narH//nagA//xylA//thrB//gor//dgcZ//panB//pheS//pdeL//dnaE//alaS//tdh//nrfB//cdsA//metK//yihT//
go_0009409_4	panD//glpC//
go_0009410_4	pyrE//
go_0009411_6	rbsK//rsmJ//talB//metL//fbaA//epmB//epd//hcp//nrdB//
go_0009416_5	paaH//gldA//
go_0009423_8	rpiA//lysA//metH//yfiC//
go_0009432_5	waaU//ltaE//ghrB//ftsI//rsmH//
go_0009435_9	puuA//selA//cadA//mepS//hdhA//
go_0009436_6	garL//epmB//hisD//cysM//
go_0009437_5	
go_0009438_5	
go_0009440_6	hcaB//yagF//adeD//
go_0009442_7	uidA//proB//zwf//gadA//mltB//
go_0009443_5	tktA//gcd//dnaE//
go_0009446_6	bacA//ispU//
go_0009447_6	ubiA//rffG//pyrG//uvrC//btuR//uxuA//yqhD//arnB//
go_0009450_6	phnN//thrS//ygeX//abgA//
go_0009451_6	garR//gcvT//gor//frdC//
go_0009593_4	
go_0009597_5	
go_0009636_4	ycaO//ascB//paaJ//cynS//prmC//
go_0009637_6	
go_0009651_5	
go_0009697_5	cmoB//
go_0009758_2	idnD//
go_0009785_5	
go_0009970_6	dbpA//csdA//tilS//
go_0009972_10	metF//
go_0009992_5	murG//selA//waaH//
go_0010033_4	
go_0010038_5	
go_0010039_6	proS//
go_0010041_7	epmC//hcaC//
go_0010042_6	nrdD//
go_0010043_6	metE//mtn//
go_0010045_6	sodC//
go_0010106_6	
go_0010124_4	fucI//hyaA//mnmE//fadE//acs//metB//ldtA//purT//
go_0010133_7	hemL//
go_0010139_7	aspC//
go_0010165_6	ydiB//rne//insI-2//leuA//hpt//kbaZ//cheR//thiH//
go_0010212_5	fumA//
go_0010226_6	icd//
go_0010243_5	
go_0010272_6	paaG//
go_0010273_4	mdh//proS//dgcM//
go_0010312_3	bioF//
go_0010332_6	
go_0010350_6	
go_0010438_6	cyoE//yahK//
go_0010447_5	cobU//recR//
go_0010468_6	kdgK//
go_0010498_6	rutB//ilvM//talB//rdgB//
go_0010501_7	mrdA//def//
go_0010557_7	
go_0010608_7	cpdB//
go_0010628_7	
go_0010629_7	paaA//
go_0010676_7	
go_0010699_4	fadJ//rsmG//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	ushA//cysG//paaZ//hcaD//cysQ//arsC//selD//cysQ//otsB//
go_0015031_5	mngB//purT//agp//yfiC//yfeW//yihU//ynfH//betB//
go_0015074_6	
go_0015628_5	
go_0015670_6	guaC//
go_0015673_9	aroK//
go_0015675_9	ybjG//
go_0015679_10	lpcA//
go_0015682_8	acs//
go_0015684_9	pykA//paaG//mnmA//pheT//
go_0015685_8	pfkA//malS//
go_0015687_7	uxuA//
go_0015688_6	psd//hisI//
go_0015689_8	ybjI//
go_0015691_9	serA//ppc//
go_0015692_8	rsmH//
go_0015693_9	rsmB//
go_0015696_6	pgsA//
go_0015698_7	umpH//
go_0015699_8	cobB//
go_0015700_8	fbp//
go_0015706_6	trpE//udk//waaJ//
go_0015707_6	fucA//rffG//relA//tsaD//
go_0015709_6	ampH//
go_0015710_8	garK//kdsB//
go_0015712_7	fadE//
go_0015718_8	rlmL//
go_0015721_7	mgsA//yjjX//fadJ//
go_0015724_7	fbaA//
go_0015726_8	patZ//
go_0015733_7	fadE//
go_0015734_6	otsB//
go_0015736_9	hypF//
go_0015739_7	galU//
go_0015740_9	mtgA//nadB//ppsA//
go_0015741_10	rlmH//waaQ//
go_0015747_6	ubiG//
go_0015748_6	rbn//
go_0015749_7	ndk//pdxJ//asnA//umpH//mazG//yghU//hyaA//
go_0015751_9	gmk//nadD//
go_0015752_9	dgoK//ubiI//
go_0015753_9	panE//purB//
go_0015754_9	glgA//
go_0015755_9	waaO//nagA//narI//
go_0015756_9	dgoK//rfe//
go_0015757_9	waaG//mtgA//ltaE//purB//
go_0015760_8	yfcF//
go_0015761_9	cfa//
go_0015762_9	rimK//
go_0015764_7	uxaA//metC//dacC//
go_0015765_8	asnB//apt//
go_0015767_9	gatD//cysS//argB//
go_0015768_9	mnmC//thrA//entF//
go_0015769_9	pgaC//
go_0015771_9	nfi//yeaE//kdsD//
go_0015772_7	pheA//psuG//queC//
go_0015774_7	mcrB//
go_0015778_7	paaA//
go_0015793_7	ldhA//rlmD//
go_0015794_7	yieH//rhaA//
go_0015795_7	asd//ilvI//
go_0015796_7	phnL//
go_0015797_7	tilS//glnS//lysU//
go_0015803_7	lyxK//sufS//alaC//
go_0015804_7	mnmG//serB//
go_0015806_6	arnT//
go_0015807_7	fucI//pgsA//arnA//gshB//argF//aspA//
go_0015808_8	yjhG//hdhA//
go_0015809_7	tsaE//
go_0015810_8	pdxH//ldtC//
go_0015811_7	dusB//rihB//
go_0015813_6	tdcE//hisG//ulaD//
go_0015814_7	nrdD//
go_0015816_6	gcvP//
go_0015817_7	dosP//tdh//
go_0015818_7	atoB//citC//
go_0015820_7	queG//wcaJ//hemN//guaD//hcaD//
go_0015821_7	fadK//rffC//
go_0015822_7	thiC//
go_0015823_7	ilvN//rbsD//mnmA//gmk//cheR//
go_0015824_7	nanA//ldtD//pheA//
go_0015825_8	mak//
go_0015826_7	paaK//yjjX//cyaA//
go_0015827_7	pdxA//speB//plsC//
go_0015828_7	pyrG//ribF//
go_0015829_7	fucI//yihU//ssuD//
go_0015830_7	relA//
go_0015833_6	cpsG//frdD//mltB//glpX//rlmI//mug//rbn//mltD//pabB//maa//
go_0015834_7	aes//acnB//
go_0015835_6	nudF//
go_0015836_7	wrbA//ndk//
go_0015839_7	yfiC//
go_0015846_6	proC//cysS//
go_0015847_7	polB//ltaE//acnA//glpC//tsaC//
go_0015848_7	ruvB//ribE//
go_0015851_6	
go_0015853_8	acnB//orn//
go_0015856_8	hemG//
go_0015857_6	dapD//gltB//
go_0015858_7	lsrG//poxB//ulaE//
go_0015860_7	nrdD//psuG//
go_0015861_9	hisC//dcd//
go_0015862_9	glcD//dusC//
go_0015863_8	ugd//
go_0015864_8	rsmC//
go_0015871_6	dld//fruK//ppc//pyrB//
go_0015878_6	
go_0015879_9	polA//
go_0015882_7	galM//
go_0015886_6	acnB//frlB//
go_0015887_7	hemB//
go_0015888_6	gpsA//
