# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gnd//
go_0006307_8	yjiA//ymdB//aspS//ilvE//gpmA//
go_0006308_6	cyaA//nrfA//ybjG//ispF//
go_0006310_6	cysM//ribA//leuC//citC//ymdB//
go_0006313_4	gmk//
go_0006351_6	leuA//sucB//
go_0006352_7	
go_0006353_7	
go_0006354_7	nrdD//
go_0006355_7	galE//
go_0006357_8	
go_0006364_9	glcB//dacA//murD//eptC//
go_0006378_8	hisI//
go_0006396_7	menA//abgB//lpxB//gshB//maa//
go_0006397_8	yqjH//
go_0006399_8	truA//hemB//
go_0006400_7	ndh//glnA//pagP//abgB//acnB//
go_0006401_6	yrfG//eutD//yhdJ//hdhA//dsdA//dld//
go_0006402_7	guaB//glgX//mnmG//kbaZ//sdhD//ahr//waaF//
go_0006412_6	nrfC//glxR//rffG//menC//ppiA//
go_0006413_4	thiD//
go_0006414_6	
go_0006415_7	ybjI//uvrC//
go_0006417_7	cobT//bioB//
go_0006418_7	ulaD//lpoA//glgA//citG//argD//kdsC//rluA//ilvM//dgt//ansA//araD//
go_0006419_8	glmU//
go_0006420_8	pldB//
go_0006421_8	tig//
go_0006422_8	preT//
go_0006423_8	aldB//
go_0006424_8	speF//fklB//
go_0006425_8	yqjH//
go_0006427_8	gapA//
go_0006428_8	suhB//
go_0006429_8	gshB//
go_0006430_8	murG//ribC//
go_0006431_8	nudG//
go_0006432_8	mutL//
go_0006433_8	astC//
go_0006434_8	dgcT//
go_0006435_8	maeA//
go_0006436_8	yjjG//
go_0006437_8	lysU//
go_0006438_8	gadA//
go_0006448_8	
go_0006450_4	hcaD//napA//phnI//avtA//waaH//rlmD//
go_0006457_3	der//pgpC//glpK//pdeR//fes//pgpA//ubiH//
go_0006458_4	
go_0006464_6	nirB//gcvT//carA//rrrD//pdxB//argG//hyi//yfdR//
go_0006465_6	tilS//yfiC//ddlA//
go_0006468_7	sthA//
go_0006470_7	ispB//bacA//dosP//spoT//maeA//
go_0006473_8	mutL//
go_0006474_6	ssuD//yfeW//alkA//
go_0006476_8	yfiC//
go_0006479_5	edd//fadA//fadI//fau//waaC//menD//
go_0006486_5	truB//
go_0006490_5	rlmC//
go_0006508_5	cynS//deoC//waaB//sgbE//puuB//fabA//cdd//proB//alkB//kbaY//rihA//dgcZ//sad//lpd//ilvN//etp//tdh//tsaE//pyrB//bioD//menC//queF//dfp//pgaB//gpmA//yegS//yghU//caiD//nagK//pgaC//pgm//aroF//gshA//
go_0006515_7	ilvM//eptA//rffM//cysQ//leuA//tdcB//leuS//
go_0006517_6	glpD//yjjX//
go_0006518_5	dhaM//ilvH//
go_0006523_8	gloC//waaJ//
go_0006524_8	
go_0006526_8	hcaC//lsrK//pgaB//entF//mutS//lysS//tktA//
go_0006527_8	ispU//dsdA//prmC//hcaF//gcl//
go_0006529_7	ubiF//scpC//
go_0006530_7	bglX//prpD//glmM//nirD//
go_0006531_7	entE//
go_0006532_8	chbF//paaA//leuA//
go_0006535_8	tmcA//rsmI//kdsB//
go_0006537_8	sgbE//
go_0006538_8	thiI//otsB//
go_0006541_7	ssuD//lsrK//frmA//pdxK//garD//
go_0006542_8	sucB//malY//
go_0006543_8	
go_0006545_6	trpA//
go_0006546_6	ruvB//ispF//adhP//
go_0006554_8	ilvN//dnaE//dmsB//
go_0006556_5	aphA//
go_0006559_6	rfaE//
go_0006561_6	murG//frlB//
go_0006563_7	cyoE//
go_0006564_8	yjhG//tdcD//metF//gpt//
go_0006565_8	miaB//pck//miaB//pnp//ydiB//
go_0006566_7	fadD//
go_0006567_8	dapB//umuD//pgi//dgt//pyrC//acnB//tsaD//
go_0006569_7	dkgB//
go_0006571_7	thiH//paaK//
go_0006593_7	glgC//
go_0006598_8	fabI//rnpA//rlmB//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	menA//hisC//
go_0006631_5	glgC//ldtC//rpe//yieF//tsaC//
go_0006633_6	rhaD//rnt//pgpB//frdB//citC//ugd//pgpB//miaB//prpB//bioF//rfaD//
go_0006635_6	pyrH//dsdA//wzc//proA//mltC//nrdA//argH//torC//rsmJ//pyrG//aphA//hyaB//
go_0006636_7	
go_0006637_5	yihX//rsmD//bioC//lpxC//kduD//
go_0006646_7	
go_0006650_6	
go_0006654_7	yjhH//
go_0006655_7	citC//galU//
go_0006725_4	mnmA//
go_0006729_6	rhaD//ndh//
go_0006730_4	dhaK//ruvB//sucB//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	prmC//serS//mhpB//gshB//alsK//menA//glpD//glpA//gdhA//sdhD//sdaA//preA//
go_0006749_5	carB//mgsA//
go_0006750_6	rsmD//thrC//
go_0006751_6	rhaM//
go_0006757_5	queA//
go_0006760_5	pck//
go_0006761_7	ascB//
go_0006771_5	ribE//
go_0006772_6	mhpA//fadE//
go_0006777_5	ravA//btuE//rrrD//mcrB//yihS//
go_0006779_6	cysM//rsuA//gloC//metK//tsaC//
go_0006780_7	gapA//
go_0006782_7	dhaM//narY//asnB//ruvC//
go_0006783_5	waaO//clsA//pdeR//dgcM//menE//pyrF//luxS//
go_0006790_4	waaL//phnN//pdxA//cobB//narY//melA//eda//lysU//yghU//alkB//
go_0006791_2	hisB//rutE//lpxD//
go_0006793_4	patA//aspS//
go_0006798_5	xylB//
go_0006799_5	def//
go_0006801_5	rrrD//entA//ansB//
go_0006805_4	hisD//ppx//tehB//trpA//
go_0006807_3	lpoA//treF//glpX//
go_0006808_4	nfsB//
go_0006810_4	sdhC//thiM//pgi//folX//araB//gabD//tyrA//hmp//bioA//pfkA//patA//nadA//apt//ileS//rlmF//ybhA//thiC//hisB//gldA//lsrK//acpS//speC//tdcD//tktB//sgbU//murD//thiD//idnK//gatZ//ribE//ileS//ldtC//preA//pgaC//amiD//lsrK//polB//glnA//glpC//rnt//aspC//lldD//lgoD//lpcA//trmJ//dgcM//garD//dapF//patZ//waaC//proS//aceF//arnT//pta//kdsA//ilvC//menD//recF//ilvI//treF//surA//moeB//dhaL//hyaB//deoA//wzc//ahpC//yghU//glpD//icd//truA//btuE//ygeX//ribF//mutM//sdhB//eptA//
go_0006811_5	bioC//lldD//narV//pyrE//cueO//pabA//ribD//arsC//yjcS//argE//bioA//
go_0006812_6	sucC//lpxM//
go_0006813_8	argI//nadK//yeaG//mutT//ttdB//cysI//glpC//dacA//
go_0006814_8	arnA//cysH//dmsC//gltD//
go_0006817_8	mepS//
go_0006820_6	ahpC//mtgA//hdhA//gltD//ubiC//
go_0006821_8	malQ//
go_0006824_8	serA//arnA//tatD//sgbE//
go_0006825_9	rluA//
go_0006826_9	yagE//
go_0006828_9	pgm//
go_0006829_9	narG//ilvD//rluF//rlmF//pgpA//
go_0006833_6	
go_0006835_8	gcvP//xdhB//
go_0006847_8	fucK//
go_0006855_6	recR//fes//aspA//ydfG//leuA//apaH//folM//dinB//hyaA//ilvB//azoR//glcD//oxc//aceA//
go_0006857_7	eda//trmH//mnaT//
go_0006863_7	ldcA//
go_0006865_6	ilvC//cobU//moeB//bacA//entD//tadA//mtgA//nadK//nrdB//glgX//hisB//sdhA//glgB//yqhD//ynfE//tdcG//nth//arnB//dgcZ//psuG//fumB//
go_0006868_7	trmD//
go_0006869_6	lysC//
go_0006874_8	
go_0006876_8	yihS//
go_0006878_9	rutC//
go_0006879_9	deoC//speA//
go_0006880_4	menI//folA//
go_0006882_8	ppsA//
go_0006883_8	ada//epmC//speD//
go_0006884_4	
go_0006885_9	hisA//
go_0006886_5	
go_0006928_3	udp//
go_0006935_4	thiG//hemA//galT//yccX//gadB//
go_0006970_4	mcrA//kduI//dgt//yqhD//cysG//pdeR//
go_0006972_5	moeA//wecC//lyxK//yagF//rnpA//
go_0006974_5	purA//dgcZ//acpT//menD//gloB//relA//cysN//ligB//rlmD//aspA//pta//phnO//treC//garR//nadK//udp//phnI//rbsK//rluA//kdsC//gabD//eptC//pyrC//argE//glgB//garL//paaA//dkgA//btuE//lsrG//queA//scpC//dgcM//yfaU//pabA//waaC//frmB//paoC//argH//waaA//lpxP//tgt//glgP//panD//lysU//mdh//prs//ulaE//dkgA//ldtC//ilvH//ribB//lldD//cfa//relA//gcd//kduI//bioF//bglA//puuB//speE//rffC//gcvT//spoT//rutC//patD//dapA//menC//garL//mcrB//adk//ydfG//prmB//poxB//mnmG//tdcE//cobS//speC//ubiC//pdxY//gshB//proB//hisF//nadB//fabB//ulaG//fre//trmI//ycaO//ychF//waaO//tsaD//serS//pgpC//gapA//
go_0006979_4	uvrA//gstA//ubiD//alaS//thrS//ubiC//recG//dnaQ//paaK//astC//torY//pdxJ//puuA//paaE//ribB//glyA//lipA//lpoA//sodB//yagF//tdcE//coaA//lysC//yieF//yciV//purN//
go_0006986_5	selA//
go_0006995_6	ispF//nemA//
go_0007059_3	relA//aphA//
go_0007062_4	
go_0007155_3	glyS//
go_0007165_3	glnE//rbsD//
go_0007234_5	
go_0007584_4	
go_0008033_9	orn//ugd//btuR//aphA//ycaO//katG//alr//ligA//
go_0008104_4	
go_0008152_2	ispA//nanK//glpX//sgbE//fcl//pflB//tag//dnaE//thrA//astC//argD//gpsA//recR//cdh//mltA//thrS//astC//
go_0008156_8	
go_0008219_3	
go_0008272_6	ada//waaH//
go_0008295_6	treA//yqhD//ttdA//
go_0008299_5	yciV//
go_0008360_4	ispB//paaC//purA//rutE//lpoB//pgpB//pdxY//solA//phnO//leuA//ydiO//
go_0008610_5	pykA//speA//ugd//ada//
go_0008615_6	accC//ybiV//cysI//ansB//opgB//ispF//fucO//
go_0008616_8	sucB//pabA//iaaA//ynfH//deoB//astC//
go_0008643_6	araD//garL//patD//sdhB//cpdB//uxuB//paaB//alkA//pgpA//pdxA//nirD//torC//fabA//prmB//pfkB//adk//cobB//ydfG//
go_0008652_5	glgB//rpiB//lplA//polB//nrfC//cysK//gatZ//iaaA//
go_0008653_5	
go_0008654_5	murA//luxS//rlmE//yagE//
go_0009050_6	dgoK//mnaT//
go_0009052_6	waaJ//ubiC//narZ//slyD//lpxC//purB//
go_0009056_3	oxc//
go_0009058_3	dsdA//arnT//slt//truA//
go_0009060_6	pdxA//nanK//cheB//treC//ssuE//frlC//malS//
go_0009061_6	ilvD//psuG//ampH//mnmA//trpE//hemD//entF//rsuA//nagB//thiD//rsmG//fbp//ugd//yrfG//chbF//eda//rpiA//fucK//wecB//ynfH//cysI//
go_0009062_6	ulaD//
go_0009063_5	mtn//aroB//waaG//
go_0009070_7	argI//
go_0009073_6	rpe//argF//hflX//torA//rihA//aroK//phnO//ppc//frlB//guaC//ribE//
go_0009081_5	citC//hcaE//
go_0009082_6	sdhA//prpD//aroK//waaA//ddlB//waaQ//dusB//
go_0009085_8	gmd//
go_0009086_7	fklB//treA//ldcA//rnb//thrB//
go_0009088_8	waaH//caiD//
go_0009089_6	lpoA//nrdD//kduI//glcB//ulaD//rutE//
go_0009090_8	leuC//serA//bcsA//argI//
go_0009092_7	cobB//
go_0009093_7	
go_0009094_6	pfkA//arnB//malZ//
go_0009097_7	napB//rluA//lysA//pykA//glcD//
go_0009098_7	menB//tsaD//folP//ampD//pgpC//ubiG//
go_0009099_7	yfaU//rsmE//bioH//ribA//tktB//hemE//hisF//
go_0009102_6	speC//glpB//ftnA//waaG//pgl//entA//hypF//psuG//phnM//
go_0009103_6	psd//pcm//rrrD//sad//adeD//uidA//sdhC//entE//thiG//
go_0009106_5	aceA//
go_0009107_6	garL//cobB//
go_0009108_6	gatZ//
go_0009116_5	hemD//accD//
go_0009142_7	pdxA//
go_0009143_7	nrfA//
go_0009152_8	bglX//
go_0009157_8	thrB//
go_0009166_7	hpt//proC//
go_0009168_9	dkgA//
go_0009220_8	puuC//yihX//
go_0009224_9	dgoA//
go_0009226_6	wzb//acnB//
go_0009228_7	pgaB//waaJ//purL//yidA//mutM//ubiE//dnaQ//valS//accD//
go_0009229_6	gluQ//gpt//
go_0009231_6	purT//rrrD//dapF//gcvH//kefF//nemA//ilvN//
go_0009234_7	eutD//nadE//moeB//pdxJ//psd//nrdF//metK//paoC//hyaB//
go_0009236_6	rlmE//narH//mtn//dosP//hcaC//pgaB//
go_0009237_4	rsmJ//acs//
go_0009239_6	epmC//purA//aroB//gcvH//sufS//glmM//ubiC//clsC//
go_0009240_6	pheT//
go_0009242_6	guaA//tyrA//dmlA//argD//tauD//menE//moaD//cysS//
go_0009243_7	def//
go_0009244_7	thiL//yghU//cobS//dusC//fumC//prpB//accD//ansB//lsrG//speE//frlB//pcm//fabI//dgcT//pheA//ubiC//wrbA//rrrD//wecB//yqjH//waaB//amyA//
go_0009245_6	menB//fadI//mhpA//murD//waaZ//trmO//murB//fabD//miaB//
go_0009246_6	guaD//pdxY//pabA//moeB//cpsB//mutS//
go_0009249_6	speD//hisF//hyaC//
go_0009250_7	
go_0009251_7	suhB//
go_0009252_7	ribF//alr//eno//treC//dcyD//glpK//pdeL//allC//ddlB//leuS//dapF//tadA//apt//araB//argH//sdhA//uxaC//ldtA//ahr//sgbU//rlmC//pgaD//paaF//mutM//rffT//
go_0009253_8	nudC//fklB//hcaB//pdxY//pabC//lpxK//sdhC//dusB//argC//folA//
go_0009254_8	mutY//coaD//wecB//tauD//hycB//tauD//epmB//glgC//katE//waaA//hcaE//
go_0009257_8	rsmF//murC//dnaE//cysI//
go_0009263_6	purN//nrfC//
go_0009264_6	yqjH//melA//
go_0009265_7	glmS//
go_0009266_4	ycjU//glcD//aroH//fklB//clsC//nadB//
go_0009267_5	leuD//iaaA//
go_0009268_4	pdeR//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	aroF//
go_0009297_6	
go_0009298_7	waaC//queG//rffC//
go_0009305_7	dnaE//
go_0009306_4	
go_0009311_5	
go_0009314_4	mmuM//nrdD//proC//dapB//hcaE//rluB//rhaM//guaC//hisG//gluQ//purT//pyrG//thiI//dapF//clsC//thrS//yhdJ//
go_0009372_5	waaL//bioA//ispA//
go_0009396_6	hyaB//ttdA//
go_0009398_7	hisB//
go_0009401_7	uxaB//menF//mtn//selA//menF//tnaA//fbp//abgA//ldtD//nrfC//galK//yhdJ//mltA//dacD//sgbU//pncB//hemL//mnmA//wzc//galE//
go_0009403_5	
go_0009405_4	
go_0009407_3	leuB//
go_0009408_4	ileS//bacA//malZ//folE//puuB//yidA//cadA//rfbB//patD//prpD//dmlA//eda//mog//ascB//gcl//fabI//frdB//rsuA//mhpB//ttdB//coaD//ybcF//miaA//cysH//cyaA//hisH//
go_0009409_4	guaA//hisB//
go_0009410_4	kdgK//
go_0009411_6	entE//moaD//mltB//dacC//ldtE//narZ//cmk//glxR//fabB//
go_0009416_5	yjjX//selD//
go_0009423_8	ispB//thiH//rpiA//ligA//
go_0009432_5	yjiA//ubiC//pgk//talB//ulaG//
go_0009435_9	iscS//umuD//waaY//preT//rfbC//
go_0009436_6	glxR//yfaU//rluB//ppx//
go_0009437_5	
go_0009438_5	
go_0009440_6	recR//argA//recJ//
go_0009442_7	lacZ//fbaA//sucB//rsmF//gcvT//
go_0009443_5	recF//rluC//gpp//
go_0009446_6	dhaL//rbsD//
go_0009447_6	pdxH//rluD//murI//lacZ//tadA//uvrA//yfbR//speG//
go_0009450_6	fabG//mutL//dmsA//ydfG//
go_0009451_6	yihT//ppiC//ycaO//guaC//
go_0009593_4	
go_0009597_5	
go_0009636_4	galT//pdxB//folD//nadD//nfi//
go_0009637_6	
go_0009651_5	
go_0009697_5	trpA//
go_0009758_2	ampH//
go_0009785_5	
go_0009970_6	iscS//menD//yajO//
go_0009972_10	der//
go_0009992_5	hisS//tsaE//plsB//
go_0010033_4	
go_0010038_5	
go_0010039_6	queF//
go_0010041_7	aes//dacA//
go_0010042_6	menD//
go_0010043_6	guaA//ghrB//
go_0010045_6	pagP//
go_0010106_6	
go_0010124_4	uvrA//xapA//rhaM//bglA//glpD//rfe//purU//ugd//
go_0010133_7	yigB//
go_0010139_7	treA//
go_0010165_6	ligB//adeD//entD//glcE//malZ//waaF//menF//lysC//
go_0010212_5	cysS//
go_0010226_6	leuS//
go_0010243_5	
go_0010272_6	glpD//
go_0010273_4	btuE//ttdA//mhpB//
go_0010312_3	ttdB//
go_0010332_6	
go_0010350_6	
go_0010438_6	rfbB//cynT//
go_0010447_5	rpe//argC//
go_0010468_6	purL//
go_0010498_6	yahK//fadD//aceB//phnN//
go_0010501_7	manA//sdhB//
go_0010557_7	
go_0010608_7	nrfC//
go_0010628_7	
go_0010629_7	mhpA//
go_0010676_7	
go_0010699_4	pdxH//ttdA//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	ybiV//fucK//dosP//spoT//psuG//alkB//gstA//nrdF//fabG//
go_0015031_5	tdcD//oxc//cheR//pcm//pgl//rsmG//lipA//rlmI//
go_0015074_6	
go_0015628_5	
go_0015670_6	pabC//
go_0015673_9	ampH//
go_0015675_9	cobS//
go_0015679_10	cysI//
go_0015682_8	yeaG//
go_0015684_9	nhoA//tdcB//cueO//pyrC//
go_0015685_8	leuA//melA//
go_0015687_7	yajO//
go_0015688_6	uxaA//tyrA//
go_0015689_8	ygeX//
go_0015691_9	guaB//waaB//
go_0015692_8	murF//
go_0015693_9	rlmB//
go_0015696_6	yihT//
go_0015698_7	lsrK//
go_0015699_8	frlB//
go_0015700_8	rsmD//
go_0015706_6	speF//cheB//gutQ//
go_0015707_6	rlmC//mobA//gor//speD//
go_0015709_6	guaA//
go_0015710_8	purN//melA//
go_0015712_7	cysC//
go_0015718_8	nfsB//
go_0015721_7	gluQ//uxaC//metF//
go_0015724_7	rffH//
go_0015726_8	uxaB//
go_0015733_7	pgi//
go_0015734_6	aroA//
go_0015736_9	rffC//
go_0015739_7	entB//
go_0015740_9	ssuE//ydfG//pldB//
go_0015741_10	cysH//galM//
go_0015747_6	prs//
go_0015748_6	arsC//
go_0015749_7	purA//fumB//malS//panD//eutB//fbp//kbaZ//
go_0015751_9	gabT//phnG//
go_0015752_9	speE//malS//
go_0015753_9	aroB//mutS//
go_0015754_9	gcvP//
go_0015755_9	glmU//rlmD//paaB//
go_0015756_9	mltA//rluD//
go_0015757_9	hcp//aroE//rffG//ispA//
go_0015760_8	dgoK//
go_0015761_9	yihX//
go_0015762_9	ydiF//
go_0015764_7	hemE//panD//cobB//
go_0015765_8	clsA//pflB//
go_0015767_9	aroB//citC//argF//
go_0015768_9	mtgA//cobU//mutH//
go_0015769_9	astB//
go_0015771_9	rsmF//recG//metH//
go_0015772_7	araD//ndh//speG//
go_0015774_7	trmL//
go_0015778_7	speE//
go_0015793_7	narG//metH//
go_0015794_7	ldcC//ldcC//
go_0015795_7	menB//opgE//
go_0015796_7	ansA//
go_0015797_7	argI//icd//nrfC//
go_0015803_7	aldB//nudG//folA//
go_0015804_7	nirD//fkpB//
go_0015806_6	pgm//
go_0015807_7	abgA//alaS//lpoB//ygeX//eutB//gpmM//
go_0015808_8	metK//folA//
go_0015809_7	amyA//
go_0015810_8	gpp//paaB//
go_0015811_7	aes//citC//
go_0015813_6	waaC//sdhB//sdhA//
go_0015814_7	pyrE//
go_0015816_6	pepD//
go_0015817_7	nadK//gmd//
go_0015818_7	acpT//serA//
go_0015820_7	hpt//dgoD//aspC//ldhA//xylB//
go_0015821_7	srlD//glpC//
go_0015822_7	rnd//
go_0015823_7	torY//alkB//umuD//fruK//iscS//
go_0015824_7	dhaL//galE//argA//
go_0015825_8	ppiA//
go_0015826_7	bioC//polA//mtgA//
go_0015827_7	opgE//poxB//mocA//
go_0015828_7	surA//glmM//
go_0015829_7	sdhA//waaB//pfkA//
go_0015830_7	mutM//
go_0015833_6	narY//mnmC//talB//ilvA//serC//sad//fabB//dgoA//deoA//cpsG//
go_0015834_7	hypF//dgcZ//
go_0015835_6	scpC//
go_0015836_7	ygeX//lgoD//
go_0015839_7	arnT//
go_0015846_6	dcd//umpG//
go_0015847_7	mhpA//hyaA//gabD//preA//uvrC//
go_0015848_7	hisH//rfe//
go_0015851_6	
go_0015853_8	nanE//gpmA//
go_0015856_8	mnmA//
go_0015857_6	cmk//rihC//
go_0015858_7	leuA//prs//cobU//
go_0015860_7	guaC//cysN//
go_0015861_9	ruvB//waaS//
go_0015862_9	serA//araB//
go_0015863_8	torC//
go_0015864_8	glpK//
go_0015871_6	dhaM//yfcF//nrfB//paoC//
go_0015878_6	
go_0015879_9	rsmH//
go_0015882_7	abgB//
go_0015886_6	dinB//cysS//
go_0015887_7	gltD//
go_0015888_6	hemL//
