# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nfi//
go_0001896_5	pgpC//
go_0002047_6	gpt//aldA//
go_0002097_8	rfaE//
go_0002098_9	rluF//lpxT//fbaA//dsdA//
go_0002099_9	puuE//bacA//
go_0002100_9	queF//
go_0002101_9	tyrS//
go_0002128_7	pykA//
go_0002131_9	fadM//
go_0002132_9	hisA//
go_0002136_10	epmA//
go_0002143_9	yigL//
go_0002181_7	
go_0002184_8	
go_0002188_6	
go_0002192_8	
go_0002937_9	pdxJ//
go_0002938_8	rlmD//
go_0002939_7	tnaA//
go_0002943_8	wecC//
go_0002949_8	lpxC//adeD//xylA//
go_0003333_7	gph//trpB//arnB//pyrB//rluE//waaQ//cobU//dnaE//narZ//abgB//amyA//yihU//dinB//
go_0005975_4	rne//tgt//paaH//gldA//ssuE//yigL//pykA//tehB//adk//ilvE//lpxC//lpxD//frmA//tesB//aldB//pgk//
go_0005976_5	amyA//
go_0005977_6	bglB//
go_0005978_7	uxaB//insI-2//menD//yqjH//
go_0005980_7	etp//argD//garL//
go_0005986_7	patA//
go_0005990_7	yeiG//
go_0005992_7	prpD//pbpC//
go_0005993_7	xylA//mltB//dgcT//
go_0005995_7	lpcA//
go_0005998_7	yjcS//
go_0006000_6	glpX//
go_0006001_7	phoA//solA//
go_0006002_5	coaA//hcaE//treF//
go_0006006_6	ulaE//rffH//umuD//rbsK//aroH//
go_0006007_7	fumC//nadE//
go_0006011_5	treA//
go_0006012_6	murI//
go_0006013_6	nadB//
go_0006014_6	roxA//
go_0006015_7	epmA//malP//
go_0006020_5	kdgK//
go_0006044_7	thiE//
go_0006046_8	pdxB//hcaD//
go_0006047_5	aroE//rluC//
go_0006048_6	yfbR//galE//gpp//hyaA//
go_0006053_8	nadB//
go_0006062_8	leuA//
go_0006071_6	yhdJ//asnS//
go_0006072_6	umuD//
go_0006082_4	ilvC//
go_0006083_6	asd//fucI//katG//
go_0006086_8	gpmA//gutQ//
go_0006090_8	eda//dsdA//paaC//mnaT//hisF//caiB//pheS//
go_0006094_7	nadA//hmp//gatZ//betB//argD//galT//sgbH//deoB//tmk//
go_0006096_6	ubiF//thiG//amiD//nrdF//frlB//waaO//nagZ//yihT//cyoE//alkA//dnaE//serS//pdxY//
go_0006097_5	folD//aspC//dcm//glyA//malY//
go_0006098_6	pheA//alsK//lpxM//poxB//hflX//
go_0006099_4	rsmD//purL//sufS//kdsD//thiE//dnaQ//yqjH//mtlD//nrfC//phnG//thiM//ttdB//yfdR//
go_0006103_5	cmk//lpoA//nagA//argK//
go_0006104_6	rlmF//
go_0006105_5	acpT//
go_0006106_8	treA//
go_0006107_8	
go_0006108_8	thrA//alaA//caiB//ulaD//
go_0006113_5	dacD//folM//
go_0006115_6	cysS//
go_0006124_6	
go_0006144_6	
go_0006145_7	fabD//
go_0006146_8	pdeL//
go_0006148_9	gatY//
go_0006149_9	hinT//
go_0006150_9	bglA//
go_0006152_7	umuC//ddlB//hisG//nrdD//mnmG//
go_0006154_6	dapA//
go_0006161_9	ubiC//
go_0006163_6	glgC//
go_0006164_7	azoR//chbG//poxB//ycaO//
go_0006166_6	mrcA//
go_0006168_7	abgB//ilvB//
go_0006171_9	
go_0006172_9	chbF//
go_0006177_9	rlmF//
go_0006178_7	trpS//
go_0006183_9	yigB//
go_0006189_10	maa//mutY//
go_0006203_8	ogt//hmp//
go_0006206_6	hisB//hinT//yciA//
go_0006207_8	mhpA//ndh//lpxD//rlmB//cdd//
go_0006208_7	fabI//ppc//puuB//prpD//ilvI//ilvA//
go_0006209_6	lipA//
go_0006210_8	ldtC//
go_0006212_6	dnaE//fkpA//speG//folC//yihT//sodA//yfcG//roxA//folX//glpX//
go_0006217_9	add//
go_0006218_9	rutE//
go_0006220_6	rutD//
go_0006221_7	prs//mhpB//torC//
go_0006222_9	
go_0006225_9	rsuA//
go_0006226_9	leuS//speB//
go_0006227_9	rimK//
go_0006231_9	pfkB//
go_0006233_9	phoA//
go_0006235_9	speC//
go_0006241_9	paaJ//
go_0006259_5	waaC//ycaO//fau//
go_0006260_6	pta//lpd//pta//nrdB//trpD//thiH//nrfC//
go_0006261_7	aroF//nanE//truA//
go_0006265_6	fabG//rsgA//
go_0006266_6	abgA//alr//yidA//
go_0006267_5	
go_0006268_9	fucK//waaL//
go_0006269_6	sdhB//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	yihV//ribD//
go_0006281_6	lysU//trmJ//nadD//pabB//csdA//entB//dgoA//aroA//guaB//preT//rsuA//waaQ//waaZ//miaB//scpB//gltD//rihA//
go_0006283_8	
go_0006284_7	aldA//menF//yieH//amiD//waaH//uvrA//
go_0006285_6	dxr//prpD//otsB//purL//
go_0006288_8	recO//waaL//
go_0006289_7	
go_0006298_7	fadB//yjjG//torZ//psuG//
go_0006301_7	
go_0006302_7	metB//truC//
go_0006307_8	garD//ycjU//tynA//gldA//purF//
go_0006308_6	queA//rsmI//ahr//mobA//
go_0006310_6	dhaK//rbsD//phnJ//nth//pphA//
go_0006313_4	gltB//
go_0006351_6	acnB//malQ//
go_0006352_7	
go_0006353_7	
go_0006354_7	yidA//
go_0006355_7	citC//
go_0006357_8	
go_0006364_9	xdhB//ubiA//bioC//sucB//
go_0006378_8	yeaE//
go_0006396_7	rffC//gshB//yfcF//mcrB//ubiE//
go_0006397_8	glnA//
go_0006399_8	mmuM//menC//
go_0006400_7	sucC//ilvN//puuB//kbaY//lpxT//
go_0006401_6	carA//speB//epd//rlmL//yjjG//rluD//
go_0006402_7	glxK//fabD//ansA//trmJ//asnB//rlmJ//mhpC//
go_0006412_6	speG//alr//leuS//aes//alsK//
go_0006413_4	yfaU//
go_0006414_6	
go_0006415_7	ndk//thiL//
go_0006417_7	ispF//ilvE//
go_0006418_7	cynT//ldtA//ymdB//chbF//hemC//thiE//ybcF//leuA//mmuM//glmS//leuC//
go_0006419_8	murF//
go_0006420_8	aspC//
go_0006421_8	fadJ//
go_0006422_8	trpS//
go_0006423_8	aspA//
go_0006424_8	thrB//umpH//
go_0006425_8	pyrD//
go_0006427_8	betA//
go_0006428_8	katE//
go_0006429_8	lsrG//
go_0006430_8	thiH//eptB//
go_0006431_8	narV//
go_0006432_8	cmoB//
go_0006433_8	ybjI//
go_0006434_8	sucB//
go_0006435_8	hypF//
go_0006436_8	murE//
go_0006437_8	mhpB//
go_0006438_8	asnB//
go_0006448_8	
go_0006450_4	waaS//amiD//murF//narV//mnmG//glmS//
go_0006457_3	fadI//mutH//otsB//rffM//garL//folA//entD//
go_0006458_4	
go_0006464_6	selA//tktA//ynfF//ilvE//trmO//pheA//bioH//cyoE//
go_0006465_6	gmhB//rsmG//waaU//
go_0006468_7	insI-1//
go_0006470_7	sthA//katG//umpG//selD//epd//
go_0006473_8	gcl//
go_0006474_6	aspA//nadK//hchA//
go_0006476_8	spoT//
go_0006479_5	nth//xapA//treF//selA//nrdB//proC//
go_0006486_5	pphA//
go_0006490_5	mog//
go_0006508_5	rpiB//yihS//acs//zwf//ttdB//mnmG//nadB//coaE//tyrA//waaB//tdcD//pykF//rlmD//ppc//tadA//ulaD//fabA//dgcM//gnd//murB//argF//glgB//sdhA//ybiV//mraY//epd//rnpA//ydiO//gpt//fabZ//gcvH//galT//mtlD//
go_0006515_7	feaB//bfr//mhpA//entD//trmL//menB//nrfC//
go_0006517_6	gdhA//nadB//
go_0006518_5	selB//entE//
go_0006523_8	mepS//bioC//
go_0006524_8	
go_0006526_8	recG//waaC//nfsB//torA//frdA//cpdB//fdhF//
go_0006527_8	hemC//gnd//nhoA//uxuA//recF//
go_0006529_7	ppx//pdeH//
go_0006530_7	yfdR//fadH//tmk//ldtE//
go_0006531_7	torZ//
go_0006532_8	carB//tatD//tmk//
go_0006535_8	ahr//acpS//cysC//
go_0006537_8	gpmM//
go_0006538_8	idnO//sad//
go_0006541_7	serB//ynfE//fre//nadA//tyrB//
go_0006542_8	asnA//dapD//
go_0006543_8	
go_0006545_6	umuC//
go_0006546_6	waaJ//fadM//fadE//
go_0006554_8	gadB//pta//ascB//
go_0006556_5	der//
go_0006559_6	phnO//
go_0006561_6	panD//dgt//
go_0006563_7	truC//
go_0006564_8	cobU//murA//fadJ//aroL//
go_0006565_8	gatZ//dbpA//galE//gmd//xapA//
go_0006566_7	fadH//
go_0006567_8	plsB//mnmC//miaB//rluF//rffG//def//dcyD//
go_0006569_7	feaB//
go_0006571_7	trpB//nemA//
go_0006593_7	ftnA//
go_0006598_8	glnS//ybjG//serC//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	metF//xthA//
go_0006631_5	hemF//ymdB//speC//hisC//treF//
go_0006633_6	waaJ//hyaB//lsrG//gnd//nrdE//ychF//umpG//rph//yghU//kduD//fadD//
go_0006635_6	torY//rsuA//tnaA//proC//yjhH//fbaA//prpB//thiE//ppx//speF//gpsA//wecC//
go_0006636_7	
go_0006637_5	folD//folX//curA//asd//ldtC//
go_0006646_7	
go_0006650_6	
go_0006654_7	waaY//
go_0006655_7	tig//dgcT//
go_0006725_4	mog//
go_0006729_6	menF//astC//
go_0006730_4	argC//garR//accB//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	eptB//mhpA//nrdA//galK//mobA//paaE//accB//asnS//kbaY//argH//napB//serS//
go_0006749_5	accD//idnO//
go_0006750_6	katG//ddlB//
go_0006751_6	plsB//
go_0006757_5	argG//
go_0006760_5	yggF//
go_0006761_7	trmI//
go_0006771_5	ogt//
go_0006772_6	pbpC//cysN//
go_0006777_5	ftnA//cyoE//thrB//panD//rihC//
go_0006779_6	dgoA//glxK//ydfG//rnt//dusB//
go_0006780_7	yggF//
go_0006782_7	yihS//paaG//yihT//truC//
go_0006783_5	pheS//ychF//fre//guaD//ydfG//ychF//xthA//
go_0006790_4	tdcD//folA//rhaD//lpoB//paaH//gatD//nadC//ung//caiD//purB//
go_0006791_2	mutS//manA//thiE//
go_0006793_4	folA//luxS//
go_0006798_5	thrS//
go_0006799_5	pyrE//
go_0006801_5	mhpD//rnpA//mngB//
go_0006805_4	guaC//glmU//yieF//trmJ//
go_0006807_3	purA//hisC//fumC//
go_0006808_4	tatD//
go_0006810_4	purT//lpxP//tdcG//entH//nrfC//pphB//truD//tesB//nanA//murE//folA//nirD//glmS//glgA//mug//psd//cyaA//cysG//glgB//preA//murG//sbcB//cysE//glcF//rfbC//acnA//glmM//ilvA//cpsB//lacZ//mhpA//yihV//kdsB//uxuB//aceB//queA//cobS//yfbR//hypF//surA//mltC//nth//ribA//rfaE//ltaE//sthA//purF//pykF//fabZ//dut//prpB//gcvT//waaG//wzc//mutH//nrfB//uxaC//argB//oxc//sucA//ldtB//fadB//katG//azoR//ybjI//cpdA//orn//ung//dacD//tmcA//scpB//queD//cobS//dapB//serS//yajO//leuD//
go_0006811_5	tauD//ascB//araD//selA//torC//pabC//ampD//dnaQ//nfsB//yihX//fabB//
go_0006812_6	insI-2//sodB//
go_0006813_8	rfaD//xylB//rihB//gcl//polB//yfiC//fabA//kdsA//
go_0006814_8	cobC//moeA//ung//gph//
go_0006817_8	gloC//
go_0006820_6	epd//oxc//tktA//waaU//rpiA//
go_0006821_8	fdhF//
go_0006824_8	ilvN//yggF//rluF//malP//
go_0006825_9	waaY//
go_0006826_9	puuD//
go_0006828_9	ldtD//
go_0006829_9	tesB//cysE//miaB//kdgK//tnaA//
go_0006833_6	
go_0006835_8	pflB//waaQ//
go_0006847_8	opgB//
go_0006855_6	glpD//xylB//tyrA//rsmJ//lgoD//preT//paaF//cmoB//citC//ulaG//fucI//psd//pheS//yajO//
go_0006857_7	gltB//yqaB//dgkA//
go_0006863_7	sucB//
go_0006865_6	ansA//allD//rne//phnH//ldtB//dmsC//mog//rnt//mutT//argS//purN//rsmJ//slyD//fadM//yfaU//rhaB//puuB//glxK//dut//waaC//nirD//
go_0006868_7	dgoA//
go_0006869_6	recJ//
go_0006874_8	
go_0006876_8	epmA//
go_0006878_9	hyaC//
go_0006879_9	feaB//prmB//
go_0006880_4	nadD//waaO//
go_0006882_8	ghrB//
go_0006883_8	tdcG//malP//katG//
go_0006884_4	
go_0006885_9	menE//
go_0006886_5	
go_0006928_3	nrfC//
go_0006935_4	putA//rlmE//pgaD//murB//nanK//
go_0006970_4	hisD//cdh//pabC//fabB//selB//rsgA//
go_0006972_5	deoC//garR//fucA//fcl//glcB//
go_0006974_5	argF//rffC//rsmD//murG//pykA//glnE//ybiV//betB//lpoB//gmhB//ilvN//atoB//btuR//acnB//mtlD//fkpB//tsaD//mtlD//fucA//yhdJ//pyrD//treF//ubiX//ubiE//hemB//mltD//glxK//yeiG//bioC//zwf//eutD//gluQ//dhaK//thrC//carB//roxA//cysH//rluB//fabI//rluA//glyS//eutB//csdA//guaC//yrfG//ahr//ribE//rph//csdA//menF//cynS//hisS//mraY//yihU//rlmC//nanK//srlD//fadA//trpD//scpC//uxaB//lpxB//gabT//waaL//truA//narH//uxaB//glgX//truC//pdeH//rlmA//rnpA//lpxT//fadE//tehB//epmA//purL//rlmF//rlmB//pgm//ubiG//katE//paaF//nadE//mrdA//hemC//psuG//torY//cysC//dxr//wcaJ//yfcF//mltB//queF//pcm//
go_0006979_4	alaC//truA//nadE//mhpC//yihS//otsB//asnA//truA//hchA//nadC//hemA//mcrA//mhpB//glnE//waaC//murD//purA//tsaD//clsC//dhaK//cdh//nrdA//prs//nagA//kdgK//murQ//
go_0006986_5	murB//
go_0006995_6	narG//tilS//
go_0007059_3	tadA//ydfG//
go_0007062_4	
go_0007155_3	speG//
go_0007165_3	cdd//sthA//
go_0007234_5	
go_0007584_4	
go_0008033_9	frc//metF//lysS//ppiA//dmsC//moeB//pagP//speG//
go_0008104_4	
go_0008152_2	mocA//ilvA//aspC//otsB//pgsA//sodB//ldtC//lgoD//glgA//ldtE//kdgK//entD//hchA//tadA//yieF//thrC//hyaA//
go_0008156_8	
go_0008219_3	
go_0008272_6	cysI//nemA//
go_0008295_6	dacA//thrA//wcaJ//
go_0008299_5	dgoK//
go_0008360_4	murC//yigL//cobS//leuB//glnE//sucD//galU//umuD//puuC//abgB//ldtE//
go_0008610_5	purB//xylB//def//ruvA//
go_0008615_6	ynfF//hcaB//recG//clsA//yidA//gudD//trmL//
go_0008616_8	trmA//pbpC//pyrC//waaG//nirB//rlmL//
go_0008643_6	glmS//napC//cmoA//yjhH//kduD//patA//slyD//psd//kdsC//kduD//purD//speF//hcp//cysN//tcdA//rluE//ilvN//sdhB//
go_0008652_5	lpoA//pyrG//ubiC//dxr//allC//waaS//aroH//paaB//
go_0008653_5	
go_0008654_5	xylA//mnmA//gntK//ilvB//
go_0009050_6	fadB//yciA//
go_0009052_6	folD//feaB//tmk//tyrB//rffG//preA//
go_0009056_3	eptB//
go_0009058_3	phnM//citX//leuB//rnd//
go_0009060_6	pagP//aspS//cysQ//xapA//lysC//abgB//ydiO//
go_0009061_6	nanE//fadJ//ybjG//puuA//citE//rsmA//purA//ansA//aroD//dxs//deoC//gnd//purU//rhaM//xthA//umuC//galU//purN//rpiA//aceB//cpsB//
go_0009062_6	glnS//
go_0009063_5	ppk//mnmC//rlmB//
go_0009070_7	gdhA//
go_0009073_6	folA//gcvH//cysK//iaaA//lysA//hypB//treC//rsmI//hflX//rhaA//mnaT//
go_0009081_5	tcdA//rbn//
go_0009082_6	proC//metF//ribC//eptB//metB//frdA//ubiF//
go_0009085_8	cysG//
go_0009086_7	ulaG//tag//mraY//fadH//tehB//
go_0009088_8	thiI//ubiE//
go_0009089_6	gstB//acpS//udp//adk//queG//torA//
go_0009090_8	deoA//rpiB//nadA//ldcA//
go_0009092_7	garL//
go_0009093_7	
go_0009094_6	argK//galK//tig//
go_0009097_7	frc//aroH//sgbU//mutT//citX//
go_0009098_7	pck//gutQ//fkpA//waaQ//nrfB//pyrD//
go_0009099_7	mrcB//mrcA//dut//narV//paaK//yihV//uxuB//
go_0009102_6	udp//bacA//mltF//rfbD//dacC//kduI//dgoD//ldtD//folX//
go_0009103_6	ndh//trpB//edd//mog//ppc//hemC//fabZ//yjhH//pagP//
go_0009106_5	glgB//
go_0009107_6	abgB//ilvC//
go_0009108_6	cysS//
go_0009116_5	aroL//yagF//
go_0009142_7	rhaD//
go_0009143_7	tsaE//
go_0009152_8	trpE//
go_0009157_8	sgbH//
go_0009166_7	uxuB//lgoD//
go_0009168_9	menC//
go_0009220_8	hmp//yhdH//
go_0009224_9	mug//
go_0009226_6	paaZ//gpt//
go_0009228_7	aroE//pgsA//truD//ruvC//manA//trmL//sufS//gshB//thyA//
go_0009229_6	frlB//rpiB//
go_0009231_6	dkgB//yeaE//hemE//gntK//yeiG//ispH//rihC//
go_0009234_7	valS//rsmG//hisD//hemH//yihS//queC//yciA//nadB//yidA//
go_0009236_6	chbG//tdcG//ruvB//hypB//bglA//aldB//
go_0009237_4	cysG//alr//
go_0009239_6	maa//cof//rluE//abgA//folC//ilvE//mepS//mtn//
go_0009240_6	putA//
go_0009242_6	feaB//dgkA//rffM//yihX//ssuE//thrB//nfsB//cof//
go_0009243_7	mraY//
go_0009244_7	sseA//dusB//cmoB//chbG//etk//yjiA//argF//garR//lpcA//yjcS//cysH//scpB//gadA//acnA//rluE//dhaK//dinB//guaB//tcdA//accD//wecB//hemH//
go_0009245_6	iaaA//murA//rsmA//rsmH//ldtA//mutS//dld//dhaM//thyA//
go_0009246_6	hemB//hyaA//aceB//menA//slyD//alaA//
go_0009249_6	paaC//wecB//alsK//
go_0009250_7	
go_0009251_7	ruvA//
go_0009252_7	scpB//iaaA//puuA//cysS//rlmG//fucA//guaD//puuE//garL//pabB//trmL//ribB//adiA//entC//nirD//accB//astC//frdD//gltD//yccX//pgaC//pyrD//cynS//aspC//mutT//
go_0009253_8	lpxC//phr//maa//hcaC//dcd//fruK//clsC//alsE//upp//bioD//
go_0009254_8	pdeH//glcD//birA//gnd//rhaA//rsmJ//orn//rfe//gshB//tehB//pgpC//
go_0009257_8	suhB//thiH//insI-2//gor//
go_0009263_6	cmk//queF//
go_0009264_6	yjiA//dgoA//
go_0009265_7	epd//
go_0009266_4	malS//dcm//edd//uvrC//ydfG//aspC//
go_0009267_5	pykA//yciA//
go_0009268_4	cobS//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	lpcA//
go_0009297_6	
go_0009298_7	ampD//rhaA//alsE//
go_0009305_7	nadA//
go_0009306_4	
go_0009311_5	
go_0009314_4	hemF//nanE//guaC//moeA//rutE//hcaE//hinT//pta//wecB//uvrC//hcaD//arnB//paaZ//dacC//ilvN//mcrA//metL//
go_0009372_5	hycB//ubiX//gmd//
go_0009396_6	paaA//phnJ//
go_0009398_7	guaB//
go_0009401_7	nhoA//yqhD//cynT//dosP//rnt//bcsA//rluE//fcl//cysK//alsE//rne//preA//rdgB//trpD//ttdA//yajO//azoR//entH//gluQ//pgm//
go_0009403_5	
go_0009405_4	
go_0009407_3	cysC//
go_0009408_4	pabC//rluE//mltF//mcrB//dusB//ackA//eno//aroF//lysU//trmO//iscS//purL//lpxC//puuA//pgaC//miaB//ulaG//gutQ//yfeX//hisC//dhaL//hemF//kduI//dmsC//katE//ilvB//
go_0009409_4	phoA//gltB//
go_0009410_4	nudG//
go_0009411_6	accB//narY//ulaF//wzc//miaB//malY//gltD//lipB//alaA//
go_0009416_5	mak//paaK//
go_0009423_8	fadH//pcm//rffM//lipA//
go_0009432_5	yfeX//rsmH//speC//arnB//glnS//
go_0009435_9	rnt//mnmG//leuS//agp//fabI//
go_0009436_6	fes//eutD//phnI//glpD//
go_0009437_5	
go_0009438_5	
go_0009440_6	prpB//gcvP//ppiA//
go_0009442_7	aroL//ribB//dadA//cysS//rihA//
go_0009443_5	mobA//gloB//ubiH//
go_0009446_6	sufS//hisC//
go_0009447_6	pabC//gatY//thyA//gshB//fadH//arnT//tdh//fabA//
go_0009450_6	glxK//mutS//gstA//cadA//
go_0009451_6	mtn//arnT//nadC//cpdB//
go_0009593_4	
go_0009597_5	
go_0009636_4	hdhA//cynS//rfaD//rsmC//dosP//
go_0009637_6	
go_0009651_5	
go_0009697_5	selB//
go_0009758_2	trmO//
go_0009785_5	
go_0009970_6	paaG//rffM//mak//
go_0009972_10	lysC//
go_0009992_5	dgcZ//fumB//nanA//
go_0010033_4	
go_0010038_5	
go_0010039_6	rnb//
go_0010041_7	gltB//araD//
go_0010042_6	tdk//
go_0010043_6	rfbD//glmU//
go_0010045_6	yfbR//
go_0010106_6	
go_0010124_4	yfiC//asnB//manA//pgaD//truA//pyrC//rluC//gadB//
go_0010133_7	pyrG//
go_0010139_7	insI-2//
go_0010165_6	hypB//lpoA//betA//yjjG//accA//rsmJ//patD//nagZ//
go_0010212_5	bfr//
go_0010226_6	yjhG//
go_0010243_5	
go_0010272_6	nfsB//
go_0010273_4	aroG//rffM//folX//
go_0010312_3	hemH//
go_0010332_6	
go_0010350_6	
go_0010438_6	waaZ//idnD//
go_0010447_5	gpt//arsC//
go_0010468_6	udk//
go_0010498_6	yieH//rsmC//dmsA//tesB//
go_0010501_7	lplA//ydfG//
go_0010557_7	
go_0010608_7	mltF//
go_0010628_7	
go_0010629_7	recR//
go_0010676_7	
go_0010699_4	gluQ//tehB//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	trpC//rlmC//pta//yjcS//cysI//zwf//waaH//ribD//dmsB//
go_0015031_5	napA//argB//hemF//nagA//wzc//caiB//dnaQ//paaK//
go_0015074_6	
go_0015628_5	
go_0015670_6	aspC//
go_0015673_9	thrA//
go_0015675_9	cysK//
go_0015679_10	gltD//
go_0015682_8	glcD//
go_0015684_9	galM//dacA//torA//gutQ//
go_0015685_8	cynS//murI//
go_0015687_7	acpT//
go_0015688_6	edd//dgcZ//
go_0015689_8	ldtA//
go_0015691_9	ribF//dacA//
go_0015692_8	lpcA//
go_0015693_9	nirD//
go_0015696_6	ybiV//
go_0015698_7	allD//
go_0015699_8	speF//
go_0015700_8	malZ//
go_0015706_6	rsmJ//entA//abgA//
go_0015707_6	amyA//alsK//pdxA//ansB//
go_0015709_6	yeiG//
go_0015710_8	nadA//atoB//
go_0015712_7	malY//
go_0015718_8	lpxM//
go_0015721_7	yahK//cyaA//ulaE//
go_0015724_7	fklB//
go_0015726_8	amyA//
go_0015733_7	mutH//
go_0015734_6	adhE//
go_0015736_9	rsmJ//
go_0015739_7	hisA//
go_0015740_9	prpD//frdB//nudG//
go_0015741_10	rlmH//ahpC//
go_0015747_6	dmsC//
go_0015748_6	yjcS//
go_0015749_7	rbn//gor//feaB//bioA//glyS//mak//fcl//
go_0015751_9	rdgB//mngB//
go_0015752_9	uidA//yfeX//
go_0015753_9	ppiA//thrC//
go_0015754_9	pgaD//
go_0015755_9	narI//asnS//purB//
go_0015756_9	ada//frdC//
go_0015757_9	rsmC//tdh//aes//aspS//
go_0015760_8	bfr//
go_0015761_9	phnG//
go_0015762_9	sdhD//
go_0015764_7	etk//yeiG//mepS//
go_0015765_8	allB//citX//
go_0015767_9	rluA//entA//appA//
go_0015768_9	mltD//otsA//proB//
go_0015769_9	nadB//
go_0015771_9	murC//dapD//hycB//
go_0015772_7	rdgB//serB//selD//
go_0015774_7	yfdR//
go_0015778_7	hflX//
go_0015793_7	lldD//rsmG//
go_0015794_7	folM//ruvB//
go_0015795_7	mtlD//treC//
go_0015796_7	eutD//
go_0015797_7	galE//nudF//queG//
go_0015803_7	lpxC//ddlB//gloC//
go_0015804_7	aroF//xylB//
go_0015806_6	icd//
go_0015807_7	moeB//mobA//glxR//entF//gshA//hemN//
go_0015808_8	fabB//uxuB//
go_0015809_7	dapD//
go_0015810_8	pdxY//trpE//
go_0015811_7	caiD//prmB//
go_0015813_6	gapA//hyaA//alkB//
go_0015814_7	hcaD//
go_0015816_6	nrfC//
go_0015817_7	cynT//dkgB//
go_0015818_7	fabG//pfkA//
go_0015820_7	asnA//abgA//selD//pagP//pgk//
go_0015821_7	tmcA//phnJ//
go_0015822_7	tdcB//
go_0015823_7	gpmA//ribE//garD//pdxB//citX//
go_0015824_7	tig//panE//entC//
go_0015825_8	aroE//
go_0015826_7	rsmH//cynS//scpC//
go_0015827_7	dmsC//fabD//pdxK//
go_0015828_7	pdxH//fadE//
go_0015829_7	yccX//galM//preT//
go_0015830_7	ruvC//
go_0015833_6	rhaA//acpT//gcd//torZ//lpxD//kdsA//puuD//cysN//dgcZ//hemB//
go_0015834_7	ispH//pdxJ//
go_0015835_6	recG//
go_0015836_7	ruvC//trmA//
go_0015839_7	pdxJ//
go_0015846_6	purL//acs//
go_0015847_7	rnpA//gph//araD//nadD//rluA//
go_0015848_7	galU//tdcG//
go_0015851_6	
go_0015853_8	dgt//zwf//
go_0015856_8	rpiB//
go_0015857_6	tdcB//frdA//
go_0015858_7	mltC//adeD//pyrG//
go_0015860_7	allB//prmB//
go_0015861_9	fadH//prpD//
go_0015862_9	rimK//sdhB//
go_0015863_8	ushA//
go_0015864_8	hisF//
go_0015871_6	ppiA//torA//araD//guaC//
go_0015878_6	
go_0015879_9	aceB//
go_0015882_7	talB//
go_0015886_6	ruvB//kdsB//
go_0015887_7	speF//
go_0015888_6	scpC//
go_0015889_6	dmsC//puuA//paaE//
go_0015891_6	tmk//
