# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tsaE//
go_0005993_7	kdsA//pta//sthA//
go_0005995_7	xylB//
go_0005998_7	arnT//
go_0006000_6	fabH//
go_0006001_7	mltF//gltB//
go_0006002_5	abgA//cpsB//yqjH//
go_0006006_6	yidA//rihB//gutQ//aceB//putA//
go_0006007_7	fumB//yciA//
go_0006011_5	cysN//
go_0006012_6	torZ//
go_0006013_6	nhoA//
go_0006014_6	argB//
go_0006015_7	rlmH//thrS//
go_0006020_5	pck//
go_0006044_7	entD//
go_0006046_8	cdh//entC//
go_0006047_5	dgcT//xylA//
go_0006048_6	mobA//lsrK//mtgA//rpiA//
go_0006053_8	avtA//
go_0006062_8	selB//
go_0006071_6	yqaB//mcrB//
go_0006072_6	fadE//
go_0006082_4	queF//
go_0006083_6	guaB//gnd//xylA//
go_0006086_8	glnE//fabG//
go_0006090_8	leuC//bioA//rhaA//entH//birA//araD//ybcF//
go_0006094_7	rsmA//ldcA//ppx//aceA//glcF//gcd//apt//folC//sgbH//
go_0006096_6	dcm//fadI//glgX//mhpC//ubiD//cmoB//acs//gstB//gltD//pgaD//proA//mtlD//kduI//
go_0006097_5	idnK//purN//galE//thiG//ilvM//
go_0006098_6	pphB//sucD//gabT//kduD//relA//
go_0006099_4	cmk//glgP//glgC//mutM//dusB//yidA//leuC//wrbA//fucK//mtn//pyrG//phnH//murF//
go_0006103_5	ruvB//ulaF//moaE//lipB//
go_0006104_6	thrB//
go_0006105_5	paaJ//
go_0006106_8	pck//
go_0006107_8	
go_0006108_8	eutD//narH//fabG//cdh//
go_0006113_5	carA//cysM//
go_0006115_6	arnA//
go_0006124_6	
go_0006144_6	
go_0006145_7	entD//
go_0006146_8	ilvC//
go_0006148_9	rluB//
go_0006149_9	guaA//
go_0006150_9	nrdD//
go_0006152_7	purB//cfa//pyrH//fucA//rfaE//
go_0006154_6	rluC//
go_0006161_9	fdhF//
go_0006163_6	nadA//
go_0006164_7	paaK//argB//ydiB//tynA//
go_0006166_6	cdsA//
go_0006168_7	def//aceB//
go_0006171_9	
go_0006172_9	rutE//
go_0006177_9	rlmG//
go_0006178_7	rhaM//
go_0006183_9	torC//
go_0006189_10	aroB//pdxB//
go_0006203_8	ydfG//fabG//
go_0006206_6	panD//umpH//mnaT//
go_0006207_8	ubiG//pgpC//pyrB//pdeF//yeaE//
go_0006208_7	cynT//rffH//ppiC//hemG//gudD//rlmD//
go_0006209_6	menA//
go_0006210_8	rlmL//
go_0006212_6	serA//phnO//mdh//menE//udp//gshB//ansA//gadB//fumA//cmk//
go_0006217_9	sad//
go_0006218_9	ada//
go_0006220_6	garK//
go_0006221_7	glyS//truB//paaE//
go_0006222_9	
go_0006225_9	proS//
go_0006226_9	tcdA//napC//
go_0006227_9	yidA//
go_0006231_9	ygeX//
go_0006233_9	epd//
go_0006235_9	yqhD//
go_0006241_9	tatD//
go_0006259_5	udp//apt//fabB//
go_0006260_6	guaC//argG//glmU//nadE//glk//talB//mak//
go_0006261_7	rpiA//hisI//clsB//
go_0006265_6	lipA//recR//
go_0006266_6	sucD//guaB//gmhB//
go_0006267_5	
go_0006268_9	cysC//rlmC//
go_0006269_6	hisG//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	rlmI//rffM//
go_0006281_6	epd//glxK//argK//nadC//garD//dmsC//ssuD//ogt//mmuM//lyxK//bfr//mrcA//fucI//menA//tdcD//recJ//tdcB//
go_0006283_8	
go_0006284_7	alkA//mdh//apaH//dhaK//napC//rnt//
go_0006285_6	cpdA//yhdJ//pfkB//ansB//
go_0006288_8	dacC//bioB//
go_0006289_7	
go_0006298_7	gudD//ppx//ilvC//ygeX//
go_0006301_7	
go_0006302_7	ddlB//torC//
go_0006307_8	guaD//malZ//umpG//gcvT//cdd//
go_0006308_6	alsK//gpmA//pykF//recJ//
go_0006310_6	pdxJ//citX//rlmM//rsmD//puuB//
go_0006313_4	leuS//
go_0006351_6	katE//dinB//
go_0006352_7	
go_0006353_7	
go_0006354_7	puuB//
go_0006355_7	acnB//
go_0006357_8	
go_0006364_9	treA//sodB//mtlD//polA//
go_0006378_8	glxR//
go_0006396_7	gntK//gabD//fau//napB//citC//
go_0006397_8	hcaD//
go_0006399_8	rihC//menH//
go_0006400_7	sseA//cueO//rluD//pphB//frdA//
go_0006401_6	ulaF//cynT//cobT//tdk//cynT//pyrC//
go_0006402_7	argS//cdsA//iscS//orn//pyrB//alkA//phnI//
go_0006412_6	rlmG//proB//prpB//thiE//ghrB//
go_0006413_4	dgoD//
go_0006414_6	
go_0006415_7	proS//gcvH//
go_0006417_7	yihU//ribC//
go_0006418_7	glgB//insI-2//recF//ubiI//yccX//rffM//recJ//epmB//ribA//tktB//aspC//
go_0006419_8	paaG//
go_0006420_8	sthA//
go_0006421_8	melA//
go_0006422_8	tsaD//
go_0006423_8	waaH//
go_0006424_8	amiD//waaC//
go_0006425_8	tauD//
go_0006427_8	rfbD//
go_0006428_8	glyS//
go_0006429_8	pheA//
go_0006430_8	gcvT//ribE//
go_0006431_8	ilvB//
go_0006432_8	paaG//
go_0006433_8	lpxT//
go_0006434_8	truC//
go_0006435_8	pabC//
go_0006436_8	ubiG//
go_0006437_8	ilvA//
go_0006438_8	mmuM//
go_0006448_8	
go_0006450_4	gstB//yieH//mak//psuG//alaC//rluE//
go_0006457_3	thyA//gltX//gntK//aroK//ftnA//rluE//rffC//
go_0006458_4	
go_0006464_6	dkgA//pdxK//ileS//napA//purA//carB//yigL//frc//
go_0006465_6	ilvE//epd//eptB//
go_0006468_7	sgbU//
go_0006470_7	dnaQ//uxuA//ispB//gabT//gcl//
go_0006473_8	cobB//
go_0006474_6	speB//garK//hchA//
go_0006476_8	argE//
go_0006479_5	yeaE//tig//proB//galM//fadD//gshA//
go_0006486_5	ascB//
go_0006490_5	yqhD//
go_0006508_5	yjhH//otsB//slyD//hypF//dgoD//birA//ubiX//ilvH//etk//paaC//yigB//fre//speD//slyD//nth//ispU//thiM//umuD//yeaE//murE//pyrC//yihT//malZ//yihT//bioA//puuA//arnB//tehB//ruvB//sdaB//allB//proC//eno//
go_0006515_7	frdA//entD//paaC//pfkB//gapA//panB//cof//
go_0006517_6	narZ//ilvC//
go_0006518_5	ung//ybcF//
go_0006523_8	cyoE//nudB//
go_0006524_8	
go_0006526_8	gstB//thrS//yfdR//cof//sdaB//gmhB//entA//
go_0006527_8	clsB//dgcT//folE//yfcG//panD//
go_0006529_7	yihU//gadA//
go_0006530_7	slyD//asnB//paaJ//napA//
go_0006531_7	ogt//
go_0006532_8	dacD//polB//trmL//
go_0006535_8	pheT//rihB//curA//
go_0006537_8	lipA//
go_0006538_8	malZ//mog//
go_0006541_7	otsA//maeA//aes//cysC//fklB//
go_0006542_8	mnmA//ilvD//
go_0006543_8	
go_0006545_6	zwf//
go_0006546_6	ackA//rlmH//lacZ//
go_0006554_8	tatD//cheB//ung//
go_0006556_5	mltD//
go_0006559_6	mrcA//
go_0006561_6	hyaB//betA//
go_0006563_7	ulaE//
go_0006564_8	ndh//dgkA//puuE//tgt//
go_0006565_8	glnS//hcaC//entB//ldtC//betB//
go_0006566_7	murB//
go_0006567_8	speE//nrfB//thiG//yqhD//ilvE//fadM//opgB//
go_0006569_7	dkgB//
go_0006571_7	cueO//hisS//
go_0006593_7	lpoA//
go_0006598_8	purN//paaG//ilvM//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	ppsA//lpxB//
go_0006631_5	queA//tynA//ilvD//gabT//bioB//
go_0006633_6	ubiA//bacA//gluQ//ybhA//aceA//hcp//mhpD//dnaE//gor//lpxD//rffH//
go_0006635_6	cdsA//fbp//ppiA//mrdA//rluC//acs//leuD//glxR//ldtC//purL//serC//mnmA//
go_0006636_7	
go_0006637_5	uidA//fklB//nadE//moaA//bglX//
go_0006646_7	
go_0006650_6	
go_0006654_7	pgsA//
go_0006655_7	yjiA//lpxD//
go_0006725_4	fadA//
go_0006729_6	ilvN//mutY//
go_0006730_4	ycaO//nagK//poxB//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	leuD//metL//frdD//aceB//ydiF//tdcD//araA//gltD//fadM//gpmA//mrcB//pdxB//
go_0006749_5	ribB//napA//
go_0006750_6	lpoA//dcm//
go_0006751_6	insI-1//
go_0006757_5	pgpC//
go_0006760_5	glmM//
go_0006761_7	ldcC//
go_0006771_5	dmsC//
go_0006772_6	pta//asnB//
go_0006777_5	coaA//gshB//nrdF//mnmC//rutE//
go_0006779_6	argA//pncB//cysI//recJ//waaP//
go_0006780_7	gutQ//
go_0006782_7	asnB//umpG//mcrA//argD//
go_0006783_5	nth//fucK//ilvM//cdd//pdeR//phnL//tcdA//
go_0006790_4	ung//ychF//adiA//purD//opgB//waaA//cheR//fabA//queA//thrB//
go_0006791_2	epd//adeD//queG//
go_0006793_4	nanK//ahr//
go_0006798_5	yahK//
go_0006799_5	tgt//
go_0006801_5	thrC//queC//fabD//
go_0006805_4	thrB//hyaB//nth//cynS//
go_0006807_3	nudC//thrB//uidA//
go_0006808_4	torC//
go_0006810_4	araB//cysM//ftnA//waaF//ghrB//lsrG//narV//hemL//gcvH//yccX//hcaE//ldtC//upp//solA//paaE//prpD//trmJ//selD//mhpD//ldcC//narI//nrdD//rlmB//gltB//fau//pyrC//ynfE//tynA//dacC//leuC//rutE//maeA//pykF//ispG//rpe//accB//trmO//speG//pyrG//rfaD//ubiH//frdB//gltB//aroK//sucC//lplA//gstA//pdxH//adhP//plsB//alaA//ilvD//wzc//dkgA//asnA//mltF//waaH//csdA//gltD//pabC//acs//fabG//mhpB//ushA//yihS//hpt//yagF//patD//slyD//nth//umpG//paaJ//ogt//kdsA//metB//mocA//lpoB//
go_0006811_5	serB//rfe//lysC//treF//ttdB//tgt//birA//ndk//tdcB//rsuA//dmsC//
go_0006812_6	yigB//speD//
go_0006813_8	astB//pyrG//mhpA//rlmM//yieH//trmI//purF//frlC//
go_0006814_8	ispF//deoC//paaK//tyrA//
go_0006817_8	glmU//
go_0006820_6	panE//tdcG//gadA//napB//menH//
go_0006821_8	torY//
go_0006824_8	araA//acnB//metK//ubiC//
go_0006825_9	yjiA//
go_0006826_9	yqhD//
go_0006828_9	panC//
go_0006829_9	gpmA//ugd//murD//purU//dmsA//
go_0006833_6	
go_0006835_8	arnA//lipA//
go_0006847_8	hflX//
go_0006855_6	rfe//rsmD//menH//rlmH//ispG//rsmC//yghU//nirB//pgaB//dmsA//purA//pgl//nrdF//ascB//
go_0006857_7	rluD//oxc//narY//
go_0006863_7	citE//
go_0006865_6	argA//alkB//tmcA//hcaC//waaH//pgi//rlmC//ileS//thiH//hypF//hdhA//ispB//yfcG//alr//murC//rlmE//phnJ//eptC//lysC//glcF//scpB//
go_0006868_7	srlD//
go_0006869_6	menI//
go_0006874_8	
go_0006876_8	glpX//
go_0006878_9	ackA//
go_0006879_9	rnpA//dgcZ//
go_0006880_4	hisI//kdgK//
go_0006882_8	dapF//
go_0006883_8	sgbH//dgkA//scpC//
go_0006884_4	
go_0006885_9	ulaG//
go_0006886_5	
go_0006928_3	glpA//
go_0006935_4	ascB//ghrB//serB//mnmC//clsA//
go_0006970_4	gmd//fabH//pyrH//rnb//pgpC//aspC//
go_0006972_5	kbaY//paaH//paaA//bioD//sad//
go_0006974_5	ybjI//fucO//cheR//fadM//rluC//gph//iscS//glnA//phnL//aes//torY//folC//dxs//mpaA//ddlA//adhP//aroA//yfaU//narZ//gcl//yjhG//pepD//aroL//lpxP//cysM//trpA//rhaD//frlB//napC//rlmC//dosP//fabI//allB//moaE//def//oxc//entF//speD//hemD//rluA//mhpA//slt//dmsA//menF//mutY//rluF//tpiA//pdeH//paaE//yhdH//mltA//thrS//kdsD//tdk//cysQ//dosP//mhpB//yfcF//glmS//frdA//yfeW//fadI//glpK//ubiF//kdsC//leuA//metF//ldhA//cysE//ubiE//folA//fadB//yfaU//fumA//ldtD//sgbE//aroK//argB//trpB//amiD//dacD//nhoA//alaS//pgi//glgC//clsA//hypB//pheT//ribD//ldtA//gstB//folP//speF//maeA//fadH//
go_0006979_4	proC//proB//menH//yigB//yihS//yihX//mnaT//yagF//waaS//yfcF//rsmH//ubiA//gltD//cysK//nanK//bioD//cobU//sseA//acs//dnaE//dmsA//yajO//torY//cof//murI//cysN//
go_0006986_5	rnt//
go_0006995_6	pdeR//puuC//
go_0007059_3	miaA//leuD//
go_0007062_4	
go_0007155_3	rlmI//
go_0007165_3	arsC//queG//
go_0007234_5	
go_0007584_4	
go_0008033_9	pykF//waaA//fucA//chbF//ilvN//patD//truB//patA//
go_0008104_4	
go_0008152_2	pgi//bioF//argD//ftsI//paaB//treF//kduD//bioB//btuE//fadM//entE//deoD//mrcA//miaA//pta//cysI//speD//
go_0008156_8	
go_0008219_3	
go_0008272_6	gabT//btuE//
go_0008295_6	bioC//lpxB//panB//
go_0008299_5	gmhB//
go_0008360_4	ssuD//patA//murB//rph//pdxJ//kefF//metB//yeaG//argK//dut//gutQ//
go_0008610_5	ychF//paaZ//aroL//asnS//
go_0008615_6	adhE//garD//pabA//glgC//bglB//trpE//rsmF//
go_0008616_8	dgkA//tsaD//aroD//panE//ynfE//pcm//
go_0008643_6	proB//gshB//sucD//kbaZ//gldA//asnA//mtgA//ymdB//kduD//glyA//yjhH//tktA//entB//yieF//cynT//dld//serB//glgX//
go_0008652_5	btuR//pyrF//hyi//adiA//rihC//allB//hypB//entD//
go_0008653_5	
go_0008654_5	rluD//gloA//suhB//dapB//
go_0009050_6	araD//fkpB//
go_0009052_6	panE//metE//entF//argC//allC//glnS//
go_0009056_3	aroE//
go_0009058_3	lsrK//yagE//ynfH//xthA//
go_0009060_6	lpxT//ymdB//arnA//murB//gloB//guaA//rihC//
go_0009061_6	bacA//glpC//dkgA//ldtB//dadA//waaH//gstB//tyrB//carA//mmuM//feaB//rnb//phnO//malY//uvrC//murQ//paaE//eutB//ftnA//citE//cdsA//
go_0009062_6	hisF//
go_0009063_5	pyrC//rlmC//clsA//
go_0009070_7	dapA//
go_0009073_6	glpD//fucK//mog//yccX//entD//relA//malS//appA//cysN//dmlA//yqaB//
go_0009081_5	trmA//sdaB//
go_0009082_6	dmsB//ulaE//sufS//dgcT//argG//nudG//rluA//
go_0009085_8	add//
go_0009086_7	leuB//torC//kdsB//metC//cysM//
go_0009088_8	metK//glgA//
go_0009089_6	scpC//udk//aroA//nagB//gpsA//galU//
go_0009090_8	ulaF//napB//menB//nadD//
go_0009092_7	epmC//
go_0009093_7	
go_0009094_6	idnK//rluE//insI-1//
go_0009097_7	thrS//ynfF//uvrB//pyrH//clsB//
go_0009098_7	coaD//lpxD//thiC//amyA//ubiC//mutT//
go_0009099_7	trpA//pphA//gcd//mog//sdhC//fabG//fbaA//
go_0009102_6	rffG//ugd//selA//paaC//queC//hflX//ldtA//mocA//gstB//
go_0009103_6	murD//lsrK//mcrA//rfbC//dusC//yfcF//sufS//sdhB//rihC//
go_0009106_5	rlmM//
go_0009107_6	gabT//folD//
go_0009108_6	rsmG//
go_0009116_5	tig//sucC//
go_0009142_7	rsgA//
go_0009143_7	serB//
go_0009152_8	amyA//
go_0009157_8	aroB//
go_0009166_7	trpC//paaG//
go_0009168_9	alaS//
go_0009220_8	carB//wecC//
go_0009224_9	hisA//
go_0009226_6	opgB//rlmM//
go_0009228_7	manA//cueO//ftsI//metB//ppx//apaH//pphB//mltB//epmA//
go_0009229_6	torA//cmoB//
go_0009231_6	citG//serA//nrfD//rsmC//fabA//fabD//dgt//
go_0009234_7	leuB//eptB//udp//rsmE//glpA//cdsA//rlmC//bioA//galT//
go_0009236_6	selB//ilvI//nfsB//manA//ynfE//sgbU//
go_0009237_4	sgbE//rsmB//
go_0009239_6	napB//speC//dcyD//wzb//truB//yhdH//proA//pykF//
go_0009240_6	amiD//
go_0009242_6	dgkA//mutL//mak//nrdE//rffT//galT//ispB//waaL//
go_0009243_7	aroA//
go_0009244_7	lpoA//pfkA//murE//narG//fabG//pfkA//fau//mgsA//cheB//glpK//glcF//wcaJ//mpaA//guaB//speF//tynA//argC//pgpA//hyaB//kdsB//astC//aceA//
go_0009245_6	xapA//guaA//ilvN//sodC//selD//glnE//ilvC//yfiC//murC//
go_0009246_6	tauD//gcd//phnO//treF//prpC//proS//
go_0009249_6	xapA//queC//aspC//
go_0009250_7	
go_0009251_7	menD//
go_0009252_7	polA//murB//adiA//insI-1//yhdH//lpoA//ubiA//ampD//gcvP//oxc//ydiO//cynS//folA//ubiX//mutT//ushA//glpD//pdxJ//truA//mmuM//hflX//rdgB//yccX//rluB//aphA//
go_0009253_8	pdxA//uvrC//dgoD//mtlD//pyrH//yagF//dapD//chbF//eptB//rutE//
go_0009254_8	glcB//tpiA//hcaE//ampD//tktB//murG//ndk//ulaF//etk//bfr//yggF//
go_0009257_8	ubiH//trmH//ubiD//alkA//
go_0009263_6	argB//rutA//
go_0009264_6	manA//ymdB//
go_0009265_7	xylA//
go_0009266_4	sodC//aceF//lpxD//ppk//metB//pdxA//
go_0009267_5	cynS//rfaE//
go_0009268_4	aroC//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	narV//
go_0009297_6	
go_0009298_7	sucA//alkB//rluD//
go_0009305_7	aspS//
go_0009306_4	
go_0009311_5	
go_0009314_4	pagP//cpsG//mutT//mutT//lpxK//gpmA//nrdA//hcaC//ltaE//pdeR//recR//aroE//tsaE//aroB//rsmD//eptA//xthA//
go_0009372_5	maeA//iaaA//nrdA//
go_0009396_6	birA//mltA//
go_0009398_7	dbpA//
go_0009401_7	rimK//pabB//phnO//trpS//cysD//nth//sdhC//paaJ//cynT//fadD//gmd//ampD//rhaD//pyrD//lipB//gadA//mltF//nudF//cobU//aceF//
go_0009403_5	
go_0009405_4	
go_0009407_3	nanA//
go_0009408_4	fucA//psuG//thiH//tdk//aspA//argS//hemE//eutB//polA//ligB//cdd//etp//lpxH//fucI//bcsA//hisF//tdk//dgcM//paaB//ilvI//deoC//ugd//mhpC//lpxP//pgm//tgt//
go_0009409_4	trmI//murQ//
go_0009410_4	ileS//
go_0009411_6	murE//pgl//dgt//waaL//glxK//citX//fre//ydiO//puuE//
go_0009416_5	epmB//tmcA//
go_0009423_8	yieH//etp//birA//nagZ//
go_0009432_5	pgaB//hisS//aceB//nagZ//aroL//
go_0009435_9	dhaM//pgl//yagF//narZ//uvrB//
go_0009436_6	sdhA//ubiG//panC//rph//
go_0009437_5	
go_0009438_5	
go_0009440_6	btuE//yjhG//aroD//
go_0009442_7	glcB//pyrH//gloB//panB//selD//
go_0009443_5	truC//guaC//galE//
go_0009446_6	speE//yieF//
go_0009447_6	torY//thiM//nrfB//lpxD//phnH//dsdA//dapD//metC//
go_0009450_6	fadK//nudC//cynT//puuD//
go_0009451_6	pabA//nudG//yagE//proC//
go_0009593_4	
go_0009597_5	
go_0009636_4	murE//nudC//speG//aspS//ttdB//
go_0009637_6	
go_0009651_5	
go_0009697_5	hisA//
go_0009758_2	surA//
go_0009785_5	
go_0009970_6	fucO//surA//rsmE//
go_0009972_10	phnG//
go_0009992_5	phnH//solA//apt//
go_0010033_4	
go_0010038_5	
go_0010039_6	nrdA//
go_0010041_7	menI//argD//
go_0010042_6	truC//
go_0010043_6	eptA//gstA//
go_0010045_6	waaS//
go_0010106_6	
go_0010124_4	waaH//cysI//ldtB//speF//pgl//xylA//metG//adeD//
go_0010133_7	ppsA//
go_0010139_7	allD//
go_0010165_6	thiL//cysN//lsrG//gltX//waaY//rhaM//otsB//dacD//
go_0010212_5	ybjI//
go_0010226_6	fucA//
go_0010243_5	
go_0010272_6	rsmF//
go_0010273_4	entA//def//thrC//
go_0010312_3	tdh//
go_0010332_6	
go_0010350_6	
go_0010438_6	gshA//cmoA//
go_0010447_5	cysH//gcd//
go_0010468_6	lgoD//
go_0010498_6	trmD//galE//kduI//ispH//
go_0010501_7	avtA//thiI//
go_0010557_7	
go_0010608_7	pgi//
go_0010628_7	
go_0010629_7	moaE//
go_0010676_7	
go_0010699_4	adeD//ilvE//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	opgB//ilvH//sodA//frc//sucC//ruvA//lpxC//ahpC//alr//
go_0015031_5	fabG//murE//citX//fadD//yajO//gcvT//rffG//iaaA//
go_0015074_6	
go_0015628_5	
go_0015670_6	yfdR//
go_0015673_9	paaH//
go_0015675_9	fbp//
go_0015679_10	uxuA//
go_0015682_8	moeB//
go_0015684_9	adiA//yrfG//yccX//hemD//
go_0015685_8	yccX//rsmF//
go_0015687_7	pdeH//
go_0015688_6	gcvH//tmcA//
go_0015689_8	sdaA//
go_0015691_9	yahK//puuA//
go_0015692_8	carB//
go_0015693_9	aes//
go_0015696_6	dut//
go_0015698_7	fabD//
go_0015699_8	acpH//
go_0015700_8	yhdH//
go_0015706_6	guaD//pyrG//narH//
go_0015707_6	tmcA//glmU//dgkA//tyrA//
go_0015709_6	ldtA//
go_0015710_8	mnmG//thiI//
go_0015712_7	mutS//
go_0015718_8	phnO//
go_0015721_7	pbpC//pabC//cysK//
go_0015724_7	mug//
go_0015726_8	oxc//
go_0015733_7	cheB//
go_0015734_6	pbpC//
go_0015736_9	galU//
go_0015739_7	puuB//
go_0015740_9	frdA//hemB//rsmH//
go_0015741_10	bglB//thrB//
go_0015747_6	adhE//
go_0015748_6	paaA//
go_0015749_7	thiL//proB//folC//rbn//rsmB//mak//ubiG//
go_0015751_9	purD//dnaE//
go_0015752_9	menB//sgbH//
go_0015753_9	rsmA//roxA//
go_0015754_9	gatY//
go_0015755_9	ribC//fbaA//kbaZ//
go_0015756_9	rsgA//otsB//
go_0015757_9	dsdA//recO//narY//mrcB//
go_0015760_8	ulaE//
go_0015761_9	epmB//
go_0015762_9	aroK//
go_0015764_7	rsmH//gstB//fre//
go_0015765_8	pphA//eptC//
go_0015767_9	dbpA//tag//torZ//
go_0015768_9	epmB//yfdR//kdsC//
go_0015769_9	ppk//
go_0015771_9	dgcZ//tcdA//nanE//
go_0015772_7	mrdA//napA//pyrG//
go_0015774_7	ydiF//
go_0015778_7	mutT//
go_0015793_7	glxK//tag//
go_0015794_7	tag//hemL//
go_0015795_7	hemL//ampD//
go_0015796_7	rluF//
go_0015797_7	cysN//gph//hdhA//
go_0015803_7	rsmH//ynfE//trmD//
go_0015804_7	cysQ//waaG//
go_0015806_6	recO//
go_0015807_7	speF//mhpC//glpK//nudG//surA//cobC//
go_0015808_8	fkpB//agp//
go_0015809_7	hisB//
go_0015810_8	cheB//sbcB//
go_0015811_7	gcl//dmsB//
go_0015813_6	ilvE//glyS//dhaK//
go_0015814_7	ackA//
go_0015816_6	thiG//
go_0015817_7	idi//selB//
go_0015818_7	nfi//paaB//
go_0015820_7	sgbE//pyrE//dld//uxaB//narG//
go_0015821_7	hisD//dacD//
go_0015822_7	pyrB//
go_0015823_7	cmoB//ruvB//aroK//ada//yciA//
go_0015824_7	rutC//trpS//nfi//
go_0015825_8	eno//
go_0015826_7	waaP//rluB//hisI//
go_0015827_7	yhdJ//acpS//yfbR//
go_0015828_7	aroF//hisB//
go_0015829_7	mnaT//btuR//rsmG//
go_0015830_7	gpmA//
go_0015833_6	purT//kduI//sufS//asnS//dhaL//kdsD//yegS//kduI//pyrH//speD//
go_0015834_7	sbcB//accC//
go_0015835_6	acpT//
go_0015836_7	nadA//prmC//
go_0015839_7	hemD//
go_0015846_6	kdsC//panC//
go_0015847_7	pdxY//yhdJ//phnG//xylB//adk//
go_0015848_7	tdk//fadA//
go_0015851_6	
go_0015853_8	napC//trmD//
go_0015856_8	dhaM//
go_0015857_6	avtA//hisA//
go_0015858_7	yqaB//apaH//leuA//
go_0015860_7	deoA//purN//
go_0015861_9	aceB//yidA//
go_0015862_9	dmsB//trpE//
go_0015863_8	selB//
go_0015864_8	pck//
go_0015871_6	phnG//acpS//cyoE//trmA//
go_0015878_6	
go_0015879_9	yihS//
go_0015882_7	frc//
go_0015886_6	metE//mtgA//
go_0015887_7	mhpD//
go_0015888_6	glk//
go_0015889_6	yihT//deoA//lpxB//
go_0015891_6	pgpA//
go_0015906_6	abgB//
go_0015909_8	rluA//
