# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	purT//
go_0006107_8	
go_0006108_8	rutB//selB//folP//gpsA//
go_0006113_5	ahr//gdhA//
go_0006115_6	alsE//
go_0006124_6	
go_0006144_6	
go_0006145_7	aspC//
go_0006146_8	yqjH//
go_0006148_9	agp//
go_0006149_9	rsmB//
go_0006150_9	fabB//
go_0006152_7	hyaC//ygjK//yccX//insI-1//panB//
go_0006154_6	fabD//
go_0006161_9	psuG//
go_0006163_6	yidA//
go_0006164_7	lsrK//glyA//ilvH//trpE//
go_0006166_6	waaY//
go_0006168_7	hyaC//pgpC//
go_0006171_9	
go_0006172_9	gshA//
go_0006177_9	nagK//
go_0006178_7	argK//
go_0006183_9	rrrD//
go_0006189_10	bglB//cysD//
go_0006203_8	aroH//ybjI//
go_0006206_6	ilvI//argF//gnd//
go_0006207_8	nirB//dam//lpxC//yjjX//rpe//
go_0006208_7	dld//lpoA//pykF//rnd//glcB//pyrB//
go_0006209_6	argB//
go_0006210_8	yeaE//
go_0006212_6	yccX//bioC//rluA//pgaB//leuD//mug//ttdB//dgkA//thrS//pgpC//
go_0006217_9	pykF//
go_0006218_9	trmO//
go_0006220_6	fucK//
go_0006221_7	yfcG//trmL//glmS//
go_0006222_9	
go_0006225_9	bioF//
go_0006226_9	puuE//sdhA//
go_0006227_9	ubiE//
go_0006231_9	uvrB//
go_0006233_9	glgC//
go_0006235_9	xapA//
go_0006241_9	pfkB//
go_0006259_5	selA//bacA//thrC//
go_0006260_6	katE//torA//gntK//amiD//add//ttdA//lysS//
go_0006261_7	ubiH//kbaZ//maeA//
go_0006265_6	dgoA//rutB//
go_0006266_6	lpxB//tpiA//ilvM//
go_0006267_5	
go_0006268_9	rsmE//rlmL//
go_0006269_6	phnJ//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	trpD//glcF//
go_0006281_6	cdh//ispF//gnd//surA//slyD//yagF//pdxH//glk//ycaO//ppk//ansB//rpiB//tehB//dinB//manA//luxS//hcaC//
go_0006283_8	
go_0006284_7	glyS//mutT//yjhG//mltC//guaD//panE//
go_0006285_6	fadD//lpcA//purA//glgC//
go_0006288_8	prmC//arsC//
go_0006289_7	
go_0006298_7	ymdB//tesB//rlmB//trpB//
go_0006301_7	
go_0006302_7	cueO//hycB//
go_0006307_8	aroE//ilvD//treF//hmp//trmA//
go_0006308_6	murB//oxc//lyxK//nadC//
go_0006310_6	gluQ//acpS//polB//rsmJ//glpX//
go_0006313_4	pinE//
go_0006351_6	idi//paaF//
go_0006352_7	
go_0006353_7	
go_0006354_7	ndh//
go_0006355_7	cmoB//
go_0006357_8	
go_0006364_9	fumB//hemF//glcF//yidA//
go_0006378_8	ilvI//
go_0006396_7	deoC//serA//glk//fre//ubiF//
go_0006397_8	lpxP//
go_0006399_8	aspA//solA//
go_0006400_7	gpp//lysU//yagF//argE//nrdF//
go_0006401_6	ubiH//frdD//ilvI//dapD//dgt//mngB//
go_0006402_7	umpH//eutB//nudB//pgk//paaE//mak//pabB//
go_0006412_6	slt//sgbE//yihV//folD//menE//
go_0006413_4	entH//
go_0006414_6	
go_0006415_7	thiD//proB//
go_0006417_7	lpxM//gpmA//
go_0006418_7	yrfG//pdxJ//bioC//citE//ribA//rfbD//hycB//fabG//mrcA//gor//ftnA//
go_0006419_8	gshB//
go_0006420_8	sdhD//
go_0006421_8	ppk//
go_0006422_8	sucC//
go_0006423_8	suhB//
go_0006424_8	rutB//gcvP//
go_0006425_8	nrfD//
go_0006427_8	waaO//
go_0006428_8	pldB//
go_0006429_8	yfeX//
go_0006430_8	mhpB//gmk//
go_0006431_8	ppiA//
go_0006432_8	hyi//
go_0006433_8	moaD//
go_0006434_8	glyS//
go_0006435_8	speD//
go_0006436_8	rsmF//
go_0006437_8	yahK//
go_0006438_8	yagF//
go_0006448_8	
go_0006450_4	serB//hmp//nadC//mutT//dld//frmB//
go_0006457_3	gcvH//hemL//cdh//tyrA//paaK//dld//tmcA//
go_0006458_4	
go_0006464_6	mltD//maa//argA//folC//mltC//dhaK//kbaY//acnB//
go_0006465_6	hemH//folX//dinB//
go_0006468_7	yggF//
go_0006470_7	hemD//cysQ//waaL//rluB//ttdA//
go_0006473_8	nirD//
go_0006474_6	fdhF//glcF//puuC//
go_0006476_8	accA//
go_0006479_5	frdC//malY//metC//gutQ//mtgA//dmlA//
go_0006486_5	nrdD//
go_0006490_5	lpoA//
go_0006508_5	ddlA//pyrD//glnE//ubiD//tatD//ubiG//coaD//sgbH//entB//metE//hyaB//yagF//hemB//truA//pgm//nrdD//clsC//menF//ydiB//mazG//proC//wecB//valS//murG//yqjH//hemH//ilvH//pdeR//hcaB//trmI//gltX//queG//ribC//
go_0006515_7	gcd//mpaA//tesB//ddlA//ycaO//ilvE//menC//
go_0006517_6	mnmC//scpC//
go_0006518_5	eptC//dnaE//
go_0006523_8	mnmC//folP//
go_0006524_8	
go_0006526_8	dusC//folA//purT//dgcT//ppsA//phnG//ribF//
go_0006527_8	hyi//ribF//glpB//yqaB//ispH//
go_0006529_7	nrdD//gcvP//
go_0006530_7	sdhB//cmk//waaY//lysC//
go_0006531_7	etp//
go_0006532_8	purN//bioD//glnA//
go_0006535_8	rlmF//cobS//yjhH//
go_0006537_8	mpaA//
go_0006538_8	waaC//pabB//
go_0006541_7	fumA//purT//prmC//csdA//ycjU//
go_0006542_8	waaY//waaP//
go_0006543_8	
go_0006545_6	puuD//
go_0006546_6	mutH//gatY//entD//
go_0006554_8	waaA//paaJ//hemH//
go_0006556_5	mraY//
go_0006559_6	aroC//
go_0006561_6	ubiE//fucA//
go_0006563_7	mpaA//
go_0006564_8	clsC//metE//sgbH//tgt//
go_0006565_8	recO//ubiX//paaE//paaK//purU//
go_0006566_7	pfkB//
go_0006567_8	dam//pfkA//gloC//der//xapA//malQ//glgA//
go_0006569_7	mltA//
go_0006571_7	udk//nfi//
go_0006593_7	putA//
go_0006598_8	uxaA//rluA//cheR//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	folD//umpH//
go_0006631_5	prpB//rlmJ//umuC//lipB//narG//
go_0006633_6	gnd//gldA//selB//mutS//ttdA//dapD//hcaB//pgaB//yjjG//mltB//treA//
go_0006635_6	fabH//ssuE//proA//glpK//napA//acnB//tmk//aroD//fadA//ssuD//pyrE//rsgA//
go_0006636_7	
go_0006637_5	puuE//xapA//lsrK//metE//ttdB//
go_0006646_7	
go_0006650_6	
go_0006654_7	menB//
go_0006655_7	ribC//ahpC//
go_0006725_4	rihC//
go_0006729_6	dmsB//hisS//
go_0006730_4	asnA//narI//ftsI//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	lipB//pheT//mgsA//cfa//ahr//murB//clsB//metE//bioC//aroG//miaA//dgoA//
go_0006749_5	bioC//uxaC//
go_0006750_6	cueO//lpxL//
go_0006751_6	otsB//
go_0006757_5	etp//
go_0006760_5	iaaA//
go_0006761_7	rlmM//
go_0006771_5	maeA//
go_0006772_6	menI//ymdB//
go_0006777_5	rlmL//gcd//ldhA//frc//selB//
go_0006779_6	yihU//glpB//nudB//ispH//ydfG//
go_0006780_7	treC//
go_0006782_7	clsA//tehB//insI-1//frdB//
go_0006783_5	queA//amyA//carB//ileS//uxuA//hdhA//rluC//
go_0006790_4	clsB//ybcF//acnA//ileS//pncB//dacC//idnO//clsC//nirB//entF//
go_0006791_2	ybjI//alsK//birA//
go_0006793_4	pdxA//pdeR//
go_0006798_5	gadB//
go_0006799_5	dhaM//
go_0006801_5	cobU//glnS//patA//
go_0006805_4	dusB//cobT//glpK//hemG//
go_0006807_3	insI-2//guaD//sbcB//
go_0006808_4	fabA//
go_0006810_4	hyaC//ackA//hisI//tatD//dusC//aroE//rutD//frdA//xthA//mnmG//cdh//ubiG//xthA//dam//aroK//ampH//trpA//roxA//hyi//rffT//epmC//pbpC//rsmG//ppiC//argH//narY//menE//mltA//menB//lsrG//speD//uxuA//rutA//paaB//mmuM//fbp//nadC//alaA//aroH//ulaG//mug//carB//sgbU//katE//uxaA//yihU//dmsA//glgA//lgoD//murC//atoB//pfkA//rlmL//tatD//malS//curA//slt//fdhF//ubiH//fadA//nrfD//kdsD//gutQ//recR//phnJ//araA//nfsB//sdaA//aroC//sgbH//pnp//mgsA//pgk//recO//glxK//gcd//rutD//
go_0006811_5	psuG//ispA//paaF//entA//gstB//dsdA//ravA//hflX//rpe//mnaT//fabH//
go_0006812_6	astC//melA//
go_0006813_8	nagZ//ftsI//dinB//ltaE//pykA//yhdJ//pdxH//nrfD//
go_0006814_8	murB//yggF//prmB//mutH//
go_0006817_8	ygeX//
go_0006820_6	ubiC//gutQ//pdeH//dbpA//panE//
go_0006821_8	dcyD//
go_0006824_8	cyaA//xdhB//yihX//hchA//
go_0006825_9	mnaT//
go_0006826_9	trpS//
go_0006828_9	sodC//
go_0006829_9	dgcT//tsaC//gshA//speE//pheS//
go_0006833_6	
go_0006835_8	fdhF//guaA//
go_0006847_8	narH//
go_0006855_6	ispB//preA//chbF//waaJ//aceB//btuE//dut//otsA//hycB//ldtC//yeiG//hyi//cysS//malS//
go_0006857_7	ppk//yfdR//trpD//
go_0006863_7	kefF//
go_0006865_6	fklB//hisH//selD//purD//moaE//ppiC//cheR//pabB//citC//uidA//ansB//sgbH//queF//mpaA//mgsA//tsaD//ilvA//yhdH//sucC//wecB//azoR//
go_0006868_7	aroH//
go_0006869_6	serS//
go_0006874_8	
go_0006876_8	ttdB//
go_0006878_9	lpd//
go_0006879_9	mhpC//yihU//
go_0006880_4	paaH//rsmC//
go_0006882_8	truA//
go_0006883_8	purT//ldtD//cpsB//
go_0006884_4	
go_0006885_9	clsB//
go_0006886_5	
go_0006928_3	murG//
go_0006935_4	wecB//icd//waaY//lpxM//fbp//
go_0006970_4	preA//edd//epmB//dxr//pphB//leuD//
go_0006972_5	trpE//maa//insI-1//fes//waaG//
go_0006974_5	fadH//gudD//waaH//hemN//adiA//fabG//narG//hemD//pgi//rutD//allD//pck//gpmA//frmA//glxK//nanE//gph//mltC//uvrA//curA//nirB//tatD//thiG//ddlB//galK//purN//katG//xylA//lpxM//aldB//garD//lipA//gloA//malQ//rluF//bioC//frdC//argI//recO//yciV//yeaG//treF//rlmC//yeaG//malZ//gcvP//acpS//sodB//treA//deoC//paaJ//folE//murE//ogt//dgoK//scpC//fumA//bioF//preA//cpdB//hisS//leuA//ribA//fklB//trmH//lysU//atoB//mhpD//yhdJ//pdxB//alaS//rlmI//yfcG//garL//ulaF//pinE//menB//alaC//otsA//menC//rihC//rpe//uvrA//rluD//coaA//puuD//aphA//cpsG//cpdA//yghU//lpxD//argC//glgA//thrC//dut//
go_0006979_4	nrdF//tdh//valS//proB//tsaB//hisC//ligB//queD//pheS//gabT//purA//yihU//aspS//mcrB//tdcG//lpxP//amiD//acs//cfa//glcD//cheR//ycjU//cheR//lacZ//thiE//fucO//
go_0006986_5	tsaE//
go_0006995_6	dgoK//poxB//
go_0007059_3	acs//acnB//
go_0007062_4	
go_0007155_3	menH//
go_0007165_3	arnT//pgl//
go_0007234_5	
go_0007584_4	
go_0008033_9	thyA//nadE//patZ//entF//proC//garL//ldtD//rsmC//
go_0008104_4	
go_0008152_2	ynfH//ilvN//pgaC//gpmA//folD//yjhH//nirD//epd//puuC//ubiD//ubiC//entF//phoA//mpaA//cysG//ldtD//rsmC//
go_0008156_8	
go_0008219_3	
go_0008272_6	mmuM//nemA//
go_0008295_6	paaB//srlD//ynfE//
go_0008299_5	truA//
go_0008360_4	murF//hmp//gor//udp//garR//gutQ//eptB//metC//solA//wzb//yhdJ//
go_0008610_5	argH//aroD//ppx//sucC//
go_0008615_6	dgkA//aspA//pyrD//waaO//gltX//cysN//dusC//
go_0008616_8	lldD//rsmF//argF//aldB//deoC//argH//
go_0008643_6	tyrS//polB//bioB//dgkA//tadA//astC//argS//glnE//plsC//wzb//glcE//glgX//yagE//epmC//pdxH//alaA//gadB//aroE//
go_0008652_5	proB//paaZ//garL//nadB//icd//mngB//aroK//prmC//
go_0008653_5	
go_0008654_5	yjjG//clsB//selB//panC//
go_0009050_6	menF//nadE//
go_0009052_6	gpmA//fcl//mazG//ribA//asnB//sdhD//
go_0009056_3	phnM//
go_0009058_3	alsK//dcyD//ribA//valS//
go_0009060_6	guaB//metE//glpD//rpe//frdB//guaA//fabD//
go_0009061_6	phnJ//uxaC//uvrA//dnaQ//purL//galE//birA//lyxK//frc//waaU//icd//dgoK//csdA//recO//udp//mltF//sucA//nrfC//speA//polB//hemH//
go_0009062_6	pagP//
go_0009063_5	yfbR//glcD//hemG//
go_0009070_7	btuR//
go_0009073_6	idnK//mutY//alkB//lpxH//ubiG//rlmJ//hcaC//upp//ispU//yidA//rdgB//
go_0009081_5	ychF//rfaD//
go_0009082_6	sgbH//gdhA//treF//dmsC//bfr//frmB//frdB//
go_0009085_8	accB//
go_0009086_7	uxaC//gloC//mrcB//caiB//prpD//
go_0009088_8	cysN//fadJ//
go_0009089_6	folP//hcaF//speC//coaD//rlmB//ppc//
go_0009090_8	mnmE//rlmE//hemL//alaS//
go_0009092_7	dgcM//
go_0009093_7	
go_0009094_6	dapA//solA//pcm//
go_0009097_7	mltA//katE//fcl//pykF//fabA//
go_0009098_7	argI//nudC//eutB//pck//ackA//folP//
go_0009099_7	pfkB//ilvA//dusC//fkpA//fadA//cueO//menA//
go_0009102_6	entC//hemA//fucI//bacA//coaE//ispH//patA//alr//sodA//
go_0009103_6	ychF//epmA//gatY//frdD//curA//yfaU//waaA//oxc//ndk//
go_0009106_5	ndk//
go_0009107_6	waaY//cof//
go_0009108_6	alkB//
go_0009116_5	cmoA//ppx//
go_0009142_7	gltX//
go_0009143_7	truD//
go_0009152_8	pdxJ//
go_0009157_8	galT//
go_0009166_7	ubiF//ttdA//
go_0009168_9	purD//
go_0009220_8	uvrB//tsaC//
go_0009224_9	yhdH//
go_0009226_6	aroH//hcp//
go_0009228_7	allC//cpdA//clsC//mltA//rimK//maa//dgkA//narH//dacC//
go_0009229_6	guaC//nanK//
go_0009231_6	hyaA//wrbA//sseA//lsrG//psd//tsaE//aroA//
go_0009234_7	fabH//ybhA//gpmM//hchA//aroK//clsC//preT//aroH//nadC//
go_0009236_6	udk//asnA//gltB//fadB//dnaE//sucD//
go_0009237_4	rimK//mutT//
go_0009239_6	waaL//nrfD//aphA//hemN//cysI//yghU//dbpA//ydfG//
go_0009240_6	gloA//
go_0009242_6	miaB//hcaE//ppc//tdk//ribC//rlmJ//rlmM//caiD//
go_0009243_7	dkgA//
go_0009244_7	phnH//asnS//waaQ//pdeL//rutA//rhaA//pbpC//ldcC//frmA//waaG//rutC//glnE//trmO//kdsC//fadK//gmk//aroL//astB//deoB//dusC//fkpB//luxS//
go_0009245_6	wecB//melA//pgaB//hemC//gatZ//nagA//tig//galT//paoC//
go_0009246_6	guaB//ybhA//ydiO//ispF//rpiA//azoR//
go_0009249_6	glmU//torA//nfsB//
go_0009250_7	
go_0009251_7	metH//
go_0009252_7	panE//sgbU//ribA//aes//ribD//argI//narZ//yhdH//pyrE//cobC//pabB//pphA//glpX//mhpA//rlmE//ispF//ribF//yeiG//hycB//chbF//gatD//hisF//paaC//rhaA//proB//
go_0009253_8	metE//alsK//ubiC//gudD//maeA//hemG//lacZ//rluC//rlmE//hcaD//
go_0009254_8	leuS//speE//metH//nrdA//rpiA//speD//gstA//sdhB//mutY//puuB//thrA//
go_0009257_8	cpsG//entF//amyA//dapB//
go_0009263_6	deoA//fucK//
go_0009264_6	malS//ansB//
go_0009265_7	tpiA//
go_0009266_4	gmk//mog//glmM//ascB//prmB//galU//
go_0009267_5	avtA//kduI//
go_0009268_4	phnJ//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	gutQ//
go_0009297_6	
go_0009298_7	prmC//pykF//ybhA//
go_0009305_7	ndh//
go_0009306_4	
go_0009311_5	
go_0009314_4	phnM//yjjG//eno//rsmE//rfaD//def//alsK//dld//ppc//paaC//ppx//aroH//ghrB//ruvA//pgk//rluA//dkgA//
go_0009372_5	mnmG//gdhA//ilvD//
go_0009396_6	pta//kbaY//
go_0009398_7	gltX//
go_0009401_7	fadA//uxuA//rhaB//argI//dacD//pnp//rutD//allB//murA//eno//yjjX//clsB//mtgA//purA//lpxD//putA//ssuD//tmcA//aroG//purT//
go_0009403_5	
go_0009405_4	
go_0009407_3	tynA//
go_0009408_4	ftnA//epmB//phnL//garR//waaY//sthA//ydiB//hpt//dgkA//apaH//hcaD//araB//hemE//prmC//mrcA//ttdB//yjcS//prpB//surA//scpB//aldA//plsC//purC//murD//araB//paaA//
go_0009409_4	rsmI//araB//
go_0009410_4	aroD//
go_0009411_6	rimK//mutH//ppk//patA//astB//rsmI//sdaA//hflX//clsC//
go_0009416_5	ispB//dgt//
go_0009423_8	spoT//dmsB//mutL//ydiB//
go_0009432_5	gor//oxc//yegS//ilvN//yhdH//
go_0009435_9	ackA//rffG//purD//xylA//phnH//
go_0009436_6	yhdJ//argC//ybjG//trpS//
go_0009437_5	
go_0009438_5	
go_0009440_6	glcD//yeiG//ribC//
go_0009442_7	lipB//pdeR//dld//hemA//mrdA//
go_0009443_5	nhoA//pinE//purU//
go_0009446_6	adhP//acpS//
go_0009447_6	rluF//kdgK//queC//sdhC//pcm//mhpC//pinE//gstB//
go_0009450_6	pagP//paaZ//glgC//uxaA//
go_0009451_6	rsmH//hdhA//ndk//hisF//
go_0009593_4	
go_0009597_5	
go_0009636_4	idnD//psd//scpB//dbpA//queA//
go_0009637_6	
go_0009651_5	
go_0009697_5	pgm//
go_0009758_2	ispG//
go_0009785_5	
go_0009970_6	aspS//mltD//mcrA//
go_0009972_10	thyA//
go_0009992_5	hinT//xapA//cpdB//
go_0010033_4	
go_0010038_5	
go_0010039_6	thiH//
go_0010041_7	pykF//lpxL//
go_0010042_6	trpB//
go_0010043_6	hemG//ldtE//
go_0010045_6	cpdB//
go_0010106_6	
go_0010124_4	wzb//ahpC//bioA//yihT//murC//waaC//phnH//gpp//
go_0010133_7	btuE//
go_0010139_7	aldB//
go_0010165_6	atoB//valS//nagK//sdhC//mtlD//ppx//folM//hcaD//
go_0010212_5	pyrE//
go_0010226_6	wzb//
go_0010243_5	
go_0010272_6	ulaD//
go_0010273_4	pheS//menD//glgP//
go_0010312_3	mdh//
go_0010332_6	
go_0010350_6	
go_0010438_6	hyaC//dcm//
go_0010447_5	rbn//thyA//
go_0010468_6	rfbD//
go_0010498_6	purC//metG//ilvB//ldtE//
go_0010501_7	narV//aroF//
go_0010557_7	
go_0010608_7	torY//
go_0010628_7	
go_0010629_7	thrS//
go_0010676_7	
go_0010699_4	rsmH//phnH//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	prs//uvrB//cmk//cmoA//rne//epmA//rlmL//hypB//mltF//
go_0015031_5	dgt//phnJ//ybiV//mug//speE//dcyD//argK//trpD//
go_0015074_6	
go_0015628_5	
go_0015670_6	aroD//
go_0015673_9	gluQ//
go_0015675_9	pyrC//
go_0015679_10	cdd//
go_0015682_8	gloA//
go_0015684_9	rlmF//ydiF//cheR//mak//
go_0015685_8	gutQ//folA//
go_0015687_7	cmoB//
go_0015688_6	waaB//cdsA//
go_0015689_8	nfsB//
go_0015691_9	kdsD//spoT//
go_0015692_8	dapF//
go_0015693_9	atoB//
go_0015696_6	ybhA//
go_0015698_7	gcvP//
go_0015699_8	pyrC//
go_0015700_8	rlmA//
go_0015706_6	rffT//hemB//tsaD//
go_0015707_6	menA//atoB//panC//hisH//
go_0015709_6	glxK//
go_0015710_8	rsmA//frdC//
go_0015712_7	yfaU//
go_0015718_8	moeA//
go_0015721_7	deoA//pabA//rfe//
go_0015724_7	rlmL//
go_0015726_8	abgB//
go_0015733_7	ileS//
go_0015734_6	waaF//
go_0015736_9	insI-1//
go_0015739_7	frlC//
go_0015740_9	gatY//paaF//rutB//
go_0015741_10	alsK//sufS//
go_0015747_6	thiI//
go_0015748_6	ppiA//
go_0015749_7	lldD//araA//menB//rnt//truB//ansB//malY//
go_0015751_9	caiB//clsA//
go_0015752_9	kduD//cysQ//
go_0015753_9	nirD//rutC//
go_0015754_9	yihU//
go_0015755_9	lpxP//aroK//dapF//
go_0015756_9	truC//waaG//
go_0015757_9	gor//paaE//nirD//fabD//
go_0015760_8	cysE//
go_0015761_9	alsK//
go_0015762_9	gcvH//
go_0015764_7	ubiX//edd//acnA//
go_0015765_8	chbF//allC//
go_0015767_9	rbsD//leuA//yagF//
go_0015768_9	patZ//trpD//xylA//
go_0015769_9	cobU//
go_0015771_9	nth//glgA//ribE//
go_0015772_7	hmp//slyD//ftsI//
go_0015774_7	speC//
go_0015778_7	ldtB//
go_0015793_7	ascB//thiG//
go_0015794_7	mutM//thrB//
go_0015795_7	gabT//fes//
go_0015796_7	pflB//
go_0015797_7	bioH//bglA//thyA//
go_0015803_7	tsaB//hemE//eno//
go_0015804_7	ubiX//pphA//
go_0015806_6	sucB//
go_0015807_7	rfbC//ppiC//roxA//hisC//luxS//hemL//
go_0015808_8	ilvC//hyaB//
go_0015809_7	yciV//
go_0015810_8	hemH//hcaE//
go_0015811_7	fadA//truC//
go_0015813_6	nadB//glmU//rsmE//
go_0015814_7	pyrG//
go_0015816_6	chbG//
go_0015817_7	lpoB//plsC//
go_0015818_7	waaZ//trpE//
go_0015820_7	yeaG//miaB//treA//melA//frdA//
go_0015821_7	prpD//mrcA//
go_0015822_7	mltD//
go_0015823_7	metB//pgk//torY//azoR//mngB//
go_0015824_7	narV//guaD//waaG//
go_0015825_8	pdxB//
go_0015826_7	eutD//rnt//uxaC//
go_0015827_7	tauD//pdeR//hisH//
go_0015828_7	puuC//rutE//
go_0015829_7	nfsB//dgt//aceB//
go_0015830_7	sthA//
go_0015833_6	thiG//trmI//tnaA//aceA//entB//pyrF//queA//hisG//gshA//rluA//
go_0015834_7	murG//scpC//
go_0015835_6	rihB//
go_0015836_7	patD//ubiE//
go_0015839_7	panB//
go_0015846_6	miaB//garD//
go_0015847_7	ulaG//dkgA//argE//eno//recF//
go_0015848_7	paaF//ansB//
go_0015851_6	
go_0015853_8	eda//mngB//
go_0015856_8	rlmA//
go_0015857_6	ppiA//mepS//
go_0015858_7	otsA//sdaA//gmhB//
go_0015860_7	rsmJ//guaA//
go_0015861_9	galM//hyaB//
go_0015862_9	hypB//suhB//
go_0015863_8	opgE//
go_0015864_8	dld//
go_0015871_6	hemA//metG//ppk//xthA//
go_0015878_6	
go_0015879_9	pdxK//
go_0015882_7	yjiA//
go_0015886_6	dmsA//tmcA//
go_0015887_7	sodB//
go_0015888_6	mngB//
go_0015889_6	gluQ//sodB//hcaC//
