# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gutQ//
go_0006417_7	accC//rihA//
go_0006418_7	folX//gcl//bioB//mog//nudB//lysS//cyoE//nanA//nadC//eda//cmoA//
go_0006419_8	pdeL//
go_0006420_8	panC//
go_0006421_8	pdxY//
go_0006422_8	queG//
go_0006423_8	ulaE//
go_0006424_8	waaU//ghrB//
go_0006425_8	ushA//
go_0006427_8	ispG//
go_0006428_8	lysA//
go_0006429_8	psuG//
go_0006430_8	ppk//pheS//
go_0006431_8	narH//
go_0006432_8	tcdA//
go_0006433_8	dgcM//
go_0006434_8	opgE//
go_0006435_8	adk//
go_0006436_8	accC//
go_0006437_8	yjhG//
go_0006438_8	uxuA//
go_0006448_8	
go_0006450_4	phnL//yegS//cysN//thiH//hyaA//lpcA//
go_0006457_3	ldhA//cysC//glcE//thiE//aroH//purN//sbcB//
go_0006458_4	
go_0006464_6	prs//nanE//clsB//pdxK//mnmG//uvrC//ispH//ppiC//
go_0006465_6	amyA//accC//idnK//
go_0006468_7	hemA//
go_0006470_7	acpS//lpoB//yihX//trpC//napB//
go_0006473_8	malQ//
go_0006474_6	ubiC//ppiC//moaE//
go_0006476_8	hisD//
go_0006479_5	asnA//yfaU//pgm//glgA//gshB//der//
go_0006486_5	pabC//
go_0006490_5	moeB//
go_0006508_5	psd//ldtD//pdeH//mnmA//ilvD//folA//hisD//yidA//kdsD//thiI//etp//otsA//ruvA//polA//folP//codA//dcyD//ttdB//fumB//rpe//ldcA//puuE//gpmA//ulaD//cmoB//dgoK//kbaZ//rsmJ//umuD//sseA//accC//acpH//malY//
go_0006515_7	glgA//tgt//codA//psuG//nrdE//hisI//nadB//
go_0006517_6	gutQ//agp//
go_0006518_5	murQ//lysC//
go_0006523_8	glgA//treC//
go_0006524_8	
go_0006526_8	dgoK//nanE//udk//cheR//tesB//ulaE//pgpC//
go_0006527_8	purC//yjiA//tyrA//aspS//hyi//
go_0006529_7	sgbH//yciV//
go_0006530_7	feaB//mrdA//pfkA//rihC//
go_0006531_7	galK//
go_0006532_8	glgB//sodB//menC//
go_0006535_8	tdcB//glyA//mltF//
go_0006537_8	plsC//
go_0006538_8	asnS//gutQ//
go_0006541_7	cueO//moeA//adeD//ruvA//metL//
go_0006542_8	yidA//alaS//
go_0006543_8	
go_0006545_6	mltC//
go_0006546_6	nagK//purT//kbaZ//
go_0006554_8	ppsA//pgpB//gpt//
go_0006556_5	acpT//
go_0006559_6	gabT//
go_0006561_6	apaH//eptB//
go_0006563_7	paaF//
go_0006564_8	dgoK//trmO//waaS//curA//
go_0006565_8	argB//waaO//hisH//bioH//hypF//
go_0006566_7	pykA//
go_0006567_8	roxA//polB//glnS//cysM//iaaA//nrfB//ydiB//
go_0006569_7	sdhA//
go_0006571_7	moaA//ltaE//
go_0006593_7	lgoD//
go_0006598_8	guaD//hemE//rnt//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	uxaC//idnK//
go_0006631_5	chbF//yagE//pdxJ//gmk//lysS//
go_0006633_6	panC//rsgA//umpG//ampH//ispA//sgbH//cysM//gpsA//wecB//pdeL//fabD//
go_0006635_6	katG//thiE//otsB//hisB//rhaM//sucD//asd//astB//ilvN//mtlD//yfaU//tesB//
go_0006636_7	
go_0006637_5	panE//slt//fre//purC//rfaD//
go_0006646_7	
go_0006650_6	
go_0006654_7	gdhA//
go_0006655_7	menI//trpS//
go_0006725_4	fre//
go_0006729_6	mrdA//etk//
go_0006730_4	pdxY//arnB//gstB//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	proB//pheA//rnd//torA//malS//tig//sdaB//fucK//epmB//aroA//cysM//rlmM//
go_0006749_5	rffT//trpE//
go_0006750_6	cdd//ppc//
go_0006751_6	pncB//
go_0006757_5	glpC//
go_0006760_5	mltF//
go_0006761_7	uxuB//
go_0006771_5	mocA//
go_0006772_6	glk//adeD//
go_0006777_5	nhoA//frc//dapA//rhaB//proB//
go_0006779_6	ansA//trpB//rpiA//queC//lpxM//
go_0006780_7	ada//
go_0006782_7	wzb//frdD//mutL//pflB//
go_0006783_5	dgcT//glpB//fcl//mhpC//amiD//ppk//pnp//
go_0006790_4	ldtE//glnA//deoD//bioC//betB//nrdF//malS//sdaB//def//ugd//
go_0006791_2	alkB//idnO//fabI//
go_0006793_4	gntK//lysU//
go_0006798_5	rffC//
go_0006799_5	mcrB//
go_0006801_5	murA//nagK//polA//
go_0006805_4	metK//murG//ybjI//rluF//
go_0006807_3	panD//napB//hemH//
go_0006808_4	leuA//
go_0006810_4	ilvI//ycjU//ribF//pdeH//fcl//dsdA//dgt//ispU//ssuE//folD//acpS//orn//melA//ilvD//rluE//yjjX//ubiE//yihV//lgoD//purA//panE//selA//frdA//yihT//azoR//cynS//rffC//glnS//rihC//gshA//tdcD//argK//nrdB//recO//epmC//slt//mgsA//fabB//uidA//yagE//prs//queD//dusC//yfdR//asnA//fumB//mmuM//mltC//rluA//hcaE//yidA//sdhA//arnB//pabC//pabC//nhoA//eutB//fabB//ssuD//lpoB//paaA//kefF//ssuD//paaC//rihA//mpaA//uxuB//fumB//guaB//glpB//tilS//dam//yeaG//melA//yjhG//gmd//trmH//
go_0006811_5	gltB//waaF//purT//yciV//mepS//menH//phnL//uvrB//tdk//gmk//dhaK//
go_0006812_6	leuC//speB//
go_0006813_8	mtn//mazG//frdA//ispF//kbaY//hisF//zwf//yhdH//
go_0006814_8	entA//gapA//alkB//ndh//
go_0006817_8	adhP//
go_0006820_6	phnO//eptB//panD//ybjI//poxB//
go_0006821_8	mnmA//
go_0006824_8	rihA//fumB//rsmG//ogt//
go_0006825_9	queC//
go_0006826_9	menF//
go_0006828_9	aldA//
go_0006829_9	moaD//rihB//coaE//leuS//nfsB//
go_0006833_6	
go_0006835_8	guaB//aroB//
go_0006847_8	gpp//
go_0006855_6	ghrB//proB//frdA//dcd//pyrC//insI-1//argG//gmk//wecB//dcyD//folP//lpxK//hemC//bioF//
go_0006857_7	mak//prpC//puuE//
go_0006863_7	pdxA//
go_0006865_6	frdC//narI//yciA//glcF//gpsA//speE//hyaB//yfcG//waaO//ynfH//yjhH//ldtB//fabI//trmA//frlB//aceB//rhaB//ilvB//metC//purB//nrdA//
go_0006868_7	lipA//
go_0006869_6	paaE//
go_0006874_8	
go_0006876_8	ulaG//
go_0006878_9	lysS//
go_0006879_9	prmB//malZ//
go_0006880_4	ogt//nanE//
go_0006882_8	nagK//
go_0006883_8	ribD//hcaF//ung//
go_0006884_4	
go_0006885_9	nudC//
go_0006886_5	
go_0006928_3	ubiF//
go_0006935_4	murE//cpdB//yahK//pyrC//ligB//
go_0006970_4	fadI//mtgA//yqhD//gutQ//ispH//moaD//
go_0006972_5	folD//glmM//ulaD//menB//nirD//
go_0006974_5	rlmD//plsB//clsB//ybiV//puuA//relA//puuD//entB//menB//ulaE//arsC//dcyD//puuD//yfbR//icd//mazG//btuE//deoC//nrdE//dusB//rluD//ldtA//betA//menB//gmhB//truD//purF//phoA//arnT//mmuM//dmsA//hyi//rhaM//yggF//pdeL//amyA//rihA//uvrC//adiA//uxaA//thrA//mutM//proB//nanE//cobU//moaD//murQ//lpoA//cdsA//rsmH//paaB//fes//metG//tdcE//appA//polB//glpC//yccX//hcaE//leuB//glmM//folA//rfbB//fabZ//yeiG//fabD//dapD//ubiI//acpH//hcaE//lsrK//murE//panC//thiC//glpA//napA//rutD//ydfG//queC//mutM//yfdR//paaF//recR//phnP//murC//menI//rsmB//eno//aroE//yeaG//mnmA//otsA//cdd//aspS//plsC//
go_0006979_4	kdsA//proS//gloC//yggF//mnaT//rne//gadB//rutC//nadC//dut//nadC//sthA//fadI//waaC//deoC//fabB//cynT//folD//rsmI//frdB//btuE//nirD//ubiC//trmL//yeaG//waaU//
go_0006986_5	rfbC//
go_0006995_6	hisB//citC//
go_0007059_3	leuC//pdxY//
go_0007062_4	
go_0007155_3	murQ//
go_0007165_3	purU//lipA//
go_0007234_5	
go_0007584_4	
go_0008033_9	ruvB//ravA//kdsD//alaC//ilvA//tadA//moaD//moaE//
go_0008104_4	
go_0008152_2	nadC//arsC//glcF//mutY//hchA//ribC//katG//menI//serB//dcyD//fes//pfkB//zwf//garL//ubiH//ilvM//deoB//
go_0008156_8	
go_0008219_3	
go_0008272_6	betA//araA//
go_0008295_6	waaF//ftsI//mhpA//
go_0008299_5	cysG//
go_0008360_4	yjhG//mazG//accD//dgkA//tehB//frdA//sucD//ilvD//mutY//yqaB//wecC//
go_0008610_5	mepS//metC//lpxK//trpB//
go_0008615_6	gabT//fbp//nrfD//cyoE//cmoB//purN//ycjU//
go_0008616_8	mobA//aspC//avtA//rsmE//prmB//fabB//
go_0008643_6	pheA//asnS//truC//moaA//nadD//nemA//ppiA//gloB//entE//yajO//tatD//rsmC//ycjU//cpsB//yihV//ansA//yihU//glmU//
go_0008652_5	hemD//folX//otsA//clsC//accA//hycB//mpaA//cheR//
go_0008653_5	
go_0008654_5	arsC//ribE//fadB//waaY//
go_0009050_6	gcvP//dgoA//
go_0009052_6	accC//hypB//puuA//epmB//xylB//ymdB//
go_0009056_3	fadM//
go_0009058_3	argD//solA//miaB//mnaT//
go_0009060_6	frdA//kduD//ycaO//pyrB//nadK//pdxK//treA//
go_0009061_6	dapD//lacZ//waaB//umuD//pykF//glmM//phr//speF//rbsK//yihU//garK//luxS//ampH//aldA//xthA//deoD//dgoA//lsrG//fadD//kduI//gltB//
go_0009062_6	entC//
go_0009063_5	gpt//nirD//gshA//
go_0009070_7	tdcG//
go_0009073_6	nrdF//trmO//dkgA//pabA//dfp//pyrF//tesB//purD//ygjK//glxK//phnH//
go_0009081_5	lipB//gapA//
go_0009082_6	lysA//ogt//xthA//malY//cysH//phnI//selB//
go_0009085_8	iscS//
go_0009086_7	hemN//trmL//malQ//lldD//folC//
go_0009088_8	mrcB//tdcE//
go_0009089_6	paaF//leuA//lysU//lldD//gatZ//garK//
go_0009090_8	upp//proB//lpd//torC//
go_0009092_7	glnA//
go_0009093_7	
go_0009094_6	rutE//cobB//wzc//
go_0009097_7	murC//gloA//ghrB//ubiE//mocA//
go_0009098_7	patZ//rlmA//cysN//nirB//truA//fucA//
go_0009099_7	folM//hyaB//hemB//rbn//rluA//hycB//waaP//
go_0009102_6	narH//def//cysI//dgcM//mcrB//rnpA//ilvA//rpiB//hisF//
go_0009103_6	dkgA//asnS//dam//rluB//fadA//adeD//bglA//dbpA//metL//
go_0009106_5	bglX//
go_0009107_6	phnG//allB//
go_0009108_6	nadE//
go_0009116_5	fadA//galK//
go_0009142_7	ybcF//
go_0009143_7	fkpB//
go_0009152_8	dinB//
go_0009157_8	waaC//
go_0009166_7	speD//waaY//
go_0009168_9	hemL//
go_0009220_8	patA//nrfC//
go_0009224_9	cysS//
go_0009226_6	hemC//rimK//
go_0009228_7	fumC//moeB//serC//aldB//adhE//pgaB//etk//lpxP//pyrE//
go_0009229_6	ddlA//rsmD//
go_0009231_6	gnd//glcB//argA//treF//metG//polA//phnO//
go_0009234_7	ampD//yjcS//pdeH//mug//melA//eutB//folC//pykF//tehB//
go_0009236_6	guaD//rffC//nfi//hisD//rnd//rbsD//
go_0009237_4	ftsI//psd//
go_0009239_6	tyrS//glcE//dcd//pncB//prs//asnB//wrbA//alsK//
go_0009240_6	bioA//
go_0009242_6	rsmE//thrB//btuE//paaG//pyrD//paaZ//lpxH//waaB//
go_0009243_7	lpxP//
go_0009244_7	yfeW//fadK//ttdA//yjhG//puuD//deoD//trpB//ppiA//ldcA//nanA//prs//truD//mhpD//dhaK//ymdB//ydfG//selB//ilvH//ispH//dmsC//hypF//tpiA//
go_0009245_6	allD//cpdB//glcB//metL//uxaB//ubiX//pgpC//yeaE//pflB//
go_0009246_6	glgX//rhaD//carB//paoC//rfaD//menH//
go_0009249_6	gshA//idnK//eutD//
go_0009250_7	
go_0009251_7	tdcB//
go_0009252_7	ispG//prmB//paaE//nhoA//eptA//codA//ilvI//waaY//pdxA//pheA//truC//cpdA//leuA//btuR//napB//fadM//fruK//pdeH//nadA//glpK//sdhB//ruvA//guaB//metH//patD//
go_0009253_8	caiB//ldtB//serS//rihB//rluC//mnmG//lysC//sgbE//apt//murD//
go_0009254_8	gatZ//murC//pdxK//clsC//yeaG//moeA//spoT//bglX//dhaL//malQ//alaS//
go_0009257_8	menE//yciV//yrfG//def//
go_0009263_6	umpH//paaZ//
go_0009264_6	ispG//nirB//
go_0009265_7	pyrE//
go_0009266_4	dmsA//rhaM//hisA//sdhD//pdxJ//rutC//
go_0009267_5	ydiF//selB//
go_0009268_4	dgcZ//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	etp//
go_0009297_6	
go_0009298_7	ilvI//tdcD//dapB//
go_0009305_7	paaF//
go_0009306_4	
go_0009311_5	
go_0009314_4	fdhF//yqjH//hcaF//fklB//rluE//phnG//trpB//csdA//pyrF//ansA//rsmD//yjhH//srlD//xylB//bfr//cysD//hisH//
go_0009372_5	menD//fadA//sucC//
go_0009396_6	hemH//cmoA//
go_0009398_7	sdaA//
go_0009401_7	miaA//ribD//mutH//malS//dgoD//fadK//nanE//menA//rutC//rnpA//dkgB//murG//slyD//mcrA//pyrH//cdd//ribD//gshA//glgX//lipA//
go_0009403_5	
go_0009405_4	
go_0009407_3	murA//
go_0009408_4	cysQ//hyaA//rbn//iscS//gapA//fadJ//ligA//iaaA//hemG//sufS//malP//metC//folD//gabD//pyrF//caiD//glpK//glgX//puuC//bglX//yfbR//cysH//pdxJ//ligB//pyrF//phnL//
go_0009409_4	mngB//menI//
go_0009410_4	trpB//
go_0009411_6	dgoD//patA//galE//dmlA//gluQ//sdhC//cysG//cdd//ulaF//
go_0009416_5	gmd//mnaT//
go_0009423_8	mutT//argD//hypB//wecC//
go_0009432_5	miaB//tdcB//lplA//wzc//glpB//
go_0009435_9	hisB//dld//cpsB//gadA//gloA//
go_0009436_6	yfbR//apt//btuR//epmA//
go_0009437_5	
go_0009438_5	
go_0009440_6	trmD//frdB//glcF//
go_0009442_7	nagZ//sodA//narZ//pdxJ//eno//
go_0009443_5	cynS//cof//sgbE//
go_0009446_6	rsmD//cysE//
go_0009447_6	umpG//xylB//yfiC//dgoD//ascB//thrC//fadI//dusC//
go_0009450_6	ppk//rluB//pgaB//ghrB//
go_0009451_6	fadM//entA//mobA//pyrE//
go_0009593_4	
go_0009597_5	
go_0009636_4	allD//maa//malZ//preT//rnpA//
go_0009637_6	
go_0009651_5	
go_0009697_5	pabB//
go_0009758_2	rlmL//
go_0009785_5	
go_0009970_6	yahK//ubiI//murI//
go_0009972_10	trmI//
go_0009992_5	plsC//murC//ispA//
go_0010033_4	
go_0010038_5	
go_0010039_6	yjjX//
go_0010041_7	hcaC//rlmF//
go_0010042_6	waaS//
go_0010043_6	cysQ//sodA//
go_0010045_6	murQ//
go_0010106_6	
go_0010124_4	lipB//trpE//lipB//torZ//otsB//ansA//argS//iscS//
go_0010133_7	patA//
go_0010139_7	xthA//
go_0010165_6	hisF//def//alr//galU//rfe//kduI//rlmL//srlD//
go_0010212_5	serC//
go_0010226_6	xdhB//
go_0010243_5	
go_0010272_6	scpB//
go_0010273_4	mngB//asnB//hemE//
go_0010312_3	dadA//
go_0010332_6	
go_0010350_6	
go_0010438_6	dosP//rsmJ//
go_0010447_5	ldcA//cobC//
go_0010468_6	asnB//
go_0010498_6	lysS//cpdB//thiC//gapA//
go_0010501_7	ybjI//uidA//
go_0010557_7	
go_0010608_7	hcaC//
go_0010628_7	
go_0010629_7	glpX//
go_0010676_7	
go_0010699_4	dgt//hemA//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	rsuA//hyaA//queF//ybjI//mcrA//metE//ubiD//opgB//rluB//
go_0015031_5	idnK//ansA//rlmG//hypB//bioB//rutA//narH//nadA//
go_0015074_6	
go_0015628_5	
go_0015670_6	waaZ//
go_0015673_9	caiD//
go_0015675_9	proA//
go_0015679_10	pgm//
go_0015682_8	eptC//
go_0015684_9	entH//waaZ//aldB//eno//
go_0015685_8	atoB//guaA//
go_0015687_7	chbG//
go_0015688_6	caiB//ppiC//
go_0015689_8	hypF//
go_0015691_9	glgA//adiA//
go_0015692_8	purB//
go_0015693_9	rlmB//
go_0015696_6	recR//
go_0015698_7	aphA//
go_0015699_8	yrfG//
go_0015700_8	sodB//
go_0015706_6	rihB//pdxB//gpp//
go_0015707_6	thrC//murD//trmO//argH//
go_0015709_6	galU//
go_0015710_8	add//alaC//
go_0015712_7	dapF//
go_0015718_8	asnB//
go_0015721_7	rsmB//pheS//hisS//
go_0015724_7	guaA//
go_0015726_8	sdhB//
go_0015733_7	bioC//
go_0015734_6	dmsB//
go_0015736_9	yegS//
go_0015739_7	pta//
go_0015740_9	speE//pdeR//psd//
go_0015741_10	thiC//paaC//
go_0015747_6	yigB//
go_0015748_6	tdcB//
go_0015749_7	hinT//sucC//sucB//cysS//recG//argA//fumB//
go_0015751_9	thiC//betB//
go_0015752_9	frc//fabB//
go_0015753_9	adeD//btuE//
go_0015754_9	yihX//
go_0015755_9	queD//epmA//yghU//
go_0015756_9	paaG//waaU//
go_0015757_9	gatY//murE//phnH//lldD//
go_0015760_8	pbpC//
go_0015761_9	ygjK//
go_0015762_9	yqaB//
go_0015764_7	frlC//mobA//feaB//
go_0015765_8	yccX//aphA//
go_0015767_9	ycjU//fabD//mhpD//
go_0015768_9	murA//frdA//dgoK//
go_0015769_9	lsrK//
go_0015771_9	dld//rimK//epmA//
go_0015772_7	phnJ//dbpA//dmsC//
go_0015774_7	tilS//
go_0015778_7	argD//
go_0015793_7	waaA//glmS//
go_0015794_7	yajO//tyrB//
go_0015795_7	ddlA//opgE//
go_0015796_7	psd//
go_0015797_7	torA//aroE//hisS//
go_0015803_7	pgaB//mhpA//yfeW//
go_0015804_7	gutQ//ltaE//
go_0015806_6	hisF//
go_0015807_7	hcaB//glnA//fadB//folP//ymdB//pheS//
go_0015808_8	aes//moaD//
go_0015809_7	fadB//
go_0015810_8	frlC//coaE//
go_0015811_7	dapA//cysQ//
go_0015813_6	sdhB//fbaA//torY//
go_0015814_7	ddlA//
go_0015816_6	cynT//
go_0015817_7	caiB//fadI//
go_0015818_7	katE//fadK//
go_0015820_7	rluB//tcdA//ulaD//sucD//pfkA//
go_0015821_7	pdxA//plsC//
go_0015822_7	eutB//
go_0015823_7	hisF//waaG//adhP//talB//cdd//
go_0015824_7	ahpC//rnb//ubiC//
go_0015825_8	srlD//
go_0015826_7	phnI//nadK//ribE//
go_0015827_7	ubiG//hemG//polB//
go_0015828_7	wzb//metL//
go_0015829_7	cobU//nudC//mngB//
go_0015830_7	kefF//
go_0015833_6	waaH//lpxK//bcsA//leuB//zwf//fkpB//pfkA//queA//cysQ//lpxD//
go_0015834_7	ydiF//gstA//
go_0015835_6	prpC//
go_0015836_7	dxr//selB//
go_0015839_7	bioC//
go_0015846_6	ldtE//fadJ//
go_0015847_7	rsmG//hisG//napB//gutQ//mgsA//
go_0015848_7	lplA//opgE//
go_0015851_6	
go_0015853_8	cmoA//mcrA//
go_0015856_8	pta//
go_0015857_6	otsA//opgE//
go_0015858_7	uxuB//entF//narZ//
go_0015860_7	pphB//glyS//
go_0015861_9	rimK//mnmA//
go_0015862_9	pdxH//miaA//
go_0015863_8	cdd//
go_0015864_8	waaP//
go_0015871_6	metG//torZ//der//etp//
go_0015878_6	
go_0015879_9	cdsA//
go_0015882_7	pgsA//
go_0015886_6	relA//lysA//
go_0015887_7	rhaB//
go_0015888_6	bfr//
go_0015889_6	pncB//lipB//purL//
