# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	dkgB//
go_0006106_8	puuA//
go_0006107_8	
go_0006108_8	caiD//ahpC//dapD//pta//
go_0006113_5	guaD//ubiC//
go_0006115_6	entF//
go_0006124_6	
go_0006144_6	
go_0006145_7	purD//
go_0006146_8	dacD//
go_0006148_9	tag//
go_0006149_9	slyD//
go_0006150_9	fadB//
go_0006152_7	ssuE//ldtC//yieH//add//hemF//
go_0006154_6	uvrB//
go_0006161_9	entC//
go_0006163_6	mltD//
go_0006164_7	queG//kdgK//folP//gpmA//
go_0006166_6	suhB//
go_0006168_7	thrB//ubiI//
go_0006171_9	
go_0006172_9	yjiA//
go_0006177_9	garK//
go_0006178_7	epmA//
go_0006183_9	rlmF//
go_0006189_10	ynfF//ilvD//
go_0006203_8	narZ//pheT//
go_0006206_6	umuC//pyrD//edd//
go_0006207_8	ilvD//gor//trpD//tdk//lacZ//
go_0006208_7	sgbU//ldtA//thyA//waaL//aspS//rrrD//
go_0006209_6	trpB//
go_0006210_8	proC//
go_0006212_6	preT//mnmG//talB//treF//spoT//tesB//kdsA//polA//bioC//alaA//
go_0006217_9	proA//
go_0006218_9	adhP//
go_0006220_6	dnaQ//
go_0006221_7	chbG//selB//garR//
go_0006222_9	
go_0006225_9	ycjU//
go_0006226_9	allD//gcvP//
go_0006227_9	fabI//
go_0006231_9	glgB//
go_0006233_9	cpsB//
go_0006235_9	aldB//
go_0006241_9	betB//
go_0006259_5	uvrC//bioF//gudD//
go_0006260_6	abgA//tpiA//nagK//ulaG//yeaE//rhaD//hcaB//
go_0006261_7	phoA//mutH//nirB//
go_0006265_6	moeB//ldhA//
go_0006266_6	caiD//glcD//eptA//
go_0006267_5	
go_0006268_9	rbn//trpD//
go_0006269_6	metH//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	cmk//pphA//
go_0006281_6	uxuB//selA//coaD//cysS//kefF//entE//purC//hemA//serA//pdeH//icd//alr//menI//caiD//sufS//hycB//pyrE//
go_0006283_8	
go_0006284_7	sgbU//rfaE//ychF//ttdA//accB//insI-1//
go_0006285_6	speC//sodC//bcsA//thiD//
go_0006288_8	proS//fumA//
go_0006289_7	
go_0006298_7	pta//insI-2//citG//ilvE//
go_0006301_7	
go_0006302_7	glk//metC//
go_0006307_8	arsC//entF//speG//napA//mgsA//
go_0006308_6	patD//sseA//araB//cysH//
go_0006310_6	cof//serC//mdh//malS//nagB//
go_0006313_4	ghrB//
go_0006351_6	glyA//treA//
go_0006352_7	
go_0006353_7	
go_0006354_7	allD//
go_0006355_7	yihX//
go_0006357_8	
go_0006364_9	adeD//recO//frc//yjiA//
go_0006378_8	epmB//
go_0006396_7	dld//opgB//hisC//paaE//nrfC//
go_0006397_8	dmsB//
go_0006399_8	glpD//rfaD//
go_0006400_7	gstB//alr//aldA//argC//yeiG//
go_0006401_6	bioA//leuC//aroC//mog//argA//gadB//
go_0006402_7	hemB//trpB//lpd//moaA//ileS//fabI//frlC//
go_0006412_6	prmB//aroE//gcl//paaZ//xylA//
go_0006413_4	metH//
go_0006414_6	
go_0006415_7	otsA//yqhD//
go_0006417_7	rnd//alsE//
go_0006418_7	napB//deoD//menI//leuD//pphB//astB//yihV//bioC//gstB//eno//uvrA//
go_0006419_8	dhaM//
go_0006420_8	dbpA//
go_0006421_8	paaE//
go_0006422_8	mhpA//
go_0006423_8	mnaT//
go_0006424_8	rfe//glpC//
go_0006425_8	alaS//
go_0006427_8	ssuE//
go_0006428_8	proB//
go_0006429_8	rfbB//
go_0006430_8	dusC//frdD//
go_0006431_8	waaY//
go_0006432_8	lpd//
go_0006433_8	orn//
go_0006434_8	recG//
go_0006435_8	aphA//
go_0006436_8	pabA//
go_0006437_8	lpxK//
go_0006438_8	adiA//
go_0006448_8	
go_0006450_4	gltB//arnA//sodC//ispB//yhdJ//ilvN//
go_0006457_3	gpmA//hyaB//dmsA//scpC//metG//rlmF//trmA//
go_0006458_4	
go_0006464_6	gshA//deoA//bioC//rlmL//accA//asnS//truA//mtgA//
go_0006465_6	adhP//glcF//rfbB//
go_0006468_7	glpA//
go_0006470_7	hisI//atoB//trpB//bacA//entF//
go_0006473_8	dsdA//
go_0006474_6	ldtB//guaC//wecB//
go_0006476_8	ydiO//
go_0006479_5	citE//wcaJ//rutE//ispH//adhE//rlmM//
go_0006486_5	mug//
go_0006490_5	aldB//
go_0006508_5	scpC//thiC//folC//trmD//dgcZ//puuD//rsmI//gmd//udp//pepD//aldB//cysI//tdcE//fadM//ddlA//ybcF//gstA//bglX//araB//thrC//acs//spoT//thrS//yihU//dam//mocA//torC//argB//yfeW//pdeF//trpC//dbpA//fabA//
go_0006515_7	cpsG//carB//frdC//csdA//folC//cynS//yjiA//
go_0006517_6	dcyD//rutA//
go_0006518_5	hypB//yjjX//
go_0006523_8	sthA//hisH//
go_0006524_8	
go_0006526_8	fumB//napA//pdxY//rpiA//aphA//maa//polA//
go_0006527_8	yihT//nrdA//yfeX//malY//yrfG//
go_0006529_7	deoD//gcl//
go_0006530_7	lpxK//gutQ//curA//entC//
go_0006531_7	curA//
go_0006532_8	yfcF//cysG//epd//
go_0006535_8	pgaB//argD//rlmE//
go_0006537_8	ugd//
go_0006538_8	fadH//ispB//
go_0006541_7	pflB//murB//panB//thiH//recR//
go_0006542_8	idi//hemB//
go_0006543_8	
go_0006545_6	rfbC//
go_0006546_6	mcrB//yfcF//speE//
go_0006554_8	fucO//lysA//dkgA//
go_0006556_5	amyA//
go_0006559_6	acpT//
go_0006561_6	narY//aes//
go_0006563_7	hisI//
go_0006564_8	sucD//tadA//pgpB//queD//
go_0006565_8	fkpA//xdhB//nrdA//rfbC//cysI//
go_0006566_7	glcD//
go_0006567_8	arnB//serA//fadK//frmA//pyrC//mnmG//acpS//
go_0006569_7	rnb//
go_0006571_7	mocA//dhaM//
go_0006593_7	trpD//
go_0006598_8	sufS//yeaE//deoD//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	truC//acpT//
go_0006631_5	lpoB//speB//dbpA//mak//gshB//
go_0006633_6	ppc//folD//epmA//rsmI//cheR//hisF//luxS//aroG//pgaB//gloC//hisH//
go_0006635_6	citX//dnaQ//mhpB//gadB//ghrB//entA//rlmE//ppk//napA//leuB//bcsA//kdsD//
go_0006636_7	
go_0006637_5	entA//speD//mak//thyA//puuB//
go_0006646_7	
go_0006650_6	
go_0006654_7	yccX//
go_0006655_7	purN//paaG//
go_0006725_4	betA//
go_0006729_6	queD//gpmA//
go_0006730_4	tsaC//dgoK//wcaJ//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	nanA//entC//araA//rlmM//garK//dgkA//wrbA//ydfG//epmB//galU//valS//feaB//
go_0006749_5	moaE//lplA//
go_0006750_6	amiD//pyrG//
go_0006751_6	cynS//
go_0006757_5	guaD//
go_0006760_5	mnaT//
go_0006761_7	frmA//
go_0006771_5	malQ//
go_0006772_6	nrfD//glgP//
go_0006777_5	glpA//add//glcB//rpiB//frlB//
go_0006779_6	ogt//nadC//asd//trmJ//citC//
go_0006780_7	deoA//
go_0006782_7	adhE//dgoD//ldtD//yqaB//
go_0006783_5	insI-2//hpt//paaG//umpH//ybiV//etp//rsmE//
go_0006790_4	gadB//coaE//cmoB//mutY//lysS//tauD//araB//hyi//nagK//dgcZ//
go_0006791_2	rffG//coaE//waaC//
go_0006793_4	alsE//coaD//
go_0006798_5	alaC//
go_0006799_5	pfkA//
go_0006801_5	frdC//sthA//gcl//
go_0006805_4	ilvM//cheR//thiG//umpG//
go_0006807_3	astB//thyA//pphB//
go_0006808_4	truA//
go_0006810_4	ydiO//rnt//serC//nrdF//puuC//asd//nadK//speB//rfaE//paoC//purL//rbn//scpC//ubiI//hyaA//scpB//gloC//codA//nadB//aroB//fcl//dmlA//mtlD//uvrA//pdeL//bglA//rdgB//alsK//hmp//agp//eutD//etp//folM//paoC//dgoK//aroE//aroB//ung//fumC//aes//ddlA//argH//murQ//ygeX//xylB//dbpA//rfaE//mhpC//kdsA//waaJ//cueO//lysU//preA//nfi//kdgK//dhaL//mhpC//thrS//fucK//paaA//lysC//xthA//rffM//folX//serB//feaB//lpxD//der//pyrB//yjjX//murB//rph//uxaC//allC//sthA//gpmM//mgsA//
go_0006811_5	hemL//argS//fadH//fbp//dut//ansB//moeB//frdB//fabB//citE//phnO//
go_0006812_6	ruvA//manA//
go_0006813_8	aroC//rpiA//pdxK//sad//uvrB//sgbE//folX//paaH//
go_0006814_8	fucK//ahpC//waaC//yihV//
go_0006817_8	gshA//
go_0006820_6	waaA//srlD//kdgK//dsdA//rnb//
go_0006821_8	yihV//
go_0006824_8	cynS//ispB//ribF//mak//
go_0006825_9	ppiA//
go_0006826_9	tdcD//
go_0006828_9	bioB//
go_0006829_9	nrfA//fklB//serS//rfbB//hflX//
go_0006833_6	
go_0006835_8	recG//hemG//
go_0006847_8	epd//
go_0006855_6	aroG//gph//dacA//hchA//argE//frdA//asd//psd//etk//ymdB//lysU//dxr//galU//lpd//
go_0006857_7	galT//ulaD//rlmD//
go_0006863_7	nrdF//
go_0006865_6	folA//etk//waaF//rfbD//cobC//ynfF//cof//dmsC//alsK//rlmE//murC//bglA//mnmG//trpC//nrfC//dapD//frdA//ilvC//folP//garL//amiD//
go_0006868_7	umuC//
go_0006869_6	rihA//
go_0006874_8	
go_0006876_8	waaF//
go_0006878_9	narZ//
go_0006879_9	cdsA//wcaJ//
go_0006880_4	purU//fbaA//
go_0006882_8	narV//
go_0006883_8	uxaB//gcl//puuB//
go_0006884_4	
go_0006885_9	pdxB//
go_0006886_5	
go_0006928_3	abgB//
go_0006935_4	thiM//hyaC//uxuB//pdeH//ispU//
go_0006970_4	rsmH//acpT//paaB//proS//eda//nfsB//
go_0006972_5	frlB//dkgA//ddlA//selD//glpC//
go_0006974_5	def//truB//gpsA//glnE//gor//aceB//tpiA//hemB//argE//speF//frmA//dcyD//slt//patD//dacA//tdcE//dcyD//kduD//dusB//recJ//ybjI//glnE//rnpA//ulaE//hcaB//waaA//speF//pgaD//coaE//dmsB//acs//nudF//menB//hdhA//queF//folA//hemB//umpH//rpe//recJ//ddlA//purT//pdxA//bioC//yqjH//ilvB//idnD//fucI//insI-2//mltF//lipB//yjhG//yhdH//glmS//nirB//narH//cobT//ispH//dgt//nemA//citX//amyA//sdaA//pdeH//hyaB//rihC//queG//aceA//dusC//epmA//garR//glk//ansA//uvrB//ssuD//garD//ulaD//cynT//zwf//nfsB//glmS//rsmH//treA//pgl//tktA//rfaE//napB//kdgK//tdcE//narZ//rutD//narZ//paaJ//ybjI//malZ//
go_0006979_4	acpH//fumA//ruvB//poxB//alaS//kdsD//queA//uxuB//speA//cobS//lplA//gltD//alaC//pbpC//dhaL//tyrB//rpe//opgB//ppiA//fabG//arsC//rbsK//pagP//umpG//yeaE//serA//
go_0006986_5	argG//
go_0006995_6	sucB//glk//
go_0007059_3	murQ//xdhB//
go_0007062_4	
go_0007155_3	lacZ//
go_0007165_3	cpsG//nrdD//
go_0007234_5	
go_0007584_4	
go_0008033_9	caiD//rffM//prs//yjhG//rhaB//fklB//ilvI//pgaB//
go_0008104_4	
go_0008152_2	gpmA//ubiD//rlmA//recJ//garR//ycaO//yfaU//yfaU//sodA//scpB//speG//proB//nagB//ribA//entE//tmcA//pyrH//
go_0008156_8	
go_0008219_3	
go_0008272_6	waaH//rluC//
go_0008295_6	galE//ubiG//gdhA//
go_0008299_5	hcaE//
go_0008360_4	tgt//pgaC//menD//pck//mutY//fadJ//menB//narZ//fabD//yajO//alkA//
go_0008610_5	narI//dapD//sucC//prpC//
go_0008615_6	selB//lpxT//glk//argF//alr//cmoA//murD//
go_0008616_8	fklB//pdxB//napA//tyrA//amiD//thrB//
go_0008643_6	rsmF//gldA//glk//mhpC//ampH//uxaA//araA//rnb//cysE//pdxK//pyrD//glpX//yciV//queA//ispB//gloA//ttdA//fadE//
go_0008652_5	rlmI//fadA//rsmH//tesB//ldhA//hisF//hinT//rlmF//
go_0008653_5	
go_0008654_5	gpmM//yeiG//epmB//tyrA//
go_0009050_6	suhB//tyrS//
go_0009052_6	cysI//pykA//napC//panB//surA//dusC//
go_0009056_3	clsA//
go_0009058_3	entD//rimK//galE//nagB//
go_0009060_6	lplA//speG//cmoB//aspS//asnB//rluA//rbsD//
go_0009061_6	rhaA//alr//bioC//pfkA//rsmA//bioC//leuC//epmC//mutS//tyrA//ribE//tyrA//murG//yigL//abgA//rutB//dam//entE//eda//paaC//lpxD//
go_0009062_6	ppx//
go_0009063_5	accB//truD//cobC//
go_0009070_7	lgoD//
go_0009073_6	glpD//mutY//mltC//purC//rrrD//aceF//nagB//bfr//ubiF//malY//tehB//
go_0009081_5	yggF//hisF//
go_0009082_6	fadE//trpS//pgaC//pdxJ//sdhB//rlmJ//waaC//
go_0009085_8	cobS//
go_0009086_7	relA//rdgB//narY//yjcS//bioC//
go_0009088_8	leuA//glgX//
go_0009089_6	eptC//pgl//torZ//aroL//glpC//tcdA//
go_0009090_8	paaF//insI-1//dnaE//dmsA//
go_0009092_7	ilvC//
go_0009093_7	
go_0009094_6	dcm//sodC//alsK//
go_0009097_7	chbG//rihC//ldcC//narH//cysE//
go_0009098_7	adeD//treC//hisF//glgX//wrbA//yqaB//
go_0009099_7	tgt//hcaE//murA//fadB//rhaA//yjjX//accB//
go_0009102_6	fadD//frlB//psd//sbcB//asnB//patA//fabA//prs//pphB//
go_0009103_6	nirB//hemN//gcl//gloA//recJ//nrdB//pgaD//treC//rnd//
go_0009106_5	btuE//
go_0009107_6	tatD//cadA//
go_0009108_6	wecC//
go_0009116_5	sdaB//pabA//
go_0009142_7	pyrF//
go_0009143_7	nanE//
go_0009152_8	def//
go_0009157_8	yfeW//
go_0009166_7	gabT//tadA//
go_0009168_9	sad//
go_0009220_8	rpiA//panB//
go_0009224_9	rsmE//
go_0009226_6	murB//slt//
go_0009228_7	cpsB//dnaQ//paaZ//paoC//araA//gltD//ddlB//ilvI//gadA//
go_0009229_6	wcaJ//rbn//
go_0009231_6	rhaA//manA//polA//menA//aspS//yegS//tdcD//
go_0009234_7	tyrB//yccX//hemF//ubiA//sdhA//hemC//sdhC//narV//dinB//
go_0009236_6	sodB//thiM//garK//ubiH//dcm//ispF//
go_0009237_4	rluC//yieF//
go_0009239_6	deoD//cyoE//etp//glpD//cysK//malP//fruK//adiA//
go_0009240_6	polB//
go_0009242_6	lyxK//hisH//rfaE//pgpC//sucB//frdB//uxaC//maa//
go_0009243_7	ispB//
go_0009244_7	ruvA//cmoA//metC//xthA//ispG//rdgB//cdd//fadB//gutQ//ravA//oxc//yigB//murG//citC//truB//eptA//speB//rsmB//rrrD//gstA//rffT//glyS//
go_0009245_6	aroL//yfbR//mpaA//ileS//gadB//pgk//cpsB//prpD//gloA//
go_0009246_6	menI//uxuB//lsrK//rhaD//fadE//queA//
go_0009249_6	xylA//ldtB//uxuB//
go_0009250_7	
go_0009251_7	rffC//
go_0009252_7	ychF//rutA//nudF//dgt//dhaM//gudD//paaJ//argS//mutT//murF//dgt//hemG//ybiV//dadA//ftnA//leuA//pgpC//pabA//upp//clsC//nrfC//lsrK//gmk//asnA//hcaF//
go_0009253_8	gadB//tsaE//phoA//rbsK//aroL//argG//betB//ubiA//recJ//pfkB//
go_0009254_8	rluB//yeaG//sgbE//cmk//murG//mgsA//sthA//yihT//metF//araB//glgB//
go_0009257_8	eda//murI//speF//lysC//
go_0009263_6	nrdE//kefF//
go_0009264_6	pgaD//argI//
go_0009265_7	amyA//
go_0009266_4	uxaB//paaK//dcd//yggF//folX//ushA//
go_0009267_5	mltF//rsmI//
go_0009268_4	torZ//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	dinB//
go_0009297_6	
go_0009298_7	alaS//rluA//gpt//
go_0009305_7	gcvT//
go_0009306_4	
go_0009311_5	
go_0009314_4	hisG//rlmH//fadA//der//entF//purD//preT//cysN//rlmD//uvrA//gadB//sodC//yihT//rsmD//pyrF//fbaA//mnmG//
go_0009372_5	ahr//idnO//tadA//
go_0009396_6	phnG//cheR//
go_0009398_7	purL//
go_0009401_7	puuE//gstA//yjhG//menF//mcrA//moeA//accB//tdcB//lyxK//ndh//sgbH//yfeW//torZ//sseA//pgpC//waaB//trmL//aroF//nhoA//hdhA//
go_0009403_5	
go_0009405_4	
go_0009407_3	insI-2//
go_0009408_4	acs//eutD//ycaO//ppx//fre//menI//mgsA//sdaB//fadA//pdeF//rbsD//rnt//pyrF//rsgA//nadK//cobS//mltC//lpxL//rnd//ruvB//cmoA//purU//murE//pyrG//mdh//rfaE//
go_0009409_4	trmI//mtlD//
go_0009410_4	bfr//
go_0009411_6	mutS//cpsG//patA//phnG//mocA//kduD//cysN//nrfA//pheA//
go_0009416_5	zwf//pyrF//
go_0009423_8	truB//gcl//lpoB//hycB//
go_0009432_5	katE//nth//pgm//thiD//dmsC//
go_0009435_9	mngB//rnpA//dmsB//ansB//yqaB//
go_0009436_6	cobC//rutE//galK//srlD//
go_0009437_5	
go_0009438_5	
go_0009440_6	prmC//apaH//thrC//
go_0009442_7	truC//yihV//sufS//dnaE//paoC//
go_0009443_5	rfbD//bioD//dkgB//
go_0009446_6	gshA//malS//
go_0009447_6	gapA//cpsB//miaA//pgaC//deoA//yihT//cysI//entH//
go_0009450_6	ltaE//epmB//nadC//mnmC//
go_0009451_6	agp//pldB//bglA//frdA//
go_0009593_4	
go_0009597_5	
go_0009636_4	gpt//ubiX//pcm//ldcA//yghU//
go_0009637_6	
go_0009651_5	
go_0009697_5	idi//
go_0009758_2	dgcZ//
go_0009785_5	
go_0009970_6	argB//carB//lpxC//
go_0009972_10	sucD//
go_0009992_5	rsgA//guaC//moaA//
go_0010033_4	
go_0010038_5	
go_0010039_6	dgkA//
go_0010041_7	btuR//aes//
go_0010042_6	rlmC//
go_0010043_6	arnA//narY//
go_0010045_6	purD//
go_0010106_6	
go_0010124_4	cpsG//hisH//ribF//gpt//ldcC//yjjG//rsmA//lipB//
go_0010133_7	moeB//
go_0010139_7	coaE//
go_0010165_6	dgoD//idi//glgX//mltA//adiA//dkgA//bioB//thiI//
go_0010212_5	murQ//
go_0010226_6	yjjX//
go_0010243_5	
go_0010272_6	gmk//
go_0010273_4	gntK//moaE//eno//
go_0010312_3	fdhF//
go_0010332_6	
go_0010350_6	
go_0010438_6	nagB//lyxK//
go_0010447_5	rsmF//rhaA//
go_0010468_6	pdxB//
go_0010498_6	pcm//ilvE//kefF//panE//
go_0010501_7	acpS//folP//
go_0010557_7	
go_0010608_7	tehB//
go_0010628_7	
go_0010629_7	arsC//
go_0010676_7	
go_0010699_4	surA//talB//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	fabA//murA//mrcA//frdA//proB//proA//ldtB//sucD//pphB//
go_0015031_5	rutA//rnb//dadA//hyaA//hyi//ada//hemF//malS//
go_0015074_6	
go_0015628_5	
go_0015670_6	paaC//
go_0015673_9	glpX//
go_0015675_9	epd//
go_0015679_10	napA//
go_0015682_8	narZ//
go_0015684_9	nanA//clsB//hisF//tmcA//
go_0015685_8	bioF//ymdB//
go_0015687_7	gabD//
go_0015688_6	rhaM//frlB//
go_0015689_8	tsaE//
go_0015691_9	thiM//nudB//
go_0015692_8	bioD//
go_0015693_9	lpxH//
go_0015696_6	metL//
go_0015698_7	yagF//
go_0015699_8	epmC//
go_0015700_8	alkA//
go_0015706_6	pgaB//udk//araB//
go_0015707_6	poxB//putA//asnS//recO//
go_0015709_6	dmsB//
go_0015710_8	lldD//hypB//
go_0015712_7	prpC//
go_0015718_8	ansB//
go_0015721_7	araB//yeiG//rsmC//
go_0015724_7	caiD//
go_0015726_8	acpT//
go_0015733_7	alr//
go_0015734_6	glnS//
go_0015736_9	gpsA//
go_0015739_7	lpoA//
go_0015740_9	ascB//glyA//cynS//
go_0015741_10	murG//dnaE//
go_0015747_6	mrdA//
go_0015748_6	relA//
go_0015749_7	amyA//yagF//nrdE//slyD//rihA//ubiX//speG//
go_0015751_9	rutA//ghrB//
go_0015752_9	iscS//gstA//
go_0015753_9	cdh//narG//
go_0015754_9	nrdE//
go_0015755_9	gstA//uxaC//xapA//
go_0015756_9	fucO//yfeW//
go_0015757_9	aspA//caiD//nagZ//dgoD//
go_0015760_8	ychF//
go_0015761_9	ppx//
go_0015762_9	alaC//
go_0015764_7	nrdA//rluC//idi//
go_0015765_8	btuR//yeaE//
go_0015767_9	sseA//csdA//rluB//
go_0015768_9	galE//pyrE//metL//
go_0015769_9	trmD//
go_0015771_9	ung//fklB//tig//
go_0015772_7	phnN//pbpC//rrrD//
go_0015774_7	argG//
go_0015778_7	accA//
go_0015793_7	mdh//betA//
go_0015794_7	ppsA//yqjH//
go_0015795_7	ispB//hyaB//
go_0015796_7	chbF//
go_0015797_7	pykA//thiH//rbsD//
go_0015803_7	lysA//yagF//kdsC//
go_0015804_7	tig//panD//
go_0015806_6	rfbD//
go_0015807_7	pabC//lsrK//tyrS//metG//glk//gcvP//
go_0015808_8	entB//gstA//
go_0015809_7	ygjK//
go_0015810_8	feaB//gloB//
go_0015811_7	gcvP//paaJ//
go_0015813_6	dacD//napB//mobA//
go_0015814_7	menI//
go_0015816_6	gldA//
go_0015817_7	waaS//guaD//
go_0015818_7	mtlD//ansB//
go_0015820_7	malS//pyrD//malS//tktB//menH//
go_0015821_7	treF//gatY//
go_0015822_7	ribC//
go_0015823_7	pgaC//torY//acpS//sad//malS//
go_0015824_7	phoA//gltB//frdA//
go_0015825_8	bglX//
go_0015826_7	treC//pheS//fadB//
go_0015827_7	asd//aroA//gph//
go_0015828_7	atoB//rsmH//
go_0015829_7	umuC//yegS//pyrC//
go_0015830_7	gcvP//
go_0015833_6	cysG//ubiE//guaA//hyi//galU//wzb//cueO//pfkB//glgX//tehB//
go_0015834_7	nagB//tktB//
go_0015835_6	mnmA//
go_0015836_7	dgoD//dfp//
go_0015839_7	hisS//
go_0015846_6	sdhB//ileS//
go_0015847_7	pdeL//sgbH//waaH//uxaB//guaA//
go_0015848_7	ssuE//dnaQ//
go_0015851_6	
go_0015853_8	solA//trmL//
go_0015856_8	pyrC//
go_0015857_6	ndh//torZ//
go_0015858_7	lysS//nadA//rsmD//
go_0015860_7	mltB//patA//
go_0015861_9	gshB//truC//
go_0015862_9	thrA//malS//
go_0015863_8	gpt//
go_0015864_8	argF//
go_0015871_6	ldtC//ybjG//atoB//cyaA//
go_0015878_6	
go_0015879_9	rhaA//
go_0015882_7	alaC//
go_0015886_6	hypB//caiD//
go_0015887_7	pdeH//
go_0015888_6	cdd//
go_0015889_6	putA//rsmI//sgbH//
go_0015891_6	udp//
