# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ribA//
go_0001896_5	gutQ//
go_0002047_6	yagE//rlmG//
go_0002097_8	uvrC//
go_0002098_9	relA//sucC//mutM//glnE//
go_0002099_9	gmhB//ugd//
go_0002100_9	pdxH//
go_0002101_9	upp//
go_0002128_7	aes//
go_0002131_9	metF//
go_0002132_9	dkgA//
go_0002136_10	thiH//
go_0002143_9	uxuA//
go_0002181_7	
go_0002184_8	
go_0002188_6	
go_0002192_8	
go_0002937_9	cdh//
go_0002938_8	aes//
go_0002939_7	yeiG//
go_0002943_8	mltB//
go_0002949_8	poxB//patA//malP//
go_0003333_7	glyS//queA//yjhH//malP//bglX//birA//alsE//pyrD//ruvC//ynfF//otsB//dmlA//cyaA//
go_0005975_4	ansA//ppc//dgkA//caiB//paoC//rutD//serA//leuA//rhaD//hcaE//deoC//hisS//glnS//slt//yghU//fabZ//
go_0005976_5	yfaU//
go_0005977_6	ugd//
go_0005978_7	birA//umpH//menE//rsmE//
go_0005980_7	bioH//nfi//yfcF//
go_0005986_7	lysC//
go_0005990_7	pgpB//
go_0005992_7	xdhB//aphA//
go_0005993_7	thrB//cof//gdhA//
go_0005995_7	cysS//
go_0005998_7	ubiC//
go_0006000_6	selD//
go_0006001_7	pyrB//narH//
go_0006002_5	nadK//bfr//otsA//
go_0006006_6	ddlB//ycjU//rsmE//paaK//rlmI//
go_0006007_7	yjjG//ahpC//
go_0006011_5	idnO//
go_0006012_6	prs//
go_0006013_6	glnA//
go_0006014_6	rffM//
go_0006015_7	rutB//alr//
go_0006020_5	aroC//
go_0006044_7	rne//
go_0006046_8	dmsC//ubiG//
go_0006047_5	tktB//ybjI//
go_0006048_6	fkpA//acpT//clsB//fabD//
go_0006053_8	ftnA//
go_0006062_8	sad//
go_0006071_6	purA//bcsA//
go_0006072_6	ubiD//
go_0006082_4	nanA//
go_0006083_6	ilvD//gntK//allB//
go_0006086_8	nudG//rsmB//
go_0006090_8	ydiF//csdA//scpB//tdcB//tig//tauD//pnp//
go_0006094_7	gor//tdh//tdcB//pfkB//mltA//trpS//fucI//fcl//agp//
go_0006096_6	rfaE//pyrH//mug//ruvB//gpmM//mnaT//yccX//sgbH//bioF//pgaB//aroE//mocA//sodA//
go_0006097_5	garD//pgpA//proA//ispF//xthA//
go_0006098_6	aroD//pdeL//glcD//cmoB//hyaB//
go_0006099_4	aroG//kbaY//argG//sdhD//lipB//entD//menD//fes//ruvC//dgt//aroK//pyrG//mltD//
go_0006103_5	gutQ//hemA//cynT//frdD//
go_0006104_6	menD//
go_0006105_5	cysG//
go_0006106_8	rlmE//
go_0006107_8	
go_0006108_8	hdhA//cyoE//hdhA//tsaD//
go_0006113_5	rdgB//waaZ//
go_0006115_6	ada//
go_0006124_6	
go_0006144_6	
go_0006145_7	dgoD//
go_0006146_8	nfsB//
go_0006148_9	ilvC//
go_0006149_9	pyrD//
go_0006150_9	ddlA//
go_0006152_7	mak//ilvD//rlmI//edd//tyrA//
go_0006154_6	yghU//
go_0006161_9	leuB//
go_0006163_6	ygeX//
go_0006164_7	betB//cysK//waaF//trpB//
go_0006166_6	murG//
go_0006168_7	waaL//dacA//
go_0006171_9	
go_0006172_9	tcdA//
go_0006177_9	nadD//
go_0006178_7	entE//
go_0006183_9	frdB//
go_0006189_10	uxuB//nrdE//
go_0006203_8	cmk//fabA//
go_0006206_6	dcm//recJ//fadM//
go_0006207_8	trmD//pyrF//epmA//patD//guaD//
go_0006208_7	rbsK//yigL//glk//proB//patA//dacC//
go_0006209_6	cobS//
go_0006210_8	glmM//
go_0006212_6	glxK//rsmC//ugd//asd//yggF//metL//prpC//glxR//murB//speC//
go_0006217_9	aceB//
go_0006218_9	sucD//
go_0006220_6	garK//
go_0006221_7	lgoD//ubiE//nhoA//
go_0006222_9	
go_0006225_9	allC//
go_0006226_9	chbF//speF//
go_0006227_9	gatY//
go_0006231_9	dapD//
go_0006233_9	srlD//
go_0006235_9	queF//
go_0006241_9	lpcA//
go_0006259_5	menI//leuB//argF//
go_0006260_6	ttdB//gloA//yihT//argC//recR//murG//tmk//
go_0006261_7	frdC//dcyD//malQ//
go_0006265_6	murF//dhaL//
go_0006266_6	dacC//purB//dadA//
go_0006267_5	
go_0006268_9	pfkA//rrrD//
go_0006269_6	nagB//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	lpoB//deoC//
go_0006281_6	cysC//tatD//ybhA//glcE//pyrD//panD//srlD//luxS//fadE//miaA//menE//chbG//metE//phnP//glk//rutE//sdhD//
go_0006283_8	
go_0006284_7	purF//lacZ//ilvI//nrdE//kbaY//aroH//
go_0006285_6	poxB//alaS//murD//ligA//
go_0006288_8	panB//kdsC//
go_0006289_7	
go_0006298_7	folX//cynT//citC//leuD//
go_0006301_7	
go_0006302_7	asnA//trmI//
go_0006307_8	hyi//gshB//menD//gapA//murQ//
go_0006308_6	hemD//hdhA//nrdF//folD//
go_0006310_6	purF//rsgA//menH//sgbE//pbpC//
go_0006313_4	folC//
go_0006351_6	galK//dxs//
go_0006352_7	
go_0006353_7	
go_0006354_7	mtn//
go_0006355_7	betB//
go_0006357_8	
go_0006364_9	aldA//sgbU//malP//yahK//
go_0006378_8	yciA//
go_0006396_7	cheB//fadI//argG//yfaU//panC//
go_0006397_8	bioC//
go_0006399_8	xapA//lpxP//
go_0006400_7	pgpA//ldtA//zwf//purC//entH//
go_0006401_6	zwf//pgpC//menF//sbcB//mgsA//pgaB//
go_0006402_7	tsaC//aceA//fadM//ddlB//lpd//moaE//sufS//
go_0006412_6	sad//rlmJ//ubiX//hisS//ascB//
go_0006413_4	mltB//
go_0006414_6	
go_0006415_7	aceB//ghrB//
go_0006417_7	ybjG//waaO//
go_0006418_7	bglB//glpD//pphA//fadD//zwf//lpxC//ttdB//nanE//entA//insI-2//dmsC//
go_0006419_8	lipA//
go_0006420_8	otsA//
go_0006421_8	lysS//
go_0006422_8	wecB//
go_0006423_8	yghU//
go_0006424_8	tyrS//birA//
go_0006425_8	folC//
go_0006427_8	purA//
go_0006428_8	fdhF//
go_0006429_8	mazG//
go_0006430_8	katG//murA//
go_0006431_8	purA//
go_0006432_8	bglA//
go_0006433_8	uxuB//
go_0006434_8	btuR//
go_0006435_8	mtgA//
go_0006436_8	cysG//
go_0006437_8	eutD//
go_0006438_8	paoC//
go_0006448_8	
go_0006450_4	yjhG//yihT//aes//glcF//purL//ilvH//
go_0006457_3	ydiO//ldcA//thrC//uxuB//hisC//mrcA//dapD//
go_0006458_4	
go_0006464_6	rhaA//pyrE//kdgK//aspC//paaA//nirD//pgpC//yjjX//
go_0006465_6	rne//maeA//abgB//
go_0006468_7	cpdA//
go_0006470_7	psuG//etp//hemG//rimK//lpxT//
go_0006473_8	mgsA//
go_0006474_6	cadA//epd//cadA//
go_0006476_8	pdxY//
go_0006479_5	mpaA//hemA//fes//uvrB//leuD//dapA//
go_0006486_5	dgoD//
go_0006490_5	ppiA//
go_0006508_5	argK//ravA//katE//menA//asnA//alaS//lysC//der//ybjG//spoT//metK//kduD//ilvN//ldtC//mutM//pagP//paaC//torC//waaA//ubiH//paaE//dapF//paaC//wecC//pgk//gldA//nfi//speF//cmoB//speG//recJ//speA//torZ//
go_0006515_7	serA//alkB//ubiA//yfbR//arnT//sgbE//umuD//
go_0006517_6	rffM//abgB//
go_0006518_5	metF//paaF//
go_0006523_8	mpaA//caiB//
go_0006524_8	
go_0006526_8	menB//astC//mtgA//trmD//polB//wecB//fucI//
go_0006527_8	cysM//gstA//mepS//miaA//slyD//
go_0006529_7	thiD//rnpA//
go_0006530_7	asd//arnB//pyrF//nagA//
go_0006531_7	guaB//
go_0006532_8	frlC//nrfA//dmsA//
go_0006535_8	mraY//polB//cmoA//
go_0006537_8	pdxJ//
go_0006538_8	rsmA//torZ//
go_0006541_7	trpS//phnJ//proA//nrdB//folX//
go_0006542_8	panC//roxA//
go_0006543_8	
go_0006545_6	nhoA//
go_0006546_6	umuC//uvrC//ispH//
go_0006554_8	cpdA//rfbC//menI//
go_0006556_5	nadE//
go_0006559_6	mog//
go_0006561_6	serB//trmO//
go_0006563_7	thrS//
go_0006564_8	glxR//waaP//idnD//cysM//
go_0006565_8	alaA//ybjI//eda//ltaE//ilvB//
go_0006566_7	hemG//
go_0006567_8	gltD//lpxM//ldtA//pdxB//aroL//yfcG//rsmJ//
go_0006569_7	ubiF//
go_0006571_7	nhoA//dacA//
go_0006593_7	rimK//
go_0006598_8	gph//rihC//amiD//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	lipB//fucI//
go_0006631_5	thiC//acpT//hyaB//hemF//menE//
go_0006633_6	bcsA//ghrB//panD//moaE//cysD//betA//proS//glgP//deoA//lsrK//frdB//
go_0006635_6	frmB//argS//argC//pgm//pdeH//accC//cyoE//waaH//ubiA//glxK//argF//dxr//
go_0006636_7	
go_0006637_5	arsC//waaF//trpC//speG//ahpC//
go_0006646_7	
go_0006650_6	
go_0006654_7	glgP//
go_0006655_7	queC//pyrC//
go_0006725_4	citC//
go_0006729_6	adhP//sucD//
go_0006730_4	rutB//cheR//mtlD//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	dnaE//ubiE//ubiH//metC//fumB//acs//acnA//eno//gatY//murE//nagZ//proB//
go_0006749_5	ada//cueO//
go_0006750_6	nrdA//mnmE//
go_0006751_6	sdhA//
go_0006757_5	dacC//
go_0006760_5	yciA//
go_0006761_7	trmD//
go_0006771_5	yghU//
go_0006772_6	hemC//lgoD//
go_0006777_5	rhaD//ftnA//carA//gcvT//ispA//
go_0006779_6	trpS//rfaE//dgkA//lpxT//metF//
go_0006780_7	pgl//
go_0006782_7	guaD//paaK//gluQ//pgk//
go_0006783_5	sgbE//metF//fcl//moaE//alaS//xapA//rffC//
go_0006790_4	yqhD//serA//mltC//ubiA//bacA//speD//rffG//yhdJ//aroG//ybiV//
go_0006791_2	tesB//allB//murG//
go_0006793_4	sseA//proC//
go_0006798_5	sdhB//
go_0006799_5	kdsA//
go_0006801_5	nadE//murI//cysQ//
go_0006805_4	deoC//psuG//ubiE//eda//
go_0006807_3	sseA//treA//nudG//
go_0006808_4	hemE//
go_0006810_4	alsK//ychF//paaC//eno//yeiG//paaA//ispH//bglB//murD//yfcG//tatD//eda//glmS//rutA//asnB//eutD//speE//maa//panC//pyrG//dgt//hisI//rffG//gltB//hemL//pyrC//ribE//rlmD//nrfC//gcd//treC//nrfC//murB//talB//pphB//panE//ymdB//truB//murD//nhoA//treC//hisB//accD//nudC//ldtC//rdgB//mug//prpC//maeA//ampH//gloB//xthA//malP//lpxB//prmB//pdxK//uxuB//yfeX//miaB//ulaF//rsmC//lpoB//hemB//ychF//leuA//pck//mgsA//gmhB//ppx//metH//ribE//ndh//ruvC//rluE//hinT//thiD//dmlA//
go_0006811_5	hyi//garR//mltB//rluF//yjhG//ldtE//rsmC//ampD//asnS//tdcD//plsB//
go_0006812_6	narG//dkgB//
go_0006813_8	tyrA//kdsC//kbaZ//katE//thiD//prpD//waaZ//lyxK//
go_0006814_8	glk//garR//dadA//sucB//
go_0006817_8	glpB//
go_0006820_6	yihV//tdcD//ubiH//rnd//ugd//
go_0006821_8	thiD//
go_0006824_8	gntK//rlmC//pabA//maa//
go_0006825_9	gor//
go_0006826_9	galK//
go_0006828_9	acnB//
go_0006829_9	ispU//ldtE//mocA//narH//paaB//
go_0006833_6	
go_0006835_8	ansA//aroG//
go_0006847_8	cadA//
go_0006855_6	wecC//otsA//uxaB//puuC//lpoB//ssuD//tyrS//eptC//sthA//pykA//ilvI//selD//gatZ//glpD//
go_0006857_7	lpxT//torC//tsaD//
go_0006863_7	pgsA//
go_0006865_6	rsmF//luxS//rsuA//puuD//waaF//eptB//pdxB//paaG//lsrK//etk//ndh//roxA//arnB//ansB//ssuE//ilvN//lysA//dgkA//ydiB//gpt//dxs//
go_0006868_7	gmk//
go_0006869_6	patA//
go_0006874_8	
go_0006876_8	pgaC//
go_0006878_9	ldtC//
go_0006879_9	atoB//puuD//
go_0006880_4	paaA//cobC//
go_0006882_8	dsdA//
go_0006883_8	dsdA//maeA//btuR//
go_0006884_4	
go_0006885_9	gcvP//
go_0006886_5	
go_0006928_3	trmA//
go_0006935_4	eptA//mrcA//nanK//ppiA//nadB//
go_0006970_4	fadD//pgi//purF//aldB//tmcA//cheR//
go_0006972_5	mak//psuG//phnO//dam//waaJ//
go_0006974_5	yagF//phnI//fabZ//gnd//hcaF//rlmA//ada//polB//ushA//glpD//ispA//pyrC//yciV//bioC//nrfB//purF//phr//fucK//hcaF//dmsA//guaC//cynT//dhaL//idnO//nanE//rffH//ubiG//betB//nhoA//mpaA//gpt//aldA//citE//aroL//alsK//dmsB//cfa//rffT//mltD//tdh//umuC//bacA//pgpC//speD//tesB//waaU//mobA//fucO//pyrG//purC//murQ//recJ//puuC//yhdH//mog//aroA//clsC//accD//gshB//gcvH//curA//valS//fucK//gltX//lpxP//rhaM//gnd//glnS//appA//cheR//dmsA//gshA//rsmF//aes//murC//dbpA//ispA//speE//ynfE//hinT//adk//ynfH//hemG//thiI//dfp//pflB//fre//fdhF//adhE//menC//thrC//accB//hisB//dacA//lsrK//
go_0006979_4	dgoA//opgE//dhaL//arnB//csdA//sdhB//fumB//luxS//napC//aspC//prmC//bioB//accC//glmM//maa//ilvA//speC//waaQ//ogt//ispG//entA//yhdH//pyrC//cheR//rluD//def//
go_0006986_5	mutH//
go_0006995_6	rhaM//cmk//
go_0007059_3	udk//yjjG//
go_0007062_4	
go_0007155_3	aroK//
go_0007165_3	lacZ//yieF//
go_0007234_5	
go_0007584_4	
go_0008033_9	metH//menC//ppsA//pldB//dxr//frlB//cpdA//allC//
go_0008104_4	
go_0008152_2	allC//bfr//gcvP//hcaD//ybjI//acpT//yagF//glxR//narY//dkgB//ubiG//dgoA//purD//garR//ileS//hcp//leuC//
go_0008156_8	
go_0008219_3	
go_0008272_6	pyrF//mnaT//
go_0008295_6	metF//eptA//dusB//
go_0008299_5	thiL//
go_0008360_4	btuR//fdhF//idnD//gcvH//waaL//wrbA//cynS//cysH//napC//mrcB//nfi//
go_0008610_5	cysK//kdsB//lsrK//cysD//
go_0008615_6	murD//fadA//appA//acs//narY//malS//nemA//
go_0008616_8	cpsG//ubiI//ppx//aroB//proC//entB//
go_0008643_6	patZ//cysG//uvrB//accB//xylB//glpC//lpxB//adhE//ybjI//betA//birA//mnmA//cysD//ndk//dgoA//rluB//eutB//nhoA//
go_0008652_5	ribE//mhpA//gstA//pbpC//gadB//ttdA//ampD//tsaE//
go_0008653_5	
go_0008654_5	gstB//otsB//allC//fklB//
go_0009050_6	araA//cobU//
go_0009052_6	carA//mmuM//pdeF//mocA//patZ//yrfG//
go_0009056_3	guaC//
go_0009058_3	puuE//fdhF//deoA//hemB//
go_0009060_6	wzb//acpS//rlmM//frdC//dusB//dnaQ//trmI//
go_0009061_6	glmM//waaJ//dacC//sdaA//cpdA//rpe//deoC//eda//trmI//umpH//nrdF//aldA//mcrA//waaP//bglX//nrdD//yihT//panD//cysG//trmA//rdgB//
go_0009062_6	glpC//
go_0009063_5	rlmB//nagB//hcaD//
go_0009070_7	azoR//
go_0009073_6	rsmF//ravA//panB//ung//glpX//yieF//argE//nrdF//cpsB//idnO//cmoB//
go_0009081_5	glgC//rhaA//
go_0009082_6	citG//icd//ydiF//folA//bglA//paaZ//yqhD//
go_0009085_8	rfbC//
go_0009086_7	ansB//mmuM//pyrF//dmlA//dosP//
go_0009088_8	speF//ssuE//
go_0009089_6	aroB//nrdD//gloC//ldtB//dkgB//gdhA//
go_0009090_8	coaD//proB//nagK//aes//
go_0009092_7	xapA//
go_0009093_7	
go_0009094_6	cueO//pdxK//thiD//
go_0009097_7	entA//gluQ//pdeL//amyA//cpsB//
go_0009098_7	psd//pbpC//rbn//yidA//surA//puuC//
go_0009099_7	rhaD//frmA//hemA//tpiA//dosP//asnS//allB//
go_0009102_6	ynfF//lldD//yjcS//udp//dkgB//waaO//purL//phnM//tilS//
go_0009103_6	rnd//yghU//garD//mpaA//fabI//kdsC//gpmA//ilvC//mnmG//
go_0009106_5	katE//
go_0009107_6	roxA//manA//
go_0009108_6	nrfC//
go_0009116_5	ispU//sodC//
go_0009142_7	gstB//
go_0009143_7	rluC//
go_0009152_8	tmk//
go_0009157_8	ydiO//
go_0009166_7	rlmG//dcyD//
go_0009168_9	rsmB//
go_0009220_8	mocA//entC//
go_0009224_9	tcdA//
go_0009226_6	nth//dapA//
go_0009228_7	gstB//lpxP//yfcG//accD//glnA//clsC//pheS//hisA//ynfE//
go_0009229_6	paaG//iaaA//
go_0009231_6	mnmC//sdhC//tauD//pldB//alsE//rutB//suhB//
go_0009234_7	thiI//dhaM//hisS//dgoA//sdhA//fbp//yfaU//narV//purB//
go_0009236_6	glcF//otsB//pgpC//pdxH//cof//suhB//
go_0009237_4	torY//betA//
go_0009239_6	nadD//yfiC//sseA//phnM//prs//mgsA//paaK//yghU//
go_0009240_6	mraY//
go_0009242_6	dapF//hcp//menE//rhaD//mrcB//gcvT//hemC//guaC//
go_0009243_7	allC//
go_0009244_7	ppk//idnO//glyA//ribA//bioD//cdh//ugd//poxB//rffH//ynfF//rhaB//ampD//fumC//fkpA//bioC//dapA//waaL//yghU//eptA//argK//citC//dadA//
go_0009245_6	nrdA//bioA//lplA//lpoB//recG//glmM//cheR//gmhB//puuC//
go_0009246_6	gabD//dgoK//fabA//glpD//ruvC//coaE//
go_0009249_6	hisB//epmC//pyrE//
go_0009250_7	
go_0009251_7	cysI//
go_0009252_7	icd//fabD//prpD//mhpB//yahK//metE//torC//ldcC//metE//paaA//ygjK//dusB//argS//queD//yihV//yegS//hisH//dapF//nirB//cheR//sucC//aroD//ogt//moeB//asnA//
go_0009253_8	glxR//yihV//garK//cynS//lpxL//hemF//lpxH//trmD//cysD//fabA//
go_0009254_8	rffM//recO//entD//feaB//rffT//arnB//polB//arnB//gstB//tgt//torZ//
go_0009257_8	patZ//abgB//gltB//tsaC//
go_0009263_6	ddlB//eptC//
go_0009264_6	maeA//hisI//
go_0009265_7	puuC//
go_0009266_4	adk//waaH//ygjK//pdxJ//ppiC//metC//
go_0009267_5	accC//rffC//
go_0009268_4	betA//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	yfeX//
go_0009297_6	
go_0009298_7	glcB//polB//adiA//
go_0009305_7	narZ//
go_0009306_4	
go_0009311_5	
go_0009314_4	asnB//mltC//fkpB//gluQ//ppiA//csdA//lpxB//yajO//bioB//rsmD//mpaA//thiC//mug//nadE//gabD//miaA//orn//
go_0009372_5	cysM//astC//nirB//
go_0009396_6	epmC//ulaF//
go_0009398_7	sdhD//
go_0009401_7	kdsA//yfeX//tdh//mnmA//dapF//paaG//ppc//rbsD//idnK//aroE//galU//pgi//citC//pyrC//purL//proC//ribF//dinB//tag//wrbA//
go_0009403_5	
go_0009405_4	
go_0009407_3	nadA//
go_0009408_4	hisS//mug//waaP//waaP//betA//gatY//maeA//dapA//prpB//tmk//eptB//entB//idnO//rne//glpC//pdxY//cysG//insI-1//rhaM//entB//cysD//lpxK//entC//idnO//umpG//yciA//
go_0009409_4	pphA//aspA//
go_0009410_4	glpC//
go_0009411_6	entD//fabG//hdhA//argF//yfcG//lpxL//arnA//uvrC//gloA//
go_0009416_5	nth//pgpB//
go_0009423_8	fucA//clsC//mog//abgB//
go_0009432_5	cysN//tilS//lpxK//purA//mltD//
go_0009435_9	cynT//dacC//pdeH//purU//cpsB//
go_0009436_6	truA//idi//pphB//ydiO//
go_0009437_5	
go_0009438_5	
go_0009440_6	dsdA//aes//gluQ//
go_0009442_7	leuD//cobU//rnd//trpC//curA//
go_0009443_5	yagE//mtn//ppk//
go_0009446_6	gluQ//gloA//
go_0009447_6	ansB//fadM//truC//folP//nadD//gltB//nagK//pphA//
go_0009450_6	trpS//serA//astB//menD//
go_0009451_6	malP//surA//pbpC//gntK//
go_0009593_4	
go_0009597_5	
go_0009636_4	narZ//cysQ//prmC//gcvP//dkgB//
go_0009637_6	
go_0009651_5	
go_0009697_5	aroD//
go_0009758_2	dgoA//
go_0009785_5	
go_0009970_6	alaS//folM//rsmI//
go_0009972_10	torZ//
go_0009992_5	mraY//mog//leuB//
go_0010033_4	
go_0010038_5	
go_0010039_6	ybhA//
go_0010041_7	nanA//gldA//
go_0010042_6	yieF//
go_0010043_6	sseA//ymdB//
go_0010045_6	pdxK//
go_0010106_6	
go_0010124_4	acnB//ubiA//fadM//miaB//pldB//argI//torY//mutH//
go_0010133_7	gor//
go_0010139_7	mhpC//
go_0010165_6	betB//cpsB//dhaL//galT//hypF//scpC//pyrC//rph//
go_0010212_5	lpxD//
go_0010226_6	melA//
go_0010243_5	
go_0010272_6	chbG//
go_0010273_4	sdaB//adhE//pyrD//
go_0010312_3	nirD//
go_0010332_6	
go_0010350_6	
go_0010438_6	ppk//fes//
go_0010447_5	lsrG//murE//
go_0010468_6	idnO//
go_0010498_6	rimK//sufS//tig//pyrH//
go_0010501_7	yjhG//purF//
go_0010557_7	
go_0010608_7	nrdD//
go_0010628_7	
go_0010629_7	yigB//
go_0010676_7	
go_0010699_4	purL//coaD//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	speA//cof//pgl//maeA//rluD//ribA//trmJ//mgsA//entC//
go_0015031_5	thiM//trmH//ndh//glmS//ackA//cpsB//dxs//lpxK//
go_0015074_6	
go_0015628_5	
go_0015670_6	panC//
go_0015673_9	hemL//
go_0015675_9	argS//
go_0015679_10	lpxK//
go_0015682_8	paaH//
go_0015684_9	sucD//nrdE//guaC//pgpA//
go_0015685_8	rrrD//queD//
go_0015687_7	lpxB//
go_0015688_6	glpA//cpdB//
go_0015689_8	alaA//
go_0015691_9	nagK//xylB//
go_0015692_8	yajO//
go_0015693_9	miaA//
go_0015696_6	idi//
go_0015698_7	narY//
go_0015699_8	bioA//
go_0015700_8	rph//
go_0015706_6	rlmC//rsmE//ppx//
go_0015707_6	ada//phnP//hyaB//frlC//
go_0015709_6	aroC//
go_0015710_8	alaC//pflB//
go_0015712_7	truC//
go_0015718_8	ileS//
go_0015721_7	yhdJ//plsC//dusB//
go_0015724_7	glyS//
go_0015726_8	nhoA//
go_0015733_7	pcm//
go_0015734_6	metB//
go_0015736_9	waaB//
go_0015739_7	umpH//
go_0015740_9	rsuA//hyaB//rhaA//
go_0015741_10	fadH//narH//
go_0015747_6	fadH//
go_0015748_6	deoB//
go_0015749_7	waaC//acnA//tatD//sdhA//napC//nrdD//ampH//
go_0015751_9	tsaE//plsB//
go_0015752_9	panE//polB//
go_0015753_9	glpB//hemF//
go_0015754_9	ubiD//
go_0015755_9	ydiF//yjhH//metH//
go_0015756_9	coaD//tsaD//
go_0015757_9	cysD//cysD//hpt//hemB//
go_0015760_8	folX//
go_0015761_9	glpB//
go_0015762_9	nfsB//
go_0015764_7	rluD//chbG//hisD//
go_0015765_8	queF//aroA//
go_0015767_9	yihU//edd//asnS//
go_0015768_9	galE//kefF//gatZ//
go_0015769_9	lyxK//
go_0015771_9	mhpD//lplA//bglA//
go_0015772_7	dsdA//glgX//ilvB//
go_0015774_7	eptB//
go_0015778_7	phnG//
go_0015793_7	fadM//yagE//
go_0015794_7	ldtB//ravA//
go_0015795_7	scpB//yjjG//
go_0015796_7	selD//
go_0015797_7	thiC//metC//entD//
go_0015803_7	pgm//rnpA//recO//
go_0015804_7	napB//rfbD//
go_0015806_6	waaA//
go_0015807_7	glnS//bfr//murF//frlC//mrdA//yjjG//
go_0015808_8	rihA//ligB//
go_0015809_7	mltC//
go_0015810_8	mltD//yihV//
go_0015811_7	tyrA//cysE//
go_0015813_6	gabD//ackA//lgoD//
go_0015814_7	ybcF//
go_0015816_6	murI//
go_0015817_7	waaB//psd//
go_0015818_7	mltC//ynfE//
go_0015820_7	dgoA//kbaY//paaB//yhdH//fucA//
go_0015821_7	speG//opgE//
go_0015822_7	phnI//
go_0015823_7	metH//birA//purA//etp//gpp//
go_0015824_7	trmH//dbpA//deoA//
go_0015825_8	ssuD//
go_0015826_7	nrfD//sgbU//prpC//
go_0015827_7	miaB//rlmL//ndh//
go_0015828_7	ynfE//murI//
go_0015829_7	gabD//ispH//hcp//
go_0015830_7	hyaC//
go_0015833_6	patZ//nrfB//rsmI//fklB//pheT//iscS//ycaO//umuD//rffC//yjhH//
go_0015834_7	idnO//kduI//
go_0015835_6	mltB//
go_0015836_7	astB//eptB//
go_0015839_7	fumB//
go_0015846_6	dapB//hisG//
go_0015847_7	lyxK//yciV//gpmA//mltF//puuD//
go_0015848_7	orn//bglA//
go_0015851_6	
go_0015853_8	patA//thrC//
go_0015856_8	pcm//
go_0015857_6	sufS//ycaO//
go_0015858_7	waaQ//fabA//fabZ//
go_0015860_7	mtn//fkpB//
go_0015861_9	hisC//yjjX//
go_0015862_9	adk//rihB//
go_0015863_8	pdxA//
go_0015864_8	menF//
go_0015871_6	dacC//deoD//gltX//dgoD//
go_0015878_6	
go_0015879_9	rutA//
go_0015882_7	purT//
go_0015886_6	kdsA//fucK//
go_0015887_7	lldD//
go_0015888_6	narZ//
go_0015889_6	eptB//mcrA//dkgB//
go_0015891_6	dkgB//
