# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	puuB//
go_0006097_5	pyrE//srlD//cysE//epmA//malQ//
go_0006098_6	hypF//glnS//ung//speA//glyS//
go_0006099_4	lysA//gpmM//ribB//paaK//eno//fau//acnB//thiE//acpH//gatD//ilvD//argH//adk//
go_0006103_5	ligA//leuC//ispG//ndk//
go_0006104_6	asnA//
go_0006105_5	rfaE//
go_0006106_8	abgB//
go_0006107_8	
go_0006108_8	torC//umpH//aroE//asnA//
go_0006113_5	zwf//narY//
go_0006115_6	tyrA//
go_0006124_6	
go_0006144_6	
go_0006145_7	adhE//
go_0006146_8	luxS//
go_0006148_9	fkpA//
go_0006149_9	rnd//
go_0006150_9	mnmA//
go_0006152_7	pphA//prs//selA//fabI//gpmA//
go_0006154_6	rihB//
go_0006161_9	glgX//
go_0006163_6	entB//
go_0006164_7	mutH//tsaE//rimK//glcD//
go_0006166_6	sucD//
go_0006168_7	trmI//torA//
go_0006171_9	
go_0006172_9	bioD//
go_0006177_9	gntK//
go_0006178_7	accB//
go_0006183_9	moaE//
go_0006189_10	argC//ydfG//
go_0006203_8	moaE//thiL//
go_0006206_6	mnmG//gph//ubiH//
go_0006207_8	entH//nadB//recG//ada//ddlB//
go_0006208_7	panB//trmL//rlmB//mug//nadC//putA//
go_0006209_6	ndh//
go_0006210_8	pdeH//
go_0006212_6	bglA//ldtA//leuC//leuC//rlmB//trpB//rne//lpxB//rsmH//folD//
go_0006217_9	lsrK//
go_0006218_9	rutE//
go_0006220_6	thrA//
go_0006221_7	rlmJ//nrdA//glpA//
go_0006222_9	
go_0006225_9	yeaG//
go_0006226_9	murF//folM//
go_0006227_9	dusC//
go_0006231_9	katG//
go_0006233_9	cyaA//
go_0006235_9	folE//
go_0006241_9	yjjG//
go_0006259_5	hisI//hemH//speA//
go_0006260_6	suhB//hflX//yjjG//trmA//ispA//folX//nfsB//
go_0006261_7	appA//treC//gph//
go_0006265_6	hmp//xylB//
go_0006266_6	sodB//gltX//frmB//
go_0006267_5	
go_0006268_9	purA//abgB//
go_0006269_6	aroL//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	nagB//waaZ//
go_0006281_6	dcyD//hcp//tatD//folD//tsaC//pflB//gpp//mnaT//purU//fadI//frdA//mltF//hinT//rsmE//pabB//fruK//puuB//
go_0006283_8	
go_0006284_7	feaB//aldB//ilvE//lacZ//metG//galK//
go_0006285_6	mutS//yfcF//hisH//fumA//
go_0006288_8	cysG//allB//
go_0006289_7	
go_0006298_7	nadE//uxaC//ppk//malQ//
go_0006301_7	
go_0006302_7	fucK//murE//
go_0006307_8	csdA//asnS//nhoA//sdhC//pfkA//
go_0006308_6	rlmA//ruvC//tehB//avtA//
go_0006310_6	tyrB//gltD//frmA//mcrB//metG//
go_0006313_4	dhaL//
go_0006351_6	cheR//miaA//
go_0006352_7	
go_0006353_7	
go_0006354_7	aes//
go_0006355_7	accB//
go_0006357_8	
go_0006364_9	yagE//ltaE//umuC//metH//
go_0006378_8	asnB//
go_0006396_7	puuC//yjjX//tdk//cfa//ycjU//
go_0006397_8	garR//
go_0006399_8	glgA//lpd//
go_0006400_7	ldtC//idi//dacD//fucK//fabA//
go_0006401_6	mnmG//ruvB//yihS//ldtA//solA//murA//
go_0006402_7	sodA//glgB//bioB//sdaA//sbcB//arnT//edd//
go_0006412_6	prmC//nrfA//mtgA//cysG//pdxJ//
go_0006413_4	waaB//
go_0006414_6	
go_0006415_7	narI//solA//
go_0006417_7	gntK//yidA//
go_0006418_7	phnH//folC//yfbR//ilvM//rhaD//yihX//pdxH//mak//narI//dkgB//ymdB//
go_0006419_8	gnd//
go_0006420_8	epmC//
go_0006421_8	orn//
go_0006422_8	glcB//
go_0006423_8	gshB//
go_0006424_8	mug//nhoA//
go_0006425_8	gnd//
go_0006427_8	nudC//
go_0006428_8	yfaU//
go_0006429_8	hisF//
go_0006430_8	cfa//gph//
go_0006431_8	fadH//
go_0006432_8	ldhA//
go_0006433_8	gcvH//
go_0006434_8	mltC//
go_0006435_8	wecC//
go_0006436_8	folC//
go_0006437_8	dkgA//
go_0006438_8	glpA//
go_0006448_8	
go_0006450_4	paaC//nagA//carB//purC//dnaQ//thrB//
go_0006457_3	ilvE//deoB//hemE//queD//rffH//hyaC//ilvE//
go_0006458_4	
go_0006464_6	ilvA//fklB//tdcG//ampD//lsrK//ubiF//idnD//idnD//
go_0006465_6	xapA//hyi//gcl//
go_0006468_7	yjcS//
go_0006470_7	fklB//tktA//ubiC//hycB//pgaC//
go_0006473_8	zwf//
go_0006474_6	fadI//tdcB//lpxT//
go_0006476_8	narH//
go_0006479_5	alkB//sdaA//kdsD//ubiH//rffM//surA//
go_0006486_5	kdsA//
go_0006490_5	wecC//
go_0006508_5	mutY//yfbR//cobS//deoC//gatD//aspA//adiA//pagP//phnN//ldtD//phnM//ynfH//umuC//relA//dkgA//menE//yrfG//icd//mdh//metC//lysA//torC//paaK//plsC//tyrS//purU//metH//asnS//ada//coaE//frdB//ulaD//speB//
go_0006515_7	hemF//mltC//ftnA//acpH//dacC//truB//panC//
go_0006517_6	sgbH//nrdF//
go_0006518_5	trmA//frlC//
go_0006523_8	queA//paaJ//
go_0006524_8	
go_0006526_8	carB//cysH//cmoB//tdh//pdxY//yeaG//birA//
go_0006527_8	malY//cmoA//fucK//rutE//mhpA//
go_0006529_7	pyrD//waaU//
go_0006530_7	mrdA//deoD//aphA//ilvN//
go_0006531_7	kbaZ//
go_0006532_8	alr//aroL//pnp//
go_0006535_8	pldB//rsmI//iaaA//
go_0006537_8	pheA//
go_0006538_8	ppsA//rlmI//
go_0006541_7	adiA//cysG//rihB//torC//idnO//
go_0006542_8	thiE//udk//
go_0006543_8	
go_0006545_6	pfkB//
go_0006546_6	ddlA//rph//truC//
go_0006554_8	queC//paaJ//dgt//
go_0006556_5	bioD//
go_0006559_6	yccX//
go_0006561_6	acpT//pdeF//
go_0006563_7	otsA//
go_0006564_8	sgbE//thiM//idnD//dgt//
go_0006565_8	argF//ispG//rsmF//ubiX//deoC//
go_0006566_7	dacD//
go_0006567_8	srlD//yccX//adhE//trpB//paaH//argK//cysH//
go_0006569_7	hyaC//
go_0006571_7	metH//argS//
go_0006593_7	yhdJ//
go_0006598_8	truA//entC//aphA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	purL//fes//
go_0006631_5	mltF//ispH//rdgB//aes//guaA//
go_0006633_6	ppx//gutQ//mnmG//hinT//fadJ//tynA//pgm//ydiO//tyrS//aroF//clsC//
go_0006635_6	tdk//waaQ//bioD//ltaE//glmU//waaS//nrdE//yagF//citX//cynS//paaC//rsmA//
go_0006636_7	
go_0006637_5	trmD//lpxP//waaB//pykF//glpD//
go_0006646_7	
go_0006650_6	
go_0006654_7	glgX//
go_0006655_7	hisF//deoA//
go_0006725_4	uvrC//
go_0006729_6	rffT//prs//
go_0006730_4	entE//miaA//gapA//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	prmB//mtn//dgcZ//napB//pabC//dadA//preA//galE//mrcB//umuD//asnB//moaD//
go_0006749_5	cdh//wrbA//
go_0006750_6	etp//idnD//
go_0006751_6	phnH//
go_0006757_5	pyrG//
go_0006760_5	tktB//
go_0006761_7	murG//
go_0006771_5	iscS//
go_0006772_6	insI-2//ampH//
go_0006777_5	sgbH//argC//astB//glpA//ydfG//
go_0006779_6	waaO//talB//mltA//speG//cysH//
go_0006780_7	yigL//
go_0006782_7	dam//torA//gcvT//rnd//
go_0006783_5	dcyD//carB//cysS//hisH//mutH//nudC//ligB//
go_0006790_4	hemH//uvrB//treF//cdd//mpaA//rhaB//ispA//fucO//pykF//murG//
go_0006791_2	prpC//malY//aroK//
go_0006793_4	nanK//entA//
go_0006798_5	paaA//
go_0006799_5	narV//
go_0006801_5	mhpC//mutY//idnO//
go_0006805_4	ssuD//phnI//lysC//dgoD//
go_0006807_3	cynS//purC//cysG//
go_0006808_4	mutT//
go_0006810_4	trmD//ulaD//glxK//miaA//dapA//dacA//ssuE//tehB//cysD//rlmF//coaD//ogt//yihT//yeaG//gnd//ttdB//nfi//rlmC//hemB//serS//aspC//otsB//prpC//mcrA//lgoD//fabB//cysC//nudB//adhE//yidA//rlmC//xylB//hchA//ldtD//nadB//ftsI//rnb//mutL//gstA//gltD//dkgB//ribA//cpsG//entB//gltB//prmC//pta//rnpA//tmcA//hinT//hemB//glnA//aroG//lysA//ghrB//galU//dcyD//cynT//mltD//citE//rhaB//rihA//dcyD//hyaB//ahr//epmB//waaU//hcaF//dcyD//nadA//xylA//tmcA//metF//preA//fucA//waaG//ascB//
go_0006811_5	sad//tdcG//fucA//kbaY//alkA//nagK//alr//paaZ//rffT//gcl//rluC//
go_0006812_6	wzc//aroK//
go_0006813_8	ackA//ppsA//pnp//epmA//purD//ldhA//rffC//moaD//
go_0006814_8	deoA//queA//rbsD//ilvD//
go_0006817_8	mltC//
go_0006820_6	ppiC//menH//ribE//hemC//ispF//
go_0006821_8	yihX//
go_0006824_8	ppx//dhaK//etp//tsaE//
go_0006825_9	eptC//
go_0006826_9	pphB//
go_0006828_9	thiE//
go_0006829_9	lpoB//kdgK//puuB//ansA//paaF//
go_0006833_6	
go_0006835_8	adk//yegS//
go_0006847_8	pykF//
go_0006855_6	zwf//waaA//hisI//hypB//ybjI//mocA//menF//dacC//ubiA//preT//tdh//waaL//rutE//cobU//
go_0006857_7	sodA//pgaC//ybiV//
go_0006863_7	pphB//
go_0006865_6	bioF//acs//tdh//lpxH//kbaY//nrdB//aceA//coaD//acpH//ampH//proC//nagB//prpC//arnB//mocA//yfaU//asnB//pyrG//gabT//dinB//yegS//
go_0006868_7	nrdD//
go_0006869_6	glmM//
go_0006874_8	
go_0006876_8	plsC//
go_0006878_9	folP//
go_0006879_9	lpxM//rfaD//
go_0006880_4	hemL//dgoD//
go_0006882_8	paoC//
go_0006883_8	aldA//pyrB//hmp//
go_0006884_4	
go_0006885_9	trmD//
go_0006886_5	
go_0006928_3	kdsC//
go_0006935_4	purL//sufS//leuD//proC//fabH//
go_0006970_4	nirD//malQ//aroH//pdeL//paaJ//yjiA//
go_0006972_5	leuC//yfcF//mrdA//fumB//ribA//
go_0006974_5	mutS//iaaA//ligB//lpxH//abgA//fumA//murC//ymdB//hemH//torZ//tyrB//citG//rsmC//aspC//epmB//hcp//uxaB//mltD//araB//rph//glnA//pnp//dnaQ//psuG//prpD//ilvE//pdxY//mobA//yciA//trmL//dcyD//coaA//hcaF//nudB//chbF//waaQ//yjhH//glpB//mog//fkpB//katG//gnd//trpD//aldA//fumB//yieF//torA//hyaB//citE//gadA//ampH//nudC//gntK//argE//pdxJ//thiD//rffC//pinE//sgbU//araD//dgoA//ravA//trmL//eda//bacA//rlmG//lsrG//mmuM//folA//patA//phnH//sdaB//ilvN//gmk//dmsB//kdsC//leuB//moeA//adhP//yidA//ddlB//rhaA//pagP//mrdA//umuD//yfdR//uidA//recO//rffT//yihU//pgpA//nrfB//yihS//lpxH//aspC//
go_0006979_4	sucA//mutL//uxaC//leuB//nhoA//nrdA//paoC//araD//ispH//aroE//dsdA//cpdB//yfeX//ravA//mnmG//rhaB//menA//pykF//metL//tsaD//ddlB//pfkB//rutE//pgaB//sucD//phnH//
go_0006986_5	dusB//
go_0006995_6	nth//glgX//
go_0007059_3	gltD//mcrA//
go_0007062_4	
go_0007155_3	eptB//
go_0007165_3	ssuD//mnmG//
go_0007234_5	
go_0007584_4	
go_0008033_9	ldcA//allD//oxc//malY//lpoA//metH//asnA//mcrA//
go_0008104_4	
go_0008152_2	gcvT//phnL//bioA//cysC//rnb//argB//hisA//cadA//prs//ttdB//ravA//fadM//ychF//amyA//aroE//uxaA//ubiG//
go_0008156_8	
go_0008219_3	
go_0008272_6	narY//mnmC//
go_0008295_6	idnO//glcD//hemD//
go_0008299_5	tmk//
go_0008360_4	glpB//ahr//pta//phnL//fadD//gmk//trmH//ulaF//ynfF//selB//glpC//
go_0008610_5	ybiV//rutE//ghrB//pfkB//
go_0008615_6	umuC//selA//nrdA//thrA//patZ//yigB//ycaO//
go_0008616_8	ribE//hcaC//hcaE//galT//hisA//lysA//
go_0008643_6	fumB//cobC//rfbB//rluD//pdxK//ispH//mnaT//murA//entF//tauD//pyrD//dinB//gatZ//uxaC//garD//cysE//etk//mltB//
go_0008652_5	ilvI//fadD//acpT//nanA//pdxY//nrfC//ispG//treC//
go_0008653_5	
go_0008654_5	kduI//wcaJ//fadD//yfaU//
go_0009050_6	proB//hemB//
go_0009052_6	pck//yihX//fabA//thiC//rluA//galU//
go_0009056_3	accB//
go_0009058_3	mhpC//araA//mrcA//purU//
go_0009060_6	alaA//mog//uvrB//umpG//dhaL//murE//gcvT//
go_0009061_6	adiA//mrdA//hemE//paaH//narG//ssuD//argA//tmcA//glgB//rne//ghrB//napB//gnd//murD//cueO//ubiC//malP//prmC//rpiA//gabD//acnB//
go_0009062_6	ilvD//
go_0009063_5	idi//lysU//menF//
go_0009070_7	fumB//
go_0009073_6	sdhA//ddlB//ybiV//paaE//galU//deoC//pdxK//alaC//lldD//glyS//glnA//
go_0009081_5	dsdA//rbsK//
go_0009082_6	pgaC//murD//yihS//torA//mcrA//ubiE//tdcD//
go_0009085_8	phnI//
go_0009086_7	dkgB//hemB//rnpA//lacZ//dcyD//
go_0009088_8	ssuE//hisG//
go_0009089_6	phnL//rfbD//folP//pgpC//dxs//recF//
go_0009090_8	ubiD//tsaB//sdhD//rluA//
go_0009092_7	dsdA//
go_0009093_7	
go_0009094_6	citC//xylA//glnE//
go_0009097_7	pphB//phnG//selB//cdd//cof//
go_0009098_7	rlmI//bglB//chbF//paaA//bioD//folC//
go_0009099_7	dcd//waaP//dacC//rffG//thrS//ilvC//nudF//
go_0009102_6	napB//fau//cof//paaZ//ribE//eutD//tatD//mgsA//menD//
go_0009103_6	sdhA//serA//truD//gshA//aceB//speB//entE//gluQ//coaD//
go_0009106_5	pyrB//
go_0009107_6	narV//maa//
go_0009108_6	acpS//
go_0009116_5	pfkB//tesB//
go_0009142_7	dmlA//
go_0009143_7	ispB//
go_0009152_8	dusC//
go_0009157_8	hcp//
go_0009166_7	arnA//sbcB//
go_0009168_9	lldD//
go_0009220_8	lpxT//glnA//
go_0009224_9	serC//
go_0009226_6	xthA//trmJ//
go_0009228_7	patA//speB//cyaA//fumC//leuD//upp//hflX//cobS//fadM//
go_0009229_6	hemH//rlmF//
go_0009231_6	garL//wzc//speD//glgA//tyrB//frlC//yihV//
go_0009234_7	ansA//phnL//yfeX//dcm//glmM//rutA//lipB//purD//aroL//
go_0009236_6	ubiF//fabD//gabD//accB//frdD//pyrE//
go_0009237_4	frc//glnS//
go_0009239_6	phnI//malS//panB//hisG//puuB//rnb//waaA//ribE//
go_0009240_6	tdcG//
go_0009242_6	torZ//putA//dld//eno//dusC//nfi//rluD//ttdB//
go_0009243_7	slt//
go_0009244_7	tsaE//panD//entH//allD//sucB//cadA//nemA//ldtD//ppiA//hcaE//mnaT//ispB//ddlA//hcaB//lpxK//udp//cysM//ybjG//truA//yidA//aphA//ulaE//
go_0009245_6	fadB//hmp//dosP//ybcF//nth//poxB//prs//rsmE//ahr//
go_0009246_6	hemB//kdsD//bglB//waaC//nrdB//trmD//
go_0009249_6	paaC//mobA//metH//
go_0009250_7	
go_0009251_7	manA//
go_0009252_7	mhpB//galT//ppiA//hemC//menC//metF//mltF//ybiV//deoA//mcrB//gshA//uvrA//aroA//sgbU//garD//poxB//glk//gstB//glnA//waaL//ymdB//nrdD//rluA//puuC//alkA//
go_0009253_8	acnA//lacZ//caiB//truC//pfkA//lysU//sucA//plsC//iaaA//frmA//
go_0009254_8	aroE//preA//lpxD//sgbE//selD//guaD//purC//glgA//guaA//galU//guaA//
go_0009257_8	pdeH//mak//glgX//phoA//
go_0009263_6	yfaU//galK//
go_0009264_6	thyA//dapA//
go_0009265_7	dmsA//
go_0009266_4	rsmD//trmO//nanA//allD//sucA//rlmM//
go_0009267_5	proS//slt//
go_0009268_4	serB//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	fadB//
go_0009297_6	
go_0009298_7	ydiF//phoA//prs//
go_0009305_7	metL//
go_0009306_4	
go_0009311_5	
go_0009314_4	hypF//dapA//wrbA//pepD//adhP//plsB//manA//pfkB//xdhB//ung//treA//metE//tig//clsA//waaF//cysH//rhaA//
go_0009372_5	yggF//abgB//lpxM//
go_0009396_6	rnb//frlC//
go_0009398_7	rihB//
go_0009401_7	bioA//dmsA//mgsA//glcB//pncB//fklB//araB//purD//yrfG//rihA//recR//gpt//fadB//glmU//argG//pyrE//thiG//serC//clsB//malS//
go_0009403_5	
go_0009405_4	
go_0009407_3	lyxK//
go_0009408_4	arnB//waaO//rrrD//metL//rbsK//ymdB//mltB//nfi//mutS//waaB//pyrE//recO//mhpC//purF//fruK//bioA//yjcS//pdxB//metB//lpxK//hcaE//entF//ldtA//tgt//nadB//nrdA//
go_0009409_4	napC//nudG//
go_0009410_4	fbaA//
go_0009411_6	phnN//glcD//glgA//purA//argA//metH//lyxK//mcrA//fucO//
go_0009416_5	gpp//tsaE//
go_0009423_8	uxaB//prpB//ppiC//metF//
go_0009432_5	menB//serB//dmsC//glcE//spoT//
go_0009435_9	sthA//prpD//otsA//gabT//dut//
go_0009436_6	rffT//cysN//yqjH//murD//
go_0009437_5	
go_0009438_5	
go_0009440_6	entH//thrC//trmJ//
go_0009442_7	torY//ppc//pgi//bglB//rluC//
go_0009443_5	arnT//ldtC//galM//
go_0009446_6	allC//rutE//
go_0009447_6	sseA//pheA//dfp//folD//cysH//fucK//ybiV//lpxK//
go_0009450_6	ulaG//avtA//serS//ulaF//
go_0009451_6	dkgB//ahr//dxr//ynfE//
go_0009593_4	
go_0009597_5	
go_0009636_4	fre//ilvD//mltC//lpoA//rfbC//
go_0009637_6	
go_0009651_5	
go_0009697_5	yfcG//
go_0009758_2	moaE//
go_0009785_5	
go_0009970_6	leuC//dacC//pheT//
go_0009972_10	gshB//
go_0009992_5	proS//glyA//dapA//
go_0010033_4	
go_0010038_5	
go_0010039_6	bglX//
go_0010041_7	yfeW//adk//
go_0010042_6	mrdA//
go_0010043_6	ispB//queD//
go_0010045_6	melA//
go_0010106_6	
go_0010124_4	ygjK//ppc//yegS//tsaC//gnd//menI//gntK//alaS//
go_0010133_7	gcd//
go_0010139_7	speG//
go_0010165_6	lysS//panB//bioH//panD//dfp//hisS//maeA//citE//
go_0010212_5	pheT//
go_0010226_6	rsmJ//
go_0010243_5	
go_0010272_6	frdB//
go_0010273_4	fadK//curA//ppsA//
go_0010312_3	serA//
go_0010332_6	
go_0010350_6	
go_0010438_6	yihX//hemE//
go_0010447_5	panE//lpcA//
go_0010468_6	purT//
go_0010498_6	preT//argG//mutT//rlmH//
go_0010501_7	aspS//glgP//
go_0010557_7	
go_0010608_7	asnB//
go_0010628_7	
go_0010629_7	cysN//
go_0010676_7	
go_0010699_4	hemN//lipA//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	argE//mtgA//aroC//dgcM//yagE//purL//rffM//pagP//cysQ//
go_0015031_5	lpoB//eutB//uvrB//yihU//ycjU//glcD//abgB//waaH//
go_0015074_6	
go_0015628_5	
go_0015670_6	ilvH//
go_0015673_9	caiD//
go_0015675_9	hflX//
go_0015679_10	paaZ//
go_0015682_8	fkpB//
go_0015684_9	cpsG//narY//ltaE//insI-2//
go_0015685_8	gnd//sucA//
go_0015687_7	speG//
go_0015688_6	murQ//tynA//
go_0015689_8	nhoA//
go_0015691_9	mpaA//waaZ//
go_0015692_8	yfiC//
go_0015693_9	wzb//
go_0015696_6	garR//
go_0015698_7	aceF//
go_0015699_8	cdsA//
go_0015700_8	yfeX//
go_0015706_6	hemG//mnmG//nrdD//
go_0015707_6	pgm//rfe//yieH//alaA//
go_0015709_6	ada//
go_0015710_8	gcd//nagA//
go_0015712_7	yjhH//
go_0015718_8	phoA//
go_0015721_7	wzb//dfp//preA//
go_0015724_7	acpT//
go_0015726_8	tig//
go_0015733_7	dld//
go_0015734_6	nrdF//
go_0015736_9	narG//
go_0015739_7	ilvD//
go_0015740_9	arsC//dusB//cpdA//
go_0015741_10	glgX//hyaB//
go_0015747_6	speA//
go_0015748_6	tcdA//
go_0015749_7	paaH//mmuM//trpA//paaA//mgsA//sgbH//thrC//
go_0015751_9	alaA//mltF//
go_0015752_9	hyi//mtlD//
go_0015753_9	bioH//moeA//
go_0015754_9	rhaD//
go_0015755_9	eutB//rnt//alr//
go_0015756_9	mngB//mcrA//
go_0015757_9	metE//ispF//panB//kduI//
go_0015760_8	cpdA//
go_0015761_9	tmk//
go_0015762_9	alkB//
go_0015764_7	hemN//cysN//nemA//
go_0015765_8	metF//lsrK//
go_0015767_9	rsmA//nudC//mngB//
go_0015768_9	glk//waaO//ogt//
go_0015769_9	fbaA//
go_0015771_9	sdhD//aceF//gcvH//
go_0015772_7	puuB//paoC//frmB//
go_0015774_7	pgm//
go_0015778_7	psuG//
go_0015793_7	wecB//mrdA//
go_0015794_7	uidA//cdd//
go_0015795_7	citE//glgA//
go_0015796_7	waaY//
go_0015797_7	umuC//ldtE//gshA//
go_0015803_7	lpxB//wrbA//rsuA//
go_0015804_7	waaP//prmB//
go_0015806_6	mtlD//
go_0015807_7	mnaT//uvrA//rlmF//cof//narV//galK//
go_0015808_8	pyrG//mnmA//
go_0015809_7	trmL//
go_0015810_8	gdhA//prmC//
go_0015811_7	maeA//oxc//
go_0015813_6	iscS//gatY//citG//
go_0015814_7	dgoK//
go_0015816_6	rlmL//
go_0015817_7	fucO//menD//
go_0015818_7	fabZ//purU//
go_0015820_7	gshB//rpiA//pdxA//gatD//glcB//
go_0015821_7	plsC//prpD//
go_0015822_7	ruvB//
go_0015823_7	relA//glpK//cmoA//torC//cobB//
go_0015824_7	fucA//yccX//bioB//
go_0015825_8	accC//
go_0015826_7	sgbH//guaB//pdxK//
go_0015827_7	ilvN//aspC//mltA//
go_0015828_7	ldtC//paaH//
go_0015829_7	lysU//dam//kdgK//
go_0015830_7	hisI//
go_0015833_6	thiM//aroL//lipA//opgE//mltB//cpdB//panE//truC//proB//entA//
go_0015834_7	acnB//bioC//
go_0015835_6	aceB//
go_0015836_7	ilvH//tdk//
go_0015839_7	napA//
go_0015846_6	frdA//truD//
go_0015847_7	dhaM//cysI//pgaD//pykF//katE//
go_0015848_7	sgbU//purL//
go_0015851_6	
go_0015853_8	kbaZ//pgi//
go_0015856_8	opgE//
go_0015857_6	dhaM//trpE//
go_0015858_7	nrdE//frmB//sodA//
go_0015860_7	hmp//glpB//
go_0015861_9	narG//adeD//
go_0015862_9	ubiF//pgsA//
go_0015863_8	agp//
go_0015864_8	yihT//
go_0015871_6	phnI//pdxJ//hisC//gcvT//
go_0015878_6	
go_0015879_9	katE//
go_0015882_7	bacA//
go_0015886_6	pgaD//metF//
go_0015887_7	glmU//
go_0015888_6	leuA//
go_0015889_6	phnM//narH//rutB//
go_0015891_6	tyrB//
