# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	acpH//
go_0006108_8	cdsA//zwf//mnmE//lipB//
go_0006113_5	hchA//dgcT//
go_0006115_6	tyrS//
go_0006124_6	
go_0006144_6	
go_0006145_7	malY//
go_0006146_8	sucC//
go_0006148_9	leuS//
go_0006149_9	pdeR//
go_0006150_9	trmJ//
go_0006152_7	ispG//ulaD//yeaE//ilvH//ispG//
go_0006154_6	lysA//
go_0006161_9	waaG//
go_0006163_6	mcrA//
go_0006164_7	yccX//puuC//tdcD//zwf//
go_0006166_6	ubiI//
go_0006168_7	entH//yrfG//
go_0006171_9	
go_0006172_9	kduD//
go_0006177_9	pdxH//
go_0006178_7	entC//
go_0006183_9	ttdB//
go_0006189_10	fbaA//rluF//
go_0006203_8	lpd//ilvH//
go_0006206_6	ndk//ycaO//galU//
go_0006207_8	wecB//thrS//mhpB//nrdE//leuA//
go_0006208_7	mltB//maa//gpmM//gltB//moeA//ubiC//
go_0006209_6	aphA//
go_0006210_8	mobA//
go_0006212_6	fabB//citG//ybhA//mtlD//yjjG//ilvM//nadK//patD//pdeF//gcd//
go_0006217_9	udp//
go_0006218_9	hcaB//
go_0006220_6	ada//
go_0006221_7	dnaE//xthA//ulaE//
go_0006222_9	
go_0006225_9	entB//
go_0006226_9	dapB//fabA//
go_0006227_9	uxaB//
go_0006231_9	pbpC//
go_0006233_9	ispF//
go_0006235_9	gpp//
go_0006241_9	aldA//
go_0006259_5	dcd//glgB//ssuE//
go_0006260_6	ynfE//proA//serA//glcE//menE//lipA//ddlB//
go_0006261_7	uxuA//gstB//serB//
go_0006265_6	glxR//argA//
go_0006266_6	ychF//guaA//trmI//
go_0006267_5	
go_0006268_9	metE//asnB//
go_0006269_6	rfbD//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	ahr//ugd//
go_0006281_6	upp//aldB//amyA//ilvD//phnN//spoT//dacA//cysS//ada//dgt//glgC//preA//hcaB//mhpA//waaO//mug//fre//
go_0006283_8	
go_0006284_7	entD//thrC//rihC//mutH//yhdJ//queG//
go_0006285_6	sthA//tmcA//guaD//prmC//
go_0006288_8	cof//tdh//
go_0006289_7	
go_0006298_7	lpoA//ldtE//lplA//hisC//
go_0006301_7	
go_0006302_7	mnaT//mmuM//
go_0006307_8	deoB//rsmA//pflB//accD//ppc//
go_0006308_6	mnmE//tynA//appA//narY//
go_0006310_6	cynT//fabA//folA//xapA//rsmC//
go_0006313_4	tmcA//
go_0006351_6	prmC//truA//
go_0006352_7	
go_0006353_7	
go_0006354_7	surA//
go_0006355_7	ndh//
go_0006357_8	
go_0006364_9	alaC//speA//waaQ//dnaQ//
go_0006378_8	moeB//
go_0006396_7	gapA//pgpC//xylB//gmk//argI//
go_0006397_8	frdB//
go_0006399_8	atoB//thiC//
go_0006400_7	uvrB//ybhA//purU//sucC//mltF//
go_0006401_6	dkgB//tsaE//ravA//trmH//lysS//accC//
go_0006402_7	ppsA//sseA//hemG//thrS//idnO//fadB//astC//
go_0006412_6	metK//yieF//waaA//idi//trmJ//
go_0006413_4	ileS//
go_0006414_6	
go_0006415_7	araB//eno//
go_0006417_7	uidA//torY//
go_0006418_7	ilvN//moaD//mrdA//murE//ycjU//kdsA//fbp//ligB//tnaA//pyrH//sad//
go_0006419_8	malQ//
go_0006420_8	ybcF//
go_0006421_8	gpt//
go_0006422_8	cobT//
go_0006423_8	ddlA//
go_0006424_8	tyrA//glcF//
go_0006425_8	asd//
go_0006427_8	scpC//
go_0006428_8	speD//
go_0006429_8	murQ//
go_0006430_8	tsaC//rsmI//
go_0006431_8	upp//
go_0006432_8	malY//
go_0006433_8	deoD//
go_0006434_8	pdeL//
go_0006435_8	dapB//
go_0006436_8	purL//
go_0006437_8	ddlB//
go_0006438_8	nadB//
go_0006448_8	
go_0006450_4	tesB//yciA//lyxK//sthA//menD//guaB//
go_0006457_3	cmoB//hemA//gcvH//kdsA//leuS//iscS//puuC//
go_0006458_4	
go_0006464_6	agp//rutB//gstA//cysK//lysU//gatZ//citG//hinT//
go_0006465_6	araD//yggF//hisG//
go_0006468_7	ttdA//
go_0006470_7	asnS//sdhD//kdsC//ydiB//rsmB//
go_0006473_8	ldtD//
go_0006474_6	gcvT//hchA//cysC//
go_0006476_8	asnB//
go_0006479_5	ppc//nadC//sgbE//nrdD//thrA//rluE//
go_0006486_5	rsmB//
go_0006490_5	mltC//
go_0006508_5	argS//rutB//uxaC//ldtA//hyaC//rluB//bglB//eno//dadA//pgk//araB//lpcA//patA//eutB//phoA//fadB//ybcF//nfsB//trmL//mgsA//ydiO//gadA//proB//yhdH//aldB//insI-2//pagP//sdaB//mcrA//waaL//paaJ//hcaD//wcaJ//
go_0006515_7	ilvC//nadA//frdC//yigL//mutY//cdd//guaD//
go_0006517_6	lyxK//tdh//
go_0006518_5	mngB//lldD//
go_0006523_8	murG//amyA//
go_0006524_8	
go_0006526_8	waaU//lldD//aldB//waaB//panD//nrfA//allB//
go_0006527_8	queA//narV//def//deoD//glnE//
go_0006529_7	lipB//rffH//
go_0006530_7	chbG//ulaD//rlmL//purL//
go_0006531_7	lpxT//
go_0006532_8	rdgB//torA//speE//
go_0006535_8	ribC//fadD//pta//
go_0006537_8	waaF//
go_0006538_8	rutA//queA//
go_0006541_7	ilvM//fabH//iscS//citC//rutE//
go_0006542_8	slt//cobU//
go_0006543_8	
go_0006545_6	guaB//
go_0006546_6	manA//cysS//gabD//
go_0006554_8	gmd//pyrF//murA//
go_0006556_5	polA//
go_0006559_6	pdxH//
go_0006561_6	yfaU//udp//
go_0006563_7	mutL//
go_0006564_8	rsmA//moaD//tdcD//thrA//
go_0006565_8	yagF//murE//yfeX//dld//recF//
go_0006566_7	bioH//
go_0006567_8	bglB//speE//pdxB//mrcB//hypB//cdsA//moaD//
go_0006569_7	murQ//
go_0006571_7	waaL//panC//
go_0006593_7	nrfD//
go_0006598_8	yqaB//uxuA//paoC//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	fadJ//ubiH//
go_0006631_5	ybjI//entD//gluQ//pphA//yjjX//
go_0006633_6	garD//nth//glpK//ubiA//bioH//gor//putA//ogt//accA//rsmB//gcl//
go_0006635_6	luxS//mrdA//rluD//yidA//treA//ddlA//uxuB//dgoK//waaG//purT//der//panD//
go_0006636_7	
go_0006637_5	tgt//udp//aceB//yciV//ppc//
go_0006646_7	
go_0006650_6	
go_0006654_7	mgsA//
go_0006655_7	nadB//trmH//
go_0006725_4	gdhA//
go_0006729_6	cysD//gloB//
go_0006730_4	narI//galK//scpC//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	yegS//bioH//kduI//purL//cysI//putA//dkgB//dmsA//pagP//gadA//scpB//yqhD//
go_0006749_5	udk//mrdA//
go_0006750_6	glmS//guaA//
go_0006751_6	fdhF//
go_0006757_5	ada//
go_0006760_5	rrrD//
go_0006761_7	waaC//
go_0006771_5	fadD//
go_0006772_6	hycB//rhaD//
go_0006777_5	nadB//yfiC//narH//eutB//tsaC//
go_0006779_6	queA//mltC//hchA//yjjX//mepS//
go_0006780_7	queC//
go_0006782_7	fdhF//metK//rpiB//tktB//
go_0006783_5	tdcE//roxA//clsC//fabH//gatD//trmL//bcsA//
go_0006790_4	dacC//ygjK//ubiD//wecC//pheS//ndh//leuC//phnO//ahr//truD//
go_0006791_2	serA//uxaB//prmC//
go_0006793_4	wzb//chbG//
go_0006798_5	metC//
go_0006799_5	dkgA//
go_0006801_5	hemA//pheA//frdD//
go_0006805_4	tesB//valS//dadA//nanK//
go_0006807_3	ruvB//rhaA//cysM//
go_0006808_4	luxS//
go_0006810_4	trpC//murC//folC//purN//yfcF//hchA//dxs//gcd//pyrB//mltC//nadD//cysD//insI-2//aroL//rpiB//ubiI//serB//wecC//thiI//aroK//tesB//narI//adk//dacC//glpD//sdaB//aspS//hemH//umuD//glnA//dcm//narY//dinB//gor//pagP//thiI//roxA//yfeW//hcaC//lpxB//ahr//malQ//cynT//torY//tpiA//etk//uxaB//pdeF//tktA//hflX//clsC//lyxK//ispF//tsaE//kduI//amiD//mmuM//gntK//garD//dhaM//mgsA//rnb//gabD//gabT//nudF//folA//ispH//ilvA//trpS//recG//aroD//mutM//speF//ulaD//sdhB//gcvT//trmI//
go_0006811_5	ribC//ydiF//mltB//rnb//uvrB//gltX//folM//wzc//bioA//pfkA//paaB//
go_0006812_6	ubiD//sad//
go_0006813_8	waaZ//ppc//yggF//suhB//murD//trmL//waaB//ilvC//
go_0006814_8	yccX//treA//purN//fkpA//
go_0006817_8	katE//
go_0006820_6	trpS//alaA//aspS//gltB//sufS//
go_0006821_8	ynfH//
go_0006824_8	thiH//ldtB//torZ//add//
go_0006825_9	gltB//
go_0006826_9	pdxK//
go_0006828_9	nadA//
go_0006829_9	pgk//yajO//frmA//rlmD//rluC//
go_0006833_6	
go_0006835_8	allC//ftsI//
go_0006847_8	metG//
go_0006855_6	amyA//pyrB//gltD//rrrD//glgA//dadA//aldB//ldtC//hemN//galM//serA//ilvN//dhaL//lysU//
go_0006857_7	pheS//cynT//suhB//
go_0006863_7	galK//
go_0006865_6	hypB//hcp//hemC//rfbC//hisI//pfkB//hemE//yihS//lpxL//pgi//phr//phnO//aroL//rsmD//galU//lpcA//mnmA//hemF//rsmB//maeA//sgbH//
go_0006868_7	mutL//
go_0006869_6	hcaE//
go_0006874_8	
go_0006876_8	plsB//
go_0006878_9	tyrS//
go_0006879_9	abgB//pabC//
go_0006880_4	tyrS//rluC//
go_0006882_8	zwf//
go_0006883_8	serC//pdeF//speG//
go_0006884_4	
go_0006885_9	frlB//
go_0006886_5	
go_0006928_3	ppiC//
go_0006935_4	trmA//arnA//relA//truB//rluF//
go_0006970_4	araB//thrC//araB//bioF//betB//accC//
go_0006972_5	rfbB//sad//dgt//xapA//fumB//
go_0006974_5	deoB//ispG//mltB//leuC//rihB//sodC//rne//folX//katE//fbaA//panC//yqaB//rutC//dut//waaG//rsmG//waaC//ribE//uxaA//gmk//ruvB//bioB//pldB//rlmJ//aroL//cmoB//aroA//yagE//yciA//gpmA//sbcB//cynS//bioA//lysC//ruvA//rlmL//thiM//ascB//add//dmsC//rdgB//tilS//alkA//glpB//btuE//lpxK//nudC//hyaB//yeaE//rsmG//rsuA//yggF//gnd//agp//purB//carA//truC//dnaE//metF//gapA//rluD//cysD//sgbH//slt//glxK//yrfG//umpH//alaS//frdA//ilvN//mutH//aroC//aroD//gnd//iscS//pdeH//bioF//waaS//gnd//upp//ybiV//tdcE//gabD//cpdB//rfe//purA//ahpC//leuC//yfiC//suhB//tmcA//selB//yihS//ribE//mnmG//
go_0006979_4	trmJ//citC//kduI//paoC//kduD//hcaD//menD//cysQ//kbaZ//mug//serB//pykA//nanE//fabD//rlmC//gstB//pflB//ispA//cynT//glmU//phnM//tdcG//dusC//paaJ//speE//rlmC//
go_0006986_5	glgX//
go_0006995_6	glyA//serS//
go_0007059_3	gstB//tyrB//
go_0007062_4	
go_0007155_3	trmD//
go_0007165_3	etp//folA//
go_0007234_5	
go_0007584_4	
go_0008033_9	acpS//murQ//waaC//fabD//paaH//leuS//dmsC//nadA//
go_0008104_4	
go_0008152_2	argE//rsmE//rffC//aceB//eno//cpdB//citC//mutL//kdsB//lgoD//ycjU//aroG//sgbU//malS//waaO//pgsA//yajO//
go_0008156_8	
go_0008219_3	
go_0008272_6	mepS//bioB//
go_0008295_6	argS//uxuB//glmU//
go_0008299_5	roxA//
go_0008360_4	udk//dnaE//slt//argK//folC//prs//dhaK//glcD//paaZ//katG//panB//
go_0008610_5	paaF//ppc//dgcT//dapA//
go_0008615_6	sufS//menF//entC//pgl//rluB//cdsA//truB//
go_0008616_8	rluF//lpxL//moeB//paaZ//yajO//selB//
go_0008643_6	hemF//feaB//waaL//ppk//alaA//mutS//pabC//aroC//mraY//rfbD//prpD//aceA//tig//pyrB//hemL//ppiC//deoC//glpX//
go_0008652_5	metC//glxK//araB//cysS//ligA//glpD//phnH//waaP//
go_0008653_5	
go_0008654_5	yajO//pdeR//hdhA//phnH//
go_0009050_6	nagZ//nagA//
go_0009052_6	argF//hemC//cmk//yfeX//hemB//metF//
go_0009056_3	pgsA//
go_0009058_3	fadA//nirB//adeD//ubiD//
go_0009060_6	sseA//ttdA//thrA//mak//pdeR//glpD//treA//
go_0009061_6	melA//panB//dxs//miaA//waaY//pgaB//argB//asnS//wecC//ribC//tig//leuB//ddlA//tcdA//serC//guaA//waaY//folP//trpA//phnH//acnA//
go_0009062_6	pheS//
go_0009063_5	nagK//rlmG//idnK//
go_0009070_7	miaB//
go_0009073_6	murB//thyA//paaG//lysC//mutH//nfi//ilvM//rfe//rbn//araB//gldA//
go_0009081_5	dgoD//sucD//
go_0009082_6	thiM//tehB//gltX//ubiA//recG//recF//bioA//
go_0009085_8	ftnA//
go_0009086_7	nagK//apaH//lpoA//ycjU//rsmA//
go_0009088_8	gldA//eutB//
go_0009089_6	rffG//thiD//dgt//eptB//aceB//mnmE//
go_0009090_8	fabD//dmsC//miaA//ribF//
go_0009092_7	mutH//
go_0009093_7	
go_0009094_6	phoA//yhdH//treA//
go_0009097_7	tktB//ascB//rimK//pyrB//aspA//
go_0009098_7	torY//clsA//dapD//murE//narV//pdxH//
go_0009099_7	phnJ//dut//mmuM//tnaA//tyrA//moeA//paaZ//
go_0009102_6	asd//cpsG//ruvB//pgi//idnK//lpxP//cysM//trpS//proB//
go_0009103_6	mnmC//hcp//gadA//mog//waaS//gmhB//rfbB//mobA//purF//
go_0009106_5	glgP//
go_0009107_6	nadE//rsmG//
go_0009108_6	menB//
go_0009116_5	pgpB//bglA//
go_0009142_7	tyrA//
go_0009143_7	rutE//
go_0009152_8	cof//
go_0009157_8	waaO//
go_0009166_7	frlB//pyrC//
go_0009168_9	idnK//
go_0009220_8	slt//mltB//
go_0009224_9	add//
go_0009226_6	yjjX//acs//
go_0009228_7	hisI//amyA//ilvI//murI//psuG//adiA//narV//roxA//sodB//
go_0009229_6	purU//dsdA//
go_0009231_6	thiH//hyi//thrB//ribA//argS//truB//wecC//
go_0009234_7	gmk//rsmI//otsA//yihU//waaY//napB//hmp//nrdB//pgm//
go_0009236_6	ispU//yeaG//edd//btuE//gmd//cpsB//
go_0009237_4	mraY//ravA//
go_0009239_6	kbaY//gdhA//cdd//fabI//gmk//pgl//cheB//purL//
go_0009240_6	serB//
go_0009242_6	glcF//dmsC//tgt//roxA//ribD//rluB//citE//cysQ//
go_0009243_7	allD//
go_0009244_7	rbsD//ilvC//paaG//dxr//maa//tesB//pgaB//lpxM//leuB//ttdA//glk//sad//moeB//yigL//suhB//nanK//eda//hyi//kdsB//sthA//glcB//dfp//
go_0009245_6	ftsI//paaG//sucB//uvrA//lpxB//yeiG//uxuB//moeB//sdhA//
go_0009246_6	uidA//aceF//rfaD//queC//glmM//accD//
go_0009249_6	fabG//selB//trpC//
go_0009250_7	
go_0009251_7	tdcE//
go_0009252_7	tnaA//cobC//ftnA//pnp//rsmI//rsmJ//fabB//nudC//fadI//ilvN//frlC//rrrD//pfkA//dmsA//hflX//yigL//paaB//metH//metF//rlmC//ampD//ribE//atoB//queF//pheS//
go_0009253_8	tsaD//hflX//cysE//rffC//apt//gatD//narV//arnA//purB//lpxC//
go_0009254_8	mraY//hisC//accC//ispB//rutD//yqhD//hisS//avtA//rbn//zwf//bglX//
go_0009257_8	glpA//rnd//frlB//hisB//
go_0009263_6	etk//ynfE//
go_0009264_6	wzc//menI//
go_0009265_7	aspC//
go_0009266_4	phnH//ilvB//mngB//bioA//guaC//dkgB//
go_0009267_5	uxuB//slyD//
go_0009268_4	gmd//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	eda//
go_0009297_6	
go_0009298_7	etk//rsmJ//hyaB//
go_0009305_7	ung//
go_0009306_4	
go_0009311_5	
go_0009314_4	rihC//patZ//paaJ//yagE//pabB//aroD//pdeR//fadM//patA//lpxT//narI//adiA//mhpD//hisA//rnt//phr//mnmE//
go_0009372_5	adhE//pcm//trmL//
go_0009396_6	phnJ//ppx//
go_0009398_7	plsB//
go_0009401_7	hyaA//waaA//mrdA//trpB//chbG//malZ//purF//roxA//dfp//phoA//cyoE//ybiV//astC//gcd//trpE//hcaB//pgaC//menF//dacD//insI-1//
go_0009403_5	
go_0009405_4	
go_0009407_3	ycjU//
go_0009408_4	fruK//tsaE//dacC//fumA//sseA//frmA//xylA//yieH//hpt//purU//argS//proB//pykF//uvrB//dgkA//galM//bioH//thiL//proS//eptB//ddlB//waaO//thyA//patD//hisI//araB//
go_0009409_4	maeA//lpxB//
go_0009410_4	hemB//
go_0009411_6	rutC//ung//leuA//paaK//allC//adeD//dnaE//manA//dam//
go_0009416_5	entE//nudB//
go_0009423_8	thrS//cobB//gmhB//cheR//
go_0009432_5	ilvE//leuB//argB//mepS//dnaE//
go_0009435_9	preA//waaQ//coaA//cmoB//yghU//
go_0009436_6	tdk//putA//arnA//guaD//
go_0009437_5	
go_0009438_5	
go_0009440_6	glpX//cysM//cyaA//
go_0009442_7	ygjK//galK//dgcT//ppiA//suhB//
go_0009443_5	dnaQ//paaF//dapF//
go_0009446_6	prpD//argS//
go_0009447_6	rsmD//hcaE//galK//argS//waaY//putA//ispU//dam//
go_0009450_6	xylA//nagK//menB//uxaB//
go_0009451_6	dxs//relA//pdxJ//tdk//
go_0009593_4	
go_0009597_5	
go_0009636_4	acpH//galE//pfkB//def//bcsA//
go_0009637_6	
go_0009651_5	
go_0009697_5	dapF//
go_0009758_2	dacC//
go_0009785_5	
go_0009970_6	adhP//nrdF//purU//
go_0009972_10	yghU//
go_0009992_5	metE//putA//bioD//
go_0010033_4	
go_0010038_5	
go_0010039_6	pgaD//
go_0010041_7	aspC//cmoB//
go_0010042_6	ssuE//
go_0010043_6	tsaC//ruvB//
go_0010045_6	atoB//
go_0010106_6	
go_0010124_4	yhdH//citG//dgcT//gldA//lpxT//queA//nadK//tatD//
go_0010133_7	ldcC//
go_0010139_7	pta//
go_0010165_6	pepD//lsrK//wcaJ//cysD//arnB//cpdB//btuR//xylB//
go_0010212_5	uxaC//
go_0010226_6	lpxH//
go_0010243_5	
go_0010272_6	gpsA//
go_0010273_4	pgaD//tnaA//gmhB//
go_0010312_3	cobB//
go_0010332_6	
go_0010350_6	
go_0010438_6	entE//cfa//
go_0010447_5	katE//ilvD//
go_0010468_6	katG//
go_0010498_6	uidA//dcd//puuE//waaY//
go_0010501_7	fbaA//waaA//
go_0010557_7	
go_0010608_7	mltC//
go_0010628_7	
go_0010629_7	panB//
go_0010676_7	
go_0010699_4	rlmI//pncB//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	pgpA//aphA//puuB//waaB//pphA//paaA//allB//hemH//eptC//
go_0015031_5	carA//garR//moaE//ndh//glnA//nrfC//purC//etp//
go_0015074_6	
go_0015628_5	
go_0015670_6	trpB//
go_0015673_9	puuA//
go_0015675_9	pgpA//
go_0015679_10	rsmC//
go_0015682_8	mdh//
go_0015684_9	rnd//entD//ansA//fabB//
go_0015685_8	rsuA//amiD//
go_0015687_7	glnE//
go_0015688_6	chbG//glpX//
go_0015689_8	glmU//
go_0015691_9	aceA//amyA//
go_0015692_8	fumB//
go_0015693_9	sucD//
go_0015696_6	wrbA//
go_0015698_7	rdgB//
go_0015699_8	entE//
go_0015700_8	ansB//
go_0015706_6	nrfD//purT//gcl//
go_0015707_6	amyA//def//cdsA//uvrB//
go_0015709_6	iaaA//
go_0015710_8	ybjG//ssuD//
go_0015712_7	yajO//
go_0015718_8	ansB//
go_0015721_7	folP//rph//fadK//
go_0015724_7	purC//
go_0015726_8	melA//
go_0015733_7	lsrG//
go_0015734_6	gstB//
go_0015736_9	hypB//
go_0015739_7	iscS//
go_0015740_9	hyaB//pyrF//phnP//
go_0015741_10	cadA//arnB//
go_0015747_6	gltD//
go_0015748_6	rimK//
go_0015749_7	moaA//menE//dgoD//murC//sdhD//ygjK//hcaF//
go_0015751_9	nemA//iscS//
go_0015752_9	gpmA//prmC//
go_0015753_9	paaF//fumC//
go_0015754_9	upp//
go_0015755_9	treC//menF//entC//
go_0015756_9	paaG//hemF//
go_0015757_9	ldtE//nagB//gshA//ycjU//
go_0015760_8	dcyD//
go_0015761_9	ttdB//
go_0015762_9	cmk//
go_0015764_7	cysH//aroC//asd//
go_0015765_8	mdh//ispA//
go_0015767_9	ydiO//tdcE//ubiF//
go_0015768_9	entH//xapA//glxR//
go_0015769_9	rpiB//
go_0015771_9	nfsB//murB//ispH//
go_0015772_7	eda//gatD//aspS//
go_0015774_7	accD//
go_0015778_7	prs//
go_0015793_7	hisD//nanE//
go_0015794_7	tdcG//rsmC//
go_0015795_7	atoB//hpt//
go_0015796_7	gapA//
go_0015797_7	nudC//dosP//wecC//
go_0015803_7	waaF//pcm//tdk//
go_0015804_7	apt//umpG//
go_0015806_6	mhpD//
go_0015807_7	rnpA//cobB//proB//dgoA//alaA//ldhA//
go_0015808_8	kduD//phnM//
go_0015809_7	rnpA//
go_0015810_8	miaB//pyrC//
go_0015811_7	cobC//hinT//
go_0015813_6	xthA//fumC//frdB//
go_0015814_7	dusC//
go_0015816_6	cysH//
go_0015817_7	waaC//mrcA//
go_0015818_7	rnd//slt//
go_0015820_7	mhpC//idi//moeA//ltaE//trpD//
go_0015821_7	sucA//ubiC//
go_0015822_7	ulaE//
go_0015823_7	rlmI//rpiB//pgi//xylB//xapA//
go_0015824_7	mutY//ftnA//apaH//
go_0015825_8	ldtC//
go_0015826_7	dam//nanE//argE//
go_0015827_7	allC//gpmA//purB//
go_0015828_7	scpC//phnM//
go_0015829_7	polB//thrB//hemD//
go_0015830_7	narV//
go_0015833_6	dmlA//gltX//frdC//rpiB//thiH//frdB//sufS//mog//argF//mocA//
go_0015834_7	menI//proS//
go_0015835_6	treC//
go_0015836_7	rlmC//ldhA//
go_0015839_7	adhP//
go_0015846_6	rlmI//mnmG//
go_0015847_7	avtA//ampD//folC//rlmB//tpiA//
go_0015848_7	hchA//argG//
go_0015851_6	
go_0015853_8	waaG//miaB//
go_0015856_8	eptC//
go_0015857_6	gudD//entC//
go_0015858_7	aldB//panE//rhaA//
go_0015860_7	fadJ//prpB//
go_0015861_9	fkpB//cysC//
go_0015862_9	malP//araA//
go_0015863_8	glnA//
go_0015864_8	xdhB//
go_0015871_6	moaA//metL//pepD//puuD//
go_0015878_6	
go_0015879_9	ackA//
go_0015882_7	dmsC//
go_0015886_6	bioB//tmcA//
go_0015887_7	proC//
go_0015888_6	icd//
go_0015889_6	serA//mnaT//thiE//
go_0015891_6	gltD//
go_0015906_6	dxr//
go_0015909_8	ubiF//
