# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nrfD//
go_0006285_6	cysN//paaC//plsC//accA//
go_0006288_8	phnP//speB//
go_0006289_7	
go_0006298_7	phnJ//trpB//ligA//atoB//
go_0006301_7	
go_0006302_7	yjhH//csdA//
go_0006307_8	mog//ftsI//gltD//eda//tdcE//
go_0006308_6	fadJ//nadE//guaC//cmk//
go_0006310_6	mpaA//yfiC//prpB//argC//dapF//
go_0006313_4	menE//
go_0006351_6	hmp//ulaD//
go_0006352_7	
go_0006353_7	
go_0006354_7	entB//
go_0006355_7	cmk//
go_0006357_8	
go_0006364_9	gcvT//thiE//hemG//mcrB//
go_0006378_8	ftsI//
go_0006396_7	glnA//dut//rsgA//otsB//argD//
go_0006397_8	ansB//
go_0006399_8	mraY//guaB//
go_0006400_7	allB//ftsI//ydiF//glgB//waaB//
go_0006401_6	glyA//waaF//glpB//hisF//pdeF//murE//
go_0006402_7	glgX//sdaB//csdA//rfbD//gloA//aes//leuD//
go_0006412_6	rihC//pagP//pdxB//rihC//mug//
go_0006413_4	accD//
go_0006414_6	
go_0006415_7	ftsI//amyA//
go_0006417_7	leuB//dhaK//
go_0006418_7	umuD//lldD//tdcE//epmC//fadA//mngB//narG//aroK//nadK//pdxK//phnH//
go_0006419_8	rsmA//
go_0006420_8	glcF//
go_0006421_8	speE//
go_0006422_8	nudG//
go_0006423_8	apaH//
go_0006424_8	rfaE//mdh//
go_0006425_8	maeA//
go_0006427_8	pgaD//
go_0006428_8	cysH//
go_0006429_8	mltF//
go_0006430_8	metH//gnd//
go_0006431_8	katG//
go_0006432_8	leuD//
go_0006433_8	ttdA//
go_0006434_8	moeA//
go_0006435_8	gatY//
go_0006436_8	yihT//
go_0006437_8	frc//
go_0006438_8	thiG//
go_0006448_8	
go_0006450_4	dhaK//folE//mhpA//dbpA//sdhB//truA//
go_0006457_3	ftnA//rluB//ldtA//hdhA//menD//betA//fabA//
go_0006458_4	
go_0006464_6	thrB//nrfB//eda//adiA//mtgA//miaA//glxK//pfkA//
go_0006465_6	dusB//frdC//accA//
go_0006468_7	murI//
go_0006470_7	frlB//kduD//tmk//dnaE//prmB//
go_0006473_8	galM//
go_0006474_6	dgcT//mnaT//galU//
go_0006476_8	lpxL//
go_0006479_5	rlmH//hypB//curA//mltC//nagA//sodA//
go_0006486_5	gabD//
go_0006490_5	recJ//
go_0006508_5	dbpA//hemD//serA//phnG//dusB//polA//yihV//mltB//truB//gloB//rsmI//ttdB//ycjU//rph//entH//gatZ//selB//narI//moeA//aceB//btuE//caiD//narY//purT//thrS//hycB//glpK//kdgK//rlmB//zwf//waaS//lysC//yeaE//
go_0006515_7	ulaG//mutT//panC//tktB//ubiI//sodB//cdd//
go_0006517_6	tesB//gudD//
go_0006518_5	fabI//dld//
go_0006523_8	yfdR//uxaA//
go_0006524_8	
go_0006526_8	kbaZ//ampH//accA//argK//eno//treA//waaP//
go_0006527_8	amyA//guaA//chbG//cobU//gatZ//
go_0006529_7	ugd//paaF//
go_0006530_7	mnmE//waaG//ubiH//fabI//
go_0006531_7	trpB//
go_0006532_8	acnB//panB//ispF//
go_0006535_8	tpiA//yihT//queC//
go_0006537_8	dusC//
go_0006538_8	ligB//rsmI//
go_0006541_7	serS//fabG//nhoA//codA//nrdA//
go_0006542_8	fucA//gpmA//
go_0006543_8	
go_0006545_6	folD//
go_0006546_6	rsmF//deoC//gadB//
go_0006554_8	folA//pgaC//speE//
go_0006556_5	entF//
go_0006559_6	gadB//
go_0006561_6	scpB//sodA//
go_0006563_7	aroC//
go_0006564_8	glnE//pyrD//ssuD//glyS//
go_0006565_8	recG//rpiB//nhoA//fabZ//mutY//
go_0006566_7	folD//
go_0006567_8	fklB//ldtC//glmU//hcaC//glcD//ilvM//dhaK//
go_0006569_7	arnT//
go_0006571_7	pldB//clsA//
go_0006593_7	katG//
go_0006598_8	lpxL//hemC//avtA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	rsmI//glgX//
go_0006631_5	mltC//metG//fabH//menH//prpC//
go_0006633_6	folM//cmoB//rfe//hyaB//glpK//gloB//rsmD//fucO//tig//sucB//ribB//
go_0006635_6	phr//waaJ//tig//ppsA//dgkA//fadM//dxr//gcvT//yjiA//entE//pabB//psd//
go_0006636_7	
go_0006637_5	pinE//pdeH//pdeL//tilS//rsmC//
go_0006646_7	
go_0006650_6	
go_0006654_7	tktA//
go_0006655_7	yahK//glcB//
go_0006725_4	ansA//
go_0006729_6	paaH//gcd//
go_0006730_4	hemH//pdeR//cfa//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	caiD//nagK//menA//hcaE//queG//cyaA//slyD//garK//ispH//panB//kefF//purT//
go_0006749_5	hyaC//idnK//
go_0006750_6	glgB//ddlA//
go_0006751_6	nudG//
go_0006757_5	dam//
go_0006760_5	mog//
go_0006761_7	glpD//
go_0006771_5	nudG//
go_0006772_6	dkgA//deoC//
go_0006777_5	menA//nfsB//idnD//chbG//yihX//
go_0006779_6	trmI//rlmM//sgbH//yagE//nanE//
go_0006780_7	psuG//
go_0006782_7	opgE//hdhA//aes//ligB//
go_0006783_5	clsA//accB//xylA//dcd//paaJ//asnB//yeaG//
go_0006790_4	ybhA//yjjX//glpA//yahK//opgE//hcaB//deoD//fabG//bglA//rihA//
go_0006791_2	purA//lpoA//lysU//
go_0006793_4	hisC//gabT//
go_0006798_5	ddlB//
go_0006799_5	ddlB//
go_0006801_5	bioF//waaF//rne//
go_0006805_4	gatY//mutT//fadA//hmp//
go_0006807_3	pgaC//yfbR//dmsB//
go_0006808_4	dapB//
go_0006810_4	thrB//argK//thiC//btuR//hemL//amyA//chbG//ppsA//frdB//sucC//hemL//lldD//fadA//ribF//cueO//ldtE//fumC//panD//ileS//puuC//rne//thrB//pgm//fcl//cof//fklB//phnP//nadA//tnaA//phnN//trpE//tgt//dcd//alkA//cdh//ddlB//nadE//sodB//speF//tig//ldcA//waaB//cpsG//speD//murE//zwf//ydiB//nrdA//phnM//pdeH//ispH//napB//nhoA//asd//ynfF//agp//cobB//chbF//icd//ispA//gnd//dbpA//dxr//lpoA//arsC//mmuM//cysC//lyxK//ugd//pdeF//psd//waaY//truC//narH//fadA//ulaF//argH//
go_0006811_5	mepS//rlmD//ppsA//folA//hisB//dhaK//sdhC//yeiG//panB//clsA//ltaE//
go_0006812_6	fadB//aspA//
go_0006813_8	fabZ//surA//panE//mug//acnA//rbn//ppsA//alaA//
go_0006814_8	allB//purA//add//srlD//
go_0006817_8	tyrS//
go_0006820_6	hemA//sodC//paaG//yfcG//coaD//
go_0006821_8	hemD//
go_0006824_8	pepD//deoA//prs//hyi//
go_0006825_9	avtA//
go_0006826_9	ribA//
go_0006828_9	gcl//
go_0006829_9	pgsA//waaG//dgoD//rnd//glmM//
go_0006833_6	
go_0006835_8	eptC//purU//
go_0006847_8	kefF//
go_0006855_6	speB//araA//tktA//aldA//rimK//argA//lysA//lysC//purN//rutE//bioC//add//insI-2//pflB//
go_0006857_7	ldtE//fadD//carA//
go_0006863_7	fadE//
go_0006865_6	dnaQ//uxaA//selB//bioB//rnt//hypF//tdcE//hemN//patD//rbsD//glpK//deoB//menE//dacC//glpK//pdeL//ruvC//pcm//mobA//otsA//psuG//
go_0006868_7	mak//
go_0006869_6	surA//
go_0006874_8	
go_0006876_8	rlmJ//
go_0006878_9	purT//
go_0006879_9	ygeX//rutB//
go_0006880_4	rutB//fabG//
go_0006882_8	entA//
go_0006883_8	ung//ppc//ubiE//
go_0006884_4	
go_0006885_9	lpoB//
go_0006886_5	
go_0006928_3	dapA//
go_0006935_4	sthA//plsC//leuS//abgA//lldD//
go_0006970_4	valS//tdcB//gltB//pncB//mngB//mnmC//
go_0006972_5	caiB//entE//aspA//nudG//malZ//
go_0006974_5	menF//uvrB//araA//dut//treC//ispA//kduI//pbpC//fruK//metB//orn//pyrD//ilvH//frmB//acs//dld//hchA//appA//bfr//narV//hemL//yqhD//wecB//waaP//menC//acpH//bioD//dcd//rfe//wcaJ//uxuB//dhaL//hyaB//kduI//amiD//glpD//glpC//dfp//purT//gloC//argH//nfsB//ilvN//tgt//thyA//mutY//rdgB//rph//acpT//nudF//fabH//menH//argS//lpd//fadJ//gloB//cueO//ynfE//fucA//dacD//ddlB//apaH//asnA//ycjU//katG//aroB//ybiV//caiD//ruvA//hcaC//thiL//aroK//folE//cpsB//mhpD//truC//dhaK//preA//ispU//glcF//gpp//nrfC//frdD//trmA//tgt//paaZ//udk//yeiG//metL//hycB//nudG//kdsB//tauD//folE//hemH//
go_0006979_4	thyA//epmC//menD//mnaT//trmI//umuD//mazG//dkgA//fabH//allC//waaL//entH//ada//cobU//mutT//trpE//yihT//pabA//curA//mhpA//mdh//bioA//cmoA//tdcG//ubiF//hpt//
go_0006986_5	hisI//
go_0006995_6	mutL//aroK//
go_0007059_3	frdC//ygjK//
go_0007062_4	
go_0007155_3	rutD//
go_0007165_3	ppc//ascB//
go_0007234_5	
go_0007584_4	
go_0008033_9	alaC//pagP//moeA//amyA//lacZ//thiE//yhdH//moeB//
go_0008104_4	
go_0008152_2	waaA//bioF//xthA//rluD//xylB//rsmF//araA//ddlB//ulaD//rutA//ulaG//glgP//napB//fdhF//lpxD//xapA//fre//
go_0008156_8	
go_0008219_3	
go_0008272_6	hemN//phnN//
go_0008295_6	sdhD//nrdB//gabD//
go_0008299_5	glxR//
go_0008360_4	ilvB//hyaB//nudC//citX//fabI//citX//yjcS//frc//ribC//roxA//gadB//
go_0008610_5	plsB//pphB//rsmJ//metL//
go_0008615_6	gshA//ttdA//hinT//sgbE//trmL//araD//prmC//
go_0008616_8	selB//queF//cysK//ruvA//ligA//gadA//
go_0008643_6	mcrA//waaC//rbn//truD//argG//sufS//chbG//pabB//rutA//ppiA//glnE//tyrS//tsaC//purA//phnN//queF//epmC//umpG//
go_0008652_5	tmcA//yfdR//glnA//tcdA//hisF//yqjH//rihC//yhdH//
go_0008653_5	
go_0008654_5	dmsC//valS//btuE//psd//
go_0009050_6	rffC//gadB//
go_0009052_6	narV//glgX//sdhB//waaH//pheA//manA//
go_0009056_3	rffM//
go_0009058_3	sseA//maa//hisD//gatD//
go_0009060_6	dgoK//ybcF//ilvM//cheB//rhaM//dhaK//glnE//
go_0009061_6	dcm//mutY//trpD//ribB//alaC//murG//hpt//entC//umuD//glpC//glgB//nfsB//nfsB//pgk//yciV//pyrD//uvrB//arsC//ilvA//nrdD//guaD//
go_0009062_6	hemL//
go_0009063_5	cmoA//rfbD//accD//
go_0009070_7	abgA//
go_0009073_6	purF//gluQ//proC//hemL//acpH//sdhB//moeA//gloA//hcaE//pgpB//purC//
go_0009081_5	folM//rsgA//
go_0009082_6	dhaK//katE//rfbB//pflB//atoB//cmoA//metC//
go_0009085_8	moaA//
go_0009086_7	gadB//yciA//metH//waaF//tig//
go_0009088_8	ybhA//glgC//
go_0009089_6	manA//pphB//recR//serS//citE//sucC//
go_0009090_8	pdxB//dsdA//gabD//uvrA//
go_0009092_7	fruK//
go_0009093_7	
go_0009094_6	btuR//pta//dhaL//
go_0009097_7	tsaC//nanA//fbaA//icd//tktA//
go_0009098_7	garL//plsB//mltC//ddlA//mgsA//aceA//
go_0009099_7	menH//guaC//rlmE//yigL//trpB//codA//eutD//
go_0009102_6	idnO//lpoB//paaJ//gltX//cpdA//deoC//rluF//aspS//purU//
go_0009103_6	yihX//ppiC//mak//asd//ackA//mepS//talB//nrdF//yigL//
go_0009106_5	glyA//
go_0009107_6	bglB//gloA//
go_0009108_6	ruvC//
go_0009116_5	ppiA//ulaD//
go_0009142_7	btuE//
go_0009143_7	pdxJ//
go_0009152_8	waaA//
go_0009157_8	cynT//
go_0009166_7	mutL//hdhA//
go_0009168_9	rffT//
go_0009220_8	iscS//accA//
go_0009224_9	trmD//
go_0009226_6	roxA//lpxK//
go_0009228_7	rutE//ispG//accD//glpD//tyrB//ilvI//hemD//bioB//curA//
go_0009229_6	waaG//hisI//
go_0009231_6	truD//yqaB//dam//pfkA//mutH//selD//aspC//
go_0009234_7	aroA//cpdB//adeD//pdeL//pdeR//nudC//rbsD//ilvH//paaC//
go_0009236_6	gpmM//rrrD//narH//pdxH//aroA//fucO//
go_0009237_4	argF//sbcB//
go_0009239_6	citC//psuG//ltaE//pdeH//paaK//ubiH//glgA//carA//
go_0009240_6	glk//
go_0009242_6	lpcA//ribA//mutS//tktB//sdhC//melA//metL//rluF//
go_0009243_7	ppsA//
go_0009244_7	cdsA//tdcD//pgaD//ribF//napA//pabA//panC//avtA//phnM//nanA//gldA//leuS//guaB//glcF//xapA//queD//waaQ//btuE//bacA//hemE//patD//trpD//
go_0009245_6	dgcT//dgcT//thrA//lipA//aroC//miaB//phnP//etk//katE//
go_0009246_6	gpp//wzb//dgcZ//dinB//yahK//upp//
go_0009249_6	yqaB//alaA//yfcG//
go_0009250_7	
go_0009251_7	cobS//
go_0009252_7	metK//ulaD//hcp//cobB//mutL//frlC//mltB//cysD//pgk//mnmE//menB//trmA//accA//gltX//manA//rluB//lpxC//aldB//paaA//add//kdsC//yhdH//dkgB//maa//oxc//
go_0009253_8	hinT//ubiC//mnmC//purF//mug//asnS//rsmH//entH//pyrD//puuA//
go_0009254_8	gshB//entA//moaE//ppx//gmd//glpB//ghrB//arnB//gcvT//purB//nadE//
go_0009257_8	manA//ispH//yfaU//nrfB//
go_0009263_6	aspC//rsuA//
go_0009264_6	citX//pflB//
go_0009265_7	argD//
go_0009266_4	nadC//ushA//leuB//phnN//epmC//pheA//
go_0009267_5	lipA//tatD//
go_0009268_4	ahr//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	csdA//
go_0009297_6	
go_0009298_7	bioC//xylB//gph//
go_0009305_7	dapA//
go_0009306_4	
go_0009311_5	
go_0009314_4	ydiO//mcrB//purN//codA//patA//frmB//gpt//srlD//entD//alaC//pabA//ulaD//aroG//murD//alsK//yahK//wecC//
go_0009372_5	citC//paaF//pabC//
go_0009396_6	lpxH//rlmA//
go_0009398_7	ackA//
go_0009401_7	avtA//alkB//umuD//pyrE//menA//dcm//argK//fadA//puuC//fucO//scpB//rsmA//folC//rnt//folA//dosP//napB//ulaG//fabI//ogt//
go_0009403_5	
go_0009405_4	
go_0009407_3	nudC//
go_0009408_4	gadB//adk//yfcG//sdhA//dcd//nirD//mraY//uxuB//mepS//paaK//rimK//lpoA//fumA//trpD//torC//yghU//glyA//hemC//paaB//pgl//dgoD//mltB//mtlD//fabZ//ldtC//gudD//
go_0009409_4	ilvE//murE//
go_0009410_4	dgt//
go_0009411_6	pgaB//yeaG//ilvM//mhpD//fdhF//dfp//upp//wecB//fabZ//
go_0009416_5	pyrC//sdhA//
go_0009423_8	menB//phr//gshA//aceA//
go_0009432_5	gmd//hcp//tdcE//napC//glpD//
go_0009435_9	asnB//cmoB//hisF//nrdF//talB//
go_0009436_6	yagF//gmk//patZ//lysS//
go_0009437_5	
go_0009438_5	
go_0009440_6	entE//dgoK//hypB//
go_0009442_7	pdeL//cadA//pncB//thiH//bacA//
go_0009443_5	cynS//murC//yeaG//
go_0009446_6	mutY//aroA//
go_0009447_6	accC//mutY//sucD//cpdA//frmA//entC//atoB//dacD//
go_0009450_6	tmk//deoD//rnd//preT//
go_0009451_6	rsgA//prmB//hmp//tnaA//
go_0009593_4	
go_0009597_5	
go_0009636_4	preT//araD//dcd//prs//waaF//
go_0009637_6	
go_0009651_5	
go_0009697_5	rlmG//
go_0009758_2	bioC//
go_0009785_5	
go_0009970_6	bioA//recO//ycjU//
go_0009972_10	melA//
go_0009992_5	glpB//pabB//dgoK//
go_0010033_4	
go_0010038_5	
go_0010039_6	menH//
go_0010041_7	fabG//psd//
go_0010042_6	phnL//
go_0010043_6	aroE//orn//
go_0010045_6	trmO//
go_0010106_6	
go_0010124_4	ppx//hyaC//pgl//ung//truA//hemL//uxaC//pykF//
go_0010133_7	glpD//
go_0010139_7	xapA//
go_0010165_6	tsaD//hycB//gltD//lysA//wecC//mhpB//codA//hisC//
go_0010212_5	ilvC//
go_0010226_6	mtn//
go_0010243_5	
go_0010272_6	ppx//
go_0010273_4	xthA//cheR//tauD//
go_0010312_3	lpd//
go_0010332_6	
go_0010350_6	
go_0010438_6	nagA//codA//
go_0010447_5	glcD//trpC//
go_0010468_6	gshA//
go_0010498_6	lysS//arsC//tyrS//pphB//
go_0010501_7	pbpC//recR//
go_0010557_7	
go_0010608_7	ilvB//
go_0010628_7	
go_0010629_7	trpB//
go_0010676_7	
go_0010699_4	frdB//sodB//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	ispB//hinT//kdsC//umuD//mepS//hemH//tyrA//alaS//maeA//
go_0015031_5	hpt//yagE//torZ//opgB//tdcG//yajO//lpxB//hinT//
go_0015074_6	
go_0015628_5	
go_0015670_6	etp//
go_0015673_9	cdd//
go_0015675_9	mepS//
go_0015679_10	garR//
go_0015682_8	trpE//
go_0015684_9	fabB//trmJ//ydiO//ribB//
go_0015685_8	speG//truA//
go_0015687_7	pbpC//
go_0015688_6	glmM//entC//
go_0015689_8	mtlD//
go_0015691_9	ldhA//trmL//
go_0015692_8	hisC//
go_0015693_9	nrfB//
go_0015696_6	idnO//
go_0015698_7	cysC//
go_0015699_8	pyrC//
go_0015700_8	ddlA//
go_0015706_6	eda//otsA//mrcB//
go_0015707_6	ppx//psd//rlmI//frdC//
go_0015709_6	rhaM//
go_0015710_8	rne//pcm//
go_0015712_7	wzc//
go_0015718_8	ttdA//
go_0015721_7	dnaQ//gltX//ndh//
go_0015724_7	hdhA//
go_0015726_8	rluE//
go_0015733_7	yjcS//
go_0015734_6	rsmC//
go_0015736_9	lsrG//
go_0015739_7	yjcS//
go_0015740_9	mutT//glyA//fadH//
go_0015741_10	wzc//recG//
go_0015747_6	rnt//
go_0015748_6	trmJ//
go_0015749_7	recG//entB//ybcF//waaH//pdeR//fabD//yfiC//
go_0015751_9	betB//ydfG//
go_0015752_9	slyD//apaH//
go_0015753_9	torC//fadA//
go_0015754_9	rluF//
go_0015755_9	entH//ribB//tsaE//
go_0015756_9	selD//garK//
go_0015757_9	mnmE//dgcM//glxK//nrfC//
go_0015760_8	guaA//
go_0015761_9	tmk//
go_0015762_9	waaP//
go_0015764_7	aes//uvrA//paaG//
go_0015765_8	tdh//lipA//
go_0015767_9	edd//waaG//cynT//
go_0015768_9	puuE//rlmH//pdxB//
go_0015769_9	rsuA//
go_0015771_9	cheR//cynS//rrrD//
go_0015772_7	yqjH//waaP//udk//
go_0015774_7	ppc//
go_0015778_7	sodC//
go_0015793_7	aroG//preA//
go_0015794_7	dapA//leuS//
go_0015795_7	queD//ghrB//
go_0015796_7	orn//
go_0015797_7	yihT//sdhD//thyA//
go_0015803_7	nagB//pfkB//thrA//
go_0015804_7	yeiG//argK//
go_0015806_6	adk//
go_0015807_7	hisG//waaL//waaU//hemL//citG//thiL//
go_0015808_8	ulaF//fabA//
go_0015809_7	purU//
go_0015810_8	pgaC//rfbB//
go_0015811_7	nudG//wcaJ//
go_0015813_6	tsaD//lplA//argE//
go_0015814_7	ynfH//
go_0015816_6	rffT//
go_0015817_7	ubiC//moaD//
go_0015818_7	hyaC//sdaB//
go_0015820_7	mutL//gmk//xthA//acnB//xapA//
go_0015821_7	aphA//kdsD//
go_0015822_7	phnP//
go_0015823_7	dcyD//yfaU//lpoA//tcdA//nanK//
go_0015824_7	ddlA//moeB//metB//
go_0015825_8	entB//
go_0015826_7	garR//cheB//add//
go_0015827_7	rsmA//araB//hcaE//
go_0015828_7	lsrK//rlmE//
go_0015829_7	prpB//acs//caiB//
go_0015830_7	ilvA//
go_0015833_6	truB//ulaE//gloB//dcd//narZ//idnD//thyA//ispA//uxaC//ubiG//
go_0015834_7	yihS//ygeX//
go_0015835_6	ftnA//
go_0015836_7	uxuA//allD//
go_0015839_7	malY//
go_0015846_6	mug//preA//
go_0015847_7	ubiG//ubiH//dxr//ybhA//malS//
go_0015848_7	udk//adhE//
go_0015851_6	
go_0015853_8	prmC//nrdA//
go_0015856_8	nanA//
go_0015857_6	yqhD//yciA//
go_0015858_7	ispH//mug//birA//
go_0015860_7	murB//fadI//
go_0015861_9	csdA//tktB//
go_0015862_9	cmoB//rpe//
go_0015863_8	dusC//
go_0015864_8	proC//
go_0015871_6	hyaA//amiD//pheA//speA//
go_0015878_6	
go_0015879_9	acs//
go_0015882_7	rlmI//
go_0015886_6	ilvC//rbn//
go_0015887_7	purT//
go_0015888_6	poxB//
go_0015889_6	hemH//pheA//maeA//
go_0015891_6	lysC//
go_0015906_6	mtn//
go_0015909_8	dhaL//
go_0015912_8	iaaA//
go_0015914_7	yagF//
go_0015920_7	waaS//aceB//
