# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tsaD//
go_0006530_7	idnD//alsE//gatD//hcaC//
go_0006531_7	trmO//
go_0006532_8	tehB//fucI//gltD//
go_0006535_8	aspS//uvrA//eutB//
go_0006537_8	cysS//
go_0006538_8	ldhA//araD//
go_0006541_7	insI-2//purB//narZ//adhP//tyrA//
go_0006542_8	panE//metK//
go_0006543_8	
go_0006545_6	tadA//
go_0006546_6	add//coaD//hycB//
go_0006554_8	gpsA//rfbC//cysQ//
go_0006556_5	lpxM//
go_0006559_6	glgP//
go_0006561_6	glgP//purF//
go_0006563_7	folE//
go_0006564_8	purB//glcB//recO//aceF//
go_0006565_8	gapA//rimK//cheR//aroB//proS//
go_0006566_7	kdsD//
go_0006567_8	ldtB//treA//metF//torY//ilvD//uvrA//gpmM//
go_0006569_7	cobS//
go_0006571_7	dgoA//gnd//
go_0006593_7	fadI//
go_0006598_8	slyD//ybiV//fbp//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	btuE//argA//
go_0006631_5	ushA//waaC//aspS//tehB//fbaA//
go_0006633_6	dgoD//cof//panB//ldtA//cadA//wcaJ//abgB//selB//lpd//kdgK//yfcG//
go_0006635_6	ldtD//pabC//cobC//entC//thiI//folP//fabZ//glpB//lipB//tadA//glcF//umpH//
go_0006636_7	
go_0006637_5	dinB//gph//nfsB//gloB//yhdH//
go_0006646_7	
go_0006650_6	
go_0006654_7	lysA//
go_0006655_7	dhaM//aroB//
go_0006725_4	mobA//
go_0006729_6	sodA//cadA//
go_0006730_4	pdxB//idnK//mutH//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	gloC//garR//hcaD//argH//oxc//rsmG//opgB//dapA//pgaB//chbG//rluC//fabA//
go_0006749_5	gor//dam//
go_0006750_6	nrdE//purA//
go_0006751_6	rihC//
go_0006757_5	nirB//
go_0006760_5	prpC//
go_0006761_7	tsaB//
go_0006771_5	glgA//
go_0006772_6	ispF//glpB//
go_0006777_5	rsmB//deoA//malP//waaG//trpC//
go_0006779_6	ychF//dusB//thiM//phnG//fbp//
go_0006780_7	gpsA//
go_0006782_7	pyrD//bglX//fkpA//ubiG//
go_0006783_5	nagA//phnO//ldtE//prmB//fumA//opgB//frdB//
go_0006790_4	pdeF//rutB//bacA//polA//lpxM//galM//ynfH//ppiC//araD//mtgA//
go_0006791_2	pykF//galM//tauD//
go_0006793_4	ldtE//mnmG//
go_0006798_5	leuC//
go_0006799_5	ppx//
go_0006801_5	yidA//glpK//pldB//
go_0006805_4	malQ//folM//argB//fadE//
go_0006807_3	gpsA//garR//phnI//
go_0006808_4	yfeW//
go_0006810_4	rffG//cheB//pgm//paoC//hemG//cobS//lpxC//prmC//psd//gluQ//ascB//tadA//waaJ//mocA//serS//glpC//pck//ppiA//pcm//deoC//ydiB//waaS//uxaB//argG//pabA//glpB//pnp//kdgK//rlmE//torZ//dhaK//tag//amyA//ubiC//wecB//narY//tehB//frlC//leuS//rimK//frdA//hyaC//fadE//phnI//ndk//speA//accC//napA//speE//roxA//queA//pdxB//umpH//glnA//xylB//waaP//lpxK//rhaD//manA//ubiD//recR//dam//rsuA//thiD//mcrB//scpB//agp//ybhA//rlmG//narV//manA//aspC//thrC//bioB//ilvA//rsmB//hyaA//
go_0006811_5	hchA//tdcE//aceF//menE//uidA//poxB//cysC//cysS//ispH//cysM//alaC//
go_0006812_6	recR//arnT//
go_0006813_8	puuE//rhaD//arnA//idnO//waaH//menI//metE//hdhA//
go_0006814_8	uvrC//rlmG//chbF//aphA//
go_0006817_8	scpB//
go_0006820_6	tig//nudC//nrdF//ubiC//mcrB//
go_0006821_8	lpxL//
go_0006824_8	gabT//acnA//dgoD//cynS//
go_0006825_9	gcd//
go_0006826_9	arsC//
go_0006828_9	etp//
go_0006829_9	glpD//rsgA//hcaF//lpoB//yrfG//
go_0006833_6	
go_0006835_8	narI//acnB//
go_0006847_8	opgE//
go_0006855_6	idnK//sgbU//adiA//paaA//waaA//aes//phoA//fadI//otsA//mocA//queD//caiB//galU//dapD//
go_0006857_7	fabZ//carA//hemB//
go_0006863_7	rne//
go_0006865_6	ligA//entF//miaA//rlmL//murI//glpA//tnaA//nrfA//pgm//ispG//ldtA//purC//lpxK//opgB//fumA//citC//nanK//oxc//uidA//waaS//moeA//
go_0006868_7	betB//
go_0006869_6	pdxJ//
go_0006874_8	
go_0006876_8	nfi//
go_0006878_9	gcvH//
go_0006879_9	rutE//tcdA//
go_0006880_4	idi//tdk//
go_0006882_8	nirD//
go_0006883_8	nrdD//mutM//pgpA//
go_0006884_4	
go_0006885_9	rsmG//
go_0006886_5	
go_0006928_3	cysN//
go_0006935_4	uxuA//dkgB//argG//trmI//aldB//
go_0006970_4	hisH//dkgA//paaG//mrcB//gutQ//gatZ//
go_0006972_5	lipA//mraY//phnI//galM//nanA//
go_0006974_5	yfcF//bioA//deoD//waaA//glxK//rluE//aphA//coaA//bioF//manA//nadB//ldcA//yfdR//argK//mtn//hyaB//entC//fabG//waaB//yeaE//guaA//ackA//tdcB//thiE//araA//kbaY//waaO//mltB//fadB//narY//dxs//bacA//aldB//ugd//eptC//kbaY//srlD//ribE//speB//aroB//gmd//phnG//adhE//clsA//metB//trpC//rhaB//rsmH//truA//aspA//pgm//rihA//gpt//atoB//aroL//panB//cdd//metC//fadH//pldB//ybjG//nudG//gph//trpD//maa//ldtB//lpxH//pgk//gatD//nadB//trmD//lpxB//rutA//dosP//cdd//speE//rsmB//uxaA//murQ//alkA//metB//rsuA//rbsK//wecB//dgoK//dgkA//dxr//aroC//dfp//thrA//fucO//insI-2//trpA//pagP//ribD//
go_0006979_4	yihV//rihB//aceA//hemN//icd//ispA//rlmC//curA//puuC//trmI//adhP//rluD//folP//hyi//nudC//ulaF//ubiC//entB//queA//fadB//cpsB//slyD//pta//ppx//purF//rlmJ//
go_0006986_5	mocA//
go_0006995_6	accB//ndk//
go_0007059_3	btuR//accB//
go_0007062_4	
go_0007155_3	tpiA//
go_0007165_3	pdxY//waaJ//
go_0007234_5	
go_0007584_4	
go_0008033_9	gntK//mutM//rsmJ//lldD//coaE//fadD//lpxC//glpX//
go_0008104_4	
go_0008152_2	citX//kduD//acpS//aroK//hemN//menC//rhaM//nadD//etk//entF//pdxB//ubiE//paaF//waaP//malS//sseA//galM//
go_0008156_8	
go_0008219_3	
go_0008272_6	fadH//malP//
go_0008295_6	treF//fau//pfkA//
go_0008299_5	pykA//
go_0008360_4	argB//mtlD//aroH//glgX//uxaA//dapD//upp//fcl//puuE//rbsD//hflX//
go_0008610_5	rffH//tnaA//dfp//mraY//
go_0008615_6	trpD//yeaG//rlmH//dmsB//cobT//aspS//argA//
go_0008616_8	hyaC//rsuA//ycjU//glyS//pgl//bfr//
go_0008643_6	speC//glpX//ftsI//mazG//scpC//hemF//pdxK//thiL//waaJ//patA//lpxT//pgpA//ung//tyrB//recR//guaA//xthA//betA//
go_0008652_5	phnN//hcaB//acnA//rsmA//phnL//hyaA//gcvT//oxc//
go_0008653_5	
go_0008654_5	fadA//tilS//hisG//adhE//
go_0009050_6	purB//tdcG//
go_0009052_6	manA//thrA//bioB//phnN//hcp//gluQ//
go_0009056_3	dhaK//
go_0009058_3	alsE//hisG//ppiC//hypF//
go_0009060_6	cynS//patZ//nth//deoB//dam//recG//pgpB//
go_0009061_6	dmsA//ilvB//murG//entF//tadA//yciV//edd//murG//wrbA//mltD//leuC//cdh//thiE//pdeH//narG//menH//rluA//cdsA//mraY//cpsB//mngB//
go_0009062_6	entE//
go_0009063_5	lpxP//luxS//lpxH//
go_0009070_7	gatD//
go_0009073_6	asnS//maa//bfr//fdhF//glgB//rffM//rbsK//accD//glnE//yeaG//waaY//
go_0009081_5	zwf//folA//
go_0009082_6	kdsA//hemG//etk//gdhA//moeA//queF//accD//
go_0009085_8	mraY//
go_0009086_7	argB//fumB//yigL//psd//ackA//
go_0009088_8	hycB//ahr//
go_0009089_6	ribA//gutQ//torZ//rsmH//lpxC//relA//
go_0009090_8	rlmG//fumA//murF//moaD//
go_0009092_7	dmsC//
go_0009093_7	
go_0009094_6	gltB//gpmM//aspC//
go_0009097_7	hyaA//dacD//lplA//rfbD//umuC//
go_0009098_7	aroE//mmuM//mocA//panC//dacD//ldtA//
go_0009099_7	nagK//mltC//cdh//trpB//rffT//purT//mutS//
go_0009102_6	glpK//proA//aroH//yajO//leuB//pepD//menE//pdeH//eptA//
go_0009103_6	tsaD//carA//aes//queA//rsmA//hemH//tgt//araA//glpK//
go_0009106_5	yihX//
go_0009107_6	pncB//ndh//
go_0009108_6	udp//
go_0009116_5	dacD//glk//
go_0009142_7	pnp//
go_0009143_7	entA//
go_0009152_8	nadC//
go_0009157_8	deoD//
go_0009166_7	coaE//gldA//
go_0009168_9	truC//
go_0009220_8	yahK//folD//
go_0009224_9	yihV//
go_0009226_6	recJ//ubiA//
go_0009228_7	ulaE//pfkB//mhpD//ydfG//wcaJ//tatD//aphA//ulaF//rbn//
go_0009229_6	treF//rne//
go_0009231_6	fadH//hcaD//ubiX//fadM//tgt//gluQ//mutL//
go_0009234_7	phnN//ascB//aroF//metC//fabD//aroG//rph//ftnA//tatD//
go_0009236_6	alkB//aspA//rutA//frlC//rnt//gor//
go_0009237_4	hisH//rnt//
go_0009239_6	rlmI//nudF//acpT//treA//cpsB//fadI//etp//narV//
go_0009240_6	ulaD//
go_0009242_6	scpC//ispB//gloB//rluE//cobS//cysE//nudF//citG//
go_0009243_7	poxB//
go_0009244_7	pykF//rlmE//hcaC//ispH//tdcE//garD//nrfD//nanE//astB//thiE//kduI//curA//uxaA//hyaC//slt//lplA//surA//cysC//pdeF//gntK//otsB//ackA//
go_0009245_6	purN//rihC//napA//mutM//rlmI//epd//malY//tsaE//ndk//
go_0009246_6	gph//phnG//murB//dusB//agp//ubiX//
go_0009249_6	cmk//scpC//sodC//
go_0009250_7	
go_0009251_7	deoC//
go_0009252_7	yeaE//sgbU//bioD//gloC//ppiC//atoB//pheS//pyrF//folM//ddlA//ilvC//fre//moeA//nrdE//mrcB//mrcA//panC//glyS//dcd//ldtE//dmlA//pepD//sgbU//gpmM//nfsB//
go_0009253_8	epmA//rlmE//yieH//insI-1//mmuM//glnA//serC//gadA//rutB//xylB//
go_0009254_8	tdcD//menB//ppc//fes//hcp//kdsB//abgA//fucO//rutA//acnB//nemA//
go_0009257_8	waaY//rbn//uvrC//ligA//
go_0009263_6	clsB//ribB//
go_0009264_6	citG//dam//
go_0009265_7	dgcZ//
go_0009266_4	pgpB//astB//yccX//hcp//ybjI//nudB//
go_0009267_5	frmA//sad//
go_0009268_4	cheR//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	idnK//
go_0009297_6	
go_0009298_7	waaO//argI//tdk//
go_0009305_7	rsmE//
go_0009306_4	
go_0009311_5	
go_0009314_4	aroC//serC//gatZ//nadC//gmd//fadA//fkpB//wcaJ//etk//ynfE//murE//def//dmlA//asd//cobB//rhaB//maeA//
go_0009372_5	trmO//dcd//btuE//
go_0009396_6	cobT//wzc//
go_0009398_7	cysK//
go_0009401_7	adk//ulaE//entA//uidA//rnpA//pabB//ilvA//yeaG//luxS//nrfB//cpsB//polB//panC//pgk//yjcS//yeaE//mhpA//recJ//fumA//pabC//
go_0009403_5	
go_0009405_4	
go_0009407_3	idnD//
go_0009408_4	arnT//hyaB//nagA//frmA//fabD//sbcB//paaC//puuC//rnb//csdA//speE//rlmD//nfsB//purD//sucC//acnB//allB//nrdB//argI//rpiB//oxc//truA//puuA//narZ//argB//dgoA//
go_0009409_4	ilvN//mutS//
go_0009410_4	kbaY//
go_0009411_6	fau//tyrS//phnI//xdhB//cadA//gmd//hflX//sucA//carB//
go_0009416_5	lysS//hisB//
go_0009423_8	trpS//bglA//dgoK//apt//
go_0009432_5	rhaD//relA//ulaE//ulaG//gldA//
go_0009435_9	idnO//aes//pdeF//pdxJ//ttdA//
go_0009436_6	mutM//mtlD//pphB//nanA//
go_0009437_5	
go_0009438_5	
go_0009440_6	folM//otsB//birA//
go_0009442_7	ispU//gadB//hflX//pgpA//gcvH//
go_0009443_5	mngB//thiD//acs//
go_0009446_6	ribB//dxr//
go_0009447_6	allB//pykF//tag//mnmE//thiI//tsaB//yjcS//rutD//
go_0009450_6	mraY//folC//tktA//cysK//
go_0009451_6	rph//ndk//mrcB//lpxP//
go_0009593_4	
go_0009597_5	
go_0009636_4	kdgK//dfp//fumB//xthA//tig//
go_0009637_6	
go_0009651_5	
go_0009697_5	paaE//
go_0009758_2	trmJ//
go_0009785_5	
go_0009970_6	ldtC//purF//nudC//
go_0009972_10	manA//
go_0009992_5	hinT//clsB//mepS//
go_0010033_4	
go_0010038_5	
go_0010039_6	dgcT//
go_0010041_7	speB//acpH//
go_0010042_6	rph//
go_0010043_6	napB//btuR//
go_0010045_6	panB//
go_0010106_6	
go_0010124_4	mug//nth//ybiV//paaZ//queC//hemN//cpsB//moaD//
go_0010133_7	dgcT//
go_0010139_7	appA//
go_0010165_6	bcsA//yjhG//astC//yagE//katG//polB//gutQ//hcaD//
go_0010212_5	alr//
go_0010226_6	tdcG//
go_0010243_5	
go_0010272_6	yciA//
go_0010273_4	menA//gadB//gcvT//
go_0010312_3	epmA//
go_0010332_6	
go_0010350_6	
go_0010438_6	arsC//thiE//
go_0010447_5	paaC//eutD//
go_0010468_6	aroA//
go_0010498_6	yhdH//iscS//argA//yfcG//
go_0010501_7	polA//lacZ//
go_0010557_7	
go_0010608_7	rfbD//
go_0010628_7	
go_0010629_7	frlB//
go_0010676_7	
go_0010699_4	katE//alaC//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	ulaF//gcd//yciV//plsB//adhP//rlmC//speD//rimK//mltB//
go_0015031_5	fabI//glpB//nrdF//cysS//bacA//acpS//garK//pepD//
go_0015074_6	
go_0015628_5	
go_0015670_6	cobS//
go_0015673_9	hcaB//
go_0015675_9	hisG//
go_0015679_10	kdsC//
go_0015682_8	melA//
go_0015684_9	ilvA//paaK//hisC//ribD//
go_0015685_8	tehB//phnG//
go_0015687_7	ynfH//
go_0015688_6	frmB//waaU//
go_0015689_8	adhP//
go_0015691_9	arnT//dmsB//
go_0015692_8	rdgB//
go_0015693_9	bfr//
go_0015696_6	bioC//
go_0015698_7	torC//
go_0015699_8	pcm//
go_0015700_8	thiC//
go_0015706_6	rdgB//amiD//sad//
go_0015707_6	yihX//glk//trmJ//recO//
go_0015709_6	moaD//
go_0015710_8	yeaG//xapA//
go_0015712_7	fkpB//
go_0015718_8	wecC//
go_0015721_7	rsmG//kdsC//lpxP//
go_0015724_7	xthA//
go_0015726_8	ispH//
go_0015733_7	prpD//
go_0015734_6	phnN//
go_0015736_9	fucI//
go_0015739_7	gltX//
go_0015740_9	citC//cobU//rsmI//
go_0015741_10	gshA//mpaA//
go_0015747_6	lysS//
go_0015748_6	opgB//
go_0015749_7	tyrB//nrdF//ydfG//ttdB//frmB//talB//sgbU//
go_0015751_9	mtn//proC//
go_0015752_9	speC//ubiF//
go_0015753_9	ubiE//thiE//
go_0015754_9	yqhD//
go_0015755_9	codA//acnA//pdxB//
go_0015756_9	tsaC//pagP//
go_0015757_9	truD//gmhB//pdeF//epmC//
go_0015760_8	alkA//
go_0015761_9	mmuM//
go_0015762_9	yihV//
go_0015764_7	glmU//puuD//yjcS//
go_0015765_8	truB//uxuA//
go_0015767_9	tehB//murE//def//
go_0015768_9	uxaC//tktA//mutT//
go_0015769_9	lsrK//
go_0015771_9	rrrD//ydiB//cmk//
go_0015772_7	malS//ubiX//cmoA//
go_0015774_7	dacD//
go_0015778_7	pgk//
go_0015793_7	frdC//ldhA//
go_0015794_7	rsmB//slt//
go_0015795_7	rlmJ//mrdA//
go_0015796_7	nagZ//
go_0015797_7	amyA//glpD//iscS//
go_0015803_7	recF//garK//trmL//
go_0015804_7	mrcA//lyxK//
go_0015806_6	pepD//
go_0015807_7	icd//nrfA//dgoD//tdh//eutB//thrB//
go_0015808_8	preT//selA//
go_0015809_7	hyaA//
go_0015810_8	ispG//glcD//
go_0015811_7	mnmE//hemG//
go_0015813_6	treC//ppx//pepD//
go_0015814_7	betA//
go_0015816_6	rbsK//
go_0015817_7	queF//rffH//
go_0015818_7	rpiB//umpG//
go_0015820_7	citE//rsmH//oxc//kefF//allD//
go_0015821_7	plsB//dgcM//
go_0015822_7	ribC//
go_0015823_7	rfe//yqhD//ulaG//ltaE//adhP//
go_0015824_7	ravA//pgaC//mtlD//
go_0015825_8	carB//
go_0015826_7	lpcA//menI//narZ//
go_0015827_7	pgpA//gatZ//yihT//
go_0015828_7	ltaE//rsmG//
go_0015829_7	frdB//fcl//pphA//
go_0015830_7	pheT//
go_0015833_6	tynA//hypF//truB//rbsD//cmoA//argS//pgl//tauD//ilvE//rluA//
go_0015834_7	hcp//rluF//
go_0015835_6	ynfH//
go_0015836_7	rfbB//rpiB//
go_0015839_7	dmlA//
go_0015846_6	asnA//pagP//
go_0015847_7	aldA//purA//phnM//folP//pgm//
go_0015848_7	pepD//patD//
go_0015851_6	
go_0015853_8	hemE//fcl//
go_0015856_8	citE//
go_0015857_6	patA//yigL//
go_0015858_7	lpoB//recR//selD//
go_0015860_7	glgX//coaE//
go_0015861_9	ydiO//nrfB//
go_0015862_9	gloA//ybjI//
go_0015863_8	glgA//
go_0015864_8	mgsA//
go_0015871_6	phnM//dkgB//dapD//yjiA//
go_0015878_6	
go_0015879_9	opgB//
go_0015882_7	alsE//
go_0015886_6	ycaO//fklB//
go_0015887_7	nrdE//
go_0015888_6	glmM//
go_0015889_6	hemD//ydiF//frmB//
go_0015891_6	pyrC//
go_0015906_6	rhaM//
