# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	pgi//
go_0006974_5	pck//pgaB//bglB//tadA//betB//sdhA//maa//cdsA//hpt//thiM//hisH//sgbH//uxaB//pyrG//pcm//purB//pinE//trmA//otsB//gmk//recR//upp//rlmH//yihV//abgA//araD//rutE//narV//uidA//waaP//mpaA//mutH//ansA//yciA//epmC//malS//uvrC//nudC//ybjG//tsaD//ldcC//mdh//sdhA//tdcD//ppk//umpG//insI-1//ygjK//ruvA//folX//fkpB//ubiE//frmB//nrdA//mdh//ubiC//gltX//hemG//ubiI//ubiC//fdhF//yajO//rluB//thrC//ygeX//dgoK//purC//hisD//narI//pyrH//nrdE//rfe//rluB//fucA//ruvB//gcl//truC//gcvT//cheB//rutB//murD//scpC//fdhF//panE//fucA//serB//rrrD//eda//aroH//rlmD//eda//lpxD//leuB//recF//cmk//
go_0006979_4	opgE//alkA//tsaC//prmB//serA//udk//opgB//pgi//psd//rlmD//pgaD//torZ//cysS//pgsA//yeaE//sucA//dkgB//tdcB//rffH//thrC//ydfG//gcvP//sdaB//ftnA//patD//argB//
go_0006986_5	ldtD//
go_0006995_6	ynfH//pgaD//
go_0007059_3	purL//roxA//
go_0007062_4	
go_0007155_3	glgB//
go_0007165_3	pyrH//thyA//
go_0007234_5	
go_0007584_4	
go_0008033_9	hchA//alkA//accB//entE//purL//cpdB//add//narZ//
go_0008104_4	
go_0008152_2	pdxA//nrdF//aldB//yeaE//tauD//hisF//metK//thrB//dut//asnA//yfeW//thiG//ilvN//pyrH//waaZ//lpxB//murG//
go_0008156_8	
go_0008219_3	
go_0008272_6	fadH//feaB//
go_0008295_6	allB//pflB//ispG//
go_0008299_5	rsmC//
go_0008360_4	astC//tilS//rfe//thiL//dacC//gloA//ycjU//lpoA//thiG//fcl//lsrK//
go_0008610_5	tag//scpB//metL//ung//
go_0008615_6	lyxK//dld//hemA//otsA//chbG//puuA//hchA//
go_0008616_8	rfaE//rlmJ//idnD//selB//dapA//mhpC//
go_0008643_6	pheT//fcl//ynfH//rihA//cpsG//mak//nagZ//murI//hemN//fucO//gloA//murB//citE//rlmG//sodA//dkgA//paaG//nrdA//
go_0008652_5	epmB//sgbU//aphA//aldB//argI//ubiF//recG//truD//
go_0008653_5	
go_0008654_5	alkB//valS//hinT//btuR//
go_0009050_6	napC//frdC//
go_0009052_6	fadI//gltB//paaC//trmH//ubiF//waaQ//
go_0009056_3	ttdB//
go_0009058_3	ldtE//sgbE//ubiC//etp//
go_0009060_6	dgoK//bglX//cobU//hemG//lysA//katG//yfbR//
go_0009061_6	lysS//ispA//hisS//fkpB//aroL//rlmL//edd//paoC//yidA//hycB//alr//dapB//plsB//yeiG//rlmM//dsdA//glcF//hemE//glpA//leuD//nagB//
go_0009062_6	cmoA//
go_0009063_5	hyaB//citE//murA//
go_0009070_7	epd//
go_0009073_6	metC//gadB//frdA//rlmH//aphA//folX//pdxK//tesB//phnO//alaC//glyS//
go_0009081_5	ldtE//yjiA//
go_0009082_6	hchA//aes//dcyD//yggF//dcd//guaC//rutA//
go_0009085_8	pfkB//
go_0009086_7	kdsC//glpD//cyaA//cmoB//garK//
go_0009088_8	phnN//fadA//
go_0009089_6	glpB//yigB//puuB//cysN//pdeH//gshB//
go_0009090_8	nudG//ttdA//lpoA//pdxA//
go_0009092_7	aroB//
go_0009093_7	
go_0009094_6	yfcF//glcB//paaG//
go_0009097_7	yjcS//rhaB//gatY//hinT//arnB//
go_0009098_7	dgoD//yeaE//yfiC//mcrB//maeA//queF//
go_0009099_7	avtA//patZ//aroA//nrdB//fklB//glpC//cynT//
go_0009102_6	hyaA//pta//paaE//thyA//fumA//mutH//rffC//waaZ//prmB//
go_0009103_6	amyA//dapF//cysQ//ynfE//nrdE//fumC//nudG//rpiA//tilS//
go_0009106_5	cpsG//
go_0009107_6	phnM//atoB//
go_0009108_6	cyaA//
go_0009116_5	alsK//argB//
go_0009142_7	sad//
go_0009143_7	folA//
go_0009152_8	pheS//
go_0009157_8	ulaF//
go_0009166_7	malZ//dkgA//
go_0009168_9	frc//
go_0009220_8	mltA//arsC//
go_0009224_9	tynA//
go_0009226_6	yggF//rsgA//
go_0009228_7	pfkB//hypB//aroC//ppiA//rlmG//argS//mngB//cof//pgpB//
go_0009229_6	glgA//fadM//
go_0009231_6	lldD//fkpA//gabT//lplA//yjcS//ubiE//citG//
go_0009234_7	murB//rrrD//yggF//fucO//etp//argD//ymdB//folA//gadB//
go_0009236_6	argF//panC//murA//gshA//rfbC//ruvB//
go_0009237_4	thiG//dadA//
go_0009239_6	aroA//rsmJ//gpp//dcyD//frdD//galM//lpxP//kduD//
go_0009240_6	allB//
go_0009242_6	rhaA//waaJ//lpoA//orn//accB//fau//cynT//gmhB//
go_0009243_7	iaaA//
go_0009244_7	yeaG//nadA//rffM//ynfE//argC//dadA//guaC//paaK//purC//fabG//caiD//panB//poxB//glcF//aroG//trpB//treF//puuD//luxS//citX//lyxK//fklB//
go_0009245_6	ilvA//yjjX//gpmM//sucC//pcm//ulaF//cobT//tsaD//waaC//
go_0009246_6	tdcB//uxaC//recG//ileS//trmH//rsmA//
go_0009249_6	yfcG//rlmB//hchA//
go_0009250_7	
go_0009251_7	nrfA//
go_0009252_7	hemB//rlmB//puuA//aroB//atoB//pdeH//argC//plsC//yihU//gmd//poxB//lpxL//carA//pyrG//lpxL//garR//hflX//melA//cfa//asd//ampH//ubiH//nadC//recG//uvrB//
go_0009253_8	astC//icd//uvrA//guaA//cysQ//suhB//trpA//kefF//rph//mltB//
go_0009254_8	narY//pgpB//yfbR//argG//tmk//recO//fucI//srlD//arnA//yajO//lplA//
go_0009257_8	lyxK//wzc//add//polA//
go_0009263_6	queF//rnt//
go_0009264_6	cysM//fabB//
go_0009265_7	rutC//
go_0009266_4	ribC//murG//frc//tdcG//sodA//murA//
go_0009267_5	epmB//prpB//
go_0009268_4	argC//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	lpxB//
go_0009297_6	
go_0009298_7	pdeF//paaC//pcm//
go_0009305_7	valS//
go_0009306_4	
go_0009311_5	
go_0009314_4	hyaC//rlmA//rsmI//pta//glcF//slt//ppsA//metH//ligB//rlmE//eptB//mug//fbaA//cfa//rffT//fcl//pyrE//
go_0009372_5	nirB//metK//dgt//
go_0009396_6	accC//lgoD//
go_0009398_7	thrS//
go_0009401_7	ldtC//ldtD//kdsB//yccX//caiD//argS//bioB//etp//pyrD//yjiA//bglX//speG//ligA//tehB//queG//mpaA//insI-2//speC//nudC//cdd//
go_0009403_5	
go_0009405_4	
go_0009407_3	cysH//
go_0009408_4	rlmJ//adk//guaB//fau//murG//mltC//gpmA//roxA//galE//purD//trmD//recG//acpS//argH//sucA//rlmM//hemF//yfdR//appA//sodC//poxB//ygeX//tdh//ftsI//aroG//orn//
go_0009409_4	murI//pepD//
go_0009410_4	rihC//
go_0009411_6	mltB//narG//nudB//dcd//rlmD//murC//umpH//rpiA//ghrB//
go_0009416_5	narY//betB//
go_0009423_8	sdaA//pabC//fabD//paaZ//
go_0009432_5	srlD//yjjX//pdxK//umpG//sbcB//
go_0009435_9	cysG//nirD//murF//queG//gutQ//
go_0009436_6	napB//pyrD//btuE//napB//
go_0009437_5	
go_0009438_5	
go_0009440_6	hemC//gshB//recF//
go_0009442_7	hemG//guaB//gmk//yjiA//pagP//
go_0009443_5	nadB//rlmA//sgbU//
go_0009446_6	mhpB//hcaF//
go_0009447_6	gshA//hyaB//murF//nadB//cmoA//folX//pdeH//speE//
go_0009450_6	acs//narH//cfa//abgA//
go_0009451_6	nth//phnI//ddlB//fabH//
go_0009593_4	
go_0009597_5	
go_0009636_4	agp//sdaB//dgoK//glyS//cysN//
go_0009637_6	
go_0009651_5	
go_0009697_5	ydiO//
go_0009758_2	glyS//
go_0009785_5	
go_0009970_6	cysH//dusC//yfcG//
go_0009972_10	aspA//
go_0009992_5	ansA//murB//hpt//
go_0010033_4	
go_0010038_5	
go_0010039_6	nudC//
go_0010041_7	bioH//entH//
go_0010042_6	aspS//
go_0010043_6	pyrG//ispF//
go_0010045_6	yciA//
go_0010106_6	
go_0010124_4	yjhG//fabD//yjjX//fumC//aldA//apt//sucC//mnmG//
go_0010133_7	hyaA//
go_0010139_7	entF//
go_0010165_6	gadB//sgbE//bglB//hisS//dapD//fadH//dxs//tauD//
go_0010212_5	hemC//
go_0010226_6	proS//
go_0010243_5	
go_0010272_6	waaQ//
go_0010273_4	pyrD//cysM//glnA//
go_0010312_3	queC//
go_0010332_6	
go_0010350_6	
go_0010438_6	asnA//gutQ//
go_0010447_5	cysS//queF//
go_0010468_6	pdeF//
go_0010498_6	aroG//nhoA//yahK//guaD//
go_0010501_7	ldtB//rsmF//
go_0010557_7	
go_0010608_7	mtgA//
go_0010628_7	
go_0010629_7	metC//
go_0010676_7	
go_0010699_4	oxc//dgcM//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	metC//recG//sucB//nadK//cof//galE//yihT//ltaE//tsaB//
go_0015031_5	waaG//ilvH//torZ//phnM//ravA//pdeR//fklB//mak//
go_0015074_6	
go_0015628_5	
go_0015670_6	nrdF//
go_0015673_9	gmd//
go_0015675_9	nirD//
go_0015679_10	metE//
go_0015682_8	rpe//
go_0015684_9	trmO//putA//rbsK//phoA//
go_0015685_8	acpH//cheB//
go_0015687_7	pgpB//
go_0015688_6	hmp//acpH//
go_0015689_8	bioH//
go_0015691_9	ilvE//galK//
go_0015692_8	hemB//
go_0015693_9	ansB//
go_0015696_6	paaZ//
go_0015698_7	ung//
go_0015699_8	gshA//
go_0015700_8	galK//
go_0015706_6	gcl//bfr//patZ//
go_0015707_6	ldtA//ybcF//mnaT//ruvA//
go_0015709_6	wecB//
go_0015710_8	uxaA//mpaA//
go_0015712_7	ampD//
go_0015718_8	fadI//
go_0015721_7	waaF//purL//cpdA//
go_0015724_7	aspA//
go_0015726_8	galT//
go_0015733_7	thyA//
go_0015734_6	ilvH//
go_0015736_9	thiE//
go_0015739_7	wecC//
go_0015740_9	phnI//pyrC//ppsA//
go_0015741_10	betA//entC//
go_0015747_6	purN//
go_0015748_6	adhP//
go_0015749_7	fadE//tehB//relA//nadC//guaC//epmC//dxs//
go_0015751_9	cobS//rbsK//
go_0015752_9	entH//narI//
go_0015753_9	ispG//dosP//
go_0015754_9	galE//
go_0015755_9	ynfF//argH//eptB//
go_0015756_9	paaF//mepS//
go_0015757_9	hisC//ispG//sucC//narV//
go_0015760_8	rsmJ//
go_0015761_9	iscS//
go_0015762_9	apaH//
go_0015764_7	thiI//pphA//adhE//
go_0015765_8	add//ppk//
go_0015767_9	dfp//dgcM//nanE//
go_0015768_9	betA//dacD//deoB//
go_0015769_9	rlmD//
go_0015771_9	oxc//glgP//araB//
go_0015772_7	rnt//speF//tdcG//
go_0015774_7	proB//
go_0015778_7	rhaB//
go_0015793_7	spoT//paaZ//
go_0015794_7	alsK//malY//
go_0015795_7	pgaC//tcdA//
go_0015796_7	trpD//
go_0015797_7	menF//ilvB//slt//
go_0015803_7	moaA//yfcG//aphA//
go_0015804_7	argK//frdD//
go_0015806_6	ddlA//
go_0015807_7	dhaM//recO//hcaD//idnD//yajO//rlmE//
go_0015808_8	purF//tag//
go_0015809_7	lsrK//
go_0015810_8	deoC//udk//
go_0015811_7	purD//fucK//
go_0015813_6	yihT//aldA//ansB//
go_0015814_7	sdhB//
go_0015816_6	hisI//
go_0015817_7	waaQ//lpxD//
go_0015818_7	wrbA//deoA//
go_0015820_7	yigB//rlmL//betA//idnK//rsmE//
go_0015821_7	moaA//glpB//
go_0015822_7	argF//
go_0015823_7	dinB//mnmA//glgC//rlmE//garD//
go_0015824_7	mngB//fes//rsgA//
go_0015825_8	rsmB//
go_0015826_7	fadE//katG//ilvM//
go_0015827_7	glk//ygeX//apaH//
go_0015828_7	fucI//mcrA//
go_0015829_7	lipB//thiL//hyi//
go_0015830_7	gmd//
go_0015833_6	eutD//eno//arnT//alkA//pgaB//luxS//ttdA//rluF//gcvP//gabT//
go_0015834_7	rlmI//thiC//
go_0015835_6	aroC//
go_0015836_7	gluQ//gor//
go_0015839_7	ugd//
go_0015846_6	yeaG//rutE//
go_0015847_7	fdhF//thiC//alaS//alaC//lldD//
go_0015848_7	glcB//ycjU//
go_0015851_6	
go_0015853_8	phnJ//glcE//
go_0015856_8	acnA//
go_0015857_6	dfp//paaH//
go_0015858_7	ybhA//phnM//nrfB//
go_0015860_7	dinB//fabB//
go_0015861_9	mtn//nudF//
go_0015862_9	pyrE//bglX//
go_0015863_8	argI//
go_0015864_8	gpmA//
go_0015871_6	ttdA//alaA//treF//rsmI//
go_0015878_6	
go_0015879_9	argG//
go_0015882_7	hisD//
go_0015886_6	xylB//nagB//
go_0015887_7	menC//
go_0015888_6	carA//
go_0015889_6	ddlA//pgpA//hemL//
go_0015891_6	murQ//
go_0015906_6	napC//
go_0015909_8	mhpA//
go_0015912_8	cdd//
go_0015914_7	cysG//
