# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nfi//
go_0006082_4	queG//
go_0006083_6	psuG//idnD//xdhB//
go_0006086_8	pdeR//fdhF//
go_0006090_8	luxS//pgk//hypB//polB//hyi//aes//hpt//
go_0006094_7	mpaA//gshA//ilvN//paaK//fabH//selA//fadJ//fklB//pabA//
go_0006096_6	yeaG//hisA//rluD//ppsA//ubiE//orn//cpsB//rfbB//rsgA//gabD//cysD//fcl//mutY//
go_0006097_5	entC//rihC//glmS//aceF//argF//
go_0006098_6	fadB//ligB//rluC//hypF//yieH//
go_0006099_4	umpH//yggF//rffG//argA//surA//puuD//rutC//murI//ampH//argA//ldcA//tdcG//hemF//
go_0006103_5	fucA//gpsA//guaB//rutA//
go_0006104_6	phnG//
go_0006105_5	galT//
go_0006106_8	pdeR//
go_0006107_8	
go_0006108_8	pcm//epd//ubiC//sgbH//
go_0006113_5	lipA//waaC//
go_0006115_6	nanK//
go_0006124_6	
go_0006144_6	
go_0006145_7	argD//
go_0006146_8	cysG//
go_0006148_9	waaF//
go_0006149_9	ftnA//
go_0006150_9	asd//
go_0006152_7	dld//sucB//tgt//rsmA//gatY//
go_0006154_6	narG//
go_0006161_9	wecB//
go_0006163_6	yqaB//
go_0006164_7	fbp//ddlB//metC//ribF//
go_0006166_6	tgt//
go_0006168_7	lysA//sucD//
go_0006171_9	
go_0006172_9	ydiO//
go_0006177_9	cobS//
go_0006178_7	thrS//
go_0006183_9	argE//
go_0006189_10	entE//fadM//
go_0006203_8	araD//glpB//
go_0006206_6	accD//purU//adiA//
go_0006207_8	accA//prpB//rffC//gcvH//carA//
go_0006208_7	yhdH//uxaC//ispG//ushA//sodB//ubiD//
go_0006209_6	gdhA//
go_0006210_8	adiA//
go_0006212_6	prmC//folM//rutA//recG//adeD//entB//aroH//miaB//mutH//tauD//
go_0006217_9	aceB//
go_0006218_9	folM//
go_0006220_6	pdxH//
go_0006221_7	treA//etk//argH//
go_0006222_9	
go_0006225_9	feaB//
go_0006226_9	wzb//wzc//
go_0006227_9	carB//
go_0006231_9	gmhB//
go_0006233_9	oxc//
go_0006235_9	rihA//
go_0006241_9	speB//
go_0006259_5	yfaU//amyA//gstA//
go_0006260_6	bglB//murD//hemN//ruvA//hinT//purA//fadK//
go_0006261_7	ymdB//rlmG//fadD//
go_0006265_6	rbn//astB//
go_0006266_6	sodA//idnK//dhaK//
go_0006267_5	
go_0006268_9	dusC//ligB//
go_0006269_6	dcyD//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	dadA//rbsK//
go_0006281_6	plsB//aroH//surA//pfkA//waaQ//ligB//pheS//garL//thrA//mrdA//adiA//ribD//ispA//frmA//murB//ltaE//waaY//
go_0006283_8	
go_0006284_7	hisG//leuB//prpC//ppk//thiG//paaH//
go_0006285_6	nadD//nudB//maeA//fau//
go_0006288_8	lpxK//gshB//
go_0006289_7	
go_0006298_7	gmhB//gph//pgl//cmk//
go_0006301_7	
go_0006302_7	opgB//narZ//
go_0006307_8	lysA//gltX//queC//cof//mhpC//
go_0006308_6	maeA//rfbB//pfkA//yihU//
go_0006310_6	rhaB//yfeW//hyi//pykA//pdeL//
go_0006313_4	rluD//
go_0006351_6	glpA//asnA//
go_0006352_7	
go_0006353_7	
go_0006354_7	dnaE//
go_0006355_7	plsB//
go_0006357_8	
go_0006364_9	patZ//rffT//atoB//preT//
go_0006378_8	murF//
go_0006396_7	ilvD//rlmG//arnT//panB//frdC//
go_0006397_8	purL//
go_0006399_8	araB//xdhB//
go_0006400_7	prpC//yggF//pbpC//yfaU//tdcE//
go_0006401_6	mhpB//prs//rffH//waaO//arsC//nrfB//
go_0006402_7	gpmM//rsmG//glgB//serS//ispG//malS//nagK//
go_0006412_6	uvrC//thiM//dbpA//torY//narY//
go_0006413_4	udk//
go_0006414_6	
go_0006415_7	thiL//feaB//
go_0006417_7	ubiI//hemF//
go_0006418_7	thiH//thiL//lgoD//argF//narY//atoB//chbG//yihV//dgoK//bioB//hcaE//
go_0006419_8	waaO//
go_0006420_8	ftnA//
go_0006421_8	hemA//
go_0006422_8	allB//
go_0006423_8	katE//
go_0006424_8	ppx//rsgA//
go_0006425_8	bglA//
go_0006427_8	sbcB//
go_0006428_8	ogt//
go_0006429_8	gapA//
go_0006430_8	trpS//ulaG//
go_0006431_8	moeA//
go_0006432_8	purB//
go_0006433_8	ushA//
go_0006434_8	garL//
go_0006435_8	ulaF//
go_0006436_8	prmB//
go_0006437_8	upp//
go_0006438_8	katG//
go_0006448_8	
go_0006450_4	ynfE//argG//ldtD//ychF//epd//alsE//
go_0006457_3	pfkA//bioA//hcaE//waaG//rlmB//rffT//cysS//
go_0006458_4	
go_0006464_6	atoB//gudD//thiI//puuB//cof//ruvB//leuC//moaD//
go_0006465_6	apaH//lipA//rhaB//
go_0006468_7	glgX//
go_0006470_7	kefF//sdhA//guaA//sucA//tsaE//
go_0006473_8	solA//
go_0006474_6	rluF//trmH//tesB//
go_0006476_8	mtn//
go_0006479_5	curA//deoA//uxaC//yegS//iscS//pdxH//
go_0006486_5	sdaB//
go_0006490_5	ddlA//
go_0006508_5	mltF//nadA//ymdB//rlmJ//garK//lpxB//pheS//folD//rlmB//amiD//cof//gpmM//hemG//rnpA//rutB//dbpA//dacA//cfa//ybhA//mnaT//amyA//alsE//manA//eutD//argH//azoR//lpxT//amyA//serS//pyrF//panB//frlC//sad//
go_0006515_7	etk//ubiI//ybjI//gpt//upp//gmk//tnaA//
go_0006517_6	yihS//acpT//
go_0006518_5	queD//panE//
go_0006523_8	wecC//yjjG//
go_0006524_8	
go_0006526_8	rbsK//cobU//yccX//sodC//dkgA//nanK//aes//
go_0006527_8	pheT//ubiC//pdxJ//purU//mtgA//
go_0006529_7	yfbR//narI//
go_0006530_7	truC//rlmL//waaL//tadA//
go_0006531_7	mutS//
go_0006532_8	argD//xdhB//ascB//
go_0006535_8	galU//cdsA//moaD//
go_0006537_8	cysK//
go_0006538_8	aroF//dcm//
go_0006541_7	serS//lpd//fkpA//gpmM//trmI//
go_0006542_8	ilvN//trpC//
go_0006543_8	
go_0006545_6	rluF//
go_0006546_6	pgaC//truB//gpsA//
go_0006554_8	lyxK//thyA//murC//
go_0006556_5	hmp//
go_0006559_6	paaC//
go_0006561_6	acpT//slyD//
go_0006563_7	bioA//
go_0006564_8	ydiO//rsmB//waaL//ugd//
go_0006565_8	rsmG//pabB//mtn//mdh//napA//
go_0006566_7	pdxK//
go_0006567_8	speA//gapA//purA//fadA//nrfD//nrfC//cueO//
go_0006569_7	tyrS//
go_0006571_7	yihS//puuE//
go_0006593_7	malY//
go_0006598_8	gloC//yfeW//hemA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	paaB//ilvE//
go_0006631_5	dhaL//queC//rbsK//leuB//pyrB//
go_0006633_6	ubiH//insI-2//murC//citG//rnb//waaS//gdhA//glcD//rluA//pphB//ispB//
go_0006635_6	waaY//allB//dinB//aroA//nth//xapA//rdgB//lacZ//frlC//gpmM//ybiV//gcvH//
go_0006636_7	
go_0006637_5	yqhD//aldB//gabD//pyrG//pgpA//
go_0006646_7	
go_0006650_6	
go_0006654_7	pdxK//
go_0006655_7	mmuM//trpA//
go_0006725_4	rffM//
go_0006729_6	lpxP//asnS//
go_0006730_4	rffH//ndk//nfi//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	phnI//kdsB//frc//dapB//glyA//ribE//pgk//napA//mltC//proA//avtA//hcaE//
go_0006749_5	lpxD//citC//
go_0006750_6	xylB//ynfE//
go_0006751_6	iaaA//
go_0006757_5	wrbA//
go_0006760_5	patD//
go_0006761_7	fucI//
go_0006771_5	folC//
go_0006772_6	queF//dmsA//
go_0006777_5	sodC//ppiA//yfdR//pdeH//mutL//
go_0006779_6	coaE//tpiA//asd//nrdE//paaB//
go_0006780_7	aroG//
go_0006782_7	hdhA//dld//prmC//napA//
go_0006783_5	gcvT//acpT//scpB//moaE//nagZ//hcaE//dhaK//
go_0006790_4	pta//pphB//dmsC//glpB//scpC//yigL//lpxC//tdcE//menB//napA//
go_0006791_2	fucI//thyA//abgA//
go_0006793_4	gph//pyrB//
go_0006798_5	ydiF//
go_0006799_5	gluQ//
go_0006801_5	mog//uxaB//nfsB//
go_0006805_4	coaD//ftsI//gluQ//selD//
go_0006807_3	yagE//nrfD//sad//
go_0006808_4	queA//
go_0006810_4	fumA//fabG//yihX//panB//apt//allD//alkB//btuR//glyA//mog//purU//rlmE//sgbH//frdB//purA//gloB//argF//pagP//ftnA//acpH//dxr//bioC//thiI//treC//thiC//gnd//fabI//rlmJ//acpS//rsmA//gloB//pbpC//lpxB//phr//napC//rsmJ//sgbE//cynS//fdhF//bacA//phnO//tcdA//frdC//idnO//hemF//roxA//mepS//proC//proB//alkA//rsmF//rluD//menA//queG//pbpC//pheS//dsdA//rutB//srlD//tpiA//yfeX//mcrA//queD//fbaA//waaY//ydiF//apt//accA//acnA//ushA//yjhH//waaJ//carA//putA//mhpD//pta//pgk//
go_0006811_5	pepD//phnO//gcl//kdsD//murC//rsmA//miaB//ilvA//yeiG//suhB//miaB//
go_0006812_6	fdhF//rbn//
go_0006813_8	pfkB//ispG//nagB//yjjG//folX//metE//cfa//ushA//
go_0006814_8	sodC//ubiE//lpxB//ilvM//
go_0006817_8	umuC//
go_0006820_6	yihV//fabD//nudG//rpiA//metH//
go_0006821_8	deoA//
go_0006824_8	murE//hisG//uvrB//pdxY//
go_0006825_9	hcaF//
go_0006826_9	proC//
go_0006828_9	phnN//
go_0006829_9	rihA//deoB//scpB//prmC//malS//
go_0006833_6	
go_0006835_8	dmsB//lysS//
go_0006847_8	dgoK//
go_0006855_6	torA//moaD//murA//ilvD//aceA//accA//rlmH//nrdF//rlmE//citE//torY//rihB//rfaE//aspC//
go_0006857_7	lyxK//fabI//rutB//
go_0006863_7	argC//
go_0006865_6	mcrB//aroL//dgoK//valS//miaB//entA//truA//kdsB//araB//rlmB//hpt//wzc//ampH//dinB//waaG//moaD//ycjU//yagF//ybjG//insI-2//gcd//
go_0006868_7	ampH//
go_0006869_6	xylB//
go_0006874_8	
go_0006876_8	dcyD//
go_0006878_9	hypB//
go_0006879_9	nudC//puuB//
go_0006880_4	speC//astB//
go_0006882_8	trmH//
go_0006883_8	ilvM//gpsA//dgt//
go_0006884_4	
go_0006885_9	paaG//
go_0006886_5	
go_0006928_3	glmS//
go_0006935_4	nhoA//rutB//gluQ//hcaD//yciV//
go_0006970_4	fadA//lpxH//slyD//waaG//glgP//guaA//
go_0006972_5	rlmD//allB//ribF//dcd//ampH//
go_0006974_5	idi//yggF//murC//carB//cysN//tyrA//hisC//lpxK//ribE//bioH//hyi//treA//cadA//fadJ//puuC//tgt//glxK//yfaU//mhpD//aroH//kefF//thiG//betB//trpE//galT//rihA//rsmE//glxR//polB//iaaA//add//nfsB//bioC//abgA//fadB//sgbE//nrdE//thrS//fumC//pdeF//dfp//pdxH//tsaE//fumB//acs//phnG//rpe//paaE//rluE//rihB//pyrD//argE//gldA//alkA//lysC//rnt//ispF//cysC//yahK//acpH//ispU//gadA//dmsC//rlmL//iaaA//murE//frlB//moaD//panE//phnJ//ftnA//ilvB//trmL//argS//ychF//torZ//mug//tdcE//ribA//fcl//yfeX//malY//glyS//dsdA//rne//ygjK//mug//pheS//rsmG//yccX//lpxP//glk//alsE//pgpC//ligB//
go_0006979_4	fabD//pgk//cynT//nadE//umpG//hcaD//maeA//dapB//alaA//lysC//moaD//chbG//ppc//iaaA//paaZ//ubiH//pheT//tdh//waaB//fadM//adiA//kdsD//cpsG//cysE//dosP//folX//
go_0006986_5	serB//
go_0006995_6	lipB//rutD//
go_0007059_3	ppiC//amyA//
go_0007062_4	
go_0007155_3	ubiI//
go_0007165_3	folE//paaH//
go_0007234_5	
go_0007584_4	
go_0008033_9	gloB//yqhD//torA//mak//dnaE//folD//yagF//ydiO//
go_0008104_4	
go_0008152_2	ilvC//frlC//speC//aroE//gabT//cpsB//narI//rfbB//manA//phnO//mhpD//ssuE//fabB//gshA//aldB//glnS//narZ//
go_0008156_8	
go_0008219_3	
go_0008272_6	sodB//arnT//
go_0008295_6	pabC//tsaD//cdsA//
go_0008299_5	ygeX//
go_0008360_4	lpxK//torA//lpoB//fbp//entC//scpB//ftsI//hinT//leuS//thyA//tktB//
go_0008610_5	metG//alkA//ileS//bioF//
go_0008615_6	poxB//entD//bioH//aes//lldD//hemC//gpsA//
go_0008616_8	luxS//hisG//fucK//adhP//ubiD//trmA//
go_0008643_6	garL//astB//proB//mhpB//aspA//fadI//tpiA//idi//leuB//hisA//uxaA//rutD//folC//epmB//waaO//prpC//garD//yeiG//
go_0008652_5	aroB//cobS//gapA//paoC//frdC//arnT//nudG//sdaA//
go_0008653_5	
go_0008654_5	ssuE//mhpB//hinT//gmd//
go_0009050_6	thiE//mcrB//
go_0009052_6	deoC//purA//kdsB//dapB//cysI//glyS//
go_0009056_3	yjjX//
go_0009058_3	bioC//hisA//mutL//maeA//
go_0009060_6	ybcF//dgcZ//ansB//kdsA//folA//sdhA//phr//
go_0009061_6	hemF//rhaM//citE//yjcS//pgsA//murI//rsgA//epd//abgB//yihS//ttdB//lpxT//yqaB//murC//uvrA//valS//gcvP//hyaA//rsuA//prs//tsaB//
go_0009062_6	ampH//
go_0009063_5	recG//pgm//cmoA//
go_0009070_7	speE//
go_0009073_6	paoC//hycB//dhaL//ldtB//ldtC//yciA//chbG//gloA//oxc//yqaB//gdhA//
go_0009081_5	ogt//adeD//
go_0009082_6	carB//pncB//cdd//dacD//aroB//glcE//recR//
go_0009085_8	cpsB//
go_0009086_7	ydiF//frmA//yidA//mltF//cmk//
go_0009088_8	ung//speG//
go_0009089_6	birA//acs//trpE//gntK//prpC//cmoB//
go_0009090_8	rutE//glxK//rph//pgaD//
go_0009092_7	fadE//
go_0009093_7	
go_0009094_6	rutC//fadJ//pgl//
go_0009097_7	aceF//lysU//cysD//fcl//yfiC//
go_0009098_7	pfkB//hyaA//aroB//ubiI//fbp//csdA//
go_0009099_7	folP//argF//pldB//nudC//tesB//mgsA//narI//
go_0009102_6	cheR//ribC//dacA//pgpC//yqaB//treF//entC//yihV//tdcE//
go_0009103_6	argK//frdB//dkgB//pepD//ligA//tesB//cpsB//hisG//idnK//
go_0009106_5	pyrF//
go_0009107_6	ldtB//pepD//
go_0009108_6	umpH//
go_0009116_5	aceB//yeiG//
go_0009142_7	uxaC//
go_0009143_7	treA//
go_0009152_8	queG//
go_0009157_8	yfaU//
go_0009166_7	eptA//ldcC//
go_0009168_9	rlmF//
go_0009220_8	aroL//sufS//
go_0009224_9	rlmF//
go_0009226_6	hisC//kefF//
go_0009228_7	apt//pepD//yhdH//tsaD//ampH//yghU//oxc//uxuB//ssuE//
go_0009229_6	rsgA//yjiA//
go_0009231_6	lpcA//sdhC//mazG//cpdA//serC//hchA//dkgA//
go_0009234_7	dut//wecC//ldhA//rluE//selA//glpK//dhaL//entE//rluF//
go_0009236_6	speC//moeA//nagA//glpB//ilvA//mutS//
go_0009237_4	rlmA//caiD//
go_0009239_6	rsmJ//ubiA//bglB//hcaF//arsC//thiM//pheT//rfbB//
go_0009240_6	yciV//
go_0009242_6	thiM//trpC//asnA//nadB//malP//ghrB//pabB//narZ//
go_0009243_7	tdcE//
go_0009244_7	torY//aceB//pdxA//carB//folP//pgk//pabC//folD//dgoK//glgC//dapA//phnH//thrC//gadA//cysM//gpsA//torZ//yfeW//mog//lyxK//mepS//murQ//
go_0009245_6	poxB//rffG//eutD//pdeL//maa//acs//etp//recR//def//
go_0009246_6	dhaM//btuR//waaY//argD//paaJ//nadD//
go_0009249_6	deoB//truB//clsA//
go_0009250_7	
go_0009251_7	waaU//
go_0009252_7	rrrD//nudC//phnG//kbaZ//gudD//chbG//aceB//puuC//cysD//hemC//mgsA//curA//proC//garD//purF//mmuM//recF//metB//carB//coaE//argA//phnO//fadI//hemF//lpxK//
go_0009253_8	tmcA//pncB//ushA//phnP//queF//rlmD//birA//rbsD//polB//dacA//
go_0009254_8	yjcS//uxaA//pinE//rlmF//ppiC//nudB//thrA//relA//bioA//speD//nagK//
go_0009257_8	hchA//yfaU//dgcT//chbG//
go_0009263_6	rsmB//phnM//
go_0009264_6	truB//hisD//
go_0009265_7	proS//
go_0009266_4	ydiO//rlmB//hyaA//waaC//acpT//rrrD//
go_0009267_5	queA//aldB//
go_0009268_4	dam//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	dkgB//
go_0009297_6	
go_0009298_7	mutH//gabT//udp//
go_0009305_7	yegS//
go_0009306_4	
go_0009311_5	
go_0009314_4	trpD//acnA//malP//phnO//yhdH//uxaA//patZ//ampD//purF//hcaE//phnP//glcD//gloB//eda//uvrC//cyaA//puuA//
go_0009372_5	kdgK//yagE//ansB//
go_0009396_6	ldcC//dsdA//
go_0009398_7	ftsI//
go_0009401_7	selB//wzc//speE//mutS//tktA//ppc//ugd//folX//moeA//folX//lgoD//umuC//paaG//trmH//otsB//paaB//hemN//gatZ//thiI//fkpB//
go_0009403_5	
go_0009405_4	
go_0009407_3	rlmB//
go_0009408_4	epd//selA//relA//hcaF//pabB//umuC//arnB//yfcG//pyrB//lplA//sgbU//nth//tatD//frmB//fadE//mltF//pabA//astC//abgA//rluB//ubiD//rsmE//frdA//waaY//cynT//wzc//
go_0009409_4	cysM//iaaA//
go_0009410_4	malP//
go_0009411_6	pfkB//cobC//orn//rph//pta//melA//torZ//cueO//thiG//
go_0009416_5	tsaC//gloB//
go_0009423_8	rfbC//sdaB//csdA//nagB//
go_0009432_5	tyrS//waaU//fre//pyrG//curA//
go_0009435_9	nrdB//etp//hemF//metG//epd//
go_0009436_6	ydiB//pyrC//cof//prpB//
go_0009437_5	
go_0009438_5	
go_0009440_6	hisF//sodC//fadJ//
go_0009442_7	mrcA//sdaB//gutQ//plsC//adk//
go_0009443_5	selA//truC//speC//
go_0009446_6	mrcB//metF//
go_0009447_6	aceF//hflX//folM//leuS//ttdA//hemN//ygjK//paaE//
go_0009450_6	gpt//amiD//phnJ//betB//
go_0009451_6	pyrF//nrdB//thiC//hycB//
go_0009593_4	
go_0009597_5	
go_0009636_4	sad//ldhA//ansB//surA//kdsC//
go_0009637_6	
go_0009651_5	
go_0009697_5	yagF//
go_0009758_2	abgB//
go_0009785_5	
go_0009970_6	ansB//nrfB//glgX//
go_0009972_10	mepS//
go_0009992_5	ppsA//gpp//yggF//
go_0010033_4	
go_0010038_5	
go_0010039_6	rutB//
go_0010041_7	ygjK//patA//
go_0010042_6	waaU//
go_0010043_6	nadK//dapD//
go_0010045_6	nudC//
go_0010106_6	
go_0010124_4	talB//yihS//apt//gltX//cdsA//fre//phnI//thiE//
go_0010133_7	glnA//
go_0010139_7	narV//
go_0010165_6	garD//guaB//gatZ//yeiG//entB//tsaB//xthA//accD//
go_0010212_5	gntK//
go_0010226_6	hcp//
go_0010243_5	
go_0010272_6	fadE//
go_0010273_4	ubiG//acpH//cyoE//
go_0010312_3	hypF//
go_0010332_6	
go_0010350_6	
go_0010438_6	ribE//pdeF//
go_0010447_5	nudG//rlmA//
go_0010468_6	tsaE//
go_0010498_6	sgbH//ttdA//mnmA//thiH//
go_0010501_7	gapA//pgpC//
go_0010557_7	
go_0010608_7	hcaB//
go_0010628_7	
go_0010629_7	ghrB//
go_0010676_7	
go_0010699_4	allD//phnH//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	ddlB//dusB//etk//gcl//sdhD//rutA//sodA//hemL//cpdB//
go_0015031_5	mrcB//nudF//mepS//adk//mltD//purC//pgsA//thrC//
go_0015074_6	
go_0015628_5	
go_0015670_6	tktA//
go_0015673_9	preA//
go_0015675_9	yqjH//
go_0015679_10	mazG//
go_0015682_8	glmM//
go_0015684_9	gor//deoB//ulaG//insI-2//
go_0015685_8	metK//hemL//
go_0015687_7	murI//
go_0015688_6	hisB//puuE//
go_0015689_8	lsrG//
go_0015691_9	waaH//mutY//
go_0015692_8	glyS//
go_0015693_9	glcB//
go_0015696_6	ynfH//
go_0015698_7	galU//
go_0015699_8	tktA//
go_0015700_8	udk//
go_0015706_6	rfaD//ulaG//paaZ//
go_0015707_6	curA//pgl//cobT//scpB//
go_0015709_6	kbaY//
go_0015710_8	gluQ//mocA//
go_0015712_7	ruvB//
go_0015718_8	rlmD//
go_0015721_7	citE//yccX//gor//
go_0015724_7	arnT//
go_0015726_8	yciA//
go_0015733_7	frc//
go_0015734_6	nrfC//
go_0015736_9	cobU//
go_0015739_7	trmI//
go_0015740_9	rffM//phnH//scpC//
go_0015741_10	katE//icd//
go_0015747_6	ddlB//
go_0015748_6	uvrB//
go_0015749_7	gph//truB//yfcF//sgbE//ansA//wcaJ//ghrB//
go_0015751_9	epd//prpB//
go_0015752_9	treC//trmI//
go_0015753_9	fbaA//truC//
go_0015754_9	yjhH//
go_0015755_9	treF//valS//ravA//
go_0015756_9	gntK//paaF//
go_0015757_9	nudC//hemE//aphA//frmA//
go_0015760_8	gabD//
go_0015761_9	waaB//
go_0015762_9	lacZ//
go_0015764_7	cdsA//udp//cysQ//
go_0015765_8	rsmC//argC//
go_0015767_9	tig//speE//kdgK//
go_0015768_9	dusB//mgsA//dadA//
go_0015769_9	hyaA//
go_0015771_9	thiH//alkB//trpC//
go_0015772_7	clsC//pinE//nrdA//
go_0015774_7	glnS//
go_0015778_7	mhpD//
go_0015793_7	acpT//lpxT//
go_0015794_7	frlC//yjjX//
go_0015795_7	pabA//xylB//
go_0015796_7	purC//
go_0015797_7	fadD//yjiA//citG//
go_0015803_7	bfr//aspC//lipB//
go_0015804_7	gldA//prmC//
go_0015806_6	speG//
go_0015807_7	cpsB//rfbC//rihB//tyrS//fadH//gabT//
go_0015808_8	dmsC//hcaC//
go_0015809_7	speG//
go_0015810_8	gnd//yegS//
go_0015811_7	dgkA//waaB//
go_0015813_6	allB//otsB//umpG//
go_0015814_7	entC//
go_0015816_6	recJ//
go_0015817_7	murF//queG//
go_0015818_7	ulaF//fabD//
go_0015820_7	napA//pflB//narG//truD//queF//
go_0015821_7	mtn//aroD//
go_0015822_7	entB//
go_0015823_7	hflX//rpiB//yjhH//kdsC//sthA//
go_0015824_7	polA//adiA//ynfF//
go_0015825_8	phnH//
go_0015826_7	fadJ//gudD//pgaB//
go_0015827_7	dacA//pinE//murD//
go_0015828_7	cheR//yfcF//
go_0015829_7	dgoD//deoB//dmsA//
go_0015830_7	yfcG//
go_0015833_6	cobS//thiC//cmoB//murI//yagF//nadE//ampH//cof//cpsB//gatZ//
go_0015834_7	nadA//waaC//
go_0015835_6	rfbB//
go_0015836_7	nrfA//yihS//
go_0015839_7	ascB//
go_0015846_6	frmB//ampH//
go_0015847_7	cdh//lipB//yqjH//rlmH//galU//
go_0015848_7	pheS//waaS//
go_0015851_6	
go_0015853_8	uxuB//dusC//
go_0015856_8	lsrK//
go_0015857_6	napA//sdaA//
go_0015858_7	tmcA//hemB//nrdE//
go_0015860_7	argG//fumC//
go_0015861_9	ispG//glnE//
go_0015862_9	folE//folA//
go_0015863_8	narG//
go_0015864_8	moaE//
go_0015871_6	ldtD//rhaM//zwf//thiC//
go_0015878_6	
go_0015879_9	pgi//
go_0015882_7	yeaE//
go_0015886_6	yqjH//leuD//
go_0015887_7	ydfG//
go_0015888_6	opgB//
go_0015889_6	uxaB//hyaA//sad//
go_0015891_6	rffC//
