# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	cpdA//
go_0006096_6	mutL//ogt//paaA//ssuE//gltB//ushA//allC//wzc//hisF//tyrS//phnL//abgB//epmC//
go_0006097_5	def//dcyD//slyD//umuC//lipA//
go_0006098_6	prs//kefF//ybiV//metL//hypF//
go_0006099_4	insI-2//folD//cynS//ilvD//nanK//dut//caiB//udp//gadA//glcB//metF//tdcD//cyoE//
go_0006103_5	yhdH//tag//aceB//truC//
go_0006104_6	murB//
go_0006105_5	pgaC//
go_0006106_8	wrbA//
go_0006107_8	
go_0006108_8	lpxP//opgE//insI-1//alkA//
go_0006113_5	bglB//fre//
go_0006115_6	nudB//
go_0006124_6	
go_0006144_6	
go_0006145_7	cobU//
go_0006146_8	fadH//
go_0006148_9	glgC//
go_0006149_9	nadE//
go_0006150_9	lyxK//
go_0006152_7	otsA//tdcD//uxuA//ldcC//ydiB//
go_0006154_6	ddlB//
go_0006161_9	ulaD//
go_0006163_6	hcaD//
go_0006164_7	pdeF//bioF//bacA//narH//
go_0006166_6	gstB//
go_0006168_7	phnG//eptA//
go_0006171_9	
go_0006172_9	prpB//
go_0006177_9	recG//
go_0006178_7	accA//
go_0006183_9	purF//
go_0006189_10	rfbD//etk//
go_0006203_8	phoA//tsaC//
go_0006206_6	zwf//ahr//sgbH//
go_0006207_8	idnK//hyi//tdcD//sdhD//murD//
go_0006208_7	pyrB//trmL//treA//ascB//betA//udk//
go_0006209_6	rnd//
go_0006210_8	aes//
go_0006212_6	mnmA//fruK//dcd//gcvP//dmsC//adeD//bioA//mrcA//ubiF//rlmD//
go_0006217_9	dxr//
go_0006218_9	dsdA//
go_0006220_6	queA//
go_0006221_7	accC//araD//citG//
go_0006222_9	
go_0006225_9	nrdA//
go_0006226_9	tehB//dnaE//
go_0006227_9	aes//
go_0006231_9	metC//
go_0006233_9	cobC//
go_0006235_9	ybhA//
go_0006241_9	murE//
go_0006259_5	lgoD//araD//guaD//
go_0006260_6	rsmA//alaS//rbsK//tehB//tesB//fadD//narI//
go_0006261_7	gloB//proC//purF//
go_0006265_6	pgaB//rfaE//
go_0006266_6	sbcB//hemF//hyaB//
go_0006267_5	
go_0006268_9	ogt//pyrB//
go_0006269_6	psd//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	yjcS//rfaD//
go_0006281_6	cobT//menC//srlD//insI-1//metK//ushA//selA//fucK//nanE//mraY//hycB//cpsB//ligB//glxR//srlD//moaD//proS//
go_0006283_8	
go_0006284_7	pck//yjjX//ldtA//lyxK//thiC//cdsA//
go_0006285_6	pcm//purD//selD//sgbE//
go_0006288_8	guaC//mhpA//
go_0006289_7	
go_0006298_7	ldtD//suhB//ppc//hemA//
go_0006301_7	
go_0006302_7	rhaD//pyrF//
go_0006307_8	argA//leuC//rlmE//pcm//tyrS//
go_0006308_6	asd//thiI//recO//atoB//
go_0006310_6	idi//nrdA//selB//dmsC//phoA//
go_0006313_4	narG//
go_0006351_6	lpxK//garR//
go_0006352_7	
go_0006353_7	
go_0006354_7	cmoB//
go_0006355_7	purD//
go_0006357_8	
go_0006364_9	murD//arnT//frdD//cysD//
go_0006378_8	phr//
go_0006396_7	yhdJ//thrC//nadK//kefF//ldcC//
go_0006397_8	insI-1//
go_0006399_8	fes//idnO//
go_0006400_7	hemH//mutT//trpC//nrfB//kbaZ//
go_0006401_6	hypF//ynfH//carB//rfbB//ubiH//hcaD//
go_0006402_7	rffH//putA//ilvD//ybcF//ilvN//pyrC//fabH//
go_0006412_6	pgi//uxaA//purB//pcm//hemB//
go_0006413_4	pdxB//
go_0006414_6	
go_0006415_7	rsgA//nadK//
go_0006417_7	lpxL//apaH//
go_0006418_7	ispA//lpxL//kbaY//garD//epmA//ilvD//ynfH//ubiG//pdxJ//waaU//tdcG//
go_0006419_8	cysH//
go_0006420_8	hycB//
go_0006421_8	pnp//
go_0006422_8	psd//
go_0006423_8	pdxY//
go_0006424_8	prmC//yieF//
go_0006425_8	thiM//
go_0006427_8	bioA//
go_0006428_8	lpxP//
go_0006429_8	metL//
go_0006430_8	menF//proS//
go_0006431_8	prmC//
go_0006432_8	tdh//
go_0006433_8	fadJ//
go_0006434_8	rpe//
go_0006435_8	adiA//
go_0006436_8	nanE//
go_0006437_8	mnaT//
go_0006438_8	melA//
go_0006448_8	
go_0006450_4	ybjI//chbG//fbp//araA//purC//entA//
go_0006457_3	dacD//ubiF//nadC//lgoD//phnN//gcvT//narI//
go_0006458_4	
go_0006464_6	nrdD//fre//speC//glxK//ybhA//cobT//ilvD//miaA//
go_0006465_6	paaF//araD//purU//
go_0006468_7	glpD//
go_0006470_7	glgA//alaA//miaA//nirD//frlC//
go_0006473_8	serC//
go_0006474_6	phnO//rrrD//yfbR//
go_0006476_8	frc//
go_0006479_5	wzb//gloB//rihA//udp//glpA//phnO//
go_0006486_5	hemF//
go_0006490_5	ispG//
go_0006508_5	garD//cysK//pyrE//pdxB//mak//ribE//ubiC//ppk//yciV//cysD//tsaD//rluD//thiC//pncB//adhP//lplA//aroA//speE//allD//mutY//cpsB//entC//prs//udk//malY//ddlB//azoR//plsC//fes//murF//accD//rsgA//ttdA//
go_0006515_7	umuD//scpB//ldtB//glxK//wcaJ//dbpA//ravA//
go_0006517_6	abgB//waaJ//
go_0006518_5	ulaD//trmI//
go_0006523_8	entC//napC//
go_0006524_8	
go_0006526_8	lpxC//tesB//phnO//fdhF//gutQ//lpxK//gpp//
go_0006527_8	rfaD//dapD//scpB//ynfH//mltD//
go_0006529_7	yfaU//glgP//
go_0006530_7	dnaQ//garK//acpH//nadE//
go_0006531_7	aceA//
go_0006532_8	trpS//glgX//carA//
go_0006535_8	rlmM//fkpB//prpD//
go_0006537_8	waaZ//
go_0006538_8	frlB//nirD//
go_0006541_7	phnI//valS//kdsB//ssuD//apt//
go_0006542_8	hemL//rffM//
go_0006543_8	
go_0006545_6	alkB//
go_0006546_6	nrdF//lipB//leuA//
go_0006554_8	proS//yjjG//gcvT//
go_0006556_5	pfkB//
go_0006559_6	rluB//
go_0006561_6	argC//cpsB//
go_0006563_7	nirD//
go_0006564_8	nudC//moaE//ubiF//treF//
go_0006565_8	gpsA//queD//birA//rffG//fucA//
go_0006566_7	yegS//
go_0006567_8	fucK//queG//dgcZ//frdA//nudB//guaA//ispB//
go_0006569_7	glpX//
go_0006571_7	dut//ppk//
go_0006593_7	yagF//
go_0006598_8	mcrB//glgA//mtn//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	kbaZ//pgaC//
go_0006631_5	nadK//fucI//prmB//garL//caiB//
go_0006633_6	ligB//sodA//metH//gatY//patZ//gabT//tcdA//tdh//gatY//gabT//dfp//
go_0006635_6	mepS//cheR//cynS//gluQ//metF//napA//carB//mhpB//ubiG//aroC//gshA//waaF//
go_0006636_7	
go_0006637_5	eno//mhpA//yjhH//ribE//recO//
go_0006646_7	
go_0006650_6	
go_0006654_7	ybcF//
go_0006655_7	citG//folP//
go_0006725_4	gadA//
go_0006729_6	narV//amyA//
go_0006730_4	hemA//ndh//pdxH//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	rffT//argI//puuC//rsmH//thiH//ilvI//prs//gshA//bcsA//yfcG//acs//lpxB//
go_0006749_5	valS//tcdA//
go_0006750_6	birA//sucC//
go_0006751_6	codA//
go_0006757_5	sucB//
go_0006760_5	selD//
go_0006761_7	tsaC//
go_0006771_5	betA//
go_0006772_6	paaJ//truB//
go_0006777_5	rluF//fadD//pfkA//folP//yciV//
go_0006779_6	preT//suhB//pdeL//sucC//narV//
go_0006780_7	hemE//
go_0006782_7	rnpA//lgoD//panC//serA//
go_0006783_5	hcaD//yeaG//fes//accA//ycaO//dcd//eutB//
go_0006790_4	lpxK//glmU//rnb//glgA//nrdA//chbG//selD//glpX//poxB//ddlA//
go_0006791_2	metK//yegS//rluE//
go_0006793_4	otsA//phnO//
go_0006798_5	ybcF//
go_0006799_5	epmB//
go_0006801_5	queA//gor//nudF//
go_0006805_4	treC//waaO//mog//torZ//
go_0006807_3	aroF//pbpC//argG//
go_0006808_4	der//
go_0006810_4	ybcF//pgk//trmH//ispA//fucI//malZ//cpdA//yihT//aspA//dmsA//mrcA//folE//rlmD//hchA//epmA//nirB//folE//rsgA//ldcC//murQ//rsmG//patD//lipA//acs//treC//eda//folD//rne//ftsI//rhaA//garD//rutA//psuG//thiG//ilvN//rffC//fadE//alsE//mutY//bioD//argB//purA//cpsB//glcD//cysE//gcd//tktB//aspA//mutY//puuA//maa//ung//gpt//mmuM//slyD//glcD//uvrB//rrrD//rlmD//nanA//phr//serC//argH//opgE//rlmB//hisF//waaG//ispA//rnt//nagB//narH//recR//metL//appA//birA//fabG//ybhA//
go_0006811_5	gluQ//ygjK//putA//alaC//eptB//miaA//add//dmsA//nudG//galM//rhaB//
go_0006812_6	dkgA//adiA//
go_0006813_8	ppsA//tpiA//kdsD//argH//nadD//lpxD//ispF//ispU//
go_0006814_8	tdk//entD//ribB//lpxL//
go_0006817_8	rlmL//
go_0006820_6	malS//upp//ubiX//fdhF//ldhA//
go_0006821_8	ppsA//
go_0006824_8	rihB//dacC//arsC//ftnA//
go_0006825_9	phnP//
go_0006826_9	gltB//
go_0006828_9	yeaE//
go_0006829_9	ulaF//recO//mcrB//pagP//nudC//
go_0006833_6	
go_0006835_8	gdhA//ulaG//
go_0006847_8	fucO//
go_0006855_6	hcaC//metF//cyaA//ribF//purB//lpxB//dnaQ//dgoA//glmU//dgt//pgi//gabD//araD//yciV//
go_0006857_7	ubiH//upp//mug//
go_0006863_7	ispH//
go_0006865_6	cheB//hyi//treC//aroE//rsmA//ynfH//waaQ//codA//patD//folC//ilvN//recJ//moaD//xapA//pgaB//hycB//ahr//preA//fumC//dapF//yagE//
go_0006868_7	citE//
go_0006869_6	ubiF//
go_0006874_8	
go_0006876_8	hisH//
go_0006878_9	selA//
go_0006879_9	nudB//pdeL//
go_0006880_4	narI//aspC//
go_0006882_8	lyxK//
go_0006883_8	ispA//nudG//narG//
go_0006884_4	
go_0006885_9	rpiA//
go_0006886_5	
go_0006928_3	guaA//
go_0006935_4	pdxH//ddlA//rihC//umpH//yhdH//
go_0006970_4	ilvB//ravA//cobB//chbG//dapA//arsC//
go_0006972_5	tdcG//deoD//abgB//ada//rlmD//
go_0006974_5	glmS//surA//nudB//pdxK//lpxL//metG//dosP//ubiG//paaA//waaC//lplA//ndh//sdhC//amiD//hcaE//thiI//trpC//hemG//bfr//murI//speE//panB//fadH//mnmA//clsA//cdsA//pdxY//sucA//gshB//narY//adhE//rsmC//caiB//mtn//plsB//hemG//dld//miaA//glgP//pgl//polB//dcyD//fadA//epmB//umuC//ileS//lacZ//waaA//ndk//rnd//guaA//prpC//cysQ//udk//rfbC//hypB//selB//opgE//rlmG//lpd//mrcB//gcvH//luxS//argB//ascB//tauD//glpC//ddlB//birA//sdaA//rffC//tsaE//waaS//fabI//guaD//pldB//serB//glmM//ispF//yegS//ldtE//rsuA//abgB//citE//ftnA//ilvE//nrfD//pgm//aspC//sucC//mtgA//gcd//lpxT//clsA//purN//
go_0006979_4	recF//mhpB//selB//talB//tnaA//hemN//menE//uvrA//fadJ//ubiD//yfdR//ahpC//nanK//cmoB//murI//abgB//thrA//ilvA//wzb//yfeX//lpoB//argC//ispG//upp//aes//hinT//
go_0006986_5	rluC//
go_0006995_6	lysS//selB//
go_0007059_3	galE//waaY//
go_0007062_4	
go_0007155_3	cysG//
go_0007165_3	gutQ//hemF//
go_0007234_5	
go_0007584_4	
go_0008033_9	metF//aroD//bioC//dkgA//bioC//panC//pflB//gltX//
go_0008104_4	
go_0008152_2	yccX//rlmI//purU//ulaE//lpd//coaE//frdA//frdD//prpD//csdA//paoC//ftsI//argF//murB//aes//paaE//gcvT//
go_0008156_8	
go_0008219_3	
go_0008272_6	lysS//ydiF//
go_0008295_6	pdxJ//dcyD//ruvA//
go_0008299_5	hflX//
go_0008360_4	mog//dxs//rffM//selA//yfeX//ndh//cyaA//ldtE//glpC//ansB//gpp//
go_0008610_5	uxaC//rnd//nagZ//xthA//
go_0008615_6	tdcB//pepD//rsmI//umpG//nrfD//folM//talB//
go_0008616_8	frlB//talB//hpt//yciV//ghrB//purF//
go_0008643_6	apt//pabA//pgpB//hypB//aroF//ackA//dhaL//araB//eptA//ydiB//ribF//uxaC//ubiE//speC//ansB//dacC//fbaA//ldtA//
go_0008652_5	frlB//kefF//waaY//dmsB//bcsA//sufS//ribE//pdeF//
go_0008653_5	
go_0008654_5	alkA//ruvC//folA//ubiI//
go_0009050_6	manA//metH//
go_0009052_6	yciA//guaC//dxs//waaP//mltF//ulaD//
go_0009056_3	proB//
go_0009058_3	preA//azoR//tadA//glnA//
go_0009060_6	pdxJ//fucI//kduD//nadE//cysD//pgpA//ilvI//
go_0009061_6	ssuE//aldB//atoB//ttdB//purT//glxR//trpS//miaA//garD//ung//ppsA//srlD//rbn//nanA//panE//bioB//yjiA//rsgA//cpsG//waaJ//mog//
go_0009062_6	thiC//
go_0009063_5	poxB//yjcS//ispA//
go_0009070_7	mhpA//
go_0009073_6	yahK//glmS//dacA//cysC//cyoE//alkA//nagA//hemD//menF//cpsB//murG//
go_0009081_5	rnt//sucD//
go_0009082_6	yfdR//wecB//sucB//fkpA//opgB//dapD//nhoA//
go_0009085_8	gapA//
go_0009086_7	ppsA//rsmI//murF//roxA//ispB//
go_0009088_8	fruK//thyA//
go_0009089_6	ubiG//dinB//rne//selB//lsrK//umpG//
go_0009090_8	rsmD//ahpC//rph//opgB//
go_0009092_7	rlmI//
go_0009093_7	
go_0009094_6	uxuA//nrdF//trmL//
go_0009097_7	fcl//lysA//aspA//mtn//rhaB//
go_0009098_7	eptC//rsmI//speD//bglB//kefF//ispU//
go_0009099_7	fre//dgcM//ispB//idnK//bioH//tmk//mcrA//
go_0009102_6	galM//pykA//cheB//cpsG//aldB//tig//pgpA//murD//coaA//
go_0009103_6	epmC//ssuD//yeaE//gntK//suhB//rsmF//nrdB//alaC//rbsK//
go_0009106_5	frdC//
go_0009107_6	puuB//ahpC//
go_0009108_6	napB//
go_0009116_5	yihS//opgE//
go_0009142_7	gabD//
go_0009143_7	ansB//
go_0009152_8	ruvA//
go_0009157_8	napC//
go_0009166_7	hisI//surA//
go_0009168_9	folD//
go_0009220_8	pdxA//waaB//
go_0009224_9	menE//
go_0009226_6	waaP//iaaA//
go_0009228_7	gabT//cdsA//panD//dusB//purA//fabG//abgA//bioA//menE//
go_0009229_6	gldA//ydiO//
go_0009231_6	ribD//dxr//menA//ligA//yfcG//moeA//aroC//
go_0009234_7	proA//ribB//thiE//rnt//ansA//apaH//rihA//arnT//cdh//
go_0009236_6	cpdA//dcm//folM//mtlD//ppsA//trpB//
go_0009237_4	epmA//sdaB//
go_0009239_6	thrB//gpt//agp//pnp//hemF//citC//yqhD//gdhA//
go_0009240_6	mltD//
go_0009242_6	mrcB//pcm//paoC//mgsA//tmk//prmC//fadM//feaB//
go_0009243_7	pgi//
go_0009244_7	cysE//glgC//speD//dgkA//birA//sgbH//lyxK//deoB//nrdD//purU//murD//eda//nudB//rlmM//gltX//purL//thrA//bioA//mak//aes//hchA//pabA//
go_0009245_6	ugd//trpA//yihV//chbG//yjjX//rhaB//nadD//xapA//queC//
go_0009246_6	hyaA//cheB//sgbE//rhaD//alkA//ltaE//
go_0009249_6	paaG//waaY//yqaB//
go_0009250_7	
go_0009251_7	ligA//
go_0009252_7	dcd//ssuE//yieH//btuR//kefF//thiH//purC//narY//accB//ndh//glmS//glmU//narG//acpT//gntK//glyS//guaB//truC//gpsA//pdxH//ubiI//abgB//apaH//ldcC//uvrC//
go_0009253_8	miaA//pgsA//psd//gldA//fabH//recO//mhpD//eno//nfi//sucC//
go_0009254_8	cysI//aroC//proB//metL//pcm//ycaO//hisC//umpG//fabZ//yhdH//ilvM//
go_0009257_8	frdA//thiL//hemN//psd//
go_0009263_6	sgbH//ppc//
go_0009264_6	aroG//hpt//
go_0009265_7	caiB//
go_0009266_4	argB//ribD//glgA//ligA//sdhC//phnJ//
go_0009267_5	rlmM//murE//
go_0009268_4	leuA//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	coaA//
go_0009297_6	
go_0009298_7	yajO//proC//ubiD//
go_0009305_7	ascB//
go_0009306_4	
go_0009311_5	
go_0009314_4	hisS//rlmD//etk//icd//kdgK//tktB//yqaB//treC//waaS//pdxB//thiM//hypB//add//asnA//tmcA//nrdF//pdxK//
go_0009372_5	cdsA//malS//hemH//
go_0009396_6	coaD//hflX//
go_0009398_7	waaY//
go_0009401_7	mepS//fbaA//eptC//pphA//trmJ//paaH//argF//mtgA//rfaD//idi//kdsD//nrdB//hinT//aphA//napB//ubiG//uxaA//metH//ynfE//malZ//
go_0009403_5	
go_0009405_4	
go_0009407_3	arsC//
go_0009408_4	pyrF//ubiF//lpxL//gnd//bglA//ttdA//waaA//tmk//tdcE//gshB//frc//cheR//glpC//murE//idnD//menD//accB//mdh//tdcB//adk//gpp//paaA//nemA//yjcS//pcm//wecB//
go_0009409_4	tktA//glgB//
go_0009410_4	thiI//
go_0009411_6	yjcS//hemF//rnpA//ilvE//prmB//pepD//gadB//entA//guaD//
go_0009416_5	scpC//xdhB//
go_0009423_8	folX//yqjH//ilvD//sodC//
go_0009432_5	dhaL//bcsA//abgA//deoB//gcvT//
go_0009435_9	rsgA//galM//recR//sucC//wrbA//
go_0009436_6	trmJ//citC//dadA//maeA//
go_0009437_5	
go_0009438_5	
go_0009440_6	dmlA//serA//hemL//
go_0009442_7	ychF//tsaB//mmuM//dkgB//umuD//
go_0009443_5	fucA//metF//rpiA//
go_0009446_6	thyA//psuG//
go_0009447_6	ybcF//rluF//ribB//lpoB//mltB//ackA//argD//pyrF//
go_0009450_6	bacA//speB//phnN//gutQ//
go_0009451_6	ruvB//rhaD//tatD//murF//
go_0009593_4	
go_0009597_5	
go_0009636_4	acnB//ribC//bglX//purU//glnA//
go_0009637_6	
go_0009651_5	
go_0009697_5	hcaF//
go_0009758_2	waaP//
go_0009785_5	
go_0009970_6	sgbE//rutD//katG//
go_0009972_10	uxaB//
go_0009992_5	gcvH//ldtC//hpt//
go_0010033_4	
go_0010038_5	
go_0010039_6	mngB//
go_0010041_7	ascB//yjhH//
go_0010042_6	aroL//
go_0010043_6	pheS//udk//
go_0010045_6	entF//
go_0010106_6	
go_0010124_4	nfi//yihT//hcaB//dhaL//birA//gor//sad//slyD//
go_0010133_7	prs//
go_0010139_7	ppiA//
go_0010165_6	hinT//gloC//maeA//idnD//purT//gloC//lldD//gpsA//
go_0010212_5	yhdJ//
go_0010226_6	entD//
go_0010243_5	
go_0010272_6	ilvN//
go_0010273_4	mutS//preA//sdaA//
go_0010312_3	pabC//
go_0010332_6	
go_0010350_6	
go_0010438_6	uidA//truA//
go_0010447_5	deoA//tdcG//
go_0010468_6	ulaD//
go_0010498_6	gshA//ychF//rfaE//rluA//
go_0010501_7	selB//arnB//
go_0010557_7	
go_0010608_7	metG//
go_0010628_7	
go_0010629_7	cmoB//
go_0010676_7	
go_0010699_4	cpdA//ispU//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	aceB//hisS//glpK//phnH//gltB//rlmL//adeD//rnd//mgsA//
go_0015031_5	patZ//mocA//dusB//aroG//glxR//rhaD//folP//hycB//
go_0015074_6	
go_0015628_5	
go_0015670_6	rsmD//
go_0015673_9	wzb//
go_0015675_9	hemG//
go_0015679_10	yfiC//
go_0015682_8	slt//
go_0015684_9	gdhA//ispG//aroB//alaS//
go_0015685_8	treA//fbp//
go_0015687_7	fadB//
go_0015688_6	rfbB//pdxH//
go_0015689_8	pfkA//
go_0015691_9	narZ//ulaD//
go_0015692_8	coaE//
go_0015693_9	aspC//
go_0015696_6	hinT//
go_0015698_7	ispU//
go_0015699_8	ispB//
go_0015700_8	mltC//
go_0015706_6	torA//udk//ahpC//
go_0015707_6	fabD//adeD//rihB//trmO//
go_0015709_6	gpmA//
go_0015710_8	gstB//nagK//
go_0015712_7	arnT//
go_0015718_8	nrfC//
go_0015721_7	ybhA//alaC//tmcA//
go_0015724_7	nirB//
go_0015726_8	ilvI//
go_0015733_7	ilvE//
go_0015734_6	proB//
go_0015736_9	mnmA//
go_0015739_7	lpxB//
go_0015740_9	mraY//pyrH//kdsD//
go_0015741_10	yjiA//ulaD//
go_0015747_6	metF//
go_0015748_6	mepS//
go_0015749_7	kdgK//thiC//aroK//otsA//plsB//rhaD//pyrE//
go_0015751_9	glk//yieH//
go_0015752_9	yjjG//waaB//
go_0015753_9	tdk//araB//
go_0015754_9	pinE//
go_0015755_9	mltF//ahr//ushA//
go_0015756_9	ung//ispU//
go_0015757_9	dam//opgE//hisA//gstB//
go_0015760_8	rlmI//
go_0015761_9	ftnA//
go_0015762_9	aspC//
go_0015764_7	rfaD//rihC//yfiC//
go_0015765_8	nemA//talB//
go_0015767_9	nadC//preA//dhaL//
go_0015768_9	frmA//fabG//yfcF//
go_0015769_9	yeaG//
go_0015771_9	mltF//cadA//rbsK//
go_0015772_7	paaH//xylB//tynA//
go_0015774_7	phnJ//
go_0015778_7	gpt//
go_0015793_7	narY//yqjH//
go_0015794_7	melA//yfiC//
go_0015795_7	hcaF//yfaU//
go_0015796_7	frdB//
go_0015797_7	menA//lpxM//accC//
go_0015803_7	gudD//pyrH//udp//
go_0015804_7	waaY//tdh//
go_0015806_6	kefF//
go_0015807_7	wcaJ//ackA//yccX//yjcS//rihC//ogt//
go_0015808_8	opgE//apaH//
go_0015809_7	yeiG//
go_0015810_8	hinT//guaC//
go_0015811_7	pykF//miaA//
go_0015813_6	sgbH//dbpA//dnaE//
go_0015814_7	citG//
go_0015816_6	gatY//
go_0015817_7	hemN//aroK//
go_0015818_7	panC//pabB//
go_0015820_7	frmB//nrdB//cpdA//eutB//fucO//
go_0015821_7	thiL//malS//
go_0015822_7	dnaE//
go_0015823_7	waaQ//argK//napA//proB//truD//
go_0015824_7	yqhD//frc//tag//
go_0015825_8	cynS//
go_0015826_7	napB//serB//gabD//
go_0015827_7	murI//cadA//cpdA//
go_0015828_7	panC//putA//
go_0015829_7	treA//argK//glnA//
go_0015830_7	trmA//
go_0015833_6	yfdR//ung//etp//gltB//malS//dhaL//menF//glgP//putA//sthA//
go_0015834_7	pdxJ//kdgK//
go_0015835_6	lsrG//
go_0015836_7	preA//galT//
go_0015839_7	pyrG//
go_0015846_6	dkgA//fucI//
go_0015847_7	paaB//gatD//dkgB//entD//pnp//
go_0015848_7	hyi//birA//
go_0015851_6	
go_0015853_8	kduD//rlmH//
go_0015856_8	ppk//
go_0015857_6	deoD//mrcB//
go_0015858_7	thiG//acpT//ilvC//
go_0015860_7	hemD//ligB//
go_0015861_9	pfkA//asd//
go_0015862_9	ruvB//arnT//
go_0015863_8	lpxB//
go_0015864_8	sdaA//
go_0015871_6	lpxK//hinT//dkgA//proA//
go_0015878_6	
go_0015879_9	sodB//
go_0015882_7	ppx//
go_0015886_6	ribB//lpxL//
go_0015887_7	ulaE//
go_0015888_6	mrcB//
go_0015889_6	ndk//lpxK//xylB//
go_0015891_6	hcaE//
