# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	cueO//
go_0002131_9	rutC//
go_0002132_9	wrbA//
go_0002136_10	bglB//
go_0002143_9	hisA//
go_0002181_7	
go_0002184_8	
go_0002188_6	
go_0002192_8	
go_0002937_9	iaaA//
go_0002938_8	lplA//
go_0002939_7	fucA//
go_0002943_8	ravA//
go_0002949_8	pgpB//agp//gcvP//
go_0003333_7	prpC//mtn//scpB//xapA//prpC//rne//chbF//gltB//epmB//waaA//hyaA//fumA//aceF//
go_0005975_4	maeA//sodA//katG//fabG//epd//gloA//cyoE//adk//ada//fcl//cfa//pdxY//eno//cysI//atoB//panC//
go_0005976_5	abgB//
go_0005977_6	yigL//
go_0005978_7	trpC//iscS//ackA//metC//
go_0005980_7	rffT//mhpC//malZ//
go_0005986_7	oxc//
go_0005990_7	hisF//
go_0005992_7	hisB//fucO//
go_0005993_7	dcm//maa//mltA//
go_0005995_7	gstA//
go_0005998_7	nagZ//
go_0006000_6	uvrC//
go_0006001_7	nadE//arnB//
go_0006002_5	ilvD//recJ//ubiG//
go_0006006_6	speG//lysS//kdsB//ttdA//rluC//
go_0006007_7	insI-1//argE//
go_0006011_5	rph//
go_0006012_6	puuB//
go_0006013_6	pflB//
go_0006014_6	btuE//
go_0006015_7	alkA//udp//
go_0006020_5	fadM//
go_0006044_7	dusC//
go_0006046_8	dosP//treF//
go_0006047_5	mraY//prmC//
go_0006048_6	caiD//dgoK//selD//yigL//
go_0006053_8	pgaC//
go_0006062_8	fucK//
go_0006071_6	rlmD//puuC//
go_0006072_6	nrdE//
go_0006082_4	menD//
go_0006083_6	katE//queC//tsaB//
go_0006086_8	speG//folP//
go_0006090_8	ulaE//lpxM//sgbE//waaH//yrfG//idnD//pinE//
go_0006094_7	serC//nadD//menI//xylB//torA//pheS//lysA//idi//murB//
go_0006096_6	hemD//yhdJ//yghU//rffT//acpS//acpT//iaaA//metG//hemG//fumA//moaD//yjjG//mgsA//
go_0006097_5	psd//glnA//apaH//waaC//nanK//
go_0006098_6	mltC//glnE//gpmM//eda//rffH//
go_0006099_4	phnM//trmO//rutB//ydiF//yghU//aceF//glnS//rihC//ydiO//waaB//kdsB//gor//glgP//
go_0006103_5	cysM//polA//paaB//plsB//
go_0006104_6	glpB//
go_0006105_5	nagA//
go_0006106_8	rsuA//
go_0006107_8	
go_0006108_8	acpS//lyxK//rutA//ubiF//
go_0006113_5	fucA//cysK//
go_0006115_6	ilvN//
go_0006124_6	
go_0006144_6	
go_0006145_7	bcsA//
go_0006146_8	hisS//
go_0006148_9	hcaD//
go_0006149_9	mak//
go_0006150_9	truD//
go_0006152_7	fadJ//cobS//asnB//rutA//btuE//
go_0006154_6	putA//
go_0006161_9	mutM//
go_0006163_6	hflX//
go_0006164_7	citX//thiD//argH//ahr//
go_0006166_6	paaF//
go_0006168_7	dhaM//metC//
go_0006171_9	
go_0006172_9	dinB//
go_0006177_9	yrfG//
go_0006178_7	mhpD//
go_0006183_9	etp//
go_0006189_10	poxB//waaH//
go_0006203_8	mnmE//panB//
go_0006206_6	eptA//ampD//ribB//
go_0006207_8	def//tadA//glpB//mutM//fadJ//
go_0006208_7	yfcF//def//eptC//lpxC//frlB//btuE//
go_0006209_6	pfkB//
go_0006210_8	miaA//
go_0006212_6	serB//fucO//puuC//frdA//tadA//wzb//panD//thiG//fabA//phnI//
go_0006217_9	ileS//
go_0006218_9	murB//
go_0006220_6	dapB//
go_0006221_7	scpC//arnB//dmlA//
go_0006222_9	
go_0006225_9	glmS//
go_0006226_9	ldtE//bioF//
go_0006227_9	phnL//
go_0006231_9	etp//
go_0006233_9	malS//
go_0006235_9	chbF//
go_0006241_9	wzc//
go_0006259_5	sodC//thiL//waaS//
go_0006260_6	tsaD//gltX//pdeL//yhdH//coaA//nfsB//menD//
go_0006261_7	gapA//ubiI//yjhH//
go_0006265_6	dhaM//dut//
go_0006266_6	dgkA//argD//rluB//
go_0006267_5	
go_0006268_9	aroH//paaZ//
go_0006269_6	carA//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	apaH//ribC//
go_0006281_6	lsrK//bglA//nrdA//relA//glpD//napB//hisG//lipA//serA//pnp//galT//frdC//yqhD//psd//lpxK//ppiC//aroC//
go_0006283_8	
go_0006284_7	dgoD//ispA//frlC//dcyD//paaH//guaA//
go_0006285_6	gluQ//paaJ//speB//nth//
go_0006288_8	codA//alsK//
go_0006289_7	
go_0006298_7	pldB//gshB//accC//lpxC//
go_0006301_7	
go_0006302_7	tig//rsmB//
go_0006307_8	yghU//menC//nagZ//purT//hisD//
go_0006308_6	folX//glyA//pyrF//dadA//
go_0006310_6	ubiH//cfa//arnT//fbaA//frdD//
go_0006313_4	gldA//
go_0006351_6	rihB//yeaG//
go_0006352_7	
go_0006353_7	
go_0006354_7	alkB//
go_0006355_7	trmH//
go_0006357_8	
go_0006364_9	aes//yrfG//rutA//phnN//
go_0006378_8	nrdD//
go_0006396_7	alsE//kdgK//add//hemC//fabZ//
go_0006397_8	rnpA//
go_0006399_8	puuE//mrcA//
go_0006400_7	mnmE//etk//glyA//bcsA//menB//
go_0006401_6	nrdA//yagE//eptC//paaF//pgpA//nadE//
go_0006402_7	cysK//mtgA//acs//ribE//tyrS//otsA//ruvC//
go_0006412_6	pgpB//hcp//ppk//thiI//ilvI//
go_0006413_4	hisC//
go_0006414_6	
go_0006415_7	relA//patD//
go_0006417_7	moeB//speA//
go_0006418_7	insI-1//paaH//btuE//hisD//gpmM//fbaA//malY//folD//tmcA//gcvH//sbcB//
go_0006419_8	ribB//
go_0006420_8	fabB//
go_0006421_8	rsmC//
go_0006422_8	hisS//
go_0006423_8	phnH//
go_0006424_8	pnp//suhB//
go_0006425_8	nudC//
go_0006427_8	rnd//
go_0006428_8	hemH//
go_0006429_8	tsaD//
go_0006430_8	waaG//hisC//
go_0006431_8	acpT//
go_0006432_8	menC//
go_0006433_8	dbpA//
go_0006434_8	hemB//
go_0006435_8	plsC//
go_0006436_8	frlC//
go_0006437_8	cmoA//
go_0006438_8	tyrS//
go_0006448_8	
go_0006450_4	mutY//pgpB//gpmM//paaK//pphB//waaS//
go_0006457_3	waaH//torA//ldtC//zwf//menA//ampD//nadB//
go_0006458_4	
go_0006464_6	entC//glpD//kbaZ//gdhA//tdcB//dmsB//astB//aldB//
go_0006465_6	aroH//arnT//menB//
go_0006468_7	pta//
go_0006470_7	surA//gcl//frc//ribC//trmA//
go_0006473_8	mug//
go_0006474_6	chbG//nrdF//aroG//
go_0006476_8	adeD//
go_0006479_5	yihX//sthA//narI//iaaA//metB//ybhA//
go_0006486_5	amiD//
go_0006490_5	yjhH//
go_0006508_5	rihA//solA//acpS//lpxH//xdhB//dfp//deoB//lysA//leuD//ispU//phnJ//yagF//lldD//selD//leuD//slyD//bcsA//hyaA//acnB//feaB//aroH//aspA//ltaE//etp//glnS//entE//waaG//mak//gpmM//dnaQ//waaS//menF//yqjH//
go_0006515_7	uvrA//rluD//deoD//fumB//pgi//yagF//dkgB//
go_0006517_6	rpe//ispH//
go_0006518_5	bfr//etp//
go_0006523_8	otsB//tnaA//
go_0006524_8	
go_0006526_8	pphA//idnO//pdxJ//suhB//miaB//eptC//yfcF//
go_0006527_8	murB//lipA//ampH//nagK//mobA//
go_0006529_7	speE//ppc//
go_0006530_7	rluB//rutA//prpB//fabD//
go_0006531_7	entA//
go_0006532_8	metF//nemA//yfiC//
go_0006535_8	dusC//frlB//glpK//
go_0006537_8	yjjX//
go_0006538_8	srlD//miaB//
go_0006541_7	ydfG//tilS//cysG//dhaL//mhpD//
go_0006542_8	opgB//ubiI//
go_0006543_8	
go_0006545_6	puuB//
go_0006546_6	napC//ftnA//dhaM//
go_0006554_8	metL//preT//nanE//
go_0006556_5	yigB//
go_0006559_6	thiG//
go_0006561_6	malP//trmH//
go_0006563_7	tdcG//
go_0006564_8	sad//sucD//pyrF//acnA//
go_0006565_8	deoB//cobC//gcvH//metL//dcm//
go_0006566_7	pyrE//
go_0006567_8	cof//rffM//hisS//yhdH//sucB//rfbB//pflB//
go_0006569_7	yciV//
go_0006571_7	hisD//prmB//
go_0006593_7	pyrH//
go_0006598_8	selB//moaE//mltC//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	folP//murC//
go_0006631_5	nrdA//fadA//pfkB//curA//bfr//
go_0006633_6	gpsA//manA//arnA//lipA//folD//tpiA//hemG//mtlD//cpsG//pyrH//accA//
go_0006635_6	dmsC//paaG//rpiA//mcrA//tdcG//rihB//cysI//dhaK//glnE//yigL//gor//gltB//
go_0006636_7	
go_0006637_5	appA//purT//ubiX//dinB//yigB//
go_0006646_7	
go_0006650_6	
go_0006654_7	yfeW//
go_0006655_7	leuD//purA//
go_0006725_4	metB//
go_0006729_6	xylA//proS//
go_0006730_4	coaE//opgB//thiL//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	hdhA//ansB//allD//kefF//argC//lgoD//moeA//rluB//hycB//ruvA//mrdA//ispU//
go_0006749_5	wzc//ubiD//
go_0006750_6	mutM//ilvH//
go_0006751_6	alkA//
go_0006757_5	bioB//
go_0006760_5	ilvH//
go_0006761_7	ppc//
go_0006771_5	asnB//
go_0006772_6	uxaA//pheS//
go_0006777_5	ogt//gph//dgcT//tdcD//rluD//
go_0006779_6	gpsA//apt//hdhA//tsaC//dkgB//
go_0006780_7	slyD//
go_0006782_7	narI//phnN//acpH//preT//
go_0006783_5	rfaE//gldA//thiM//waaY//fabG//ribF//leuA//
go_0006790_4	nrdE//puuD//dam//aldB//tyrB//adiA//epd//tynA//mutY//hinT//
go_0006791_2	malZ//hyaA//ribC//
go_0006793_4	mog//tktA//
go_0006798_5	hemB//
go_0006799_5	cmk//
go_0006801_5	alaS//gabD//purL//
go_0006805_4	frdC//ybhA//rpiA//thyA//
go_0006807_3	abgB//fucA//uxuB//
go_0006808_4	hyaA//
go_0006810_4	maeA//yjiA//chbG//glnE//rsmE//yqjH//yfcG//kduI//spoT//fadJ//thrB//agp//mgsA//hemA//citX//kbaY//frdA//entD//ilvN//glgA//gdhA//pheS//btuR//pdxH//ndh//nrdA//moaD//maa//purF//malQ//yahK//panB//rlmM//fkpB//yieH//xdhB//ubiI//mcrB//thiH//wzb//rsmH//idnO//rlmJ//rlmF//yfdR//lacZ//insI-2//frlC//malQ//aroH//rffM//ldtA//apt//sgbH//glpX//rsmI//dcyD//lldD//nudB//pinE//nadK//pdxJ//opgE//ravA//dgcT//tpiA//suhB//phoA//uvrA//trpA//bcsA//pabB//caiD//waaF//nirD//ulaD//rfaE//
go_0006811_5	rnpA//pepD//alaA//guaD//fadJ//paaH//pabA//ispU//uvrC//nemA//rlmL//
go_0006812_6	patZ//sdhB//
go_0006813_8	pyrF//rfbC//phnL//ynfF//glgP//folM//ugd//fadE//
go_0006814_8	fadE//queG//hflX//fcl//
go_0006817_8	ldtB//
go_0006820_6	folX//trmI//aphA//pdxB//frc//
go_0006821_8	solA//
go_0006824_8	rsmB//coaA//nagZ//yigB//
go_0006825_9	tsaC//
go_0006826_9	rsmH//
go_0006828_9	moaE//
go_0006829_9	aspC//orn//fadJ//fbp//entB//
go_0006833_6	
go_0006835_8	puuC//patD//
go_0006847_8	astC//
go_0006855_6	fabD//thiH//sucB//ymdB//rluE//frdC//preT//nadC//ulaE//yqhD//nrdD//phr//lysU//gstB//
go_0006857_7	nudB//cdsA//aldB//
go_0006863_7	maeA//
go_0006865_6	arnT//pdeF//argD//ttdB//mngB//rutD//cysQ//hyi//epmB//thiG//mltA//sdaA//murD//dcd//nhoA//gpmA//cdh//hcaB//galU//hisG//narY//
go_0006868_7	gcvH//
go_0006869_6	ssuE//
go_0006874_8	
go_0006876_8	gpmM//
go_0006878_9	rffT//
go_0006879_9	deoC//glcD//
go_0006880_4	alaS//fes//
go_0006882_8	pnp//
go_0006883_8	phnL//rlmF//yccX//
go_0006884_4	
go_0006885_9	opgE//
go_0006886_5	
go_0006928_3	rpiA//
go_0006935_4	umpH//lysA//iscS//nrdA//waaP//
go_0006970_4	dgoA//frc//pbpC//hypB//accC//uidA//
go_0006972_5	rutC//gcd//phnJ//pphA//ispB//
go_0006974_5	torY//pdxB//oxc//truC//dfp//nrdA//oxc//ackA//kdsA//yieF//cdsA//sdaA//codA//aroC//rfaD//arnA//sdaB//mltF//dut//mobA//ilvA//yjiA//ulaF//tsaE//xthA//argK//rnb//paaK//gltD//waaL//gloB//recG//glxR//cysK//yciA//fkpB//pfkB//moeA//ynfE//fre//cadA//hypB//rluA//nanE//pgm//folD//hdhA//fadD//lpxD//gadB//gcvH//uxuB//pdxH//ubiD//xylB//kdsA//ldcC//fes//allD//torY//entH//slt//glnS//aspS//epmA//hcaD//ilvM//accB//frmA//ttdB//rlmL//ssuD//cpsG//nadB//sucC//ddlB//ldtB//guaB//gpp//alr//glcB//fucA//pdxA//hinT//gmhB//mcrB//trpC//phnI//ldtD//fucA//lpxD//nrdA//hcaD//rluA//ldtA//
go_0006979_4	murE//gudD//hemB//umpH//guaD//dmlA//aspA//sbcB//yihX//dnaE//lldD//bioD//accA//tdcB//rsmC//metK//dfp//thiH//clsA//acpT//ldtC//alaA//mltD//nhoA//pyrC//rhaB//
go_0006986_5	argC//
go_0006995_6	sdhC//lysU//
go_0007059_3	pdxB//purU//
go_0007062_4	
go_0007155_3	ada//
go_0007165_3	ldhA//betA//
go_0007234_5	
go_0007584_4	
go_0008033_9	pgm//prs//dapF//ydiB//yeaE//ilvM//argH//glpD//
go_0008104_4	
go_0008152_2	tktA//dapA//gltX//trmL//nfsB//tktA//bacA//dgoK//lpxC//katG//entF//murF//thiL//pgaC//hisI//murD//waaC//
go_0008156_8	
go_0008219_3	
go_0008272_6	tdcE//cobC//
go_0008295_6	hemN//gudD//murG//
go_0008299_5	nirD//
go_0008360_4	rluD//phnO//dhaK//selA//tktA//allC//argD//fdhF//argH//gluQ//ligB//
go_0008610_5	nudC//dld//hpt//fklB//
go_0008615_6	rbn//trpB//apt//ltaE//dhaK//apt//yjhG//
go_0008616_8	acnA//pcm//apt//pgaC//trpC//rpiB//
go_0008643_6	mocA//uvrB//nagK//ydiO//trmL//hypB//speB//rluF//thiG//allC//gpp//ppx//ribC//ulaF//yqaB//selA//fdhF//fcl//
go_0008652_5	dgt//rfbB//pabC//uxuB//ycjU//rpe//glnS//add//
go_0008653_5	
go_0008654_5	narI//btuE//nrfD//nrdB//
go_0009050_6	insI-2//nadA//
go_0009052_6	glpX//aspC//bioH//pfkB//uxuB//metE//
go_0009056_3	fabZ//
go_0009058_3	pflB//fadE//malY//cobU//
go_0009060_6	ravA//pdeR//pdxJ//bioH//clsB//araB//waaF//
go_0009061_6	phnG//glcB//hemC//gshB//narZ//coaA//ilvA//iaaA//dxr//adhE//asnS//puuC//kduI//lpxB//gntK//puuE//speE//dhaK//ldtB//rluA//mrdA//
go_0009062_6	rnt//
go_0009063_5	rfbC//dgoD//hmp//
go_0009070_7	aroE//
go_0009073_6	dhaL//mnmE//rlmM//menF//fkpB//fes//dmsB//metE//trmH//purL//hcaC//
go_0009081_5	eptA//yeaG//
go_0009082_6	yjjX//phnI//kduI//murD//yihU//hemD//xylA//
go_0009085_8	sthA//
go_0009086_7	tadA//ppiA//rdgB//recF//fucA//
go_0009088_8	rffT//tdk//
go_0009089_6	dsdA//uxuA//nanE//aroK//rihC//rph//
go_0009090_8	pyrE//ycjU//trpD//gntK//
go_0009092_7	guaB//
go_0009093_7	
go_0009094_6	umuC//pyrF//betB//
go_0009097_7	wcaJ//bioH//queC//pgpA//metF//
go_0009098_7	yihT//prs//betA//thrS//fau//pheT//
go_0009099_7	appA//cysS//purA//rffC//speA//speE//pyrH//
go_0009102_6	epmB//nfi//lacZ//fucK//waaO//kbaZ//lpcA//yihX//pgm//
go_0009103_6	leuS//hemA//yjiA//frdA//citC//gntK//waaH//pphB//lpxK//
go_0009106_5	otsA//
go_0009107_6	ribF//tynA//
go_0009108_6	luxS//
go_0009116_5	fadM//cysC//
go_0009142_7	gstB//
go_0009143_7	purB//
go_0009152_8	fabI//
go_0009157_8	yeaE//
go_0009166_7	nemA//aspA//
go_0009168_9	paaH//
go_0009220_8	mutS//wecB//
go_0009224_9	alaA//
go_0009226_6	dkgB//guaC//
go_0009228_7	accA//glnE//sseA//melA//cynS//ynfE//mltD//menI//rsmG//
go_0009229_6	tcdA//metK//
go_0009231_6	pdeF//trmL//nudG//rlmG//gshA//uxaC//gadA//
go_0009234_7	rluC//orn//torY//thiC//ubiI//queD//narI//mhpA//ribA//
go_0009236_6	rsmE//aphA//garR//ndk//frdA//pgpC//
go_0009237_4	menB//glmU//
go_0009239_6	manA//dnaQ//pdxB//cdsA//citC//gshB//bacA//gmd//
go_0009240_6	argB//
go_0009242_6	metE//ynfE//hyaB//melA//hemH//lpd//ileS//aldA//
go_0009243_7	xylA//
go_0009244_7	lpxH//moeB//glxK//kbaZ//pcm//cysG//pheS//glcD//bioF//gpp//arnT//aroF//gloB//fbaA//fucK//rutA//menH//upp//purD//ldtB//uxaB//rfbB//
go_0009245_6	trpS//bacA//waaB//ulaD//sdhC//mutY//pgaB//lgoD//serC//
go_0009246_6	leuA//tehB//argK//adeD//waaZ//ndh//
go_0009249_6	orn//gcvH//etk//
go_0009250_7	
go_0009251_7	pgpB//
go_0009252_7	dmsA//rbn//mrcB//glgB//hisI//rsmA//ampD//sodB//fbaA//sgbU//paaH//pabA//nanK//pgpA//ulaD//rlmF//ybcF//puuC//fadJ//pdxK//pykA//lysA//rhaM//citX//gcvP//
go_0009253_8	mcrB//argA//murB//tyrB//rlmD//mltD//nfi//cmoA//ulaD//argK//
go_0009254_8	pheS//tdcE//mrdA//nrfA//paaJ//prpD//argE//rfbB//rihC//mhpB//mutY//
go_0009257_8	idi//ampD//dkgA//bioD//
go_0009263_6	ybjG//kdsB//
go_0009264_6	glcD//fes//
go_0009265_7	garK//
go_0009266_4	kbaZ//murG//ybiV//gcd//mhpA//rlmD//
go_0009267_5	pfkB//eno//
go_0009268_4	fadA//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	cysI//
go_0009297_6	
go_0009298_7	rutB//menI//puuD//
go_0009305_7	cyaA//
go_0009306_4	
go_0009311_5	
go_0009314_4	kdsD//rffH//metE//fadD//alkB//rsmA//phnM//glpK//torY//waaG//mdh//glpC//rpe//tadA//hchA//puuA//araD//
go_0009372_5	mraY//manA//ilvN//
go_0009396_6	hemD//leuB//
go_0009398_7	fadM//
go_0009401_7	prmC//murA//lpxH//eutB//abgB//gshA//kdgK//prmC//hcaD//dfp//ycaO//folM//cmoB//hinT//phoA//tdk//fkpA//nudF//pdeF//speG//
go_0009403_5	
go_0009405_4	
go_0009407_3	maeA//
go_0009408_4	aspC//dut//srlD//paaE//ribE//leuS//tag//ldtB//relA//caiB//yhdH//lpxH//fadI//roxA//fucA//pgk//nadB//lldD//phnL//mnmE//paaA//sucB//otsB//eptB//ynfH//entH//
go_0009409_4	psuG//yajO//
go_0009410_4	queF//
go_0009411_6	hemA//purT//galT//mrcA//phnM//rpiB//solA//thiM//mcrB//
go_0009416_5	ribC//ppiC//
go_0009423_8	tsaC//yqaB//nudC//arsC//
go_0009432_5	ndh//polA//tdcG//gapA//leuC//
go_0009435_9	lpxT//menB//speC//apt//pyrG//
go_0009436_6	kdsC//yccX//manA//arsC//
go_0009437_5	
go_0009438_5	
go_0009440_6	pyrH//nudB//hisC//
go_0009442_7	dhaL//waaA//fabD//dcyD//rffC//
go_0009443_5	psd//cynT//rsmE//
go_0009446_6	azoR//ilvB//
go_0009447_6	ispB//fes//ugd//thrS//argE//pphB//ndh//thyA//
go_0009450_6	aroL//lpoA//mak//dapA//
go_0009451_6	der//queF//glmM//speF//
go_0009593_4	
go_0009597_5	
go_0009636_4	yqhD//udk//asnS//clsA//ushA//
go_0009637_6	
go_0009651_5	
go_0009697_5	prpD//
go_0009758_2	dmlA//
go_0009785_5	
go_0009970_6	adeD//rimK//fklB//
go_0009972_10	hypB//
go_0009992_5	cysE//ogt//dapA//
go_0010033_4	
go_0010038_5	
go_0010039_6	aspA//
go_0010041_7	aspA//lpd//
go_0010042_6	proS//
go_0010043_6	betB//mutS//
go_0010045_6	sdaB//
go_0010106_6	
go_0010124_4	chbG//hcaD//ndk//pfkA//argF//mog//pgaC//glgP//
go_0010133_7	gutQ//
go_0010139_7	speD//
go_0010165_6	rne//tig//ppc//murF//cof//yjhH//gadA//idi//
go_0010212_5	folD//
go_0010226_6	nrfC//
go_0010243_5	
go_0010272_6	hcp//
go_0010273_4	nudC//amiD//citX//
go_0010312_3	ravA//
go_0010332_6	
go_0010350_6	
go_0010438_6	gntK//nirB//
go_0010447_5	murA//uxaA//
go_0010468_6	nudB//
go_0010498_6	lpxL//dapD//hcaB//folD//
go_0010501_7	waaQ//yeaE//
go_0010557_7	
go_0010608_7	hcaF//
go_0010628_7	
go_0010629_7	hemC//
go_0010676_7	
go_0010699_4	torA//garR//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	scpB//pgaD//yeaG//patA//wecC//dgoD//spoT//allB//hisC//
go_0015031_5	ftnA//pgpA//aroL//fabH//thrS//yeaE//guaA//tyrB//
go_0015074_6	
go_0015628_5	
go_0015670_6	ileS//
go_0015673_9	narV//
go_0015675_9	lysA//
go_0015679_10	yjjX//
go_0015682_8	eno//
go_0015684_9	prpD//rutD//tgt//rsmG//
go_0015685_8	recJ//dgcZ//
go_0015687_7	pdxH//
go_0015688_6	dcyD//deoB//
go_0015689_8	lyxK//
go_0015691_9	gltX//guaB//
go_0015692_8	lacZ//
go_0015693_9	ppk//
go_0015696_6	waaA//
go_0015698_7	ldcA//
go_0015699_8	nanE//
go_0015700_8	glxR//
go_0015706_6	nadA//mtlD//kdsB//
go_0015707_6	lsrK//menI//ung//glcB//
go_0015709_6	hyaC//
go_0015710_8	ydiB//eda//
go_0015712_7	moeA//
go_0015718_8	thiH//
go_0015721_7	cynS//sad//yieH//
go_0015724_7	aroA//
go_0015726_8	dcd//
go_0015733_7	leuD//
go_0015734_6	truC//
go_0015736_9	eptB//
go_0015739_7	hisS//
go_0015740_9	ahr//gabD//gshA//
go_0015741_10	hemN//argB//
go_0015747_6	araD//
go_0015748_6	trpD//
go_0015749_7	hyaA//polB//aldB//guaD//napA//glpD//uxaA//
go_0015751_9	codA//hemN//
go_0015752_9	araB//putA//
go_0015753_9	dinB//gapA//
go_0015754_9	acpT//
go_0015755_9	agp//rimK//ppsA//
go_0015756_9	tesB//azoR//
go_0015757_9	hemB//aroD//fabH//miaB//
go_0015760_8	add//
go_0015761_9	prpB//
go_0015762_9	pabA//
go_0015764_7	umpH//nagZ//gntK//
go_0015765_8	rlmI//dbpA//
go_0015767_9	folP//entC//hchA//
go_0015768_9	tgt//lpxP//alkA//
go_0015769_9	torZ//
go_0015771_9	gcd//dgkA//nanA//
go_0015772_7	ybhA//oxc//trmD//
go_0015774_7	amiD//
go_0015778_7	hisD//
go_0015793_7	adhP//btuR//
go_0015794_7	pgk//ldhA//
go_0015795_7	pnp//tatD//
go_0015796_7	fre//
go_0015797_7	aroB//pphB//waaY//
go_0015803_7	dxr//adk//miaA//
go_0015804_7	cyaA//ribB//
go_0015806_6	glpA//
go_0015807_7	hemN//fadJ//rlmD//gltD//hyaA//accC//
go_0015808_8	sucD//yegS//
go_0015809_7	prpD//
go_0015810_8	ltaE//lpxP//
go_0015811_7	sodB//gcvH//
go_0015813_6	ygeX//hisG//yjcS//
go_0015814_7	pyrG//
go_0015816_6	mhpD//
go_0015817_7	xapA//lpxM//
go_0015818_7	bioD//cpsG//
go_0015820_7	rutE//pinE//accB//sgbU//otsA//
go_0015821_7	galU//lsrG//
go_0015822_7	rpiA//
go_0015823_7	rpiB//gstB//ravA//gudD//kbaZ//
go_0015824_7	lipB//glgA//gloC//
go_0015825_8	gpt//
go_0015826_7	pgpC//recG//cobB//
go_0015827_7	fumC//plsC//lpoB//
go_0015828_7	folX//lyxK//
go_0015829_7	tnaA//aes//menC//
go_0015830_7	gntK//
go_0015833_6	patA//aroG//thiM//narG//cpdB//nudG//chbG//def//waaA//clsC//
go_0015834_7	nrdF//selA//
go_0015835_6	adhP//
go_0015836_7	ycjU//glcB//
go_0015839_7	alsE//
go_0015846_6	rlmF//rlmJ//
go_0015847_7	sdhA//yqhD//pyrB//araB//xdhB//
go_0015848_7	metC//dcm//
go_0015851_6	
go_0015853_8	kefF//fucO//
go_0015856_8	fabG//
go_0015857_6	rhaM//pheS//
go_0015858_7	hcaF//cysC//preT//
go_0015860_7	hcaB//lpxK//
go_0015861_9	queC//ispB//
go_0015862_9	nadK//xapA//
go_0015863_8	hisD//
go_0015864_8	thrC//
go_0015871_6	ubiG//argG//mdh//gatZ//
go_0015878_6	
go_0015879_9	folE//
go_0015882_7	nirB//
go_0015886_6	umuC//fadH//
go_0015887_7	pcm//
go_0015888_6	ileS//
