# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	yigB//
go_0002192_8	
go_0002937_9	leuA//
go_0002938_8	ubiX//
go_0002939_7	mcrA//
go_0002943_8	hcaF//
go_0002949_8	lgoD//trmJ//dut//
go_0003333_7	acpT//mnaT//prpB//dcyD//aroC//otsA//galK//cysS//narG//zwf//galT//ghrB//appA//
go_0005975_4	pyrG//ldtD//gabT//umpG//lsrG//accD//folM//eutD//galM//ribB//accB//alsE//ycaO//pta//ydiB//dgoA//
go_0005976_5	yqhD//
go_0005977_6	narV//
go_0005978_7	fadK//napC//narY//folP//
go_0005980_7	murQ//argD//fucA//
go_0005986_7	polB//
go_0005990_7	mdh//
go_0005992_7	ubiX//cyaA//
go_0005993_7	ligB//hisB//ybcF//
go_0005995_7	yqaB//
go_0005998_7	moaD//
go_0006000_6	mltC//
go_0006001_7	truA//epmB//
go_0006002_5	yjhH//hemL//pdxB//
go_0006006_6	glxR//pdeF//cyoE//ubiH//gpp//
go_0006007_7	ldtA//nrfD//
go_0006011_5	pdeH//
go_0006012_6	fau//
go_0006013_6	rfbC//
go_0006014_6	ldcA//
go_0006015_7	garL//aroA//
go_0006020_5	rph//
go_0006044_7	plsC//
go_0006046_8	folC//mutH//
go_0006047_5	gcl//yagE//
go_0006048_6	lpxT//ansA//nudG//pheT//
go_0006053_8	sdaB//
go_0006062_8	ghrB//
go_0006071_6	ldtD//yjiA//
go_0006072_6	folC//
go_0006082_4	yghU//
go_0006083_6	dcd//trpD//hchA//
go_0006086_8	hycB//argB//
go_0006090_8	nadB//thiC//maeA//surA//dgoK//rsgA//dhaL//
go_0006094_7	cyoE//alsK//mrcB//pgpC//acpT//dnaQ//galM//phr//cadA//
go_0006096_6	nth//dxr//paaB//ilvI//phnO//gltX//mcrB//trmI//pheA//pabB//nadE//katE//rnt//
go_0006097_5	hemB//rsmG//prpC//aroA//folD//
go_0006098_6	acpS//paaG//rhaM//thiH//ybiV//
go_0006099_4	cysC//moaD//rimK//otsB//asnS//lacZ//speB//fadA//speC//cysM//fucA//ansB//wecC//
go_0006103_5	sseA//puuB//ilvA//patA//
go_0006104_6	arnB//
go_0006105_5	metF//
go_0006106_8	purA//
go_0006107_8	
go_0006108_8	icd//ubiE//rfe//narZ//
go_0006113_5	glnS//bacA//
go_0006115_6	glnS//
go_0006124_6	
go_0006144_6	
go_0006145_7	thrA//
go_0006146_8	frlC//
go_0006148_9	nrfB//
go_0006149_9	argC//
go_0006150_9	xapA//
go_0006152_7	hcp//malY//etk//gpt//uidA//
go_0006154_6	rne//
go_0006161_9	dgoA//
go_0006163_6	tdcE//
go_0006164_7	mpaA//gatY//cysG//mhpD//
go_0006166_6	csdA//
go_0006168_7	glpK//tatD//
go_0006171_9	
go_0006172_9	glpB//
go_0006177_9	yccX//
go_0006178_7	clsA//
go_0006183_9	tktB//
go_0006189_10	deoC//wecB//
go_0006203_8	murE//cpsG//
go_0006206_6	citC//rutD//recO//
go_0006207_8	cobT//mazG//chbG//asnA//rlmM//
go_0006208_7	mltF//rluB//lyxK//hisB//nrfD//ldtD//
go_0006209_6	menB//
go_0006210_8	acpT//
go_0006212_6	xylA//pfkB//yieH//yeaG//rlmL//gluQ//thyA//glmM//pfkA//sdhA//
go_0006217_9	rihB//
go_0006218_9	thiC//
go_0006220_6	uxaA//
go_0006221_7	uidA//rutD//paaC//
go_0006222_9	
go_0006225_9	hycB//
go_0006226_9	waaQ//glpB//
go_0006227_9	panE//
go_0006231_9	glmU//
go_0006233_9	purA//
go_0006235_9	paaK//
go_0006241_9	ttdB//
go_0006259_5	pgsA//birA//lpxL//
go_0006260_6	phoA//dadA//nadA//rbn//treC//gudD//trmL//
go_0006261_7	yqjH//nanK//sufS//
go_0006265_6	hemC//tadA//
go_0006266_6	gstB//umuD//ppx//
go_0006267_5	
go_0006268_9	glgX//dgcT//
go_0006269_6	amiD//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	gutQ//alaC//
go_0006281_6	torC//dusC//aspA//dkgB//gcd//pta//allD//rihA//panE//kduI//umpH//ascB//napB//thiC//sbcB//nanA//cysS//
go_0006283_8	
go_0006284_7	betA//suhB//glcB//yagF//torC//nadE//
go_0006285_6	truC//purF//yihU//yieF//
go_0006288_8	dhaK//murE//
go_0006289_7	
go_0006298_7	cpsG//dmlA//yihX//rluA//
go_0006301_7	
go_0006302_7	hemH//wecC//
go_0006307_8	insI-1//menE//etk//tsaB//lpoA//
go_0006308_6	cmk//yihT//gshB//gcl//
go_0006310_6	gstA//ychF//dadA//proC//clsC//
go_0006313_4	atoB//
go_0006351_6	paaG//rdgB//
go_0006352_7	
go_0006353_7	
go_0006354_7	hdhA//
go_0006355_7	ldtA//
go_0006357_8	
go_0006364_9	pnp//cysG//cysI//frlC//
go_0006378_8	psd//
go_0006396_7	cyoE//asd//ynfE//yeaE//aroA//
go_0006397_8	cysE//
go_0006399_8	rfe//gmhB//
go_0006400_7	ldtD//phnH//rsmB//nagA//garD//
go_0006401_6	hcaD//mutM//aroA//mdh//nagZ//yieH//
go_0006402_7	yjhG//rutB//aceF//pgaB//nirD//mug//frdB//
go_0006412_6	pdxH//argS//mhpC//aceB//entC//
go_0006413_4	rne//
go_0006414_6	
go_0006415_7	aroK//galM//
go_0006417_7	gadA//ribC//
go_0006418_7	paaK//guaD//mtgA//spoT//sucB//yihX//cdd//narZ//plsB//ruvA//sdaA//
go_0006419_8	idi//
go_0006420_8	gatZ//
go_0006421_8	tesB//
go_0006422_8	gcd//
go_0006423_8	tilS//
go_0006424_8	uxuA//glcE//
go_0006425_8	yjhG//
go_0006427_8	rhaA//
go_0006428_8	murF//
go_0006429_8	eptB//
go_0006430_8	wecC//fucK//
go_0006431_8	rpiB//
go_0006432_8	dgcZ//
go_0006433_8	sdaA//
go_0006434_8	epmC//
go_0006435_8	sgbU//
go_0006436_8	aroL//
go_0006437_8	mog//
go_0006438_8	amiD//
go_0006448_8	
go_0006450_4	rffC//gdhA//ppiA//ahpC//sucC//hisH//
go_0006457_3	carB//phnJ//uxaC//hisC//umuD//argK//ulaG//
go_0006458_4	
go_0006464_6	guaB//puuE//pgm//gapA//ybjI//fadH//polB//prs//
go_0006465_6	caiD//waaU//entC//
go_0006468_7	rffH//
go_0006470_7	yfeW//ahr//pldB//leuD//garR//
go_0006473_8	umpH//
go_0006474_6	fumC//clsB//yfbR//
go_0006476_8	ispB//
go_0006479_5	opgE//glpA//glnE//pgaB//pgm//xylB//
go_0006486_5	cysC//
go_0006490_5	tsaD//
go_0006508_5	ldcC//dgt//dapF//lysA//kefF//eda//hinT//ugd//rlmE//ilvE//phnL//thiH//panD//torY//pflB//rhaM//nirD//glpB//glyA//ispA//phnM//mltB//psuG//coaE//hchA//ackA//mltC//thiD//edd//apaH//allD//ilvM//mnmG//
go_0006515_7	yqhD//rpiA//prpC//ldtE//agp//folX//hypF//
go_0006517_6	glpC//atoB//
go_0006518_5	pdeF//mrcB//
go_0006523_8	fumB//amiD//
go_0006524_8	
go_0006526_8	uxuB//gatD//araB//def//folD//pdeL//fre//
go_0006527_8	lpxK//murE//rluE//ubiH//ddlA//
go_0006529_7	frdB//fadA//
go_0006530_7	rph//nrdE//ruvA//yegS//
go_0006531_7	alr//
go_0006532_8	entC//argD//orn//
go_0006535_8	coaA//bioF//garL//
go_0006537_8	coaE//
go_0006538_8	pbpC//mltD//
go_0006541_7	gcl//nrfA//pgi//gnd//rlmA//
go_0006542_8	alkA//treF//
go_0006543_8	
go_0006545_6	dcyD//
go_0006546_6	speB//polB//ansA//
go_0006554_8	phnJ//speA//dsdA//
go_0006556_5	gpp//
go_0006559_6	cobS//
go_0006561_6	mepS//dgoA//
go_0006563_7	thiC//
go_0006564_8	cyoE//pdxJ//btuR//pgaB//
go_0006565_8	argB//lysA//bioB//tig//citX//
go_0006566_7	sgbH//
go_0006567_8	yhdJ//frdB//dhaM//pfkB//folE//fkpA//opgB//
go_0006569_7	entH//
go_0006571_7	speG//gloC//
go_0006593_7	ribC//
go_0006598_8	hemA//asd//mltA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	rsuA//puuB//
go_0006631_5	yfeW//tdcE//idnO//rffM//folX//
go_0006633_6	ldtB//gpp//waaZ//mnmC//gpmA//slyD//citX//mutY//gadB//ampH//gadB//
go_0006635_6	waaQ//selD//metB//treF//acpH//gatZ//ppsA//purT//cysK//lpd//argD//fabZ//
go_0006636_7	
go_0006637_5	gabT//yihS//fadD//hisS//paaG//
go_0006646_7	
go_0006650_6	
go_0006654_7	dgcZ//
go_0006655_7	phnO//trmH//
go_0006725_4	leuB//
go_0006729_6	wzc//plsB//
go_0006730_4	nudB//ttdA//luxS//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	ycaO//garR//aroD//allC//ycjU//gadB//yagE//pdeF//ispH//ileS//rsmB//spoT//
go_0006749_5	malP//speF//
go_0006750_6	dapD//selD//
go_0006751_6	sucC//
go_0006757_5	nanE//
go_0006760_5	ydiB//
go_0006761_7	serA//
go_0006771_5	araD//
go_0006772_6	sseA//sodC//
go_0006777_5	cdd//coaD//rsmJ//gltD//ldtA//
go_0006779_6	spoT//gstA//epmC//mog//rffH//
go_0006780_7	relA//
go_0006782_7	pyrE//ubiA//garL//yghU//
go_0006783_5	gatZ//purN//araB//ubiI//pheS//dhaK//luxS//
go_0006790_4	nfi//ulaD//waaG//pdxB//thrB//gor//pgsA//nanE//acpS//insI-1//
go_0006791_2	ttdB//rluD//hcaD//
go_0006793_4	yfeW//cynS//
go_0006798_5	hemN//
go_0006799_5	epmA//
go_0006801_5	accA//entB//thiH//
go_0006805_4	fadE//menF//fumC//menC//
go_0006807_3	pyrF//frlB//rbn//
go_0006808_4	ampH//
go_0006810_4	leuD//kdsB//ydiF//ssuD//yqaB//yagF//glcD//treA//uxuA//asd//dkgA//ldcA//paaB//fklB//ldtE//dhaK//speC//rdgB//umpH//serA//dgcM//slt//dmsC//napC//accC//dld//speG//dapA//alkB//coaA//waaY//lpxP//lipB//rsmG//cynS//suhB//aroL//rfaE//manA//pdxA//citC//lysC//folE//mhpD//rhaB//dfp//lpxK//dapA//dut//eptA//yihS//waaL//nudB//ampD//chbF//sad//waaA//betA//hemN//narG//yjjX//cpsB//bfr//pfkA//thiI//fbaA//ilvN//nudG//mmuM//nudC//trmD//atoB//tehB//selB//ftsI//nudB//mtlD//
go_0006811_5	dadA//idi//galM//fucA//yfbR//citG//nemA//uvrA//tmk//yfdR//mltF//
go_0006812_6	argH//murD//
go_0006813_8	glgX//guaB//bioC//hyaA//valS//yfiC//tsaD//metH//
go_0006814_8	gloB//hisH//rlmA//purT//
go_0006817_8	eptB//
go_0006820_6	sthA//arnA//gpt//yidA//mnmE//
go_0006821_8	entD//
go_0006824_8	deoB//talB//yigB//galE//
go_0006825_9	kdsA//
go_0006826_9	gadA//
go_0006828_9	srlD//
go_0006829_9	gadA//rutA//metH//pfkA//yciA//
go_0006833_6	
go_0006835_8	folA//rlmJ//
go_0006847_8	metF//
go_0006855_6	ymdB//metK//citX//carB//idi//tsaB//katG//bcsA//aroH//aes//cysH//rluC//folA//suhB//
go_0006857_7	mltA//pyrC//gcvT//
go_0006863_7	ppsA//
go_0006865_6	spoT//yhdH//gshA//tyrA//astC//napA//purC//hemC//ribB//dut//dapA//nudC//ubiD//astC//gluQ//agp//glyA//fbaA//pinE//yfeW//bglB//
go_0006868_7	paaF//
go_0006869_6	carA//
go_0006874_8	
go_0006876_8	valS//
go_0006878_9	rlmH//
go_0006879_9	gpt//dapB//
go_0006880_4	curA//pnp//
go_0006882_8	lpxC//
go_0006883_8	sdhD//moaA//murE//
go_0006884_4	
go_0006885_9	metE//
go_0006886_5	
go_0006928_3	fabH//
go_0006935_4	galM//rne//pyrE//yihV//mnmG//
go_0006970_4	thiM//argH//nrfC//wecC//atoB//birA//
go_0006972_5	cmk//araB//hemD//araB//tdcD//
go_0006974_5	umpG//ycaO//ilvN//gatZ//trpD//hemE//ldtC//psuG//glmS//galT//yqjH//mnmE//argI//waaB//ubiX//arnB//rbsD//argI//acnB//dapD//yfeW//otsB//argB//pldB//spoT//guaB//scpB//gabT//menB//nrdB//carB//nadK//slyD//phnN//frdB//ligB//glpX//ispB//idnO//ppiA//moaE//deoC//dgoK//rne//gmk//phr//talB//yqjH//coaD//astC//recO//fbp//tdh//cobT//tdcD//wcaJ//mltC//csdA//ybhA//yjjG//clsB//ruvC//paaJ//cobS//allD//trpA//waaG//ampH//ldtA//ugd//tesB//murD//asd//yagF//rsgA//rph//ilvA//ppx//insI-1//paaH//hisH//kdsB//pdeF//katG//guaD//feaB//rihC//yihS//phnH//folA//frc//bcsA//hemD//btuE//nhoA//
go_0006979_4	idnO//hcaB//otsB//entE//moaD//pdxJ//rhaA//rhaB//cmk//aldB//glpC//waaS//abgA//tgt//hemG//xylB//gcl//rsmG//tsaE//pabB//pck//yihV//alr//wrbA//rnpA//sthA//
go_0006986_5	acnA//
go_0006995_6	rlmL//def//
go_0007059_3	paaB//glxK//
go_0007062_4	
go_0007155_3	rffG//
go_0007165_3	nudG//ampD//
go_0007234_5	
go_0007584_4	
go_0008033_9	murD//phnP//valS//ogt//proS//hemN//ydiF//galM//
go_0008104_4	
go_0008152_2	adhE//pyrG//dapF//frc//oxc//nirB//phr//dkgA//carB//mug//dacD//asnA//sad//dcm//lsrK//epmA//kdsD//
go_0008156_8	
go_0008219_3	
go_0008272_6	murA//ubiH//
go_0008295_6	paaF//xylB//murC//
go_0008299_5	pabC//
go_0008360_4	moaE//ribD//lpxT//hisC//ruvC//ddlB//argE//metG//dkgB//hcaE//talB//
go_0008610_5	ilvC//rfaD//rihC//kdsB//
go_0008615_6	cysS//metB//yfcF//ileS//umpG//nadA//rfbB//
go_0008616_8	katG//glnS//cueO//pabC//ubiX//argF//
go_0008643_6	murC//ugd//ligA//mhpA//lpxL//rsmH//pdxB//sdhD//ldtA//dmsA//rne//araA//ubiC//pfkB//queG//folD//lsrG//nfi//
go_0008652_5	hcaB//mhpC//umuC//rhaA//gloA//dbpA//nadE//xylB//
go_0008653_5	
go_0008654_5	wecB//xylB//edd//kdsC//
go_0009050_6	gcvP//murI//
go_0009052_6	gloC//hemB//yajO//ilvN//ribA//ybjI//
go_0009056_3	ligB//
go_0009058_3	prpD//hmp//hemD//dgcZ//
go_0009060_6	tig//pabB//rnd//astB//dkgA//gadB//lysA//
go_0009061_6	sodA//adhE//argF//rsmF//psd//dacD//pdeF//yihT//dcm//katE//sthA//preT//yjjG//abgA//rfbB//phnP//glyS//trpA//wrbA//phnG//paoC//
go_0009062_6	aspS//
go_0009063_5	menC//waaY//murE//
go_0009070_7	srlD//
go_0009073_6	dfp//sdhA//mhpA//mutH//rsmG//lpxT//ansB//lpoB//mngB//acnB//glpK//
go_0009081_5	ulaD//maeA//
go_0009082_6	frmA//metK//glgB//aroC//folE//rsmF//pdxA//
go_0009085_8	argB//
go_0009086_7	ldtB//aroB//lpxL//ubiI//yeaG//
go_0009088_8	poxB//deoA//
go_0009089_6	ilvA//truB//gldA//gpt//ydfG//serC//
go_0009090_8	opgB//rimK//fdhF//mutT//
go_0009092_7	frmA//
go_0009093_7	
go_0009094_6	ppiA//dapF//hisC//
go_0009097_7	kbaY//menE//phr//psd//garD//
go_0009098_7	dgcM//yfeW//queD//caiD//adhE//rlmL//
go_0009099_7	hyaA//maeA//rbsD//yjcS//phnL//folM//cysK//
go_0009102_6	mhpA//purD//dosP//ulaG//sucC//arsC//roxA//ravA//gluQ//
go_0009103_6	fabA//phnP//malY//ftnA//ligA//tynA//ruvB//ilvN//asnB//
go_0009106_5	recF//
go_0009107_6	rihC//rutB//
go_0009108_6	ybhA//
go_0009116_5	tdcD//aspA//
go_0009142_7	bioH//
go_0009143_7	ycaO//
go_0009152_8	pheS//
go_0009157_8	gcl//
go_0009166_7	agp//menA//
go_0009168_9	astC//
go_0009220_8	dmsA//ubiX//
go_0009224_9	amiD//
go_0009226_6	hemA//clsA//
go_0009228_7	mrdA//ppsA//selA//coaA//proS//cfa//ppsA//rne//opgB//
go_0009229_6	ldtD//folM//
go_0009231_6	epmC//gatY//cheR//lysS//ssuD//gutQ//menC//
go_0009234_7	frdD//glcE//murC//torA//cyoE//tdcD//sodA//fbp//nrfD//
go_0009236_6	garL//pepD//abgB//metH//dcd//bglA//
go_0009237_4	frmA//ubiD//
go_0009239_6	tyrA//ulaF//ubiE//glpK//citG//tsaC//gatD//talB//
go_0009240_6	deoB//
go_0009242_6	yjcS//metB//sodB//lpxL//recF//murA//araA//trmD//
go_0009243_7	cof//
go_0009244_7	ilvN//dgcM//truD//garK//cmoA//ybiV//fbp//rluC//entD//nemA//wecC//hcaB//truA//yajO//gloC//chbG//pdxY//nrdD//asnS//gutQ//wzc//kdsC//
go_0009245_6	spoT//fadD//patZ//kdsA//alr//nagZ//pdxK//fre//aroH//
go_0009246_6	thrA//cdsA//phnH//mnmG//fumB//waaO//
go_0009249_6	yfcF//dgcM//prpC//
go_0009250_7	
go_0009251_7	aroL//
go_0009252_7	ldtD//gpsA//hycB//entF//tktA//frlB//umpG//nrdD//ybiV//rluA//wzc//queC//lsrG//pdeF//rlmJ//nadC//glpK//ppc//sucB//puuE//napC//metE//feaB//pykA//tmk//
go_0009253_8	guaA//lysS//pdeF//ilvE//frmA//mltF//pnp//tyrA//phnG//truC//
go_0009254_8	arnT//cobC//mmuM//ldtC//gpt//rfe//pncB//yhdH//nrfC//ilvB//pdeR//
go_0009257_8	ubiA//trpC//purF//entD//
go_0009263_6	waaS//ugd//
go_0009264_6	ravA//bglB//
go_0009265_7	folE//
go_0009266_4	accA//puuA//dmlA//fkpA//nanK//gshB//
go_0009267_5	mutL//puuC//
go_0009268_4	luxS//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	btuR//
go_0009297_6	
go_0009298_7	rsmD//rne//gcvP//
go_0009305_7	chbG//
go_0009306_4	
go_0009311_5	
go_0009314_4	idnD//lsrK//guaA//mrcA//narY//murI//cdh//ubiA//pdeR//ubiC//cmk//selB//proB//pgpC//xthA//ispA//dxs//
go_0009372_5	rfbC//aroB//wcaJ//
go_0009396_6	pflB//ribD//
go_0009398_7	nadA//
go_0009401_7	hemG//add//sdhB//purL//hcaB//frc//glnE//trpS//ribA//alkB//ldcC//kdsD//frc//hpt//nadE//pinE//thrS//leuS//aes//upp//
go_0009403_5	
go_0009405_4	
go_0009407_3	pgpC//
go_0009408_4	glgB//iaaA//allC//guaA//alsK//araD//fabI//sodC//sdhD//pfkB//ileS//amyA//yfeW//pgi//xdhB//gcvP//eutB//lpxC//pabA//pflB//sbcB//rfbD//trpA//ldcA//prpB//fumC//
go_0009409_4	metC//hinT//
go_0009410_4	aspC//
go_0009411_6	guaA//yjjG//pheA//clsC//speE//asnS//waaH//phnG//pepD//
go_0009416_5	lplA//recO//
go_0009423_8	dcyD//aes//deoA//selA//
go_0009432_5	tynA//pinE//asnS//phnH//ackA//
go_0009435_9	ispB//prpC//valS//rluD//pldB//
go_0009436_6	napB//waaU//frmA//lyxK//
go_0009437_5	
go_0009438_5	
go_0009440_6	queD//pfkA//caiD//
go_0009442_7	fau//pphB//mrcB//accA//rsmA//
go_0009443_5	rsmG//hycB//selA//
go_0009446_6	recG//panB//
go_0009447_6	arnA//yhdJ//ispU//sbcB//hcp//dld//pyrC//queA//
go_0009450_6	kdsA//frmA//pbpC//argA//
go_0009451_6	rfaE//xdhB//hdhA//ltaE//
go_0009593_4	
go_0009597_5	
go_0009636_4	yegS//cysK//paaF//trpC//gpt//
go_0009637_6	
go_0009651_5	
go_0009697_5	truC//
go_0009758_2	pdxK//
go_0009785_5	
go_0009970_6	nrdA//mocA//cysC//
go_0009972_10	etk//
go_0009992_5	murE//mnmE//cysM//
go_0010033_4	
go_0010038_5	
go_0010039_6	truA//
go_0010041_7	gpt//dfp//
go_0010042_6	tcdA//
go_0010043_6	aroD//narZ//
go_0010045_6	pfkB//
go_0010106_6	
go_0010124_4	lysC//entH//pyrF//dusB//arsC//sad//malZ//amiD//
go_0010133_7	tdh//
go_0010139_7	thiD//
go_0010165_6	yieF//xylA//phnN//cyoE//solA//kefF//glmM//cysI//
go_0010212_5	nudF//
go_0010226_6	ilvB//
go_0010243_5	
go_0010272_6	dosP//
go_0010273_4	tauD//yagF//ilvD//
go_0010312_3	kdsA//
go_0010332_6	
go_0010350_6	
go_0010438_6	trpS//waaP//
go_0010447_5	alr//ulaF//
go_0010468_6	glmM//
go_0010498_6	surA//mutL//hypB//sdhB//
go_0010501_7	yciA//trmO//
go_0010557_7	
go_0010608_7	caiD//
go_0010628_7	
go_0010629_7	ydiF//
go_0010676_7	
go_0010699_4	eutB//fbaA//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	pdxJ//gabD//orn//metC//dgoK//tdh//yrfG//waaB//torC//
go_0015031_5	gatD//eno//alaS//thiI//ilvN//sdhD//dnaE//folD//
go_0015074_6	
go_0015628_5	
go_0015670_6	galE//
go_0015673_9	phnH//
go_0015675_9	sodC//
go_0015679_10	nrfD//
go_0015682_8	waaU//
go_0015684_9	frdC//moeB//glgC//nanE//
go_0015685_8	allD//ftnA//
go_0015687_7	menI//
go_0015688_6	alsK//rfaE//
go_0015689_8	sdhA//
go_0015691_9	phoA//allC//
go_0015692_8	pfkA//
go_0015693_9	sseA//
go_0015696_6	hpt//
go_0015698_7	fes//
go_0015699_8	mltF//
go_0015700_8	cpdA//
go_0015706_6	frmB//truC//pabC//
go_0015707_6	codA//fumA//etp//rlmJ//
go_0015709_6	hycB//
go_0015710_8	yqhD//purT//
go_0015712_7	ispH//
go_0015718_8	mrdA//
go_0015721_7	mgsA//miaA//paaC//
go_0015724_7	rlmH//
go_0015726_8	nrfB//
go_0015733_7	recO//
go_0015734_6	waaL//
go_0015736_9	murQ//
go_0015739_7	katG//
go_0015740_9	fkpB//yihX//speE//
go_0015741_10	dgoD//murB//
go_0015747_6	lpxP//
go_0015748_6	uxuA//
go_0015749_7	dcd//etk//pgaB//fkpA//murA//speD//cadA//
go_0015751_9	mug//kdsA//
go_0015752_9	spoT//yieF//
go_0015753_9	ruvC//nagB//
go_0015754_9	alaS//
go_0015755_9	rne//leuS//argC//
go_0015756_9	dhaL//thiH//
go_0015757_9	narY//ilvN//fruK//metC//
go_0015760_8	menI//
go_0015761_9	hemC//
go_0015762_9	rpe//
go_0015764_7	caiB//tcdA//dfp//
go_0015765_8	rhaM//frlC//
go_0015767_9	trmO//epmB//glnE//
go_0015768_9	clsB//argK//paaB//
go_0015769_9	rbn//
go_0015771_9	argA//rfaE//rluA//
go_0015772_7	ampD//fkpB//pyrB//
go_0015774_7	lpoA//
go_0015778_7	tynA//
go_0015793_7	glgP//bglA//
go_0015794_7	murD//kduI//
go_0015795_7	hcaB//dapF//
go_0015796_7	abgA//
go_0015797_7	cheR//yigB//fdhF//
go_0015803_7	moeB//pabB//idnO//
go_0015804_7	surA//adiA//
go_0015806_6	cyaA//
go_0015807_7	menI//dgoA//garR//tcdA//ushA//gpsA//
go_0015808_8	nadK//dnaE//
go_0015809_7	relA//
go_0015810_8	alsK//yihS//
go_0015811_7	atoB//nudB//
go_0015813_6	leuD//sgbE//fdhF//
go_0015814_7	cdd//
go_0015816_6	allD//
go_0015817_7	metH//serA//
go_0015818_7	yjhG//recJ//
go_0015820_7	dgkA//fruK//abgB//tmk//accC//
go_0015821_7	pyrC//fabG//
go_0015822_7	ppiC//
go_0015823_7	mak//hcp//aceA//ispF//caiD//
go_0015824_7	otsA//aroL//dhaL//
go_0015825_8	dapD//
go_0015826_7	cysQ//argA//accB//
go_0015827_7	pta//entE//paaA//
go_0015828_7	eno//citG//
go_0015829_7	ulaF//dacA//lpxK//
go_0015830_7	fabZ//
go_0015833_6	lpd//acpT//glnE//mnmA//ahpC//purU//umpG//cysC//trmL//sdhC//
go_0015834_7	pdxA//pgpC//
go_0015835_6	mepS//
go_0015836_7	yqaB//mtgA//
go_0015839_7	argB//
go_0015846_6	dfp//glpC//
go_0015847_7	valS//uxaB//cysN//eptB//rsmJ//
go_0015848_7	mngB//asnB//
go_0015851_6	
go_0015853_8	malY//tktB//
go_0015856_8	add//
go_0015857_6	mraY//sucB//
go_0015858_7	gldA//avtA//pdxY//
go_0015860_7	lipB//queA//
go_0015861_9	nadC//aroK//
go_0015862_9	aspC//wcaJ//
go_0015863_8	melA//
go_0015864_8	aroE//
go_0015871_6	glmU//frdB//rffM//dgkA//
go_0015878_6	
go_0015879_9	cmoB//
go_0015882_7	yfiC//
go_0015886_6	talB//murE//
go_0015887_7	gpsA//
go_0015888_6	asnS//
go_0015889_6	menB//mazG//dusC//
go_0015891_6	mutH//
go_0015906_6	dapB//
go_0015909_8	dhaL//
