# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	otsB//
go_0006260_6	ppiA//pdxJ//ppiA//pyrD//bioB//hyi//lpoA//
go_0006261_7	psd//glcD//agp//
go_0006265_6	gloB//rlmD//
go_0006266_6	kdsA//nadB//gshB//
go_0006267_5	
go_0006268_9	gstA//prmC//
go_0006269_6	gstB//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	lysC//lsrK//
go_0006281_6	trpC//speE//glyS//yeaE//birA//fdhF//nrdA//cysG//recJ//narV//patZ//gcvP//trpS//rfbD//mgsA//surA//deoD//
go_0006283_8	
go_0006284_7	kdsA//cynT//yihT//dgt//cadA//speG//
go_0006285_6	mutH//gpt//hcaB//tadA//
go_0006288_8	dgcZ//trmA//
go_0006289_7	
go_0006298_7	ldtE//entC//thiM//coaD//
go_0006301_7	
go_0006302_7	bioC//sbcB//
go_0006307_8	panB//trmI//yajO//prmC//yahK//
go_0006308_6	ung//sucD//cobS//nadA//
go_0006310_6	citG//gatY//aceF//paaJ//sucB//
go_0006313_4	proS//
go_0006351_6	opgE//dmsC//
go_0006352_7	
go_0006353_7	
go_0006354_7	pdeL//
go_0006355_7	nrdE//
go_0006357_8	
go_0006364_9	narI//poxB//menB//entD//
go_0006378_8	rhaB//
go_0006396_7	dacD//pdxB//sucB//truB//hyaA//
go_0006397_8	maa//
go_0006399_8	rutA//menH//
go_0006400_7	pgaD//mobA//ddlA//narY//eno//
go_0006401_6	pdxH//yggF//rutC//tsaD//hpt//glcF//
go_0006402_7	ribA//gpmM//pphB//idi//dhaK//hisH//iscS//
go_0006412_6	nadD//cdsA//accA//xdhB//tehB//
go_0006413_4	cysE//
go_0006414_6	
go_0006415_7	iscS//panC//
go_0006417_7	trpS//xylB//
go_0006418_7	ycaO//opgB//kbaZ//yghU//rbsD//fau//mltD//thiL//uvrA//lysC//yjhG//
go_0006419_8	metG//
go_0006420_8	sdhC//
go_0006421_8	lysU//
go_0006422_8	apaH//
go_0006423_8	ilvE//
go_0006424_8	rlmB//rffG//
go_0006425_8	araA//
go_0006427_8	pheA//
go_0006428_8	glpC//
go_0006429_8	cheR//
go_0006430_8	rluF//lpxB//
go_0006431_8	bioD//
go_0006432_8	ravA//
go_0006433_8	fbaA//
go_0006434_8	trpD//
go_0006435_8	menI//
go_0006436_8	btuR//
go_0006437_8	yccX//
go_0006438_8	citC//
go_0006448_8	
go_0006450_4	glcD//truD//xylB//pdeH//sthA//allB//
go_0006457_3	glcE//pheA//guaA//aldB//pgaD//phr//codA//
go_0006458_4	
go_0006464_6	umuC//bioF//lgoD//galE//fklB//eptA//patA//tig//
go_0006465_6	aroK//pgk//murG//
go_0006468_7	luxS//
go_0006470_7	dkgA//folX//lsrG//ubiE//rlmC//
go_0006473_8	nfsB//
go_0006474_6	recR//pyrH//folA//
go_0006476_8	rsmJ//
go_0006479_5	alaC//zwf//paaE//cpsB//argS//paaK//
go_0006486_5	dgt//
go_0006490_5	mltD//
go_0006508_5	nfsB//gltB//rsmD//entF//galK//ushA//dgoK//yigB//polB//opgB//menE//pdxB//surA//pncB//yqjH//amyA//puuB//sdhC//acs//eno//miaB//xapA//speC//trpA//srlD//allC//patD//cysM//pheT//yjiA//glcF//asd//ttdA//
go_0006515_7	nhoA//lipA//ndh//sufS//sdaB//ppk//ydiO//
go_0006517_6	ugd//ispB//
go_0006518_5	pflB//lysS//
go_0006523_8	asd//pdxJ//
go_0006524_8	
go_0006526_8	uxaB//cyaA//prpB//nrdB//argA//dusB//metE//
go_0006527_8	argE//ribD//codA//rutC//yihU//
go_0006529_7	ppsA//folC//
go_0006530_7	leuA//fadA//tdcE//lysS//
go_0006531_7	ydiO//
go_0006532_8	argH//dut//tyrA//
go_0006535_8	purD//nemA//gabD//
go_0006537_8	etk//
go_0006538_8	waaJ//yidA//
go_0006541_7	rbsK//rlmC//nudB//nrdB//glcB//
go_0006542_8	dgkA//yihX//
go_0006543_8	
go_0006545_6	fucO//
go_0006546_6	moeB//treA//ispA//
go_0006554_8	dusB//purL//gpsA//
go_0006556_5	paaB//
go_0006559_6	rlmB//
go_0006561_6	thrC//rpiA//
go_0006563_7	rfe//
go_0006564_8	purA//epmC//hemD//metK//
go_0006565_8	sucD//cyaA//rpiB//hcaE//gutQ//
go_0006566_7	ddlB//
go_0006567_8	gadA//ldtE//aphA//umuD//bioB//fau//ada//
go_0006569_7	dfp//
go_0006571_7	cysM//rdgB//
go_0006593_7	treF//
go_0006598_8	sufS//fadA//nrfB//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	glpA//sucB//
go_0006631_5	ribC//yhdH//cof//nrdF//surA//
go_0006633_6	mutH//ruvC//tyrB//hemF//frlB//glcE//yigB//gph//glmS//dgoK//pykF//
go_0006635_6	frmA//purA//phnH//lgoD//mrdA//valS//cysN//tcdA//dhaL//pdxA//aroC//ahpC//
go_0006636_7	
go_0006637_5	yegS//metG//torA//ydiO//cpsB//
go_0006646_7	
go_0006650_6	
go_0006654_7	pgpB//
go_0006655_7	frlC//cysD//
go_0006725_4	proA//
go_0006729_6	rsmI//paaZ//
go_0006730_4	gcd//rhaM//rfaD//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	rhaD//rpe//aroD//fkpA//udp//dcd//yeiG//dgcZ//bcsA//narY//sdhA//mcrA//
go_0006749_5	gpp//pyrD//
go_0006750_6	ssuE//ispB//
go_0006751_6	pgsA//
go_0006757_5	ribA//
go_0006760_5	pck//
go_0006761_7	tgt//
go_0006771_5	metL//
go_0006772_6	trmO//argH//
go_0006777_5	ndh//rluB//yfbR//miaA//ruvB//
go_0006779_6	acpS//ndh//ppsA//kdsA//ygeX//
go_0006780_7	hpt//
go_0006782_7	cynS//eutB//gluQ//waaF//
go_0006783_5	aroH//mcrA//pgpC//nrdE//aceA//yhdJ//rlmH//
go_0006790_4	yajO//rbn//narZ//gmk//arnT//nrdB//rsmI//nemA//thrS//napC//
go_0006791_2	gstA//menC//phnI//
go_0006793_4	hyaC//lplA//
go_0006798_5	rpiA//
go_0006799_5	ugd//
go_0006801_5	ilvH//glk//aceA//
go_0006805_4	mrdA//pphA//fucA//waaJ//
go_0006807_3	nrdA//frdC//entB//
go_0006808_4	truB//
go_0006810_4	trmA//gor//pdeH//plsC//hisG//hisG//tdk//leuA//cysE//yfcG//lpcA//aroG//add//aroA//acpS//leuS//ruvC//citX//idnK//rhaA//alr//epd//napA//yfcG//cdd//murQ//prmC//umpH//bfr//thrA//aspS//kdgK//ybiV//cpdB//rhaA//yhdJ//metE//rffM//preA//mog//wcaJ//yjjG//lpxT//argG//dmlA//mepS//murD//proA//nrdD//ispU//glcF//insI-1//carA//waaJ//umpG//ispH//hyaC//ahpC//iscS//yihS//speD//apaH//purU//phr//fumA//rlmD//glcE//cdd//aes//speD//hyaA//tdk//guaB//gltX//hycB//lpxP//nagA//
go_0006811_5	pgpB//aspC//trpS//serB//ndk//deoB//spoT//talB//pdxK//waaP//mhpA//
go_0006812_6	entE//putA//
go_0006813_8	rhaB//recO//rffG//pdxH//gmd//melA//ubiI//leuC//
go_0006814_8	tyrB//rffT//rluA//cobU//
go_0006817_8	cyoE//
go_0006820_6	wcaJ//ulaE//dapD//pyrC//sodA//
go_0006821_8	dgoD//
go_0006824_8	lysU//glmU//ndh//sdhD//
go_0006825_9	acpT//
go_0006826_9	panD//
go_0006828_9	aroL//
go_0006829_9	yfeX//aceF//narY//gor//treC//
go_0006833_6	
go_0006835_8	nfi//rlmI//
go_0006847_8	folA//
go_0006855_6	araD//xthA//purU//glnA//sdhB//lpoA//mcrA//pphA//gloA//csdA//ybcF//pdeL//alkA//speB//
go_0006857_7	sthA//tadA//hemL//
go_0006863_7	thiD//
go_0006865_6	nrdE//arnB//sgbH//lyxK//rfe//dut//rsmD//galM//nrfB//dusC//proB//hemB//tyrA//mnmG//citX//sucA//glmU//tsaB//deoA//ppx//puuE//
go_0006868_7	hisA//
go_0006869_6	yhdH//
go_0006874_8	
go_0006876_8	lpxB//
go_0006878_9	fucO//
go_0006879_9	fadM//arsC//
go_0006880_4	glpC//pnp//
go_0006882_8	thiG//
go_0006883_8	fruK//selB//scpB//
go_0006884_4	
go_0006885_9	rsmF//
go_0006886_5	
go_0006928_3	leuD//
go_0006935_4	mtn//nadA//rhaM//allB//dcyD//
go_0006970_4	insI-2//pyrE//mltD//guaB//psuG//adhE//
go_0006972_5	curA//astB//lpxP//rdgB//dcyD//
go_0006974_5	phnN//paaF//folE//cheR//moaA//ynfF//pck//napA//fklB//trpD//allD//rimK//argI//dgcM//xthA//argK//pdeR//tdcB//bioB//aroG//panD//rluA//arnA//ascB//murQ//polB//murC//glpC//panE//mgsA//cheB//torC//glk//nanK//pykF//pagP//dgoA//truB//mltD//appA//tyrB//edd//ybcF//yeaE//phnL//hemD//pyrE//katG//trmH//appA//tatD//accB//der//allD//clsC//tnaA//thyA//uvrC//lipA//alaS//prmC//fruK//rsmE//acnB//rluE//rihB//adeD//patA//xylA//aroK//talB//yqaB//dnaQ//aceB//pfkB//cobT//leuS//patD//uxaC//phnI//lpxB//paaF//thrB//yfeW//abgA//ilvM//rutE//spoT//accC//yagE//murB//maa//ruvC//trmL//glmM//
go_0006979_4	tynA//ada//hyaB//def//mutS//ygjK//rlmG//clsB//rffH//ydiO//frdB//alsE//pyrF//trpD//yagE//thiI//allB//fbp//waaU//ppiC//yjiA//ddlB//phoA//dinB//btuR//atoB//
go_0006986_5	adhE//
go_0006995_6	speG//mnmC//
go_0007059_3	uvrB//panD//
go_0007062_4	
go_0007155_3	waaH//
go_0007165_3	murD//trmI//
go_0007234_5	
go_0007584_4	
go_0008033_9	fes//mutT//rpiB//phnI//rpiB//menA//ldcC//prmB//
go_0008104_4	
go_0008152_2	lpoA//arnT//proC//miaB//ispB//asnA//metC//bioF//insI-2//rnpA//cysK//epmA//sodC//oxc//lyxK//aldA//mutL//
go_0008156_8	
go_0008219_3	
go_0008272_6	gldA//ispH//
go_0008295_6	pyrF//dhaL//aroA//
go_0008299_5	pphA//
go_0008360_4	rutD//rimK//deoD//yieH//ybhA//allD//kdsC//rhaD//waaA//gpt//mltF//
go_0008610_5	lysC//abgA//coaD//napB//
go_0008615_6	nudC//fadM//folA//codA//rbsK//hpt//trmA//
go_0008616_8	hemN//yghU//hemG//thrS//menH//ubiE//
go_0008643_6	sodB//metL//ahpC//waaJ//yfbR//yhdH//coaA//rluB//icd//trmA//pbpC//cfa//lpxK//kefF//gabT//apt//ribD//adeD//
go_0008652_5	glpC//mobA//rfaE//kdsD//acpS//ampH//pyrG//xthA//
go_0008653_5	
go_0008654_5	mutT//menB//lpxL//gpmM//
go_0009050_6	garK//hcaD//
go_0009052_6	ldtE//paaZ//sodB//yjhG//gshA//leuS//
go_0009056_3	truB//
go_0009058_3	glnA//garR//gmhB//dmlA//
go_0009060_6	rffH//hypF//pabB//yihU//ravA//folD//glyA//
go_0009061_6	dapA//opgB//hdhA//rhaM//dkgA//fabH//recJ//phnL//iscS//idi//amiD//galE//yidA//gatY//waaZ//speB//napC//ldtE//pepD//tsaE//preA//
go_0009062_6	rluC//
go_0009063_5	kdsC//dgoK//trmH//
go_0009070_7	speB//
go_0009073_6	aroG//dapF//leuD//lpcA//queF//recJ//etk//galE//mrcA//uxuB//mnmA//
go_0009081_5	dcd//speE//
go_0009082_6	lacZ//abgB//rnd//ygeX//nrdB//glnE//hcp//
go_0009085_8	thrB//
go_0009086_7	paaH//bglX//nadD//fabB//aroG//
go_0009088_8	dhaL//ahpC//
go_0009089_6	mtgA//ydfG//hcaB//xthA//ansB//scpB//
go_0009090_8	lpxK//udk//surA//srlD//
go_0009092_7	hemH//
go_0009093_7	
go_0009094_6	serB//puuC//menC//
go_0009097_7	glyA//abgA//puuE//ybjG//nirD//
go_0009098_7	btuR//phoA//mobA//ispF//glcF//waaO//
go_0009099_7	trmD//alsE//rihC//leuB//menF//moaE//speA//
go_0009102_6	mutT//rlmE//waaZ//ddlB//paaZ//alkB//pbpC//lsrG//fucO//
go_0009103_6	bglX//mak//fdhF//aroF//ispA//yggF//ispU//galK//waaZ//
go_0009106_5	sodA//
go_0009107_6	tehB//waaH//
go_0009108_6	garK//
go_0009116_5	rsmJ//recF//
go_0009142_7	waaQ//
go_0009143_7	prmB//
go_0009152_8	sad//
go_0009157_8	gltB//
go_0009166_7	malP//relA//
go_0009168_9	gudD//
go_0009220_8	fabG//yihX//
go_0009224_9	caiD//
go_0009226_6	ilvA//mrcB//
go_0009228_7	nadD//dapA//moaD//tyrB//mepS//mutY//cysK//hemG//aroH//
go_0009229_6	menC//dapF//
go_0009231_6	acpT//sucA//sucB//phnG//glpA//sucD//gpsA//
go_0009234_7	acpS//dld//speD//murG//psuG//dacA//mnaT//dgoK//rsmG//
go_0009236_6	fumB//poxB//fumA//coaD//gabT//recO//
go_0009237_4	ilvM//add//
go_0009239_6	truD//glcD//folP//serA//tgt//gmd//argE//deoB//
go_0009240_6	guaD//
go_0009242_6	thyA//trpA//cmoA//pgsA//pbpC//ansB//yjhG//frlB//
go_0009243_7	malZ//
go_0009244_7	orn//mltD//torA//cysG//panD//entD//mnaT//leuC//mnmC//gadA//metC//paaE//tmk//speB//bioB//kbaZ//clsC//mhpB//glcD//puuB//aroG//garR//
go_0009245_6	narV//rlmE//ybhA//fkpA//gmk//pdeR//yccX//edd//ybiV//
go_0009246_6	dbpA//tilS//frdA//glxR//insI-1//dbpA//
go_0009249_6	leuC//rnb//truC//
go_0009250_7	
go_0009251_7	rutA//
go_0009252_7	rlmH//gpmM//gstB//cueO//pepD//dgcT//rnd//citC//yjhG//cpdA//phnM//hemG//dgoA//prpB//pcm//betA//frdA//waaS//deoB//mltF//ruvA//puuC//paaC//cdh//ilvN//
go_0009253_8	fdhF//tdcG//pdeL//hcaC//icd//glpK//fes//lpcA//yfiC//gltB//
go_0009254_8	tdh//pphA//menE//xapA//gatD//araA//rnt//pncB//aldB//fadD//poxB//
go_0009257_8	rihA//gph//ulaF//argS//
go_0009263_6	dhaL//glxK//
go_0009264_6	chbF//folE//
go_0009265_7	scpB//
go_0009266_4	hcaF//rsmJ//orn//rluE//lpxT//fadD//
go_0009267_5	serC//folX//
go_0009268_4	nadK//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	fadD//
go_0009297_6	
go_0009298_7	ldcA//pphB//citC//
go_0009305_7	csdA//
go_0009306_4	
go_0009311_5	
go_0009314_4	iaaA//umuC//sgbU//acnA//yahK//wzb//sucB//ravA//cof//ubiD//torC//fabG//ppc//uxuA//fkpA//abgA//lysA//
go_0009372_5	xylA//patA//fadA//
go_0009396_6	alaC//umpH//
go_0009398_7	ubiA//
go_0009401_7	panE//thiM//hyi//guaA//gatY//clsC//ampD//araD//codA//nadE//fabZ//lacZ//gutQ//pta//clsC//aldA//eutB//ssuD//metF//frdA//
go_0009403_5	
go_0009405_4	
go_0009407_3	waaF//
go_0009408_4	pabC//paaA//recR//fabD//gshA//galT//waaU//ubiX//ldtD//paaK//aroE//xylB//tdcG//frlC//apt//mhpB//metH//rfbB//frc//pgm//lldD//cysD//carA//gadB//dapD//tynA//
go_0009409_4	kdgK//rsmH//
go_0009410_4	aroD//
go_0009411_6	gltX//manA//nrfD//galK//lgoD//ravA//selD//panD//cobC//
go_0009416_5	betA//mnmG//
go_0009423_8	alaA//cysN//uxaA//gstA//
go_0009432_5	fumB//rbn//ynfF//yjiA//galT//
go_0009435_9	metL//nemA//melA//argD//ubiA//
go_0009436_6	bcsA//gapA//fabB//ynfE//
go_0009437_5	
go_0009438_5	
go_0009440_6	yfcF//melA//fau//
go_0009442_7	cpsG//cheB//ssuD//yeiG//nrdA//
go_0009443_5	murQ//udp//ligB//
go_0009446_6	tatD//lpxP//
go_0009447_6	tktA//mnmG//rbsD//cpsG//preT//talB//xylA//dmsC//
go_0009450_6	sodB//metK//pdxY//pheS//
go_0009451_6	ilvA//ybhA//dgcZ//hcaD//
go_0009593_4	
go_0009597_5	
go_0009636_4	rluE//cobU//uidA//nudB//yahK//
go_0009637_6	
go_0009651_5	
go_0009697_5	murE//
go_0009758_2	ubiG//
go_0009785_5	
go_0009970_6	ldtC//dusB//gcvP//
go_0009972_10	rbsK//
go_0009992_5	dgoA//uvrB//purL//
go_0010033_4	
go_0010038_5	
go_0010039_6	prpC//
go_0010041_7	gltX//ynfF//
go_0010042_6	birA//
go_0010043_6	rsmG//gatY//
go_0010045_6	waaS//
go_0010106_6	
go_0010124_4	tehB//sseA//arnA//ogt//bioF//cobS//acs//accA//
go_0010133_7	ppiC//
go_0010139_7	phoA//
go_0010165_6	arnT//tehB//cysE//aroH//etk//pdxY//dapB//metC//
go_0010212_5	aroE//
go_0010226_6	tktB//
go_0010243_5	
go_0010272_6	ispH//
go_0010273_4	torC//ruvA//yigL//
go_0010312_3	pnp//
go_0010332_6	
go_0010350_6	
go_0010438_6	leuS//dacC//
go_0010447_5	dut//murC//
go_0010468_6	speB//
go_0010498_6	rsmD//mhpC//carA//cobS//
go_0010501_7	nudF//fabG//
go_0010557_7	
go_0010608_7	mutL//
go_0010628_7	
go_0010629_7	eutD//
go_0010676_7	
go_0010699_4	pabB//galM//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	rnd//murC//lysA//pphB//rlmD//lysA//ilvB//entE//sucA//
go_0015031_5	lpoB//mhpD//argD//deoB//idi//agp//ileS//rlmA//
go_0015074_6	
go_0015628_5	
go_0015670_6	tdh//
go_0015673_9	yqaB//
go_0015675_9	rph//
go_0015679_10	mhpC//
go_0015682_8	rnt//
go_0015684_9	dhaL//dhaM//insI-2//hemE//
go_0015685_8	ppk//mutS//
go_0015687_7	moeA//
go_0015688_6	yfaU//cfa//
go_0015689_8	aroB//
go_0015691_9	fabA//dcm//
go_0015692_8	astC//
go_0015693_9	rhaB//
go_0015696_6	lpxP//
go_0015698_7	ilvD//
go_0015699_8	metG//
go_0015700_8	ygeX//
go_0015706_6	eptA//eptC//nth//
go_0015707_6	ppiA//ldtB//lpxC//ubiE//
go_0015709_6	iaaA//
go_0015710_8	ttdA//puuE//
go_0015712_7	dapA//
go_0015718_8	alkA//
go_0015721_7	allD//surA//nrdF//
go_0015724_7	acs//
go_0015726_8	aroD//
go_0015733_7	gltB//
go_0015734_6	bglX//
go_0015736_9	tauD//
go_0015739_7	rffM//
go_0015740_9	ilvD//ubiD//fabH//
go_0015741_10	folA//gldA//
go_0015747_6	deoC//
go_0015748_6	ulaD//
go_0015749_7	pldB//rhaM//rbsD//ansA//puuC//sbcB//araB//
go_0015751_9	waaS//yjcS//
go_0015752_9	rph//hycB//
go_0015753_9	gcvH//cfa//
go_0015754_9	cpdA//
go_0015755_9	mltD//dacA//cynS//
go_0015756_9	guaB//scpC//
go_0015757_9	poxB//thrA//yeaG//dgkA//
go_0015760_8	narY//
go_0015761_9	ttdB//
go_0015762_9	citE//
go_0015764_7	dacC//murF//gntK//
go_0015765_8	lpxM//adhE//
go_0015767_9	trmA//relA//uxuB//
go_0015768_9	menB//rsmF//mrdA//
go_0015769_9	allD//
go_0015771_9	citG//dut//glgX//
go_0015772_7	bglB//cueO//pck//
go_0015774_7	kdsC//
go_0015778_7	frmA//
go_0015793_7	kdsD//rpe//
go_0015794_7	pgi//uxaA//
go_0015795_7	leuC//arnT//
go_0015796_7	mtlD//
go_0015797_7	ispF//lpxD//gudD//
go_0015803_7	rsmD//tsaC//acnA//
go_0015804_7	glpA//menB//
go_0015806_6	torY//
go_0015807_7	purB//cysM//ilvA//dusB//glxR//frmA//
go_0015808_8	birA//mog//
go_0015809_7	pdeR//
go_0015810_8	mngB//selD//
go_0015811_7	fucI//ispH//
go_0015813_6	rffT//fau//ispA//
go_0015814_7	ribD//
go_0015816_6	menF//
go_0015817_7	dmsC//sucD//
go_0015818_7	asd//aldB//
go_0015820_7	cysH//fadA//deoB//trpS//tdh//
go_0015821_7	entE//rlmJ//
go_0015822_7	solA//
go_0015823_7	hemF//frlB//murI//mcrA//dacA//
go_0015824_7	coaA//napB//glxR//
go_0015825_8	selB//
go_0015826_7	pagP//mutM//ulaD//
go_0015827_7	betB//narI//cysS//
go_0015828_7	alsK//nadC//
go_0015829_7	purC//tdcD//pdxB//
go_0015830_7	aspC//
go_0015833_6	gpmM//yjjG//fkpB//purB//ispB//yihS//gcvT//proB//asnB//sgbU//
go_0015834_7	gloB//gldA//
go_0015835_6	fbaA//
go_0015836_7	insI-1//glcF//
go_0015839_7	gcd//
go_0015846_6	srlD//speA//
go_0015847_7	kdsA//icd//gcvT//guaA//argG//
go_0015848_7	puuC//dkgA//
go_0015851_6	
go_0015853_8	pgsA//prpD//
go_0015856_8	hycB//
go_0015857_6	sgbE//malY//
go_0015858_7	bioH//yhdH//nadA//
go_0015860_7	malP//ubiI//
go_0015861_9	cpdA//ldtE//
go_0015862_9	frlC//xylA//
go_0015863_8	rsmA//
go_0015864_8	pphB//
go_0015871_6	phnP//agp//mepS//clsC//
go_0015878_6	
go_0015879_9	waaA//
go_0015882_7	tnaA//
go_0015886_6	caiD//mnmC//
go_0015887_7	ycaO//
go_0015888_6	tpiA//
go_0015889_6	upp//mutS//gntK//
