# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ansB//
go_0006099_4	dnaQ//dhaM//thiI//argD//pgl//recR//dxs//ispU//ubiX//valS//bcsA//murA//ampH//
go_0006103_5	pcm//yhdJ//dapB//rluB//
go_0006104_6	gcvP//
go_0006105_5	epmC//
go_0006106_8	ghrB//
go_0006107_8	
go_0006108_8	suhB//panC//uvrC//fbp//
go_0006113_5	tyrB//pgpB//
go_0006115_6	ribA//
go_0006124_6	
go_0006144_6	
go_0006145_7	nrfD//
go_0006146_8	abgB//
go_0006148_9	ssuD//
go_0006149_9	dbpA//
go_0006150_9	rihA//
go_0006152_7	rlmE//hypB//wzb//waaP//purN//
go_0006154_6	patA//
go_0006161_9	pagP//
go_0006163_6	moeA//
go_0006164_7	hmp//menF//lacZ//ruvA//
go_0006166_6	melA//
go_0006168_7	truA//narV//
go_0006171_9	
go_0006172_9	queA//
go_0006177_9	dcyD//
go_0006178_7	sad//
go_0006183_9	betB//
go_0006189_10	mdh//dld//
go_0006203_8	aroB//dapB//
go_0006206_6	prpD//guaB//azoR//
go_0006207_8	proA//add//pyrF//ymdB//mltD//
go_0006208_7	psuG//guaA//yhdJ//tsaB//rlmH//rhaB//
go_0006209_6	yieF//
go_0006210_8	phnG//
go_0006212_6	kefF//yciA//yeaG//hemL//rrrD//cpdB//proS//cpdB//glpX//betA//
go_0006217_9	cheB//
go_0006218_9	hisA//
go_0006220_6	murD//
go_0006221_7	bioA//adk//cobB//
go_0006222_9	
go_0006225_9	argE//
go_0006226_9	ydiF//tdcG//
go_0006227_9	dusC//
go_0006231_9	folA//
go_0006233_9	fumA//
go_0006235_9	ttdB//
go_0006241_9	tdcD//
go_0006259_5	moaA//rlmI//phnO//
go_0006260_6	yfaU//hisS//rsmI//acpS//ampH//lsrG//chbF//
go_0006261_7	yigB//aphA//pabA//
go_0006265_6	epmC//glcE//
go_0006266_6	mnmA//gadA//hisB//
go_0006267_5	
go_0006268_9	paaE//pgl//
go_0006269_6	rluE//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	nadC//cof//
go_0006281_6	hisH//dgcT//dgcT//dcd//sbcB//mrcB//cynS//gstA//frdD//cobU//fucI//ackA//ydiB//yfcF//mtgA//purN//maeA//
go_0006283_8	
go_0006284_7	nadE//adhP//lysA//ispA//dgcT//rnb//
go_0006285_6	gcvH//metL//mnmE//ileS//
go_0006288_8	yjhH//dgcZ//
go_0006289_7	
go_0006298_7	csdA//fadH//fabD//citG//
go_0006301_7	
go_0006302_7	ampD//tnaA//
go_0006307_8	dmlA//nfsB//fadH//glpC//lpxC//
go_0006308_6	dmsB//eptA//ydiF//xdhB//
go_0006310_6	ldtB//yajO//otsB//gadA//fumC//
go_0006313_4	rimK//
go_0006351_6	eda//uxaB//
go_0006352_7	
go_0006353_7	
go_0006354_7	sdhA//
go_0006355_7	hpt//
go_0006357_8	
go_0006364_9	tyrA//yahK//nanK//lyxK//
go_0006378_8	panC//
go_0006396_7	torY//ldtD//glnS//cpsB//rnt//
go_0006397_8	maa//
go_0006399_8	nadE//ydiB//
go_0006400_7	idnD//gabT//kdsB//icd//yhdH//
go_0006401_6	phnP//aroA//argH//gutQ//ychF//ubiX//
go_0006402_7	frdD//nrdF//rsmI//eda//waaO//nadB//gcl//
go_0006412_6	ilvN//coaA//fadH//uxuB//cyoE//
go_0006413_4	treF//
go_0006414_6	
go_0006415_7	upp//fadE//
go_0006417_7	gph//sgbH//
go_0006418_7	truC//yqjH//ttdA//lpxC//nudG//arnT//paaE//galE//gmhB//metE//dmlA//
go_0006419_8	patD//
go_0006420_8	gpmA//
go_0006421_8	lpcA//
go_0006422_8	ansA//
go_0006423_8	sdhD//
go_0006424_8	deoC//yjhH//
go_0006425_8	dosP//
go_0006427_8	truC//
go_0006428_8	purD//
go_0006429_8	proA//
go_0006430_8	maa//ynfE//
go_0006431_8	fadA//
go_0006432_8	aroF//
go_0006433_8	thiL//
go_0006434_8	lplA//
go_0006435_8	prs//
go_0006436_8	xylB//
go_0006437_8	pgaD//
go_0006438_8	pgpA//
go_0006448_8	
go_0006450_4	thrC//tadA//yihU//otsB//rsmJ//waaP//
go_0006457_3	hisS//treC//clsB//argG//uxaA//ogt//aldB//
go_0006458_4	
go_0006464_6	galT//aes//yegS//glnA//gatY//plsC//narH//lysU//
go_0006465_6	cysS//dosP//ruvC//
go_0006468_7	allB//
go_0006470_7	nrfA//mrcA//rrrD//phnP//folC//
go_0006473_8	waaG//
go_0006474_6	trmL//luxS//wcaJ//
go_0006476_8	dgoD//
go_0006479_5	eutD//hisA//katG//metE//panC//sad//
go_0006486_5	paaE//
go_0006490_5	hyaB//
go_0006508_5	ubiD//nrfD//garR//pflB//dcm//melA//citG//ddlA//appA//prpD//waaC//lpxL//spoT//insI-2//yciV//lysA//wecC//acs//mhpD//trpD//tmk//tdcE//sodB//lpxT//gcvT//gph//tgt//mocA//lpxP//ydiO//cpsB//dacA//narG//
go_0006515_7	tsaB//pfkA//fabI//nrdF//gshA//gabT//hisC//
go_0006517_6	yihX//epmB//
go_0006518_5	rlmF//paaZ//
go_0006523_8	entB//yccX//
go_0006524_8	
go_0006526_8	kdsA//araD//gpt//etp//rsmA//lpxD//pdxK//
go_0006527_8	dgcT//purL//purT//yjhG//uxaC//
go_0006529_7	dkgA//yieF//
go_0006530_7	aspS//pldB//yhdH//truA//
go_0006531_7	citE//
go_0006532_8	mltB//waaQ//pdxK//
go_0006535_8	argK//cobB//yqjH//
go_0006537_8	entA//
go_0006538_8	rfaD//speC//
go_0006541_7	pheA//dapD//btuE//torC//yhdH//
go_0006542_8	purL//rsmA//
go_0006543_8	
go_0006545_6	dadA//
go_0006546_6	sbcB//tag//idnO//
go_0006554_8	umuD//pheT//alaS//
go_0006556_5	nadB//
go_0006559_6	cysG//
go_0006561_6	araB//fabI//
go_0006563_7	truB//
go_0006564_8	recO//tktB//ubiG//menA//
go_0006565_8	dmsC//frmB//ybcF//eutD//mutH//
go_0006566_7	oxc//
go_0006567_8	appA//puuB//lgoD//curA//cmoB//phnP//hchA//
go_0006569_7	azoR//
go_0006571_7	tadA//ribA//
go_0006593_7	proS//
go_0006598_8	thiC//paaE//argI//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	dam//bglB//
go_0006631_5	gadA//napC//rsmF//rluE//astB//
go_0006633_6	ansB//tpiA//puuC//kdsD//kdsB//ruvA//patD//coaE//sthA//bcsA//uxaC//
go_0006635_6	dnaE//arnT//galU//fabA//astC//bioH//araA//fdhF//pheT//moaE//phnG//miaA//
go_0006636_7	
go_0006637_5	menA//lyxK//ygeX//pheS//rrrD//
go_0006646_7	
go_0006650_6	
go_0006654_7	pbpC//
go_0006655_7	pgm//solA//
go_0006725_4	recO//
go_0006729_6	ribA//udp//
go_0006730_4	sucA//dapF//ldcA//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	epmB//ugd//bioD//acnB//coaD//paaE//ispA//acpH//apt//pck//queF//avtA//
go_0006749_5	trpE//argF//
go_0006750_6	mtlD//miaB//
go_0006751_6	thyA//
go_0006757_5	nrdD//
go_0006760_5	upp//
go_0006761_7	wecC//
go_0006771_5	wecC//
go_0006772_6	mhpC//acnA//
go_0006777_5	ispF//gpt//mltB//trmI//yieH//
go_0006779_6	trpB//rne//pdeL//rlmB//pinE//
go_0006780_7	abgA//
go_0006782_7	rimK//ascB//mnmA//fucI//
go_0006783_5	frdA//ahpC//mltA//cysE//tsaB//manA//ydfG//
go_0006790_4	citC//abgB//argS//etp//pgaD//guaD//mraY//tsaD//folM//phnG//
go_0006791_2	rlmG//lpxT//nudB//
go_0006793_4	xylA//ileS//
go_0006798_5	yeaE//
go_0006799_5	ispU//
go_0006801_5	rpiA//cdh//waaP//
go_0006805_4	plsC//fbaA//yeaE//ugd//
go_0006807_3	lpxD//birA//fadE//
go_0006808_4	nudF//
go_0006810_4	puuA//thiI//pgl//iscS//cdd//ygeX//mak//folP//frc//bioA//preA//pdxY//glpX//panC//adiA//murI//serC//treF//tyrB//yciA//fadE//aroC//menH//cysG//ldhA//dcd//phnM//dgoK//hisD//pncB//nadA//yfdR//queC//purB//caiB//gpmA//entB//wzb//asnS//argI//ppiC//glxR//lldD//rutA//dld//ychF//mpaA//arnT//csdA//hisD//hemL//tyrB//deoC//pykA//malY//yihU//kbaZ//fabZ//eptB//rffH//frlC//ybhA//deoB//hemE//lpxK//folE//mnmC//frc//yghU//galU//mhpA//argK//talB//alsK//mtn//tktA//rlmG//
go_0006811_5	moaA//ltaE//hyaA//cmoB//tag//pdeR//panD//lysC//prpD//narY//purA//
go_0006812_6	moaA//ppx//
go_0006813_8	folD//tsaE//argC//ispU//kdgK//glpX//tgt//ttdB//
go_0006814_8	sthA//hisI//cysE//bcsA//
go_0006817_8	lgoD//
go_0006820_6	lysS//gabT//nudC//rimK//nanK//
go_0006821_8	waaY//
go_0006824_8	fadB//gpmA//phoA//dfp//
go_0006825_9	pyrB//
go_0006826_9	pdeL//
go_0006828_9	ung//
go_0006829_9	accB//sucA//cysS//proS//lpxL//
go_0006833_6	
go_0006835_8	yrfG//ispB//
go_0006847_8	gpmM//
go_0006855_6	sdhC//phnL//rpiB//atoB//mhpD//hcaF//melA//gcvP//mnmA//waaY//rlmH//pphA//yhdJ//patZ//
go_0006857_7	thrB//aroG//argI//
go_0006863_7	nadD//
go_0006865_6	phnL//preA//aroE//tsaD//ampD//gltD//leuB//bioF//mobA//lpxD//waaF//folC//pgaB//nadB//ushA//speB//thrB//fucA//yfaU//mtlD//torC//
go_0006868_7	mhpB//
go_0006869_6	ruvB//
go_0006874_8	
go_0006876_8	galU//
go_0006878_9	fau//
go_0006879_9	gmd//glmM//
go_0006880_4	waaU//lsrK//
go_0006882_8	ybiV//
go_0006883_8	glpC//pck//speC//
go_0006884_4	
go_0006885_9	lpcA//
go_0006886_5	
go_0006928_3	cysQ//
go_0006935_4	fau//yfiC//rnd//ligB//ldcA//
go_0006970_4	aroL//ynfE//patD//thrC//rlmE//ispA//
go_0006972_5	frdB//hemA//ascB//dut//sdhC//
go_0006974_5	clsC//gnd//hisC//lldD//pldB//lpxM//ldcA//hcaF//ldtE//waaH//ddlB//miaA//serC//bioB//mltD//rnb//adhP//mltA//frdB//gcvT//gnd//torA//pheS//panD//tatD//rffC//argB//adhE//yghU//bglB//waaC//cyaA//recF//cobS//yggF//aroC//aroC//frdD//arnT//ppx//mhpA//rnt//betA//bglX//accC//yciA//menA//hinT//bioF//uxuB//cfa//yagF//bcsA//carA//lldD//pykA//thiG//rffC//ascB//tyrB//nhoA//waaG//panD//garR//ruvC//yeiG//folC//aroB//betB//eutD//ugd//hyi//hyaA//putA//ybiV//tcdA//menB//trpC//apt//pdxJ//sufS//sodA//pgaB//alaS//scpB//ahpC//pyrB//yihV//cpsB//ddlB//nagA//purN//gnd//sdhA//waaB//
go_0006979_4	ycaO//arnA//nadD//frc//proC//cueO//tadA//ampD//aroA//glmS//fbaA//gapA//alaS//mutH//acpT//trpB//folX//glcD//acpS//tyrB//tatD//rlmM//metE//nagA//frlB//kbaY//
go_0006986_5	rlmC//
go_0006995_6	cysG//carA//
go_0007059_3	aroE//mnmG//
go_0007062_4	
go_0007155_3	nrfA//
go_0007165_3	ada//garR//
go_0007234_5	
go_0007584_4	
go_0008033_9	yccX//eno//cdh//speF//upp//fabI//gcvH//gmd//
go_0008104_4	
go_0008152_2	yahK//phnG//rlmE//nrfB//dapD//rnd//cynS//phnM//cobT//rffG//waaZ//ubiC//nagK//pepD//aes//yajO//yahK//
go_0008156_8	
go_0008219_3	
go_0008272_6	speA//hdhA//
go_0008295_6	citX//phnL//narZ//
go_0008299_5	relA//
go_0008360_4	gabD//thiG//arnT//argB//scpC//ppiA//rutA//purL//fumB//yqaB//hisS//
go_0008610_5	galU//spoT//hemH//cdsA//
go_0008615_6	glnE//glpX//gmhB//kdsC//glpD//hypF//yidA//
go_0008616_8	guaC//ulaD//hinT//pgaB//gadA//lplA//
go_0008643_6	menD//ybcF//amiD//lipA//selB//uxuB//lpxP//hdhA//rlmD//mepS//lysS//ackA//dgoA//glxK//hisC//speG//rluF//uxuB//
go_0008652_5	citG//lysC//ileS//zwf//nadC//kbaZ//mdh//pdxB//
go_0008653_5	
go_0008654_5	argC//murE//alr//aroA//
go_0009050_6	gatZ//frlB//
go_0009052_6	ppc//rihA//dxr//mtlD//kdsA//yfbR//
go_0009056_3	murB//
go_0009058_3	lpxL//lysC//mutH//cysK//
go_0009060_6	ftsI//rihC//hcaD//adhE//mmuM//hisS//nadK//
go_0009061_6	dkgB//yahK//recJ//treC//hcp//ung//azoR//gmk//hcaE//waaU//prpC//glpK//acpH//yagF//astC//leuB//sucD//menD//nrdA//arnA//queC//
go_0009062_6	pdeH//
go_0009063_5	wzc//metC//lacZ//
go_0009070_7	nudG//
go_0009073_6	rpiB//rlmF//rffG//mobA//umpH//coaA//rsmA//fruK//ybjI//rlmA//fumA//
go_0009081_5	srlD//panB//
go_0009082_6	frlB//pyrF//lpcA//ndh//garK//ldhA//yfbR//
go_0009085_8	manA//
go_0009086_7	mnmG//kbaY//tktB//rlmA//serS//
go_0009088_8	rpiA//ilvA//
go_0009089_6	thrA//yeaG//acpT//treF//puuD//ilvN//
go_0009090_8	xylA//etp//maa//nadA//
go_0009092_7	nrdD//
go_0009093_7	
go_0009094_6	sthA//pgpA//yqjH//
go_0009097_7	maa//der//gabD//tdk//miaB//
go_0009098_7	purA//metK//glpA//ubiE//ynfF//pheT//
go_0009099_7	etp//hemC//glnS//queF//thiH//mtlD//leuC//
go_0009102_6	ada//fadE//murC//deoB//surA//paaJ//ubiF//alaC//glmM//
go_0009103_6	trpB//ldtD//malZ//fucK//pdeH//pfkB//pbpC//trmA//asnA//
go_0009106_5	pcm//
go_0009107_6	ycaO//glpA//
go_0009108_6	prpD//
go_0009116_5	dacD//ldtC//
go_0009142_7	rsuA//
go_0009143_7	psd//
go_0009152_8	cynT//
go_0009157_8	dusC//
go_0009166_7	thrA//yjjX//
go_0009168_9	aroA//
go_0009220_8	cmoA//asnB//
go_0009224_9	mpaA//
go_0009226_6	tesB//udp//
go_0009228_7	tynA//kbaZ//phnN//rsmB//waaC//dkgB//mltD//entB//yhdH//
go_0009229_6	ldhA//ubiD//
go_0009231_6	asnB//lpxL//ssuE//citC//sgbH//miaB//prmB//
go_0009234_7	rluF//glpA//pabC//rlmM//mtlD//frlB//leuA//dusB//xthA//
go_0009236_6	ubiA//moaA//ddlB//dgcM//sodB//eno//
go_0009237_4	mltB//yggF//
go_0009239_6	gpsA//thrB//rrrD//mutH//clsA//glxK//ybjI//hyaB//
go_0009240_6	recR//
go_0009242_6	astB//rsmG//phnP//yfaU//speD//hemH//guaA//mhpB//
go_0009243_7	yhdH//
go_0009244_7	rnpA//rffG//gshB//yegS//hcp//cysS//glnE//ddlA//glyA//pdeF//folD//frdB//glxK//waaH//scpB//dbpA//luxS//sdhB//aroG//selA//fucI//yagE//
go_0009245_6	rsmB//waaF//cysQ//arnB//yieF//patA//ravA//mtgA//bfr//
go_0009246_6	cysS//srlD//edd//ampD//yajO//rsmB//
go_0009249_6	rffT//mutS//ruvA//
go_0009250_7	
go_0009251_7	lpxD//
go_0009252_7	fcl//yagE//acpT//polA//frdA//tsaC//cynT//mug//kdsC//fadI//gntK//nudF//scpB//waaH//pyrH//tsaD//thiD//nanE//menA//eptC//kbaY//hyaB//pta//gluQ//sdhA//
go_0009253_8	purA//ugd//betA//rlmH//cdd//recJ//hypB//rsmC//pheA//malZ//
go_0009254_8	metL//galK//gudD//allD//relA//gabD//hisC//gmd//phr//hemD//ssuD//
go_0009257_8	udp//serB//rffT//waaG//
go_0009263_6	entH//lpxP//
go_0009264_6	pck//etp//
go_0009265_7	carB//
go_0009266_4	treA//tdcG//puuD//phnM//carA//puuC//
go_0009267_5	pgaD//acpT//
go_0009268_4	rlmA//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	yihT//
go_0009297_6	
go_0009298_7	purF//pgsA//gcvP//
go_0009305_7	ilvN//
go_0009306_4	
go_0009311_5	
go_0009314_4	hyaB//ileS//glpC//frdA//ynfH//phnH//guaA//leuS//slyD//fabH//pabC//sdhA//ldtB//glxR//mtgA//cysM//narZ//
go_0009372_5	dam//hisD//accA//
go_0009396_6	eptC//fbaA//
go_0009398_7	hinT//
go_0009401_7	thiE//ynfH//yeaG//serS//ltaE//dinB//adiA//purU//fadH//rutA//kdsC//birA//fkpA//thiH//rimK//mutM//pyrG//phnG//gldA//sthA//
go_0009403_5	
go_0009405_4	
go_0009407_3	ampD//
go_0009408_4	yjiA//wrbA//mraY//paaB//uidA//plsC//roxA//rutB//solA//dhaM//yajO//rlmA//dacD//narI//pphB//dadA//opgB//ushA//miaA//ilvC//queA//rlmJ//deoD//hisC//treF//ushA//
go_0009409_4	pepD//poxB//
go_0009410_4	hisC//
go_0009411_6	sodB//ygjK//tadA//dhaL//plsC//hemB//ydiF//glpD//waaB//
go_0009416_5	moaD//tdh//
go_0009423_8	pdeF//araD//ldcA//hisG//
go_0009432_5	ssuD//folC//dgcT//torC//metF//
go_0009435_9	ligB//citX//proB//sdhA//argK//
go_0009436_6	murE//kdsC//pdxA//hypB//
go_0009437_5	
go_0009438_5	
go_0009440_6	rhaD//lpxC//yciV//
go_0009442_7	hisC//adhE//fucO//ulaD//ilvA//
go_0009443_5	sdhA//rsmA//nudF//
go_0009446_6	thiM//aldB//
go_0009447_6	ssuD//gapA//dusB//trpS//dkgB//speA//yihU//arnT//
go_0009450_6	panB//purT//menB//surA//
go_0009451_6	frlC//aphA//adiA//gpp//
go_0009593_4	
go_0009597_5	
go_0009636_4	folP//folA//sufS//ppsA//malP//
go_0009637_6	
go_0009651_5	
go_0009697_5	aceA//
go_0009758_2	rhaD//
go_0009785_5	
go_0009970_6	lpxT//mog//gpmA//
go_0009972_10	mtlD//
go_0009992_5	malQ//appA//gltX//
go_0010033_4	
go_0010038_5	
go_0010039_6	galK//
go_0010041_7	waaB//asd//
go_0010042_6	yieF//
go_0010043_6	waaC//mutM//
go_0010045_6	queD//
go_0010106_6	
go_0010124_4	eda//wecB//sodA//dbpA//gcvT//luxS//thiD//ulaD//
go_0010133_7	dinB//
go_0010139_7	yqhD//
go_0010165_6	hinT//arsC//dgcT//rluC//slyD//coaA//oxc//yjhG//
go_0010212_5	ulaE//
go_0010226_6	dacD//
go_0010243_5	
go_0010272_6	murQ//
go_0010273_4	umuD//acpT//yqhD//
go_0010312_3	speB//
go_0010332_6	
go_0010350_6	
go_0010438_6	malP//ravA//
go_0010447_5	hisB//pyrC//
go_0010468_6	acpT//
go_0010498_6	yigL//gltX//mutL//hinT//
go_0010501_7	kdsB//fre//
go_0010557_7	
go_0010608_7	bglA//
go_0010628_7	
go_0010629_7	mcrB//
go_0010676_7	
go_0010699_4	cpsG//mltB//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	waaO//cadA//alaC//dapB//metL//leuA//mdh//nfsB//paaZ//
go_0015031_5	sdaA//thiI//arnA//ymdB//rlmB//pabB//yjjG//trpC//
go_0015074_6	
go_0015628_5	
go_0015670_6	fadJ//
go_0015673_9	narV//
go_0015675_9	mhpB//
go_0015679_10	hisC//
go_0015682_8	mnmG//
go_0015684_9	paaE//rfbD//paaK//pdeR//
go_0015685_8	preT//deoB//
go_0015687_7	queC//
go_0015688_6	plsC//ppsA//
go_0015689_8	rlmJ//
go_0015691_9	psuG//purT//
go_0015692_8	glnE//
go_0015693_9	paaE//
go_0015696_6	sad//
go_0015698_7	sad//
go_0015699_8	guaB//
go_0015700_8	tyrB//
go_0015706_6	glgB//allC//nadK//
go_0015707_6	queD//narY//udk//ydiO//
go_0015709_6	rffG//
go_0015710_8	rffH//thrC//
go_0015712_7	trmI//
go_0015718_8	lsrG//
go_0015721_7	gshA//metL//rnpA//
go_0015724_7	argS//
go_0015726_8	entD//
go_0015733_7	alaC//
go_0015734_6	feaB//
go_0015736_9	ruvA//
go_0015739_7	speC//
go_0015740_9	allC//gpmA//hinT//
go_0015741_10	glpB//rluC//
go_0015747_6	nrdE//
go_0015748_6	sdhB//
go_0015749_7	idnD//poxB//rnd//tauD//aroF//gapA//narV//
go_0015751_9	aroD//ackA//
go_0015752_9	acpT//mutS//
go_0015753_9	rfaE//phnP//
go_0015754_9	dadA//
go_0015755_9	rlmG//birA//gph//
go_0015756_9	nemA//maeA//
go_0015757_9	appA//panD//katE//ybcF//
go_0015760_8	mocA//
go_0015761_9	garL//
go_0015762_9	preT//
go_0015764_7	idi//ileS//ppc//
go_0015765_8	cheR//ldcA//
go_0015767_9	pbpC//hemF//malS//
go_0015768_9	apt//waaP//cysQ//
go_0015769_9	epmB//
go_0015771_9	luxS//pgaD//alsE//
go_0015772_7	panC//cadA//waaZ//
go_0015774_7	yhdH//
go_0015778_7	truA//
go_0015793_7	waaJ//hisH//
go_0015794_7	argI//aldB//
go_0015795_7	bfr//coaE//
go_0015796_7	rluC//
go_0015797_7	suhB//ribF//rfaD//
go_0015803_7	lldD//nudC//entD//
go_0015804_7	xapA//tgt//
go_0015806_6	rlmA//
go_0015807_7	ymdB//dam//ilvI//metH//trmO//ybiV//
go_0015808_8	ldhA//fruK//
go_0015809_7	gor//
go_0015810_8	codA//mog//
go_0015811_7	rutC//pyrC//
go_0015813_6	rfe//phnJ//thiI//
go_0015814_7	dmsA//
go_0015816_6	yihU//
go_0015817_7	yajO//ubiX//
go_0015818_7	rluF//ycaO//
go_0015820_7	ulaF//dusB//aroD//galM//moeA//
go_0015821_7	preA//hisI//
go_0015822_7	pabA//
go_0015823_7	puuA//rihB//yfdR//sodA//nrdB//
go_0015824_7	cobB//rlmD//abgB//
go_0015825_8	idnO//
go_0015826_7	pdxB//ulaF//slt//
go_0015827_7	hisS//pyrC//rlmF//
go_0015828_7	umuC//fes//
go_0015829_7	fumC//hisI//gabD//
go_0015830_7	ogt//
go_0015833_6	umuC//epmC//glpD//yidA//nrfB//ansA//gcvT//amiD//rlmE//agp//
go_0015834_7	ribA//rlmG//
go_0015835_6	proS//
go_0015836_7	bfr//araD//
go_0015839_7	srlD//
go_0015846_6	mmuM//eno//
go_0015847_7	dld//trpE//proS//patZ//dsdA//
go_0015848_7	bacA//recG//
go_0015851_6	
go_0015853_8	pgi//rbsD//
go_0015856_8	hemC//
go_0015857_6	hyi//rihC//
go_0015858_7	torY//cmoA//opgB//
go_0015860_7	nrdB//trpD//
go_0015861_9	ispF//tdcD//
go_0015862_9	tsaD//proB//
go_0015863_8	udp//
go_0015864_8	mngB//
go_0015871_6	ppiC//rutD//deoC//garL//
go_0015878_6	
go_0015879_9	ribD//
go_0015882_7	mrcA//
go_0015886_6	moeA//gudD//
go_0015887_7	asnA//
go_0015888_6	rlmJ//
go_0015889_6	lpxD//purB//dmsC//
go_0015891_6	sucA//
go_0015906_6	sdhB//
