# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	adeD//
go_0006811_5	purB//menF//lpoA//rsmC//alaC//trmI//arnT//rlmE//lldD//katG//upp//
go_0006812_6	waaO//sdhB//
go_0006813_8	cueO//fau//chbF//cynS//hemF//dcm//ansB//yqaB//
go_0006814_8	aroH//pncB//nrdF//sgbE//
go_0006817_8	mnmE//
go_0006820_6	hemL//aroA//uxaB//accC//hemB//
go_0006821_8	folM//
go_0006824_8	adk//thiG//gmk//pheS//
go_0006825_9	rfbB//
go_0006826_9	cobC//
go_0006828_9	tpiA//
go_0006829_9	rnt//mak//fabZ//pabC//citE//
go_0006833_6	
go_0006835_8	rhaM//waaG//
go_0006847_8	fcl//
go_0006855_6	arsC//mtlD//cmoA//tyrB//gor//glcE//ilvB//lysC//tatD//sgbH//ldtD//chbF//nagA//scpC//
go_0006857_7	adk//rffT//queF//
go_0006863_7	thiH//
go_0006865_6	nemA//trpC//putA//adhE//aspS//yhdJ//glcF//rsmH//rbsD//gpmA//kduI//speC//napA//gltD//dapF//rutB//preA//gabD//truC//glgX//dld//
go_0006868_7	ogt//
go_0006869_6	pabB//
go_0006874_8	
go_0006876_8	acpS//
go_0006878_9	pdeR//
go_0006879_9	deoC//ilvC//
go_0006880_4	serC//idnO//
go_0006882_8	pgaB//
go_0006883_8	rutD//nagK//mutY//
go_0006884_4	
go_0006885_9	thrS//
go_0006886_5	
go_0006928_3	fes//
go_0006935_4	bglB//epmA//kefF//thiI//gpsA//
go_0006970_4	guaB//katE//dgoA//rpiB//gpmA//gcd//
go_0006972_5	ugd//ribD//queC//rsgA//ybiV//
go_0006974_5	lpoB//torC//rhaB//speC//panB//kefF//pabB//accC//fabA//poxB//nfsB//aes//glpA//ung//cobS//alsE//rbn//prmC//fadB//nudG//purB//lpxM//nrdE//cmoA//mcrA//mobA//ydiB//pfkA//mltD//metH//gcd//sdhA//tcdA//adhP//fruK//waaC//ilvM//pgi//waaS//arnA//hisF//truB//aroA//rsmH//adk//frc//mmuM//tauD//ruvA//thiI//rsmJ//selD//astB//entD//argC//glpA//ftsI//torY//citX//pck//waaL//nfsB//wecB//selD//torZ//ldcA//waaS//umuD//adeD//coaA//bioB//menA//gstA//lacZ//phnO//lplA//rlmI//argK//nadC//sgbH//alaC//pphA//yjcS//pphB//malP//gltX//tesB//trmD//garK//fumB//ampD//lysC//ubiH//nfsB//aspS//
go_0006979_4	ynfE//queD//dgkA//dkgA//glyA//gshB//ruvC//rsmF//gabT//ybiV//malP//nirB//rbsD//lpoA//pfkB//fabG//pgk//tehB//aspC//gpmM//thrA//lyxK//rlmD//lpoA//aldA//lpoA//
go_0006986_5	thiE//
go_0006995_6	ung//bglX//
go_0007059_3	phnG//glmS//
go_0007062_4	
go_0007155_3	patA//
go_0007165_3	tag//hyi//
go_0007234_5	
go_0007584_4	
go_0008033_9	hemH//ung//ldtE//ispA//ubiA//mocA//nanK//dacA//
go_0008104_4	
go_0008152_2	mtgA//cyoE//folE//bioD//menD//ttdA//proC//abgB//pcm//xdhB//cyoE//ugd//udp//etk//deoD//metK//accC//
go_0008156_8	
go_0008219_3	
go_0008272_6	sdaA//ribD//
go_0008295_6	fadI//treF//hemG//
go_0008299_5	fabZ//
go_0008360_4	folM//ruvC//ampH//cof//hisD//malY//umpH//paaC//fadJ//abgB//coaD//
go_0008610_5	rsmE//gph//serC//queG//
go_0008615_6	waaL//moaA//rsmF//purT//phnN//metH//dusB//
go_0008616_8	epd//glgA//tehB//ybjG//rihA//thrS//
go_0008643_6	asd//deoB//entB//dxs//pphA//ltaE//ribB//ribE//dacC//kdsD//upp//pdxA//waaG//ampD//glmU//tynA//fucA//argK//
go_0008652_5	lpoA//aroL//glgX//wzb//nemA//gcd//ispF//waaA//
go_0008653_5	
go_0008654_5	uxaB//rfaD//arnA//hpt//
go_0009050_6	lpoA//waaF//
go_0009052_6	yciV//cyaA//fucA//bglX//sufS//mraY//
go_0009056_3	purU//
go_0009058_3	paaK//serB//hcaF//alkB//
go_0009060_6	hemL//fkpA//glxR//ubiX//argE//yrfG//rihA//
go_0009061_6	rpiA//pgm//bglA//rluF//astC//pdxJ//gmd//purN//eutD//fabA//puuD//trpS//ispB//hemN//rpiA//prpD//tsaC//slyD//dnaE//yghU//mutS//
go_0009062_6	yccX//
go_0009063_5	napC//glyS//yrfG//
go_0009070_7	psuG//
go_0009073_6	waaL//deoB//serA//plsB//ydiB//garD//astB//rihB//coaE//trmO//alaS//
go_0009081_5	paaG//alaC//
go_0009082_6	menC//yhdH//ruvC//mltF//ltaE//cpdB//apt//
go_0009085_8	fucK//
go_0009086_7	alaS//ubiG//upp//sucB//yccX//
go_0009088_8	kdsD//thrB//
go_0009089_6	acpT//aroB//rffG//citG//trmL//yidA//
go_0009090_8	rlmM//pgaB//lpoA//ubiA//
go_0009092_7	gpt//
go_0009093_7	
go_0009094_6	mnmG//gstB//ubiF//
go_0009097_7	psd//katG//lpxB//ispB//bglX//
go_0009098_7	kdsB//menI//trmA//pheT//idnK//argB//
go_0009099_7	mnmE//rhaD//otsA//tcdA//ubiH//guaC//dinB//
go_0009102_6	fes//rfbD//pyrD//ribD//rpiB//cobS//dxs//purD//nhoA//
go_0009103_6	tag//xapA//purL//metB//tktA//pyrC//fucI//mrdA//nrdE//
go_0009106_5	aceA//
go_0009107_6	ampD//mpaA//
go_0009108_6	tehB//
go_0009116_5	trmA//murQ//
go_0009142_7	fadE//
go_0009143_7	lyxK//
go_0009152_8	nrdD//
go_0009157_8	gatY//
go_0009166_7	lsrG//leuS//
go_0009168_9	def//
go_0009220_8	gltD//pyrH//
go_0009224_9	cmk//
go_0009226_6	mutY//dgcZ//
go_0009228_7	glyS//cadA//nadK//tyrA//citX//purL//ubiI//hcaD//dgcZ//
go_0009229_6	ubiE//trpE//
go_0009231_6	rsmG//tdh//paaC//purU//edd//cobT//entE//
go_0009234_7	xylB//nagB//glcD//mpaA//trpS//mhpB//pyrH//alr//argD//
go_0009236_6	panB//pabC//ttdA//cadA//ssuD//nrfB//
go_0009237_4	hcaB//nemA//
go_0009239_6	fcl//yhdH//hemA//thiL//rsmI//ispF//iscS//edd//
go_0009240_6	fumC//
go_0009242_6	mog//puuA//fes//frc//ahpC//birA//pflB//leuD//
go_0009243_7	hisI//
go_0009244_7	katE//menH//rlmJ//fau//rne//uxuB//narZ//yagF//pyrC//panE//lpd//rsmI//yqaB//cynT//sucB//sdaA//zwf//roxA//mcrB//yeaE//paaC//recJ//
go_0009245_6	ulaE//tsaC//rlmG//hisC//ampH//malQ//panE//patD//edd//
go_0009246_6	gmd//lipA//sthA//wecC//ssuD//dam//
go_0009249_6	umuD//idnO//ybjG//
go_0009250_7	
go_0009251_7	frlB//
go_0009252_7	yihS//rhaD//tdh//rlmG//ubiC//dapD//rutB//abgB//umuD//rpe//ppiA//moeA//sodA//dcd//aspS//folX//leuB//coaA//glnS//glgC//yfiC//nemA//rluE//speB//metK//
go_0009253_8	idnO//rlmH//hypB//mngB//gmk//tauD//dgoA//uvrA//uvrC//argE//
go_0009254_8	trpS//yihV//ynfH//nagK//phnL//pheS//pyrB//ltaE//dhaK//ymdB//iaaA//
go_0009257_8	rne//fabI//nemA//gpmA//
go_0009263_6	coaE//rlmL//
go_0009264_6	rdgB//argH//
go_0009265_7	folE//
go_0009266_4	fklB//coaA//nudB//ftsI//carB//speF//
go_0009267_5	murF//waaH//
go_0009268_4	speD//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	murA//
go_0009297_6	
go_0009298_7	narH//hemD//polB//
go_0009305_7	hisH//
go_0009306_4	
go_0009311_5	
go_0009314_4	selD//mraY//bacA//hisI//pdeR//mtlD//frdC//dbpA//entE//tktB//galE//ascB//fadA//fbaA//fdhF//ilvM//ileS//
go_0009372_5	chbG//rbsK//ada//
go_0009396_6	lsrG//thyA//
go_0009398_7	polA//
go_0009401_7	ligA//bioB//mltF//purB//bglB//yagE//ilvB//mutM//glpX//proS//gstB//hisB//hemA//dnaE//adhE//pgi//fabB//acnB//metE//orn//
go_0009403_5	
go_0009405_4	
go_0009407_3	hcaB//
go_0009408_4	slyD//murD//asd//ydiB//clsA//lldD//yajO//mutY//cueO//codA//yqjH//queG//rhaA//eutB//ubiC//ilvA//trpD//rnb//yihX//deoA//mraY//surA//rutE//appA//sad//purA//
go_0009409_4	gcd//queA//
go_0009410_4	yjhH//
go_0009411_6	alr//nadE//rbsD//mnaT//tdcE//ddlB//glmM//hisG//dhaM//
go_0009416_5	folD//dmsB//
go_0009423_8	panC//sdhC//sbcB//selB//
go_0009432_5	rbsK//scpC//paaK//metG//dhaM//
go_0009435_9	fucK//bglB//rutA//ndk//accB//
go_0009436_6	sucA//narZ//ldtE//hemH//
go_0009437_5	
go_0009438_5	
go_0009440_6	tpiA//alsE//fabD//
go_0009442_7	speE//gstA//galM//ahpC//rsmB//
go_0009443_5	epd//cobC//xapA//
go_0009446_6	waaH//gatZ//
go_0009447_6	yfeW//hisI//abgB//oxc//murI//yagE//ubiA//dgoA//
go_0009450_6	yqhD//trmD//tsaC//tyrA//
go_0009451_6	ynfE//fdhF//def//murE//
go_0009593_4	
go_0009597_5	
go_0009636_4	ribE//glxK//hpt//waaO//tmcA//
go_0009637_6	
go_0009651_5	
go_0009697_5	yfeW//
go_0009758_2	trmD//
go_0009785_5	
go_0009970_6	napB//xthA//psd//
go_0009972_10	mtlD//
go_0009992_5	ilvA//cdh//prpC//
go_0010033_4	
go_0010038_5	
go_0010039_6	rhaD//
go_0010041_7	cyoE//lsrK//
go_0010042_6	proA//
go_0010043_6	gatZ//hyaB//
go_0010045_6	arnB//
go_0010106_6	
go_0010124_4	eda//kdsA//ugd//csdA//xapA//waaL//purB//bioH//
go_0010133_7	waaA//
go_0010139_7	glk//
go_0010165_6	recR//uvrA//cmk//glnA//glcD//rsmE//truA//rnb//
go_0010212_5	eutD//
go_0010226_6	dnaE//
go_0010243_5	
go_0010272_6	etp//
go_0010273_4	gltD//nirB//paaZ//
go_0010312_3	rluB//
go_0010332_6	
go_0010350_6	
go_0010438_6	accA//gloC//
go_0010447_5	zwf//cpsB//
go_0010468_6	nrfB//
go_0010498_6	dkgB//ilvM//hcaB//ung//
go_0010501_7	gor//aroC//
go_0010557_7	
go_0010608_7	aroL//
go_0010628_7	
go_0010629_7	menB//
go_0010676_7	
go_0010699_4	rsgA//arnT//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	lacZ//panE//thiL//apaH//rsuA//glpA//nirD//thiG//bglB//
go_0015031_5	ushA//entC//miaB//nudF//pgpB//phr//dgkA//suhB//
go_0015074_6	
go_0015628_5	
go_0015670_6	manA//
go_0015673_9	mazG//
go_0015675_9	prpB//
go_0015679_10	dxr//
go_0015682_8	pcm//
go_0015684_9	gcd//adiA//metH//dgt//
go_0015685_8	fdhF//lyxK//
go_0015687_7	uxaB//
go_0015688_6	panE//aes//
go_0015689_8	ispA//
go_0015691_9	fabA//mnmC//
go_0015692_8	pinE//
go_0015693_9	ilvI//
go_0015696_6	pabC//
go_0015698_7	phnJ//
go_0015699_8	ltaE//
go_0015700_8	bcsA//
go_0015706_6	wecB//ycaO//napC//
go_0015707_6	ansA//apt//pabC//waaY//
go_0015709_6	sdaB//
go_0015710_8	coaE//fabB//
go_0015712_7	lpxT//
go_0015718_8	fadB//
go_0015721_7	lsrG//entC//selD//
go_0015724_7	yigL//
go_0015726_8	apaH//
go_0015733_7	puuE//
go_0015734_6	btuE//
go_0015736_9	yihX//
go_0015739_7	fbaA//
go_0015740_9	pdeL//rsuA//paoC//
go_0015741_10	fadK//rlmI//
go_0015747_6	proB//
go_0015748_6	add//
go_0015749_7	hdhA//alsE//paaK//glxK//ada//trmD//dcyD//
go_0015751_9	eptC//astB//
go_0015752_9	uvrA//guaB//
go_0015753_9	wrbA//preA//
go_0015754_9	phnM//
go_0015755_9	mltF//yieH//frmB//
go_0015756_9	nrdD//pheT//
go_0015757_9	murI//fabD//gldA//xylA//
go_0015760_8	rlmC//
go_0015761_9	gpp//
go_0015762_9	hisF//
go_0015764_7	ispH//mtn//yqjH//
go_0015765_8	scpC//dcm//
go_0015767_9	torA//ltaE//tilS//
go_0015768_9	wecB//yfbR//ybcF//
go_0015769_9	gpt//
go_0015771_9	glmM//metE//pgaC//
go_0015772_7	gltD//ppsA//pdeL//
go_0015774_7	wzb//
go_0015778_7	menD//
go_0015793_7	metE//cyaA//
go_0015794_7	rfe//alkB//
go_0015795_7	mnmG//pgk//
go_0015796_7	ymdB//
go_0015797_7	sdaA//hisA//lpxC//
go_0015803_7	pgpA//aspA//pdxY//
go_0015804_7	narH//insI-1//
go_0015806_6	mgsA//
go_0015807_7	yieH//murG//nrfA//ackA//ubiF//serC//
go_0015808_8	malY//narG//
go_0015809_7	cof//
go_0015810_8	ldtC//napC//
go_0015811_7	umpH//rnpA//
go_0015813_6	ldtE//dhaM//hisA//
go_0015814_7	gcd//
go_0015816_6	rlmH//
go_0015817_7	yigL//rffT//
go_0015818_7	panC//phnH//
go_0015820_7	cysK//nrdB//hisG//trmD//galU//
go_0015821_7	dapB//cysN//
go_0015822_7	yieF//
go_0015823_7	ribF//bioB//ldhA//dfp//glpK//
go_0015824_7	waaG//aroK//phr//
go_0015825_8	scpC//
go_0015826_7	def//thiD//ubiX//
go_0015827_7	prs//miaB//araA//
go_0015828_7	rpiB//aspC//
go_0015829_7	paaF//sufS//gapA//
go_0015830_7	hisC//
go_0015833_6	caiB//fre//kbaY//prmB//ilvC//gpt//rhaA//nudB//cadA//pgsA//
go_0015834_7	napC//cheR//
go_0015835_6	phnM//
go_0015836_7	rsmJ//bioF//
go_0015839_7	dosP//
go_0015846_6	ackA//ribB//
go_0015847_7	opgE//bioD//pgpB//gcvT//panE//
go_0015848_7	dgoK//folX//
go_0015851_6	
go_0015853_8	gpsA//menE//
go_0015856_8	yciA//
go_0015857_6	frlB//aspS//
go_0015858_7	pheS//mgsA//cmoB//
go_0015860_7	yidA//murI//
go_0015861_9	prs//mhpA//
go_0015862_9	asnA//malP//
go_0015863_8	yfcG//
go_0015864_8	rffG//
go_0015871_6	hisC//serB//cobT//aceB//
go_0015878_6	
go_0015879_9	hycB//
go_0015882_7	otsA//
go_0015886_6	ppsA//deoB//
go_0015887_7	pfkA//
go_0015888_6	paaA//
go_0015889_6	acpT//ogt//lsrK//
go_0015891_6	hemF//
go_0015906_6	fkpA//
