"Names"	"RegulonSize"	"SpearmanCorrelationMean"	"SpearmanCorrelationMedian"
"ybdD"	8	0.454870410923731	0.421906635792373
"ybeA"	6	0.291114873065446	0.281546034469214
"ybeZ"	2	0.570591526730564	0.570591526730564
"ybfC"	2	0.212939483575728	0.212939483575728
"ybgC"	2	0.170766872620353	0.170766872620353
"ybgJ"	2	0.574963321012006	0.574963321012006
"ybgT"	4	0.714635063892801	0.707213022873079
"ybhC"	4	0.358733286491794	0.37038249480573
"ybiC"	14	0.383286297765883	0.305374926100363
"ybiH"	2	0.45498848867157	0.45498848867157
"ybiX"	15	0.5610538528914	0.549288029311334
"ybjC"	2	0.489950356600389	0.489950356600389
"ycbS"	2	0.161859839104299	0.161859839104299
"ycbT"	2	0.0563202979493257	0.0563202979493257
"ycbZ"	2	0.24750202640265	0.24750202640265
"yccB"	10	0.685158507405815	0.695953457541453
"yccJ"	2	0.815293595851553	0.815293595851553
"yccM"	3	0.189471967199387	0.196504393386477
"yccW"	3	0.474820381333522	0.40423612770456
"ycdZ"	2	0.280666912150625	0.280666912150625
"yceD"	1	1	1
"yceG"	3	0.401579597561969	0.400522174416999
"ycfM"	3	0.562497679891954	0.532070389537895
"ycgM"	3	0.262743066721277	0.250418229129929
"ychS"	2	0.113542246197024	0.113542246197024
"yciC"	2	0.556800222538061	0.556800222538061
"yciH"	2	0.488605039767117	0.488605039767117
"ycjT"	2	0.355110156897793	0.355110156897793
"ycjV"	3	0.221651682553531	0.235848078770386
"ydaU"	2	0.374694186142432	0.374694186142432
"ydaV"	2	0.155773233321833	0.155773233321833
"ydaW"	2	0.199291393343465	0.199291393343465
"ydcQ"	2	0.213935054431114	0.213935054431114
"ydcW"	2	0.565571557119792	0.565571557119792
"yddB"	2	0.580490673093981	0.580490673093981
"ydeT"	3	0.384725989729273	0.372013707185179
"ydeU"	1	1	1
"ydfE"	3	0.114098380704349	0.114007196768082
"ydfV"	2	0.205801310879324	0.205801310879324
"ydhS"	2	0.434030935333878	0.434030935333878
"ydiH"	1	1	1
"ydiR"	2	0.177303511387424	0.177303511387424
"ydjL"	4	0.411931127767519	0.425123202670665
"yeaC"	3	0.580990547640193	0.495223155082736
"yeaK"	3	0.173188938417015	0.202949552823741
"yeaZ"	3	0.3976551355733	0.407028048412152
"yebB"	2	0.0717793312324355	0.0717793312324355
"yebC"	7	0.218464284551954	0.187455464318055
"yebF"	2	0.376083117818598	0.376083117818598
"yebG"	15	0.338001674590137	0.348985980017796
"yebR"	3	0.315916075291773	0.310523739337764
"yebT"	2	0.124140434122609	0.124140434122609
"yedF"	2	0.610989902810693	0.610989902810693
"yedI"	2	0.25607086545382	0.25607086545382
"yedL"	5	0.271396007206993	0.257589004311018
"yedZ"	3	0.372671841352241	0.341333334085905
"yeeE"	23	0.439619149367696	0.444633215728918
"yeeF"	9	0.39060532181131	0.366953627921842
"yehM"	2	0.14511108926233	0.14511108926233
"yehP"	12	0.182046237675676	0.152454216701002
"yehU"	2	0.506337354984425	0.506337354984425
"yeiS"	2	0.396802620330835	0.396802620330835
"yejK"	4	0.36763690003023	0.353192158681918
"yfaA"	2	0.0573214450916967	0.0573214450916967
"yfaE"	3	0.54612973156844	0.567343974268627
"yfaX"	3	0.0939840852593849	0.0870797136045594
"yfaY"	2	0.134127539663459	0.134127539663459
"yfaZ"	2	0.29501773638069	0.29501773638069
"yfbM"	2	0.115594004584998	0.115594004584998
"yfbN"	2	0.285477778741782	0.285477778741782
"yfcM"	2	0.47912582584783	0.47912582584783
"yfcP"	6	0.172083349899919	0.146317252256904
"yfcV"	2	0.157952376999564	0.157952376999564
"yffS"	8	0.233889254390493	0.232455389130874
"yfgM"	7	0.302987695799098	0.296747051489212
"yfjG"	2	0.541814028919393	0.541814028919393
"ygaF"	11	0.387858855569394	0.354199371489376
"ygbM"	4	0.308515070153227	0.319970451098722
"ygcI"	4	0.386356366861233	0.384796990722962
"ygcO"	2	0.432252011967467	0.432252011967467
"ygeA"	6	0.156025712872235	0.0980806211819122
"ygeN"	1	1	1
"ygfB"	3	0.246559239724804	0.200519910539661
"ygfM"	11	0.285387847027455	0.283366794365296
"ygfT"	2	0.349336925799568	0.349336925799568
"ygfU"	3	0.310562701768395	0.336067817887842
"yggF"	3	0.253241168238456	0.248178286158567
"yghJ"	3	0.424336666432531	0.402519605226094
"yghZ"	2	0.438417401161661	0.438417401161661
"ygiQ"	3	0.381959822879482	0.392782639329775
"ygiT"	2	0.628891671053285	0.628891671053285
"ygjH"	3	0.0990278079797176	0.113858551536273
"ygjJ"	3	0.239465109553191	0.26252916010088
"ygjK"	2	0.161270704184746	0.161270704184746
"yhaB"	2	0.316230091480279	0.316230091480279
"yhaO"	2	0.470124482743942	0.470124482743942
"yhaV"	2	0.505022535629506	0.505022535629506
"yhbE"	2	0.584787547543067	0.584787547543067
"yhbJ"	2	0.455187548809021	0.455187548809021
"yhbU"	2	0.143410214397582	0.143410214397582
"yhbV"	6	0.367577489761191	0.379482328438711
"yhbY"	63	0.431931240741091	0.433989110262897
"yhcH"	6	0.281958493082521	0.284265627358366
"yheL"	4	0.41752790335362	0.407211478584697
"yheO"	9	0.222320446944464	0.213220058126588
"yheS"	2	0.306144870777029	0.306144870777029
"yhfU"	2	0.109197445663043	0.109197445663043
"yhiI"	2	0.500344470231611	0.500344470231611
"yhiM"	16	0.54629164719454	0.540256595641556
"yhjE"	38	0.187693504208625	0.156399458416882
"yiaB"	2	0.444352431033811	0.444352431033811
"yiaK"	2	0.32187774239851	0.32187774239851
"yibD"	2	0.148274324517614	0.148274324517614
"yibI"	2	0.472679313189358	0.472679313189358
"yibJ"	2	0.375169370406137	0.375169370406137
"yibN"	3	0.186686365714829	0.200770167683338
"yicE"	2	0.407367701989415	0.407367701989415
"yidP"	2	0.254725054570609	0.254725054570609
"yidZ"	2	0.409147702180206	0.409147702180206
"yieK"	2	0.108390978382125	0.108390978382125
"yigB"	18	0.320042774411421	0.314810350356239
"yigL"	2	0.365388665838451	0.365388665838451
"yigZ"	12	0.174801224111563	0.162729246311187
"yijD"	2	0.508389274445945	0.508389274445945
"yijF"	3	0.302243497492868	0.314660807401562
"yjbR"	2	0.544109676055547	0.544109676055547
"yjbS"	2	0.357065588515661	0.357065588515661
"yjcH"	3	0.608960074508939	0.631125959785401
"yjdA"	28	0.353875848995087	0.350411414744819
"yjdJ"	4	0.505505561166859	0.507519756142006
"yjdO"	2	0.587855348505252	0.587855348505252
"yjeO"	2	0.308929729997788	0.308929729997788
"yjfK"	2	0.26620216341965	0.26620216341965
"yjfO"	3	0.509723159277641	0.448415950095667
"yjfY"	1	1	1
"yjgI"	2	0.249717011272165	0.249717011272165
"yjgZ"	4	0.171578327782535	0.181265959799503
"yjhC"	2	0.512176094191686	0.512176094191686
"yjhX"	2	0.627019100784295	0.627019100784295
"yjiH"	3	0.400549767621137	0.409222224924143
"yjiM"	2	0.405192964220822	0.405192964220822
"yjiX"	2	0.483908537301207	0.483908537301207
"yjjI"	10	0.437024898331522	0.390978083948091
"yjjN"	10	0.175815654052663	0.15604604900398
"yjjV"	2	0.507277601450786	0.507277601450786
"ykfI"	6	0.182321101202088	0.181414513140861
"ykgB"	2	0.20958324471087	0.20958324471087
"ykgF"	2	0.507225276575146	0.507225276575146
"ylbF"	2	0.210463410147005	0.210463410147005
"yliI"	2	0.42437056853189	0.42437056853189
"ymdA"	29	0.489500587014022	0.484457394625916
"ymfE"	2	0.419206107076968	0.419206107076968
"ymfR"	2	0.363153806390621	0.363153806390621
"ymfS"	6	0.249597779424848	0.24005357976755
"ymfT"	6	0.337237555664131	0.345921611552091
"ymgC"	4	0.5543551912826	0.56854247364051
"ymgI"	3	0.618790293685709	0.617167255053887
"ynaJ"	7	0.142284425710472	0.146516778742394
"ynbB"	6	0.120994365138805	0.125305005133382
"ynbC"	1	1	1
"yncB"	8	0.544998960567393	0.544006930960922
"yncE"	2	0.459578013772707	0.459578013772707
"yncK"	6	0.227837536910987	0.224841249858179
"yneJ"	2	0.0908368372097985	0.0908368372097985
"yneK"	1	1	1
"yneL"	8	0.160820997170701	0.15877492021381
"ynfH"	7	0.381449306787161	0.382016607089898
"ynjD"	3	0.149147901231895	0.0985810555190744
"ynjE"	5	0.246032919895414	0.23897161207971
"ynjH"	5	0.301124893552166	0.244014913254873
"yoaD"	2	0.251805433148843	0.251805433148843
"yoaG"	2	0.455630712113642	0.455630712113642
"yobA"	2	0.447903465342936	0.447903465342936
"yobB"	3	0.158506607505432	0.149443495449674
"yobF"	2	0.64240946548003	0.64240946548003
"yodA"	3	0.521980042392313	0.513306794424357
"yodD"	9	0.589149537435992	0.579890256284828
"yoeB"	2	0.481110208502746	0.481110208502746
"yohC"	2	0.436295366465134	0.436295366465134
"yohF"	7	0.450324371666804	0.476236284029051
"yohK"	2	0.507532504848702	0.507532504848702
"ypeC"	2	0.335446119761781	0.335446119761781
"yphA"	2	0.404549000684475	0.404549000684475
"yphB"	2	0.138548142647893	0.138548142647893
"ypjI"	1	1	1
"yqeC"	4	0.399334621510473	0.408907316617047
"yqeK"	6	0.341419357292214	0.324277472678131
"yqgB"	24	0.488207733211009	0.488225174984693
"yqgD"	1	1	1
"yqgF"	2	0.476843853079246	0.476843853079246
"yqhG"	3	0.211214418573329	0.223234937840266
"yqiA"	2	0.197299362462964	0.197299362462964
"yrbA"	5	0.289913836770691	0.288296973937741
"yrbC"	2	0.463842137018235	0.463842137018235
"yrbF"	3	0.443614615293588	0.439232372750624
"yrbK"	4	0.360119593773898	0.368403060474543
"yrhA"	1	1	1
"ysaC"	8	0.225388532196457	0.235276228408037
"ytfP"	2	0.165958481158567	0.165958481158567
"ytfT"	8	0.507097281988827	0.507266007384544
"ythA"	1	1	1
"ytjA"	29	0.562057824489754	0.56718927861623
"zntR"	2	0.619749580846408	0.619749580846408
