"Names"	"RegulonSize"	"SpearmanCorrelationMean"	"SpearmanCorrelationMedian"
"b0222"	3	1	1
"b0223"	3	1	1
"b0224"	3	1	1
"b0225"	3	1	1
"b0226"	3	1	1
"b0227"	3	1	1
"b0228"	3	1	1
"b0229"	3	1	1
"b0230"	3	1	1
"b0231"	3	1	1
"b0232"	3	1	1
"b0233"	3	1	1
"b0234"	3	1	1
"b0235"	3	1	1
"b0236"	3	1	1
"b0237"	3	1	1
"b0238"	3	1	1
"b0239"	3	1	1
"b0240"	3	1	1
"b0241"	3	1	1
"b0242"	3	1	1
"b0243"	3	1	1
"b0245"	3	1	1
"b0246"	3	1	1
"b0247"	3	1	1
"b0248"	3	1	1
"b0249"	3	1	1
"b0250"	3	1	1
"b0251"	3	1	1
"b0252"	3	1	1
"b0253"	3	1	1
"b0254"	3	1	1
"b0256"	3	1	1
"b0258"	3	1	1
"b0259"	3	1	1
"b0260"	3	1	1
"b0261"	3	1	1
"b0262"	3	1	1
"b0263"	3	1	1
"b0264"	3	1	1
"b0265"	3	1	1
"b0266"	3	1	1
"b0267"	3	1	1
"b0268"	3	1	1
"b0269"	3	1	1
"b0270"	3	1	1
"b0271"	3	1	1
"b0272"	3	1	1
"b0273"	3	1	1
"b0274"	3	1	1
"b0275"	3	1	1
"b0276"	3	1	1
"b0277"	3	1	1
"b0278"	3	1	1
"b0279"	3	1	1
"b0280"	3	1	1
"b0281"	3	1	1
"b0283"	3	1	1
"b0284"	3	1	1
"b0285"	3	1	1
"b0286"	3	1	1
"b0287"	3	1	1
"b0288"	3	1	1
"b0289"	3	1	1
"b0290"	3	1	1
"b0291"	3	1	1
"b0292"	3	1	1
"b0293"	3	1	1
"b0294"	3	1	1
"b0295"	3	1	1
"b0296"	3	1	1
"b0297"	3	1	1
"b0298"	3	1	1
"b0299"	3	1	1
"b0300"	3	1	1
"b0301"	3	1	1
"b0303"	3	1	1
"b0304"	3	1	1
"b0305"	3	1	1
"b0306"	3	1	1
"b0307"	3	1	1
"b0308"	3	1	1
"b0310"	3	1	1
"b0311"	3	1	1
"b0312"	3	1	1
"b0313"	3	1	1
"b0314"	3	1	1
"b0315"	3	1	1
"b0316"	3	1	1
"b0317"	3	1	1
"b0318"	3	1	1
"b0319"	3	1	1
"b0320"	3	1	1
"b0321"	3	1	1
"b0323"	3	1	1
"b0324"	3	1	1
"b0325"	3	1	1
"b0326"	3	1	1
"b0327"	3	1	1
"b0328"	3	1	1
"b0329"	3	1	1
"b0330"	3	1	1
"b0331"	3	1	1
"b0333"	3	1	1
"b0334"	3	1	1
"b0335"	3	1	1
"b0336"	3	1	1
"b0337"	3	1	1
"b0338"	3	1	1
"b0339"	3	1	1
"b0340"	3	1	1
"b0341"	3	1	1
"b0342"	3	1	1
"b0343"	3	1	1
"b0344"	3	1	1
"b0345"	3	1	1
"b0346"	3	1	1
"b0347"	3	1	1
"b0348"	3	1	1
"b0349"	3	1	1
"b0350"	3	1	1
"b0351"	3	1	1
"b0352"	3	1	1
"b0353"	3	1	1
"b0354"	3	1	1
"b0355"	3	1	1
"b0356"	3	1	1
"b0357"	3	1	1
"b0358"	3	1	1
"b0360"	3	1	1
"b0361"	3	1	1
"b0363"	3	1	1
"b0364"	3	1	1
"b0365"	3	1	1
"b0366"	3	1	1
"b0367"	3	1	1
"b0368"	3	1	1
"b0369"	3	1	1
"b0372"	3	1	1
"b0373"	3	1	1
"b0375"	3	1	1
"b0376"	3	1	1
"b0377"	3	1	1
"b0378"	3	1	1
"b0379"	3	1	1
"b0380"	3	1	1
"b0381"	3	1	1
"b0382"	3	1	1
"b0383"	3	1	1
"b0384"	3	1	1
"b0385"	3	1	1
"b0386"	3	1	1
"b0387"	3	1	1
"b0388"	3	1	1
"b0389"	3	1	1
"b0390"	3	1	1
"b0391"	3	1	1
"b0392"	3	1	1
"b0393"	3	1	1
"b0394"	3	1	1
"b0396"	3	1	1
"b0397"	3	1	1
"b0398"	3	1	1
"b0399"	3	1	1
"b0400"	3	1	1
"b0401"	3	1	1
"b0402"	3	1	1
"b0403"	3	1	1
"b0404"	3	1	1
"b0405"	3	1	1
"b0406"	3	1	1
"b0407"	3	1	1
"b0408"	3	1	1
"b0409"	3	1	1
"b0410"	3	1	1
"b0411"	3	1	1
"b0412"	3	1	1
"b0413"	3	1	1
"b0414"	3	1	1
"b0415"	3	1	1
"b0416"	3	1	1
"b0417"	3	1	1
"b0418"	3	1	1
"b0419"	3	1	1
"b0420"	3	1	1
"b0421"	3	1	1
"b0422"	3	1	1
"b0423"	3	1	1
"b0424"	3	1	1
"b0425"	3	1	1
"b0426"	3	1	1
"b0427"	3	1	1
"b0428"	3	1	1
"b0429"	3	1	1
"b0430"	3	1	1
"b0431"	3	1	1
"b0432"	3	1	1
"b0433"	3	1	1
"b0434"	3	1	1
"b0435"	3	1	1
"b0436"	3	1	1
"b0437"	3	1	1
"b0438"	3	1	1
"b0439"	3	1	1
"b0440"	3	1	1
"b0441"	3	1	1
"b0442"	3	1	1
"b0443"	3	1	1
"b0444"	3	1	1
"b0445"	3	1	1
"b0446"	3	1	1
"b0447"	3	1	1
"b0448"	3	1	1
"b0449"	3	1	1
"b0450"	3	1	1
"b0451"	3	1	1
"b0452"	3	1	1
"b0453"	3	1	1
"b0454"	3	1	1
"b0456"	3	1	1
"b0457"	3	1	1
"b0458"	3	1	1
"b0459"	3	1	1
"b0460"	3	1	1
"b0461"	3	1	1
"b0462"	3	1	1
"b0463"	3	1	1
"b0464"	3	1	1
"b0465"	3	1	1
"b0466"	3	1	1
"b0467"	3	1	1
"b0468"	3	1	1
"b0469"	3	1	1
"b0470"	3	1	1
"b0471"	3	1	1
"b0472"	3	1	1
"b0473"	3	1	1
"b0474"	3	1	1
"b0475"	3	1	1
"b0476"	3	1	1
"b0477"	3	1	1
"b0478"	3	1	1
"b0479"	3	1	1
"b0480"	3	1	1
"b0481"	3	1	1
"b0482"	3	1	1
"b0483"	3	1	1
"b0484"	3	1	1
"b0485"	3	1	1
"b0486"	3	1	1
"b0487"	3	1	1
"b0488"	3	1	1
"b0489"	3	1	1
"b0490"	3	1	1
"b0491"	3	1	1
"b0492"	3	1	1
"b0493"	3	1	1
"b0494"	3	1	1
"b0495"	3	1	1
"b0496"	3	1	1
"b0497"	3	1	1
"b0498"	3	1	1
"b0499"	3	1	1
"b0501"	3	1	1
"b0502"	3	1	1
"b0503"	3	1	1
"b0504"	3	1	1
"b0505"	3	1	1
"b0506"	3	1	1
"b0507"	3	1	1
"b0508"	3	1	1
"b0509"	3	1	1
"b0511"	3	1	1
"b0512"	3	1	1
"b0513"	3	1	1
"b0514"	3	1	1
"b0515"	3	1	1
"b0516"	3	1	1
"b0517"	3	1	1
"b0518"	3	1	1
"b0520"	3	1	1
"b0521"	3	1	1
"b0522"	3	1	1
"b0523"	3	1	1
"b0524"	3	1	1
"b0525"	3	1	1
"b0526"	3	1	1
"b0527"	3	1	1
"b0528"	3	1	1
"b0529"	3	1	1
"b0530"	3	1	1
"b0531"	3	1	1
"b0532"	3	1	1
"b0533"	3	1	1
"b0534"	3	1	1
"b0535"	3	1	1
"b0537"	3	1	1
"b0539"	3	1	1
"b0540"	3	1	1
"b0541"	3	1	1
"b0542"	3	1	1
"b0543"	3	1	1
"b0544"	3	1	1
"b0545"	3	1	1
"b0546"	3	1	1
"b0547"	3	1	1
"b0548"	3	1	1
"b0549"	3	1	1
"b0550"	3	1	1
"b0551"	3	1	1
"b0552"	3	1	1
"b0553"	3	1	1
"b0554"	3	1	1
"b0555"	3	1	1
"b0556"	3	1	1
"b0557"	3	1	1
"b0558"	3	1	1
"b0559"	3	1	1
"b0560"	3	1	1
"b0561"	3	1	1
"b0562"	3	1	1
"b0563"	3	1	1
"b0564"	3	1	1
"b0565"	3	1	1
"b0566"	3	1	1
"b0567"	3	1	1
"b0568"	3	1	1
"b0569"	3	1	1
"b0570"	3	1	1
"b0571"	3	1	1
"b0572"	3	1	1
"b0573"	3	1	1
"b0574"	3	1	1
"b0575"	3	1	1
"b0576"	3	1	1
"b0577"	3	1	1
"b0578"	3	1	1
"b0579"	3	1	1
"b0580"	3	1	1
"b0581"	3	1	1
"b0582"	3	1	1
"b0583"	3	1	1
"b0584"	3	1	1
"b0585"	3	1	1
"b0586"	3	1	1
"b0587"	3	1	1
"b0588"	3	1	1
"b0589"	3	1	1
"b0590"	3	1	1
"b0591"	3	1	1
"b0592"	3	1	1
"b0593"	3	1	1
"b0594"	3	1	1
"b0595"	3	1	1
"b0596"	3	1	1
"b0597"	3	1	1
"b0598"	3	1	1
"b0599"	3	1	1
"b0600"	3	1	1
"b0601"	3	1	1
"b0602"	3	1	1
"b0603"	3	1	1
"b0604"	3	1	1
"b0605"	3	1	1
"b0606"	3	1	1
"b0607"	3	1	1
"b0608"	3	1	1
"b0610"	3	1	1
"b0611"	3	1	1
"b0612"	3	1	1
"b0613"	3	1	1
"b0614"	3	1	1
"b0615"	3	1	1
"b0616"	3	1	1
"b0617"	3	1	1
"b0618"	3	1	1
"b0619"	3	1	1
"b0620"	3	1	1
"b0621"	3	1	1
"b0622"	3	1	1
"b0623"	3	1	1
"b0624"	3	1	1
"b0627"	3	1	1
"b0628"	3	1	1
"b0629"	3	1	1
"b0630"	3	1	1
"b0631"	3	1	1
"b0632"	3	1	1
"b0633"	3	1	1
"b0634"	3	1	1
"b0635"	3	1	1
"b0636"	3	1	1
"b0637"	3	1	1
"b0638"	3	1	1
"b0639"	3	1	1
"b0640"	3	1	1
"b0641"	3	1	1
"b0642"	3	1	1
"b0643"	3	1	1
"b0644"	3	1	1
"b0645"	3	1	1
"b0646"	3	1	1
"b0647"	3	1	1
"b0648"	3	1	1
"b0649"	3	1	1
"b0650"	3	1	1
"b0651"	3	1	1
"b0652"	3	1	1
"b0653"	3	1	1
"b0654"	3	1	1
"b0655"	3	1	1
"b0656"	3	1	1
"b0657"	3	1	1
"b0658"	3	1	1
"b0659"	3	1	1
"b0660"	3	1	1
"b0661"	3	1	1
"b0662"	3	1	1
"b0674"	3	1	1
"b0675"	3	1	1
"b0676"	3	1	1
"b0677"	3	1	1
"b0678"	3	1	1
"b0679"	3	1	1
"b0680"	3	1	1
"b0681"	3	1	1
"b0682"	3	1	1
"b0683"	3	1	1
"b0684"	3	1	1
"b0685"	3	1	1
"b0686"	3	1	1
"b0687"	3	1	1
"b0688"	3	1	1
"b0689"	3	1	1
"b0691"	3	1	1
"b0692"	3	1	1
"b0693"	3	1	1
"b0694"	3	1	1
"b0695"	3	1	1
"b0696"	3	1	1
"b0697"	3	1	1
"b0698"	3	1	1
"b0699"	3	1	1
"b0700"	3	1	1
"b0702"	3	1	1
"b0703"	3	1	1
"b0704"	3	1	1
"b0705"	3	1	1
"b0706"	3	1	1
"b0707"	3	1	1
"b0708"	3	1	1
"b0709"	3	1	1
"b0710"	3	1	1
"b0711"	3	1	1
"b0712"	3	1	1
"b0713"	3	1	1
"b0714"	3	1	1
"b0715"	3	1	1
"b0716"	3	1	1
"b0717"	3	1	1
"b0718"	3	1	1
"b0719"	3	1	1
"b0720"	3	1	1
"b0721"	3	1	1
"b0722"	3	1	1
"b0723"	3	1	1
"b0724"	3	1	1
"b0726"	3	1	1
"b0727"	3	1	1
"b0728"	3	1	1
"b0729"	3	1	1
"b0730"	3	1	1
"b0731"	3	1	1
"b0732"	3	1	1
"b0733"	3	1	1
"b0734"	3	1	1
"b0735"	3	1	1
"b0736"	3	1	1
"b0737"	3	1	1
"b0738"	3	1	1
"b0739"	3	1	1
"b0740"	3	1	1
"b0741"	3	1	1
"b0742"	3	1	1
"b0750"	3	1	1
"b0751"	3	1	1
"b0752"	3	1	1
"b0753"	3	1	1
"b0754"	3	1	1
"b0755"	3	1	1
"b0756"	3	1	1
"b0757"	3	1	1
"b0758"	3	1	1
"b0759"	3	1	1
"b0760"	3	1	1
"b0761"	3	1	1
"b0762"	3	1	1
"b0763"	3	1	1
"b0764"	3	1	1
"b0765"	3	1	1
"b0766"	3	1	1
"b0767"	3	1	1
"b0768"	3	1	1
"b0769"	3	1	1
"b0770"	3	1	1
"b0771"	3	1	1
"b0772"	3	1	1
"b0773"	3	1	1
"b0774"	3	1	1
"b0775"	3	1	1
"b0776"	3	1	1
"b0777"	3	1	1
"b0778"	3	1	1
"b0779"	3	1	1
"b0780"	3	1	1
"b0781"	3	1	1
"b0782"	3	1	1
"b0783"	3	1	1
"b0784"	3	1	1
"b0785"	3	1	1
"b0786"	3	1	1
"b0787"	3	1	1
"b0788"	3	1	1
"b0789"	3	1	1
"b0790"	3	1	1
"b0791"	3	1	1
"b0792"	3	1	1
"b0793"	3	1	1
"b0794"	3	1	1
"b0795"	3	1	1
"b0796"	3	1	1
"b0797"	3	1	1
"b0798"	3	1	1
"b0799"	3	1	1
"b0800"	3	1	1
"b0801"	3	1	1
"b0802"	3	1	1
"b0803"	3	1	1
"b0804"	3	1	1
"b0805"	3	1	1
"b0806"	3	1	1
"b0807"	3	1	1
"b0808"	3	1	1
"b0809"	3	1	1
"b0810"	3	1	1
"b0811"	3	1	1
"b0812"	3	1	1
"b0813"	3	1	1
"b0814"	3	1	1
"b0815"	3	1	1
"b0817"	3	1	1
"b0818"	3	1	1
"b0819"	3	1	1
"b0820"	3	1	1
"b0821"	3	1	1
"b0822"	3	1	1
"b0823"	3	1	1
"b0824"	3	1	1
"b0825"	3	1	1
"b0826"	3	1	1
"b0827"	3	1	1
"b0828"	3	1	1
"b0829"	3	1	1
"b0830"	3	1	1
"b0831"	3	1	1
"b0832"	3	1	1
"b0833"	3	1	1
"b0834"	3	1	1
"b0835"	3	1	1
"b0836"	3	1	1
"b0837"	3	1	1
"b0838"	3	1	1
"b0839"	3	1	1
"b0840"	3	1	1
"b0841"	3	1	1
"b0842"	3	1	1
"b0843"	3	1	1
"b0844"	3	1	1
"b0845"	3	1	1
"b0846"	3	1	1
"b0847"	3	1	1
"b0848"	3	1	1
"b0849"	3	1	1
"b0850"	3	1	1
"b0851"	3	1	1
"b0852"	3	1	1
"b0853"	3	1	1
"b0854"	3	1	1
"b0855"	3	1	1
"b0856"	3	1	1
"b0857"	3	1	1
"b0858"	3	1	1
"b0859"	3	1	1
"b0860"	3	1	1
"b0861"	3	1	1
"b0862"	3	1	1
"b0863"	3	1	1
"b0864"	3	1	1
"b0865"	3	1	1
"b0866"	3	1	1
"b0867"	3	1	1
"b0868"	3	1	1
"b0869"	3	1	1
"b0870"	3	1	1
"b0871"	3	1	1
"b0872"	3	1	1
"b0873"	3	1	1
"b0874"	3	1	1
"b0875"	3	1	1
"b0876"	3	1	1
"b0877"	3	1	1
"b0878"	3	1	1
"b0879"	3	1	1
"b0880"	3	1	1
"b0881"	3	1	1
"b0882"	3	1	1
"b0884"	3	1	1
"b0885"	3	1	1
"b0886"	3	1	1
"b0887"	3	1	1
"b0888"	3	1	1
"b0889"	3	1	1
"b0890"	3	1	1
"b0891"	3	1	1
"b0892"	3	1	1
"b0893"	3	1	1
"b0894"	3	1	1
"b0895"	3	1	1
"b0896"	3	1	1
"b0897"	3	1	1
"b0898"	3	1	1
"b0899"	3	1	1
"b0900"	3	1	1
"b0901"	3	1	1
"b0902"	3	1	1
"b0903"	3	1	1
"b0904"	3	1	1
"b0905"	3	1	1
"b0906"	3	1	1
"b0907"	3	1	1
"b0908"	3	1	1
"b0909"	3	1	1
"b0910"	3	1	1
"b0911"	3	1	1
"b0912"	3	1	1
"b0913"	3	1	1
"b0914"	3	1	1
"b0915"	3	1	1
"b0916"	3	1	1
"b0917"	3	1	1
"b0918"	3	1	1
"b0919"	3	1	1
"b0920"	3	1	1
"b0921"	3	1	1
"b0922"	3	1	1
"b0923"	3	1	1
"b0924"	3	1	1
"b0925"	3	1	1
"b0926"	3	1	1
"b0927"	3	1	1
"b0928"	3	1	1
"b0929"	3	1	1
"b0930"	3	1	1
"b0931"	3	1	1
"b0932"	3	1	1
"b0933"	3	1	1
"b0934"	3	1	1
"b0935"	3	1	1
"b0936"	3	1	1
"b0937"	3	1	1
"b0938"	3	1	1
"b0939"	3	1	1
"b0940"	3	1	1
"b0941"	3	1	1
"b0942"	3	1	1
"b0943"	3	1	1
"b0944"	3	1	1
"b0945"	3	1	1
"b0946"	3	1	1
"b0947"	3	1	1
"b0948"	3	1	1
"b0949"	3	1	1
"b0950"	3	1	1
"b0951"	3	1	1
"b0952"	3	1	1
"b0953"	3	1	1
"b0954"	3	1	1
"b0955"	3	1	1
"b0956"	3	1	1
"b0957"	3	1	1
"b0958"	3	1	1
"b0959"	3	1	1
"b0960"	3	1	1
"b0961"	3	1	1
"b0962"	3	1	1
"b0963"	3	1	1
"b0964"	3	1	1
"b0965"	3	1	1
"b0966"	3	1	1
"b0967"	3	1	1
"b0968"	3	1	1
"b0969"	3	1	1
"b0970"	3	1	1
"b0972"	3	1	1
"b0973"	3	1	1
"b0974"	3	1	1
"b0975"	3	1	1
"b0976"	3	1	1
"b0977"	3	1	1
"b0978"	3	1	1
"b0979"	3	1	1
"b0980"	3	1	1
"b0981"	3	1	1
"b0982"	3	1	1
"b0983"	3	1	1
"b0984"	3	1	1
"b0985"	3	1	1
"b0986"	3	1	1
"b0987"	3	1	1
"b0988"	3	1	1
"b0989"	3	1	1
"b0990"	3	1	1
"b0991"	3	1	1
"b0992"	3	1	1
"b0993"	3	1	1
"b0994"	3	1	1
"b0995"	3	1	1
"b0996"	3	1	1
"b0997"	3	1	1
"b0998"	3	1	1
"b0999"	3	1	1
"b1000"	3	1	1
"b1001"	3	1	1
"b1002"	3	1	1
"b1003"	3	1	1
"b1004"	3	1	1
"b1006"	3	1	1
"b1007"	3	1	1
"b1008"	3	1	1
"b1009"	3	1	1
"b1010"	3	1	1
"b1011"	3	1	1
"b1012"	3	1	1
"b1013"	3	1	1
"b1014"	3	1	1
"b1015"	3	1	1
"b1018"	3	1	1
"b1019"	3	1	1
"b1020"	3	1	1
"b1021"	3	1	1
"b1022"	3	1	1
"b1023"	3	1	1
"b1024"	3	1	1
"b1025"	3	1	1
"b1026"	3	1	1
"b1027"	3	1	1
"b1028"	3	1	1
"b1029"	3	1	1
"b1033"	3	1	1
"b1034"	3	1	1
"b1035"	3	1	1
"b1036"	3	1	1
"b1037"	3	1	1
"b1038"	3	1	1
"b1039"	3	1	1
"b1040"	3	1	1
"b1041"	3	1	1
"b1042"	3	1	1
"b1043"	3	1	1
"b1044"	3	1	1
"b1045"	3	1	1
"b1046"	3	1	1
"b1047"	3	1	1
"b1048"	3	1	1
"b1049"	3	1	1
"b1050"	3	1	1
"b1051"	3	1	1
"b1053"	3	1	1
"b1054"	3	1	1
"b1055"	3	1	1
"b1056"	3	1	1
"b1057"	3	1	1
"b1058"	3	1	1
"b1059"	3	1	1
"b1060"	3	1	1
"b1061"	3	1	1
"b1062"	3	1	1
"b1063"	3	1	1
"b1064"	3	1	1
"b1065"	3	1	1
"b1066"	3	1	1
"b1067"	3	1	1
"b1068"	3	1	1
"b1069"	3	1	1
"b1070"	3	1	1
"b1071"	3	1	1
"b1072"	3	1	1
"b1073"	3	1	1
"b1074"	3	1	1
"b1075"	3	1	1
"b1076"	3	1	1
"b1077"	3	1	1
"b1078"	3	1	1
"b1079"	3	1	1
"b1080"	3	1	1
"b1081"	3	1	1
"b1082"	3	1	1
"b1083"	3	1	1
"b1084"	3	1	1
"b1085"	3	1	1
"b1086"	3	1	1
"b1087"	3	1	1
"b1088"	3	1	1
"b1089"	3	1	1
"b1090"	3	1	1
"b1091"	3	1	1
"b1092"	3	1	1
"b1093"	3	1	1
"b1094"	3	1	1
"b1095"	3	1	1
"b1096"	3	1	1
"b1097"	3	1	1
"b1098"	3	1	1
"b1099"	3	1	1
"b1100"	3	1	1
"b1101"	3	1	1
"b1102"	3	1	1
"b1103"	3	1	1
"b1104"	3	1	1
"b1105"	3	1	1
"b1106"	3	1	1
"b1107"	3	1	1
"b1108"	3	1	1
"b1109"	3	1	1
"b1110"	3	1	1
"b1111"	3	1	1
"b1112"	3	1	1
"b1113"	3	1	1
"b1114"	3	1	1
"b1115"	3	1	1
"b1116"	3	1	1
"b1117"	3	1	1
"b1118"	3	1	1
"b1119"	3	1	1
"b1120"	3	1	1
"b1121"	3	1	1
"b1122"	3	1	1
"b1123"	3	1	1
"b1124"	3	1	1
"b1125"	3	1	1
"b1126"	3	1	1
"b1127"	3	1	1
"b1128"	3	1	1
"b1129"	3	1	1
"b1130"	3	1	1
"b1131"	3	1	1
"b1132"	3	1	1
"b1133"	3	1	1
"b1134"	3	1	1
"b1135"	3	1	1
"b1136"	3	1	1
"b1137"	3	1	1
"b1138"	3	1	1
"b1139"	3	1	1
"b1140"	3	1	1
"b1141"	3	1	1
"b1143"	3	1	1
"b1144"	3	1	1
"b1145"	3	1	1
"b1146"	3	1	1
"b1147"	3	1	1
"b1148"	3	1	1
"b1150"	3	1	1
"b1151"	3	1	1
"b1152"	3	1	1
"b1153"	3	1	1
"b1154"	3	1	1
"b1155"	3	1	1
"b1156"	3	1	1
"b1157"	3	1	1
"b1158"	3	1	1
"b1159"	3	1	1
"b1160"	3	1	1
"b1161"	3	1	1
"b1162"	3	1	1
"b1163"	3	1	1
"b1164"	3	1	1
"b1165"	3	1	1
"b1166"	3	1	1
"b1167"	3	1	1
"b1168"	3	1	1
"b1171"	3	1	1
"b1172"	3	1	1
"b1174"	3	1	1
"b1175"	3	1	1
"b1176"	3	1	1
"b1177"	3	1	1
"b1178"	3	1	1
"b1179"	3	1	1
"b1180"	3	1	1
"b1181"	3	1	1
"b1182"	3	1	1
"b1183"	3	1	1
"b1184"	3	1	1
"b1185"	3	1	1
"b1186"	3	1	1
"b1187"	3	1	1
"b1188"	3	1	1
"b1189"	3	1	1
"b1190"	3	1	1
"b1191"	3	1	1
"b1192"	3	1	1
"b1193"	3	1	1
"b1194"	3	1	1
"b1195"	3	1	1
"b1196"	3	1	1
"b1197"	3	1	1
"b1198"	3	1	1
"b1199"	3	1	1
"b1200"	3	1	1
"b1201"	3	1	1
"b1202"	3	1	1
"b1203"	3	1	1
"b1204"	3	1	1
"b1205"	3	1	1
"b1206"	3	1	1
"b1207"	3	1	1
"b1208"	3	1	1
"b1209"	3	1	1
"b1210"	3	1	1
"b1211"	3	1	1
"b1212"	3	1	1
"b1213"	3	1	1
"b1214"	3	1	1
"b1215"	3	1	1
"b1216"	3	1	1
"b1217"	3	1	1
"b1218"	3	1	1
"b1219"	3	1	1
"b1220"	3	1	1
"b1221"	3	1	1
"b1222"	3	1	1
"b1223"	3	1	1
"b1224"	3	1	1
"b1225"	3	1	1
"b1226"	3	1	1
"b1227"	3	1	1
"b1229"	3	1	1
"b1232"	3	1	1
"b1233"	3	1	1
"b1234"	3	1	1
"b1235"	3	1	1
"b1236"	3	1	1
