#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b3230//yjgX//b2697//b2750//
go_0006209_6	b2369//
go_0006210_8	b3281//
go_0006212_6	b0856//b3917//b0968//b0398//b4080//b1885//b1218//b2701//b0010//b1024//b2140//
go_0006217_9	b2235//
go_0006218_9	b2981//
go_0006220_6	b0554//
go_0006221_7	b4340//b0032//b2904//b3113//
go_0006222_9	b2923//
go_0006225_9	b0124//
go_0006226_9	b4015//b0053//
go_0006227_9	b0806//
go_0006231_9	b4464//
go_0006233_9	b0724//
go_0006235_9	b3648//
go_0006241_9	b0835//
go_0006259_5	b1334//b2407//b1902//b3958//b1212//b0363//b2358//
go_0006260_6	b2614//b4667//b1175//b0425//b3778//b2813//b0619//b2907//b3494//b1075//b3313//b4027//b3470//
go_0006261_7	b4196//b4351//b2711//b4054//b1479//b0911//b1552//b2792//b1822//b3413//
go_0006265_6	b3650//b1849//b3433//yeeL//b3025//
go_0006266_6	b0153//b1323//b1304//
go_0006267_5	b0634//
go_0006268_9	b1124//b1015//b2794//
go_0006269_6	b0428//
go_0006270_6	b0642//b2727//b1945//b3129//b3942//
go_0006271_7	b3836//b3893//b3166//
go_0006274_6	b4101//
go_0006275_7	b1387//
go_0006276_3	b0630//bioP//b2067//b0167//b3353//b1817//
go_0006281_6	b0479//b0131//b0737//b2494//b3822//b0123//b3603//b4289//b2168//b0918//b4027//b0112//b3685//b1924//b3774//b4014//b2064//b2023//b3023//b3209//b0092//maoP//b0168//b2690//b2770//
go_0006283_8	b3414//
go_0006284_7	b1856//b2544//b3616//b0143//b1023//b0642//
go_0006285_6	b1109//b3201//b1621//b1191//
go_0006288_8	b4326//b2998//
go_0006289_7	b2156//
go_0006298_7	b0025//b1094//b0628//b2536//b2888//b3126//b3974//b1421//b0641//b2277//
go_0006301_7	b3720//
go_0006302_7	b2437//b1084//b0910//b3021//b1482//b1575//b1857//b1819//b2503//
go_0006307_8	b0115//b0272//b0034//b4169//b2620//
go_0006308_6	b1021//b1393//b2744//b1093//b2942//b3775//b3052//b3144//b3986//b3253//b0904//
go_0006310_6	b1212//b1767//b3170//b4220//b0151//b1320//b2758//b1012//b3502//b0891//b1679//b2820//b2897//b0072//b3479//b0557//b3494//b1324//b0300//b0160//b3590//b4392//b2548//b1116//b3502//rpnD//b3410//
go_0006313_4	b2113//b1349//b3983//b2219//b2130//b0447//b0090//
go_0006351_6	b4155//b4602//b0975//b4003//b0345//b3982//b4018//b1733//b3654//b0207//b4078//b1293//b0842//b4637//b2930//b4268//rpnA//b2796//b0069//b0864//b3313//b1376//b2728//b2198//b0417//b1440//b2296//b0060//b1135//b4092//b3353//b0768//b1478//b1132//b4316//b2624//b0652//b3906//b2996//b1978//b0254//b1252//b2064//b1682//b0543//b3406//b4318//b0141//b0008//b1306//b0365//b1918//b2268//b2344//b3477//b1185//b1300//b1677//b3067//b2904//b4377//b2716//b0931//b1198//b1159//b4506//b4349//b1895//glsB//b1861//b2897//b4178//b2157//b0891//srkA//b0793//b3941//b1991//b2933//b0242//b3037//b1861//b3053//b1439//b3778//b2175//b0513//b3857//b3026//b0732//b0867//b3415//b3748//b0572//b3609//b3974//b1241//b3812//b3926//b2523//b1918//b3225//b4172//b3847//b1857//b1588//b1476//b1110//b3235//b0637//b1710//b1399//b3754//b4144//b0200//b1623//b3155//b1117//b4483//
go_0006352_7	b3727//b0752//b3161//
go_0006353_7	b4386//b3722//
go_0006354_7	b0852//b3049//
go_0006355_7	b3309//b3367//b0136//b4362//b3884//b3606//b3588//b2285//b0688//b3050//b0388//b0675//b0231//b2744//b4025//b2104//b3430//b0238//b1084//b0873//b3800//b2834//b3994//b0429//b3461//b3426//b4154//b0400//b4042//b3800//b3647//b4208//b0762//b0742//b2619//b3807//b2159//b2926//b0629//b0109//b2992//b1653//b2930//b4363//b0268//b1590//b0478//b0188//b3546//b1314//b1513//b2330//b0220//b3699//b3994//b3240//b2333//b2889//b1914//b1956//b4171//b2913//b3500//b2943//b1988//b1080//b1111//b1131//b2184//b1118//b3231//b0152//b4378//b4115//b2441//b2762//b3718//b0507//b0067//b3067//b4259//b1404//b0651//b0386//b0714//b4470//b4481//b1120//b2714//b3011//b0262//b1848//b2627//b2845//b2631//b2942//b3869//b1227//b1597//b2544//b3528//b3634//b3400//b2428//b4132//b0859//b1258//b2828//b3568//b0798//b0740//b3877//b4358//b1987//b1378//b1872//b4602//
go_0006357_8	b3628//
go_0006364_9	b4478//b0929//b2836//b0232//b1286//
go_0006378_8	b3198//b3749//
go_0006396_7	b3403//b3997//b0770//b3387//b2663//
go_0006397_8	b3056//b3197//
go_0006399_8	b3306//b3726//
go_0006400_7	b3349//b0678//b4476//b0967//b4297//
go_0006401_6	b2907//b0336//b3566//b4120//b0815//b0649//b4208//b1710//
go_0006402_7	b0320//b2380//b2716//b2156//b4366//b0256//b2104//b1291//b0127//b1767//b1221//
go_0006412_6	b0312//b0781//b1873//b4237//b2086//b2146//b1178//b0570//b2294//b2758//b3477//b3376//b2559//b0638//b0307//b3450//b3893//b1286//b1271//b0198//b3208//b3219//b3210//b4403//b1253//b4028//b2714//b1642//b0479//b0766//b2049//b2787//b1301//b0158//b0110//b1787//b3181//b0726//b2217//b2725//b1745//b2107//b0679//b4401//b2282//b1871//b2076//b1849//b0771//
go_0006413_4	b1059//b3091//
go_0006414_6	b2318//b2335//b4113//b1007//b3535//
go_0006415_7	b2053//b0004//b1084//b4071//b4151//b3619//
go_0006417_7	b2627//b0778//b1469//b3432//b0401//
go_0006418_7	b2599//b0928//b3742//b0198//b2311//b4471//b3148//b4059//b0738//b4366//b3603//b2068//
go_0006419_8	b2836//
go_0006420_8	b1552//
go_0006421_8	b1099//
go_0006422_8	b1469//
go_0006423_8	b0777//
go_0006424_8	b1291//b3225//
go_0006425_8	b1856//
go_0006427_8	b1635//
go_0006428_8	b1493//
go_0006429_8	b1111//
go_0006430_8	b1618//b1236//
go_0006431_8	b0940//
go_0006432_8	b1749//b3838//
go_0006433_8	b0366//
go_0006434_8	b2376//
go_0006435_8	b4305//
go_0006436_8	b0188//
go_0006437_8	b0303//
go_0006438_8	b3991//
go_0006448_8	b0490//
go_0006450_4	b0708//b2245//b2283//b2952//xisR//selU//b3888//
go_0006457_3	b1292//b1286//b3403//b3838//b2429//b1613//b3828//b0799//b0936//b4122//b0173//b2233//b2557//b0936//b4618//b4354//b1734//b2664//b0687//b3393//
go_0006458_4	b3633//
go_0006464_6	b3075//b2328//b0878//b3464//b0008//b0804//b1851//b3751//b1040//b3375//b0731//b1223//
go_0006465_6	b1398//b0115//b2582//
go_0006468_7	b2100//b1224//b3037//b0097//b1800//b1684//b0478//b1086//b2831//b1374//
go_0006470_7	b4312//b1779//b2996//b1988//b4111//b2746//b1046//b3304//b2560//b2155//b0464//b1790//b0896//
go_0006473_8	b2167//b2451//b1245//b0881//b3237//
go_0006474_6	b0708//b2802//b3648//b2704//b1392//
go_0006476_8	b2616//
go_0006479_5	b0059//b3905//b0809//b1535//b0492//b3731//
go_0006486_5	b0474//
go_0006490_5	b1393//
go_0006508_5	b1896//b0590//xisR//b1841//b1304//b0452//b3867//b3712//b0182//b3966//b2843//b3648//b3539//b1824//b1450//b2297//b4409//b3590//b3298//b3850//b0594//b3091//b4172//b1536//b0125//b1411//b0892//b0838//b4239//b1175//b1775//b3607//b4191//b0881//b1341//b3911//b4421//b2442//b1469//b4082//b3647//b1534//b2840//b3375//
go_0006515_7	b2053//b1763//b2524//b3657//
go_0006517_6	yjgX//b0533//b3363//b3788//
go_0006518_5	b3900//b2997//
go_0006523_8	b2026//b3706//
go_0006524_8	b2314//
go_0006526_8	b1211//b0823//b1518//b4122//rhmD//b4207//b3685//
go_0006527_8	b2865//b3730//b0405//b2438//b4687//
go_0006529_7	b3794//b4155//
go_0006530_7	b3232//b1953//
go_0006531_7	b2558//
go_0006532_8	b4544//b1302//
go_0006535_8	b3584//b1723//b0363//
go_0006537_8	b4136//b1787//b4022//b2836//b3869//b0158//b1145//
go_0006538_8	b3470//b3247//
go_0006541_7	b4000//b3690//b4046//b2998//b2150//
go_0006542_8	b4243//b2883//
go_0006543_8	b3497//b0035//b3351//b0152//
go_0006545_6	b1136//
go_0006546_6	b2245//rhmR//
go_0006554_8	b1008//b0460//
go_0006556_5	b2669//
go_0006559_6	b2563//b1741//
go_0006561_6	b1380//b1266//
go_0006563_7	b2407//
go_0006564_8	b1476//b0612//b3927//b1302//
go_0006565_8	b3909//b3121//b2724//b0066//b2706//
go_0006566_7	b2062//b3876//
go_0006567_8	b0093//b0062//b0101//b2785//b2067//b2098//b1588//b0770//
go_0006569_7	b0694//
go_0006571_7	b4242//b3303//
go_0006593_7	b4388//
go_0006598_8	b2661//b1216//b3209//
go_0006605_6	b0296//b1702//
go_0006612_6	b2285//
go_0006614_8	b2438//
go_0006616_7	b1493//b3478//b0657//
go_0006629_4	b4485//b1269//b4350//b3659//b2733//
go_0006631_5	b2865//b4065//b3407//b3718//b3410//
go_0006633_6	b0473//b4065//b2945//b1919//b3540//b3139//b4705//b1303//b3826//b3052//b3018//b1187//b1833//
go_0006635_6	b2413//b1778//b1037//b0572//b2263//b3636//b1243//b1731//b2929//b0887//b1445//b1174//b1222//
go_0006636_7	b3128//
go_0006637_5	b3237//b0721//b1126//b0381//
go_0006646_7	b3621//
go_0006650_6	b1158//
go_0006654_7	b1735//
go_0006655_7	b2798//b0636//
go_0006725_4	b2882//
go_0006729_6	b4178//b1680//
go_0006730_4	b3204//b2704//b4106//
go_0006734_9	b4041//
go_0006740_4	b0237//b0463//
go_0006741_9	b0958//
go_0006742_8	b2167//
go_0006744_7	b3831//b1704//b2128//b2640//b0661//b3269//b4318//b0315//b0903//b1187//b1124//b4478//b2314//
go_0006749_5	b1660//b0960//b3640//
go_0006750_6	b4246//b3355//
go_0006751_6	b0692//b0927//
go_0006757_5	b1039//
go_0006760_5	b3243//
go_0006761_7	b1474//
go_0006771_5	b3235//
go_0006772_6	b3640//b2220//
go_0006777_5	b0273//b1061//b1645//b2867//b4190//b0722//b3831//b2436//
go_0006779_6	b3650//b1976//b0930//b0737//b0802//b2793//
go_0006780_7	b0718//
go_0006782_7	b2268//b0543//b3916//b2599//
go_0006783_5	b2296//b2060//b1832//b1782//b0349//b4106//b1256//b4323//
go_0006790_4	b3319//b1959//b3986//b4035//b4254//b2683//b4391//b4116//b3787//b2416//b2381//b3648//b0436//
go_0006791_2	b1141//b3391//b2801//b0588//
go_0006793_4	b4242//b3149//b1404//
go_0006798_5	b1808//
go_0006799_5	b2077//
go_0006801_5	b2315//b3363//b1918//
go_0006805_4	b0517//b3451//b2303//b4152//
go_0006807_3	b3928//b1967//b1569//b2524//
go_0006808_4	b1970//b2971//
go_0006810_4	b1117//b1374//b0726//b2333//b2958//b4470//b0314//b1698//b3139//b3470//b2510//b3371//b2777//b1133//b2155//b3130//b2546//b2665//b1763//b1435//b4322//b2169//b4174//b3405//b0459//b2350//b3423//b0328//b1447//b2659//b3941//b2144//b4349//b1767//b1387//b1649//b2831//b1602//b0307//b2839//b1270//b3241//b3046//b0635//b3730//b1244//b2219//b0211//b0129//b3139//b2870//b4073//b1497//b0982//b1514//b3438//b2105//b0284//b4289//b0596//b4119//b1594//b2413//b0732//b0755//b0086//b1048//b2619//b1221//b4361//b3514//b4392//b3117//b4668//insI3//b3578//b3147//b2930//b1297//b2599//b4365//b2843//b3581//b4249//b2427//b0084//b1526//b3183//b2128//b4705//b2981//b1376//b1710//b2798//b2563//b1223//b4043//b0948//b2937//b4003//b2323//b0907//b1891//b3629//b0401//b0724//b1469//b2810//b3479//b4532//b0383//b0059//b2994//b3068//b0141//b0036//b1109//b2733//b0088//b2708//b0709//b1122//b1652//b1474//b1475//b3399//b2699//b4052//b3170//b0518//b0718//b3728//b2774//b3556//b3143//b2318//b1651//b3175//b0366//b0844//b2336//b2791//b1286//b3662//b2004//b3403//b3901//b1740//b0794//b1135//
go_0006811_5	b0920//b1919//b1292//b3305//b3902//b4069//b4099//b0069//b1815//b2925//b1274//b3812//b1323//b3501//b2582//b3919//b0597//b1188//
go_0006812_6	b2323//b3465//
go_0006813_8	b1061//b1739//b3498//b3319//b3442//b0061//b2294//b2740//b3189//b3395//b3967//b3609//b0264//
go_0006814_8	b2789//b3076//b0507//b0085//
go_0006817_8	b3511//b3153//b1576//b3892//
go_0006820_6	b1731//b1564//b1376//b3927//b3189//
go_0006821_8	b2782//b0356//
go_0006824_8	b1188//b2903//b4171//b2741//
go_0006825_9	b1988//b1076//b2841//
go_0006826_9	b0790//
go_0006828_9	b2930//
go_0006829_9	b0432//b4346//b2990//b2338//b4137//b0696//
go_0006833_6	b1656//
go_0006835_8	b2761//b2615//
go_0006847_8	b0363//
go_0006855_6	b2889//b3147//b1099//b0990//b0349//b2040//b0879//b1595//b3294//b3470//b0680//b1696//b2374//b1791//b1107//b0225//b3748//b1394//b3291//b3701//b2365//b1656//b3006//b3030//
go_0006857_7	b3953//b2416//b1830//
go_0006863_7	b0153//
go_0006865_6	b0200//b3048//b4365//b1959//b2819//b3500//b4090//b4025//b2963//b4304//b3096//b0698//b4245//b3651//b2301//b2939//b3665//b4055//b1430//b4154//b3942//b3197//b2943//b2926//b3344//b3568//
go_0006868_7	b4100//b3355//b3064//
go_0006869_6	b3631//b4554//
go_0006874_8	b1550//
go_0006876_8	b1014//
go_0006878_9	b0377//b0553//b3894//b0599//b0565//
go_0006879_9	b3870//b2148//b0543//b0662//b2935//b1280//
go_0006880_4	b0889//b3316//b3743//
go_0006882_8	b0826//
go_0006883_8	b0887//b3142//b3624//
go_0006884_4	b1037//
go_0006885_9	b4288//
go_0006886_5	b0268//b1074//b0112//
go_0006928_3	b2533//b4702//b2745//b3068//b1515//b4190//b0846//b2368//
go_0006935_4	b3894//b1557//b3311//b3294//b1012//b2781//b2991//b0857//b1379//b0208//b1018//b3871//b3210//
go_0006970_4	b0212//b1450//b3163//b4220//b0967//b0767//b3825//b4302//b1275//b2193//b2333//b0820//b1778//b3780//b0878//b2506//
go_0006972_5	b3604//b2798//b2104//b2098//b4242//b4222//b1854//b1842//
go_0006974_5	b3650//b2079//b2389//b3423//b0859//b3486//b0383//b0856//b0048//b2042//b1684//b3414//b3396//b3308//b2609//b2675//b2501//b4501//b4050//b2217//b2665//b1341//b3689//b2020//b1967//b1487//b2224//b0584//b1521//b2053//b3185//b2897//b3387//b3201//b4171//b1882//b0593//b1569//b2266//b2094//b1992//b3292//b1693//b0676//b2501//b1913//b1625//b2582//b0958//b2004//b1639//b2601//b1735//glsA1//b1002//b0750//b3680//b1696//b3687//b1379//b3115//b4053//b1163//b2411//b4144//b2175//b2100//b2684//b2126//b3863//b0311//b1827//b3307//b0838//b3993//b0028//b2669//b2540//b1378//b0751//b2196//b2456//b1775//b2369//b0895//b3629//b1534//b1375//b2496//b1187//b1990//b0723//b3582//b1187//b4288//b0353//b2483//b3673//b4266//b4314//b0930//b1159//b2164//b2338//b3591//b2235//b0533//b1552//b0629//b2438//b3247//b3927//b1302//b0413//b3179//b0020//b2728//b1821//b2820//b4667//b1786//b3331//b3094//b3816//b4043//b0870//b2729//b2964//b1299//b2949//b1994//b2929//b1010//b2582//b2542//b3784//b3789//maoP//b3909//b2972//b0597//bioD1//b2761//b1472//b2290//b0383//b3709//b3012//b2287//b1289//b1218//b2469//b0878//b1204//b0630//b1639//b3223//b1481//b0551//b3785//b1158//b2314//b0896//b3417//b3732//b1250//b1326//b1927//b3478//b4373//b2842//b0506//b3422//b2285//b3486//b2889//b0184//b2284//b4705//b1507//b0594//b1187//yeeL//b3173//b1620//b4083//b3479//b2008//b3519//b4071//b0957//b4664//b3133//b2159//b0742//b1194//b1859//b2729//b4191//b0083//b2458//
go_0006979_4	b0813//b1698//b3659//b3835//b3529//b1098//b3347//b1093//b0450//b4173//b2676//rpnD//b4231//b0724//b2175//b2082//hexR//b2728//b0162//b0433//b3481//b3701//b3347//b2799//b0864//b3750//b0393//b4109//b4041//b0180//b3708//b0120//b2810//b1435//b1023//selU//b1701//b3986//b0032//b2622//b0436//b2785//b4141//b4687//
go_0006986_5	b4033//b2679//b2867//b0088//b3664//b2516//
go_0006995_6	b1450//b4155//
go_0007059_3	b1535//b3164//b3697//b3115//b1482//b3503//b3642//b4083//b1530//b0590//
go_0007062_4	b1037//b3691//b0058//b4003//
go_0007155_3	b1622//b3849//b2663//b0630//b4309//b0346//b1620//b0401//b0400//b3238//b0089//b2782//b3697//b1163//b1848//b3786//b1709//b1753//b4190//b1175//b4112//b2567//b1048//
go_0007165_3	b2287//b3636//b1324//b3940//b0182//b3422//b0314//b1656//b3728//
go_0007234_5	b2742//
go_0007584_4	b1410//
go_0008033_9	b3147//b2819//b4371//b0261//b1663//b2405//b2246//b2287//
go_0008104_4	b2552//
go_0008152_2	b3168//b1387//b2520//b0284//b2597//b2687//b2258//b3722//b4299//b2715//b0007//b4373//b2843//b2009//b3414//b2159//b3370//b4130//b3303//b3984//b2134//b3562//b1731//b2178//b4300//
go_0008156_8	b4289//
go_0008219_3	b2038//b1945//b3265//
go_0008272_6	b4667//b2240//b4138//b0847//
go_0008295_6	b0422//b3708//b1981//
go_0008299_5	b4054//b1397//
go_0008360_4	b3163//b3844//b2422//b3825//b1745//b1091//b1270//b1090//b0368//b2545//b1525//b0574//b1985//b3931//b0776//b4074//
go_0008610_5	b1481//b0448//b3129//b1855//b3894//
go_0008615_6	b1987//b3878//b3070//b2425//b1534//b0628//b2796//
go_0008616_8	b0724//b1002//b4139//b3281//b1590//b2714//b3070//
go_0008643_6	b3409//b2599//b1976//b0623//b4131//b2389//b1284//b2744//b2493//b1448//b3697//b0171//b0896//b2998//b1399//b0545//hprR//b3210//b2506//b3574//b0829//b1329//b1397//b4363//b4041//
go_0008652_5	b1329//b2113//b0149//b2329//b3925//b2366//b2156//b2022//
go_0008653_5	b4191//b0653//
go_0008654_5	b3834//b2336//b2387//b2110//b0228//b4339//
go_0009050_6	b1133//b3934//
go_0009052_6	b2527//b1285//b4113//b2295//b2383//b2925//b1924//
go_0009056_3	b2306//
go_0009058_3	b3197//b2521//b2135//
go_0009060_6	b0487//b4687//b3722//b0642//b1783//b1601//b1071//b0413//rpnA//b1294//b1040//b2842//b0722//b0481//b2945//b3863//b0439//b0731//b1619//b1132//b2382//b2574//
go_0009061_6	b3927//b4602//b2037//b2806//b2812//b0915//b1319//b0062//b3592//b3717//b1618//b3893//b1025//b3623//b0375//b3579//b2789//b0171//b1526//b3213//b2963//b3917//b4172//b3605//b1182//b0106//b2193//b2996//b1037//b0417//b0068//b4470//b3901//b1174//b3146//b3787//b0698//b2552//b1160//b0512//b0466//b2888//b1658//b0882//b2135//b3061//b2569//b0535//b1077//b1209//b0887//b1600//b2996//b0972//b1407//
go_0009062_6	b4055//
go_0009063_5	b3029//b4116//b3857//b3138//
go_0009070_7	b3422//
go_0009073_6	b3899//b3341//b0170//b1538//b3744//b3222//b2938//b3145//b1093//b3256//
go_0009081_5	b1874//
go_0009082_6	b4252//b3857//b3271//b1035//b2912//
go_0009085_8	b0823//
go_0009086_7	b0337//b3729//b1250//b2213//b4240//
go_0009088_8	b2379//b3289//
go_0009089_6	b0729//b2622//b0260//b1200//b1587//b0393//b2303//
go_0009090_8	b4309//b3110//b0931//b0486//
go_0009092_7	b0010//
go_0009093_7	b1790//b1848//b3438//
go_0009094_6	b1728//b3781//b3953//
go_0009097_7	b3486//b1126//b1061//b2558//b0173//b4025//b1441//
go_0009098_7	b3450//b1257//b4520//b1833//b0590//b2339//b1707//
go_0009099_7	b2867//b1206//b2233//b0136//b1570//b3140//b4299//b2316//b1661//b0604//
go_0009102_6	b2682//b3706//b0451//b3687//b1678//b0640//b2601//b2845//b3860//b1533//b2029//b3400//b2329//
go_0009103_6	b1100//b3364//b0225//b2688//b0856//b2168//b0159//b2594//b3745//b0526//b3535//
go_0009106_5	b3206//
go_0009107_6	b3778//b2336//
go_0009108_6	b3597//
go_0009116_5	b1257//glsA2//
go_0009142_7	b4381//b3497//b0466//
go_0009143_7	b3255//
go_0009152_8	b1413//
go_0009157_8	b4101//
go_0009166_7	b4197//b4220//
go_0009168_9	b0112//
go_0009220_8	b3925//b2327//
go_0009224_9	b1522//b1812//
go_0009226_6	b3183//b2614//
go_0009228_7	b4137//b3967//b3752//b1711//b1241//b3192//b1205//b4062//b3298//
go_0009229_6	b4326//b1646//
go_0009231_6	b2024//b1892//b3237//b4111//b2146//b0333//b2987//
go_0009234_7	b1538//b1058//b1394//b0895//b0737//b2169//b2170//b1071//b1645//b0880//
go_0009236_6	b1821//b3140//b2595//b3604//b3441//b2311//
go_0009237_4	b2882//
