# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/regulons_in_gos_v3.pl on Tue Oct  2 19:39:19 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/regulons_by_conformation_effect.txt
# /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/go_uniq_levels_extended_no12.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
NarP-Phosphorylated_pos	GO:0044237	3	26	19	0.73	cellular metabolic process
NhaR-Na+_pos	GO:0043708	5	5	2	0.40	cell adhesion involved in biofilm formation
NikR-Cd2+_neg	GO:0015675	9	6	5	0.83	nickel cation transport
NikR-Co2+_neg	GO:0015675	9	6	5	0.83	nickel cation transport
NikR-Cu2+_neg	GO:0015675	9	6	5	0.83	nickel cation transport
NikR-Ni2+_neg	GO:0015675	9	6	5	0.83	nickel cation transport
NikR-Zn2+_neg	GO:0015675	9	6	5	0.83	nickel cation transport
NrdR-ATP_neg	GO:0006807	3	9	8	0.89	nitrogen compound metabolic process
NrdR-ATP_neg	GO:0044237	3	9	8	0.89	cellular metabolic process
NrdR-ATP_neg	GO:0044238	3	9	8	0.89	primary metabolic process
NrdR-ATP_neg	GO:0071704	3	9	8	0.89	organic substance metabolic process
NrdR-Zn2+_neg	GO:0006807	3	9	8	0.89	nitrogen compound metabolic process
NrdR-Zn2+_neg	GO:0044237	3	9	8	0.89	cellular metabolic process
NrdR-Zn2+_neg	GO:0044238	3	9	8	0.89	primary metabolic process
NrdR-Zn2+_neg	GO:0071704	3	9	8	0.89	organic substance metabolic process
NrdR-dATP_neg	GO:0006807	3	9	8	0.89	nitrogen compound metabolic process
NrdR-dATP_neg	GO:0044237	3	9	8	0.89	cellular metabolic process
NrdR-dATP_neg	GO:0044238	3	9	8	0.89	primary metabolic process
NrdR-dATP_neg	GO:0071704	3	9	8	0.89	organic substance metabolic process
NsrR-[2Fe-2S]reduced_neg	GO:0044237	3	61	40	0.66	cellular metabolic process
PhoB-Phosphorylated_neg	GO:0098656	7	11	5	0.45	anion transmembrane transport
PhoB-Phosphorylated_pos	GO:0044237	3	42	20	0.48	cellular metabolic process
PhoP-Phosphorylated_neg	GO:0050794	4	9	4	0.44	regulation of cellular process
PhoP-Phosphorylated_pos	GO:0071704	3	40	26	0.65	organic substance metabolic process
PrpR-2-methylcitrate_pos	GO:0032787	7	3	3	1.00	monocarboxylic acid metabolic process
PurR-Guanine_neg	GO:0044237	3	29	24	0.83	cellular metabolic process
PurR-Guanine_neg	GO:0071704	3	29	24	0.83	organic substance metabolic process
PurR-Hypoxanthine_neg	GO:0044237	3	29	24	0.83	cellular metabolic process
PurR-Hypoxanthine_neg	GO:0071704	3	29	24	0.83	organic substance metabolic process
QseB-Phosphorylated_pos	GO:0043170	4	4	4	1.00	macromolecule metabolic process
QseB-Phosphorylated_pos	GO:0044260	4	4	4	1.00	cellular macromolecule metabolic process
RhaR-L-rhamnose_pos	GO:1903506	8	2	2	1.00	regulation of nucleic acid-templated transcription
RhaS-L-rhamnose_pos	GO:0019301	7	3	3	1.00	rhamnose catabolic process
RstA-Phosphorylated_neg	GO:0015833	6	5	3	0.60	peptide transport
RstA-Phosphorylated_neg	GO:0042886	6	5	3	0.60	amide transport
RstA-Phosphorylated_pos	GO:0044237	3	5	4	0.80	cellular metabolic process
SoxR-[2Fe-2S]3+ oxydized_pos	GO:0072350	7	3	2	0.67	tricarboxylic acid metabolic process
TorR-Phosphorylated_pos	GO:0044237	3	8	3	0.38	cellular metabolic process
TrpR-Tryptophan_neg	GO:0009073	6	10	7	0.70	aromatic amino acid family biosynthetic process
TrpR-Tryptophan_neg	GO:0019752	6	10	7	0.70	carboxylic acid metabolic process
TrpR-Tryptophan_neg	GO:0046394	6	10	7	0.70	carboxylic acid biosynthetic process
TyrR-L-tryptophan_neg	GO:0009073	6	7	5	0.71	aromatic amino acid family biosynthetic process
TyrR-L-tryptophan_neg	GO:0019752	6	7	5	0.71	carboxylic acid metabolic process
TyrR-L-tryptophan_neg	GO:0046394	6	7	5	0.71	carboxylic acid biosynthetic process
TyrR-L-tryptophan_pos	GO:0009257	8	2	1	0.50	10-formyltetrahydrofolate biosynthetic process
TyrR-Phenylalanine_neg	GO:0009073	6	7	5	0.71	aromatic amino acid family biosynthetic process
TyrR-Phenylalanine_neg	GO:0019752	6	7	5	0.71	carboxylic acid metabolic process
TyrR-Phenylalanine_neg	GO:0046394	6	7	5	0.71	carboxylic acid biosynthetic process
TyrR-Phenylalanine_pos	GO:0009257	8	2	1	0.50	10-formyltetrahydrofolate biosynthetic process
TyrR-Tyrosine_neg	GO:0009073	6	7	5	0.71	aromatic amino acid family biosynthetic process
TyrR-Tyrosine_neg	GO:0019752	6	7	5	0.71	carboxylic acid metabolic process
TyrR-Tyrosine_neg	GO:0046394	6	7	5	0.71	carboxylic acid biosynthetic process
TyrR-Tyrosine_pos	GO:0009257	8	2	1	0.50	10-formyltetrahydrofolate biosynthetic process
XapR-xanthosine_pos	GO:0006139	4	2	2	1.00	nucleobase-containing compound metabolic process
XapR-xanthosine_pos	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
XapR-xanthosine_pos	GO:0034641	4	2	2	1.00	cellular nitrogen compound metabolic process
XapR-xanthosine_pos	GO:0046483	4	2	2	1.00	heterocycle metabolic process
XapR-xanthosine_pos	GO:0055086	4	2	2	1.00	nucleobase-containing small molecule metabolic process
XapR-xanthosine_pos	GO:1901360	4	2	2	1.00	organic cyclic compound metabolic process
XylR-Xylose_pos	GO:0042732	6	6	5	0.83	D-xylose metabolic process
ZraR-Phosphorylated_pos	GO:0000160	5	2	2	1.00	phosphorelay signal transduction system
Zur-Zn2+_neg	GO:0006829	9	6	3	0.50	zinc ion transport
