# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/regulons_in_gos_v3.pl on Mon Oct  8 13:28:29 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/general_regulons.txt
# /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/go_uniq_levels_extended_no12.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
EnvY	GO:0055085	5	2	2	1.00	transmembrane transport
EnvY	GO:0071702	5	2	2	1.00	organic substance transport
EvgA	GO:0042221	3	12	5	0.42	response to chemical
ExuR	GO:0044237	3	9	7	0.78	cellular metabolic process
ExuR	GO:0044238	3	9	7	0.78	primary metabolic process
ExuR	GO:0071704	3	9	7	0.78	organic substance metabolic process
FabR	GO:0032787	7	2	2	1.00	monocarboxylic acid metabolic process
FabR	GO:0072330	7	2	2	1.00	monocarboxylic acid biosynthetic process
FadR	GO:0032787	7	21	19	0.90	monocarboxylic acid metabolic process
FeaR	GO:0042402	7	2	2	1.00	cellular biogenic amine catabolic process
FhlA	GO:0071704	3	17	13	0.76	organic substance metabolic process
FlhDC	GO:0044237	3	57	19	0.33	cellular metabolic process
FliZ	GO:0044010	5	17	5	0.29	single-species biofilm formation
FliZ	GO:0055085	5	17	5	0.29	transmembrane transport
FucR	GO:0042355	8	5	4	0.80	L-fucose catabolic process
Fur	GO:0044237	3	108	60	0.56	cellular metabolic process
GadE	GO:0044237	3	24	16	0.67	cellular metabolic process
GadE-RcsB	GO:0006807	3	8	4	0.50	nitrogen compound metabolic process
GadE-RcsB	GO:0044238	3	8	4	0.50	primary metabolic process
GadE-RcsB	GO:0071704	3	8	4	0.50	organic substance metabolic process
GadW	GO:0019752	6	11	4	0.36	carboxylic acid metabolic process
GadX	GO:0006807	3	24	9	0.38	nitrogen compound metabolic process
GadX	GO:0071704	3	24	9	0.38	organic substance metabolic process
GalR	GO:0044238	3	10	5	0.50	primary metabolic process
GalR	GO:0071704	3	10	5	0.50	organic substance metabolic process
GalS	GO:0044238	3	10	5	0.50	primary metabolic process
GalS	GO:0071704	3	10	5	0.50	organic substance metabolic process
GatR	GO:0009401	7	6	4	0.67	phosphoenolpyruvate-dependent sugar phosphotransferase system
GcvA	GO:0006807	3	4	4	1.00	nitrogen compound metabolic process
GcvA	GO:0044237	3	4	4	1.00	cellular metabolic process
GcvA	GO:0044238	3	4	4	1.00	primary metabolic process
GcvA	GO:0071704	3	4	4	1.00	organic substance metabolic process
GlcC	GO:0032787	7	6	4	0.67	monocarboxylic acid metabolic process
GlcC	GO:0072329	7	6	4	0.67	monocarboxylic acid catabolic process
GlpR	GO:0006796	5	8	6	0.75	phosphate-containing compound metabolic process
GlrR	GO:0010556	6	3	2	0.67	regulation of macromolecule biosynthetic process
GntR	GO:0044237	3	9	6	0.67	cellular metabolic process
GntR	GO:0044238	3	9	6	0.67	primary metabolic process
GntR	GO:0071704	3	9	6	0.67	organic substance metabolic process
GutM	GO:0009401	7	7	3	0.43	phosphoenolpyruvate-dependent sugar phosphotransferase system
GutR	GO:0009401	7	7	3	0.43	phosphoenolpyruvate-dependent sugar phosphotransferase system
HU	GO:0019388	7	7	5	0.71	galactose catabolic process
HcaR	GO:0032787	7	6	5	0.83	monocarboxylic acid metabolic process
HcaR	GO:0072329	7	6	5	0.83	monocarboxylic acid catabolic process
HdfR	GO:0044249	4	4	4	1.00	cellular biosynthetic process
HdfR	GO:1901576	4	4	4	1.00	organic substance biosynthetic process
HigA	GO:2000112	7	2	2	1.00	regulation of cellular macromolecule biosynthetic process
HigB-HigA	GO:2000112	7	2	2	1.00	regulation of cellular macromolecule biosynthetic process
HipAB	GO:0006807	3	4	4	1.00	nitrogen compound metabolic process
HipAB	GO:0044237	3	4	4	1.00	cellular metabolic process
HipAB	GO:0044238	3	4	4	1.00	primary metabolic process
HipAB	GO:0071704	3	4	4	1.00	organic substance metabolic process
HipB	GO:0044237	3	5	5	1.00	cellular metabolic process
HipB	GO:0044238	3	5	5	1.00	primary metabolic process
HipB	GO:0071704	3	5	5	1.00	organic substance metabolic process
HyfR	GO:0006974	5	5	2	0.40	cellular response to DNA damage stimulus
HypT	GO:0006810	4	12	7	0.58	transport
IclR	GO:0032787	7	4	3	0.75	monocarboxylic acid metabolic process
IdnR	GO:0032787	7	6	4	0.67	monocarboxylic acid metabolic process
IdnR	GO:0072329	7	6	4	0.67	monocarboxylic acid catabolic process
IscR	GO:0044237	3	27	22	0.81	cellular metabolic process
KdpE	GO:0006813	8	4	4	1.00	potassium ion transport
KdpE	GO:0098662	8	4	4	1.00	inorganic cation transmembrane transport
LacI	GO:0015767	9	2	1	0.50	lactose transport
LeuO	GO:0044237	3	17	9	0.53	cellular metabolic process
LeuO	GO:0044238	3	17	9	0.53	primary metabolic process
LeuO	GO:0071704	3	17	9	0.53	organic substance metabolic process
LexA	GO:0071704	3	55	36	0.65	organic substance metabolic process
LldR	GO:0006974	5	3	2	0.67	cellular response to DNA damage stimulus
LrhA	GO:0090304	5	4	4	1.00	nucleic acid metabolic process
LsrR	GO:0055085	5	7	4	0.57	transmembrane transport
LysR	GO:0009085	8	2	2	1.00	lysine biosynthetic process
MalI	GO:1903506	8	3	2	0.67	regulation of nucleic acid-templated transcription
MalT	GO:0042956	8	9	5	0.56	maltodextrin transport
MarA	GO:0044237	3	28	13	0.46	cellular metabolic process
MarA	GO:0071704	3	28	13	0.46	organic substance metabolic process
MarR	GO:1903507	9	2	2	1.00	negative regulation of nucleic acid-templated transcription
MatA	GO:0050794	4	6	4	0.67	regulation of cellular process
MazE	GO:0019439	5	2	2	1.00	aromatic compound catabolic process
MazE	GO:0034655	5	2	2	1.00	nucleobase-containing compound catabolic process
MazE	GO:0044270	5	2	2	1.00	cellular nitrogen compound catabolic process
MazE	GO:0046700	5	2	2	1.00	heterocycle catabolic process
MazE	GO:1901361	5	2	2	1.00	organic cyclic compound catabolic process
MazE-MazF	GO:0019439	5	2	2	1.00	aromatic compound catabolic process
MazE-MazF	GO:0034655	5	2	2	1.00	nucleobase-containing compound catabolic process
MazE-MazF	GO:0044270	5	2	2	1.00	cellular nitrogen compound catabolic process
MazE-MazF	GO:0046700	5	2	2	1.00	heterocycle catabolic process
MazE-MazF	GO:1901361	5	2	2	1.00	organic cyclic compound catabolic process
McbR	GO:0006974	5	4	2	0.50	cellular response to DNA damage stimulus
MelR	GO:0044248	4	3	2	0.67	cellular catabolic process
MelR	GO:1901575	4	3	2	0.67	organic substance catabolic process
MetJ	GO:1901564	4	12	7	0.58	organonitrogen compound metabolic process
MetR	GO:0006807	3	5	4	0.80	nitrogen compound metabolic process
MetR	GO:0044237	3	5	4	0.80	cellular metabolic process
MhpR	GO:0019439	5	4	4	1.00	aromatic compound catabolic process
Mlc	GO:0009401	7	9	7	0.78	phosphoenolpyruvate-dependent sugar phosphotransferase system
MlrA	GO:0044010	5	8	3	0.38	single-species biofilm formation
MngR	GO:0015755	9	3	1	0.33	fructose transmembrane transport
MngR	GO:1903507	9	3	1	0.33	negative regulation of nucleic acid-templated transcription
MntR	GO:0042221	3	4	3	0.75	response to chemical
ModE	GO:0044237	3	38	20	0.53	cellular metabolic process
MprA	GO:0055085	5	5	4	0.80	transmembrane transport
MqsA	GO:2000112	7	8	4	0.50	regulation of cellular macromolecule biosynthetic process
MraZ	GO:0044237	3	17	12	0.71	cellular metabolic process
MraZ	GO:0071704	3	17	12	0.71	organic substance metabolic process
MtlR	GO:0044237	3	3	2	0.67	cellular metabolic process
MurR	GO:0016310	6	3	2	0.67	phosphorylation
Nac	GO:0071704	3	18	13	0.72	organic substance metabolic process
NadR	GO:0009435	9	4	3	0.75	NAD biosynthetic process
NagC	GO:0071704	3	32	16	0.50	organic substance metabolic process
NanR	GO:0044237	3	10	5	0.50	cellular metabolic process
NanR	GO:0071704	3	10	5	0.50	organic substance metabolic process
NarL	GO:0044237	3	101	76	0.75	cellular metabolic process
NarP	GO:0044237	3	36	28	0.78	cellular metabolic process
NemR	GO:0044248	4	3	2	0.67	cellular catabolic process
NemR	GO:1901575	4	3	2	0.67	organic substance catabolic process
NhaR	GO:0043708	5	7	2	0.29	cell adhesion involved in biofilm formation
NhaR	GO:0055085	5	7	2	0.29	transmembrane transport
NikR	GO:0015675	9	6	5	0.83	nickel cation transport
NimR	GO:1903507	9	2	1	0.50	negative regulation of nucleic acid-templated transcription
NorR	GO:0046210	6	3	2	0.67	nitric oxide catabolic process
NrdR	GO:0006807	3	9	8	0.89	nitrogen compound metabolic process
NrdR	GO:0044237	3	9	8	0.89	cellular metabolic process
NrdR	GO:0044238	3	9	8	0.89	primary metabolic process
NrdR	GO:0071704	3	9	8	0.89	organic substance metabolic process
NsrR	GO:0044237	3	70	50	0.71	cellular metabolic process
NtrC	GO:0071702	5	37	17	0.46	organic substance transport
NtrC	GO:0071705	5	37	17	0.46	nitrogen compound transport
OmpR	GO:0055085	5	16	8	0.50	transmembrane transport
OxyR	GO:0006950	3	27	16	0.59	response to stress
PaaX	GO:0032787	7	12	12	1.00	monocarboxylic acid metabolic process
PaaX	GO:0072329	7	12	12	1.00	monocarboxylic acid catabolic process
PdhR	GO:0044237	3	38	25	0.66	cellular metabolic process
PepA	GO:0018130	5	3	3	1.00	heterocycle biosynthetic process
PepA	GO:0043603	5	3	3	1.00	cellular amide metabolic process
PepA	GO:0044271	5	3	3	1.00	cellular nitrogen compound biosynthetic process
PepA	GO:1901362	5	3	3	1.00	organic cyclic compound biosynthetic process
PgrR	GO:1903507	9	3	1	0.33	negative regulation of nucleic acid-templated transcription
PhoB	GO:0044237	3	49	26	0.53	cellular metabolic process
PhoP	GO:0071704	3	45	26	0.58	organic substance metabolic process
PrpR	GO:0032787	7	4	3	0.75	monocarboxylic acid metabolic process
PspF	GO:0010556	6	5	3	0.60	regulation of macromolecule biosynthetic process
PurR	GO:0044237	3	27	23	0.85	cellular metabolic process
PutA	GO:1903507	9	2	1	0.50	negative regulation of nucleic acid-templated transcription
PuuR	GO:0034641	4	7	6	0.86	cellular nitrogen compound metabolic process
QseB	GO:0043170	4	4	4	1.00	macromolecule metabolic process
QseB	GO:0044260	4	4	4	1.00	cellular macromolecule metabolic process
RbsR	GO:0044238	3	8	4	0.50	primary metabolic process
RbsR	GO:0044281	3	8	4	0.50	small molecule metabolic process
RbsR	GO:0071704	3	8	4	0.50	organic substance metabolic process
RcdA	GO:0044010	5	8	4	0.50	single-species biofilm formation
RclR	GO:0000302	5	3	3	1.00	response to reactive oxygen species
RclR	GO:1901530	5	3	3	1.00	response to hypochlorite
RcnR	GO:0010045	6	3	2	0.67	response to nickel cation
RcnR	GO:0032025	6	3	2	0.67	response to cobalt ion
RcsAB	GO:0044249	4	15	10	0.67	cellular biosynthetic process
RcsAB	GO:1901576	4	15	10	0.67	organic substance biosynthetic process
RcsB	GO:0009628	3	18	6	0.33	response to abiotic stimulus
RcsB-BglJ	GO:0044238	3	8	5	0.62	primary metabolic process
RcsB-BglJ	GO:0071704	3	8	5	0.62	organic substance metabolic process
RelB	GO:0016070	6	2	2	1.00	RNA metabolic process
RelB-RelE	GO:0016070	6	2	2	1.00	RNA metabolic process
RhaR	GO:1903506	8	2	2	1.00	regulation of nucleic acid-templated transcription
RhaS	GO:0044282	4	6	5	0.83	small molecule catabolic process
RhaS	GO:1901575	4	6	5	0.83	organic substance catabolic process
Rob	GO:0071704	3	19	9	0.47	organic substance metabolic process
RstA	GO:0044237	3	10	4	0.40	cellular metabolic process
RutR	GO:0044237	3	17	13	0.76	cellular metabolic process
RutR	GO:0071704	3	17	13	0.76	organic substance metabolic process
SdiA	GO:0051301	3	5	3	0.60	cell division
SgrR	GO:0071702	5	7	5	0.71	organic substance transport
SoxR	GO:0006979	4	3	2	0.67	response to oxidative stress
SoxS	GO:0044237	3	31	13	0.42	cellular metabolic process
StpA	GO:0044237	3	5	3	0.60	cellular metabolic process
StpA	GO:0071704	3	5	3	0.60	organic substance metabolic process
SutR	GO:0050794	4	5	4	0.80	regulation of cellular process
TdcA	GO:0019752	6	7	5	0.71	carboxylic acid metabolic process
TdcR	GO:0019752	6	7	5	0.71	carboxylic acid metabolic process
TorR	GO:0044237	3	11	5	0.45	cellular metabolic process
TreR	GO:0044237	3	2	2	1.00	cellular metabolic process
TrpR	GO:0009073	6	10	7	0.70	aromatic amino acid family biosynthetic process
TrpR	GO:0019752	6	10	7	0.70	carboxylic acid metabolic process
TrpR	GO:0046394	6	10	7	0.70	carboxylic acid biosynthetic process
TyrR	GO:0019752	6	9	6	0.67	carboxylic acid metabolic process
TyrR	GO:0046394	6	9	6	0.67	carboxylic acid biosynthetic process
UidR	GO:0044237	3	3	2	0.67	cellular metabolic process
UidR	GO:0044238	3	3	2	0.67	primary metabolic process
UidR	GO:0071704	3	3	2	0.67	organic substance metabolic process
UlaR	GO:0019752	6	7	4	0.57	carboxylic acid metabolic process
UvrY	GO:0035435	9	3	1	0.33	phosphate ion transmembrane transport
UxuR	GO:0044237	3	8	5	0.62	cellular metabolic process
UxuR	GO:0044238	3	8	5	0.62	primary metabolic process
UxuR	GO:0071704	3	8	5	0.62	organic substance metabolic process
XapR	GO:0006139	4	2	2	1.00	nucleobase-containing compound metabolic process
XapR	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
XapR	GO:0034641	4	2	2	1.00	cellular nitrogen compound metabolic process
XapR	GO:0046483	4	2	2	1.00	heterocycle metabolic process
XapR	GO:0055086	4	2	2	1.00	nucleobase-containing small molecule metabolic process
XapR	GO:1901360	4	2	2	1.00	organic cyclic compound metabolic process
XylR	GO:0019321	5	7	6	0.86	pentose metabolic process
YdeO	GO:0044237	3	13	9	0.69	cellular metabolic process
YedW	GO:0044237	3	12	8	0.67	cellular metabolic process
YefM	GO:1903507	9	2	2	1.00	negative regulation of nucleic acid-templated transcription
YefM-YoeB	GO:1903507	9	2	2	1.00	negative regulation of nucleic acid-templated transcription
YiaJ	GO:0005975	4	9	4	0.44	carbohydrate metabolic process
YjjQ	GO:0097659	7	5	2	0.40	nucleic acid-templated transcription
YqhC	GO:0051596	6	2	1	0.50	methylglyoxal catabolic process
YqjI	GO:0051716	3	2	2	1.00	cellular response to stimulus
ZraR	GO:0000160	5	2	2	1.00	phosphorelay signal transduction system
Zur	GO:0006829	9	6	3	0.50	zinc ion transport
