# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/regulons_in_gos_v3.pl on Tue Oct  2 19:39:54 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/regulons_by_conformation.txt
# /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/go_uniq_levels_extended_no12.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
FhlA-Formate	GO:0071704	3	17	13	0.76	organic substance metabolic process
FucR-L-fuculose-1-phosphate	GO:0042355	8	5	4	0.80	L-fucose catabolic process
Fur-Fe2+	GO:0044237	3	116	65	0.56	cellular metabolic process
Fur-Mn2+	GO:0044237	3	116	65	0.56	cellular metabolic process
GlcC-Acetate	GO:0032787	7	6	4	0.67	monocarboxylic acid metabolic process
GlcC-Acetate	GO:0072329	7	6	4	0.67	monocarboxylic acid catabolic process
GlcC-Glycolate	GO:0032787	7	6	4	0.67	monocarboxylic acid metabolic process
GlcC-Glycolate	GO:0072329	7	6	4	0.67	monocarboxylic acid catabolic process
IclR-pyruvate	GO:0032787	7	4	3	0.75	monocarboxylic acid metabolic process
IdnR-5-ketogluconate	GO:0032787	7	7	4	0.57	monocarboxylic acid metabolic process
IdnR-5-ketogluconate	GO:0072329	7	7	4	0.57	monocarboxylic acid catabolic process
IdnR-Idonate	GO:0032787	7	7	4	0.57	monocarboxylic acid metabolic process
IdnR-Idonate	GO:0072329	7	7	4	0.57	monocarboxylic acid catabolic process
IscR-[2Fe-2S]1+	GO:0044237	3	34	25	0.74	cellular metabolic process
LldR-L-lactate	GO:0006974	5	3	2	0.67	cellular response to DNA damage stimulus
Lrp-Leucine	GO:0044237	3	62	31	0.50	cellular metabolic process
Lrp-Leucine	GO:0071704	3	62	31	0.50	organic substance metabolic process
LsrR	GO:0055085	5	7	4	0.57	transmembrane transport
MalT-ADP-Maltotriose	GO:0042956	8	9	5	0.56	maltodextrin transport
MalT-Maltotriose-ATP	GO:0042956	8	9	5	0.56	maltodextrin transport
MelR-Melibiose	GO:0044248	4	3	2	0.67	cellular catabolic process
MelR-Melibiose	GO:1901575	4	3	2	0.67	organic substance catabolic process
MetJ-S-adenosylmethionine	GO:1901564	4	12	7	0.58	organonitrogen compound metabolic process
MetR-L-homocysteine	GO:0006807	3	5	4	0.80	nitrogen compound metabolic process
MetR-L-homocysteine	GO:0044237	3	5	4	0.80	cellular metabolic process
MhpR-3-(2,3-dihydroxyphenyl)propionate [DHPP]	GO:0019439	5	4	4	1.00	aromatic compound catabolic process
MhpR-3HPP	GO:0019439	5	4	4	1.00	aromatic compound catabolic process
MntR-Cd2+	GO:0042221	3	4	3	0.75	response to chemical
ModE-MoO42-	GO:0044237	3	38	20	0.53	cellular metabolic process
NarL-Phosphorylated	GO:0044237	3	103	78	0.76	cellular metabolic process
NarP-Phosphorylated	GO:0044237	3	36	28	0.78	cellular metabolic process
NhaR-Na+	GO:0043708	5	7	2	0.29	cell adhesion involved in biofilm formation
NhaR-Na+	GO:0055085	5	7	2	0.29	transmembrane transport
NikR-Cd2+	GO:0015675	9	6	5	0.83	nickel cation transport
NikR-Co2+	GO:0015675	9	6	5	0.83	nickel cation transport
NikR-Cu2+	GO:0015675	9	6	5	0.83	nickel cation transport
NikR-Ni2+	GO:0015675	9	6	5	0.83	nickel cation transport
NikR-Zn2+	GO:0015675	9	6	5	0.83	nickel cation transport
NrdR-ATP	GO:0006807	3	9	8	0.89	nitrogen compound metabolic process
NrdR-ATP	GO:0044237	3	9	8	0.89	cellular metabolic process
NrdR-ATP	GO:0044238	3	9	8	0.89	primary metabolic process
NrdR-ATP	GO:0071704	3	9	8	0.89	organic substance metabolic process
NrdR-Zn2+	GO:0006807	3	9	8	0.89	nitrogen compound metabolic process
NrdR-Zn2+	GO:0044237	3	9	8	0.89	cellular metabolic process
NrdR-Zn2+	GO:0044238	3	9	8	0.89	primary metabolic process
NrdR-Zn2+	GO:0071704	3	9	8	0.89	organic substance metabolic process
NrdR-dATP	GO:0006807	3	9	8	0.89	nitrogen compound metabolic process
NrdR-dATP	GO:0044237	3	9	8	0.89	cellular metabolic process
NrdR-dATP	GO:0044238	3	9	8	0.89	primary metabolic process
NrdR-dATP	GO:0071704	3	9	8	0.89	organic substance metabolic process
NsrR-[2Fe-2S]reduced	GO:0044237	3	61	40	0.66	cellular metabolic process
PhoB-Phosphorylated	GO:0044237	3	49	25	0.51	cellular metabolic process
PhoP-Phosphorylated	GO:0071704	3	47	28	0.60	organic substance metabolic process
PrpR-2-methylcitrate	GO:0032787	7	4	3	0.75	monocarboxylic acid metabolic process
PurR-Guanine	GO:0044237	3	29	24	0.83	cellular metabolic process
PurR-Guanine	GO:0071704	3	29	24	0.83	organic substance metabolic process
PurR-Hypoxanthine	GO:0044237	3	29	24	0.83	cellular metabolic process
PurR-Hypoxanthine	GO:0071704	3	29	24	0.83	organic substance metabolic process
QseB-Phosphorylated	GO:0043170	4	4	4	1.00	macromolecule metabolic process
QseB-Phosphorylated	GO:0044260	4	4	4	1.00	cellular macromolecule metabolic process
RhaR-L-rhamnose	GO:1903506	8	2	2	1.00	regulation of nucleic acid-templated transcription
RhaS-L-rhamnose	GO:0044282	4	6	5	0.83	small molecule catabolic process
RhaS-L-rhamnose	GO:1901575	4	6	5	0.83	organic substance catabolic process
RstA-Phosphorylated	GO:0044237	3	10	4	0.40	cellular metabolic process
SoxR-[2Fe-2S]3+ oxydized	GO:0072350	7	4	2	0.50	tricarboxylic acid metabolic process
TorR-Phosphorylated	GO:0044237	3	9	3	0.33	cellular metabolic process
TrpR-Tryptophan	GO:0009073	6	10	7	0.70	aromatic amino acid family biosynthetic process
TrpR-Tryptophan	GO:0019752	6	10	7	0.70	carboxylic acid metabolic process
TrpR-Tryptophan	GO:0046394	6	10	7	0.70	carboxylic acid biosynthetic process
TyrR-L-tryptophan	GO:0019752	6	9	6	0.67	carboxylic acid metabolic process
TyrR-L-tryptophan	GO:0046394	6	9	6	0.67	carboxylic acid biosynthetic process
TyrR-Phenylalanine	GO:0019752	6	9	6	0.67	carboxylic acid metabolic process
TyrR-Phenylalanine	GO:0046394	6	9	6	0.67	carboxylic acid biosynthetic process
TyrR-Tyrosine	GO:0019752	6	9	6	0.67	carboxylic acid metabolic process
TyrR-Tyrosine	GO:0046394	6	9	6	0.67	carboxylic acid biosynthetic process
XapR-xanthosine	GO:0006139	4	2	2	1.00	nucleobase-containing compound metabolic process
XapR-xanthosine	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
XapR-xanthosine	GO:0034641	4	2	2	1.00	cellular nitrogen compound metabolic process
XapR-xanthosine	GO:0046483	4	2	2	1.00	heterocycle metabolic process
XapR-xanthosine	GO:0055086	4	2	2	1.00	nucleobase-containing small molecule metabolic process
XapR-xanthosine	GO:1901360	4	2	2	1.00	organic cyclic compound metabolic process
XylR-Xylose	GO:0042732	6	6	5	0.83	D-xylose metabolic process
ZraR-Phosphorylated	GO:0000160	5	2	2	1.00	phosphorelay signal transduction system
Zur-Zn2+	GO:0006829	9	6	3	0.50	zinc ion transport
