# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/regulons_in_gos_v3.pl on Tue Oct  2 19:40:40 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/strict_regulons.txt
# /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/go_uniq_levels_extended_no12.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
ArgR_neg	GO:0044237	3	30	20	0.67	cellular metabolic process
ArgR_pos	GO:0006527	8	2	2	1.00	arginine catabolic process
ArsR_neg	GO:0046685	4	3	3	1.00	response to arsenic-containing substance
AscG_neg	GO:0009628	3	5	3	0.60	response to abiotic stimulus
AsnC_neg	GO:0034641	4	3	2	0.67	cellular nitrogen compound metabolic process
AsnC_neg	GO:0046483	4	3	2	0.67	heterocycle metabolic process
AsnC_neg	GO:1901360	4	3	2	0.67	organic cyclic compound metabolic process
BaeR_pos	GO:0055085	5	8	5	0.62	transmembrane transport
BasR_pos	GO:0044010	5	11	4	0.36	single-species biofilm formation
BetI_neg	GO:0006950	3	4	4	1.00	response to stress
BirA_neg	GO:0032787	7	5	5	1.00	monocarboxylic acid metabolic process
BirA_neg	GO:0072330	7	5	5	1.00	monocarboxylic acid biosynthetic process
BluR_neg	GO:0042710	4	3	2	0.67	biofilm formation
CadC_pos	GO:1903508	9	3	1	0.33	positive regulation of nucleic acid-templated transcription
CaiF_pos	GO:0006577	5	7	6	0.86	amino-acid betaine metabolic process
CaiF_pos	GO:0009437	5	7	6	0.86	carnitine metabolic process
Cbl_pos	GO:0006790	4	9	7	0.78	sulfur compound metabolic process
CdaR_pos	GO:0044248	4	9	6	0.67	cellular catabolic process
CecR_neg	GO:0006855	6	5	3	0.60	drug transmembrane transport
ChbR_neg	GO:0009401	7	6	3	0.50	phosphoenolpyruvate-dependent sugar phosphotransferase system
ChbR_neg	GO:1902815	7	6	3	0.50	N,N'-diacetylchitobiose import
ChbR_pos	GO:0009401	7	6	3	0.50	phosphoenolpyruvate-dependent sugar phosphotransferase system
ChbR_pos	GO:1902815	7	6	3	0.50	N,N'-diacetylchitobiose import
CpxR_neg	GO:0051234	3	18	7	0.39	establishment of localization
CpxR_pos	GO:0071704	3	40	15	0.38	organic substance metabolic process
Cra_neg	GO:0044237	3	51	35	0.69	cellular metabolic process
Cra_pos	GO:0044237	3	23	13	0.57	cellular metabolic process
CreB_neg	GO:0015768	9	3	3	1.00	maltose transport
CsgD_neg	GO:0050794	4	8	4	0.50	regulation of cellular process
CsgD_pos	GO:0044010	5	9	5	0.56	single-species biofilm formation
CsiR_neg	GO:0032787	7	4	2	0.50	monocarboxylic acid metabolic process
CsiR_neg	GO:0072329	7	4	2	0.50	monocarboxylic acid catabolic process
CspA_pos	GO:0006417	7	2	1	0.50	regulation of translation
CspA_pos	GO:0010608	7	2	1	0.50	posttranscriptional regulation of gene expression
CspA_pos	GO:0010629	7	2	1	0.50	negative regulation of gene expression
CspA_pos	GO:0097659	7	2	1	0.50	nucleic acid-templated transcription
CspA_pos	GO:2000112	7	2	1	0.50	regulation of cellular macromolecule biosynthetic process
CueR_neg	GO:0006732	5	5	5	1.00	coenzyme metabolic process
CueR_neg	GO:0006796	5	5	5	1.00	phosphate-containing compound metabolic process
CueR_neg	GO:0018130	5	5	5	1.00	heterocycle biosynthetic process
CueR_neg	GO:0043545	5	5	5	1.00	molybdopterin cofactor metabolic process
CueR_neg	GO:0051188	5	5	5	1.00	cofactor biosynthetic process
CueR_neg	GO:0051189	5	5	5	1.00	prosthetic group metabolic process
CueR_neg	GO:0090407	5	5	5	1.00	organophosphate biosynthetic process
CueR_neg	GO:1901362	5	5	5	1.00	organic cyclic compound biosynthetic process
CueR_neg	GO:1901566	5	5	5	1.00	organonitrogen compound biosynthetic process
CueR_pos	GO:0046688	6	2	2	1.00	response to copper ion
CusR_pos	GO:0044237	3	12	8	0.67	cellular metabolic process
CynR_pos	GO:0009440	6	3	3	1.00	cyanate catabolic process
CysB_neg	GO:0044237	3	7	6	0.86	cellular metabolic process
CysB_pos	GO:0044237	3	21	11	0.52	cellular metabolic process
CytR_neg	GO:0006139	4	12	6	0.50	nucleobase-containing compound metabolic process
CytR_neg	GO:0006725	4	12	6	0.50	cellular aromatic compound metabolic process
CytR_neg	GO:0034641	4	12	6	0.50	cellular nitrogen compound metabolic process
CytR_neg	GO:0046483	4	12	6	0.50	heterocycle metabolic process
CytR_neg	GO:1901360	4	12	6	0.50	organic cyclic compound metabolic process
Dan_pos	GO:1903508	9	4	1	0.25	positive regulation of nucleic acid-templated transcription
DcuR_pos	GO:0044237	3	9	7	0.78	cellular metabolic process
DeoR_neg	GO:0006974	5	6	4	0.67	cellular response to DNA damage stimulus
DhaR_pos	GO:0044237	3	3	3	1.00	cellular metabolic process
DhaR_pos	GO:0044238	3	3	3	1.00	primary metabolic process
DhaR_pos	GO:0071704	3	3	3	1.00	organic substance metabolic process
DicA_neg	GO:0016032	5	4	2	0.50	viral process
DicA_neg	GO:0090304	5	4	2	0.50	nucleic acid metabolic process
DinJ-YafQ_neg	GO:0010629	7	3	3	1.00	negative regulation of gene expression
DnaA_neg	GO:0044238	3	10	10	1.00	primary metabolic process
DnaA_neg	GO:0071704	3	10	10	1.00	organic substance metabolic process
DnaA_pos	GO:0006807	3	7	7	1.00	nitrogen compound metabolic process
DnaA_pos	GO:0044237	3	7	7	1.00	cellular metabolic process
DnaA_pos	GO:0044238	3	7	7	1.00	primary metabolic process
DnaA_pos	GO:0071704	3	7	7	1.00	organic substance metabolic process
DpiA_pos	GO:0044237	3	8	6	0.75	cellular metabolic process
DsdC_pos	GO:0006974	5	2	2	1.00	cellular response to DNA damage stimulus
EnvR_neg	GO:0006855	6	2	2	1.00	drug transmembrane transport
EnvY_pos	GO:0006811	5	2	2	1.00	ion transport
EnvY_pos	GO:0055085	5	2	2	1.00	transmembrane transport
EnvY_pos	GO:0071702	5	2	2	1.00	organic substance transport
EvgA_pos	GO:0042221	3	12	5	0.42	response to chemical
ExuR_neg	GO:0044237	3	9	7	0.78	cellular metabolic process
ExuR_neg	GO:0044238	3	9	7	0.78	primary metabolic process
ExuR_neg	GO:0071704	3	9	7	0.78	organic substance metabolic process
FabR_neg	GO:0032787	7	2	2	1.00	monocarboxylic acid metabolic process
FabR_neg	GO:0072330	7	2	2	1.00	monocarboxylic acid biosynthetic process
FadR_neg	GO:0032787	7	9	8	0.89	monocarboxylic acid metabolic process
FadR_neg	GO:0072329	7	9	8	0.89	monocarboxylic acid catabolic process
FadR_pos	GO:0032787	7	12	11	0.92	monocarboxylic acid metabolic process
FeaR_pos	GO:0042402	7	2	2	1.00	cellular biogenic amine catabolic process
FhlA_pos	GO:0071704	3	17	13	0.76	organic substance metabolic process
FlhDC_neg	GO:0015757	9	4	3	0.75	galactose transmembrane transport
FlhDC_pos	GO:0044237	3	53	18	0.34	cellular metabolic process
FliZ_neg	GO:0044010	5	17	5	0.29	single-species biofilm formation
FliZ_neg	GO:0055085	5	17	5	0.29	transmembrane transport
FucR_pos	GO:0042355	8	5	4	0.80	L-fucose catabolic process
Fur_neg	GO:0044237	3	93	49	0.53	cellular metabolic process
Fur_pos	GO:0044237	3	21	13	0.62	cellular metabolic process
GadE-RcsB_pos	GO:0006807	3	8	4	0.50	nitrogen compound metabolic process
GadE-RcsB_pos	GO:0044238	3	8	4	0.50	primary metabolic process
GadE-RcsB_pos	GO:0071704	3	8	4	0.50	organic substance metabolic process
GadE_pos	GO:0044237	3	24	16	0.67	cellular metabolic process
GadW_neg	GO:0019752	6	8	4	0.50	carboxylic acid metabolic process
GadW_pos	GO:0045852	10	9	3	0.33	pH elevation
GadW_pos	GO:0051454	10	9	3	0.33	intracellular pH elevation
GadX_neg	GO:0009059	5	5	2	0.40	macromolecule biosynthetic process
GadX_neg	GO:0010447	5	5	2	0.40	response to acidic pH
GadX_neg	GO:0034645	5	5	2	0.40	cellular macromolecule biosynthetic process
GadX_pos	GO:0006807	3	22	8	0.36	nitrogen compound metabolic process
GadX_pos	GO:0044238	3	22	8	0.36	primary metabolic process
GadX_pos	GO:0071704	3	22	8	0.36	organic substance metabolic process
GalR_neg	GO:0044238	3	10	5	0.50	primary metabolic process
GalR_neg	GO:0071704	3	10	5	0.50	organic substance metabolic process
GalR_pos	GO:0033499	8	4	4	1.00	galactose catabolic process via UDP-galactose
GalS_neg	GO:0044238	3	10	5	0.50	primary metabolic process
GalS_neg	GO:0071704	3	10	5	0.50	organic substance metabolic process
GalS_pos	GO:0033499	8	4	4	1.00	galactose catabolic process via UDP-galactose
GatR_neg	GO:0009401	7	6	4	0.67	phosphoenolpyruvate-dependent sugar phosphotransferase system
GcvA_neg	GO:0006807	3	4	4	1.00	nitrogen compound metabolic process
GcvA_neg	GO:0044237	3	4	4	1.00	cellular metabolic process
GcvA_neg	GO:0044238	3	4	4	1.00	primary metabolic process
GcvA_neg	GO:0071704	3	4	4	1.00	organic substance metabolic process
GcvA_pos	GO:0009071	7	3	3	1.00	serine family amino acid catabolic process
GcvA_pos	GO:0019464	7	3	3	1.00	glycine decarboxylation via glycine cleavage system
GlcC_pos	GO:0032787	7	5	4	0.80	monocarboxylic acid metabolic process
GlcC_pos	GO:0072329	7	5	4	0.80	monocarboxylic acid catabolic process
GlpR_neg	GO:0006796	5	8	6	0.75	phosphate-containing compound metabolic process
GlrR_pos	GO:0010556	6	3	2	0.67	regulation of macromolecule biosynthetic process
GntR_neg	GO:0044237	3	9	6	0.67	cellular metabolic process
GntR_neg	GO:0044238	3	9	6	0.67	primary metabolic process
GntR_neg	GO:0071704	3	9	6	0.67	organic substance metabolic process
GutM_pos	GO:0009401	7	7	3	0.43	phosphoenolpyruvate-dependent sugar phosphotransferase system
GutR_neg	GO:0009401	7	7	3	0.43	phosphoenolpyruvate-dependent sugar phosphotransferase system
HU_neg	GO:0019388	7	7	5	0.71	galactose catabolic process
HcaR_pos	GO:0032787	7	5	5	1.00	monocarboxylic acid metabolic process
HcaR_pos	GO:0072329	7	5	5	1.00	monocarboxylic acid catabolic process
HdfR_neg	GO:0097659	7	2	2	1.00	nucleic acid-templated transcription
HdfR_pos	GO:0006537	8	2	2	1.00	glutamate biosynthetic process
HigA_neg	GO:2000112	7	2	2	1.00	regulation of cellular macromolecule biosynthetic process
HigB-HigA_neg	GO:2000112	7	2	2	1.00	regulation of cellular macromolecule biosynthetic process
HipAB_neg	GO:0006807	3	4	4	1.00	nitrogen compound metabolic process
HipAB_neg	GO:0044237	3	4	4	1.00	cellular metabolic process
HipAB_neg	GO:0044238	3	4	4	1.00	primary metabolic process
HipAB_neg	GO:0071704	3	4	4	1.00	organic substance metabolic process
HipB_neg	GO:0044237	3	5	5	1.00	cellular metabolic process
HipB_neg	GO:0044238	3	5	5	1.00	primary metabolic process
HipB_neg	GO:0071704	3	5	5	1.00	organic substance metabolic process
HyfR_pos	GO:0006974	5	5	2	0.40	cellular response to DNA damage stimulus
HypT_neg	GO:0006810	4	4	4	1.00	transport
HypT_pos	GO:0044237	3	8	5	0.62	cellular metabolic process
IclR_neg	GO:0032787	7	4	3	0.75	monocarboxylic acid metabolic process
IdnR_neg	GO:0015718	8	2	1	0.50	monocarboxylic acid transport
IdnR_neg	GO:0035429	8	2	1	0.50	gluconate transmembrane transport
IdnR_pos	GO:0032787	7	4	3	0.75	monocarboxylic acid metabolic process
IdnR_pos	GO:0046183	7	4	3	0.75	L-idonate catabolic process
IdnR_pos	GO:0072329	7	4	3	0.75	monocarboxylic acid catabolic process
IscR_neg	GO:0044237	3	17	13	0.76	cellular metabolic process
IscR_pos	GO:0044237	3	10	9	0.90	cellular metabolic process
KdpE_pos	GO:0006813	8	4	4	1.00	potassium ion transport
KdpE_pos	GO:0098662	8	4	4	1.00	inorganic cation transmembrane transport
LacI_neg	GO:0015767	9	2	1	0.50	lactose transport
LeuO_neg	GO:1903506	8	2	2	1.00	regulation of nucleic acid-templated transcription
LeuO_pos	GO:0044237	3	16	9	0.56	cellular metabolic process
LeuO_pos	GO:0044238	3	16	9	0.56	primary metabolic process
LeuO_pos	GO:0071704	3	16	9	0.56	organic substance metabolic process
LexA_neg	GO:0071704	3	55	36	0.65	organic substance metabolic process
LldR_neg	GO:0006974	5	3	2	0.67	cellular response to DNA damage stimulus
LldR_pos	GO:0006974	5	3	2	0.67	cellular response to DNA damage stimulus
LrhA_neg	GO:0097659	7	2	2	1.00	nucleic acid-templated transcription
LrhA_pos	GO:0090304	5	2	2	1.00	nucleic acid metabolic process
LsrR_neg	GO:0055085	5	7	4	0.57	transmembrane transport
MalI_neg	GO:1903506	8	3	2	0.67	regulation of nucleic acid-templated transcription
MalT_pos	GO:0042956	8	9	5	0.56	maltodextrin transport
MarA_neg	GO:0010447	5	4	2	0.50	response to acidic pH
MarA_pos	GO:0044237	3	24	12	0.50	cellular metabolic process
MarA_pos	GO:0071704	3	24	12	0.50	organic substance metabolic process
MarR_neg	GO:1903507	9	2	2	1.00	negative regulation of nucleic acid-templated transcription
MatA_neg	GO:0050794	4	5	3	0.60	regulation of cellular process
MazE-MazF_neg	GO:0019439	5	2	2	1.00	aromatic compound catabolic process
MazE-MazF_neg	GO:0034655	5	2	2	1.00	nucleobase-containing compound catabolic process
MazE-MazF_neg	GO:0044270	5	2	2	1.00	cellular nitrogen compound catabolic process
MazE-MazF_neg	GO:0046700	5	2	2	1.00	heterocycle catabolic process
MazE-MazF_neg	GO:1901361	5	2	2	1.00	organic cyclic compound catabolic process
MazE_neg	GO:0019439	5	2	2	1.00	aromatic compound catabolic process
MazE_neg	GO:0034655	5	2	2	1.00	nucleobase-containing compound catabolic process
MazE_neg	GO:0044270	5	2	2	1.00	cellular nitrogen compound catabolic process
MazE_neg	GO:0046700	5	2	2	1.00	heterocycle catabolic process
MazE_neg	GO:1901361	5	2	2	1.00	organic cyclic compound catabolic process
McbR_pos	GO:0006974	5	3	2	0.67	cellular response to DNA damage stimulus
MelR_neg	GO:0044248	4	3	2	0.67	cellular catabolic process
MelR_neg	GO:1901575	4	3	2	0.67	organic substance catabolic process
MelR_pos	GO:0044248	4	3	2	0.67	cellular catabolic process
MelR_pos	GO:1901575	4	3	2	0.67	organic substance catabolic process
MetJ_neg	GO:1901564	4	12	7	0.58	organonitrogen compound metabolic process
MetR_neg	GO:0006565	8	2	1	0.50	L-serine catabolic process
MetR_neg	GO:1903506	8	2	1	0.50	regulation of nucleic acid-templated transcription
MetR_pos	GO:0006807	3	4	4	1.00	nitrogen compound metabolic process
MetR_pos	GO:0044237	3	4	4	1.00	cellular metabolic process
MhpR_pos	GO:0019439	5	4	4	1.00	aromatic compound catabolic process
Mlc_neg	GO:0009401	7	9	7	0.78	phosphoenolpyruvate-dependent sugar phosphotransferase system
MlrA_pos	GO:0044010	5	8	3	0.38	single-species biofilm formation
MngR_neg	GO:0015755	9	3	1	0.33	fructose transmembrane transport
MngR_neg	GO:1903507	9	3	1	0.33	negative regulation of nucleic acid-templated transcription
MntR_neg	GO:0070887	4	3	2	0.67	cellular response to chemical stimulus
ModE_neg	GO:0006810	4	15	8	0.53	transport
ModE_pos	GO:0044237	3	23	14	0.61	cellular metabolic process
MprA_neg	GO:0055085	5	5	4	0.80	transmembrane transport
MqsA_neg	GO:2000112	7	8	4	0.50	regulation of cellular macromolecule biosynthetic process
MraZ_neg	GO:0044237	3	17	12	0.71	cellular metabolic process
MraZ_neg	GO:0071704	3	17	12	0.71	organic substance metabolic process
MtlR_neg	GO:0044237	3	3	2	0.67	cellular metabolic process
MurR_neg	GO:0016310	6	3	2	0.67	phosphorylation
Nac_neg	GO:0006807	3	8	6	0.75	nitrogen compound metabolic process
Nac_neg	GO:0044237	3	8	6	0.75	cellular metabolic process
Nac_neg	GO:0071704	3	8	6	0.75	organic substance metabolic process
Nac_pos	GO:0071704	3	10	7	0.70	organic substance metabolic process
NadR_neg	GO:0009435	9	4	3	0.75	NAD biosynthetic process
NagC_neg	GO:0071704	3	28	14	0.50	organic substance metabolic process
NagC_pos	GO:0006139	4	3	3	1.00	nucleobase-containing compound metabolic process
NagC_pos	GO:0006725	4	3	3	1.00	cellular aromatic compound metabolic process
NagC_pos	GO:0034641	4	3	3	1.00	cellular nitrogen compound metabolic process
NagC_pos	GO:0046483	4	3	3	1.00	heterocycle metabolic process
NagC_pos	GO:1901360	4	3	3	1.00	organic cyclic compound metabolic process
NanR_neg	GO:0019752	6	9	4	0.44	carboxylic acid metabolic process
NarL_neg	GO:0044237	3	72	53	0.74	cellular metabolic process
NarL_pos	GO:0044237	3	36	30	0.83	cellular metabolic process
NarP_neg	GO:0044237	3	22	15	0.68	cellular metabolic process
NarP_pos	GO:0044237	3	26	19	0.73	cellular metabolic process
NemR_neg	GO:0044248	4	3	2	0.67	cellular catabolic process
NemR_neg	GO:1901575	4	3	2	0.67	organic substance catabolic process
NhaR_pos	GO:0043708	5	7	2	0.29	cell adhesion involved in biofilm formation
NhaR_pos	GO:0055085	5	7	2	0.29	transmembrane transport
NikR_neg	GO:0015675	9	6	5	0.83	nickel cation transport
NimR_neg	GO:1903507	9	2	1	0.50	negative regulation of nucleic acid-templated transcription
NorR_pos	GO:0046210	6	2	2	1.00	nitric oxide catabolic process
NrdR_neg	GO:0006807	3	9	8	0.89	nitrogen compound metabolic process
NrdR_neg	GO:0044237	3	9	8	0.89	cellular metabolic process
NrdR_neg	GO:0044238	3	9	8	0.89	primary metabolic process
NrdR_neg	GO:0071704	3	9	8	0.89	organic substance metabolic process
NsrR_neg	GO:0044237	3	70	50	0.71	cellular metabolic process
NtrC_neg	GO:0006868	7	5	3	0.60	glutamine transport
NtrC_neg	GO:0015804	7	5	3	0.60	neutral amino acid transport
NtrC_neg	GO:0046942	7	5	3	0.60	carboxylic acid transport
NtrC_pos	GO:0071702	5	37	17	0.46	organic substance transport
NtrC_pos	GO:0071705	5	37	17	0.46	nitrogen compound transport
OmpR_neg	GO:0055085	5	10	4	0.40	transmembrane transport
OmpR_pos	GO:0055085	5	7	5	0.71	transmembrane transport
OmpR_pos	GO:0071702	5	7	5	0.71	organic substance transport
OxyR_neg	GO:0006950	3	9	5	0.56	response to stress
OxyR_pos	GO:0006950	3	18	11	0.61	response to stress
PaaX_neg	GO:0032787	7	12	12	1.00	monocarboxylic acid metabolic process
PaaX_neg	GO:0072329	7	12	12	1.00	monocarboxylic acid catabolic process
PdhR_neg	GO:0044237	3	34	25	0.74	cellular metabolic process
PdhR_pos	GO:0006810	4	4	4	1.00	transport
PepA_neg	GO:0018130	5	3	3	1.00	heterocycle biosynthetic process
PepA_neg	GO:0043603	5	3	3	1.00	cellular amide metabolic process
PepA_neg	GO:0044271	5	3	3	1.00	cellular nitrogen compound biosynthetic process
PepA_neg	GO:1901362	5	3	3	1.00	organic cyclic compound biosynthetic process
PgrR_neg	GO:1903507	9	3	1	0.33	negative regulation of nucleic acid-templated transcription
PhoB_neg	GO:0098656	7	10	5	0.50	anion transmembrane transport
PhoB_pos	GO:0044237	3	43	22	0.51	cellular metabolic process
PhoP_neg	GO:0050794	4	9	4	0.44	regulation of cellular process
PhoP_pos	GO:0071704	3	38	24	0.63	organic substance metabolic process
PrpR_pos	GO:0032787	7	3	3	1.00	monocarboxylic acid metabolic process
PspF_pos	GO:0098586	5	4	3	0.75	cellular response to virus
PurR_neg	GO:0044237	3	27	23	0.85	cellular metabolic process
PutA_neg	GO:1903507	9	2	1	0.50	negative regulation of nucleic acid-templated transcription
PuuR_neg	GO:0034641	4	7	6	0.86	cellular nitrogen compound metabolic process
QseB_pos	GO:0043170	4	4	4	1.00	macromolecule metabolic process
QseB_pos	GO:0044260	4	4	4	1.00	cellular macromolecule metabolic process
RbsR_neg	GO:0015752	9	7	3	0.43	D-ribose transmembrane transport
RcdA_pos	GO:0044010	5	7	4	0.57	single-species biofilm formation
RclR_pos	GO:0000302	5	3	3	1.00	response to reactive oxygen species
RclR_pos	GO:1901530	5	3	3	1.00	response to hypochlorite
RcnR_neg	GO:0010045	6	3	2	0.67	response to nickel cation
RcnR_neg	GO:0032025	6	3	2	0.67	response to cobalt ion
RcsAB_neg	GO:0044010	5	6	3	0.50	single-species biofilm formation
RcsAB_pos	GO:0044249	4	9	8	0.89	cellular biosynthetic process
RcsAB_pos	GO:1901576	4	9	8	0.89	organic substance biosynthetic process
RcsB-BglJ_pos	GO:0044238	3	8	5	0.62	primary metabolic process
RcsB-BglJ_pos	GO:0071704	3	8	5	0.62	organic substance metabolic process
RcsB_neg	GO:0019752	6	2	2	1.00	carboxylic acid metabolic process
RcsB_pos	GO:0009628	3	16	6	0.38	response to abiotic stimulus
RelB-RelE_neg	GO:0016070	6	2	2	1.00	RNA metabolic process
RelB_neg	GO:0016070	6	2	2	1.00	RNA metabolic process
RhaR_pos	GO:1903506	8	2	2	1.00	regulation of nucleic acid-templated transcription
RhaS_pos	GO:0044282	4	6	5	0.83	small molecule catabolic process
RhaS_pos	GO:1901575	4	6	5	0.83	organic substance catabolic process
Rob_pos	GO:0071704	3	19	9	0.47	organic substance metabolic process
RstA_neg	GO:0015833	6	5	3	0.60	peptide transport
RstA_neg	GO:0042886	6	5	3	0.60	amide transport
RstA_pos	GO:0044237	3	5	4	0.80	cellular metabolic process
RutR_neg	GO:0044248	4	15	11	0.73	cellular catabolic process
RutR_neg	GO:1901575	4	15	11	0.73	organic substance catabolic process
RutR_pos	GO:0006526	8	2	2	1.00	arginine biosynthetic process
SdiA_neg	GO:0051301	3	3	3	1.00	cell division
SdiA_pos	GO:1903506	8	3	2	0.67	regulation of nucleic acid-templated transcription
SgrR_neg	GO:0071702	5	4	4	1.00	organic substance transport
SgrR_neg	GO:0071705	5	4	4	1.00	nitrogen compound transport
SgrR_pos	GO:0015767	9	3	1	0.33	lactose transport
SgrR_pos	GO:0019272	9	3	1	0.33	L-alanine biosynthetic process from pyruvate
SgrR_pos	GO:0042852	9	3	1	0.33	L-alanine biosynthetic process
SgrR_pos	GO:0046145	9	3	1	0.33	D-alanine family amino acid biosynthetic process
SoxR_pos	GO:0006106	8	2	1	0.50	fumarate metabolic process
SoxR_pos	GO:0006108	8	2	1	0.50	malate metabolic process
SoxR_pos	GO:1903506	8	2	1	0.50	regulation of nucleic acid-templated transcription
SoxS_pos	GO:0044237	3	30	13	0.43	cellular metabolic process
StpA_neg	GO:0044237	3	5	3	0.60	cellular metabolic process
StpA_neg	GO:0071704	3	5	3	0.60	organic substance metabolic process
SutR_neg	GO:0050794	4	5	4	0.80	regulation of cellular process
TdcA_pos	GO:0019752	6	7	5	0.71	carboxylic acid metabolic process
TdcR_pos	GO:0019752	6	7	5	0.71	carboxylic acid metabolic process
TorR_neg	GO:1903506	8	3	2	0.67	regulation of nucleic acid-templated transcription
TorR_pos	GO:0044237	3	8	3	0.38	cellular metabolic process
TreR_neg	GO:0044237	3	2	2	1.00	cellular metabolic process
TrpR_neg	GO:0009073	6	10	7	0.70	aromatic amino acid family biosynthetic process
TrpR_neg	GO:0019752	6	10	7	0.70	carboxylic acid metabolic process
TrpR_neg	GO:0046394	6	10	7	0.70	carboxylic acid biosynthetic process
TyrR_neg	GO:0009073	6	7	5	0.71	aromatic amino acid family biosynthetic process
TyrR_neg	GO:0019752	6	7	5	0.71	carboxylic acid metabolic process
TyrR_neg	GO:0046394	6	7	5	0.71	carboxylic acid biosynthetic process
TyrR_pos	GO:0009257	8	2	1	0.50	10-formyltetrahydrofolate biosynthetic process
UidR_neg	GO:0044237	3	3	2	0.67	cellular metabolic process
UidR_neg	GO:0044238	3	3	2	0.67	primary metabolic process
UidR_neg	GO:0071704	3	3	2	0.67	organic substance metabolic process
UlaR_neg	GO:0019752	6	7	4	0.57	carboxylic acid metabolic process
UvrY_pos	GO:0035435	9	3	1	0.33	phosphate ion transmembrane transport
UxuR_neg	GO:0044237	3	8	5	0.62	cellular metabolic process
UxuR_neg	GO:0044238	3	8	5	0.62	primary metabolic process
UxuR_neg	GO:0071704	3	8	5	0.62	organic substance metabolic process
XapR_pos	GO:0006139	4	2	2	1.00	nucleobase-containing compound metabolic process
XapR_pos	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
XapR_pos	GO:0034641	4	2	2	1.00	cellular nitrogen compound metabolic process
XapR_pos	GO:0046483	4	2	2	1.00	heterocycle metabolic process
XapR_pos	GO:0055086	4	2	2	1.00	nucleobase-containing small molecule metabolic process
XapR_pos	GO:1901360	4	2	2	1.00	organic cyclic compound metabolic process
XylR_pos	GO:0042732	6	6	5	0.83	D-xylose metabolic process
YdeO_pos	GO:0044237	3	12	8	0.67	cellular metabolic process
YedW_neg	GO:0045333	5	5	5	1.00	cellular respiration
YedW_pos	GO:0046688	6	7	6	0.86	response to copper ion
YefM-YoeB_neg	GO:1903507	9	2	2	1.00	negative regulation of nucleic acid-templated transcription
YefM_neg	GO:1903507	9	2	2	1.00	negative regulation of nucleic acid-templated transcription
YiaJ_neg	GO:0005975	4	9	4	0.44	carbohydrate metabolic process
YjjQ_neg	GO:0097659	7	5	2	0.40	nucleic acid-templated transcription
YqhC_pos	GO:0051596	6	2	1	0.50	methylglyoxal catabolic process
YqjI_neg	GO:0051716	3	2	2	1.00	cellular response to stimulus
ZraR_pos	GO:0000160	5	2	2	1.00	phosphorelay signal transduction system
Zur_neg	GO:0006829	9	6	3	0.50	zinc ion transport
