"Names"	"RegulonSize"	"SpearmanCorrelationMean"	"SpearmanCorrelationMedian"
"DpiA"	11	0.149950461651239	0.0633541308066496
"DsdC"	3	0.269075640803575	0.226286455876899
"EbgR"	2	0.351696853984997	0.351696853984997
"EnvR"	2	0.374756834312524	0.374756834312524
"EnvY"	2	0.0578818731441356	0.0578818731441356
"EvgA"	17	0.141492707132316	0.105415566825779
"ExuR"	9	0.235910316408304	0.207904853185311
"FabR"	2	0.186896038447732	0.186896038447732
"FadR"	22	0.169098711626289	0.140655938300279
"FeaR"	2	0.221235940741717	0.221235940741717
"FhlA"	30	0.161267845875908	0.149283117978856
"FlhDC"	81	0.165691522995009	0.0798616660726007
"FliZ"	20	0.25762201498447	0.198106073281122
"FucR"	7	0.298753453719486	0.306719577561179
"Fur"	128	0.168771683846087	0.130608893025789
"GadE"	28	0.193179213694453	0.137305428773807
"GadE-RcsB"	9	0.254023492818706	0.187273038301462
"GadW"	13	0.560103462502343	0.5483999277093
"GadX"	27	0.264144092839034	0.168130725356515
"GalR"	10	0.228486277724349	0.185904388807342
"GalS"	10	0.228486277724349	0.185904388807342
"GatR"	6	0.676846035058753	0.680367902870003
"GcvA"	4	0.400817219300545	0.400220856034036
"GlcC"	7	0.430029499492445	0.392951230586476
"GlpR"	9	0.420693405556123	0.423639753831925
"GlrR"	4	0.388606492988318	0.373178867111538
"GntR"	12	0.12207327426932	0.077575580572962
"GutM"	7	0.476901606074765	0.482989547177749
"GutR"	7	0.476901606074765	0.482989547177749
"HU"	8	0.165751694105532	0.073077555396604
"HcaR"	6	0.225705058982369	0.243977018684906
"HdfR"	5	0.189869113427348	0.064956414458015
"HigA"	2	0.377544359818274	0.377544359818274
"HigB-HigA"	2	0.377544359818274	0.377544359818274
"HipAB"	5	0.219499602016783	0.127677940925674
"HipB"	6	0.16938350695134	0.110204249714125
"HyfR"	12	0.181017312384017	0.173562218656598
"HypT"	13	0.16126280271698	0.0684733061391207
"IclR"	4	0.311788674352488	0.287778364801711
"IdnR"	7	0.183474250233488	0.0779515492574643
"IlvY"	2	0.0256439380022435	0.0256439380022435
"IscR"	32	0.184825246034967	0.134077130999011
"KdgR"	2	0.246175101518784	0.246175101518784
"KdpE"	4	0.206528800457538	0.135732826512598
"LacI"	3	0.449122195724389	0.446950464150116
"LeuO"	19	0.127875947742508	0.0841711907313414
"LexA"	58	0.162904966246158	0.126044410699821
"LldR"	3	0.609355344428282	0.599548263704284
"LrhA"	4	0.197104900330349	0.121183686658117
"LsrR"	9	0.392736364665565	0.39634106574232
"LysR"	2	0.13813132521423	0.13813132521423
"MalI"	3	0.219271161347517	0.166842986073231
"MalT"	10	0.46799955229815	0.513931379800672
"MarA"	36	0.115328353481982	0.0872829282647618
"MarR"	3	0.531972519321358	0.489103488915009
"MatA"	8	0.209077559345283	0.162762859573492
"MazE"	3	0.429572253283199	0.411285858419092
"MazE-MazF"	3	0.429572253283199	0.411285858419092
"McbR"	4	0.416845503062666	0.414637987007586
"MelR"	3	0.357088237086787	0.293545110597403
"MetJ"	15	0.248020020373619	0.239702835561539
"MetR"	5	0.137871298460604	0.0743037968977427
"MhpR"	6	0.284722099672521	0.271142840453146
"Mlc"	10	0.274341161064139	0.259572253733826
"MlrA"	10	0.204648515853198	0.0967766806016489
"MngR"	3	0.106334424508649	0.132244707917561
"MntR"	4	0.173879267638447	0.174262614806569
"ModE"	46	0.127067425249475	0.0873195407766456
"MprA"	6	0.165057906655952	0.134120047848937
"MqsA"	8	0.26700954572294	0.175843251092543
"MraZ"	17	0.230125334377008	0.207577021510254
"MtlR"	3	0.404898771772783	0.437731669960754
"MurR"	3	0.269078790741709	0.222518569332227
"Nac"	21	0.17347107523766	0.123916387265527
"NadR"	4	0.312701258203168	0.264113038484044
"NagC"	37	0.087802032082406	0.0607481093441209
"NanR"	11	0.202909466984871	0.172600275206063
"NarL"	123	0.119575777952663	0.0926999838394296
"NarP"	50	0.136031522827259	0.102769460653027
"NemR"	3	0.227988480716074	0.257948377783849
"NhaR"	7	0.139873052457537	0.100897119782706
"NikR"	6	0.331680968283996	0.379021927284529
"NimR"	2	0.13791780457803	0.13791780457803
"NorR"	3	0.178486315136242	0.140859372482213
"NrdR"	9	0.21872416239433	0.0974090497640835
"NsrR"	82	0.0921332557715561	0.0677292879176291
"NtrC"	49	0.139550132309711	0.104927589591058
"OmpR"	18	0.155478858016378	0.100730196128741
"OxyR"	32	0.133740461444057	0.0853035799778149
"PaaX"	14	0.276658564500469	0.268900125051669
"PdeL"	1	1	1
"PdhR"	41	0.144816730525781	0.0963736132745064
"PepA"	3	0.252956824592737	0.0470584660905127
"PgrR"	8	0.219771540532217	0.157205654061747
"PhoB"	59	0.0980205198057886	0.0681237770082883
"PhoP"	53	0.137942136577972	0.103293686414568
"PrpR"	5	0.426065017472586	0.415289860971604
"PspF"	7	0.34205657089212	0.306395862830199
"PurR"	31	0.308870772820529	0.313656720941525
"PutA"	2	0.387555654506597	0.387555654506597
"PuuR"	7	0.431995259751606	0.397785141785152
"QseB"	4	0.260546001531297	0.154414073989056
"RbsR"	9	0.24055048414524	0.155863210090094
"RcdA"	9	0.176677171430143	0.0865175380810825
"RclR"	3	0.228227553093931	0.133551452710728
"RcnR"	3	0.150512633027434	0.157836258204171
"RcsAB"	16	0.13527773704353	0.0787344404023797
"RcsB"	23	0.225919556389824	0.147548059940933
"RcsB-BglJ"	15	0.101140988351384	0.073261955228831
"RelB"	3	0.398616321716143	0.313535193003475
"RelB-RelE"	3	0.398616321716143	0.313535193003475
"RhaR"	2	0.361706901723111	0.361706901723111
"RhaS"	6	0.292767029037657	0.276767296811083
"Rob"	24	0.12261440812234	0.0970999317430122
"RstA"	10	0.195297858223216	0.0682339395826228
"RtcR"	2	0.303510067160247	0.303510067160247
"RutR"	17	0.101780092359167	0.0586275295098026
"SdiA"	5	0.180560235534405	0.0975565339023361
"SgrR"	7	0.156045338555322	0.113754286036364
"SlyA"	1	1	1
"SoxR"	3	0.13257278762152	0.16126855290734
"SoxS"	38	0.140086139964906	0.114638734809601
"StpA"	6	0.0944017551637168	0.0565731080885843
"SutR"	5	0.14254606289469	0.0541973576330375
"TdcA"	7	0.386756374330085	0.391432634673683
"TdcR"	7	0.386756374330085	0.391432634673683
"TorR"	12	0.181938901280209	0.0756460124772411
"TreR"	2	0.677471296344311	0.677471296344311
"TrpR"	12	0.206050398984342	0.147599086394565
"TyrR"	12	0.119355910645802	0.0940440187496429
"UhpA"	1	1	1
"UidR"	4	0.234624877171008	0.228318301150603
"UlaR"	7	0.281320460566235	0.270528030963436
"UvrY"	3	0.066272689512128	0.0622244837153787
"UxuR"	9	0.178991744824148	0.148171139831684
"XapR"	2	0.0577012632373762	0.0577012632373762
"XylR"	7	0.266274290125069	0.260702714067461
"YdeO"	20	0.45262690600656	0.477556560023083
"YedW"	12	0.229708243390511	0.101991964093453
"YefM"	2	0.481110208502746	0.481110208502746
"YefM-YoeB"	2	0.481110208502746	0.481110208502746
"YehT"	1	1	1
"YeiL"	1	1	1
"YiaJ"	10	0.259693577446702	0.268720965449836
"YjjQ"	10	0.128849195424137	0.0824347612494759
"YpdB"	1	1	1
"YqhC"	2	0.300505385074961	0.300505385074961
"YqjI"	2	0.254504109892647	0.254504109892647
"ZntR"	1	1	1
"ZraR"	3	0.176094010530181	0.162719589940023
"Zur"	6	0.382409896926304	0.333171002692317
